report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2013-09-30,383035000.0,207942000.0,80913000.0,433285000.0,-50250000.0,65411000.0,,117775000.0,-84236000.0,-114354000.0,13888000.0,610000.0,,,-92158000.0,1382000.0,10882000.0,-93540000.0,0.0,,8.7047,,,-73354000.0,2.2757014925373134,-0.2985471301578185,-0.9709530885162386,-0.7152281893440883,-0.21991723993890896,1.6763383084577115,-0.7942262789216726,-0.6228316705582679,-0.0,2.5699454970153126,159209000.0,-203675000.0,-147880000.0,-162909000.0,-132608000.0,3278000.0,,,-0.0,-45.11287370347773,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2013-12-31,434527000.0,257882000.0,98221000.0,524430000.0,-89903000.0,39067000.0,,-48724000.0,87221000.0,105215000.0,-9381000.0,1006000.0,-0.9199999999999999,,164190000.0,1599000.0,-7516000.0,162591000.0,0.0,2.6263,8.851,,-0.9199999999999999,79705000.0,-1.170316897100208,0.242136852255441,-2.159408094573516,-1.7901034397832691,0.20072630699588287,-0.9701678475690466,-3.336979722518677,-1.6358468106066826,-0.0,2.6255281457122206,148921000.0,-162013000.0,-120130000.0,-42618000.0,-105855000.0,18453000.0,,,-0.0,-6.510052565978432,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2014-03-31,487013000.0,304770000.0,79313000.0,496822000.0,-9809000.0,32443000.0,,19771000.0,-36402000.0,-46201000.0,4533000.0,191000.0,,,,4524000.0,3264000.0,,0.0,,10.5349,,,-33138000.0,4.710062187786726,-0.09486605080357198,-2.3368064336654695,-1.8411815285013404,-0.07474543800678832,3.7110816597002754,,-1.6760912447524152,-0.0,3.8426235295600972,145688000.0,-153151000.0,-111128000.0,,-97217000.0,18341000.0,,,-0.0,-6.058993511804155,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2014-06-30,478137000.0,298223000.0,84355000.0,513497000.0,-35360000.0,30699000.0,,48284000.0,-59318000.0,-78838000.0,9021000.0,386000.0,,,,5192000.0,6519000.0,,0.0,,11.6026,,,-52799000.0,2.2295814479638008,-0.16488579633034048,-1.6327976141164775,-1.2285229061386795,-0.12406067716993247,1.6775452488687783,,-1.0935092370143318,-0.0,3.53533281963132,137106000.0,-134178000.0,-92735000.0,,-79586000.0,18061000.0,,,-0.0,-5.134544045180222,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2014-09-30,476902000.0,324120000.0,80549000.0,429684000.0,47218000.0,32008000.0,,181155000.0,21003000.0,-8233000.0,13412000.0,634000.0,0.0,126043000.0,,6090000.0,9733000.0,,0.0,,7.2375,,0.0,30736000.0,-0.174361472319878,-0.01726350487102172,-0.04544726891336148,0.11593938892108968,0.04404049469282997,0.4448091829387098,,0.16966685987138086,0.0,4.023886081763895,200486000.0,-28057000.0,12504000.0,,24504000.0,17585000.0,,,0.0,0.7110605629798123,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2014-12-31,441621000.0,288200000.0,64047000.0,405289000.0,36332000.0,12365000.0,,-48503000.0,58232000.0,79356000.0,-9097000.0,-1723000.0,,,,-5830000.0,-6589000.0,,0.0,4.5031,9.9145,,,51643000.0,2.1841902455135966,0.17969254179488747,-1.6361049831969157,-1.2005855307919098,0.13185967152830141,1.6027744137399538,,-1.06473826361256,0.0,4.4998204443611725,200707000.0,-53916000.0,-16485000.0,,-3558000.0,17869000.0,,,-0.0,-0.9225474285074711,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2015-03-31,499212000.0,347293000.0,75444000.0,421907000.0,77305000.0,129452000.0,,108801000.0,43043000.0,33820000.0,4171000.0,213000.0,0.0,135667000.0,,1059000.0,2973000.0,,0.0,,4.9869,55.3716,0.0,46016000.0,0.43748787271198497,0.0677467689077987,0.3108427312248968,0.39561217268223636,0.08622188569185035,0.5567945152318737,,0.4229372891793274,0.0,4.6033216690525425,289737000.0,26105000.0,62960000.0,,75596000.0,17507000.0,,,0.0,3.596275775404124,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2015-06-30,456667000.0,302246000.0,81077000.0,421568000.0,35099000.0,20875000.0,,131462000.0,-426000.0,-18837000.0,8289000.0,377000.0,,,,4584000.0,5833000.0,,0.0,,5.7936,274.2317,,5407000.0,-0.5366819567509046,-0.04124887500082117,-0.14328855486756628,-0.0032404801387473188,-0.000932846034418953,-0.01213709792301775,,0.0411297561272459,0.0,3.727888303711287,372915000.0,86106000.0,121852000.0,,133802000.0,16775000.0,,,0.0,7.2639046199701935,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2015-09-30,449246000.0,286351000.0,208098000.0,410193000.0,39053000.0,18819000.0,,191414000.0,-7000.0,-27040000.0,12491000.0,469000.0,0.0,131882000.0,,8722000.0,9109000.0,,0.0,,6.8725,,0.0,9102000.0,-0.6923923898292065,-0.060189740142371884,-0.14126448431149236,-3.6569947861702906e-05,-1.558166349839509e-05,-0.0001792435920415845,,0.04755138077674569,0.0,1.3760391738507818,383174000.0,67299000.0,100842000.0,,112168000.0,15854000.0,,,0.0,6.3606660779613975,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2015-12-31,502061000.0,350051000.0,61246000.0,495632000.0,-1867486000.0,55570000.0,,-241293000.0,-71981000.0,-69120000.0,-6669000.0,-553000.0,,,,-3170000.0,-5060000.0,,0.0,5.7206,9.7387,,,-77041000.0,0.037012325661343645,-0.13767251389771362,0.2864567144508958,0.2983136684445881,-0.14337102463644855,0.03854433179151008,,0.3192840239874344,-0.0,5.715491623942788,190384000.0,-81177000.0,-29371000.0,,-16516000.0,18282000.0,,,-0.0,-1.6065528935565037,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2016-03-31,491879000.0,344845000.0,65945000.0,492154000.0,-275000.0,72549000.0,,58882000.0,-9484000.0,-19498000.0,5677000.0,167000.0,0.0,135793000.0,,1679000.0,3715000.0,,0.0,,10.3269,,0.0,-5769000.0,70.90181818181819,-0.039639830120822395,-0.3311368499711287,-0.16106789850888217,-0.019281164676678612,34.487272727272725,,-0.09797561224143202,-0.0,5.229281977405414,140465000.0,-134495000.0,-81898000.0,,-68301000.0,19788000.0,,,-0.0,-4.138770972306449,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2016-06-30,463099000.0,318320000.0,79282000.0,502350000.0,-39251000.0,55676000.0,,91649000.0,-47809000.0,-68101000.0,11304000.0,294000.0,,,,3234000.0,7634000.0,,0.0,,10.1466,,,-40175000.0,1.7350131206848234,-0.14705494937367605,-0.743063208545647,-0.5216532640836233,-0.10323710480912289,1.2180326615882398,,-0.43835721066241856,-0.0,4.015034938573699,100652000.0,-183759000.0,-129281000.0,,-113883000.0,22803000.0,,,-0.0,-5.669473314914704,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2016-09-30,425095000.0,282522000.0,76305000.0,492948000.0,-67853000.0,63295000.0,,127984000.0,-80711000.0,-111325000.0,16918000.0,433000.0,,,,3741000.0,11502000.0,,0.0,,14.0326,,,-69209000.0,1.6406791151459774,-0.26188263799856504,-0.8698352919114889,-0.6306335166895862,-0.18986579470471307,1.1894978851340399,,-0.5407629078634829,-0.0,3.7025358757617455,37222000.0,-268044000.0,-209985000.0,,-192194000.0,27230000.0,,,-0.0,-7.711531399192068,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2016-12-31,568871000.0,426252000.0,72222000.0,480746000.0,88125000.0,59640000.0,,-113079000.0,25149000.0,45400000.0,-11431000.0,-18000.0,,,,-2262000.0,-7500000.0,,0.0,5.9003,11.7189,,,17649000.0,0.5151773049645391,0.07980719706225137,-0.40148922434758,-0.2224020375135967,0.044208616716267836,0.2853787234042553,,-0.15607672512137533,0.0,5.901968929135166,165436000.0,-153524000.0,-112855000.0,,-97504000.0,22468000.0,,,-0.0,-5.022921488338971,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2017-03-31,528486000.0,380985000.0,78515000.0,483737000.0,44749000.0,23480000.0,,24728000.0,-54437000.0,-63866000.0,5402000.0,133000.0,,,,4089000.0,4033000.0,,0.0,,27.4974,,,-50404000.0,-1.4272050772084293,-0.12084709907168781,-2.582740213523132,-2.201431575541896,-0.10300556684566857,-1.2164964580214084,,-2.0383371077321257,0.0,4.852384894606126,131282000.0,-197892000.0,-157808000.0,,-142139000.0,22193000.0,,,-0.0,-7.11071058441851,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2017-06-30,475859000.0,288165000.0,72613000.0,472473000.0,3386000.0,16149000.0,,59317000.0,-105093000.0,-123737000.0,10912000.0,232000.0,,,,6344000.0,8287000.0,,0.0,,22.7887,,,-96806000.0,-36.54370939161252,-0.2600287059822342,-2.086029300200617,-1.7717180572179982,-0.22084903301187958,-31.03750738334318,,-1.6320110592241686,0.0,3.9685042623221736,98950000.0,-253528000.0,-215092000.0,,-198770000.0,21801000.0,,,-0.0,-9.866152928764736,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2017-09-30,582055000.0,382795000.0,92544000.0,497893000.0,84162000.0,37967000.0,,212245000.0,-35608000.0,-62866000.0,16452000.0,434000.0,0.0,155153000.0,,7283000.0,12081000.0,,0.0,,15.5075,,0.0,-23527000.0,-0.7469641881134004,-0.10800697528584069,-0.2961954345214257,-0.16776838088058613,-0.061176349314068255,-0.4230888049238374,,-0.11084831209215765,0.0,4.136356760027662,183211000.0,-205069000.0,-169989000.0,,-153088000.0,21335000.0,,,-0.0,-7.967611905319897,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2017-12-31,508866000.0,326820000.0,56163000.0,421038000.0,87828000.0,4762000.0,,11421000.0,135496000.0,153777000.0,-10681000.0,-183000.0,,,,-8040000.0,-9660000.0,,0.0,5.8149,29.5028,,,125836000.0,1.7508880994671403,0.30219546992725,13.464407670081428,11.863759740828298,0.2662704916422005,1.542742633328779,,11.01794939147185,0.0,5.819133593290957,307711000.0,-96692000.0,-59642000.0,,-44901000.0,22085000.0,,,-0.0,-2.700565995019244,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2018-03-31,496790000.0,336015000.0,80697000.0,438507000.0,58283000.0,34805000.0,,38018000.0,-86739000.0,-95792000.0,5340000.0,265000.0,,,,985000.0,2541000.0,,0.0,,49.5153,,,-84198000.0,-1.6435667347253917,-0.1928219167052477,-2.519648587511179,-2.2815245410068914,-0.17459892509913646,-1.4882384228677317,,-2.2146877794728814,0.0,4.163909439012603,321001000.0,-128618000.0,-91944000.0,,-78695000.0,22023000.0,,,-0.0,-4.174908050674295,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2018-06-30,2313087000.0,1905947000.0,96897000.0,452673000.0,1860414000.0,911125000.0,,1125735000.0,886861000.0,875668000.0,10725000.0,4150000.0,4.0,178281000.0,907176000.0,3730000.0,5115000.0,903446000.0,0.0,,6.091,9.2707,4.0,891976000.0,0.4706844820561445,0.3785711475616784,0.7778633514992427,0.7878061888455098,0.3834101354596693,0.47670088485681145,0.802538785771074,0.7923498869627399,0.0,19.669824659174175,1387419000.0,870787000.0,900010000.0,,910087000.0,21836000.0,,,0.0,41.21679794834219,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2018-09-30,2249098000.0,1505182000.0,108083000.0,458976000.0,1790122000.0,222261000.0,,1153497000.0,788227000.0,779525000.0,16167000.0,3250000.0,4.0,179619000.0,835764000.0,5552000.0,7799000.0,830212000.0,0.0,,7.8225,13.1005,4.0,796026000.0,0.43545914747709935,0.3465945014401329,0.6757928282431597,0.6833368443957808,0.35046360807754934,0.44032026867442553,0.7197348584348291,0.6900980236619602,0.0,13.92616785248374,2328671000.0,1713178000.0,1723845000.0,,1729640000.0,21551000.0,,,0.0,79.98909563361329,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2018-12-31,2150172000.0,1437687000.0,82002000.0,432597000.0,1717575000.0,194905000.0,,-1123927000.0,-900417000.0,-878088000.0,-10650000.0,-6253000.0,-5.0,-177781000.0,-1024726000.0,3972000.0,-4585000.0,-1028698000.0,0.0,17.5329,4.7677,8.3494,-5.0,-905002000.0,-0.5112370638836732,-0.4083803528275877,0.7812678225543118,0.8011347712084503,-0.41876510344288737,-0.5242373695471814,0.9152711875415396,0.805214217649367,0.0,17.532340674617693,1193323000.0,681313000.0,687932000.0,,698802000.0,21582000.0,,,0.0,31.87526642572514,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2019-03-31,2166482000.0,1490114000.0,99718000.0,532971000.0,1633511000.0,106752000.0,,28222000.0,-120687000.0,-118512000.0,5226000.0,-983000.0,-0.68,,-80895000.0,5648000.0,3077000.0,-86543000.0,0.0,,4.8899,8.7858,-0.68,-117610000.0,-0.07255047563193637,-0.054702508490723674,-4.199277159662675,-4.276344695627524,-0.05570644021044255,-0.07388196345173066,-3.066508397703919,-4.167316278080929,0.0,14.943280049740267,1183527000.0,658593000.0,653984000.0,618417000.0,665390000.0,21468000.0,2.32,2.32,0.0,30.463201043413452,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2019-06-30,2099653000.0,1596817000.0,113370000.0,542498000.0,1557155000.0,85424000.0,,51537000.0,-231657000.0,-228421000.0,10457000.0,-1261000.0,-1.0,174206000.0,-134817000.0,17291000.0,6132000.0,-152108000.0,0.0,,52.4385,,-1.0,-225525000.0,-0.14669124139857626,-0.10878988099462149,-4.432174942274482,-4.494964782583387,-0.1103310880416907,-0.14876939033044237,-2.9514329510836874,-4.375982303975785,0.0,14.085004851371615,109329000.0,-445496000.0,-464534000.0,-437137000.0,-452111000.0,21200000.0,-2.68,-2.68,-0.0,-21.91198113207547,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2019-09-30,2088294000.0,1578824000.0,125350000.0,599583000.0,1488711000.0,81224000.0,,80755000.0,-330397000.0,-327229000.0,15882000.0,-939000.0,-1.0,174609000.0,-203458000.0,22614000.0,9582000.0,-226072000.0,0.0,,26.4948,,-1.0,-320815000.0,-0.2198069336493114,-0.15669680610105666,-4.052120611726828,-4.091350380781376,-0.15821383387588145,-0.2219349490935447,-2.799479908364807,-3.9726951891523745,0.0,12.595325089748703,-963413000.0,-1552250000.0,-1583158000.0,-1493421000.0,-1568952000.0,20915000.0,-7.68,-7.68,-0.0,-75.69486014821898,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2019-12-31,1977356000.0,1421550000.0,353893000.0,571965000.0,1405391000.0,96363000.0,,-45897000.0,242706000.0,233495000.0,-10255000.0,3796000.0,0.6800000000000002,-173822000.0,90489000.0,-19268000.0,-5635000.0,71221000.0,0.0,4.017,33.1351,,0.6800000000000002,237071000.0,0.16614237603627746,0.11808445216743975,-5.087369544850426,-5.288058043009347,0.12274269276751379,0.1726964239844997,-1.5517571954593983,-5.165283133973898,0.0,4.016892111457418,114617000.0,-440667000.0,-440035000.0,-393502000.0,-426879000.0,21310000.0,-1.9999999999999996,-1.9999999999999996,-0.0,-20.649225715626468,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2020-03-31,1887933000.0,1429324000.0,377471000.0,591507000.0,1296426000.0,227035000.0,,50573000.0,-133631000.0,-138651000.0,6204000.0,200000.0,-0.78,,-78075000.0,900000.0,4502000.0,-78975000.0,0.0,,23.1343,,-0.78,-129129000.0,-0.10694864188160373,-0.07344063587002293,-2.7416012496786824,-2.6423387973820023,-0.07078164320449931,-0.10307645789269886,-1.5616040179542443,-2.55331896466494,0.0,3.786579631282933,136968000.0,-460806000.0,-452979000.0,-385934000.0,-438398000.0,22288000.0,-2.099999999999999,-2.099999999999999,-0.0,-20.323896267049534,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2020-06-30,1594878000.0,1151968000.0,123958000.0,338638000.0,1256240000.0,58206000.0,178810000.0,99420000.0,-211340000.0,-218651000.0,6851000.0,344000.0,,,-161978000.0,3594000.0,7692000.0,-165572000.0,0.0,,25.3677,,,-203648000.0,-0.1740519327517035,-0.13709575277858244,-2.1992657412995373,-2.1257292295312813,-0.13251170308951532,-0.1682321849328154,-1.6653791993562663,-2.048360490846912,0.0,9.293212217041257,184851000.0,-451036000.0,-432662000.0,-399398000.0,-416521000.0,18682000.0,,,-0.0,-23.159297719730223,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2020-09-30,1508666000.0,1043856000.0,126500000.0,337685000.0,1170981000.0,55843000.0,,129453000.0,-314390000.0,-327237000.0,6851000.0,365000.0,,,-214653000.0,5504000.0,10937000.0,-220157000.0,0.0,,18.1748,,,-303453000.0,-0.27945543095917014,-0.2169048682743563,-2.5278440824082873,-2.428603431361189,-0.2083893983161283,-0.2684842879602658,-1.7006712861038369,-2.3441171699381242,0.0,8.251826086956521,233549000.0,-451044000.0,-416655000.0,-393483000.0,-399159000.0,9651000.0,,,-0.0,-43.172210133664905,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2020-12-31,1538767000.0,1138005000.0,115779000.0,461472000.0,1077295000.0,198955000.0,,-126531000.0,234250000.0,240099000.0,-13055000.0,-416000.0,-1.7100000000000002,178581000.0,141419000.0,-2740000.0,-8949000.0,138679000.0,0.0,9.8273,19.9462,,-1.7100000000000002,225301000.0,0.2228721009565625,0.15603336957447098,-1.8975507978282002,-1.8513249717460543,0.15223227428194133,0.21744276173193045,-1.096008092878425,-1.7805992207443235,0.0,9.829114088047055,152915000.0,-444440000.0,-425111000.0,-326025000.0,-410929000.0,6851000.0,,,-0.0,-62.050941468398776,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2021-03-31,1456561000.0,1099051000.0,123633000.0,462055000.0,994506000.0,150164000.0,,23647000.0,-109392000.0,-122967000.0,,92000.0,-0.68,,-77085000.0,2876000.0,3543000.0,-79961000.0,0.0,,28.9407,,-0.68,-105849000.0,-0.12364631284275811,-0.08442282884135989,-5.200109950522265,-4.626041358311837,-0.0751029308075666,-0.10999631978087614,-3.381443734934664,-4.476212627394595,0.0,8.889624938325529,125989000.0,-428756000.0,-400872000.0,-327011000.0,-387649000.0,,,,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2021-06-30,1371351000.0,1056148000.0,131023000.0,466376000.0,904975000.0,152345000.0,,51977000.0,-219597000.0,-248486000.0,0.0,449000.0,-1.37,182038000.0,-159986000.0,6157000.0,7090000.0,-166143000.0,0.0,,29.6814,,-1.37,-212507000.0,-0.27457775076659574,-0.18119795734279553,-4.780691459684091,-4.224887931200339,-0.16013186995889456,-0.24265532197022016,-3.196471516247571,-4.08848144371549,0.0,8.060783221266496,78546000.0,-458591000.0,-409129000.0,-327582000.0,-396508000.0,,,,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2021-09-30,1277243000.0,986135000.0,139969000.0,475703000.0,801540000.0,54017000.0,,76898000.0,-333193000.0,-378192000.0,0.0,561000.0,-2.07,182736000.0,-261122000.0,9093000.0,10710000.0,-270215000.0,0.0,,32.912,,-2.07,-322483000.0,-0.47183172393143197,-0.2961002722269764,-4.918099300371921,-4.332921532419569,-0.260868918443867,-0.41569104473887764,-3.513940544617545,-4.193646128637936,0.0,7.045381477327123,25991000.0,-509546000.0,-427932000.0,-377640000.0,-415538000.0,,-5.83,-5.83,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2021-12-31,1117189000.0,795581000.0,85200000.0,437681000.0,679508000.0,25218000.0,,-50615000.0,216079000.0,225808000.0,0.0,-545000.0,1.2600000000000002,-181476000.0,85533000.0,-3137000.0,-7197000.0,82396000.0,0.0,9.338,24.4928,,1.2600000000000002,208882000.0,0.33231102503576115,0.20212157477382967,-4.46128617998617,-4.2690704336659095,0.19341311094183705,0.3179933128086792,-1.627896868517238,-4.126879383581942,0.0,9.33780516431925,101907000.0,-523837000.0,-446103000.0,-433923000.0,-431957000.0,,-2.8599999999999994,-2.8599999999999994,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
