report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,9288120000.0,957974000.0,8300626000.0,,,535752000.0,1361278000.0,627429000.0,667887000.0,15327000.0,,2.68,171558000.0,955755000.0,,0.0,,26.8446,13.0412,2.68,627429000.0,0.08046224465480073,0.07190766269169649,0.4906323322642399,0.4609117314758631,0.06755177581684992,0.07558815443558112,0.4609117314758631,0.0,1874191000.0,879225000.0,,,16604000.0,3.3600000000000003,3.3600000000000003,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2012-12-31,8793403000.0,670539000.0,8093756000.0,,,17239000.0,-877227000.0,244553000.0,-338476000.0,-11249000.0,,-1.0100000000000002,-342796000.0,-555363000.0,,0.0,0.0842,26.4902,13.5046,-1.0100000000000002,244553000.0,-0.04181939757017632,-0.038492037724189375,0.38584767682709264,-0.27877960892676584,0.027810962377136587,0.03021502007226311,-0.27877960892676584,0.0,1826729000.0,939258000.0,,,19813000.0,3.9,3.9,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2013-03-31,9101551000.0,347548000.0,8725563000.0,,,398252000.0,470900000.0,211257000.0,211223000.0,3497000.0,,0.0,172514000.0,309339000.0,,0.0,,27.7161,13.9734,0.0,211257000.0,0.02420737779327248,0.02320736322853105,0.44855170949246126,0.4486239116585262,0.02321109885556868,0.02421127438997346,0.4486239116585262,0.0,1855010000.0,944629000.0,,,17976000.0,3.17,3.17,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2013-06-30,9094598000.0,330391000.0,8736106000.0,,,410910000.0,956278000.0,449042000.0,471686000.0,4144000.0,,2.0,172580000.0,672569000.0,,0.0,,25.8786,13.6926,2.0,449042000.0,0.05399270567458774,0.05186441445790127,0.4932519622954831,0.46957265565034434,0.04937458478098757,0.051400704158122625,0.46957265565034434,0.0,1911229000.0,1012320000.0,1532281000.0,1532281000.0,11719000.0,3.67,3.67,0.0,130.75185596040617,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2013-09-30,9149940000.0,343151000.0,8778944000.0,,,56965000.0,1468235000.0,699009000.0,755884000.0,4622000.0,,3.0,172651000.0,1039663000.0,,0.0,,26.8434,14.2292,3.0,699009000.0,0.08610192752112326,0.08261081493430558,0.5148249428735863,0.47608795594710657,0.07639492717985036,0.07962335788905818,0.47608795594710657,0.0,2018186000.0,1100317000.0,1603861000.0,1603861000.0,1014000.0,3.9899999999999998,3.9899999999999998,0.0,1581.716962524655,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2013-12-31,9876266000.0,1057411000.0,8791730000.0,,700000000.0,19169000.0,-913667000.0,-396804000.0,-386340000.0,-5819000.0,,-0.11000000000000032,-345057000.0,-591232000.0,,700000000.0,0.0872,24.5661,13.1582,-0.11000000000000032,-396804000.0,-0.043943569695611674,-0.039118022945109014,0.42284552249342483,0.43429827278428573,-0.04017753268289858,-0.04180523466217433,0.43429827278428573,0.07962027951267839,1981746000.0,1052453000.0,962504000.0,962504000.0,6444000.0,4.89,4.89,0.7272697048531747,149.36436995654873,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2014-03-31,9682582000.0,682758000.0,8973401000.0,,372000000.0,101112000.0,519624000.0,217095000.0,227196000.0,3480000.0,,1.0,172809000.0,330709000.0,109021000.0,372000000.0,,27.1597,14.4113,1.0,326116000.0,0.02531882839070716,0.023464402367054573,0.43723153664957737,0.417792480716826,0.02242118889362362,0.02323014282640199,0.6275999568919065,0.041455853806154436,2030470000.0,1068426000.0,968342000.0,1077363000.0,6427000.0,5.89,5.89,0.34528752147604846,150.66780768632333,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2014-06-30,9946457000.0,634972000.0,9285238000.0,,322000000.0,387983000.0,1057661000.0,482758000.0,504030000.0,5543000.0,,2.0,172995000.0,726046000.0,215464000.0,322000000.0,,27.2219,14.2914,2.0,698222000.0,0.05428293814331953,0.05067432554124549,0.4765515604716445,0.45643925605652474,0.04853567456230897,0.0502494057084877,0.6601567042748102,0.03467870182756758,2131853000.0,1100770000.0,1002058000.0,1326543000.0,7826000.0,5.89,5.89,0.24273619475584282,128.0421671351904,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2014-09-30,9624468000.0,332093000.0,9266430000.0,,,98252000.0,1629257000.0,765410000.0,797489000.0,6781000.0,,3.0,173098000.0,,326541000.0,0.0,,26.1683,13.4961,3.0,1091951000.0,0.08606216201924581,0.08286057993023614,0.4894801740916258,0.46979083103525104,0.0795275125856307,0.08260031101513744,0.6702140914539573,0.0,2292875000.0,1142375000.0,1068459000.0,1719485000.0,9985000.0,5.89,5.89,0.0,107.00640961442163,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2014-12-31,9818676000.0,311505000.0,9480796000.0,,,187712000.0,-1011138000.0,-397152000.0,-384511000.0,-9023000.0,,-1.0,-345764000.0,,,0.0,0.7094,27.8593,14.5795,-1.0,-397152000.0,-0.04055682666307766,-0.03916118629436392,0.3802754915748394,0.3927772470226616,-0.040448630752252135,-0.04189015352719329,0.3927772470226616,0.0,2195404000.0,1144204000.0,1068111000.0,1719137000.0,6781000.0,5.0,5.0,0.0,157.515263235511,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2015-03-31,9772017000.0,468096000.0,9277895000.0,,,152797000.0,569394000.0,264926000.0,281781000.0,,,1.0,173366000.0,,,0.0,,28.3828,15.2157,1.0,264926000.0,0.030371221058224953,0.028835500388507306,0.49487876584579393,0.46527711918285053,0.027110677355555154,0.02855453742470679,0.46527711918285053,0.0,2245174000.0,1198789000.0,1115942000.0,1657947000.0,,5.0,5.0,0.0,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2015-06-30,9634758000.0,329097000.0,9279369000.0,,,20256000.0,1162025000.0,567864000.0,608186000.0,,,2.0,173377000.0,,213619000.0,0.0,,25.5341,13.9395,2.0,781483000.0,0.06554174103864174,0.0631241594236202,0.5233846087648717,0.4886848389664594,0.05893910360799929,0.06119640247090077,0.6725182332565994,0.0,2349538000.0,1302945000.0,1201048000.0,1741208000.0,,5.0,5.0,0.0,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2015-09-30,9654815000.0,476207000.0,9152118000.0,,,35668000.0,1772366000.0,886151000.0,947754000.0,,,4.0,173428000.0,,319701000.0,0.0,,28.2588,15.6423,4.0,1205852000.0,0.1035557015326944,0.09816386953038458,0.5347394386938138,0.4999819450384401,0.09178332262192491,0.096824691290038,0.6803628595899492,0.0,2492647000.0,1453210000.0,1321789000.0,1855109000.0,,6.0,6.0,0.0,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2015-12-31,9778232000.0,580594000.0,9170641000.0,,,104285000.0,-1122089000.0,-486932000.0,-526477000.0,610000.0,,-1.0,-346661000.0,,,0.0,0.3969,32.6642,17.9501,-1.0,-486932000.0,-0.057408964106216785,-0.05384173744292424,0.4691936201139125,0.43395131758710764,-0.04979755031379906,-0.05309683368916088,0.43395131758710764,0.0,2381696000.0,1311244000.0,1232009000.0,1765329000.0,,6.0,6.0,0.0,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2016-03-31,10064347000.0,986834000.0,9048766000.0,,,305705000.0,611786000.0,310325000.0,315873000.0,711000.0,,1.0,173850000.0,,105128000.0,0.0,,35.4841,19.6575,1.0,415453000.0,0.03490785373386824,0.031385344722315314,0.5163128937242761,0.5072443632250493,0.03083409186905022,0.03429473145841101,0.6790822280993681,0.0,2424088000.0,1345336000.0,1277408000.0,1915856000.0,,6.0,6.0,0.0,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2016-06-30,9997137000.0,1230104000.0,8737753000.0,,,260124000.0,1245974000.0,647175000.0,672532000.0,2089000.0,,3.0,173925000.0,,212141000.0,0.0,,32.2125,17.9107,3.0,859316000.0,0.07696852955216289,0.06727246010532816,0.5397640721234953,0.5194129251493209,0.06473603392651316,0.07406652488345689,0.6896741023488452,0.0,2508037000.0,1409682000.0,1356719000.0,1993689000.0,,7.0,7.0,0.0,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2016-09-30,9865769000.0,776626000.0,9059656000.0,,,57213000.0,1909122000.0,1000124000.0,1039837000.0,3310000.0,,4.0,173899000.0,,321573000.0,0.0,,27.5288,15.3407,4.0,1321697000.0,0.11477665377140148,0.10539847425983723,0.5446676535077382,0.5238659446593774,0.10137314181996356,0.11039315400054925,0.6923062014894805,0.0,2644793000.0,1501765000.0,1470692000.0,2109534000.0,6720000.0,7.0,7.0,0.0,218.8529761904762,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2016-12-31,10130338000.0,688684000.0,9411910000.0,,,183688000.0,-1206333000.0,-583128000.0,-574666000.0,-1900000.0,,-2.0,-347796000.0,,-205528000.0,0.0,0.6174,26.6466,15.1273,-2.0,-788656000.0,-0.061057319927623616,-0.05672722864725738,0.47637426813326006,0.4833889150010818,-0.05756254134857099,-0.0619563935481746,0.6537630985805744,0.0,2560549000.0,1453576000.0,1374496000.0,1807810000.0,4210000.0,6.0,6.0,0.0,326.4836104513064,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2017-03-31,10083911000.0,690404000.0,9363514000.0,,,120859000.0,645547000.0,326688000.0,342442000.0,1048000.0,,1.0,174069000.0,,110929000.0,0.0,,25.6621,14.6413,1.0,437617000.0,0.03657195364902536,0.03395924458278142,0.5304679597302753,0.5060638497274405,0.0323969539199622,0.034889465642919955,0.6779010668471854,0.0,2594310000.0,1480145000.0,1390859000.0,1829974000.0,4547000.0,6.0,6.0,0.0,305.88497910710356,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2017-06-30,10365727000.0,1203701000.0,9139087000.0,,,358266000.0,1309859000.0,683253000.0,696144000.0,2164000.0,,3.0,174072000.0,,221106000.0,0.0,,24.5428,13.814,3.0,904359000.0,0.07617216030441552,0.06715824177117534,0.5314648370549807,0.521623319761898,0.0659146242226908,0.07476162553217844,0.6904246945663617,0.0,2658195000.0,1503757000.0,1426937000.0,1875017000.0,4622000.0,6.0,6.0,0.0,308.72717438338384,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2017-09-30,10765694000.0,1806274000.0,8936190000.0,1425854000.0,,694233000.0,1996220000.0,1043364000.0,1052818000.0,4553000.0,,4.0,174128000.0,,334426000.0,1425854000.0,,25.3862,14.0613,4.0,1377790000.0,0.11781508674278411,0.09779378830570513,0.5274057969562473,0.5226698460089569,0.09691562847690079,0.10069094475954744,0.6901994770115518,0.15955949907063302,2745293000.0,1516738000.0,1470177000.0,1931110000.0,5865000.0,6.0,6.0,0.7383598034291159,250.6695652173913,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2017-12-31,10732892000.0,1768523000.0,8940009000.0,1431322000.0,,433376000.0,-1283098000.0,-630163000.0,-649187000.0,4925000.0,,-2.0,-348118000.0,1975679000.0,-211935000.0,1431322000.0,1.2849,24.8713,13.4418,-2.0,-842098000.0,-0.07261592242244946,-0.0604857479232997,0.5059527799123683,0.49112616495388506,-0.05871325268156989,-0.060760089519850444,0.6563006099300287,0.16010297081356406,2668528000.0,1442217000.0,1423142000.0,1877668000.0,12690000.0,6.0,6.0,0.7622870496807742,112.14672970843183,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2018-03-31,10685520000.0,1769730000.0,8891003000.0,1442911000.0,,363030000.0,669924000.0,327598000.0,342997000.0,8107000.0,,1.0,174148000.0,458519000.0,117979000.0,1442911000.0,,24.0603,12.891,1.0,445577000.0,0.03857798720796742,0.03209923335504496,0.5119938978152746,0.4890077083370651,0.030658124265360975,0.031701250852290815,0.6651157444725073,0.1622888891163348,2692905000.0,1442772000.0,1424052000.0,1885628000.0,19749000.0,6.0,6.0,0.7652150901450339,72.10754974935439,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2018-06-30,10692962000.0,1772170000.0,8895806000.0,1420834000.0,,338419000.0,1355452000.0,671043000.0,746799000.0,16495000.0,,3.0,174186000.0,977910000.0,237756000.0,1420834000.0,,26.3708,14.5053,3.0,908799000.0,0.08394956005110724,0.06984023697082249,0.550959384766115,0.49506954137807907,0.06275557698605869,0.0650447238635835,0.6704767118274937,0.15971953525065632,2738498000.0,1493427000.0,1411842000.0,1890068000.0,34080000.0,6.0,6.0,0.7517369745427148,41.427288732394366,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2018-09-30,10747940000.0,1827918000.0,8895091000.0,1417945000.0,,432525000.0,2061820000.0,1029922000.0,1124826000.0,24589000.0,,5.0,174240000.0,1578336000.0,362272000.0,1417945000.0,,22.9209,12.6941,5.0,1392194000.0,0.12645469281876937,0.10465503156884017,0.5455500480158306,0.4995208117100426,0.09582506043018477,0.09986603362967025,0.6752257714058453,0.1594075878481738,2804098000.0,1565435000.0,1398400000.0,1904472000.0,54116000.0,7.0,7.0,0.7445344431422463,25.84078645871831,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2018-12-31,10928270000.0,1783542000.0,9119478000.0,1412283000.0,,361218000.0,-1332916000.0,,-503591000.0,-16649000.0,,-1.0,-348277000.0,-953262000.0,-234361000.0,1412283000.0,0.973,20.6272,12.7897,-1.0,,-0.05522147210618853,-0.046081493228113876,0.3778115050010653,,,,,0.15486445605768226,2754280000.0,1711031000.0,,,32542000.0,8.0,8.0,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2019-03-31,10875016000.0,1780395000.0,9069821000.0,1406150000.0,,217973000.0,689038000.0,,366521000.0,8143000.0,,1.73,174376000.0,473584000.0,121941000.0,1406150000.0,,21.947,13.7001,1.73,,0.04041105111115203,0.0337030308737017,0.5319314754774047,,,,,0.1550361357737931,2773394000.0,1734555000.0,,,32578000.0,8.73,8.73,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2019-06-30,11113291000.0,2318781000.0,8768934000.0,1908110000.0,,360331000.0,1399988000.0,,736577000.0,20397000.0,,3.0,174459000.0,1015194000.0,248800000.0,1908110000.0,,24.2625,14.7162,3.0,,0.08399846549192866,0.0662789267373634,0.5261309382651851,,,,,0.21759885523143407,2817930000.0,1724333000.0,,,36480000.0,8.73,8.73,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2019-09-30,11413861000.0,2624897000.0,8774135000.0,1892435000.0,,541357000.0,2129324000.0,1505125000.0,1134519000.0,32994000.0,,5.0,174510000.0,1567654000.0,378033000.0,1892435000.0,,24.8873,15.1481,5.0,1883158000.0,0.12930266060415072,0.09939835433426077,0.5328071256417529,0.7068557908519324,0.13186817326757352,0.1411067475298995,0.8843924174996384,0.21568336935777715,2885434000.0,1734026000.0,,,44885000.0,8.73,8.73,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2019-12-31,11365444000.0,2285777000.0,9062911000.0,1902493000.0,,409743000.0,-1371527000.0,544915000.0,-717083000.0,-15893000.0,,-2.7300000000000004,-348815000.0,-988789000.0,-235856000.0,1902493000.0,1.0705,24.4289,13.0098,-2.7300000000000004,309059000.0,-0.0791228116440733,-0.06309326762773192,0.5228354964940537,-0.3973053392313822,0.0479448933099314,0.04969401948163515,-0.22533934804054168,0.2099207418013925,2846823000.0,1520534000.0,,,45641000.0,7.0,7.0,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2020-03-31,11825921000.0,2795713000.0,9013078000.0,2438668000.0,,718427000.0,716082000.0,497212000.0,366156000.0,13621000.0,,1.0,174616000.0,462950000.0,135900000.0,2438668000.0,,22.7947,12.0229,1.0,633112000.0,0.04062496740847023,0.030962155082889527,0.5113325010264188,0.6943506469929421,0.04204425177540083,0.04341800804872899,0.8841333813725244,0.27056994292072034,2873867000.0,1520169000.0,,,51119000.0,6.27,6.27,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2020-06-30,12358055000.0,3347857000.0,8992691000.0,2457871000.0,,1268475000.0,1425367000.0,980890000.0,681079000.0,27766000.0,,3.0,174596000.0,1002074000.0,273518000.0,2457871000.0,,22.8949,11.6442,3.0,1254408000.0,0.07573695126408769,0.05511215154811983,0.4778271139994121,0.6881666265600368,0.07937252261783913,0.08566304431171151,0.8800596618274451,0.27331874296581526,2899246000.0,1464671000.0,3528142000.0,4079737000.0,58488000.0,6.27,6.27,0.6024581976730363,60.32249350294077,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2020-09-30,11385148000.0,2933094000.0,8434127000.0,2499570000.0,,293955000.0,2156024000.0,1494086000.0,1005946000.0,42048000.0,,4.0,174606000.0,1530340000.0,411851000.0,2499570000.0,,27.9219,13.4867,4.0,1905937000.0,0.11927090972189534,0.0883559879941833,0.46657458358534043,0.6929820818321132,0.1312311442943034,0.13664966204935072,0.8840054656163382,0.2963638086075773,2925946000.0,1336098000.0,3517103000.0,4102516000.0,67542000.0,5.27,5.27,0.6092773312767092,52.07282875840218,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2020-12-31,11816546000.0,3239647000.0,8558867000.0,2544992000.0,,257560000.0,-1382405000.0,,-695968000.0,-27152000.0,,-1.71,-349176000.0,-952462000.0,-268012000.0,2544992000.0,0.6532,29.7441,13.8492,-1.71,,-0.08131543579307869,-0.058897752355045206,0.5034472531566364,,,,,0.29735150692258683,2915068000.0,1357213000.0,,,56283000.0,6.29,6.29,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2021-03-31,11981735000.0,3364420000.0,8597947000.0,2996111000.0,,159622000.0,767262000.0,538839000.0,433036000.0,15250000.0,,2.21,174840000.0,509162000.0,146859000.0,2996111000.0,,30.2866,14.5404,2.21,685698000.0,0.05036504644655288,0.036141343469873105,0.5643913031011571,0.7022881362559334,0.0449717006760707,0.0464754445768686,0.8936947222721834,0.34846818664967344,2966248000.0,1424093000.0,,,57912000.0,7.5,7.5,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2021-06-30,14490365000.0,5727262000.0,8743584000.0,4995620000.0,,480810000.0,1596577000.0,1149568000.0,843462000.0,37244000.0,,4.18,175194000.0,1130455000.0,319587000.0,4995620000.0,,34.6231,17.0476,4.18,1469155000.0,0.09646639181370019,0.05820847162925157,0.5282939689097362,0.7200203936296213,0.0793332673124521,0.08367064059897503,0.9201905075671264,0.5713469442279047,3137458000.0,1586476000.0,,,67390000.0,8.68,8.68,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2021-09-30,15284686000.0,6247388000.0,9017354000.0,5773190000.0,,958247000.0,2491508000.0,,1333553000.0,60980000.0,,6.7,175398000.0,1814720000.0,508139000.0,5773190000.0,,30.8997,16.0159,6.7,,0.14788739579260168,0.08724765428612664,0.5352393008571515,,,,,0.640231047821789,3472942000.0,1914083000.0,,,86322000.0,11.379999999999999,11.379999999999999,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2021-12-31,17380908000.0,7957370000.0,9335177000.0,7475279000.0,,734599000.0,-1439523000.0,,-656788000.0,-22700000.0,,-3.2200000000000006,-349864000.0,-910782000.0,-261157000.0,7475279000.0,1.5238,33.6268,19.2282,-3.2200000000000006,,-0.07035624498603509,-0.03778789922827967,0.45625391188609005,,,,,0.8007645703986116,3415824000.0,1953263000.0,,,90774000.0,9.870000000000001,9.870000000000001,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2022-03-31,17698781000.0,7895694000.0,9698712000.0,7441723000.0,,940524000.0,973445000.0,,513943000.0,33124000.0,,2.63,176336000.0,656241000.0,222128000.0,7441723000.0,,33.6443,18.8951,2.63,,0.05299085074389259,0.029038327554875107,0.527963059032611,,,,,0.7672898215763083,3622007000.0,2034170000.0,,,108648000.0,10.29,10.29,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2022-06-30,17862851000.0,7814503000.0,9954726000.0,7340904000.0,,1013886000.0,2005490000.0,,1167793000.0,66065000.0,,6.05,176325000.0,1453773000.0,440836000.0,7340904000.0,,24.057,14.3257,6.05,,0.11731041115546526,0.06537551032587127,0.5822980917381787,,,,,0.737429036218576,4030920000.0,2358501000.0,,,137469000.0,12.16,12.16,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2022-09-30,17450920000.0,7330163000.0,10027172000.0,6740451000.0,,883787000.0,3093621000.0,,3936787000.0,100178000.0,,21.44,176325000.0,2380790000.0,661608000.0,6740451000.0,,11.2675,12.7778,21.44,,0.3926118949590174,0.2255919458687565,1.2725498695541568,,,,,0.6722185477620211,4633033000.0,4961735000.0,,,176667000.0,26.900000000000002,26.900000000000002,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2022-12-31,17552307000.0,7385506000.0,10073402000.0,6870826000.0,,775253000.0,-1890393000.0,,-1269376000.0,-63048000.0,,-6.620000000000001,-352706000.0,-1373663000.0,-436426000.0,6870826000.0,1.5063,11.3153,11.7671,-6.620000000000001,,-0.12601264200515377,-0.07231961018001794,0.6714878863812974,,,,,0.682076025557205,4182163000.0,4349147000.0,,,136319000.0,23.500000000000004,23.500000000000004,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2023-03-31,17507778000.0,7369730000.0,10045711000.0,6899335000.0,,695424000.0,1094232000.0,,517708000.0,36101000.0,,2.65,176228000.0,696893000.0,221650000.0,6899335000.0,,12.1793,12.3207,2.65,,0.05153522732238664,0.029570171611725943,0.4731245293502658,,,,,0.6867940955100141,4302950000.0,4352912000.0,,,139296000.0,23.52,23.52,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2023-06-30,17560326000.0,7401755000.0,10065944000.0,6894167000.0,,651665000.0,2214002000.0,,1095737000.0,74180000.0,,5.65,176181000.0,1579293000.0,443783000.0,6894167000.0,,11.9761,11.6663,5.65,,0.10885586091080976,0.06239844294462415,0.49491238038628693,,,,,0.6849001941596337,4511462000.0,4280856000.0,,,147411000.0,23.12,23.12,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
