report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-12-31,27114800000.0,1624300000.0,2355800000.0,27114800000.0,8733400000.0,9190900000.0,144900000.0,-2323700000.0,-513700000.0,-221200000.0,-198500000.0,-45500000.0,0.22999999999999998,-455100000.0,-511000000.0,-487800000.0,-436600000.0,-998800000.0,9190900000.0,0.6893,20.3645,0.22999999999999998,-950300000.0,-0.025328050930908924,-0.008157906383229822,0.09519301114601712,0.22106984550501355,-0.01894537300662369,-0.028659417662056538,0.429831733872703,0.4089598485174506,1.0523850962969747,0.6894897699295356,4913400000.0,618300000.0,1143900000.0,-782100000.0,2024000000.0,383900000.0,2.72,2.72,4.540958498023715,2.97968220890857,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2021-03-31,28020100000.0,2001900000.0,3244400000.0,28020100000.0,8806300000.0,,482000000.0,1611900000.0,317700000.0,191600000.0,94000000.0,23000000.0,0.84,227600000.0,-28600000.0,467700000.0,219300000.0,-496300000.0,0.0,,18.2483,0.84,537000000.0,0.021757151130440706,0.006837948472703524,0.11886593461132824,0.1970965940815187,0.011338289299467168,0.03607644527213472,-0.30789751225262113,0.33314721756932814,0.0,0.6170324251017137,5408600000.0,740500000.0,1264100000.0,-1244600000.0,2145000000.0,381700000.0,3.56,3.56,0.0,3.3117631647891015,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2021-06-30,28008800000.0,1729600000.0,2703900000.0,,8986000000.0,6856900000.0,58400000.0,2848100000.0,613000000.0,376900000.0,187800000.0,42600000.0,1.65,228700000.0,224600000.0,891100000.0,444500000.0,-666500000.0,6856900000.0,,17.4844,1.65,1057500000.0,0.041943022479412416,0.013456485104681386,0.13233383659281625,0.21523120676942523,0.021885978692410955,0.03869241111160204,-0.23401565956251535,0.37130016502229557,0.7630647674159804,0.6396686267983284,5955300000.0,914600000.0,1407900000.0,-1798000000.0,2293200000.0,373800000.0,5.21,5.21,2.9901011686725973,3.7664526484751204,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2021-09-30,28182100000.0,1801800000.0,2670600000.0,,9317800000.0,6858000000.0,25300000.0,4464600000.0,1213700000.0,826300000.0,281400000.0,99800000.0,3.6,229300000.0,1036000000.0,1394700000.0,669500000.0,-358700000.0,6858000000.0,,16.257,3.6,1883200000.0,0.08867973126703728,0.02932002938035136,0.18507817049679703,0.2718496617838104,0.043066343530113085,0.07503183768345306,-0.08034314384267348,0.4218071047798235,0.7360106462898968,0.6746798472253426,6600900000.0,1173600000.0,1630700000.0,-2520300000.0,2527400000.0,364700000.0,6.32,6.32,2.713460473213579,4.471346312037291,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2021-12-31,28520500000.0,1710300000.0,3102900000.0,,9244400000.0,9297900000.0,26200000.0,-3337900000.0,-789500000.0,-515100000.0,-190600000.0,-48000000.0,-2.26,-456000000.0,119700000.0,-781000000.0,-436900000.0,-661300000.0,9297900000.0,0.5512,17.8839,-2.26,-1226400000.0,-0.05572021980874908,-0.018060693185603337,0.15431858354054945,0.23652595943557325,-0.02768184288494241,-0.042578320920274186,0.1981185775487582,0.36741663920429013,1.005787287438882,0.5511940442811564,5586700000.0,879700000.0,1354900000.0,-2182800000.0,2251300000.0,372600000.0,3.8299999999999996,3.8299999999999996,4.130013769821881,3.6363392377885133,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2022-03-31,28739900000.0,1722000000.0,3391300000.0,,9237100000.0,9247100000.0,22200000.0,1223900000.0,253100000.0,122500000.0,91800000.0,11500000.0,0.53,230200000.0,265100000.0,524700000.0,229000000.0,-259600000.0,9247100000.0,,19.3338,0.53,482100000.0,0.013261737991360925,0.004262366953260102,0.10008987662390718,0.2067979410082523,0.008806572047919443,0.013692775451466658,-0.2121088324209494,0.3939047307786584,1.0010825908564376,0.5077698817562587,5198700000.0,810600000.0,1290300000.0,-1946100000.0,2196400000.0,370400000.0,3.5200000000000005,3.5200000000000005,4.210116554361683,3.4835313174946005,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2022-06-30,29188800000.0,1922100000.0,3859700000.0,,9307300000.0,9196700000.0,22400000.0,2670400000.0,588600000.0,317000000.0,191100000.0,33600000.0,1.38,230400000.0,588900000.0,1116400000.0,461100000.0,-527500000.0,9196700000.0,,18.2648,1.38,1049700000.0,0.03405928679638563,0.010860329989585046,0.11870880766926303,0.22041641701617734,0.020165268870251604,0.031809338521400776,-0.19753594967046134,0.3930871779508688,0.9881168545120497,0.4979920719226883,5021000000.0,750700000.0,1265900000.0,-1807100000.0,2188600000.0,373700000.0,3.25,3.25,4.202092661975692,3.3874765854963873,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2022-09-30,29247600000.0,1905700000.0,3671700000.0,,9609000000.0,9197200000.0,24700000.0,4579500000.0,1167000000.0,745200000.0,293400000.0,83100000.0,3.23,230500000.0,1477700000.0,1614600000.0,694300000.0,-136900000.0,9197200000.0,,17.0719,3.23,1861300000.0,0.07755229472369654,0.025479013662659502,0.16272518833933836,0.25483131346216836,0.039900709801829894,0.06205400346694175,-0.029894093241620266,0.4064417512828912,0.9571443438443126,0.5190238853936868,5135900000.0,669600000.0,1219200000.0,-1585300000.0,2166700000.0,385700000.0,2.8800000000000003,2.8800000000000003,4.244796233904093,3.1610059631838214,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2022-12-31,29489900000.0,1842000000.0,3493800000.0,,9483700000.0,9905700000.0,25200000.0,-2614700000.0,-741500000.0,-432000000.0,-172300000.0,-80700000.0,-1.8699999999999997,-460800000.0,-529800000.0,-1089200000.0,-455000000.0,-1619000000.0,9905700000.0,0.5272,19.1905,-1.8699999999999997,-1196500000.0,-0.04555184158081761,-0.014649083245450138,0.16521971927945844,0.28358893945768154,-0.0251442019131974,-0.03824254489566464,0.6191914942440815,0.4576050789765556,1.044497400803484,0.5272196462304654,5859100000.0,752700000.0,1267200000.0,-2543000000.0,2196600000.0,404000000.0,3.270000000000001,3.270000000000001,4.509560229445507,3.1366336633663368,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2023-03-31,29685900000.0,1798300000.0,3466400000.0,,9489000000.0,10097200000.0,28400000.0,1296800000.0,279300000.0,142600000.0,123100000.0,12400000.0,0.0,230300000.0,362900000.0,527700000.0,263400000.0,-164800000.0,10097200000.0,,18.1575,0.0,542700000.0,0.015027927073453472,0.00480362731128246,0.10996298581122764,0.2153763109191857,0.009408507069012561,0.014260040232408533,-0.1270820481184454,0.4184916718075262,1.0640952682052904,0.5187802907915994,5932000000.0,772800000.0,1293400000.0,-2448200000.0,2257200000.0,435300000.0,2.74,2.74,4.473329789119263,2.971284171835516,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2023-06-30,30277100000.0,1835300000.0,3951600000.0,,9534900000.0,10097100000.0,31400000.0,2651000000.0,615900000.0,321700000.0,256800000.0,23200000.0,1.4,230400000.0,715200000.0,1104200000.0,532800000.0,-389000000.0,10097100000.0,,17.7158,1.4,1148700000.0,0.033739210689152484,0.010625191976774527,0.12135043379856658,0.23232742361373065,0.02034210674073805,0.031372249388753055,-0.14673708034703886,0.4333081855903433,1.0589623383569833,0.4644447818605122,5912600000.0,777500000.0,1320700000.0,-2309700000.0,2356200000.0,501000000.0,2.7600000000000007,2.7600000000000007,4.285332314744079,2.636127744510978,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2023-09-30,30616000000.0,1896100000.0,4809700000.0,,9749000000.0,9297600000.0,41000000.0,4320300000.0,1101800000.0,673300000.0,393600000.0,32000000.0,2.92,230500000.0,1551700000.0,1657900000.0,806100000.0,-106200000.0,9297600000.0,,16.229,2.92,1907900000.0,0.06906349369166068,0.021991769009668146,0.15584565886628243,0.25502858597782563,0.03598771883982232,0.05784759484632428,-0.024581626275953058,0.4416128509594241,0.9536978151605293,0.39422417198577875,5653400000.0,705600000.0,1255500000.0,-2279000000.0,2402800000.0,601200000.0,2.4500000000000006,2.4500000000000006,3.869485600133178,2.088323353293413,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2023-12-31,30976100000.0,1789100000.0,3512600000.0,,9663100000.0,11053300000.0,27700000.0,-2759900000.0,-714600000.0,-406300000.0,-247700000.0,-52000000.0,-1.1500000000000004,-460700000.0,-649600000.0,-955800000.0,-525800000.0,-1605400000.0,11053300000.0,0.5093,16.3974,-1.1500000000000004,-1240400000.0,-0.04204654820916683,-0.013116564060679039,0.14721547882169644,0.2589224247255335,-0.023069398665422697,-0.034494410225714894,0.5816877423095039,0.4494365737889054,1.1438668750194037,0.5093378124466207,5508200000.0,731300000.0,1282400000.0,-2265400000.0,2358900000.0,525800000.0,3.17,3.17,4.685785747594218,2.4389501711677446,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2024-03-31,31256300000.0,1826500000.0,3189900000.0,,9639100000.0,11658400000.0,63700000.0,1331000000.0,260200000.0,122700000.0,133200000.0,7300000.0,0.0,230400000.0,317300000.0,618600000.0,276100000.0,-301300000.0,11658400000.0,,17.0323,0.0,536300000.0,0.012729404197487318,0.003925608597306783,0.09218632607062359,0.19549211119459053,0.008324721736098002,0.01221739640802911,-0.2263711495116454,0.40293012772351616,1.209490512599724,0.5725884823975673,5542400000.0,711400000.0,1263300000.0,-2401900000.0,2352500000.0,535900000.0,3.17,3.17,4.955749202975558,2.357342787833551,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2024-09-30,32146100000.0,1990200000.0,3607100000.0,,10025100000.0,11571100000.0,34600000.0,4589900000.0,1245800000.0,795300000.0,420700000.0,34700000.0,3.45,230500000.0,1588100000.0,1822400000.0,838500000.0,-234300000.0,11571100000.0,,16.7113,3.45,2084300000.0,0.07933087949247389,0.024740170658338025,0.173271748839844,0.27142203533846054,0.03875431234271031,0.05768607440197813,-0.05104686376609512,0.4541057539379943,1.1542129255568523,0.5517451692495356,7481300000.0,1185000000.0,1893200000.0,-2247200000.0,3288100000.0,699800000.0,5.220000000000001,5.220000000000001,3.519083969465649,2.7053443841097455,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2024-12-31,32282100000.0,1839300000.0,3662400000.0,,9955000000.0,11809200000.0,22000000.0,5847300000.0,1468000000.0,873500000.0,563100000.0,30000000.0,3.79,230600000.0,1983700000.0,2336600000.0,1114000000.0,-352900000.0,11809200000.0,0.5022,16.205,3.79,2582000000.0,0.08774485183324962,0.027058338831736473,0.14938518632531253,0.2510560429599986,0.04547411723524802,0.06745021641043548,-0.06035264139004327,0.4415713235168368,1.186258161727775,0.5022116644823067,9008300000.0,1385200000.0,2259400000.0,-2493900000.0,3962200000.0,869300000.0,6.09,6.09,2.980465398011206,2.599102726331531,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2025-03-31,32454200000.0,1834400000.0,3314400000.0,,9930600000.0,12405500000.0,35300000.0,1374500000.0,291600000.0,125000000.0,152500000.0,9600000.0,0.54,232100000.0,449600000.0,592800000.0,288100000.0,-143200000.0,12405500000.0,,18.1085,0.54,579700000.0,0.012587356252391598,0.003851581613473757,0.09094216078574027,0.2121498726809749,0.00898496958791158,0.013055099144434347,-0.10418333939614405,0.4217533648599491,1.2492195839123517,0.5534636736664253,13142700000.0,1916500000.0,3265600000.0,-1031700000.0,5782300000.0,1269500000.0,7.780000000000001,7.780000000000001,2.1454265603652525,2.5723513194170935,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2025-06-30,32911300000.0,1865500000.0,3709600000.0,,9958800000.0,12398000000.0,27800000.0,2811500000.0,635400000.0,296300000.0,306300000.0,19600000.0,1.28,232400000.0,773500000.0,1220100000.0,576500000.0,-446600000.0,12398000000.0,,18.8789,1.28,1211900000.0,0.02975258063220468,0.009002986816078367,0.10538858260714921,0.2260003556820203,0.019306438821924385,0.028420883131754098,-0.15884759025431264,0.4310510403699093,1.2449291079246496,0.5028844080224283,14623200000.0,2090100000.0,3640800000.0,-1177000000.0,6457900000.0,1442600000.0,9.06,9.06,1.9198191362517227,2.523776514626369,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2025-09-30,33440400000.0,1924700000.0,3733000000.0,,10289100000.0,12446300000.0,27500000.0,4621400000.0,1293900000.0,771300000.0,458300000.0,45600000.0,3.31,233000000.0,1711200000.0,1932400000.0,866800000.0,-221200000.0,12446300000.0,,20.5961,3.31,2160700000.0,0.07496282473685745,0.02306491549144149,0.16689747695503526,0.2799800926126282,0.03869271898661499,0.05691124853752298,-0.047864283550439264,0.46754230319816503,1.209658765100932,0.5155906777390838,14654700000.0,2066100000.0,3688900000.0,-1163900000.0,6534300000.0,1480200000.0,8.920000000000002,8.920000000000002,1.904764091027348,2.4921632211863263,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
2025-12-31,33948500000.0,1815800000.0,3695900000.0,,10221300000.0,13039200000.0,19800000.0,-2845800000.0,-688000000.0,-337000000.0,-300800000.0,-44900000.0,-1.4699999999999998,-463900000.0,-889100000.0,-948400000.0,-568500000.0,-1837500000.0,13039200000.0,0.4913,19.5047,-1.4699999999999998,-1256500000.0,-0.03297036580474108,-0.00992680088958275,0.11842012790779394,0.24175978635181672,-0.02026599113362888,-0.029578040024934974,0.6456883828800337,0.44152786562653734,1.2756890023773884,0.49130117156849484,5961600000.0,855600000.0,1532900000.0,-2648500000.0,2695800000.0,616300000.0,3.660000000000001,3.660000000000001,4.836857333630091,2.4872626967386013,0.5966467,85.23,61.94,2.10692,18666.625,21.817,1.6327,13.7214
