report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-12-31,22151900000.0,11661400000.0,11875800000.0,22151900000.0,3460800000.0,6400000.0,2678300000.0,-6230900000.0,-683400000.0,-384800000.0,-71600000.0,-243300000.0,-1.3400000000000003,,994400000.0,-90800000.0,903600000.0,6400000.0,0.9819,0.9282,13.221,-1.3400000000000003,-683400000.0,-0.11118816458622284,-0.017370970435944547,0.061756728562486964,0.1096791795727744,-0.030850626808535613,-0.19710429164743887,-0.14501917860983166,0.1096791795727744,0.0018492834026814608,0.9819464793950723,14219400000.0,998300000.0,1804200000.0,1043400000.0,1804200000.0,179700000.0,3.61,3.61,0.003547278572220375,10.040066777963272,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2013-03-31,20908300000.0,10601200000.0,10943300000.0,,3173100000.0,11600000.0,2071800000.0,3398900000.0,371700000.0,205100000.0,49000000.0,109200000.0,0.0,,-209700000.0,38200000.0,-247900000.0,11600000.0,,1.0755,15.4101,0.0,371700000.0,0.06463710566953453,0.009809501489838963,0.060343052163935394,0.10935891023566448,0.017777628979878803,0.11671429020001883,-0.07293536144046603,0.10935891023566448,0.003655730988623113,0.9687388630486233,14311000000.0,998800000.0,1813400000.0,841600000.0,1813400000.0,190200000.0,2.8899999999999997,2.8899999999999997,0.006396823646189478,9.534174553101998,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2013-06-30,20525000000.0,10288200000.0,11227100000.0,,3055700000.0,12800000.0,1399900000.0,7035900000.0,894800000.0,494700000.0,98200000.0,272700000.0,1.0,,66500000.0,69000000.0,-2500000.0,12800000.0,,1.1273,16.1281,1.0,894800000.0,0.16189416500310894,0.02410231425091352,0.07031083443482711,0.12717633849258803,0.04359561510353228,0.2916082776600945,-0.0003553205702184511,0.12717633849258803,0.004188892888699807,0.9163719927675,14478700000.0,1006200000.0,1839300000.0,794600000.0,1839300000.0,205900000.0,2.15,2.15,0.00695916924917088,8.932977173385138,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2013-09-30,20870800000.0,10465400000.0,11235400000.0,,3340300000.0,18300000.0,1521500000.0,10526400000.0,1274200000.0,690700000.0,148800000.0,388900000.0,2.0,,359900000.0,123300000.0,236600000.0,18300000.0,,1.1275,16.3539,2.0,1274200000.0,0.20677783432625813,0.03309408360005366,0.06561597507219942,0.12104803161574708,0.06105180443490427,0.3793842672542131,0.022476820185438517,0.12104803161574708,0.005478549830853516,0.9314666144507538,14730300000.0,1005700000.0,1857300000.0,889800000.0,1857300000.0,224400000.0,1.6599999999999997,1.6599999999999997,0.009853012437409143,8.276737967914439,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2013-12-31,22098700000.0,11652300000.0,12277700000.0,22098700000.0,3582400000.0,5900000.0,2710500000.0,-6376700000.0,-715400000.0,-399400000.0,-98800000.0,-205600000.0,0.71,,1592300000.0,-18500000.0,1573800000.0,5900000.0,0.949,1.3123,19.3137,0.71,-715400000.0,-0.11148950424296561,-0.01807346133482965,0.06263427791804538,0.11218969059231264,-0.03237294501486513,-0.19937017529192097,-0.24680477362899306,0.11218969059231264,0.0016469405984814649,0.9490621207555161,14584500000.0,991100000.0,1825300000.0,1560000000.0,1825300000.0,197200000.0,3.71,3.71,0.003232345367884731,9.25608519269777,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2014-03-31,21087900000.0,10576600000.0,11448300000.0,,3718500000.0,7500000.0,2082100000.0,3502200000.0,382700000.0,205500000.0,47700000.0,116300000.0,0.0,,-430300000.0,42500000.0,-472800000.0,7500000.0,,1.2763,18.9083,0.0,382700000.0,0.05526421944332392,0.009744924814704167,0.05867740277539832,0.10927417052138656,0.01814784781794299,0.10271068169618894,-0.13500085660442007,0.10927417052138656,0.002016942315449778,0.9238576906614956,14687800000.0,991500000.0,1836300000.0,1335100000.0,1836300000.0,195900000.0,3.71,3.71,0.0040842999509884004,9.373660030627871,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2014-06-30,21219400000.0,10546500000.0,11811100000.0,,3456300000.0,24700000.0,1534700000.0,7373000000.0,931100000.0,530700000.0,93100000.0,276500000.0,2.0,,-187500000.0,91500000.0,-279000000.0,24700000.0,,1.2335,17.9206,2.0,931100000.0,0.15354569915805918,0.025010132237480796,0.07197884171978841,0.12628509426285095,0.04387965729473972,0.26748060902039644,-0.037840770378407704,0.12628509426285095,0.007146370396088303,0.892931225711407,15024900000.0,1027500000.0,1872600000.0,1058600000.0,1872600000.0,190800000.0,4.71,4.71,0.013190216810851222,9.814465408805031,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2014-09-30,19968600000.0,9567200000.0,11075300000.0,,3038300000.0,31300000.0,837700000.0,11122700000.0,1364700000.0,774500000.0,135400000.0,410900000.0,2.0,,33100000.0,138300000.0,-105200000.0,31300000.0,,1.1393,16.0896,2.0,1364700000.0,0.25491228647598985,0.03878589385334976,0.0696323734345078,0.12269502908466469,0.06834229740692888,0.44458561376075056,-0.009458135165022882,0.12269502908466469,0.010301813514136195,0.8638321309580779,15621200000.0,1111300000.0,1963100000.0,716800000.0,1963100000.0,177400000.0,4.71,4.71,0.015944169935306403,11.065952649379932,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2014-12-31,21559700000.0,11190500000.0,12061100000.0,,2850000000.0,7200000.0,2388100000.0,-6680100000.0,-734400000.0,-406700000.0,-99000000.0,-210600000.0,0.0,,2061200000.0,-59300000.0,2001900000.0,7200000.0,0.9187,1.2552,17.4153,0.0,-734400000.0,-0.1427017543859649,-0.018863898848314214,0.060882322120926334,0.1099384739749405,-0.03406355376002449,-0.25703485930281395,-0.2996811424978668,0.1099384739749405,0.0025263157894736842,0.9278175290810954,15317800000.0,1104000000.0,1944100000.0,1144900000.0,1944100000.0,177200000.0,4.0,4.0,0.003703513193765753,10.971218961625283,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2015-03-31,20071000000.0,9904900000.0,11021200000.0,,2389500000.0,9600000.0,1526700000.0,3469200000.0,377700000.0,209100000.0,43600000.0,112700000.0,0.0,,-238000000.0,38200000.0,-276200000.0,9600000.0,,1.2557,17.3283,0.0,377700000.0,0.08750784682988073,0.010418016043047183,0.06027326184711172,0.10887236250432376,0.01881819540630761,0.15743403776416157,-0.0796148968061801,0.10887236250432376,0.004017576898932831,0.8987133887416978,15284800000.0,1107600000.0,1939100000.0,1341500000.0,1939100000.0,173100000.0,4.0,4.0,0.004950750348099634,11.202195262853841,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2015-06-30,20775500000.0,10500400000.0,12548800000.0,,2646800000.0,14100000.0,1356000000.0,7274500000.0,916300000.0,523000000.0,88400000.0,278000000.0,2.0,,-52000000.0,106700000.0,-158700000.0,14100000.0,,1.1155,15.4859,2.0,916300000.0,0.197597098382953,0.025173882698370675,0.07189497559969757,0.12596054711664031,0.04410483502202113,0.3443571723852832,-0.021815932366485668,0.12596054711664031,0.00532718754722684,0.8367652683921969,15186300000.0,1099900000.0,1924300000.0,1461800000.0,1924300000.0,168400000.0,4.0,4.0,0.007327339811879645,11.426959619952495,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2015-09-30,20457300000.0,10252800000.0,12386900000.0,,2478000000.0,9700000.0,1427500000.0,10981100000.0,1344600000.0,762300000.0,134000000.0,406900000.0,3.0,,440800000.0,145600000.0,295200000.0,9700000.0,,1.055,14.664,3.0,1344600000.0,0.3076271186440678,0.03726298191843498,0.06941927493602644,0.12244674941490379,0.06572714874396915,0.5404992563411987,0.026882552749724526,0.12244674941490379,0.003914447134786118,0.8277131485682455,15044700000.0,1087700000.0,1904200000.0,1862200000.0,1904200000.0,167000000.0,5.0,5.0,0.005094002730805587,11.402395209580838,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2015-12-31,22110700000.0,11980500000.0,14219600000.0,,2452400000.0,5200000.0,2605200000.0,-6590400000.0,-718500000.0,-400500000.0,-84900000.0,-214000000.0,-1.0,,2021500000.0,-87800000.0,1933700000.0,5200000.0,0.8425,1.2111,16.7556,-1.0,-718500000.0,-0.1633094111890393,-0.018113402108481415,0.06077021121631464,0.10902221412964312,-0.032495579063530323,-0.2923583984375,-0.29341162903617385,0.10902221412964312,0.0021203718806067527,0.8425342485020676,15134400000.0,1093900000.0,1920100000.0,1794000000.0,1920100000.0,181100000.0,4.0,4.0,0.002708192281651997,10.602429596907786,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2016-03-31,21067700000.0,10545400000.0,12939400000.0,,2375500000.0,38800000.0,1747300000.0,3499100000.0,392100000.0,218400000.0,50300000.0,115500000.0,0.0,,-461200000.0,41400000.0,-502600000.0,38800000.0,,1.315,18.0757,0.0,392100000.0,0.0919385392548937,0.01036658012027891,0.06241604984138779,0.11205738618501901,0.01861142886978645,0.1624073230335915,-0.14363693521191165,0.11205738618501901,0.016333403494001263,0.8149836932160688,15164300000.0,1103200000.0,1934500000.0,1567600000.0,1934500000.0,187800000.0,4.0,4.0,0.02005686223830447,10.300851970181043,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2016-06-30,20935200000.0,10314200000.0,11540800000.0,,2281900000.0,11500000.0,1305700000.0,7384000000.0,953900000.0,544500000.0,104600000.0,283400000.0,2.0,,-391100000.0,77900000.0,-469000000.0,11500000.0,,1.2709,17.3697,2.0,953900000.0,0.2386169420219992,0.026008827238335436,0.07374052004333695,0.12918472372697726,0.045564408269326305,0.41593267637568676,-0.0635157096424702,0.12918472372697726,0.00503965993251238,0.8937162068487453,15273800000.0,1124700000.0,1972100000.0,1257300000.0,1972100000.0,204000000.0,4.0,4.0,0.005831347294761929,9.667156862745099,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2016-09-30,21401900000.0,10831900000.0,11960600000.0,,2323900000.0,25000000.0,1936600000.0,11175100000.0,1407000000.0,798300000.0,157600000.0,417700000.0,3.0,,316600000.0,100500000.0,216100000.0,25000000.0,,1.3117,17.7943,3.0,1407000000.0,0.3435173630534877,0.03730042659763853,0.07143560236597435,0.12590491360256284,0.06574182666024979,0.5990037890076206,0.01933763456255425,0.12590491360256284,0.01075777787340247,0.9056318244904101,15467800000.0,1160700000.0,2034500000.0,1178200000.0,2034500000.0,227600000.0,4.0,4.0,0.012288031457360531,8.938927943760984,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2016-12-31,23165400000.0,12722000000.0,14010900000.0,,2162000000.0,28700000.0,3002200000.0,-6641300000.0,-744100000.0,-412600000.0,-102800000.0,-216100000.0,-1.0,,2466900000.0,-54300000.0,2412600000.0,28700000.0,0.908,1.3016,17.4703,-1.0,-744100000.0,-0.1908418131359852,-0.01781104578379825,0.06212639091744086,0.11204131721199163,-0.03212118072642821,-0.3396631213767289,-0.36327225091473053,0.11204131721199163,0.013274745605920443,0.9080073371446516,15416900000.0,1148600000.0,2008900000.0,1657100000.0,2008900000.0,209700000.0,4.0,4.0,0.014286425406939121,9.579876013352408,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2017-03-31,22237300000.0,11728800000.0,13070100000.0,,2134600000.0,28600000.0,2442200000.0,3587400000.0,409900000.0,241800000.0,53500000.0,108000000.0,1.0,,-195300000.0,32100000.0,-227400000.0,28600000.0,,1.304,17.2516,1.0,409900000.0,0.11327649208282582,0.010873622247305204,0.0674025756815521,0.11426102469755255,0.01843299321410423,0.18948779585798817,-0.06338852650944975,0.11426102469755255,0.013398294762484775,0.897376454656047,15505200000.0,1172000000.0,2026700000.0,1932300000.0,2026700000.0,212900000.0,5.0,5.0,0.014111610006414367,9.51949271958666,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2017-06-30,22163400000.0,11505100000.0,12863700000.0,,2256100000.0,19300000.0,1834000000.0,7377600000.0,975500000.0,570400000.0,110200000.0,274700000.0,2.0,,-331000000.0,67900000.0,-398900000.0,19300000.0,,1.252,16.4278,2.0,975500000.0,0.25282567262089445,0.025736123518954674,0.07731511602689221,0.13222457167642593,0.044014005071424056,0.42871583018370396,-0.054069073953589245,0.13222457167642593,0.00855458534639422,0.8943849747739764,15498800000.0,1197900000.0,2048300000.0,2002400000.0,2048300000.0,218500000.0,5.0,5.0,0.0094224478836108,9.37437070938215,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2017-09-30,22207500000.0,11417400000.0,12621200000.0,,2522500000.0,38700000.0,1843000000.0,11097100000.0,1439600000.0,834000000.0,169200000.0,406700000.0,3.0,,-156000000.0,108300000.0,-264300000.0,38700000.0,,1.1364,14.7186,3.0,1439600000.0,0.33062438057482657,0.0375548801080716,0.07515477016517828,0.12972758648655955,0.06482494652707418,0.5620802748711542,-0.023817033278964776,0.12972758648655955,0.015341922695738355,0.9046207967546668,15420800000.0,1233600000.0,2080900000.0,1522000000.0,2080900000.0,230100000.0,5.0,5.0,0.01859772213945889,9.043459365493264,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2017-12-31,24931200000.0,14116000000.0,15108900000.0,,2615100000.0,11800000.0,3796000000.0,-6788500000.0,-765300000.0,-557800000.0,-108400000.0,-93200000.0,-2.0,,2706200000.0,-52300000.0,2653900000.0,11800000.0,0.9343,1.0984,15.4134,-2.0,-765300000.0,-0.2132996826125196,-0.02237357207033757,0.08216837298372247,0.11273477204095161,-0.030696476703889104,-0.2913319882751532,-0.3909405612432791,0.11273477204095161,0.004512255745478184,0.934283766521719,15273600000.0,1088400000.0,2059700000.0,1763300000.0,2059700000.0,224500000.0,4.0,4.0,0.005728989658688158,9.174610244988864,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2018-03-31,23513100000.0,12338500000.0,13598800000.0,,2626400000.0,8600000.0,2568100000.0,3629600000.0,421700000.0,264100000.0,62300000.0,90900000.0,1.0,,-620800000.0,36200000.0,-657000000.0,8600000.0,,1.0577,14.5847,1.0,421700000.0,0.1005558939993908,0.011232036609379452,0.07276283888031738,0.11618360149878774,0.01793468321914167,0.16003795066413662,-0.1810116817280141,0.11618360149878774,0.0032744441060006094,0.9073227049445539,15315800000.0,1110700000.0,2071500000.0,1333700000.0,2071500000.0,233300000.0,4.0,4.0,0.004151580979966208,8.87912558936991,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2018-06-30,22169500000.0,11230100000.0,12617900000.0,,2321400000.0,20800000.0,1913300000.0,7489200000.0,1003900000.0,628300000.0,128600000.0,227700000.0,2.0,,-572900000.0,89800000.0,-662700000.0,20800000.0,,1.1154,14.9703,2.0,1003900000.0,0.27065563883863186,0.02834073840185841,0.08389414089622389,0.13404636009186563,0.04528293376034642,0.42861412347365724,-0.08848742188751803,0.13404636009186563,0.008960110278280349,0.8900133936708962,15427400000.0,1168600000.0,2099900000.0,1069900000.0,2099900000.0,251700000.0,4.0,4.0,0.00990523358255155,8.342868494239173,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2018-09-30,22487600000.0,11575300000.0,13280100000.0,,2381700000.0,11300000.0,2099100000.0,11203500000.0,1506300000.0,927200000.0,198100000.0,343000000.0,4.0,,-238600000.0,116200000.0,-354800000.0,11300000.0,,0.9932,12.9276,4.0,1506300000.0,0.38930175924759625,0.041231612088439853,0.08275985183201678,0.13444905609854063,0.06698358206300362,0.6294609277058086,-0.03166867496764404,0.13444905609854063,0.00474451022378973,0.8716274726846936,15533800000.0,1261800000.0,2166600000.0,979400000.0,2166600000.0,280600000.0,5.0,5.0,0.005215545093695191,7.721311475409836,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2018-12-31,24617000000.0,13726900000.0,15270200000.0,,2547100000.0,8100000.0,3652400000.0,-7032100000.0,-798400000.0,-493200000.0,-122600000.0,-168900000.0,-2.0,,3154600000.0,-46500000.0,3108100000.0,8100000.0,0.899,1.0735,12.3745,-2.0,-798400000.0,-0.1936319736170547,-0.020034935207377015,0.07013552139474695,0.11353649692126107,-0.03243287159280172,-0.31246086412022545,-0.4419874575162469,0.11353649692126107,0.003180087157944329,0.8989338712001153,15290200000.0,1326400000.0,2133500000.0,1433600000.0,2133500000.0,266400000.0,5.0,5.0,0.0037965783923131005,8.008633633633634,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2019-03-31,25211200000.0,13072200000.0,14913100000.0,25211200000.0,2413300000.0,520000000.0,3449700000.0,3468900000.0,428900000.0,263200000.0,63000000.0,102700000.0,1.17,,-395600000.0,27200000.0,-422800000.0,520000000.0,,1.0713,12.2284,1.17,428900000.0,0.109062279865744,0.010439804531319414,0.07587419643114532,0.12364150018737928,0.017012280256393984,0.14621757065421198,-0.12188301767130791,0.12364150018737928,0.2154725894004061,0.876558193802764,15129500000.0,1325500000.0,2140700000.0,1667800000.0,2140700000.0,267100000.0,5.17,5.17,0.2429111972719204,8.014601272931486,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2019-06-30,25042100000.0,12802800000.0,15068100000.0,,2410200000.0,608500000.0,2898100000.0,7188700000.0,1002600000.0,633900000.0,129600000.0,233200000.0,2.85,,-492900000.0,48800000.0,-541700000.0,608500000.0,,1.2272,13.8101,2.85,1002600000.0,0.26300721931789894,0.025313372281078664,0.08818006037252911,0.1394688886724999,0.04003657840197108,0.3321297247159373,-0.07535437561728825,0.1394688886724999,0.2524686747987719,0.8496625321042467,14829000000.0,1331100000.0,2139400000.0,1788800000.0,2139400000.0,268100000.0,6.02,6.02,0.28442553987099184,7.979858261842596,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2019-09-30,23653500000.0,11600900000.0,13259800000.0,,2464100000.0,7900000.0,2440400000.0,10812500000.0,1475900000.0,924100000.0,192400000.0,345500000.0,4.17,,-231900000.0,77000000.0,-308900000.0,7900000.0,,1.1432,12.8709,4.17,1475900000.0,0.37502536423034777,0.039068214006383835,0.08546589595375723,0.13649942196531792,0.062396685479950115,0.5970469255663431,-0.02856878612716763,0.13649942196531792,0.0032060387159612027,0.8748925323157212,14438000000.0,1328000000.0,2109000000.0,1834700000.0,2109000000.0,262400000.0,6.1899999999999995,6.1899999999999995,0.003745851114272167,8.03734756097561,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2019-12-31,26783400000.0,14584700000.0,15980900000.0,,2853900000.0,10100000.0,4305700000.0,-6516400000.0,-785100000.0,-482100000.0,-140700000.0,-177000000.0,-2.13,,2976400000.0,-50800000.0,2925600000.0,10100000.0,0.9126,1.1797,13.1735,-2.13,-785100000.0,-0.16892673184063914,-0.017999955196128944,0.07398256706156774,0.12048063347860782,-0.02931293263737987,-0.27412709497206705,-0.44895954821680684,0.12048063347860782,0.0035390167840498965,0.9126332058895307,14953700000.0,1339100000.0,2122300000.0,1652200000.0,2122300000.0,244300000.0,6.06,6.06,0.0047589878904961596,8.687269750307,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2020-03-31,23675900000.0,11850100000.0,12857000000.0,,2447600000.0,10900000.0,2692500000.0,3406900000.0,420200000.0,258100000.0,58500000.0,97400000.0,1.19,,-987200000.0,26400000.0,-1013600000.0,10900000.0,,0.7995,8.925,1.19,420200000.0,0.10545023696682465,0.010901380728926883,0.07575802048783352,0.12333793184419854,0.01774800535565702,0.17091722595078299,-0.2975138689130881,0.12333793184419854,0.00445334204935447,0.9216846853853932,14891700000.0,1334000000.0,2113600000.0,1061400000.0,2113600000.0,239800000.0,6.08,6.08,0.005157077971233914,8.814011676396998,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2020-06-30,22641100000.0,10893100000.0,11330900000.0,,2413000000.0,6400000.0,3281000000.0,6207600000.0,482700000.0,234000000.0,112200000.0,119300000.0,1.08,,-862200000.0,33600000.0,-895800000.0,6400000.0,,0.8373,12.4585,1.08,482700000.0,0.09697472026523,0.010335186894629677,0.03769572781751401,0.07775952058766673,0.021319635530075834,0.1995122757708523,-0.14430697854243185,0.07775952058766673,0.002652300041442188,0.9613622924922116,13910600000.0,934100000.0,1593700000.0,707300000.0,1593700000.0,222400000.0,4.31,4.31,0.004015812260776809,7.1659172661870505,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
