report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_pe,eps,ebitda,roe,roa,roi,roic,debt_equity,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-06-30,83229005000.0,72512675000.0,10716330000.0,5122398000.0,,,622579000.0,146545000.0,323442000.0,4.0,128828000.0,616496000.0,,5122398000.0,12.0575,4.0,,0.058096288561475806,0.007480312902935701,,,0.47799927773780765,1279884000.0,286824000.0,8.82,8.82,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2013-09-30,84427485000.0,73411283000.0,11016202000.0,5121326000.0,,,917058000.0,216123000.0,472833000.0,6.0,129312000.0,503677000.0,,5121326000.0,12.0145,6.0,,0.08324629486641585,0.010862078859745734,,,0.46489034968676135,1463637000.0,237709000.0,9.45,9.45,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2013-12-31,85162391000.0,73856859000.0,11305532000.0,5108870000.0,,,-675270000.0,-152488000.0,-358429000.0,-3.780000000000001,,-886247000.0,,5108870000.0,13.3514,-3.780000000000001,,-0.05972916621703428,-0.00792920433621926,,,0.45189116266266816,1138480000.0,284105000.0,8.2,8.2,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2014-03-31,88530360000.0,76643497000.0,11886863000.0,6251197000.0,,,229017000.0,66519000.0,113252000.0,1.0,131126000.0,561098000.0,,6251197000.0,14.5509,1.0,,0.019266395179283215,0.002586875282106613,,,0.52589122967094,1093384000.0,276699000.0,7.219999999999999,7.219999999999999,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2014-06-30,90835002000.0,78666247000.0,12168755000.0,7391931000.0,,,513353000.0,131695000.0,243248000.0,3.0,131479000.0,,,7391931000.0,15.8476,3.0,,0.04218615626660246,0.005651488839071088,,,0.6074517072617536,984158000.0,261849000.0,6.219999999999999,6.219999999999999,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2014-09-30,97228342000.0,84895026000.0,12333316000.0,9061391000.0,,,788697000.0,205659000.0,379790000.0,5.0,131698000.0,,,9061391000.0,16.1071,5.0,,0.06394849527896634,0.008111801392231907,,,0.7347084109415505,855797000.0,251385000.0,5.219999999999999,5.219999999999999,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2014-12-31,96685535000.0,84349639000.0,12335896000.0,9006959000.0,,,-464821000.0,-123442000.0,-213674000.0,-2.0,,,,9006959000.0,15.5933,-2.0,,-0.037680359821451154,-0.004807554718500549,,,0.7301422612512297,1066246000.0,280431000.0,7.0,7.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2015-03-31,98377783000.0,85849482000.0,12528301000.0,10509143000.0,,,241613000.0,78499000.0,133803000.0,1.0,132769000.0,,,10509143000.0,15.6502,1.0,,0.019285376365079352,0.0024559711820299913,,,0.8388322566643314,1078842000.0,292411000.0,7.0,7.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2015-06-30,97080076000.0,84412079000.0,12667997000.0,10175912000.0,,,528301000.0,155725000.0,300642000.0,3.0,132944000.0,,,10175912000.0,15.3645,3.0,,0.04170359370940804,0.005441909625204661,,,0.8032771084489521,1093790000.0,316441000.0,7.0,7.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2015-09-30,97797062000.0,84875128000.0,12921934000.0,10174289000.0,,,808702000.0,232924000.0,454951000.0,5.0,133089000.0,,73916000.0,10174289000.0,14.9664,5.0,,0.06258366588159327,0.008269185019075522,,,0.7873658076260102,1113795000.0,343706000.0,7.0,7.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2015-12-31,122787884000.0,106614595000.0,16173289000.0,10653858000.0,,,-498949000.0,-138891000.0,-294371000.0,-2.0,,,25103000.0,10653858000.0,19.9544,-2.0,,-0.030850187614900097,-0.004063503529387313,,,0.6587316902579309,1079667000.0,328257000.0,7.0,7.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2016-03-31,124625632000.0,108270579000.0,16355053000.0,10341035000.0,,,298528000.0,100870000.0,169274000.0,1.0,159181000.0,,27141000.0,10341035000.0,15.5389,1.0,,0.018252952161023264,0.0023953980831166416,,,0.6322837963288777,1136582000.0,350628000.0,7.0,7.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2016-06-30,123820584000.0,107349070000.0,16471514000.0,10328751000.0,,,634559000.0,207672000.0,363421000.0,3.0,158761000.0,,53514000.0,10328751000.0,15.8513,3.0,,0.03852463106912941,0.005124826418198771,,,0.6270674936135197,1242840000.0,402575000.0,7.0,7.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2016-09-30,126841028000.0,110500052000.0,16340976000.0,10211160000.0,,,984543000.0,318847000.0,563735000.0,5.0,157843000.0,,79911000.0,10211160000.0,14.4968,5.0,,0.06024995079853247,0.00776202318385499,,,0.624880668082494,1418681000.0,488498000.0,7.0,7.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2016-12-31,123449206000.0,106962584000.0,16486622000.0,9493835000.0,,,-602516000.0,-201405000.0,-353146000.0,-2.0,,,-53570000.0,9493835000.0,18.4792,-2.0,,-0.036545752064916635,-0.00488067942697015,,,0.5758508322687328,1315114000.0,425984000.0,7.0,7.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2017-03-31,123223251000.0,107010147000.0,16213104000.0,8087619000.0,,,348927000.0,91773000.0,169326000.0,2.0,154949000.0,,27429000.0,8087619000.0,17.4232,2.0,,0.021521295367006837,0.0028316652674583304,,,0.4988322408836704,1365513000.0,416887000.0,8.0,8.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2017-06-30,120896567000.0,104613030000.0,16283537000.0,7649580000.0,,,729980000.0,183986000.0,384654000.0,4.0,154108000.0,,54901000.0,7649580000.0,17.6659,4.0,,0.04482932669972132,0.006038054000325749,,,0.46977385809974825,1460934000.0,393201000.0,9.0,9.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2017-09-30,120401804000.0,104083752000.0,16318052000.0,8577645000.0,,,1085903000.0,284062000.0,609269000.0,6.0,153293000.0,,84631000.0,8577645000.0,17.3108,6.0,,0.06654611714682611,0.009018992771902322,,,0.5256537361199731,1562294000.0,358416000.0,10.0,10.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2017-12-31,118593487000.0,102342668000.0,16250819000.0,8141430000.0,175099000.0,,-756504000.0,-173070000.0,-247693000.0,-4.0,,,-57374000.0,8316529000.0,18.2962,-4.0,,-0.04655174609968888,-0.00637896750603176,,,0.5117606072653939,1408306000.0,386751000.0,8.0,8.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2018-03-31,118622824000.0,102913130000.0,15709694000.0,8591051000.0,1626129000.0,,352610000.0,106633000.0,105259000.0,2.0,148905000.0,,27281000.0,10217180000.0,19.1328,2.0,,0.022445376720896026,0.0029725308175094535,,,0.6503742211656064,1411989000.0,401611000.0,8.0,8.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2018-06-30,118426053000.0,102848168000.0,15577885000.0,8382316000.0,3239416000.0,,845770000.0,226751000.0,266723000.0,5.0,146941000.0,521242000.0,54092000.0,11621732000.0,16.2084,5.0,,0.054292992919128626,0.007141756214741025,,,0.7460404284663804,1527779000.0,444376000.0,9.0,9.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2018-09-30,116827637000.0,101391552000.0,15436085000.0,9140268000.0,1310110000.0,,1371861000.0,365088000.0,436985000.0,9.0,145605000.0,1539617000.0,80186000.0,10450378000.0,13.9771,9.0,,0.08887363602882467,0.011742606760076813,,,0.6770096173997487,1813737000.0,525402000.0,12.0,12.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2018-12-31,120097403000.0,104637212000.0,15460191000.0,8444914000.0,4398378000.0,,-652161000.0,-172063000.0,-218807000.0,-4.0,,28993000.0,-56695000.0,12843292000.0,10.4737,-4.0,,-0.04218324340236159,-0.0054302672972870196,,,0.8307330743843979,1918080000.0,526409000.0,12.0,12.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2019-03-31,120025205000.0,104437676000.0,15587529000.0,8476024000.0,3602566000.0,634477000.0,482742000.0,176249000.0,151735000.0,3.35,137920000.0,413306000.0,50982000.0,12078590000.0,10.9331,3.35,685459000.0,0.030969757939183305,0.004022005211322072,0.005286198011492669,0.0229333575844158,0.7748880531352981,2048212000.0,596025000.0,13.35,13.35,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2019-06-30,121554895000.0,105863068000.0,15691827000.0,7655507000.0,4611390000.0,,956002000.0,372681000.0,304019000.0,6.69,136685000.0,480178000.0,101983000.0,12266897000.0,11.3014,6.69,,0.0609235623104945,0.007864775828237932,,,0.7817379709832386,2158444000.0,741955000.0,15.040000000000001,15.040000000000001,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2019-09-30,125500926000.0,109721115000.0,15779811000.0,7002524000.0,5513896000.0,,1436083000.0,572260000.0,458988000.0,10.16,135443000.0,1226848000.0,,12516420000.0,10.6519,10.16,,0.09100761726487092,0.01144280799967962,,,0.7931920097141848,2222666000.0,949127000.0,16.200000000000003,16.200000000000003,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2019-12-31,119872757000.0,104156108000.0,15716649000.0,6986186000.0,62363000.0,,-945678000.0,-371861000.0,-296630000.0,-6.450000000000003,,237223000.0,,7048549000.0,11.6114,-6.450000000000003,,-0.06017046000072916,-0.007889015182991078,,,0.4484765804720841,1929149000.0,749329000.0,13.749999999999998,13.749999999999998,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2020-03-31,124577833000.0,108762039000.0,15815794000.0,6321435000.0,59180000.0,,268822000.0,143614000.0,80927000.0,1.93,129755000.0,-394442000.0,,6380615000.0,7.8362,1.93,,0.016997060027463685,0.0021578638312002105,,,0.40343311249501607,1715229000.0,716694000.0,12.329999999999998,12.329999999999998,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2020-06-30,139536969000.0,123591864000.0,15945105000.0,6321291000.0,52298000.0,,509876000.0,218719000.0,152241000.0,3.67,129044000.0,131077000.0,,6373589000.0,8.9928,3.67,,0.03197696095447474,0.0036540567252826023,,,0.39972072933981934,1269103000.0,562732000.0,9.309999999999997,9.309999999999997,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2020-09-30,138626743000.0,122525730000.0,16101013000.0,5458885000.0,46123000.0,,882012000.0,276785000.0,266987000.0,6.42,128813000.0,125065000.0,,5505008000.0,8.591,6.42,,0.05477990732632785,0.0063624952942882024,,,0.3419044503597382,715032000.0,267257000.0,5.569999999999997,5.569999999999997,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2020-12-31,142601105000.0,126413822000.0,16187283000.0,4382193000.0,59482000.0,,-307558000.0,-312723000.0,-83786000.0,-2.08,,927487000.0,,4441675000.0,12.0694,-2.08,,-0.0189999767101125,-0.0021567715060833506,,,0.27439286753681885,1353152000.0,326395000.0,9.94,9.94,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2021-03-31,150481060000.0,134034552000.0,16446508000.0,3498503000.0,58957000.0,592549000.0,447249000.0,35567000.0,145300000.0,3.33,128669000.0,994737000.0,,3557460000.0,12.7334,3.33,592549000.0,0.027194161824504022,0.0029721281867631714,0.003937698206006789,0.02962157307990095,0.21630488368716325,1531579000.0,218348000.0,11.34,11.34,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2021-06-30,150622707000.0,133902403000.0,16720304000.0,3499448000.0,91235000.0,,905318000.0,63585000.0,292859000.0,6.73,128756000.0,1531711000.0,,3590683000.0,13.2747,6.73,,0.05414482894569381,0.006010501457791487,,,0.21474986339961283,1927021000.0,63214000.0,14.4,14.4,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2021-09-30,151901194000.0,134372423000.0,17528771000.0,3500391000.0,103548000.0,,1400778000.0,89281000.0,454441000.0,10.43,128786000.0,2018031000.0,,3603939000.0,10.2658,10.43,,0.07991307548030606,0.00922163916631228,,,0.20560135105878216,2445787000.0,-124290000.0,18.41,18.41,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2021-12-31,155107160000.0,137203755000.0,17903405000.0,3485369000.0,47046000.0,,-894599000.0,-74427000.0,-296197000.0,-6.690000000000001,,-1829520000.0,,3532415000.0,10.6327,-6.690000000000001,,-0.04996809266170318,-0.005767618980323023,,,0.1973040882446663,1858746000.0,114006000.0,13.8,13.8,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2022-06-30,204032889000.0,178238358000.0,25794531000.0,3017363000.0,1119321000.0,,579696000.0,77507000.0,173287000.0,3.45,153981000.0,2483139000.0,,4136684000.0,18.2945,3.45,,0.022473601090091538,0.002841189000661555,,,0.16037058398154244,1991193000.0,155946000.0,13.919999999999998,13.919999999999998,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2022-09-30,197955479000.0,172698986000.0,25256493000.0,3459336000.0,917806000.0,,1226292000.0,180329000.0,374208000.0,7.14,161295000.0,3620121000.0,,4377142000.0,18.1004,7.14,,0.048553534332735744,0.006194786859119974,,,0.17330759262578538,2312167000.0,272690000.0,14.329999999999998,14.329999999999998,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2022-12-31,200729841000.0,175411851000.0,25317990000.0,3964537000.0,3554951000.0,,1991663000.0,425164000.0,619460000.0,11.53,,4573740000.0,,7519488000.0,12.5731,11.53,,0.07866592095186072,0.009922107196806876,,,0.29700177620735296,2903052000.0,608573000.0,15.429999999999998,15.429999999999998,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2023-03-31,202956407000.0,177579236000.0,25377171000.0,7462890000.0,6995302000.0,,701624000.0,508721000.0,224543000.0,4.01,168410000.0,427813000.0,,14458192000.0,8.6195,4.01,,0.02764784143985159,0.00345701823544797,,,0.5697322211368635,4499275000.0,1191721000.0,26.129999999999995,26.129999999999995,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2023-06-30,207671729000.0,181870796000.0,25800933000.0,7416638000.0,7907884000.0,,1568658000.0,1225217000.0,517250000.0,9.06,167359000.0,1685087000.0,,15324522000.0,6.8882,9.06,,0.06079849903102341,0.007553546202718811,,,0.5939522419596222,5488237000.0,2339431000.0,31.74,31.74,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2023-09-30,209124316000.0,182927814000.0,26196502000.0,7123426000.0,6730663000.0,,2258599000.0,2091228000.0,734740000.0,13.05,167093000.0,3104721000.0,,13854089000.0,6.7006,13.05,,0.08621757973640909,0.0108002696348329,,,0.5288526307825373,6520544000.0,4250330000.0,37.650000000000006,37.650000000000006,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2024-06-30,208855000000.0,180431000000.0,28424000000.0,11319000000.0,4764000000.0,,1186000000.0,2136000000.0,333000000.0,6.76,167372000.0,1962000000.0,159000000.0,16083000000.0,10.5999,6.76,,0.04172530256121587,0.0056785808335926835,,,0.56582465522094,5714881000.0,5961166000.0,32.88,32.88,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2024-09-30,211785000000.0,182909000000.0,28876000000.0,11583000000.0,2605000000.0,,1907000000.0,,521000000.0,10.78,167437000.0,1934000000.0,235000000.0,14188000000.0,12.4492,10.78,,0.06604100290899016,0.009004414854687537,,,0.49134229117606315,6920257000.0,,39.650000000000006,39.650000000000006,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2024-12-31,208105000000.0,179078000000.0,29027000000.0,12605000000.0,1060000000.0,,2588000000.0,,722000000.0,14.64,,3610000000.0,316000000.0,13665000000.0,12.0536,14.64,,0.0891583697936404,0.012436029888758079,,,0.47076859475660593,7939599000.0,,45.230000000000004,45.230000000000004,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2025-03-31,210321000000.0,181330000000.0,28991000000.0,10496000000.0,1573000000.0,,584000000.0,,177000000.0,3.32,165047000.0,635000000.0,83000000.0,12069000000.0,11.002,3.32,,0.020144182677382636,0.0027767079844618465,,,0.41630161084474493,6265000000.0,,35.5,35.5,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2025-06-30,211584000000.0,183059000000.0,28525000000.0,12380000000.0,2071000000.0,,1300000000.0,,396000000.0,7.55,162511000.0,1479000000.0,164000000.0,14451000000.0,11.2382,7.55,,0.04557405784399649,0.0061441318814277075,,,0.5066082383873795,6379000000.0,,36.29,36.29,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2025-09-30,211277000000.0,182549000000.0,28728000000.0,12928000000.0,2059000000.0,,2092000000.0,,629000000.0,12.34,160503000.0,2480000000.0,243000000.0,14987000000.0,11.0118,12.34,,0.07282094124199387,0.009901693038049575,,,0.5216861598440545,6564000000.0,,37.85,37.85,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
2025-12-31,213510000000.0,184333000000.0,29177000000.0,10911000000.0,2149000000.0,,-1125000000.0,,-361000000.0,-6.210000000000001,-329270000.0,-1591000000.0,-167000000.0,13060000000.0,10.8619,-6.210000000000001,,-0.038557768105014226,-0.005269074048053955,,,0.447612845734654,2851000000.0,,17.0,17.0,0.618969,239.0,150.75,1.25372,31313.84,10.9835,1.0614,2.1162
