report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,shares_outstanding,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,eps,ebitda,roe,roa,roi,roic,debt_equity,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,183872000000.0,162649000000.0,21223000000.0,19114000000.0,2864000000.0,699728000.0,,-866000000.0,-630000000.0,-362000000.0,-1.2299999999999995,-1414921000.0,-3480000000.0,-54000000.0,-3534000000.0,21978000000.0,10.2926,-1.2299999999999995,,-0.04080478725910569,-0.004709798120431604,,,1.0355746124487584,1916000000.0,3445000000.0,1060000000.0,2.7000000000000006,2.7000000000000006,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2013-03-31,180837000000.0,159608000000.0,21229000000.0,18316000000.0,3239000000.0,701440000.0,,210000000.0,237000000.0,481000000.0,0.29,711020000.0,465000000.0,56000000.0,409000000.0,21555000000.0,12.0916,0.29,,0.009892128691883745,0.001161266776157534,,,1.0153563521597815,1695000000.0,2002000000.0,990000000.0,2.380000000000001,2.380000000000001,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2013-06-30,182735000000.0,160739000000.0,21996000000.0,19362000000.0,3192000000.0,702995000.0,,757000000.0,465000000.0,702000000.0,1.0,711998000.0,2308000000.0,165000000.0,2143000000.0,22554000000.0,13.0688,1.0,,0.03441534824513548,0.004142610884614332,,,1.025368248772504,1511000000.0,1571000000.0,882000000.0,2.0500000000000007,2.0500000000000007,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2013-09-30,181050000000.0,158956000000.0,22094000000.0,20402000000.0,4813000000.0,704925000.0,,1025000000.0,687000000.0,1152000000.0,1.0,713282000.0,1750000000.0,216000000.0,1534000000.0,25215000000.0,14.498,1.0,,0.04639268579704897,0.005661419497376415,,,1.1412600706074048,1126000000.0,552000000.0,759000000.0,1.0600000000000007,1.0600000000000007,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2013-12-31,183010000000.0,160201000000.0,22809000000.0,21493000000.0,4138000000.0,706620000.0,,-430000000.0,-498000000.0,-940000000.0,-0.10000000000000009,-1421937000.0,816000000.0,,,25631000000.0,15.6971,-0.10000000000000009,,-0.018852207461966766,-0.0023495983826020434,,,1.1237230917620238,1562000000.0,,891000000.0,2.19,2.19,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2014-03-31,184651000000.0,161095000000.0,23556000000.0,23384000000.0,3285000000.0,718497000.0,,501000000.0,199000000.0,217000000.0,0.0,724283000.0,632000000.0,,,26669000000.0,14.6285,0.0,,0.021268466632705044,0.0027132265733735535,,,1.132153166921379,1853000000.0,,853000000.0,1.9000000000000001,1.9000000000000001,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2014-06-30,188012000000.0,164047000000.0,23965000000.0,21927000000.0,3979000000.0,719584000.0,,926000000.0,393000000.0,390000000.0,1.0,726388000.0,877000000.0,,,25906000000.0,15.1404,1.0,,0.03863968287085333,0.004925217539306002,,,1.0809931149593157,2022000000.0,,781000000.0,1.9000000000000001,1.9000000000000001,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2014-09-30,187022000000.0,162708000000.0,24314000000.0,22355000000.0,3385000000.0,720298000.0,,1446000000.0,585000000.0,524000000.0,1.0,727594000.0,1504000000.0,,,25740000000.0,12.6069,1.0,,0.05947190918812207,0.0077317107078311645,,,1.0586493378300568,2443000000.0,,679000000.0,1.9000000000000001,1.9000000000000001,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2014-12-31,186814000000.0,162388000000.0,24426000000.0,23312000000.0,3717000000.0,720698000.0,,-870000000.0,-409000000.0,-371000000.0,0.0,-1449893000.0,245000000.0,,,27029000000.0,13.1896,0.0,,-0.0356177843281749,-0.00465703855171454,,,1.10656677311062,2003000000.0,,768000000.0,2.0,2.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2015-03-31,189228000000.0,164490000000.0,24738000000.0,23437000000.0,3130000000.0,723159000.0,,488000000.0,181000000.0,241000000.0,0.0,731511000.0,-583000000.0,,,26567000000.0,13.3188,0.0,,0.019726736195327027,0.002578899528610988,,,1.0739348370927317,1990000000.0,,750000000.0,2.0,2.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2015-06-30,191017000000.0,165885000000.0,25132000000.0,23271000000.0,3883000000.0,733481000.0,,454000000.0,177000000.0,80000000.0,0.0,734527000.0,,,,27154000000.0,13.7711,0.0,,0.018064618812669107,0.0023767518074307523,,,1.0804551965621518,1518000000.0,,534000000.0,1.0000000000000002,1.0000000000000002,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2015-09-30,208809000000.0,181545000000.0,27264000000.0,24883000000.0,2581000000.0,780150000.0,,1434000000.0,544000000.0,543000000.0,1.0,746822000.0,1933000000.0,,,27464000000.0,13.1068,1.0,,0.05259683098591549,0.006867520078157551,,,1.0073356807511737,1506000000.0,,493000000.0,1.0000000000000002,1.0000000000000002,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2015-12-31,209947000000.0,182607000000.0,27340000000.0,23769000000.0,3593000000.0,780337000.0,,-440000000.0,-167000000.0,-70000000.0,1.0,-1455095000.0,1565000000.0,,,27362000000.0,14.1543,1.0,,-0.016093635698610095,-0.002095767026916317,,,1.0008046817849305,1936000000.0,,735000000.0,2.0,2.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2016-03-31,212405000000.0,184166000000.0,28239000000.0,22823000000.0,4130000000.0,782379000.0,,527000000.0,192000000.0,246000000.0,0.0,790176000.0,-130000000.0,,,26953000000.0,12.2609,0.0,,0.01866213392825525,0.0024811092017607873,,,0.9544601437727965,1975000000.0,,746000000.0,2.0,2.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2016-06-30,221859000000.0,192116000000.0,29743000000.0,24435000000.0,1472000000.0,814500000.0,,1068000000.0,380000000.0,498000000.0,1.0,806839000.0,861000000.0,,,25907000000.0,13.0886,1.0,,0.03590760851292741,0.004813868267683529,,,0.8710284772887739,2589000000.0,,949000000.0,3.0,3.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2016-09-30,222622000000.0,192531000000.0,30091000000.0,22776000000.0,4064000000.0,811424000.0,,1667000000.0,565000000.0,771000000.0,2.0,812407000.0,300000000.0,,,26840000000.0,13.1416,2.0,,0.05539862417334086,0.00748802903576466,,,0.8919610514771859,2822000000.0,,970000000.0,4.0,4.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2016-12-31,219276000000.0,189350000000.0,29926000000.0,21965000000.0,1406000000.0,809475000.0,,-1003000000.0,-392000000.0,-457000000.0,-1.0,-1594506000.0,1641000000.0,,,23371000000.0,15.7134,-1.0,,-0.03351600614849963,-0.004574144001167478,,,0.7809597005948005,2259000000.0,,745000000.0,2.0,2.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2017-03-31,220501000000.0,190476000000.0,30025000000.0,21635000000.0,2019000000.0,811370000.0,,378000000.0,166000000.0,104000000.0,0.0,822719000.0,158000000.0,,,23654000000.0,15.8862,0.0,,0.012589508742714405,0.0017142779397825861,,,0.7878101582014988,2110000000.0,,719000000.0,2.0,2.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2017-06-30,221192000000.0,190843000000.0,30349000000.0,21738000000.0,6142000000.0,808093000.0,,1009000000.0,355000000.0,408000000.0,1.0,821072000.0,1488000000.0,,,27880000000.0,15.4572,1.0,,0.03324656496095423,0.004561647799197078,,,0.918646413390886,2051000000.0,,694000000.0,2.0,2.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2017-09-30,220340000000.0,190487000000.0,29853000000.0,20863000000.0,7916000000.0,788921000.0,,1606000000.0,585000000.0,702000000.0,1.0,816029000.0,2959000000.0,,,28779000000.0,15.6853,1.0,,0.053796938331156,0.007288735590451121,,,0.9640237162094262,1990000000.0,,714000000.0,1.0,1.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2017-12-31,221642000000.0,191947000000.0,29695000000.0,23648000000.0,4938000000.0,782006000.0,,-773000000.0,-267000000.0,-303000000.0,0.0,-1648843000.0,30000000.0,,,28586000000.0,16.4507,0.0,,-0.026031318403771677,-0.0034876061396305756,,,0.9626536453948477,2220000000.0,,839000000.0,2.0,2.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2018-03-31,220729000000.0,191067000000.0,29662000000.0,23410000000.0,4321000000.0,779752000.0,,745000000.0,288000000.0,186000000.0,0.0,791005000.0,308000000.0,,,27731000000.0,14.3835,0.0,,0.025116310430854293,0.003375179518776418,,,0.9348998718899603,2587000000.0,,961000000.0,2.0,2.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2018-06-30,222681000000.0,192849000000.0,29832000000.0,24081000000.0,3576000000.0,774447000.0,,1520000000.0,625000000.0,388000000.0,1.0,788362000.0,1427000000.0,,,27657000000.0,13.6388,1.0,,0.05095199785465272,0.006825907913113377,,,0.9270917135961384,3098000000.0,,1231000000.0,2.0,2.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2018-09-30,222885000000.0,192878000000.0,30007000000.0,23236000000.0,9652000000.0,770620000.0,,2309000000.0,1007000000.0,598000000.0,2.0,786140000.0,2978000000.0,,,32888000000.0,12.0308,2.0,,0.07694871196720765,0.010359602485586738,,,1.0960109307828174,3801000000.0,,1653000000.0,3.0,3.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2018-12-31,225697000000.0,195519000000.0,30178000000.0,23709000000.0,5178000000.0,763326000.0,,-1511000000.0,-482000000.0,-369000000.0,0.0,-1582023000.0,-364000000.0,,,28887000000.0,10.313,0.0,,-0.050069587116442445,-0.006694816501770073,,,0.9572204917489562,3063000000.0,,1438000000.0,3.0,3.0,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2019-03-31,227683000000.0,196800000000.0,30883000000.0,24729000000.0,6305000000.0,765920000.0,975000000.0,749000000.0,477000000.0,177000000.0,0.97,774071000.0,-745000000.0,,,31034000000.0,11.3482,0.97,975000000.0,0.024252825178901014,0.0032896615030546857,0.004282269646833536,0.015746886961577597,1.0048894213645048,3067000000.0,,1627000000.0,3.9699999999999998,3.9699999999999998,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2019-06-30,230872000000.0,199108000000.0,31764000000.0,22640000000.0,10344000000.0,766010000.0,,1591000000.0,993000000.0,411000000.0,2.06,774329000.0,189000000.0,,,32984000000.0,11.4763,2.06,,0.05008815010703942,0.006891264423576701,,,1.0384082609243168,3138000000.0,,1995000000.0,5.03,5.03,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2019-09-30,236750000000.0,204447000000.0,32303000000.0,25520000000.0,10405000000.0,766303000.0,,2326000000.0,1511000000.0,629000000.0,3.0,774907000.0,1964000000.0,,,35925000000.0,12.3895,3.0,,0.07200569606538093,0.009824709609292503,,,1.1121258087484134,3155000000.0,,2499000000.0,6.03,6.03,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2019-12-31,473078000000.0,406520000000.0,66558000000.0,41339000000.0,18218000000.0,1342166000.0,,-1638000000.0,-885000000.0,-435000000.0,-2.3200000000000003,-1508103000.0,112000000.0,,,59557000000.0,23.4318,-2.3200000000000003,,-0.02461011448661318,-0.0034624311424331718,,,0.8948135460801105,3028000000.0,,2096000000.0,3.71,3.71,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2020-03-31,506229000000.0,440168000000.0,66061000000.0,65662000000.0,12696000000.0,1347461000.0,1287000000.0,986000000.0,776000000.0,224000000.0,0.73,1357545000.0,4628000000.0,,,78358000000.0,11.8785,0.73,1287000000.0,0.014925599067528496,0.0019477351159257964,0.002542327681740872,0.008911569807296824,1.186146137660647,3265000000.0,,2395000000.0,3.47,3.47,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2020-06-30,504336000000.0,435453000000.0,68883000000.0,42133000000.0,5700000000.0,1347609000.0,,1888000000.0,1216000000.0,415000000.0,1.39,1356809000.0,4604000000.0,,,47833000000.0,14.2102,1.39,,0.02740879462276614,0.003743536055328194,,,0.6944093608001974,3562000000.0,,2618000000.0,2.8,2.8,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2020-09-30,499183000000.0,429210000000.0,69973000000.0,41008000000.0,6244000000.0,1348118000.0,,2956000000.0,1477000000.0,670000000.0,2.18,1357174000.0,5029000000.0,,,47252000000.0,13.2411,2.18,,0.042244865876838206,0.005921676018614416,,,0.6752890400583083,4192000000.0,,2584000000.0,1.9799999999999995,1.9799999999999995,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2020-12-31,509228000000.0,438316000000.0,70912000000.0,39597000000.0,6092000000.0,1348961000.0,4186000000.0,-1646000000.0,-1747000000.0,-328000000.0,-1.2200000000000006,-2713239000.0,-6824000000.0,815000000.0,-7639000000.0,45689000000.0,14.4166,-1.2200000000000006,4186000000.0,-0.02321186823104693,-0.003232343861688674,0.008220286394306676,0.03590020668776426,0.6443056182310469,4184000000.0,,1722000000.0,3.079999999999999,3.079999999999999,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2021-03-31,517537000000.0,449661000000.0,67876000000.0,37753000000.0,5889000000.0,1344845000.0,1824000000.0,1334000000.0,209000000.0,351000000.0,0.98,1358932000.0,-33000000.0,99000000.0,-132000000.0,43642000000.0,16.0097,0.98,1824000000.0,0.019653485768165477,0.002577593486069595,0.0035243856960951586,0.016356103947344824,0.6429665861276446,4532000000.0,,1155000000.0,3.329999999999999,3.329999999999999,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2021-06-30,521964000000.0,453628000000.0,68336000000.0,37969000000.0,5652000000.0,1334770000.0,,2893000000.0,407000000.0,766000000.0,2.14,1354210000.0,3303000000.0,175000000.0,3128000000.0,43621000000.0,13.326,2.14,,0.04233493327089675,0.005542527837168847,,,0.6383311870756263,5537000000.0,,346000000.0,4.079999999999999,4.079999999999999,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2021-09-30,529884000000.0,460984000000.0,68900000000.0,37837000000.0,5226000000.0,1334892000.0,,4509000000.0,600000000.0,1189000000.0,3.34,1351712000.0,3085000000.0,314000000.0,2771000000.0,43063000000.0,12.6952,3.34,,0.06544267053701015,0.008509409606630885,,,0.6250072568940493,7090000000.0,-1872000000.0,-531000000.0,5.239999999999999,5.239999999999999,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2021-12-31,541241000000.0,471970000000.0,69271000000.0,35913000000.0,5292000000.0,1327818000.0,,-2703000000.0,-448000000.0,-750000000.0,-1.9900000000000002,-2715476000.0,1537000000.0,-146000000.0,1391000000.0,41205000000.0,12.1363,-1.9900000000000002,,-0.03902065799540933,-0.00499407842347494,,,0.5948376665559902,6033000000.0,7158000000.0,768000000.0,4.47,4.47,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2022-06-30,545123000000.0,482124000000.0,62999000000.0,30319000000.0,13736000000.0,1326393000.0,,2781000000.0,440000000.0,702000000.0,2.08,1340225000.0,3777000000.0,,,44055000000.0,10.0625,2.08,,0.044143557834251335,0.005101600923094421,,,0.6992968142351466,7480000000.0,,999000000.0,5.57,5.57,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2022-09-30,548438000000.0,487627000000.0,60811000000.0,31172000000.0,25687000000.0,1326766000.0,,4317000000.0,1064000000.0,1065000000.0,3.22,1339071000.0,7547000000.0,,,56859000000.0,9.346,3.22,,0.07099044580750193,0.007871445815206095,,,0.9350117577411982,8904000000.0,,1656000000.0,6.65,6.65,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2022-12-31,555255000000.0,494718000000.0,60537000000.0,43203000000.0,23422000000.0,1326829000.0,,5927000000.0,2321000000.0,1402000000.0,4.43,1338462000.0,11081000000.0,564000000.0,10517000000.0,66625000000.0,9.1199,4.43,,0.09790706510068223,0.010674374836786701,,,1.100566595635727,10322000000.0,,3377000000.0,7.74,7.74,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2023-06-30,554549000000.0,490868000000.0,63681000000.0,44749000000.0,24456000000.0,1331976000.0,,2644000000.0,4468000000.0,681000000.0,1.98,1338346000.0,3848000000.0,,,69205000000.0,6.5882,1.98,,0.04151944850112278,0.004767838369557965,,,1.0867448689562036,15669000000.0,,8293000000.0,11.71,11.71,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2023-09-30,542707000000.0,480700000000.0,62007000000.0,41232000000.0,23485000000.0,1333668000.0,,3715000000.0,7133000000.0,926000000.0,2.77,1339041000.0,6255000000.0,,,64717000000.0,6.4875,2.77,,0.059912590513974226,0.006845314322461291,,,1.0437047430128856,16603000000.0,,14986000000.0,12.4,12.4,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2023-12-31,535349000000.0,476096000000.0,59253000000.0,38918000000.0,24828000000.0,1333743000.0,,-1452000000.0,9856000000.0,862000000.0,-1.09,1331963000.0,8631000000.0,,,63746000000.0,6.4875,-1.09,,-0.024505088349956964,-0.0027122493924524003,,,1.0758273842674633,10834000000.0,,23778000000.0,8.09,8.09,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2024-03-31,534959000000.0,475906000000.0,59053000000.0,39071000000.0,26329000000.0,1338096000.0,,1091000000.0,2812000000.0,232000000.0,0.81,1346904000.0,-990000000.0,,,65400000000.0,,0.81,,0.01847492930079759,0.0020394086275770666,,,1.107479721606015,5998000000.0,,24269000000.0,4.47,4.47,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2024-06-30,519853000000.0,456026000000.0,63827000000.0,34616000000.0,22816000000.0,1338223000.0,,1917000000.0,5636000000.0,-1092000000.0,1.43,1336620000.0,-145000000.0,,,57432000000.0,,1.43,,0.030034311498268757,0.0036875809122963606,,,0.8998072915850659,5271000000.0,,25437000000.0,3.92,3.92,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2024-09-30,523434000000.0,457738000000.0,65696000000.0,36770000000.0,20859000000.0,1327521000.0,,3253000000.0,,-821000000.0,2.44,1335812000.0,1389000000.0,,,57629000000.0,,2.44,,0.04951595226497808,0.006214728122361176,,,0.8772071358986848,4809000000.0,,,3.59,3.59,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2024-12-31,531176000000.0,467497000000.0,63679000000.0,34956000000.0,29205000000.0,1315936000.0,,-1792000000.0,,1125000000.0,-1.3199999999999998,-2688249000.0,1910000000.0,,,64161000000.0,11.9526,-1.3199999999999998,,-0.028141145432560185,-0.003373646399686733,,,1.0075692143406774,4469000000.0,,,3.36,3.36,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2025-03-31,535899000000.0,471264000000.0,64635000000.0,32030000000.0,23730000000.0,1309539000.0,,1157000000.0,,274000000.0,0.87,1324339000.0,746000000.0,,,55760000000.0,11.038,0.87,,0.017900518295041388,0.0021589889139558014,,,0.8626904927670767,4535000000.0,,,3.42,3.42,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2025-06-30,543833000000.0,478993000000.0,64840000000.0,44427000000.0,16631000000.0,1289435000.0,,2337000000.0,,547000000.0,1.78,1314779000.0,1660000000.0,,,61058000000.0,10.6213,1.78,,0.036042566317088215,0.00429727508260808,,,0.9416718075262184,4955000000.0,,,3.77,3.77,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2025-09-30,543851000000.0,478205000000.0,65646000000.0,41729000000.0,29376000000.0,1279246000.0,,3685000000.0,,832000000.0,2.82,1308676000.0,3157000000.0,,,71105000000.0,11.1851,2.82,,0.05613441793864059,0.00677575291761898,,,1.083158151296347,5387000000.0,,,4.15,4.15,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
2025-12-31,547538000000.0,482349000000.0,65189000000.0,41963000000.0,27839000000.0,1262470000.0,,-2205000000.0,,-611000000.0,-1.65,-2645094000.0,176000000.0,,,69802000000.0,11.862,-1.65,,-0.03382472503029652,-0.004027117752557813,,,1.0707634723649695,4974000000.0,,,3.8200000000000003,3.8200000000000003,0.9149515,56.195,33.56,11.13888,54776.03,10.3215,0.9657,1.76233
