report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-09-30,14544944000.0,1533261000.0,1214811000.0,,7581207000.0,2851212000.0,744120000.0,,529051000.0,138678000.0,309591000.0,3.0,136835000.0,1604268000.0,736613000.0,2851212000.0,,46.8942,8.4097,3.0,0.06978453430964225,0.036373532961006934,,0.37608945382971337,1.2621395426942956,,952247000.0,241002000.0,5.09,5.09,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2013-12-31,12292788000.0,1728434000.0,1250106000.0,,6601584000.0,2653059000.0,392646000.0,,-1906054000.0,-99203000.0,-832053000.0,-12.0,-269218000.0,-754923000.0,-540652000.0,2653059000.0,1.384,,7.459,-12.0,-0.2887267661821769,-0.1550546548106093,,0.4018821846393229,1.3826299529799873,,-838414000.0,183750000.0,-6.0,-6.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2014-03-31,12465000000.0,1542000000.0,1238000000.0,,6715000000.0,2706000000.0,257000000.0,,123000000.0,45000000.0,53000000.0,0.0,143000000.0,466000000.0,221000000.0,2706000000.0,,,7.2796,0.0,0.018317200297840654,0.009867629362214199,,0.4029784065524944,1.245557350565428,,-816077000.0,178015000.0,-6.0,-6.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2014-06-30,12710000000.0,1380000000.0,1465000000.0,,6741000000.0,2659000000.0,445000000.0,,124000000.0,92000000.0,87000000.0,0.0,143000000.0,1183000000.0,469000000.0,2659000000.0,,,8.1897,0.0,0.018394896899569798,0.00975609756097561,,0.39445186174158137,0.9419795221843004,,-1130003000.0,176475000.0,-9.0,-9.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2014-09-30,13272000000.0,1491000000.0,1439000000.0,,7145000000.0,2662000000.0,550000000.0,3388000000.0,499000000.0,138000000.0,319000000.0,3.0,143000000.0,1798000000.0,734000000.0,2662000000.0,,,6.584,3.0,0.06983904828551435,0.03759795057263412,0.14728453364817,0.37256822953114066,1.0361362056984016,,-1160054000.0,175797000.0,-9.0,-9.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2014-12-31,14926000000.0,2359000000.0,1580000000.0,,8581000000.0,2665000000.0,1025000000.0,1667000000.0,184000000.0,-91000000.0,97000000.0,3.0,-285000000.0,-1081000000.0,-377000000.0,2665000000.0,1.6624,23.8574,5.1245,3.0,0.021442722293438993,0.012327482245745678,0.11037792441511697,0.310569863652255,1.4930379746835443,,930000000.0,184000000.0,6.0,6.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2015-03-31,14347000000.0,1694000000.0,1162000000.0,,8491000000.0,2668000000.0,383000000.0,868000000.0,-78000000.0,46000000.0,-37000000.0,0.0,149000000.0,104000000.0,310000000.0,2668000000.0,,33.5503,6.2499,0.0,-0.009186197149923449,-0.005436676657140866,-0.08986175115207373,0.31421505123071486,1.4578313253012047,,729000000.0,185000000.0,6.0,6.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2015-06-30,14002000000.0,1305000000.0,1033000000.0,,8301000000.0,2672000000.0,219000000.0,1516000000.0,-296000000.0,92000000.0,-160000000.0,-1.0,149000000.0,432000000.0,639000000.0,2672000000.0,,40.6804,5.7565,-1.0,-0.035658354415130704,-0.021139837166119127,-0.19525065963060687,0.3218889290446934,1.2633107454017425,7439000000.0,309000000.0,185000000.0,5.0,5.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2015-09-30,14965000000.0,2403000000.0,1147000000.0,,8974000000.0,2675000000.0,581000000.0,3734000000.0,350000000.0,138000000.0,195000000.0,2.0,149000000.0,789000000.0,1003000000.0,2675000000.0,,23.2545,5.4853,2.0,0.0390015600624025,0.023387905111927832,0.09373326191751473,0.2980833519055048,2.095030514385353,7785000000.0,160000000.0,185000000.0,4.0,4.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2015-12-31,15154000000.0,3194000000.0,1462000000.0,,8368000000.0,3207000000.0,1391000000.0,-1293000000.0,-249000000.0,-89000000.0,-153000000.0,-2.0,-298000000.0,-77000000.0,-567000000.0,3207000000.0,2.1847,,6.5076,-2.0,-0.02975621414913958,-0.016431305265936388,0.1925754060324826,0.3832456978967495,2.1846785225718195,4825000000.0,-273000000.0,187000000.0,-1.0,-1.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2016-03-31,16171000000.0,4081000000.0,1783000000.0,,9688000000.0,2724000000.0,1612000000.0,685000000.0,-267000000.0,55000000.0,-141000000.0,-1.0,162000000.0,111000000.0,353000000.0,2724000000.0,,,7.9697,-1.0,-0.027559867877786953,-0.016511038278399604,-0.3897810218978102,0.28117258464079276,2.2888390353337074,4642000000.0,-462000000.0,196000000.0,-2.0,-2.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2016-06-30,16808000000.0,4699000000.0,1831000000.0,,10379000000.0,2725000000.0,1825000000.0,1470000000.0,-535000000.0,111000000.0,-284000000.0,-3.0,163000000.0,521000000.0,737000000.0,2725000000.0,,,8.3256,-3.0,-0.05154639175257732,-0.03183008091385055,-0.36394557823129253,0.2625493785528471,2.566357181867832,4596000000.0,-701000000.0,215000000.0,-4.0,-4.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2016-09-30,16325000000.0,3454000000.0,1377000000.0,,10424000000.0,2726000000.0,891000000.0,2657000000.0,-513000000.0,161000000.0,-362000000.0,-3.0,165000000.0,960000000.0,1123000000.0,2726000000.0,,,9.6293,-3.0,-0.04921335379892556,-0.031424196018376725,-0.19307489649981183,0.26151189562547966,2.5083514887436458,3519000000.0,-1564000000.0,238000000.0,-9.0,-9.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2016-12-31,16459000000.0,3298000000.0,1566000000.0,,10404000000.0,2728000000.0,1118000000.0,-988000000.0,759000000.0,-120000000.0,384000000.0,4.0,-324000000.0,-94000000.0,-733000000.0,2728000000.0,2.106,,9.0253,4.0,0.0729527104959631,0.04611458776353363,-0.7682186234817814,0.2622068435217224,2.106002554278416,3824000000.0,-556000000.0,207000000.0,-3.0,-3.0,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2017-03-31,15749000000.0,2940000000.0,952000000.0,,10341000000.0,2729000000.0,663000000.0,1468000000.0,-42000000.0,46000000.0,-31000000.0,,170000000.0,364000000.0,337000000.0,2729000000.0,,,7.919,,-0.0040615027560197275,-0.0026668359895866403,-0.02861035422343324,0.26390097669471035,3.088235294117647,4607000000.0,-331000000.0,198000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2017-06-30,16271000000.0,3064000000.0,1558000000.0,,10597000000.0,2281000000.0,660000000.0,3099000000.0,191000000.0,81000000.0,90000000.0,,170000000.0,843000000.0,678000000.0,2281000000.0,,159.6682,6.6027,,0.01802396904784373,0.01173867617233114,0.06163278476928041,0.21524959894309711,1.9666238767650834,6236000000.0,395000000.0,168000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2017-09-30,16465000000.0,2901000000.0,1715000000.0,,10591000000.0,2282000000.0,636000000.0,4557000000.0,168000000.0,118000000.0,79000000.0,,,1298000000.0,1033000000.0,2282000000.0,,205.8728,5.9749,,0.015862524785194978,0.010203461888855148,0.03686635944700461,0.21546596166556511,1.6915451895043732,8136000000.0,1076000000.0,125000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2017-12-31,17003000000.0,3010000000.0,2128000000.0,,11274000000.0,2283000000.0,896000000.0,-3669000000.0,516000000.0,-92000000.0,-662000000.0,4.0,,-415000000.0,-648000000.0,2283000000.0,1.4131,35.3241,5.5603,4.0,0.045769026077700906,0.03034758572016703,-0.14063777596075225,0.20250133049494412,1.4144736842105263,5455000000.0,833000000.0,153000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2018-03-31,17323000000.0,2824000000.0,2250000000.0,,11397000000.0,2284000000.0,1001000000.0,2150000000.0,178000000.0,36000000.0,50000000.0,,171000000.0,554000000.0,357000000.0,2284000000.0,,27.0302,4.3769,,0.015618145125910327,0.010275356462506494,0.0827906976744186,0.20040361498639994,1.255111111111111,6137000000.0,1053000000.0,143000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2018-06-30,17449000000.0,2459000000.0,2262000000.0,,11482000000.0,2285000000.0,792000000.0,4261000000.0,244000000.0,68000000.0,69000000.0,,171000000.0,1456000000.0,735000000.0,2285000000.0,,35.6263,4.064,,0.021250653196307263,0.013983609375895467,0.05726355315653602,0.1990071416129594,1.0870910698496905,7299000000.0,1106000000.0,130000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2018-09-30,18024000000.0,2660000000.0,2225000000.0,,11894000000.0,2286000000.0,919000000.0,6740000000.0,655000000.0,97000000.0,188000000.0,3.0,,2328000000.0,1130000000.0,2286000000.0,,23.0067,3.3962,3.0,0.05506978308390785,0.03634043497558811,0.09718100890207715,0.19219774676307383,1.195505617977528,9482000000.0,1593000000.0,109000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2018-12-31,17903000000.0,2580000000.0,1818000000.0,,12111000000.0,2284000000.0,825000000.0,-3736000000.0,-99000000.0,-75000000.0,-31000000.0,2.0,,-1096000000.0,-688000000.0,2284000000.0,1.4191,22.9235,2.3904,2.0,-0.008174386920980926,-0.005529799474948333,0.026498929336188436,0.18858888613657007,1.4191419141914192,9415000000.0,978000000.0,126000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2019-03-31,18355000000.0,2505000000.0,2532000000.0,,12209000000.0,1836000000.0,511000000.0,2413000000.0,350000000.0,29000000.0,103000000.0,,169000000.0,604000000.0,421000000.0,1836000000.0,,22.1215,2.7393,,0.028667376525513964,0.019068373740125308,0.14504765851636967,0.15038086657383898,0.9893364928909952,9678000000.0,1150000000.0,119000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2019-06-30,18106000000.0,2175000000.0,2525000000.0,,11876000000.0,1837000000.0,643000000.0,4336000000.0,181000000.0,59000000.0,56000000.0,,169000000.0,1393000000.0,833000000.0,1837000000.0,,27.846,2.7441,,0.015240821825530482,0.009996686181376339,0.04174354243542435,0.15468171101380937,0.8613861386138614,9753000000.0,1087000000.0,110000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2019-09-30,18078000000.0,1923000000.0,2460000000.0,,11856000000.0,1838000000.0,437000000.0,6661000000.0,412000000.0,88000000.0,127000000.0,2.0,168000000.0,2287000000.0,1271000000.0,1838000000.0,,28.601,2.2768,2.0,0.03475033738191633,0.022790131651731386,0.061852574688485214,0.15502699055330635,0.7817073170731708,9674000000.0,844000000.0,101000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2019-12-31,19067000000.0,2191000000.0,2496000000.0,,12119000000.0,1839000000.0,631000000.0,-4106000000.0,-187000000.0,-55000000.0,-55000000.0,2.0,,-1169000000.0,-814000000.0,1839000000.0,0.8778,32.4371,2.593,2.0,-0.015430316032675964,-0.00980752084753763,0.04554310764734535,0.15174519349781335,0.8778044871794872,9304000000.0,756000000.0,121000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2020-03-31,19051000000.0,2069000000.0,2080000000.0,,12211000000.0,2140000000.0,784000000.0,2257000000.0,289000000.0,27000000.0,-76000000.0,,,825000000.0,434000000.0,2140000000.0,,16.2431,1.2256,,0.02366718532470723,0.015169807359193743,0.128046078865751,0.17525182212758988,0.9947115384615385,9148000000.0,695000000.0,119000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2020-06-30,17906000000.0,1195000000.0,1584000000.0,,11740000000.0,2054000000.0,180000000.0,3116000000.0,-150000000.0,60000000.0,-22000000.0,,165000000.0,1154000000.0,850000000.0,2054000000.0,,36.4414,1.9648,,-0.012776831345826235,-0.008377080308276556,-0.04813863928112965,0.1749574105621806,0.7544191919191919,7928000000.0,364000000.0,120000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2020-09-30,18977000000.0,2420000000.0,1688000000.0,,11654000000.0,3148000000.0,1325000000.0,4930000000.0,-170000000.0,94000000.0,-18000000.0,,,1546000000.0,1243000000.0,3148000000.0,,73.9586,1.8468,,-0.014587266174703965,-0.008958212573114823,-0.034482758620689655,0.2701218465762828,1.433649289099526,6197000000.0,-218000000.0,126000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2020-12-31,19229000000.0,2595000000.0,1906000000.0,,11569000000.0,3160000000.0,1442000000.0,-3618000000.0,-169000000.0,-52000000.0,55000000.0,-1.21,,-1442000000.0,-888000000.0,3160000000.0,1.3615,,2.6675,-1.21,-0.01460800414901893,-0.008788808570388476,0.046710889994472087,0.27314374621834214,1.3614900314795384,6685000000.0,-200000000.0,129000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2021-03-31,30351000000.0,2552000000.0,3243000000.0,,18146000000.0,6177000000.0,668000000.0,2444000000.0,-70000000.0,39000000.0,-11000000.0,,,377000000.0,474000000.0,6177000000.0,,,4.2581,,-0.003857599470957787,-0.0023063490494547134,-0.028641571194762683,0.34040559903008927,0.7869256860931236,6872000000.0,-559000000.0,141000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2021-06-30,36784000000.0,2359000000.0,4273000000.0,,22638000000.0,6926000000.0,93000000.0,5863000000.0,310000000.0,81000000.0,109000000.0,1.33,235000000.0,1843000000.0,1121000000.0,6926000000.0,,152.4888,3.538,1.33,0.013693789203993285,0.008427577207481513,0.052873955312979705,0.30594575492534676,0.5520711443950386,9619000000.0,-99000000.0,162000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2021-09-30,37549000000.0,2841000000.0,4535000000.0,,23193000000.0,6685000000.0,581000000.0,10326000000.0,1355000000.0,122000000.0,400000000.0,5.6,242000000.0,3835000000.0,1825000000.0,6685000000.0,,30.6578,2.8387,5.6,0.05842279998275342,0.036086180723854167,0.13122215766027504,0.2882335187341008,0.6264608599779493,15015000000.0,1426000000.0,190000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2021-12-31,36811000000.0,6173000000.0,4073000000.0,,22837000000.0,6688000000.0,3847000000.0,-3990000000.0,523000000.0,-81000000.0,130000000.0,1.6799999999999997,-231000000.0,4000000.0,-922000000.0,6688000000.0,1.5156,20.9646,2.4848,1.6799999999999997,0.022901431886850288,0.014207709652006194,-0.13107769423558896,0.29285808118404344,1.5155904738521975,14643000000.0,2118000000.0,161000000.0,,,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2022-03-31,36860000000.0,6249000000.0,4056000000.0,,23668000000.0,5446000000.0,2385000000.0,6172000000.0,2009000000.0,37000000.0,552000000.0,7.85,256000000.0,2584000000.0,614000000.0,5446000000.0,,14.4143,2.8873,7.85,0.08488254182862938,0.05450352685838307,0.32550226830848994,0.2300997126922427,1.540680473372781,18371000000.0,4197000000.0,159000000.0,16.46,16.46,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2022-06-30,37301000000.0,6321000000.0,4749000000.0,,23790000000.0,4576000000.0,2579000000.0,13092000000.0,4380000000.0,70000000.0,1209000000.0,17.15,255000000.0,5805000000.0,1234000000.0,4576000000.0,,8.7227,2.2785,17.15,0.1841109709962169,0.11742312538537841,0.33455545371219064,0.1923497267759563,1.3310170562223627,25600000000.0,8267000000.0,148000000.0,32.28,32.28,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2022-09-30,35746000000.0,4283000000.0,4170000000.0,,22949000000.0,4228000000.0,1316000000.0,19185000000.0,6364000000.0,100000000.0,1719000000.0,25.11,253000000.0,8750000000.0,1874000000.0,4228000000.0,,7.2511,2.0851,25.11,0.2773105581942568,0.17803390589156828,0.3317174876205369,0.18423460717242582,1.0270983213429257,34459000000.0,13276000000.0,126000000.0,51.79,51.79,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2022-12-31,35740000000.0,3726000000.0,3887000000.0,,22541000000.0,4125000000.0,1032000000.0,-14155000000.0,-4908000000.0,-79000000.0,-1374000000.0,-18.98,-512000000.0,-5791000000.0,-1192000000.0,4125000000.0,0.9586,6.9172,2.2255,-18.98,-0.21773656891885898,-0.13732512590934526,0.34673260332038147,0.1829998669091877,0.9585798816568047,24294000000.0,7845000000.0,128000000.0,31.13,31.13,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2023-03-31,36109000000.0,3471000000.0,3935000000.0,,21838000000.0,5094000000.0,1192000000.0,4541000000.0,1222000000.0,28000000.0,335000000.0,5.0,244000000.0,2314000000.0,664000000.0,5094000000.0,,6.7637,2.0908,5.0,0.055957505266050006,0.03384197845412501,0.26910372164721424,0.2332631193332723,0.8820838627700127,22663000000.0,7058000000.0,119000000.0,28.28,28.28,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2023-06-30,35494000000.0,2342000000.0,3199000000.0,,22000000000.0,5010000000.0,91000000.0,9140000000.0,2324000000.0,70000000.0,640000000.0,9.55,243000000.0,4027000000.0,1359000000.0,5010000000.0,,8.3651,2.3752,9.55,0.10563636363636364,0.06547585507409703,0.25426695842450764,0.22772727272727272,0.73210378243201,18711000000.0,5002000000.0,119000000.0,20.680000000000003,20.680000000000003,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2023-09-30,36360000000.0,2785000000.0,3283000000.0,,22719000000.0,4880000000.0,98000000.0,14145000000.0,3625000000.0,114000000.0,1006000000.0,14.96,242000000.0,6099000000.0,2087000000.0,4880000000.0,,10.2489,2.6875,14.96,0.15955807914080725,0.0996974697469747,0.2562743018734535,0.21479818653990052,0.8483094730429486,13671000000.0,2263000000.0,133000000.0,10.530000000000005,10.530000000000005,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2023-12-31,36613000000.0,2605000000.0,2974000000.0,,23171000000.0,4807000000.0,240000000.0,-8464000000.0,-2277000000.0,-59000000.0,-628000000.0,-9.3,-487000000.0,-3992000000.0,-1248000000.0,4807000000.0,0.8759,10.7206,2.7081,-9.3,-0.09826938845971257,-0.06219102504574878,0.26902173913043476,0.20745759785939322,0.8759246805648958,19362000000.0,4894000000.0,153000000.0,20.210000000000004,20.210000000000004,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
2024-03-31,37514000000.0,3030000000.0,3352000000.0,,23590000000.0,4750000000.0,451000000.0,4811000000.0,1095000000.0,40000000.0,309000000.0,4.57,239000000.0,1946000000.0,774000000.0,4750000000.0,0.8759,10.7206,2.7081,4.57,0.04641797371767698,0.02918910273497894,0.22760340885470795,0.2013565069944892,0.9039379474940334,19632000000.0,4767000000.0,165000000.0,19.780000000000005,19.780000000000005,0.34334546,258.06,177.37,1.76815,63003.496,12.8736,2.2643,3.252
