report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-09-30,7179750000.0,2098831000.0,432698000.0,2638320000.0,4541430000.0,1496004000.0,,316599000.0,2235971000.0,767416000.0,564816000.0,,168224000.0,4.06,139046000.0,1009598000.0,514672000.0,494926000.0,1496004000.0,,,,4.06,767416000.0,0.12436963687649044,0.07866792019220725,0.25260434951973887,0.3432137536667515,0.10688617291688429,0.12710962968704917,0.22134723571996237,0.3432137536667515,0.32941254186456687,4.850567832529848,2757526000.0,557295000.0,767570000.0,143217000.0,767570000.0,,4.0,4.0,1.9490131193246218,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2012-12-31,7235286000.0,2132943000.0,485546000.0,2658892000.0,4576394000.0,1496066000.0,,335432000.0,-1524935000.0,-593042000.0,-416138000.0,,-148449000.0,-2.9899999999999984,-278077000.0,-661516000.0,-307558000.0,-969074000.0,1496066000.0,4.3932,,,-2.9899999999999984,-593042000.0,-0.09093141892940163,-0.05751507265918721,0.2728890083839639,0.38889657591962934,-0.0819652464325529,-0.09766091501631959,0.6354854469206884,0.38889657591962934,0.3269093526475212,4.39287523736165,2986508000.0,720477000.0,962378000.0,-5888000.0,962378000.0,,5.1800000000000015,5.1800000000000015,1.554551330142626,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2013-03-31,7266859000.0,2073575000.0,458132000.0,2637407000.0,4629452000.0,1496128000.0,,308109000.0,729741000.0,213726000.0,175989000.0,,30190000.0,1.27,139081000.0,276106000.0,183719000.0,92387000.0,1496128000.0,4.3932,,,1.27,213726000.0,0.03801508256268776,0.024218028724652563,0.241166386430254,0.29287925442040397,0.029411056413782076,0.03489073687716102,0.12660245210286938,0.29287925442040397,0.32317604761859503,4.526151851431465,2947607000.0,711297000.0,910694000.0,-153109000.0,910694000.0,,5.120000000000001,5.120000000000001,1.6428438092268094,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2013-06-30,7312502000.0,1862787000.0,432584000.0,2626335000.0,4686167000.0,1496192000.0,,369972000.0,1487759000.0,476585000.0,361323000.0,,101157000.0,2.0,139077000.0,520122000.0,542923000.0,-22801000.0,1496192000.0,,,,2.0,476585000.0,0.07710416636880418,0.049411678793386996,0.24286393159107086,0.32033750089900315,0.06517399926864978,0.07708788829636067,-0.015325734880447707,0.32033750089900315,0.31927842093548947,4.306185619440386,2928536000.0,685990000.0,864685000.0,-404562000.0,864685000.0,,4.340000000000002,4.340000000000002,1.7303318549529598,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2013-09-30,7342608000.0,1817552000.0,716875000.0,2678272000.0,4664336000.0,1246321000.0,,438794000.0,2193924000.0,613937000.0,456071000.0,,137974000.0,3.0,139072000.0,857900000.0,740460000.0,117440000.0,1246321000.0,,,,3.0,613937000.0,0.09777833329331334,0.06211294406565079,0.20787912434523712,0.27983512646746195,0.08361293425987061,0.10386950215517497,0.05352965736278923,0.27983512646746195,0.26720223414436695,2.5353820401046208,2886489000.0,577245000.0,711206000.0,-782048000.0,711206000.0,,3.280000000000002,3.280000000000002,1.752405069698512,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2013-12-31,8391434000.0,2718110000.0,745582000.0,3754176000.0,4637258000.0,2244189000.0,,347011000.0,-1491003000.0,-502642000.0,-444697000.0,,-43767000.0,-2.3199999999999994,-278166000.0,-588140000.0,-509504000.0,-1097644000.0,2244189000.0,3.6455,,,-2.3199999999999994,-502642000.0,-0.095896540584975,-0.052994160473644907,0.2982535917097417,0.3371166925888144,-0.05989941647637341,-0.07304306783151858,0.7361782638934998,0.3371166925888144,0.4839474103015187,3.6456218095393935,2920421000.0,548686000.0,801606000.0,-910618000.0,801606000.0,,3.950000000000001,3.950000000000001,2.7996160208381675,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2014-03-31,8327987000.0,2165656000.0,754460000.0,3749896000.0,4578091000.0,2244262000.0,,420140000.0,709424000.0,186277000.0,145810000.0,,21869000.0,,138473000.0,,595314000.0,,2244262000.0,3.6455,,,,186277000.0,0.031849519810768286,0.017508432710089485,0.20553293939872347,0.262574990414759,0.022367590151137363,0.02730392285476873,,0.262574990414759,0.4902178659183489,2.8704715955782945,2900104000.0,518507000.0,774157000.0,,774157000.0,,,,2.898975272457654,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2014-06-30,8362322000.0,2076864000.0,800216000.0,3815374000.0,4546948000.0,2244336000.0,,980817000.0,1401668000.0,320043000.0,235523000.0,,44759000.0,,137808000.0,,817375000.0,,2244336000.0,,,,,320043000.0,0.05179804123557164,0.028164784852819588,0.16803051792578558,0.22833010384770144,0.03827202540155713,0.047125550926746695,,0.22833010384770144,0.4935917454960998,2.595379247603147,2814013000.0,392707000.0,617615000.0,,617615000.0,,,,3.633875472584053,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2014-09-30,8036512000.0,1771705000.0,871747000.0,3563598000.0,4472914000.0,1994466000.0,,468823000.0,2139350000.0,410459000.0,288168000.0,,73753000.0,,137585000.0,,1024325000.0,,1994466000.0,,,,,410459000.0,0.06442511526043201,0.03585734706798173,0.13469885712950194,0.19186154673148387,0.05107427202248936,0.06346604034400329,,0.19186154673148387,0.44589857976254405,2.032361453495108,2759439000.0,224804000.0,414137000.0,,414137000.0,,,,4.81595703837136,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2014-12-31,8021289000.0,899059000.0,856646000.0,3569726000.0,4451563000.0,1994526000.0,,233623000.0,-1435771000.0,-344217000.0,-282490000.0,,-12201000.0,2.0,-276343000.0,,-404250000.0,,1994526000.0,1.0496,,,2.0,-344217000.0,-0.06345860993093887,-0.03521753174583287,0.19675143180911162,0.23974366385725857,-0.04291292833358828,-0.05339935579542882,,0.23974366385725857,0.4480507183656617,1.049510532938927,2814671000.0,387011000.0,572562000.0,,572562000.0,,,,3.483510956018737,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2015-03-31,7535829000.0,843797000.0,771058000.0,3355983000.0,4179846000.0,1994587000.0,,184775000.0,620056000.0,-269530000.0,-255709000.0,,-31409000.0,,137151000.0,,197032000.0,,1994587000.0,1.0496,,,,-269530000.0,-0.06117665579066789,-0.03393243132241987,-0.41239662224057183,-0.43468654444114724,-0.03576646975402441,-0.04365259125817707,,-0.43468654444114724,0.47719150418460393,1.0943366128099312,2725303000.0,-14508000.0,116755000.0,,116755000.0,,,,17.08352533082095,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2015-06-30,7875642000.0,822430000.0,1033706000.0,3617872000.0,4257770000.0,1994648000.0,374978000.0,95854000.0,1254088000.0,-135409000.0,-165323000.0,,-15767000.0,,137155000.0,,686111000.0,,2369626000.0,,,,,-135409000.0,-0.03882854170140707,-0.020991685503226276,-0.13182727208935896,-0.10797408156365422,-0.017193391979980807,-0.02043170500148173,,-0.10797408156365422,0.556541569882826,0.7956130659974886,2577723000.0,-415354000.0,-338697000.0,,-338697000.0,,,,-6.996300528200722,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2015-09-30,7850496000.0,841077000.0,890417000.0,3474343000.0,4376153000.0,1994710000.0,492996000.0,141131000.0,1863830000.0,46025000.0,-28901000.0,,7578000.0,,137156000.0,,758342000.0,,2487706000.0,,,,,46025000.0,-0.006604202366781966,-0.0036814234412704625,-0.015506242522118433,0.024693775719888615,0.00586268689264984,0.0067054116350583545,,0.024693775719888615,0.5684686984207362,0.9445877605661168,2302203000.0,-732423000.0,-703131000.0,,-703131000.0,,,,-3.538040564276074,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2015-12-31,7164889000.0,669595000.0,625723000.0,3052119000.0,4112770000.0,1994773000.0,286589000.0,119028000.0,-1318581000.0,64840000.0,175648000.0,,-67465000.0,-2.0,-274305000.0,,-810830000.0,,2281362000.0,1.0702,,,-2.0,64840000.0,0.04270795595182809,0.024515104141878543,-0.1332098672739862,-0.04917407425103198,0.00904968660365848,0.01014054761459413,,-0.04917407425103198,0.5547020621138551,1.0701140920183532,2419393000.0,-274285000.0,-294074000.0,,-294074000.0,,,,-7.757782054856941,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2016-03-31,6944599000.0,615034000.0,380987000.0,2749819000.0,4194780000.0,1980049000.0,,128928000.0,470543000.0,111569000.0,87425000.0,,-4229000.0,,137206000.0,,58114000.0,,1980049000.0,1.0702,,,,111569000.0,0.02084137904729211,0.012588919821000464,0.18579598463902341,0.23710691690238725,0.01606557844448614,0.018068354605447375,,0.23710691690238725,0.47202690009964765,1.6143175488927444,2269880000.0,68849000.0,87025000.0,,87025000.0,,,,22.752645791439242,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2016-06-30,6505278000.0,546417000.0,627988000.0,2887201000.0,3618077000.0,1980324000.0,327300000.0,103279000.0,859290000.0,-515100000.0,-502512000.0,,-80407000.0,,137166000.0,,533412000.0,,2307624000.0,,,,,-515100000.0,-0.1388892497312799,-0.07724681404853105,-0.5847990783088364,-0.5994483818035821,-0.07918185817731387,-0.08692642440109617,,-0.5994483818035821,0.6378040047240564,0.8701073905870813,1875082000.0,-268340000.0,-292666000.0,,-292666000.0,,,,-7.884838006464707,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2016-09-30,6409175000.0,477123000.0,479881000.0,2776247000.0,3632928000.0,1980602000.0,182100000.0,81329000.0,1208468000.0,-461029000.0,-488585000.0,,-59588000.0,,137167000.0,,598236000.0,,2162702000.0,,,,,-461029000.0,-0.13448793920496085,-0.07623212035870451,-0.4043011482306524,-0.3814987240042765,-0.07193265903957997,-0.07954769369335171,,-0.3814987240042765,0.5953054946313276,0.9942527418255775,1219720000.0,-728024000.0,-799720000.0,,-799720000.0,,,,-2.7043240134046918,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2016-12-31,6371877000.0,505807000.0,340499000.0,2621743000.0,3750134000.0,1980884000.0,104200000.0,156233000.0,-937959000.0,507676000.0,531169000.0,,48428000.0,-2.0,-274371000.0,,-537089000.0,,2085084000.0,1.4855,,,-2.0,507676000.0,0.14164000539714047,0.08336146476148237,-0.566303004715558,-0.5412560676959227,0.07967448210315423,0.08700206230512725,,-0.5412560676959227,0.5560025321761836,1.4854874757341432,1600342000.0,-372503000.0,-356884000.0,,-356884000.0,,,,-5.842469822127078,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2017-03-31,6268943000.0,515503000.0,201583000.0,2494948000.0,3773995000.0,1981169000.0,,123316000.0,374226000.0,50859000.0,23539000.0,,923000.0,,137250000.0,,29487000.0,,1981169000.0,1.4855,,,,50859000.0,0.006237157176943796,0.0037548594715249447,0.06290049328480651,0.13590450690224623,0.008112850922396327,0.008837106987741792,,0.13590450690224623,0.5249527357614411,2.557274174905622,1504025000.0,-436389000.0,-417594000.0,,-417594000.0,,,,-4.744246804312323,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2017-06-30,6193263000.0,580176000.0,157091000.0,2401445000.0,3791818000.0,1981458000.0,,160969000.0,773515000.0,71683000.0,39488000.0,,-22046000.0,,137235000.0,,71889000.0,,1981458000.0,,,,,71683000.0,0.010414001937856722,0.00637596045896969,0.05105007659838529,0.0926717646070212,0.011574351032727014,0.012416347321693957,,0.0926717646070212,0.5225614731508738,3.693247862703783,1418250000.0,105611000.0,169189000.0,,169189000.0,,,,11.71150606717931,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2017-09-30,6198228000.0,648477000.0,180970000.0,2393466000.0,3804762000.0,1971852000.0,,276686000.0,1139538000.0,130264000.0,50287000.0,,-36646000.0,,137237000.0,,100613000.0,,1971852000.0,,,,,130264000.0,0.01321685824238152,0.008113125235147851,0.044129287483173005,0.1143129935114055,0.021016329183114916,0.022550234445299615,,0.1143129935114055,0.5182589607444565,3.5833397800740454,1349320000.0,644483000.0,760482000.0,,760482000.0,,,,2.5928976622720854,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2017-12-31,6250570000.0,886653000.0,223288000.0,2476309000.0,3774261000.0,1972225000.0,0.0,376037000.0,-801533000.0,-128927000.0,-94968000.0,,17983000.0,0.0,-274457000.0,,-62408000.0,,1972225000.0,3.9709,,,0.0,-128927000.0,-0.025162011848147228,-0.015193494353314978,0.1184829570335844,0.1608505201906846,-0.020626438868775167,-0.022435798155603266,,0.1608505201906846,0.5225460030453644,3.9708940919350795,1485746000.0,18346000.0,123879000.0,,123879000.0,,,,15.920575723084623,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2018-03-31,6193083000.0,879969000.0,195026000.0,2413451000.0,3779632000.0,1972638000.0,,429684000.0,295510000.0,512000.0,19321000.0,,-44463000.0,,137495000.0,,31483000.0,,1972638000.0,3.9709,,,,512000.0,0.005111873325233779,0.0031197708798671032,0.06538188216980813,0.0017325978816283712,8.267287875844712e-05,8.900833931647853e-05,,0.0017325978816283712,0.5219127153119669,4.512059930470809,1407030000.0,14128000.0,73532000.0,,73532000.0,,,,26.826932491976283,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2018-06-30,6112779000.0,844193000.0,199362000.0,2402049000.0,3710730000.0,1973059000.0,,144168000.0,,-51863000.0,-49953000.0,,-54475000.0,,137362000.0,130767000.0,90432000.0,40335000.0,1973059000.0,,,,,-51863000.0,-0.013461771672959229,-0.008171896939182653,,,-0.008484357114824533,-0.009124722962094475,,,0.5317172092822706,4.234472968770378,,-75313000.0,-50014000.0,,-50014000.0,,,,-39.450133962490504,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2018-09-30,6068323000.0,814435000.0,208317000.0,2407184000.0,3661139000.0,1973488000.0,,201853000.0,,-74906000.0,-101065000.0,,-59257000.0,,137386000.0,188756000.0,159751000.0,29005000.0,1973488000.0,,,,,-74906000.0,-0.027604797304882443,-0.016654518884377117,,,-0.01234377273589425,-0.013293870206492817,,,0.5390366222096457,3.909594512209757,,-226665000.0,-255184000.0,,-255184000.0,,,,-7.733588312746881,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2018-12-31,6035694000.0,785938000.0,236846000.0,2451041000.0,3584653000.0,1973922000.0,,154073000.0,,14074000.0,-48575000.0,,111842000.0,-1.0,-274844000.0,-87465000.0,-59260000.0,-146725000.0,1973922000.0,3.3188,,,-1.0,14074000.0,-0.01355082346882669,-0.00804795604283451,,,0.00233179481928673,0.0025319438884966023,,,0.5506591572461825,3.3183503204613967,,-180272000.0,-112183000.0,,-112183000.0,,,,-17.595553693518625,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2019-03-31,6112484000.0,732802000.0,273257000.0,2600608000.0,3511876000.0,1974365000.0,,122840000.0,233542000.0,-49127000.0,-73328000.0,29925000.0,-4062000.0,-0.53,137522000.0,2862000.0,85890000.0,-83028000.0,1974365000.0,3.3188,,,-0.53,-49127000.0,-0.02088000829186452,-0.01199643221969988,-0.31398206746538093,-0.2103561671990477,-0.008037158052274656,-0.008954582928456844,-0.35551635251903296,-0.2103561671990477,0.562196672092067,2.6817318495043128,,-272921000.0,-161822000.0,-160413000.0,-161822000.0,,,,-12.200844137385522,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2019-06-30,5977236000.0,590664000.0,269449000.0,2578339000.0,3398897000.0,1974816000.0,,147509000.0,,-160626000.0,-187316000.0,61084000.0,-31416000.0,,137607000.0,-2683000.0,172335000.0,-175018000.0,1974816000.0,,,,,-160626000.0,-0.05511081977476811,-0.03133823058015444,,,-0.026872955995045203,-0.029891064148755246,,,0.5810167239548595,2.1921179889329707,,-410284000.0,-270585000.0,-375766000.0,-270585000.0,,,,-7.298320306003658,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2019-09-30,5871034000.0,514422000.0,279206000.0,2565710000.0,3305324000.0,1975275000.0,,209132000.0,,-233461000.0,-282444000.0,92182000.0,-38898000.0,,137636000.0,-14211000.0,249819000.0,-264030000.0,1975275000.0,,,,,-233461000.0,-0.08545122959201579,-0.04810805047288093,,,-0.03976488638968877,-0.044211082871469694,,,0.5976040472885563,1.8424460792389847,,-591663000.0,-429140000.0,-668801000.0,-429140000.0,,,,-4.602868527753181,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2019-12-31,5834044000.0,476795000.0,302594000.0,2601834000.0,3232210000.0,1975741000.0,,156281000.0,,160884000.0,185874000.0,-60359000.0,29576000.0,-1.47,-275113000.0,23121000.0,-181954000.0,-158833000.0,1975741000.0,1.5757,,,-1.47,160884000.0,0.057506783284501935,0.031860232799066995,,,0.027576754649090752,0.030891995719621788,,,0.6112662852970568,1.575692181603072,,-357214000.0,-282330000.0,-680909000.0,-282330000.0,122832000.0,,,-6.997984627917685,-2.2985052754982416,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2020-03-31,5378333000.0,844070000.0,2684247000.0,3006845000.0,2371488000.0,,,499138000.0,229170000.0,-846437000.0,-861940000.0,32321000.0,-15899000.0,-6.25,137831000.0,-22841000.0,74850000.0,-97691000.0,0.0,1.5757,,,-6.25,-846437000.0,-0.36345956631448273,-0.16026155316154653,-3.761138019810621,-3.69348954924292,-0.15737906150474507,-0.35692232050088385,-0.42628179953746126,-3.69348954924292,0.0,0.31445317811661894,,-1145826000.0,-1079640000.0,-695572000.0,-1079640000.0,125228000.0,,,-0.0,-8.621394576292841,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2020-06-30,5280633000.0,784959000.0,196615000.0,,2230689000.0,,,485883000.0,,-929919000.0,-1000000000.0,42655000.0,-19848000.0,,137937000.0,32733000.0,118379000.0,-85646000.0,0.0,,,,,-929919000.0,-0.4482919851220856,-0.18937123636503428,,,-0.1760999107493363,-0.4168752345127447,,,0.0,3.9923657910128934,,-1958510000.0,-1848933000.0,-606200000.0,-1848933000.0,106799000.0,,,-0.0,-17.312268841468555,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2020-09-30,5101873000.0,652286000.0,187855000.0,,2132104000.0,,,422701000.0,,-1019137000.0,-1100000000.0,42753000.0,-19753000.0,,137976000.0,7440000.0,162621000.0,-155181000.0,0.0,,,,,-1019137000.0,-0.5159223002255049,-0.2156070917484618,,,-0.19975742242113828,-0.4779959138953822,,,0.0,3.4722844747278487,,-2776066000.0,-2634609000.0,-497351000.0,-2634609000.0,57370000.0,,,-0.0,-45.92311312532683,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2020-12-31,4948453000.0,625315000.0,201439000.0,4948453000.0,1982566000.0,,,405869000.0,504517000.0,1642352000.0,1707036000.0,-75144000.0,34314000.0,-2.84,,-8953000.0,-166322000.0,-175275000.0,0.0,3.1048,,,-2.84,1642352000.0,0.86102354221751,0.3449635674017718,3.383505412107025,3.2552956590164452,0.3318920074617259,0.8283971378506441,-0.3474114846476927,3.2552956590164452,0.0,3.1042399932485765,,-1254904000.0,-1153141000.0,-513793000.0,-1153141000.0,42585000.0,,,-0.0,-27.078572267230246,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2021-03-31,4679442000.0,581984000.0,776393000.0,4679442000.0,1620885000.0,,,311357000.0,134817000.0,-297211000.0,-361681000.0,32562000.0,-2200000.0,-2.62,,-49208000.0,40617000.0,-89825000.0,0.0,3.1048,,,-2.62,-297211000.0,-0.22313797709276106,-0.07729148047993757,-2.682755142155663,-2.204551354799469,-0.06351419677816286,-0.18336340949542995,-0.6662735411706239,-2.204551354799469,0.0,0.7495997516721558,,-754645000.0,-603915000.0,-505927000.0,-603915000.0,42826000.0,,,-0.0,-14.101597160603372,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2021-06-30,1765451000.0,333009000.0,260736000.0,876942000.0,888509000.0,316051000.0,,25623000.0,,,,,,,,,,,316051000.0,,,,,,,,,,,,,,0.3557093963032451,1.2771884204712813,,,,,,,,,,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
2021-09-30,1691733000.0,284682000.0,214755000.0,803912000.0,887821000.0,306145000.0,,27296000.0,,,,,,,,,,,306145000.0,,,,,,,,,,,,,,0.3448273920080737,1.3256129077320669,,,,,,,,,,,1.0659171,17.32,8.395,1.27317,1443.9507,2.0628,1.3493
