report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-09-29,16466500000.0,1780800000.0,2725200000.0,8187300000.0,8225200000.0,3438100000.0,1258600000.0,585700000.0,,1180400000.0,704700000.0,383000000.0,,85700000.0,2.11,181700000.0,840000000.0,192000000.0,4696700000.0,,2.0315,13.9653,2.11,896700000.0,0.04656421728347031,0.02325934473020982,,,,0.042795979716393893,0.05453532375269891,,0.5710134707970627,0.6534566270365477,,431700000.0,891400000.0,1558600000.0,1146300000.0,,2.4499999999999997,2.4499999999999997,4.09726947570444,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2012-12-29,16212200000.0,1748000000.0,2598700000.0,8220600000.0,7966900000.0,3422500000.0,1245600000.0,624000000.0,,-540900000.0,-359800000.0,-204100000.0,196300000.0,8300000.0,-1.1199999999999997,-363200000.0,-304100000.0,-84500000.0,4668100000.0,0.6726,1.9803,17.5078,-1.1199999999999997,-444300000.0,-0.025618496529390352,-0.012589284612822443,,,,-0.022193163173412616,-0.02847645429362881,,0.5859368135661298,0.6726440143148498,,443000000.0,867400000.0,1564000000.0,1140100000.0,,2.4400000000000004,2.4400000000000004,4.094465397772125,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2013-03-30,15942700000.0,1689700000.0,2614800000.0,8145800000.0,7771100000.0,3390800000.0,1260400000.0,511500000.0,,281400000.0,112000000.0,35600000.0,,3500000.0,0.0,182900000.0,118400000.0,80200000.0,4651200000.0,,2.3295,24.089,0.0,192200000.0,0.004581076038141318,0.0022329969202205396,,,,0.007025158850132035,0.00901604372781208,,0.5985253052978343,0.6462062108000612,,399100000.0,857600000.0,1592800000.0,1157100000.0,,2.0000000000000004,2.0000000000000004,4.019704433497537,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2013-06-29,16116900000.0,2071300000.0,2919900000.0,8106100000.0,7984500000.0,3295700000.0,1272400000.0,801600000.0,,775300000.0,472900000.0,314000000.0,,37600000.0,1.0,183500000.0,591000000.0,160900000.0,4568100000.0,,2.0795,15.8803,1.0,633800000.0,0.03932619450184733,0.01948265485298041,,,,0.0293418709553326,0.03767347003807976,,0.5721209844072891,0.7093736086852289,,528500000.0,929800000.0,1696200000.0,1278400000.0,,1.9900000000000004,1.9900000000000004,3.5732947434292868,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2013-09-28,15772800000.0,1596100000.0,2287900000.0,7454100000.0,8290600000.0,3253500000.0,638300000.0,406900000.0,,1276500000.0,651600000.0,435800000.0,,70300000.0,2.0,183900000.0,1030000000.0,238100000.0,3891800000.0,,2.1848,18.758,2.0,889700000.0,0.052565556172050276,0.027629843781700143,,,,0.04131162507608034,0.05348699763593381,,0.46942320218078304,0.6976266445211766,,581300000.0,876700000.0,1792300000.0,1271400000.0,,1.8800000000000006,1.8800000000000006,3.0610350794399874,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2013-12-31,15580100000.0,1537700000.0,2142100000.0,6916300000.0,8638900000.0,3213000000.0,586900000.0,442300000.0,,-672700000.0,-430800000.0,-218100000.0,183800000.0,-27400000.0,0.08000000000000007,-366100000.0,-571200000.0,-158700000.0,3799900000.0,0.7117,2.4535,18.1906,0.08000000000000007,-589500000.0,-0.025246269779717324,-0.01399862645297527,,,,-0.027650656927747576,-0.03463356593883654,,0.43985924133859633,0.7178469725969843,,567300000.0,805700000.0,1660500000.0,1126200000.0,,3.08,3.08,3.374089859705203,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2014-03-31,15365800000.0,1484300000.0,2071800000.0,6741100000.0,8600900000.0,3162300000.0,630400000.0,337600000.0,,292800000.0,204200000.0,163400000.0,,4800000.0,0.0,185500000.0,149700000.0,81200000.0,3792700000.0,,2.5819,15.4195,0.0,285400000.0,0.018998011835970656,0.010634005388590245,,,,0.013289252756120735,0.016476245804286083,,0.44096548035670685,0.7164301573510957,,695100000.0,897900000.0,1671900000.0,1219400000.0,,3.08,3.08,3.1103001476135805,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2014-06-30,15873000000.0,1800300000.0,2111700000.0,6887900000.0,8962000000.0,3208600000.0,451600000.0,506000000.0,,798000000.0,569000000.0,454300000.0,,41200000.0,2.0,185700000.0,576000000.0,158400000.0,3660200000.0,,3.2626,18.8979,2.0,727400000.0,0.050691809863869675,0.02862092862092862,,,,0.03584703584703585,0.045079304717085766,,0.40841330060254405,0.8525358715726665,,835400000.0,994000000.0,1694600000.0,1313000000.0,,4.08,4.08,2.787661843107388,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2014-09-30,14833400000.0,1811900000.0,2619800000.0,6411000000.0,8398000000.0,2345800000.0,1108700000.0,722100000.0,,1299400000.0,572100000.0,419900000.0,,41900000.0,2.0,185900000.0,1058400000.0,233000000.0,3454500000.0,,3.2766,24.7074,2.0,805100000.0,0.05,0.028307737942750818,,,,0.038568365984871976,0.04826829782746256,,0.4113479399857109,0.6916176807389877,,819500000.0,914500000.0,1717500000.0,1228400000.0,,4.08,4.08,2.812194724845327,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2014-12-31,13996300000.0,1578900000.0,2325300000.0,6110200000.0,7863300000.0,2337100000.0,849400000.0,624600000.0,,-737200000.0,-618800000.0,-523600000.0,145000000.0,-18900000.0,-2.0,-371000000.0,-511500000.0,-159600000.0,3186500000.0,0.6783,3.3362,26.9123,-2.0,-778400000.0,-0.06658781936337162,-0.03740988689868036,,,,-0.04421168451662225,-0.05600101359300621,,0.40523698701562955,0.6790091601083731,,514000000.0,726500000.0,1653000000.0,1039500000.0,,2.0,2.0,3.0654160654160654,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2015-03-31,12951700000.0,1278100000.0,2254100000.0,5666600000.0,7261100000.0,2310100000.0,941200000.0,317600000.0,,245200000.0,125300000.0,81100000.0,,12800000.0,0.0,186900000.0,-202600000.0,77500000.0,3251300000.0,,3.4401,32.1161,0.0,202800000.0,0.011169106609191445,0.0062617262598732215,,,,0.009674405676474903,0.011919257258095202,,0.44776962168266515,0.5670112239918371,,431700000.0,647600000.0,1605400000.0,956900000.0,,2.0,2.0,3.397742710837078,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2015-06-30,13397200000.0,1476200000.0,2349500000.0,5765800000.0,7607100000.0,2305200000.0,832400000.0,413800000.0,,671000000.0,439600000.0,310100000.0,,71200000.0,1.0,186700000.0,198100000.0,158900000.0,3137600000.0,,3.3627,34.9859,1.0,598500000.0,0.04076454890825676,0.023146627653539545,,,,0.032812826560773896,0.04091319441212877,,0.4124567837940871,0.6283038944456267,,287500000.0,518200000.0,1478400000.0,828000000.0,,1.0000000000000002,1.0000000000000002,3.7893719806763286,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2015-09-30,12645300000.0,1351600000.0,1413300000.0,5372600000.0,7250300000.0,2953900000.0,48200000.0,393600000.0,,1102500000.0,447700000.0,326700000.0,,43900000.0,1.0,186600000.0,461500000.0,241900000.0,3002100000.0,,4.1511,36.4691,1.0,689600000.0,0.04506020440533495,0.0258356859860976,,,,0.03540445857354116,0.04366782411923062,,0.414065624870695,0.9563433099837261,,194300000.0,393800000.0,1281500000.0,712500000.0,,2.220446049250313e-16,2.220446049250313e-16,4.213473684210526,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2015-12-31,12276300000.0,1258800000.0,1217200000.0,5213200000.0,7043000000.0,2908700000.0,28700000.0,430900000.0,,-614700000.0,-490800000.0,-358400000.0,120300000.0,-76100000.0,-1.0,-373800000.0,239400000.0,-163900000.0,2937400000.0,1.0345,4.8524,43.8026,-1.0,-654700000.0,-0.050887405934970896,-0.029194464130071766,,,,-0.039979472642408545,-0.049176385716003364,,0.4170665909413602,1.0341767992113047,,359500000.0,521800000.0,1404000000.0,836200000.0,,1.0,1.0,3.5127959818225305,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2016-03-31,15210300000.0,3762800000.0,1221900000.0,5291000000.0,9898800000.0,2973400000.0,63500000.0,2602900000.0,,243200000.0,243300000.0,158800000.0,,20600000.0,0.0,204800000.0,-93400000.0,67500000.0,3036900000.0,,5.858,43.3047,0.0,310800000.0,0.016042348567503133,0.010440293748315286,,,,0.01599573972899943,0.01880841392425613,,0.30679476300157593,3.079466404779442,,437200000.0,639800000.0,1402000000.0,944200000.0,,1.0000000000000002,1.0000000000000002,3.2163736496504978,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2016-06-30,15322200000.0,4070700000.0,1667600000.0,5450300000.0,9852300000.0,2680300000.0,347000000.0,2990300000.0,,667200000.0,511100000.0,331100000.0,,41800000.0,1.0,210200000.0,264400000.0,137700000.0,3027300000.0,,6.1906,51.6525,1.0,648800000.0,0.03360636602620708,0.021609168396183317,,,,0.03335682865384866,0.03968290940712445,,0.3072683535824122,2.441053010314224,,458200000.0,711300000.0,1398200000.0,994500000.0,,1.0000000000000002,1.0000000000000002,3.0440422322775262,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2016-09-30,22196800000.0,10947700000.0,1605700000.0,12256400000.0,9919500000.0,9560700000.0,326900000.0,9981500000.0,,1073500000.0,800300000.0,537500000.0,,57500000.0,2.0,212600000.0,630200000.0,204300000.0,9887600000.0,,6.8607,38.8932,2.0,1004600000.0,0.054186198901154295,0.024215202191306854,,,,0.036054746630144886,0.04040470336394525,,0.9967841121024246,6.818023292022171,,669000000.0,1063900000.0,1369200000.0,1309500000.0,,2.0,2.0,7.550668193967163,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2016-12-31,29341500000.0,2169600000.0,3157500000.0,17719800000.0,11418700000.0,11387700000.0,684800000.0,560900000.0,,-102000000.0,1754700000.0,948500000.0,271600000.0,930800000.0,6.0,-414200000.0,325700000.0,-21100000.0,12072500000.0,0.6871,4.3086,13.205,6.0,1733600000.0,0.08306549782374525,0.03232622735715625,,,,0.05980266857522622,0.07469605639558644,,1.057256955695482,0.687125890736342,,1975900000.0,3309400000.0,1881900000.0,3697800000.0,,9.0,9.0,3.264779057818162,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2017-03-31,29542900000.0,2279200000.0,3048700000.0,17732600000.0,11598300000.0,11443100000.0,843000000.0,395000000.0,,1075800000.0,369200000.0,201300000.0,,64600000.0,0.0,216500000.0,-118300000.0,197100000.0,12286100000.0,,3.0928,12.593,0.0,566300000.0,0.01735599182638835,0.006813819902582346,,,,0.01249708051680776,0.015457788347205707,,1.0593017942284646,0.7475973365696854,,2018400000.0,3435300000.0,2714500000.0,3953300000.0,,9.0,9.0,3.1078086661776236,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2017-06-30,30118600000.0,2489000000.0,3308100000.0,17812800000.0,12095900000.0,11185100000.0,686600000.0,502900000.0,,2411000000.0,906700000.0,524600000.0,,187600000.0,2.0,216400000.0,818500000.0,396000000.0,11871700000.0,,2.1192,10.3542,2.0,1302700000.0,0.043370067543547816,0.017417808264660377,,,,0.030104320917970953,0.03783023748727449,,0.9814647938557693,0.7523956349566217,,2211900000.0,3830900000.0,4458300000.0,4607200000.0,,10.0,10.0,2.5767711408230594,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2017-09-30,30677700000.0,2916400000.0,4256200000.0,17981100000.0,12488200000.0,10574200000.0,1745000000.0,971300000.0,,3704600000.0,1413400000.0,804600000.0,,332900000.0,3.0,216500000.0,1145400000.0,604300000.0,12319200000.0,,1.6482,9.3866,3.0,2017700000.0,0.06442882080684166,0.0262275203160602,,,,0.04607255433099613,0.056974934898457716,,0.986467225060457,0.6852121610826559,,2479000000.0,4444000000.0,7089400000.0,5620300000.0,,11.0,11.0,2.1919114638008645,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2017-12-31,30246900000.0,2189700000.0,3399300000.0,16811900000.0,13226100000.0,10598700000.0,714800000.0,418600000.0,,-2405800000.0,-964200000.0,-116300000.0,349300000.0,-638300000.0,1.0,-432900000.0,20700000.0,-384600000.0,11313500000.0,0.6443,1.6138,11.3412,1.0,-1348800000.0,-0.008793219467567915,-0.003845022134499734,,,,-0.03187764696547415,-0.03929159399501214,,0.8553919900802202,0.6441620333598094,,1414200000.0,1725100000.0,4785600000.0,2537900000.0,,6.0,6.0,4.457819457031404,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2018-03-31,30184500000.0,2137000000.0,4128400000.0,16521000000.0,13445900000.0,9527000000.0,1591300000.0,197900000.0,,795800000.0,429500000.0,278100000.0,,74900000.0,,216600000.0,315200000.0,213700000.0,11118300000.0,,1.4586,9.7101,,643200000.0,0.020682884745535812,0.009213337971475426,,,,0.014229157348970498,0.017484794945489778,,0.8268914687748682,0.5176339501986241,,1491000000.0,1785400000.0,4505600000.0,2614800000.0,,,,4.252065167508031,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2018-06-30,30560900000.0,2887500000.0,4382000000.0,16764300000.0,13576600000.0,9455100000.0,1411000000.0,792900000.0,6688500000.0,2141900000.0,1020400000.0,702200000.0,,167100000.0,,216600000.0,1297800000.0,429600000.0,10866100000.0,,1.3523,8.5073,,1450000000.0,0.05172134407730949,0.02297707201031383,0.10498617029229274,0.3202362263586753,0.15256036480526278,0.033389069039197146,0.04174661555392817,0.21679001270838005,0.8003550226124361,0.6589456869009584,,1668600000.0,1899100000.0,4236500000.0,2762100000.0,,,,3.933999493139278,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2018-09-30,30470300000.0,2812300000.0,4422600000.0,16380300000.0,13864100000.0,8970300000.0,1602000000.0,750100000.0,10313600000.0,3362100000.0,1490100000.0,1040500000.0,,231600000.0,,216600000.0,1791400000.0,644200000.0,10572300000.0,,1.2208,7.494,,2134300000.0,0.07504994914924157,0.034148006419365745,0.10088620850139622,0.3259870462302203,0.14447913434688178,0.048903358352231516,0.06097870390073824,0.20694035060502639,0.7625666289192952,0.6358929136706915,,1904500000.0,1975800000.0,3894000000.0,2878700000.0,,,,3.672595268697676,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2018-12-31,30109800000.0,2766300000.0,4300900000.0,16374000000.0,13507400000.0,8893800000.0,1594500000.0,1057900000.0,-3664100000.0,-2115000000.0,-1308200000.0,-904300000.0,306200000.0,-248400000.0,,-433200000.0,-1073100000.0,-430000000.0,10488300000.0,0.6431,1.1294,10.8938,,-1738200000.0,-0.06694848749574307,-0.03003341104889438,0.24680003275019788,0.5772222373843509,0.3570317404000983,-0.04344764827398388,-0.05451810115979113,0.4743866160858055,0.7764854820320714,0.6431909600316212,,1116500000.0,1631800000.0,4184800000.0,2489300000.0,,,,4.21335315148837,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2019-03-31,29823600000.0,2338000000.0,4202400000.0,15935500000.0,13647300000.0,8484800000.0,1641100000.0,234400000.0,2800100000.0,890300000.0,222100000.0,151400000.0,,32200000.0,,216900000.0,-98500000.0,212900000.0,10125900000.0,,1.2205,13.2451,,435000000.0,0.011093769463556894,0.005076516584181655,0.054069497517945785,0.317952930252491,0.07931859576443698,0.007447122413122493,0.009342452846061952,0.15535159458590764,0.741970939306676,0.5563487530934704,16138100000.0,989800000.0,1424400000.0,4279300000.0,2281100000.0,,,,4.4390425671825,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2019-06-30,30061600000.0,2600400000.0,4080300000.0,15916600000.0,13899400000.0,8517900000.0,1034700000.0,490200000.0,6420100000.0,2078800000.0,690800000.0,480800000.0,,102600000.0,,216900000.0,828000000.0,429700000.0,9552600000.0,,1.1511,13.6374,,1120500000.0,0.034591421212426435,0.015993826010591586,0.07488979922431115,0.32379557950810733,0.10759957010015421,0.022979482130026346,0.02945590994371482,0.17452999174467687,0.6872670762766738,0.6373060804352622,15869700000.0,768400000.0,1094800000.0,4216200000.0,1951600000.0,,,,4.894753023160484,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2019-09-30,28751600000.0,2286900000.0,3888600000.0,15345100000.0,13162400000.0,8058500000.0,1193800000.0,410200000.0,9918100000.0,3235000000.0,453500000.0,78000000.0,,193300000.0,,216900000.0,1288200000.0,641400000.0,9252300000.0,,1.19,81.2273,,1094900000.0,0.0059259709475475595,0.002712892499895658,0.007864409513918997,0.32617134330164044,0.04572448352002904,0.01577303523977796,0.020232258294779766,0.11039412790756294,0.7029341153589012,0.5881036877025151,15474200000.0,-194100000.0,58200000.0,4089100000.0,912200000.0,,,,10.14284148213111,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2019-12-31,28859800000.0,2184400000.0,3695500000.0,15186700000.0,13419400000.0,8109500000.0,928200000.0,523400000.0,-6129200000.0,-2002900000.0,-602000000.0,-468500000.0,280900000.0,-94400000.0,,-433800000.0,-120400000.0,-425000000.0,9037700000.0,0.5909,1.1078,48.4899,,-1027000000.0,-0.034912142122598626,-0.016233653732874102,0.07643738171376363,0.3267800039156823,0.09821836455002284,-0.020859465415560746,-0.02680666693384275,0.16755857208118516,0.6734801854032222,0.5910972804762549,13009100000.0,241700000.0,764400000.0,4201200000.0,1623400000.0,,,,5.567143033140323,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2020-03-31,28461100000.0,2372500000.0,4003400000.0,15515100000.0,12686600000.0,8032100000.0,1445000000.0,666100000.0,2537800000.0,623800000.0,-92500000.0,-117000000.0,,-43300000.0,,216700000.0,-18100000.0,256500000.0,9477100000.0,,0.8176,,,164000000.0,-0.009222329071618874,-0.004110874140493516,-0.04610292379226101,0.24580345180865315,-0.036448892741744815,-0.0032500500683388905,-0.004173490888254218,0.06462290172590433,0.7470165371336686,0.5926212719188689,12746800000.0,-26700000.0,449800000.0,3934700000.0,1352400000.0,,,,7.007616089914227,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2020-06-30,28638800000.0,2542700000.0,3805700000.0,15370800000.0,13002900000.0,8073700000.0,613000000.0,780800000.0,5567600000.0,1670600000.0,365500000.0,78000000.0,,161200000.0,,217000000.0,1059900000.0,494200000.0,8686700000.0,,0.7556,,,859700000.0,0.005998661836974829,0.0027235778035392543,0.01400962712838566,0.3000574753933472,0.06564767583878152,0.012762406246071762,0.016851394216583063,0.15441123643939939,0.6680586638365288,0.6681293848700633,11894300000.0,-429500000.0,124500000.0,3526500000.0,1091600000.0,,,,7.957768413338219,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2020-09-30,28675300000.0,2640500000.0,4310500000.0,14899700000.0,13512700000.0,7129500000.0,1242100000.0,731300000.0,8946000000.0,2873100000.0,873800000.0,420800000.0,,265200000.0,,217000000.0,1493200000.0,714900000.0,8371600000.0,,0.7314,12.3203,,1588700000.0,0.0311410746926965,0.01467465030880235,0.04703778224904986,0.32116029510395705,0.09767493852000894,0.030472218250550125,0.039928167681854115,0.17758774871450927,0.6195356960489021,0.6125739473378958,10922200000.0,-86700000.0,544800000.0,3164600000.0,1585400000.0,,,,5.280433959883941,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2020-12-31,27331100000.0,2418800000.0,3909600000.0,14709800000.0,12365000000.0,7208200000.0,1020100000.0,770100000.0,-5327600000.0,-1399200000.0,-1555700000.0,-1330800000.0,274600000.0,-81300000.0,,-433900000.0,-839300000.0,-543600000.0,8228300000.0,0.6187,1.02,,,-2099300000.0,-0.10762636473918318,-0.048691783353030066,0.24979352804264585,0.2626323297544861,0.29200765823260005,-0.05692050448024412,-0.07554398760761995,0.3940423455214355,0.6654508693894056,0.6186822181297319,11723800000.0,-949000000.0,-408900000.0,3768300000.0,513100000.0,,,,16.03644513740012,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2021-03-31,27163600000.0,2365900000.0,3596300000.0,14329600000.0,12580800000.0,7181200000.0,1063500000.0,532700000.0,2256100000.0,731000000.0,177200000.0,84100000.0,,44300000.0,,217400000.0,-190900000.0,202300000.0,8244700000.0,,1.1772,,,379500000.0,0.006684789520539234,0.0030960550147992164,0.03727671645760383,0.3240104605292319,0.07854261779176455,0.0065234357743450795,0.00850879930854001,0.1682106289614822,0.6553398829963119,0.657870589216695,11442100000.0,-747900000.0,-139200000.0,3875500000.0,728600000.0,,,,11.315811144660994,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
