report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-03-31,1921900000.0,711300000.0,449200000.0,1150900000.0,771000000.0,524500000.0,,,,1565700000.0,,77500000.0,43500000.0,0.0,125900000.0,,29700000.0,,524500000.0,,18.5017,1.2582,0.0,,0.10051880674448768,0.04032467870336646,0.049498626812288435,,,,,,0.6802853437094682,1.5834817453250223,2418200000.0,,,,,0.74,0.74,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2013-06-30,2018200000.0,807000000.0,469500000.0,1202200000.0,816000000.0,524500000.0,,,,-619700000.0,,82200000.0,38100000.0,0.59,-253900000.0,,-14400000.0,,524500000.0,1.7188,15.4832,1.351,0.59,,0.10073529411764706,0.04072936279853335,-0.13264482814264966,,,,,,0.6427696078431373,1.718849840255591,2430800000.0,212100000.0,,,,1.0,1.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2013-09-30,1907200000.0,656600000.0,338100000.0,1069200000.0,838000000.0,524000000.0,,,,545200000.0,,44400000.0,24900000.0,0.0,123100000.0,-5400000.0,10500000.0,-15900000.0,524000000.0,,15.8673,1.5239,0.0,,0.05298329355608592,0.02328020134228188,0.08143800440205429,,,,-0.02916360968451944,,0.6252983293556086,1.9420289855072463,2480200000.0,238200000.0,,,,0.86,0.86,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2013-12-31,1939000000.0,687200000.0,343900000.0,1081500000.0,857500000.0,524100000.0,,240300000.0,,1065800000.0,,72000000.0,40000000.0,0.58,123600000.0,90900000.0,23700000.0,67200000.0,524100000.0,,18.8405,1.8783,0.58,,0.08396501457725948,0.037132542547705004,0.06755488834678176,,,,0.06305122912366298,,0.6111953352769679,1.9982553067752253,2557000000.0,276100000.0,,,,1.17,1.17,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2014-03-31,2129900000.0,814200000.0,493700000.0,1231000000.0,898900000.0,524100000.0,,244400000.0,,1672100000.0,,,66100000.0,0.0,124000000.0,,32800000.0,,524100000.0,,17.2345,1.7484,0.0,,,,,,,,,,0.5830459450439426,1.649179663763419,2663400000.0,,,,,1.17,1.17,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2014-06-30,2192100000.0,880600000.0,484400000.0,1230400000.0,961700000.0,524100000.0,,347600000.0,,-725100000.0,,,1500000.0,1.42,-246600000.0,,-26700000.0,,524100000.0,1.8179,19.1054,1.9643,1.42,,,,,,,,,,0.5449724446293023,1.8179190751445087,2558000000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2014-09-30,2078600000.0,775600000.0,364000000.0,1107600000.0,971000000.0,524200000.0,,331300000.0,,555800000.0,,32500000.0,17500000.0,0.0,123900000.0,17100000.0,6000000.0,11100000.0,524200000.0,,19.8886,1.9443,0.0,,0.03347064881565397,0.015635523910324255,0.05847427132061893,,,,0.019971212666426773,,0.5398558187435634,2.1307692307692307,2568600000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2014-12-31,2099800000.0,780400000.0,359700000.0,1117100000.0,982700000.0,524300000.0,,314100000.0,,1130400000.0,,67200000.0,34400000.0,0.0,124200000.0,70800000.0,13900000.0,56900000.0,524300000.0,,21.4652,2.1133,0.0,,0.06838302635595807,0.0320030479093247,0.059447983014861996,,,,0.050336164189667375,,0.5335300702147145,2.1695857659160414,2633200000.0,,,,,1.42,1.42,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2015-03-31,2281200000.0,932000000.0,530700000.0,1382500000.0,898700000.0,629300000.0,,310100000.0,,1764600000.0,,121200000.0,62300000.0,0.0,124400000.0,156600000.0,22900000.0,133700000.0,629300000.0,,25.4349,2.5085,0.0,,0.13486146656281295,0.05312993161493951,0.06868412104726283,,,,0.0757678794060977,,0.7002336708579059,1.7561710947804785,2725700000.0,,,,,1.42,1.42,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2015-06-30,2368100000.0,861400000.0,508900000.0,1440300000.0,927800000.0,689400000.0,,,,-756600000.0,,,37600000.0,2.0,-248500000.0,,7500000.0,,689400000.0,1.6927,20.881,2.2251,2.0,,,,,,,,,,0.7430480707048933,1.6926704657103557,2694200000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2015-09-30,2299500000.0,795500000.0,413000000.0,1375300000.0,924200000.0,734400000.0,,286300000.0,,594700000.0,59100000.0,33500000.0,18100000.0,0.0,121700000.0,-24600000.0,14900000.0,-39500000.0,734400000.0,,22.7229,2.3953,0.0,59100000.0,0.03624756546202121,0.01456838443139813,0.0563309231545317,0.0993778375651589,0.025701239399869538,0.03563246111178102,-0.06642004371952245,0.0993778375651589,0.7946331962778619,1.9261501210653753,2733100000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2015-12-31,2353600000.0,828200000.0,428400000.0,1412000000.0,941500000.0,754500000.0,,305100000.0,,1233700000.0,129300000.0,73800000.0,39200000.0,0.0,121900000.0,42600000.0,28700000.0,13900000.0,754500000.0,,21.7017,2.2777,0.0,129300000.0,0.07838555496548062,0.03135622025832767,0.05982005349760882,0.10480667909540407,0.05493711760707002,0.07623820754716981,0.011266920645213585,0.10480667909540407,0.8013807753584705,1.9332399626517274,2836400000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2016-03-31,2524000000.0,1003800000.0,581300000.0,1621500000.0,902600000.0,819500000.0,,354400000.0,,1922500000.0,229900000.0,137400000.0,68900000.0,1.0,121800000.0,161100000.0,43100000.0,118000000.0,819500000.0,,23.2379,2.4713,1.0,229900000.0,0.15222690006647463,0.054437400950871635,0.07146944083224968,0.11958387516254876,0.09108557844690966,0.13349979675977006,0.061378413524057214,0.11958387516254876,0.9079326390427653,1.7268191983485293,2994300000.0,,,,,3.0,3.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2016-06-30,2879800000.0,1289100000.0,693000000.0,1834300000.0,1045500000.0,897600000.0,,727700000.0,,-853900000.0,,,35200000.0,1.0,-243800000.0,,-29000000.0,,897600000.0,1.8604,25.0736,2.6607,1.0,,,,,,,,,,0.8585365853658536,1.8601731601731601,2897000000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2016-09-30,2942300000.0,885800000.0,641800000.0,1891000000.0,1051300000.0,1001000000.0,,227400000.0,,895300000.0,66000000.0,33700000.0,17900000.0,0.0,121600000.0,-87400000.0,7200000.0,-94600000.0,1001000000.0,,26.1154,2.5115,0.0,66000000.0,0.032055550271092935,0.011453624715358733,0.03764101418518932,0.07371830671283369,0.022431431193284165,0.032159041075866104,-0.10566290628839495,0.07371830671283369,0.9521544754113954,1.38018074166407,3197600000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2016-12-31,2967300000.0,899400000.0,638200000.0,1981500000.0,985800000.0,1081100000.0,,235700000.0,,1787900000.0,124900000.0,63800000.0,33400000.0,0.0,121500000.0,-5500000.0,19900000.0,-25400000.0,1081100000.0,,26.3981,2.2748,0.0,124900000.0,0.06471900994116454,0.02150102787045462,0.03568432238939538,0.06985849320431792,0.04209213763353891,0.06042866128017804,-0.014206611108003803,0.06985849320431792,1.0966727530939337,1.4092760890003133,3751800000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2017-03-31,3242000000.0,1118200000.0,885900000.0,2299700000.0,942300000.0,1141600000.0,,269500000.0,,2796800000.0,234600000.0,139700000.0,63800000.0,1.0,121300000.0,162100000.0,51700000.0,110400000.0,1141600000.0,,25.9589,2.1311,1.0,234600000.0,0.14825427146344053,0.04309068476249229,0.049949942791762014,0.08388157894736842,0.07236273904996915,0.1125773789529248,0.039473684210526314,0.08388157894736842,1.211503767377693,1.2622192121006885,4626100000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2017-06-30,3149800000.0,989600000.0,744900000.0,2146000000.0,1003800000.0,1102100000.0,,271100000.0,,-1337400000.0,,,46300000.0,1.0,-243600000.0,,6600000.0,,1102100000.0,1.3285,27.2021,2.1446,1.0,,,,,,,,,,1.0979278740785017,1.3285004698617264,4142600000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2017-09-30,3224500000.0,1034300000.0,609400000.0,2186600000.0,1037900000.0,1292400000.0,,288800000.0,,924800000.0,84400000.0,49900000.0,24400000.0,0.0,119800000.0,-93300000.0,29700000.0,-123000000.0,1292400000.0,,27.564,2.2655,0.0,84400000.0,0.04807784950380576,0.01547526748333075,0.053957612456747406,0.09126297577854671,0.026174600713288882,0.03621851263785779,-0.13300173010380623,0.09126297577854671,1.2452066673089892,1.6972431900229734,4172100000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2017-12-31,3249900000.0,1051200000.0,586000000.0,2175900000.0,1074000000.0,1222700000.0,,366500000.0,,1937600000.0,199500000.0,112000000.0,65800000.0,0.0,120100000.0,141800000.0,42100000.0,99700000.0,1222700000.0,,28.2289,2.4656,0.0,199500000.0,0.1042830540037244,0.03446259884919536,0.057803468208092484,0.10296242774566473,0.061386504200129234,0.08686376104846083,0.051455408753096614,0.10296242774566473,1.1384543761638735,1.7938566552901023,4321800000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2018-03-31,3484700000.0,1203000000.0,767300000.0,2323000000.0,1161800000.0,1203100000.0,,352100000.0,,3009500000.0,329500000.0,221100000.0,81900000.0,1.0,120300000.0,274800000.0,54800000.0,220000000.0,1203100000.0,,30.739,2.8796,1.0,329500000.0,0.1903081425374419,0.06344879042672252,0.07346735338096029,0.10948662568532978,0.09455620282951187,0.1393293585352446,0.0731018441601595,0.10948662568532978,1.0355482871406438,1.5678352665189625,4534500000.0,,,,,2.0,2.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2018-06-30,3304700000.0,991100000.0,777300000.0,2210400000.0,1094300000.0,1053400000.0,,263900000.0,,-1542000000.0,,,-39000000.0,2.0,-239800000.0,370300000.0,-49900000.0,320400000.0,1053400000.0,1.2751,31.9497,3.1567,2.0,,,,,,,,-0.2077821011673152,,0.9626245088184228,1.2750546764441013,4329900000.0,,,517100000.0,,3.0,3.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2018-09-30,3381700000.0,967900000.0,573300000.0,2147700000.0,1234000000.0,1143700000.0,,204700000.0,,972800000.0,100100000.0,76700000.0,12600000.0,0.0,119700000.0,-95500000.0,8700000.0,-104200000.0,1143700000.0,,33.3333,3.4613,0.0,100100000.0,0.06215559157212318,0.022680900138983353,0.07884457236842106,0.10289884868421052,0.029600496791554545,0.04209950792782941,-0.10711348684210527,0.10289884868421052,0.9268233387358185,1.688295831152974,4377900000.0,,,535900000.0,,3.0,3.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2018-12-31,3357600000.0,966400000.0,597900000.0,2234900000.0,1122600000.0,1194100000.0,,249800000.0,,1926200000.0,178300000.0,126600000.0,27000000.0,1.0,119400000.0,82100000.0,21000000.0,61100000.0,1194100000.0,,25.4005,2.6021,1.0,178300000.0,0.1127739176910743,0.03770550393137956,0.06572526217422905,0.09256567334648531,0.05310340719561592,0.07696292139681443,0.0317204859308483,0.09256567334648531,1.0636914306075183,1.6163237999665496,4366500000.0,,,497300000.0,,4.0,4.0,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2019-03-31,3602100000.0,1195400000.0,705200000.0,2336500000.0,1265600000.0,1174400000.0,,292100000.0,,3151000000.0,411900000.0,298800000.0,78400000.0,2.51,119100000.0,217900000.0,30900000.0,187000000.0,1174400000.0,,24.0216,2.7162,2.51,411900000.0,0.2360935524652339,0.08295161155992338,0.0948270390352269,0.13072040622024755,0.11434996252186225,0.16881147540983607,0.05934623928911457,0.13072040622024755,0.9279393173198482,1.6951219512195121,4508000000.0,,,464300000.0,,5.51,5.51,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2019-06-30,3880700000.0,1042300000.0,802600000.0,2753200000.0,1127500000.0,1470400000.0,,273200000.0,,-1687800000.0,,,7200000.0,0.5499999999999998,-239400000.0,412500000.0,-10000000.0,402500000.0,1470400000.0,1.2987,31.1655,3.4443,0.5499999999999998,,,,,,,,-0.23847612276336058,,1.3041241685144125,1.2986543732868179,4362200000.0,,,546400000.0,,4.06,4.06,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2019-09-30,4220100000.0,1095100000.0,1040900000.0,3076600000.0,1143400000.0,1368800000.0,,358300000.0,114600000.0,948600000.0,73100000.0,55900000.0,7900000.0,0.0,117100000.0,-86400000.0,14100000.0,-100500000.0,1368800000.0,,30.8721,3.2829,0.0,73100000.0,0.04888927759314326,0.013246131608255728,0.05892894792325532,0.07706093189964158,0.017321864410795952,0.02909800175145291,-0.10594560404807084,0.07706093189964158,1.1971313626027638,1.052070323758286,4338000000.0,,,550100000.0,,4.06,4.06,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2019-12-31,4384600000.0,1010600000.0,1124800000.0,3259200000.0,1125400000.0,1449300000.0,,234000000.0,114800000.0,1917200000.0,99900000.0,66000000.0,8300000.0,0.0,117100000.0,11500000.0,31600000.0,-20100000.0,1449300000.0,,33.6024,3.2535,0.0,99900000.0,0.05864581482139684,0.015052684395383844,0.03442520342165658,0.052107239724598374,0.022784290471194634,0.038800636967413676,-0.010484039223868142,0.052107239724598374,1.2878087791007642,0.8984708392603129,4329000000.0,,,468900000.0,,3.0599999999999996,3.0599999999999996,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2020-03-31,4913500000.0,1361000000.0,1255000000.0,3710900000.0,1202500000.0,1679900000.0,,402100000.0,114500000.0,3167100000.0,326100000.0,232800000.0,52000000.0,1.0,117100000.0,155600000.0,48500000.0,107100000.0,1679900000.0,,26.1574,2.4865,1.0,326100000.0,0.1935966735966736,0.04737966826091381,0.07350573079473335,0.10296485744056076,0.0663681693293986,0.11313488759367193,0.033816425120772944,0.10296485744056076,1.397006237006237,1.0844621513944224,4345100000.0,,,389000000.0,,1.5499999999999998,1.5499999999999998,,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2020-06-30,4889800000.0,1328000000.0,1341000000.0,3543200000.0,1346500000.0,1387600000.0,,476600000.0,,-1503900000.0,125800000.0,107800000.0,48800000.0,2.95,-234300000.0,517500000.0,-31500000.0,486000000.0,1387600000.0,0.9903,31.3204,3.199,2.95,125800000.0,0.08005941329372447,0.022045891447502967,-0.07168029789214708,-0.08364917880178203,0.025727023600147246,0.04601148458359241,-0.3231597845601436,-0.08364917880178203,1.0305235796509469,0.9903057419835943,4529000000.0,462500000.0,624900000.0,472500000.0,624900000.0,3.95,3.95,2.220515282445191,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2020-09-30,4749700000.0,1120000000.0,743900000.0,3335900000.0,1413800000.0,1776100000.0,,356600000.0,,1017400000.0,78600000.0,65800000.0,7800000.0,0.0,117400000.0,-44200000.0,14300000.0,-58500000.0,1776100000.0,,32.259,3.3158,0.0,78600000.0,0.04654123638421276,0.013853506537254985,0.06467466090033419,0.07725574995085512,0.016548413584015834,0.024640270854885734,-0.057499508551208965,0.07725574995085512,1.2562597255623142,1.5055787068154323,4597800000.0,472400000.0,630400000.0,514500000.0,630400000.0,3.95,3.95,2.8174175126903553,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2020-12-31,4858300000.0,1148500000.0,837900000.0,3424300000.0,1434000000.0,1770600000.0,,365600000.0,,2072300000.0,158100000.0,122100000.0,20900000.0,1.04,117600000.0,83300000.0,30100000.0,53200000.0,1770600000.0,,34.1421,3.7815,1.04,158100000.0,0.08514644351464436,0.02513224790564601,0.05892004053467162,0.07629204265791632,0.03254224728814606,0.04933533046246021,0.025671958693239395,0.07629204265791632,1.2347280334728032,1.370688626327724,4752900000.0,528500000.0,688600000.0,587800000.0,688600000.0,4.99,4.99,2.5713040952657567,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2021-03-31,5186800000.0,1378600000.0,1002600000.0,3597400000.0,1589300000.0,1737700000.0,,355800000.0,,3462100000.0,397300000.0,287100000.0,72700000.0,2.44,117700000.0,189500000.0,41500000.0,148000000.0,1737700000.0,,34.305,3.6751,2.44,397300000.0,0.18064556723085634,0.055352047505205525,0.08292654747118801,0.11475693942982583,0.07659828796174906,0.11941689209498046,0.0427486207792958,0.11475693942982583,1.0933744415780533,1.3750249351685617,5047900000.0,582800000.0,759800000.0,628700000.0,759800000.0,6.43,6.43,2.287049223479863,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2021-06-30,8119800000.0,1261300000.0,1288000000.0,6310600000.0,1809100000.0,3887600000.0,,274500000.0,,-1558100000.0,44700000.0,72500000.0,47300000.0,1.1700000000000004,-234900000.0,411500000.0,-34000000.0,377500000.0,3887600000.0,0.9793,34.2671,3.7563,1.1700000000000004,44700000.0,0.040075175501630644,0.00892879134954063,-0.04653103138437841,-0.028688787625954688,0.005505061701027119,0.007846648059402812,-0.24228226686348758,-0.028688787625954688,2.1489138245536457,0.9792701863354037,4993700000.0,547500000.0,678700000.0,520200000.0,678700000.0,4.65,4.65,5.72800942979225,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2021-09-30,8028400000.0,1211100000.0,966800000.0,6274500000.0,1753800000.0,4165900000.0,,316700000.0,,1192900000.0,103300000.0,67200000.0,11000000.0,0.57,118300000.0,-135400000.0,5700000.0,-141100000.0,4165900000.0,,35.3007,3.7478,0.57,103300000.0,0.0383167978104687,0.008370285486522844,0.0563333053902255,0.08659569117277223,0.012866822779134073,0.0174502086254371,-0.11828317545477408,0.08659569117277223,2.375356369027255,1.252689284236657,5169200000.0,548900000.0,703400000.0,437600000.0,703400000.0,5.220000000000001,5.220000000000001,5.922519192493603,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2021-12-31,8115900000.0,1266600000.0,1087800000.0,6367900000.0,1748100000.0,4156600000.0,,281200000.0,,2452500000.0,172100000.0,114400000.0,15700000.0,0.97,118500000.0,-94600000.0,11300000.0,-105900000.0,4156600000.0,,39.4901,3.966,0.97,172100000.0,0.06544248040729936,0.014095787281755567,0.04664627930682977,0.07017329255861365,0.021205288384529133,0.029146273307704033,-0.043180428134556574,0.07017329255861365,2.377781591442137,1.1643684500827358,5549400000.0,541200000.0,717400000.0,278500000.0,717400000.0,5.15,5.15,5.793978254809033,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2022-03-31,8349500000.0,1495100000.0,1176800000.0,6528400000.0,1821000000.0,4167000000.0,,277200000.0,,3986200000.0,418200000.0,291000000.0,62400000.0,2.46,118500000.0,-13900000.0,21900000.0,-35800000.0,4167000000.0,,32.9814,3.2953,2.46,418200000.0,0.15980230642504117,0.03485238637044134,0.07300185640459586,0.10491194621443982,0.05008683154679921,0.06983967935871743,-0.008980984396166776,0.10491194621443982,2.2883031301482704,1.2704792658055744,6073500000.0,545100000.0,738300000.0,94700000.0,738300000.0,5.17,5.17,5.644047135310849,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2022-06-30,8168800000.0,1328400000.0,1313400000.0,6249800000.0,1919100000.0,3793000000.0,,224700000.0,,-1922500000.0,66300000.0,66500000.0,44000000.0,0.5499999999999998,-236800000.0,687400000.0,-9900000.0,677500000.0,3793000000.0,1.0114,31.0167,2.9289,0.5499999999999998,66300000.0,0.03465165963211922,0.008140730584663598,-0.03459037711313394,-0.03448634590377113,0.00811624718440897,0.011606939654417815,-0.35240572171651496,-0.03448634590377113,1.976447293001928,1.011420740063956,5709100000.0,539100000.0,759900000.0,394700000.0,759900000.0,4.55,4.55,4.991446242926701,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2022-09-30,8090600000.0,1222000000.0,991700000.0,6186900000.0,1903700000.0,4064200000.0,,227100000.0,,1283300000.0,87500000.0,50400000.0,5000000.0,0.0,118900000.0,-204500000.0,5500000.0,-210000000.0,4064200000.0,,32.5287,2.929,0.0,87500000.0,0.026474759678520775,0.006229451462190691,0.03927374737006156,0.06818358918413465,0.010815019899636616,0.014661773823287923,-0.16364061404192318,0.06818358918413465,2.1348952040762725,1.2322274881516588,5799500000.0,522300000.0,744100000.0,325800000.0,744100000.0,3.98,3.98,5.461900282220132,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2022-12-31,8051300000.0,1282700000.0,1018900000.0,6264700000.0,1786600000.0,4105400000.0,,280000000.0,,2576200000.0,195400000.0,108000000.0,19300000.0,0.0,118900000.0,-81400000.0,15900000.0,-97300000.0,4105400000.0,,29.6359,2.7056,0.0,195400000.0,0.06045001679167133,0.013413982835070113,0.04192221100846208,0.07584814843568045,0.02426937264789537,0.03316361167684997,-0.03776880676966074,0.07584814843568045,2.2978842494122915,1.258906664049465,5923200000.0,515900000.0,767400000.0,334400000.0,767400000.0,3.01,3.01,5.349752410737556,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
