report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-02-02,4048744000.0,1491980000.0,767116000.0,4048744000.0,1970175000.0,614785000.0,,124060000.0,,-2540366000.0,-59545000.0,,-72741000.0,-1.0999999999999996,,,,,614785000.0,1.945,11.8334,0.5887,-1.0999999999999996,-0.030223203522529725,-0.014707030130825758,0.02343953587790106,,0.31204588424886115,1.9449209767492792,6751595000.0,335962000.0,,,6.87,6.87,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2013-05-04,4261160000.0,1775313000.0,989713000.0,,1975415000.0,614785000.0,,155958000.0,,1589381000.0,117210000.0,,63420000.0,2.0,,,,,614785000.0,,11.0681,0.5867,2.0,0.059334367715138336,0.027506594448460042,0.07374569093250768,,0.3112181490977845,1.7937654653419728,6757748000.0,358189000.0,,,6.98,6.98,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2013-08-03,4107463000.0,1649325000.0,797533000.0,,2010838000.0,614785000.0,,113735000.0,,3106177000.0,153701000.0,,83095000.0,3.0,,40868000.0,130343000.0,,614785000.0,,10.7953,0.5818,3.0,0.07643629173508756,0.037419935371298535,0.04948237012893985,,0.305735718143381,2.0680335484550483,6752731000.0,385885000.0,,,7.45,7.45,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2013-11-02,4459915000.0,2037544000.0,1298445000.0,,1872570000.0,614785000.0,170000000.0,110972000.0,,,204569000.0,,,,,65295000.0,195664000.0,,784785000.0,,10.2613,0.555,,0.10924504824919763,0.04586836296207439,,,0.41909514731091496,1.5692185652838588,,415935000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2014-02-01,4050739000.0,1660156000.0,778311000.0,4050739000.0,1992197000.0,614785000.0,,237134000.0,,1996219000.0,-151809000.0,,26885000.0,2.0999999999999996,501757000.0,-11240000.0,-68770000.0,490517000.0,614785000.0,2.1331,11.5657,0.5595,2.0999999999999996,-0.07620180132788072,-0.0374768653324739,-0.07604826925302284,0.24572303940599705,0.30859648920262406,2.133023945440833,,323671000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2014-05-03,4293622000.0,1942727000.0,990998000.0,,2035759000.0,614785000.0,,312081000.0,,,111683000.0,,,,,22774000.0,62344000.0,,614785000.0,,13.2712,0.6311,,0.054860619552707365,0.026011372216743812,,,0.301993015872704,1.9603742893527536,,318144000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2014-08-02,4070127000.0,1733935000.0,745361000.0,,2068924000.0,614785000.0,,235331000.0,,,146132000.0,,,,,68818000.0,124791000.0,,614785000.0,,16.7269,0.7907,,0.07063188401313919,0.03590354797282738,,,0.29715204618439345,2.3263022884213154,,310575000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2014-11-01,4357068000.0,2040709000.0,1214128000.0,,1897550000.0,614785000.0,,91901000.0,,,201363000.0,,,,,124103000.0,187907000.0,,614785000.0,,14.5404,0.6975,,0.10611736186134753,0.04621525300959269,,,0.3239888276988749,1.6808021888960636,,307369000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2015-01-31,4170071000.0,1888442000.0,885323000.0,,2019270000.0,614785000.0,,403752000.0,,6780129000.0,-127325000.0,,179480000.0,7.0,,-63807000.0,-122708000.0,,614785000.0,2.3587,14.244,0.6971,7.0,-0.06305496540829111,-0.030533053274152885,-0.01877914122282924,,0.3044590371768015,2.133054263811061,,331853000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2015-05-02,4472958000.0,2206941000.0,1095380000.0,,2126941000.0,614785000.0,,457622000.0,,,109571000.0,,,,,42161000.0,61657000.0,,614785000.0,,16.3757,0.7934,,0.05151576842046864,0.024496317649305002,,,0.2890465696979841,2.014772042578831,,329741000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2015-08-01,4002331000.0,1748986000.0,815025000.0,,1948056000.0,614785000.0,,175137000.0,,,139521000.0,,,,,87032000.0,122697000.0,,614785000.0,,12.4895,0.5937,,0.07162063102908746,0.034859935372661584,,,0.3155889769082614,2.1459292659734364,,323130000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2015-10-31,4380186000.0,2150871000.0,1330804000.0,,1817155000.0,614785000.0,,100110000.0,,,185265000.0,,,,,141929000.0,188847000.0,,614785000.0,,10.8704,0.5036,,0.10195332814206823,0.042296149067642334,,,0.338322817811359,1.6162192178562733,,307032000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2016-01-30,3865625000.0,1668883000.0,751216000.0,,1795305000.0,614785000.0,,202869000.0,,6754545000.0,-164987000.0,,140770000.0,6.0,,-105334000.0,-121054000.0,,614785000.0,2.2216,9.5562,0.3811,6.0,-0.09189914805562287,-0.0426805497170574,-0.024426071630287458,,0.3424404209869632,2.221575419053907,,269370000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2016-04-30,4025646000.0,1882694000.0,899886000.0,,1812012000.0,613122000.0,,150310000.0,,,77431000.0,,,,,17741000.0,61188000.0,,613122000.0,,10.7226,0.3808,,0.04273205696209517,0.019234428461916423,,,0.33836530883901433,2.09214722753771,,237230000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2016-07-30,3843008000.0,1736634000.0,763860000.0,,1768696000.0,613184000.0,,128250000.0,,,89514000.0,,,,,41990000.0,,,613184000.0,,10.3875,0.3442,,0.05061016703831523,0.023292691558279347,,,0.34668705079900675,2.2734977613698844,,187223000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2016-10-29,4184228000.0,2090467000.0,1143345000.0,,1736205000.0,613245000.0,,80482000.0,,,112312000.0,,,,,73374000.0,,,613245000.0,,10.6805,0.3202,,0.06468821366140519,0.026841749541372986,,,0.3532100184022048,1.8283781360831595,,114270000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2017-01-28,3888136000.0,1837921000.0,976517000.0,,1717417000.0,526106000.0,,346985000.0,,6418009000.0,-110037000.0,63059000.0,88500000.0,4.0,,-28281000.0,,,526106000.0,1.8821,11.0121,0.2903,4.0,-0.06407121857999543,-0.028300707588417687,-0.01714503672400584,,0.3063356191303568,1.8821187956789283,,169220000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2017-04-29,4114905000.0,2092742000.0,1235696000.0,,1690412000.0,526167000.0,,301481000.0,,,66302000.0,,,,,34538000.0,,,526167000.0,,10.8128,0.27,,0.039222390754443295,0.01611264415581891,,,0.31126553763224585,1.6935735002783856,,158091000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2017-07-29,3749335000.0,1759873000.0,1122682000.0,,1602721000.0,365359000.0,,135089000.0,,,49222000.0,,,,,65979000.0,,,365359000.0,,16.7164,0.3416,,0.030711521219226552,0.013128194733199355,,,0.22796169763795446,1.5675614287928372,,117799000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2017-10-28,4135334000.0,2170770000.0,1526837000.0,,1590647000.0,365394000.0,,114858000.0,,,63761000.0,,,,,106272000.0,,,365394000.0,,12.292,0.2354,,0.04008494656576852,0.015418585294440545,,,0.22971407232402916,1.4217431199270125,,69248000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2018-02-03,3673169000.0,1729851000.0,1039701000.0,,1708155000.0,365429000.0,,187028000.0,,6422676000.0,42039000.0,62580000.0,-7800000.0,7.0,,-76325000.0,,,365429000.0,1.6578,7.8685,0.2711,7.0,0.024610764245633448,0.011444885873750976,0.006545402570517336,,0.2139319909492991,1.6637966107563618,,221324000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2018-05-05,3781463000.0,2045383000.0,1278289000.0,,1682086000.0,365464000.0,,164081000.0,,,80548000.0,,,,,39191000.0,,,365464000.0,,8.3107,0.3029,,0.04788577991850595,0.021300750529623057,,,0.21726832040692332,1.6000943448625466,,235570000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2018-08-04,3582630000.0,1854182000.0,1084183000.0,,1674474000.0,365498000.0,,116547000.0,,,77680000.0,,,,,85952000.0,,,365498000.0,,9.0288,0.3469,,0.0463906874636453,0.021682395335270457,,,0.21827630646997206,1.7102112835194796,,264028000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2018-11-03,3986601000.0,2287984000.0,1533054000.0,,1625276000.0,365534000.0,,78156000.0,,,85105000.0,,,,,114202000.0,,,365534000.0,,8.5313,0.3157,,0.052363413967843,0.0213477596579141,,,0.22490580061478788,1.4924353610505565,,285372000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2019-02-02,3431369000.0,1770532000.0,933535000.0,,1678381000.0,365569000.0,,123509000.0,,6503349000.0,-73070000.0,52518000.0,37730000.0,6.0,,-102281000.0,,,365569000.0,1.8966,10.4149,0.2726,6.0,-0.04353600285036592,-0.02129470773909772,-0.011235749457702485,,0.2178104971398032,1.8965887727830237,,170263000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2019-05-04,3778988000.0,2094944000.0,1179346000.0,3778988000.0,1736908000.0,365603000.0,,139802000.0,,1497935000.0,78602000.0,11237000.0,22170000.0,2.99,48357000.0,18739000.0,,29618000.0,365603000.0,,10.6099,0.2743,2.99,0.04525398006112011,0.020799748504096865,0.05247357195071882,0.019772553548718735,0.21049071107968872,1.776360796577086,,168317000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2019-08-03,3512079000.0,1867881000.0,1006232000.0,,1645844000.0,365639000.0,,118108000.0,,2956780000.0,37931000.0,23485000.0,10690000.0,,-18580000.0,38049000.0,,-56629000.0,365639000.0,,13.8008,0.2784,,0.023046534179424052,0.010800155691258653,0.012828482335513633,-0.019152253464917918,0.22215896524822523,1.8563124607446395,,128568000.0,,,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2019-11-02,3800063000.0,2179984000.0,1330949000.0,,1612383000.0,365674000.0,,79065000.0,,4380439000.0,43393000.0,35021000.0,8130000.0,,22984000.0,70915000.0,,-47931000.0,365674000.0,,13.9369,0.2784,,0.026912340306242375,0.011419021210964135,0.009906084755432048,-0.010942053981347531,0.22679102917855126,1.6379170050843421,15338503000.0,86856000.0,,122261000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2020-02-01,3430257000.0,1848082000.0,930820000.0,,1623259000.0,365709000.0,,277077000.0,,-2491943000.0,-48845000.0,-23516000.0,-18180000.0,1.3899999999999997,312313000.0,-24320000.0,,287993000.0,365709000.0,1.9855,13.4532,0.2356,1.3899999999999997,-0.030090700251777444,-0.014239457859862978,0.01960117065277978,-0.11556965789345904,0.22529306783452302,1.985434348209106,6343211000.0,111081000.0,213051000.0,46227000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2020-05-02,3342345000.0,1779670000.0,1071880000.0,,1396406000.0,365743000.0,,69994000.0,,821576000.0,-161975000.0,12270000.0,-66170000.0,,-111125000.0,20230000.0,,-131355000.0,365743000.0,,,0.1117,,-0.11599420225922834,-0.048461484376986816,-0.19715157210045084,-0.15988173948606094,0.2619173793295073,1.6603257827368736,5666852000.0,-129496000.0,52078000.0,47260000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2020-08-01,3083236000.0,1546056000.0,831209000.0,,1371314000.0,365779000.0,,82868000.0,,1766759000.0,-170541000.0,25143000.0,-90930000.0,,-294509000.0,38607000.0,,-333116000.0,365779000.0,,,0.1117,,-0.12436320200916785,-0.05531234067064603,-0.09652759657655628,-0.1885463721990379,0.2667361377481744,1.8600087342653893,4476831000.0,-337968000.0,-224409000.0,48918000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2020-10-31,3305989000.0,1827398000.0,1060430000.0,,1380829000.0,365814000.0,,61124000.0,,2818871000.0,-138691000.0,37305000.0,-122550000.0,,-62938000.0,52100000.0,,-115038000.0,365814000.0,,,0.2068,,-0.10044038762221824,-0.04195144024980119,-0.04920090348228067,-0.040809955475082045,0.2649234626445418,1.7232613185217318,2915263000.0,-520052000.0,-291516000.0,51202000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2021-01-30,3092515000.0,1661940000.0,772877000.0,,1441008000.0,,,360339000.0,,-974021000.0,399553000.0,-25610000.0,197900000.0,-3.16,721518000.0,-50484000.0,,671034000.0,0.0,2.1502,,0.4332,-3.16,0.27727326982223555,0.1292000200484072,-0.41020984147159045,-0.688931758144845,0.0,2.1503292244432166,4433185000.0,-71654000.0,91525000.0,49108000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2021-05-01,3507660000.0,2108834000.0,1089021000.0,,1537697000.0,365884000.0,,615920000.0,,1357535000.0,158247000.0,11535000.0,45240000.0,,302413000.0,16850000.0,,285563000.0,365884000.0,,9.5525,0.4778,,0.10291169196532217,0.04511469184584595,0.11656937021881572,0.21035406085294303,0.2379428456971692,1.936449343033789,4969144000.0,248568000.0,508443000.0,48373000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2021-07-31,3383509000.0,2005816000.0,894012000.0,,1609579000.0,365918000.0,,669474000.0,,2958967000.0,343903000.0,22306000.0,99900000.0,,492301000.0,41205000.0,,451096000.0,365918000.0,,8.4512,0.6652,,0.21366021798246623,0.10164092957932135,0.11622400655363849,0.15245050046181657,0.22733770756203953,2.2436119425690038,6161352000.0,763012000.0,1292655000.0,45536000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2021-10-30,3740196000.0,2376798000.0,1297398000.0,,1564200000.0,,,619721000.0,,4470879000.0,541233000.0,32856000.0,157200000.0,,728083000.0,79748000.0,,648335000.0,0.0,,8.028,0.8024,,0.3460126582278481,0.14470712230054253,0.1210574028060254,0.14501287107076707,0.0,1.8319729181022324,7813360000.0,1442936000.0,2056028000.0,41087000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2022-01-29,3245557000.0,1914651000.0,966186000.0,,1451218000.0,,,716759000.0,18824832.0,-2163114000.0,-180910000.0,-23605000.0,-76450000.0,41.88,-242777000.0,-33443000.0,,-276220000.0,0.0,1.9817,6.0639,0.7895,41.88,-0.12466080216755857,-0.055740817369714965,0.08363405719717038,0.12769553523300206,0.0,1.9816588110363842,6624267000.0,862473000.0,1108774000.0,43092000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2022-04-30,3658808000.0,2354261000.0,1318725000.0,,1512333000.0,,,862173000.0,,1642782000.0,251093000.0,10562000.0,72930000.0,13.68,365182000.0,27312000.0,,337870000.0,0.0,,5.936,0.8207,13.68,0.16603023275958403,0.06862699545863024,0.15284620844396882,0.2056694071398396,0.0,1.785255455079717,6909514000.0,955319000.0,1161081000.0,42119000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2022-07-30,3221603000.0,1930138000.0,946006000.0,,1449001000.0,,,492856000.0,,3260669000.0,414542000.0,20151000.0,120060000.0,23.07,279050000.0,61093000.0,,217957000.0,0.0,,4.2576,0.5736,23.07,0.2860881393456595,0.12867569343584545,0.12713403292391837,0.06684425803416416,0.0,2.0403020699657297,7211216000.0,1025958000.0,927942000.0,39964000.0,,,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2022-10-29,3792633000.0,2515419000.0,1356249000.0,,1609354000.0,,,532708000.0,,4833741000.0,602451000.0,27108000.0,174880000.0,34.0,558421000.0,94771000.0,,463650000.0,0.0,,6.0996,0.8064,34.0,0.3743433700727124,0.15884769235515275,0.12463452220547191,0.09591949589355325,0.0,1.8546881877885255,7574078000.0,1087176000.0,743257000.0,34216000.0,112.63,112.63,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2023-01-28,3329150000.0,2071846000.0,858961000.0,,1598638000.0,,,650336000.0,,-2740977000.0,-376449000.0,-27294000.0,-150040000.0,-19.939999999999998,-254262000.0,-63071000.0,,-317333000.0,0.0,2.412,8.1491,1.0386,-19.939999999999998,-0.23548107826787554,-0.11307661114698947,0.13734117433309365,0.11577368215785831,0.0,2.4120373334761416,6996215000.0,891637000.0,702144000.0,30527000.0,50.81000000000001,50.81000000000001,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2023-04-29,3749029000.0,2503195000.0,1190787000.0,,1683134000.0,,,848316000.0,,1613907000.0,201495000.0,123000.0,61620000.0,11.85,280948000.0,32348000.0,,248600000.0,0.0,,5.9333,0.7171,11.85,0.1197141760549071,0.053745916609340715,0.12484920134803307,0.15403613715040582,0.0,2.102134974600831,6967340000.0,842039000.0,612874000.0,20088000.0,48.980000000000004,48.980000000000004,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2023-07-29,3512362000.0,2280229000.0,926822000.0,,1709516000.0,,,774343000.0,,3211325000.0,333006000.0,255000.0,101700000.0,19.89,397850000.0,63807000.0,,334043000.0,0.0,,6.7369,0.7856,19.89,0.1947954859738078,0.09480970355561301,0.10369738347878213,0.10402030314589772,0.0,2.460266372615238,6917996000.0,760503000.0,728960000.0,192000.0,45.800000000000004,45.800000000000004,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2023-10-28,3897934000.0,2665561000.0,1202159000.0,,1813638000.0,,,842001000.0,,4715559000.0,488345000.0,-1535000.0,145740000.0,29.38,447107000.0,104679000.0,,342428000.0,0.0,,6.5713,0.7429,29.38,0.26926266432441315,0.12528303455112375,0.10356036262084728,0.07261662933281081,0.0,2.2173115203562923,6799814000.0,646397000.0,607738000.0,-28451000.0,41.18000000000001,41.18000000000001,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2024-02-03,3448906000.0,2208210000.0,827756000.0,,1697068000.0,,,808287000.0,,-2666371000.0,-283999000.0,-3443000.0,-131290000.0,-16.390000000000008,-242315000.0,-67890000.0,,-310205000.0,0.0,2.6677,8.3788,0.9005,-16.390000000000008,-0.16734685940693006,-0.08234466233640464,0.10651143445529523,0.11633977417246137,0.0,2.6677064255650214,6874420000.0,738847000.0,614866000.0,-4600000.0,44.72999999999999,44.72999999999999,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2024-05-04,3937156000.0,2708165000.0,1130290000.0,,1874992000.0,,,817825000.0,,1572809000.0,180038000.0,-3532000.0,54770000.0,11.09,244378000.0,35175000.0,,209203000.0,0.0,,10.1479,1.0654,11.09,0.09602067635488579,0.04572793153230403,0.11446908047957507,0.13301233652655853,0.0,2.395991294269612,6833322000.0,717390000.0,575469000.0,-8255000.0,43.96999999999999,43.96999999999999,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2024-08-03,3661862000.0,2453542000.0,780293000.0,,1948921000.0,,,946728000.0,,3087455000.0,254521000.0,,77400000.0,15.68,175957000.0,61086000.0,,114871000.0,0.0,,8.8364,0.8644,15.68,0.13059585278212918,0.06950589618068621,0.08243715293016417,0.037205724455903,0.0,3.1443855064700057,6709452000.0,638905000.0,356297000.0,,39.75999999999999,39.75999999999999,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2024-11-02,4133062000.0,2942301000.0,1236733000.0,,1963395000.0,,,980392000.0,,4538615000.0,379117000.0,,115310000.0,23.42,349434000.0,89147000.0,,260287000.0,0.0,,9.6203,0.9044,23.42,0.19309257688850182,0.09172787632994618,0.08353142974233328,0.05734943369287767,0.0,2.3790915258184264,6532508000.0,529677000.0,274156000.0,,33.8,33.8,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2025-05-03,3907024000.0,2768116000.0,1146775000.0,,1857885000.0,,,900504000.0,,1546971000.0,163817000.0,,49880000.0,10.39,232632000.0,16853000.0,,215779000.0,0.0,,7.7396,0.7816,10.39,0.08817391819192254,0.041928844051124334,0.10589532706172256,0.13948483843588536,0.0,2.413826600684528,10745850000.0,977493000.0,800140000.0,,60.58,60.58,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2025-08-02,3684473000.0,2572080000.0,958712000.0,,1919112000.0,,,1012011000.0,,3082974000.0,236652000.0,,71630000.0,15.08,319393000.0,43527000.0,,275866000.0,0.0,,10.9904,1.0177,15.08,0.12331328239310681,0.06422953838988642,0.07676094576211152,0.08948048215781255,0.0,2.682849489732057,12256015000.0,1034107000.0,866803000.0,,64.57,64.57,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2025-11-01,4298065000.0,3169032000.0,1445456000.0,,2045046000.0,,,1149201000.0,,4573947000.0,366462000.0,,110630000.0,23.39,505855000.0,73838000.0,,432017000.0,0.0,,16.1852,1.4189,23.39,0.1791949912129116,0.08526208887022416,0.08011942420845716,0.09445168472656111,0.0,2.1924098692730873,13742507000.0,1146048000.0,1183949000.0,,72.28,72.28,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
2026-01-31,3505023000.0,2386571000.0,902084000.0,,1778970000.0,,,861460000.0,,-2640556000.0,-196744000.0,,-107440000.0,-12.439999999999998,-340872000.0,-40836000.0,,-381708000.0,0.0,2.6456,17.3277,1.5053,-12.439999999999998,-0.11059433267564939,-0.05613201396966582,0.07450855047194606,0.144555919283666,0.0,2.645619476678447,6563336000.0,570187000.0,541954000.0,,36.42000000000001,36.42000000000001,1.2028599,741.98,343.12,0.08523,8831.766,15.4892,5.5538,1.3456
