report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,roi,roic,debt_equity,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-06-30,4333628000.0,1561125000.0,2670971000.0,,3891000.0,216494000.0,,31600000.0,29823000.0,,0.16,206699177.0,107730000.0,73792000.0,0.0,,11.1109,3.3082,0.16,,0.011830903442980099,0.007291811849101953,0.14596247471061555,,,0.0,433564000.0,90739000.0,61880000.0,0.4700000000000001,0.4700000000000001,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2020-09-30,4331964000.0,1588306000.0,2643076000.0,,3669000.0,326060000.0,,47182000.0,43521000.0,,0.23,209555060.0,166360000.0,111744000.0,0.0,,11.9983,3.7735,0.23,,0.017851170378755662,0.0108915955903604,0.1447034288167822,,,0.0,451760000.0,105727000.0,56894000.0,0.53,0.53,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2020-12-31,4413950000.0,1670659000.0,2641297000.0,,2515000.0,-212477000.0,,-28003000.0,-31791000.0,,-0.14,-407950660.0,-75651000.0,-72693000.0,0.0,0.0792,8.9615,2.2532,-0.14,,-0.010601988341333822,-0.006344204170867364,0.131793088193075,,,0.0,437505000.0,64876000.0,57179000.0,0.32,0.32,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2021-03-31,4370895000.0,1628931000.0,2663712000.0,,3949000.0,113339000.0,,17181000.0,13715000.0,,0.08,217322425.0,41301000.0,37976000.0,0.0,,13.2903,2.1669,0.08,,0.006450021623959347,0.003930773903285254,0.15158947934956193,,,0.0,443416000.0,67960000.0,55268000.0,0.33,0.33,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2021-06-30,4357667000.0,1567413000.0,2715382000.0,,1518000.0,226264000.0,,35294000.0,27256000.0,,0.16,220053306.0,122345000.0,76081000.0,0.0,,7.8791,2.2273,0.16,,0.012997802887402215,0.008099287990569266,0.15598592794258034,,,0.0,453186000.0,71654000.0,52701000.0,0.32999999999999996,0.32999999999999996,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2021-09-30,4409475000.0,1644525000.0,2690718000.0,,5366000.0,341575000.0,,56658000.0,40754000.0,,0.26,221399649.0,175747000.0,114663000.0,0.0,,6.1469,2.0766,0.26,,0.021056833157543822,0.012849148708179546,0.16587279514015957,,,0.0,468701000.0,81130000.0,49934000.0,0.36,0.36,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2021-12-31,5182709000.0,2188595000.0,2836308000.0,,9876000.0,-223479000.0,,-25181000.0,-21589000.0,,-0.10999999999999999,-435714824.0,-91838000.0,-70850000.0,0.0,0.3058,8.2042,2.1876,-0.10999999999999999,,-0.00887809081383263,-0.004858655965442011,0.11267725379118396,,,0.0,457699000.0,83952000.0,60136000.0,0.39,0.39,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2022-03-31,5116043000.0,2156270000.0,2804132000.0,,2729000.0,130390000.0,,13092000.0,16823000.0,,0.06,238340243.0,54535000.0,47260000.0,0.0,,9.16,2.0377,0.06,,0.004668824434798362,0.002559008984091807,0.10040647288902524,,,0.0,474750000.0,79863000.0,63244000.0,0.37,0.37,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2022-06-30,5126341000.0,2179388000.0,2793191000.0,,401000.0,262557000.0,,29983000.0,34057000.0,,0.13,238738465.0,139498000.0,94962000.0,0.0,,17.6779,1.9936,0.13,,0.010734317846506022,0.005848811072068753,0.11419615550147207,,,0.0,511043000.0,74552000.0,70045000.0,0.34,0.34,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2022-09-30,5142474000.0,2173804000.0,2817845000.0,,2512000.0,394070000.0,,92941000.0,52356000.0,,0.41,239145383.0,202353000.0,142002000.0,0.0,,6.5248,1.6885,0.41,,0.03298300651739184,0.01807320756507471,0.23584896084452,,,0.0,563538000.0,110835000.0,81647000.0,0.49,0.49,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2022-12-31,5096877000.0,2099768000.0,2869720000.0,,7730000.0,-260382000.0,,-31650000.0,-31002000.0,,-0.13999999999999996,-476613806.0,-137986000.0,-94583000.0,0.0,0.1559,6.6006,1.6024,-0.13999999999999996,,-0.01102895055963648,-0.006209684871736163,0.12155218102633823,,,0.0,526635000.0,104366000.0,72234000.0,0.46,0.46,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2023-03-31,5061167000.0,2039516000.0,2890260000.0,,3364000.0,134344000.0,,10202000.0,19153000.0,,0.04,248756672.0,63719000.0,47677000.0,0.0,,6.4974,1.7042,0.04,,0.003529786247604022,0.0020157406384733005,0.07593937950336449,,,0.0,530589000.0,101476000.0,74564000.0,0.44,0.44,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2023-06-30,5279538000.0,2293564000.0,2855788000.0,,245660000.0,269444000.0,,22746000.0,39787000.0,,0.1,249069697.0,145785000.0,95623000.0,0.0,,6.2776,1.5765,0.1,,0.007964876944647151,0.004308331524462936,0.08441828357655023,,,0.0,537476000.0,94239000.0,80294000.0,0.41000000000000003,0.41000000000000003,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2023-09-30,5212467000.0,2261726000.0,2822277000.0,,195772000.0,407991000.0,,35081000.0,59837000.0,,0.15,249226913.0,205912000.0,143555000.0,0.0,,11.4799,1.2889,0.15,,0.012430034330436027,0.0067302104742341775,0.08598473985945769,,,0.0,551397000.0,36379000.0,87775000.0,0.15000000000000005,0.15000000000000005,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2023-12-31,5155621000.0,2266095000.0,2763527000.0,,156779000.0,-268316000.0,,-26153000.0,-37426000.0,,-0.12000000000000002,-497708569.0,-141986000.0,-95764000.0,0.0,0.1359,10.3719,1.4555,-0.12000000000000002,,-0.009463631077242959,-0.005072715779534609,0.09747089252970378,,,0.0,543463000.0,41876000.0,81351000.0,0.17,0.17,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2024-06-30,20179708000.0,10760937000.0,8757498000.0,,106886000.0,1302064000.0,,152723000.0,135817000.0,16426000.0,0.23,652113000.0,468764000.0,,0.0,,47.6005,5.6812,0.23,,0.017439113317525165,0.007568147170414954,0.11729300556654665,,,0.0,1711183000.0,184397000.0,198015000.0,0.36,0.36,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2024-09-30,19969766000.0,10747763000.0,8562839000.0,,180430000.0,2002461000.0,,238595000.0,209922000.0,18364000.0,0.36,668096000.0,786966000.0,,0.0,,51.6535,6.2577,0.36,,0.02786400631846517,0.01194781150665461,0.11915088483620905,,,0.0,3444200000.0,400246000.0,368150000.0,0.62,0.62,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2024-12-31,19938255000.0,10880631000.0,8401276000.0,,119818000.0,2700449000.0,,243142000.0,280430000.0,4350000.0,0.36,676233000.0,1070497000.0,,0.0,0.0844,58.279,5.2501,0.36,,0.028941079902624317,0.012194748236493113,0.09003761966991415,,,0.0,5736658000.0,608307000.0,588743000.0,0.83,0.83,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2025-03-31,19815729000.0,10972320000.0,8188047000.0,,70625000.0,702889000.0,,42828000.0,72693000.0,2080000.0,0.06,699118000.0,279429000.0,,0.0,,50.5536,5.0508,0.06,,0.005230551314617515,0.002161313368789006,0.060931384614071354,,,0.0,6707863000.0,677288000.0,698862000.0,1.01,1.01,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2025-06-30,19810267000.0,11223326000.0,7928100000.0,,89436000.0,1397237000.0,,74501000.0,147756000.0,4462000.0,0.11,697146000.0,642914000.0,,0.0,,73.7225,4.3525,0.11,,0.009397081267895208,0.003760726697928907,0.053320231285028954,,,0.0,6803036000.0,599066000.0,710801000.0,0.89,0.89,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2025-09-30,19582401000.0,11317097000.0,7597275000.0,,91038000.0,2103110000.0,,-42621000.0,224540000.0,3256000.0,-0.06,696380000.0,957875000.0,,0.0,,,4.7511,-0.06,,-0.0056100378096093665,-0.0021764951090522556,-0.020265701746461192,,,0.0,6903685000.0,317850000.0,725419000.0,0.47,0.47,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
2025-12-31,20336018000.0,12033567000.0,7500094000.0,,467457000.0,-1380724000.0,,-3361000.0,-139811000.0,-515000.0,-0.009999999999999981,-1396600000.0,-628259000.0,,0.0,0.3051,161.0017,4.0698,-0.009999999999999981,,-0.0004481277167992828,-0.00016527326047803458,0.002434230157511566,,,0.0,2822512000.0,71347000.0,305178000.0,0.10000000000000002,0.10000000000000002,1.0681611,20.1,15.71,9.5611,11766.481,164.9191,1.5316,4.1688
