report_date,total_assets,current_assets,current_liabilities,total_equity,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2014-09-30,23455000000.0,5404000000.0,3397000000.0,7526000000.0,,178000000.0,10125000000.0,2189000000.0,2546000000.0,276000000.0,561000000.0,4.0,574000000.0,288000000.0,112000000.0,210000000.0,176000000.0,0.0,,,,4.0,2399000000.0,0.3382939144299761,0.1085482839479855,0.2514567901234568,0.21619753086419752,0.0933276486889789,0.2908583576933298,0.017382716049382716,0.23693827160493827,0.0,1.5908154253753313,32112000000.0,,6994000000.0,2376000000.0,7801000000.0,850000000.0,7.0,7.0,0.0,8.228235294117647,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2014-12-31,24072000000.0,5589000000.0,4033000000.0,6970000000.0,,428000000.0,-6933000000.0,-1632000000.0,-494000000.0,-206000000.0,-492000000.0,0.0,-1203000000.0,-138000000.0,-11000000.0,-183000000.0,-149000000.0,0.0,1.36,,,0.0,-1815000000.0,-0.0708751793400287,-0.020521768029245598,0.07125342564546372,0.23539593249675464,-0.06779661016949153,-0.23414634146341465,0.021491417856627722,0.2617914322803981,0.0,1.3858170096702207,13806000000.0,,2896000000.0,1047000000.0,3177000000.0,363000000.0,5.0,5.0,0.0,7.977961432506887,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2015-03-31,23786000000.0,5220000000.0,3092000000.0,6397000000.0,,331000000.0,3500000000.0,702000000.0,394000000.0,93000000.0,203000000.0,0.0,506000000.0,417000000.0,17000000.0,68000000.0,400000000.0,0.0,1.36,,,0.0,770000000.0,0.06159137095513522,0.016564365593206086,0.11257142857142857,0.20057142857142857,0.02951315900109308,0.10973894012818508,0.11428571428571428,0.22,0.0,1.6882276843467012,13450000000.0,3353000000.0,2780000000.0,982000000.0,3017000000.0,350000000.0,5.0,5.0,0.0,7.942857142857143,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2015-06-30,23662000000.0,5232000000.0,3467000000.0,5963000000.0,,320000000.0,6719000000.0,1288000000.0,726000000.0,187000000.0,368000000.0,1.0,500000000.0,863000000.0,46000000.0,134000000.0,817000000.0,0.0,,,,1.0,1422000000.0,0.12175079657890324,0.030682106330825798,0.10805179342164012,0.19169519273701444,0.054433268531823176,0.21599865839342614,0.12159547551719006,0.21163863670189018,0.0,1.5090856648399191,13411000000.0,3172000000.0,2547000000.0,1244000000.0,2776000000.0,350000000.0,5.0,5.0,0.0,7.277142857142858,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2015-09-30,24239000000.0,5555000000.0,3432000000.0,5879000000.0,,133000000.0,9976000000.0,2041000000.0,1152000000.0,289000000.0,579000000.0,2.0,495000000.0,623000000.0,104000000.0,199000000.0,519000000.0,0.0,,,,2.0,2240000000.0,0.19595169246470487,0.04752671314823219,0.11547714514835605,0.20459101844426625,0.08420314369404679,0.3471678856948461,0.05202485966319166,0.22453889334402566,0.0,1.6185897435897436,13262000000.0,1778000000.0,2399000000.0,1587000000.0,2617000000.0,363000000.0,3.0,3.0,0.0,6.6088154269972454,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2015-12-31,23765000000.0,5747000000.0,3560000000.0,5563000000.0,,323000000.0,-6309000000.0,-1614000000.0,-859000000.0,-177000000.0,-563000000.0,-1.0,-1012000000.0,-509000000.0,26000000.0,-137000000.0,-535000000.0,0.0,1.6143,,,-1.0,-1751000000.0,-0.15441308646413807,-0.036145592257521564,0.13615469963544144,0.25582501188777934,-0.06791500105196718,-0.2901312241596261,0.08479949278808052,0.2775400221905215,0.0,1.6143258426966292,13886000000.0,1413000000.0,2417000000.0,1201000000.0,2681000000.0,392000000.0,2.0,2.0,0.0,6.165816326530612,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2016-03-31,23501000000.0,5534000000.0,3384000000.0,5483000000.0,,411000000.0,3849000000.0,821000000.0,473000000.0,100000000.0,231000000.0,1.0,464000000.0,1028000000.0,38000000.0,64000000.0,990000000.0,0.0,1.6143,,,1.0,885000000.0,0.08626664234907896,0.020126803114761074,0.1228890620940504,0.21330215640426084,0.03493468363048381,0.1497355462338136,0.2572096648480125,0.2299298519095869,0.0,1.6353427895981087,14235000000.0,1492000000.0,2536000000.0,1791000000.0,2796000000.0,399000000.0,3.0,3.0,0.0,6.355889724310777,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2016-06-30,23138000000.0,5096000000.0,3087000000.0,5388000000.0,,176000000.0,7136000000.0,1554000000.0,896000000.0,200000000.0,436000000.0,1.0,459000000.0,1251000000.0,79000000.0,127000000.0,1172000000.0,0.0,,,,1.0,1681000000.0,0.16629547141796586,0.038724176679056095,0.12556053811659193,0.21776905829596413,0.06716224392773792,0.2884187082405345,0.16423766816143498,0.23556614349775784,0.0,1.6507936507936507,14652000000.0,1662000000.0,2802000000.0,2146000000.0,3055000000.0,412000000.0,3.0,3.0,0.0,6.800970873786408,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2016-09-30,23848000000.0,5457000000.0,3098000000.0,5348000000.0,,179000000.0,10532000000.0,2352000000.0,1374000000.0,304000000.0,612000000.0,3.0,455000000.0,1306000000.0,125000000.0,188000000.0,1181000000.0,0.0,,,,3.0,2540000000.0,0.2569184741959611,0.05761489433076149,0.1304595518420053,0.22331940751993923,0.09862462260986246,0.4397905759162304,0.11213444739840486,0.24116976832510445,0.0,1.7614590058102002,15208000000.0,1884000000.0,3113000000.0,2808000000.0,3355000000.0,427000000.0,4.0,4.0,0.0,7.290398126463701,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2016-12-31,24238000000.0,6063000000.0,3708000000.0,3689000000.0,,598000000.0,-8351000000.0,-2106000000.0,-1482000000.0,-193000000.0,-651000000.0,-3.0,-930000000.0,-1900000000.0,-46000000.0,-154000000.0,-1946000000.0,0.0,1.6351,,,-3.0,-2260000000.0,-0.4017348875033884,-0.06114365871771598,0.1774637767931984,0.2521853670219135,-0.08688835712517534,-0.5708864190837626,0.2330259849119866,0.27062627230271824,0.0,1.6351132686084142,13166000000.0,1261000000.0,2621000000.0,1397000000.0,2846000000.0,411000000.0,2.0,2.0,0.0,6.377128953771289,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2017-03-31,23022000000.0,5620000000.0,3424000000.0,2885000000.0,,163000000.0,3343000000.0,704000000.0,-252000000.0,109000000.0,138000000.0,0.0,416000000.0,719000000.0,27000000.0,55000000.0,692000000.0,0.0,1.6351,,,0.0,759000000.0,-0.08734835355285962,-0.0109460516028147,-0.07538139395752318,0.2105892910559378,0.030579445747545824,0.2440207972270364,0.2069997008674843,0.22704157941968292,0.0,1.641355140186916,12660000000.0,536000000.0,2504000000.0,1099000000.0,2720000000.0,420000000.0,1.0,1.0,0.0,5.961904761904762,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2017-06-30,22653000000.0,5686000000.0,3230000000.0,2627000000.0,,170000000.0,6600000000.0,1373000000.0,-194000000.0,220000000.0,307000000.0,0.0,413000000.0,938000000.0,68000000.0,111000000.0,870000000.0,0.0,,,,0.0,1484000000.0,-0.07384849638370765,-0.008563987109875071,-0.029393939393939392,0.20803030303030304,0.06061007372091996,0.5226494099733536,0.1318181818181818,0.22484848484848485,0.0,1.7603715170278638,12124000000.0,-554000000.0,2323000000.0,797000000.0,2523000000.0,440000000.0,0.0,0.0,0.0,5.279545454545454,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2017-09-30,23894000000.0,6294000000.0,4052000000.0,2994000000.0,,144000000.0,9771000000.0,2080000000.0,398000000.0,336000000.0,479000000.0,0.0,410000000.0,987000000.0,112000000.0,166000000.0,875000000.0,0.0,,,,0.0,2246000000.0,0.13293253173012692,0.01665690131413744,0.040732780677515096,0.21287483369153617,0.08705114254624592,0.6947227788911156,0.0895507112885068,0.22986388291884147,0.0,1.5533070088845016,11363000000.0,-1530000000.0,2051000000.0,491000000.0,2229000000.0,472000000.0,-3.0,-3.0,0.0,4.345338983050848,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2017-12-31,20843000000.0,6273000000.0,3972000000.0,1978000000.0,,285000000.0,-6022000000.0,-1734000000.0,405000000.0,-208000000.0,-291000000.0,0.0,-832000000.0,-1757000000.0,-22000000.0,-109000000.0,-1779000000.0,0.0,1.5793,,,0.0,-1843000000.0,0.20475227502527807,0.019430984023413138,-0.06725340418465627,0.287944204583195,-0.08319339826320588,-0.8766430738119313,0.29541680504815676,0.30604450348721357,0.0,1.5793051359516617,13692000000.0,357000000.0,2423000000.0,658000000.0,2646000000.0,457000000.0,0.0,0.0,0.0,5.301969365426696,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2018-03-31,20591000000.0,6191000000.0,4069000000.0,1983000000.0,217000000.0,147000000.0,3761000000.0,772000000.0,511000000.0,118000000.0,135000000.0,1.0,386000000.0,717000000.0,30000000.0,56000000.0,687000000.0,217000000.0,1.5793,,,1.0,828000000.0,0.25769036812909735,0.024816667476081782,0.13586812018080296,0.2052645572985908,0.03749210820261279,0.3509090909090909,0.18266418505716564,0.2201542143047062,0.10943015632879476,1.5215040550503809,14110000000.0,1120000000.0,2491000000.0,653000000.0,2715000000.0,466000000.0,1.0,1.0,0.07992633517495396,5.34549356223176,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2018-06-30,20385000000.0,6048000000.0,3784000000.0,2167000000.0,,252000000.0,7227000000.0,1431000000.0,911000000.0,234000000.0,248000000.0,2.0,383000000.0,1043000000.0,62000000.0,112000000.0,981000000.0,0.0,,,,2.0,1543000000.0,0.4203968620212275,0.0446897228354182,0.1260550712605507,0.1980074719800747,0.07019867549668875,0.660359944623904,0.1357409713574097,0.21350491213504913,0.0,1.5983086680761098,14737000000.0,2225000000.0,2549000000.0,764000000.0,2774000000.0,480000000.0,3.0,3.0,0.0,5.310416666666667,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2018-09-30,21068000000.0,6040000000.0,3993000000.0,2514000000.0,,182000000.0,10490000000.0,2121000000.0,1399000000.0,349000000.0,312000000.0,3.0,382000000.0,1180000000.0,99000000.0,168000000.0,1081000000.0,0.0,,,,3.0,2289000000.0,0.55648369132856,0.06640402506170495,0.13336510962821735,0.20219256434699714,0.10067400797417884,0.8436754176610979,0.10305052430886559,0.21820781696854147,0.0,1.5126471324818431,15456000000.0,3226000000.0,2590000000.0,970000000.0,2817000000.0,493000000.0,6.0,6.0,0.0,5.253549695740365,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2018-12-31,21859000000.0,6752000000.0,4573000000.0,2804000000.0,,322000000.0,-6964000000.0,-1556000000.0,-861000000.0,-234000000.0,-422000000.0,-0.8600000000000003,-770000000.0,-1514000000.0,-26000000.0,-113000000.0,-1540000000.0,0.0,1.4277,,,-0.8600000000000003,-1669000000.0,-0.3070613409415121,-0.03938881010110252,0.1236358414704193,0.2234348075818495,-0.07118349421291001,-0.5549215406562055,0.22113727742676623,0.23966111430212522,0.0,1.4764924557183468,14514000000.0,1960000000.0,2768000000.0,1209000000.0,2991000000.0,467000000.0,5.14,5.14,0.0,5.927194860813705,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2019-06-30,23835000000.0,6336000000.0,3843000000.0,4753000000.0,,216000000.0,7976000000.0,1923000000.0,2023000000.0,232000000.0,-377000000.0,5.0,376000000.0,314000000.0,60000000.0,106000000.0,254000000.0,0.0,,,,5.0,2029000000.0,0.4256259204712813,0.08487518355359765,0.2536359077231695,0.24109829488465395,0.08067967275015733,0.40458657689880073,0.031845536609829486,0.25438816449348045,0.0,1.648711943793911,18729000000.0,3472000000.0,3919000000.0,776000000.0,4192000000.0,581000000.0,9.14,9.14,0.0,6.74526678141136,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2019-09-30,24476000000.0,6273000000.0,4122000000.0,5052000000.0,,196000000.0,11271000000.0,2424000000.0,2342000000.0,346000000.0,-344000000.0,6.0,376000000.0,341000000.0,94000000.0,158000000.0,247000000.0,0.0,,,,6.0,2582000000.0,0.46357878068091846,0.09568556953750613,0.20778990329163338,0.215065211605004,0.09903579016179115,0.47980997624703087,0.02191464821222607,0.22908348859905953,0.0,1.5218340611353711,22773000000.0,4903000000.0,4912000000.0,42000000.0,5231000000.0,693000000.0,13.14,13.14,0.0,7.088023088023088,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2019-12-31,49519000000.0,11902000000.0,9048000000.0,13207000000.0,717000000.0,632000000.0,27812000000.0,4273000000.0,3308000000.0,962000000.0,-9000000.0,5.36,617000000.0,1230000000.0,353000000.0,443000000.0,877000000.0,717000000.0,1.3154,,,5.36,4716000000.0,0.25047323389111836,0.06680264141036774,0.11894146411620883,0.15363871710053215,0.08629011086653608,0.30688020683711575,0.03153315115777362,0.1695670933410039,0.05428939198909669,1.3154288240495138,40095000000.0,6812000000.0,7064000000.0,-162000000.0,7658000000.0,1306000000.0,15.5,15.5,0.09362757900235048,5.408882082695253,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2020-06-30,51188000000.0,12439000000.0,7985000000.0,13874000000.0,364000000.0,2288000000.0,12944000000.0,2203000000.0,997000000.0,504000000.0,339000000.0,1.0,617000000.0,1151000000.0,132000000.0,237000000.0,1019000000.0,364000000.0,,,,1.0,2440000000.0,0.07186103502955168,0.01947722122372431,0.07702410383189122,0.1701946847960445,0.04303743064780808,0.1547267874701503,0.07872373300370829,0.188504326328801,0.026236125126135216,1.5577958672510959,60003000000.0,8670000000.0,10823000000.0,2397000000.0,11767000000.0,2044000000.0,17.36,17.36,0.030933967876264127,5.295009784735812,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2020-09-30,51425000000.0,13157000000.0,7763000000.0,14556000000.0,18000000.0,3086000000.0,19060000000.0,3162000000.0,1612000000.0,763000000.0,377000000.0,2.0,617000000.0,2565000000.0,213000000.0,335000000.0,2352000000.0,18000000.0,,,,2.0,3497000000.0,0.11074471008518824,0.03134662129314536,0.08457502623294859,0.16589716684155298,0.06148760330578512,0.21696171263894606,0.12339979013641134,0.18347324239244492,0.001236603462489695,1.694834471209584,71087000000.0,8259000000.0,12062000000.0,4495000000.0,13235000000.0,2575000000.0,14.36,14.36,0.0013600302228938422,4.684271844660194,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2020-12-31,52663000000.0,13779000000.0,8296000000.0,15371000000.0,16000000.0,2984000000.0,25285000000.0,4139000000.0,2422000000.0,1031000000.0,535000000.0,3.92,618000000.0,2294000000.0,324000000.0,430000000.0,1970000000.0,16000000.0,1.6609,,,3.92,4569000000.0,0.15756944896233166,0.04599054364544367,0.09578801661063872,0.16369388965789994,0.07859407933463722,0.26899330603756416,0.07791180541823216,0.1807000197745699,0.0010409212152755188,1.660920925747348,85101000000.0,8339000000.0,13777000000.0,6218000000.0,15222000000.0,3260000000.0,12.28,12.28,0.001051110235185915,4.226073619631902,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2021-06-30,55204000000.0,15254000000.0,8586000000.0,20098000000.0,17000000.0,5375000000.0,13976000000.0,2754000000.0,1947000000.0,502000000.0,192000000.0,3.01,647000000.0,1791000000.0,138000000.0,194000000.0,1653000000.0,17000000.0,,,,3.01,2948000000.0,0.09687531097621654,0.03526918339250779,0.13931024613623355,0.1970520892959359,0.049887689297876965,0.13691275167785236,0.11827418431597024,0.21093302804808242,0.0008458553089859687,1.7766130910784999,71265000000.0,6978000000.0,12258000000.0,6994000000.0,13454000000.0,2800000000.0,9.93,9.93,0.001263564739111045,4.377857142857143,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2021-09-30,55912000000.0,14798000000.0,8913000000.0,20559000000.0,15000000.0,4823000000.0,20586000000.0,3633000000.0,2485000000.0,745000000.0,312000000.0,3.81,644000000.0,1652000000.0,231000000.0,289000000.0,1421000000.0,15000000.0,,,,3.81,3922000000.0,0.12087163772557032,0.04444484189440549,0.1207131059943651,0.17647916059457883,0.06497710688224352,0.17658209390492854,0.0690274944136792,0.19051782764985914,0.0007296074711805049,1.6602715135195782,78907000000.0,8466000000.0,13688000000.0,7396000000.0,14936000000.0,3041000000.0,12.74,12.74,0.0010042849491162292,4.5011509371917136,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2021-12-31,58620000000.0,16676000000.0,9479000000.0,22402000000.0,11000000.0,6267000000.0,28586000000.0,6297000000.0,4543000000.0,986000000.0,646000000.0,6.94,655000000.0,953000000.0,354000000.0,390000000.0,599000000.0,11000000.0,1.7593,,,6.94,6687000000.0,0.2027943933577359,0.07749914704878881,0.15892394878611907,0.2202826558455188,0.10742067553735926,0.28095301833757197,0.020954313300216888,0.23392569789407403,0.0004910275868226052,1.759257305622956,88433000000.0,11397000000.0,16823000000.0,5643000000.0,18126000000.0,3264000000.0,17.68,17.68,0.0006068630696237449,5.154105392156863,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2022-03-31,58043000000.0,15354000000.0,9723000000.0,22664000000.0,15000000.0,5302000000.0,7328000000.0,775000000.0,433000000.0,240000000.0,34000000.0,0.64,651000000.0,397000000.0,52000000.0,96000000.0,345000000.0,15000000.0,1.7593,,,0.64,871000000.0,0.019105188845746558,0.007459986561687025,0.059088427947598256,0.10575873362445415,0.013352169942973313,0.03417258256536884,0.04707969432314411,0.11885917030567686,0.000661842569714084,1.5791422400493675,70476000000.0,9408000000.0,13459000000.0,4018000000.0,14428000000.0,2473000000.0,14.4,14.4,0.0010396451344607707,5.442377678932471,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2022-06-30,56961000000.0,14182000000.0,9636000000.0,22776000000.0,37000000.0,4037000000.0,15107000000.0,1594000000.0,852000000.0,470000000.0,163000000.0,1.27,650000000.0,591000000.0,151000000.0,190000000.0,440000000.0,37000000.0,,,,1.27,1784000000.0,0.037407797681770286,0.014957602570179597,0.05639769643211756,0.10551400013238896,0.02798405926862239,0.06987244115197475,0.029125570927384655,0.1180909512146687,0.0016245170354759395,1.4717725197177252,71607000000.0,8313000000.0,12299000000.0,2805000000.0,13264000000.0,2441000000.0,12.66,12.66,0.0027895054282267794,5.038508807865629,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2022-09-30,57287000000.0,13524000000.0,10326000000.0,22647000000.0,196000000.0,3383000000.0,22023000000.0,2160000000.0,1083000000.0,701000000.0,264000000.0,1.0,650000000.0,326000000.0,228000000.0,282000000.0,98000000.0,196000000.0,,0.4151,3.9673,1.0,2442000000.0,0.047820903430918,0.018904812610190794,0.04917586159923716,0.09807928075194115,0.037704889416447014,0.09455850807687256,0.004449893293375108,0.11088407573900014,0.008654567933942686,1.3097036606624055,73044000000.0,6911000000.0,10826000000.0,1482000000.0,11784000000.0,2397000000.0,9.85,9.85,0.016632722335369995,4.516478931998331,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2022-12-31,58393000000.0,13734000000.0,11191000000.0,23036000000.0,239000000.0,2885000000.0,-14304000000.0,-2187000000.0,-1264000000.0,-480000000.0,-234000000.0,-1.9100000000000001,-1301000000.0,-1095000000.0,-73000000.0,-163000000.0,-1168000000.0,239000000.0,1.2272,0.3671,10.0264,-1.9100000000000001,-2350000000.0,-0.054870637263413784,-0.02164643022280068,0.0883668903803132,0.15289429530201343,-0.03745311938074769,-0.09396348012889366,0.08165548098434004,0.16428970917225952,0.010375065115471436,1.2272361719238674,30154000000.0,1104000000.0,2342000000.0,-285000000.0,2747000000.0,931000000.0,1.0,1.0,0.08700400436840189,2.515574650912997,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2023-03-31,56561000000.0,12657000000.0,11295000000.0,21851000000.0,240000000.0,2109000000.0,7265000000.0,-1226000000.0,-1118000000.0,226000000.0,-381000000.0,-1.0,651000000.0,-378000000.0,71000000.0,100000000.0,-449000000.0,240000000.0,,0.4878,,-1.0,-1126000000.0,-0.05116470642075877,-0.01976627004473047,-0.15388850653819683,-0.1687543014452856,-0.02167571294708368,-0.05549771400117695,-0.06180316586373021,-0.1549896765313145,0.010983479016978628,1.1205843293492697,30091000000.0,-447000000.0,341000000.0,-1079000000.0,750000000.0,917000000.0,-0.64,-0.64,0.32,0.3718647764449291,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2023-06-30,55361000000.0,12459000000.0,10670000000.0,21655000000.0,,1714000000.0,14881000000.0,-1476000000.0,-1417000000.0,466000000.0,-476000000.0,-2.0,651000000.0,-401000000.0,140000000.0,205000000.0,-541000000.0,0.0,,0.35,,-2.0,-1271000000.0,-0.06543523435696144,-0.025595635916981267,-0.09522209528929508,-0.09918688260197567,-0.02666136811112516,-0.06815977834218426,-0.036355083663732274,-0.08541092668503461,0.0,1.1676663542642924,29865000000.0,-2716000000.0,-2729000000.0,-2060000000.0,-2305000000.0,913000000.0,-3.91,-3.91,-0.0,-2.9890470974808325,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
2023-09-30,54640000000.0,12711000000.0,10050000000.0,21864000000.0,,1804000000.0,22014000000.0,-855000000.0,-1122000000.0,698000000.0,-436000000.0,-1.0,651000000.0,31000000.0,213000000.0,310000000.0,-182000000.0,0.0,,0.2759,,-1.0,-545000000.0,-0.0513172338090011,-0.020534407027818447,-0.050967566094303626,-0.03883892068683565,-0.01564787701317716,-0.03910537870472009,-0.00826746615789952,-0.02475697283546834,0.0,1.2647761194029852,29856000000.0,-4921000000.0,-5744000000.0,-2340000000.0,-5292000000.0,910000000.0,-5.91,-5.91,-0.0,-6.312087912087912,0.065840036,20.86,9.95,10.31889,7443.441,0.457,0.2592
