report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-03-31,67987000000.0,10392000000.0,8545000000.0,27870000000.0,39551000000.0,,3925000000.0,1748000000.0,5221000000.0,,-616000000.0,183000000.0,44000000.0,-0.83,738600000.0,718000000.0,772000000.0,3925000000.0,1.1981,3.0718,95.2127,-0.83,,-0.015574827437991453,-0.009060555694471001,-0.11798506033326948,,,,,0.0992389572956436,1.2161497952018725,7084000000.0,-638000000.0,397000000.0,-0.3899999999999998,-0.3899999999999998,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2020-06-30,66753000000.0,11986000000.0,8010000000.0,29176000000.0,37005000000.0,15608000000.0,3559000000.0,3737000000.0,4828000000.0,-2507000000.0,-2478000000.0,193000000.0,-36000000.0,-3.37,734300000.0,,774000000.0,19167000000.0,,4.9709,,-3.37,-1733000000.0,-0.06696392379408188,-0.0371219271043998,-0.5132560066280033,-0.5192626346313173,-0.03755636450796219,-0.04463077689952289,-0.35894780447390223,0.5179570328334009,1.4963795255930088,1030000000.0,-3066000000.0,274000000.0,-3.69,-3.69,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2020-09-30,72141000000.0,12606000000.0,6984000000.0,34023000000.0,37559000000.0,,2394000000.0,4008000000.0,15145000000.0,,-3173000000.0,573000000.0,100000000.0,-4.31,735800000.0,2794000000.0,2326000000.0,2394000000.0,,6.734,,-4.31,,-0.08448041747650363,-0.043983310461457426,-0.20950808847804556,,,,,0.06373971617987699,1.8049828178694158,-133000000.0,-6561000000.0,354000000.0,-8.43,-8.43,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2020-12-31,70904000000.0,10877000000.0,4699000000.0,31834000000.0,38504000000.0,,5000000.0,2544000000.0,-4797000000.0,,3316000000.0,-182000000.0,-131000000.0,4.5,-1473200000.0,,-778000000.0,5000000.0,2.3726,6.9971,,4.5,,0.08612092250155828,0.046767460227913796,-0.6912653741922035,,,,,0.00012985663827134842,2.3147478186848267,20397000000.0,-2951000000.0,767000000.0,-4.01,-4.01,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2021-03-31,42549000000.0,15036000000.0,8999000000.0,42549000000.0,24538000000.0,1102000000.0,1250000000.0,2404000000.0,4178000000.0,791000000.0,600000000.0,7000000.0,178000000.0,0.8,,-1950000000.0,,2352000000.0,,3.9435,13.5038,0.8,791000000.0,0.02445187056809846,0.014101388986815202,0.14360938247965535,0.18932503590234562,0.01859033114761804,0.029416139828932687,0.18932503590234562,0.09585133262694596,1.6708523169241027,19354000000.0,-1735000000.0,591000000.0,-2.38,-2.38,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2021-06-30,45839000000.0,10492000000.0,3940000000.0,18375000000.0,26877000000.0,,,3962000000.0,8111000000.0,,5872000000.0,275000000.0,183000000.0,10.33,568500000.0,818000000.0,661000000.0,0.0,,4.0032,6.8484,10.33,,0.21847676451984968,0.1281005257531796,0.7239551226729133,,,,,0.0,2.662944162436548,22637000000.0,6615000000.0,673000000.0,11.32,11.32,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2021-09-30,46015000000.0,8497000000.0,4221000000.0,18776000000.0,26633000000.0,,,1670000000.0,12382000000.0,,6263000000.0,390000000.0,308000000.0,11.32,553100000.0,1660000000.0,1094000000.0,0.0,,3.6068,5.4838,11.32,,0.23515938872826944,0.1361077909377377,0.505814892586012,,,,,0.0,2.0130300876569533,19874000000.0,16051000000.0,490000000.0,26.95,26.95,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2021-12-31,45707000000.0,8065000000.0,4262000000.0,18657000000.0,26433000000.0,,150000000.0,2011000000.0,-8018000000.0,,-6268000000.0,-147000000.0,-277000000.0,-10.560000000000002,-577400000.0,1753000000.0,-297000000.0,150000000.0,2.9006,3.3306,6.4717,-10.560000000000002,,-0.2371278326334506,-0.13713435578795372,0.7817410825642305,,,,,0.005674724775848372,1.8923040825903332,16653000000.0,6467000000.0,525000000.0,11.889999999999997,11.889999999999997,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2022-03-31,45393000000.0,14443000000.0,5122000000.0,18602000000.0,26176000000.0,,405000000.0,1672000000.0,3274000000.0,,488000000.0,120000000.0,47000000.0,0.95,513800000.0,209000000.0,342000000.0,405000000.0,,2.918,23.9702,0.95,,0.018643031784841075,0.010750556253166788,0.14905314599877825,,,,,0.015472188264058679,2.8197969543147208,15749000000.0,6355000000.0,638000000.0,12.039999999999997,12.039999999999997,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2022-06-30,44440000000.0,14006000000.0,5494000000.0,18303000000.0,25528000000.0,,661000000.0,1439000000.0,6596000000.0,,1275000000.0,242000000.0,160000000.0,2.5,510200000.0,295000000.0,623000000.0,661000000.0,,2.1348,14.8876,2.5,,0.0499451582575995,0.02869036903690369,0.19329896907216496,,,,,0.025893136947665308,2.5493265380415,14234000000.0,1758000000.0,605000000.0,4.209999999999998,4.209999999999998,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2022-09-30,44099000000.0,14350000000.0,6014000000.0,18596000000.0,24909000000.0,,1287000000.0,1785000000.0,9913000000.0,,1642000000.0,370000000.0,299000000.0,3.24,506900000.0,714000000.0,906000000.0,1287000000.0,,1.9025,13.5621,3.24,,0.06591994861295114,0.03723440440826323,0.16564107737314637,,,,,0.051668071781283874,2.3860991020951112,11765000000.0,-2863000000.0,585000000.0,-3.870000000000002,-3.870000000000002,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2022-12-31,41355000000.0,11270000000.0,3733000000.0,14338000000.0,26569000000.0,,300000000.0,3662000000.0,-6766000000.0,,2463000000.0,-240000000.0,-119000000.0,5.06,-1031500000.0,-630000000.0,-691000000.0,300000000.0,3.019,2.6192,5.8103,5.06,,0.09270202115247092,0.05955749002538992,-0.36402601241501625,,,,,0.011291354586171854,3.0190195553174393,13017000000.0,5868000000.0,492000000.0,11.75,11.75,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2023-03-31,41208000000.0,11200000000.0,3406000000.0,14047000000.0,26737000000.0,,300000000.0,3525000000.0,3018000000.0,,257000000.0,95000000.0,83000000.0,0.56,460200000.0,343000000.0,277000000.0,300000000.0,,2.5816,5.8442,0.56,,0.009612147959756142,0.0062366530770724135,0.0851557322730285,,,,,0.011220406178703669,3.288314738696418,12761000000.0,5637000000.0,467000000.0,11.360000000000001,11.360000000000001,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2023-06-30,40797000000.0,11127000000.0,3739000000.0,14244000000.0,26123000000.0,,300000000.0,4885000000.0,6112000000.0,,126000000.0,193000000.0,170000000.0,0.27,460200000.0,,559000000.0,300000000.0,,2.6165,6.9491,0.27,,0.0048233357577613595,0.003088462386940216,0.0206151832460733,,,,,0.011484132756574667,2.9759293928857984,12277000000.0,4488000000.0,418000000.0,9.129999999999999,9.129999999999999,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2023-09-30,39133000000.0,7935000000.0,3688000000.0,14506000000.0,24192000000.0,,475000000.0,1338000000.0,9170000000.0,,445000000.0,295000000.0,287000000.0,0.97,457800000.0,,853000000.0,475000000.0,,2.5687,6.7498,0.97,,0.01839451058201058,0.011371476758745816,0.0485278080697928,,,,,0.019634589947089946,2.1515726681127982,11534000000.0,3291000000.0,343000000.0,6.859999999999999,6.859999999999999,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2023-12-31,38552000000.0,7514000000.0,3098000000.0,13827000000.0,24279000000.0,,0.0,2392000000.0,-6232000000.0,,-405000000.0,-187000000.0,-569000000.0,-0.8600000000000001,-927000000.0,,-542000000.0,0.0,2.4254,2.7414,78.2108,-0.8600000000000001,,-0.016681082416903498,-0.01050529155426437,0.06498716302952504,,,,,0.0,2.425435765009684,12068000000.0,423000000.0,396000000.0,0.94,0.94,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2024-03-31,37717000000.0,7067000000.0,3032000000.0,13705000000.0,23584000000.0,,,1934000000.0,2931000000.0,,189000000.0,96000000.0,84000000.0,0.45,424300000.0,,291000000.0,0.0,,2.6939,90.9164,0.45,,0.008013907734056988,0.0050110029959965,0.06448311156601842,,,,,0.0,2.3308047493403694,11981000000.0,355000000.0,397000000.0,0.8299999999999998,0.8299999999999998,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2024-06-30,36553000000.0,6163000000.0,2786000000.0,12789000000.0,23335000000.0,,,1503000000.0,6102000000.0,,367000000.0,195000000.0,204000000.0,0.87,421600000.0,,589000000.0,0.0,,2.7445,49.8395,0.87,,0.015727448039425756,0.010040215577380789,0.06014421501147165,,,,,0.0,2.212132089016511,11971000000.0,596000000.0,399000000.0,1.43,1.43,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2024-09-30,37461000000.0,6439000000.0,2825000000.0,12804000000.0,24212000000.0,,,1645000000.0,9294000000.0,,821000000.0,282000000.0,310000000.0,1.95,420800000.0,,895000000.0,0.0,,3.0543,46.6062,1.95,,0.03390880555096646,0.021916126104481994,0.08833656122229396,,,,,0.0,2.27929203539823,12095000000.0,972000000.0,386000000.0,2.41,2.41,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2024-12-31,36636000000.0,6364000000.0,4801000000.0,12843000000.0,23350000000.0,,1848000000.0,1850000000.0,-5941000000.0,,-674000000.0,-207000000.0,-184000000.0,-1.6,-846100000.0,,-581000000.0,1848000000.0,3.78,2.573,45.333,-1.6,,-0.02886509635974304,-0.018397204935036576,0.11344891432418784,,,,,0.07914346895074946,1.325557175588419,12386000000.0,703000000.0,366000000.0,1.6700000000000002,1.6700000000000002,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2025-03-31,35981000000.0,6464000000.0,4632000000.0,12713000000.0,22834000000.0,,1849000000.0,1762000000.0,3066000000.0,,-589000000.0,83000000.0,119000000.0,-1.41,418500000.0,,293000000.0,1849000000.0,,2.4961,,-1.41,,-0.025794867303144432,-0.01636975070175926,-0.19210697977821264,,,,,0.08097573793465884,1.395509499136442,12521000000.0,-75000000.0,353000000.0,-0.18999999999999995,-0.18999999999999995,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2025-06-30,36559000000.0,6850000000.0,4853000000.0,13043000000.0,23064000000.0,,1849000000.0,1837000000.0,6323000000.0,,-530000000.0,167000000.0,187000000.0,-1.27,418700000.0,,589000000.0,1849000000.0,,2.2779,,-1.27,,-0.02297953520638224,-0.014497114253672146,-0.08382097105804207,,,,,0.08016822754075616,1.4114980424479704,12742000000.0,-972000000.0,325000000.0,-2.33,-2.33,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2025-09-30,38044000000.0,10021000000.0,5005000000.0,14703000000.0,22894000000.0,,1850000000.0,1955000000.0,8720000000.0,,-653000000.0,266000000.0,191000000.0,-1.56,419900000.0,,772000000.0,1850000000.0,,2.6131,,-1.56,,-0.02852275705425002,-0.01716433603196299,-0.07488532110091743,,,,,0.08080719839259194,2.002197802197802,12168000000.0,-2446000000.0,309000000.0,-5.84,-5.84,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
2025-12-31,21575000000.0,5575000000.0,2305000000.0,7472000000.0,13919000000.0,,60000000.0,715000000.0,-11260000000.0,,993000000.0,-203000000.0,-395000000.0,2.38,-837900000.0,,-1007000000.0,60000000.0,2.4187,1.519,,2.38,,0.07134133199224083,0.046025492468134414,-0.08818827708703375,,,,,0.004310654501041742,2.418655097613883,6849000000.0,-779000000.0,313000000.0,-1.8599999999999999,-1.8599999999999999,1.0257212,52.66,9.41,4.39724,18597.863,1.2101,1.6773
