report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_ps_ttm
2022-09-30,9342000000.0,5829000000.0,5992000000.0,14075000000.0,-4913000000.0,6459000000.0,103000000.0,1034000000.0,10246000000.0,1542000000.0,956000000.0,,382000000.0,2.25,424300000.0,1096000000.0,6562000000.0,,21.674,1.9407,2.25,1542000000.0,-0.1945857927946265,0.10233354742025262,0.09330470427483896,0.15049775522154987,0.16506101477199744,0.9351121892055791,0.15049775522154987,-1.3356401384083045,0.9727970627503337,13614000000.0,1238000000.0,1998000000.0,1998000000.0,2.94,2.94,3.284284284284284,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2022-12-31,9819000000.0,6143000000.0,6843000000.0,14483000000.0,-4870000000.0,6098000000.0,670000000.0,1189000000.0,-6877000000.0,-1048000000.0,-646000000.0,,-238000000.0,-1.5,-854900000.0,-897000000.0,6768000000.0,0.8977,26.0358,2.3838,-1.5,-1048000000.0,0.13264887063655031,-0.0657908137284856,0.09393630943725462,0.15239203140904464,-0.10673184642020572,-0.5521601685985248,0.15239203140904464,-1.3897330595482547,0.8977056846412392,13685000000.0,1253000000.0,2033000000.0,2033000000.0,2.96,2.96,3.3290703393999017,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2023-03-31,9845000000.0,6153000000.0,6823000000.0,14483000000.0,-4857000000.0,6116000000.0,646000000.0,1117000000.0,3346000000.0,513000000.0,331000000.0,,128000000.0,0.79,417800000.0,278000000.0,6762000000.0,,27.398,2.5613,0.79,513000000.0,-0.0681490632077414,0.03362112747587608,0.09892408846383742,0.15331739390316795,0.0521076688674454,0.2692913385826772,0.15331739390316795,-1.3922174181593576,0.9018027260735747,13617000000.0,1273000000.0,2020000000.0,2020000000.0,3.02,3.02,3.3475247524752474,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2023-06-30,10135000000.0,6417000000.0,7158000000.0,14760000000.0,-4852000000.0,6117000000.0,746000000.0,1219000000.0,7066000000.0,1093000000.0,707000000.0,,263000000.0,1.7,416900000.0,724000000.0,6863000000.0,,27.7011,2.6563,1.7,1093000000.0,-0.1457131079967024,0.06975826344351257,0.10005660911406737,0.15468440418907445,0.10784410458806118,0.5435106911984088,0.15468440418907445,-1.4144682605111294,0.8964794635373009,13781000000.0,1348000000.0,2100000000.0,2100000000.0,3.24,3.24,3.268095238095238,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2023-09-30,10390000000.0,6749000000.0,6749000000.0,15000000000.0,-4788000000.0,6822000000.0,585000000.0,1636000000.0,10589000000.0,1664000000.0,1083000000.0,,400000000.0,2.6,415800000.0,1030000000.0,7407000000.0,,23.7201,2.3335,2.6,1664000000.0,-0.2261904761904762,0.10423484119345525,0.10227594673718009,0.1571442062517707,0.16015399422521656,0.6353570064910271,0.1571442062517707,-1.5469924812030076,1.0,14124000000.0,1475000000.0,2222000000.0,2222000000.0,3.59,3.59,3.3334833483348336,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2023-12-31,10117000000.0,6400000000.0,6479000000.0,14837000000.0,-4924000000.0,6866000000.0,32000000.0,1274000000.0,-6792000000.0,-1084000000.0,-715000000.0,,-258000000.0,-1.6999999999999997,-835900000.0,-405000000.0,6898000000.0,0.9878,26.0429,2.577,-1.6999999999999997,-1084000000.0,0.14520714865962633,-0.07067312444400514,0.10527090694935218,0.15959952885747938,-0.10714638726895324,-0.5491388044579534,0.15959952885747938,-1.40089358245329,0.9878067603025158,14209000000.0,1406000000.0,2186000000.0,2186000000.0,3.39,3.39,3.1555352241537054,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2024-03-31,9791000000.0,6138000000.0,6318000000.0,14607000000.0,-5024000000.0,6846000000.0,35000000.0,884000000.0,3437000000.0,544000000.0,353000000.0,,126000000.0,0.86,408100000.0,171000000.0,6881000000.0,,27.8992,2.786,0.86,544000000.0,-0.07026273885350319,0.036053518537432334,0.1027058481233634,0.15827756764620307,0.05556122970074558,0.2929456112008616,0.15827756764620307,-1.369625796178344,0.9715099715099715,14300000000.0,1428000000.0,2217000000.0,2217000000.0,3.46,3.46,3.103743797925124,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2024-06-30,9858000000.0,6238000000.0,7895000000.0,14740000000.0,-5046000000.0,5526000000.0,1656000000.0,942000000.0,7038000000.0,1114000000.0,768000000.0,,220000000.0,1.89,406800000.0,479000000.0,7182000000.0,,26.1694,2.7072,1.89,1114000000.0,-0.15219976218787157,0.07790626902008521,0.10912190963341858,0.15828360329639102,0.11300466626090484,0.5215355805243446,0.15828360329639102,-1.4233055885850179,0.7901203293223559,14272000000.0,1489000000.0,2238000000.0,2238000000.0,3.6500000000000004,3.6500000000000004,3.2091152815013406,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2024-09-30,10261000000.0,6495000000.0,8097000000.0,15041000000.0,-4901000000.0,5596000000.0,1667000000.0,827000000.0,10586000000.0,1477000000.0,1308000000.0,,175000000.0,3.23,405400000.0,873000000.0,7263000000.0,,25.5265,2.9307,3.23,1477000000.0,-0.26688430932462764,0.12747295585225613,0.12355941809937654,0.1395238994898923,0.1439430854692525,0.6253175275190517,0.1395238994898923,-1.4819424607223015,0.8021489440533531,14269000000.0,1714000000.0,2051000000.0,2051000000.0,4.279999999999999,4.279999999999999,3.5411994149195514,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2024-12-31,11316000000.0,7670000000.0,7749000000.0,16044000000.0,-4848000000.0,6973000000.0,1351000000.0,2300000000.0,-6800000000.0,-1127000000.0,-784000000.0,,-216000000.0,-1.9100000000000001,-815900000.0,40000000.0,8324000000.0,0.9898,22.4888,2.5941,-1.9100000000000001,-1127000000.0,0.1617161716171617,-0.06928243195475434,0.11529411764705882,0.16573529411764706,-0.09959349593495935,-0.32422324510932105,0.16573529411764706,-1.716996699669967,0.9898051361465996,14261000000.0,1645000000.0,2008000000.0,2008000000.0,4.0699999999999985,4.0699999999999985,4.145418326693227,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2025-03-31,11178000000.0,7435000000.0,7892000000.0,16169000000.0,-5128000000.0,6923000000.0,1483000000.0,1918000000.0,3350000000.0,411000000.0,243000000.0,,110000000.0,0.61,399100000.0,190000000.0,8406000000.0,,26.5987,2.8806,0.61,411000000.0,-0.047386895475819035,0.021739130434782608,0.07253731343283581,0.12268656716417911,0.03676865271068169,0.12538133007931665,0.12268656716417911,-1.639235569422777,0.9420932589964521,14174000000.0,1535000000.0,1875000000.0,1875000000.0,3.8199999999999994,3.8199999999999994,4.4832,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2025-06-30,10495000000.0,6387000000.0,7246000000.0,15699000000.0,-5367000000.0,7074000000.0,675000000.0,688000000.0,6945000000.0,958000000.0,636000000.0,,208000000.0,1.6,397300000.0,405000000.0,7749000000.0,,25.8301,2.7584,1.6,958000000.0,-0.11850195640022358,0.06060028585040495,0.09157667386609071,0.13794096472282216,0.09128156264888042,0.40218303946263645,0.13794096472282216,-1.4438233650083845,0.8814518354954458,14081000000.0,1403000000.0,1719000000.0,1719000000.0,3.5299999999999994,3.5299999999999994,4.507853403141361,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2025-09-30,10771000000.0,6612000000.0,7065000000.0,16057000000.0,-5422000000.0,7592000000.0,492000000.0,840000000.0,10635000000.0,1544000000.0,1010000000.0,,337000000.0,2.55,395800000.0,779000000.0,8084000000.0,,26.6399,2.5076,2.55,1544000000.0,-0.18627812615271117,0.09377030916349458,0.09496944052656324,0.1451810061118947,0.14334787856280753,0.580015026296018,0.1451810061118947,-1.4909627443747695,0.9358811040339703,14130000000.0,1105000000.0,1786000000.0,1786000000.0,2.849999999999999,2.849999999999999,4.526315789473684,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
2025-12-31,10653000000.0,6501000000.0,7656000000.0,15924000000.0,-5392000000.0,6900000000.0,1056000000.0,1096000000.0,-6499000000.0,-780000000.0,-505000000.0,,-176000000.0,-1.2599999999999998,-797300000.0,222000000.0,7956000000.0,0.8491,24.5966,2.3589,-1.2599999999999998,-780000000.0,0.09365727002967358,-0.047404486998967425,0.07770426219418372,0.12001846437913526,-0.07321881160236553,-0.3042121684867395,0.12001846437913526,-1.475519287833828,0.8491379310344828,14431000000.0,1384000000.0,2133000000.0,2133000000.0,3.5,3.5,3.729957805907173,0.99812824,105.95,78.245,3.57054,30526.24,22.0565,2.1153
