report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-12-31,13574900000.0,1650000000.0,1381500000.0,7814000000.0,4632700000.0,3960700000.0,195200000.0,-2619500000.0,-817800000.0,-1797600000.0,-2628000000.0,,869800000.0,-18.43,-285900000.0,400800000.0,-424200000.0,-223200000.0,-23400000.0,3960700000.0,1.1939,0.9359,,-18.43,-2020800000.0,-0.5672717853519545,-0.1935925863173946,1.0032448940637526,0.3121969841572819,0.6862378316472609,-0.13242086497874755,-0.20918379221262828,0.008933002481389578,0.7714449322389769,0.8549442010058929,1.1943539630836049,5872700000.0,-899400000.0,-308800000.0,1172100000.0,-1461400000.0,217000000.0,,-6.32,-6.32,18.252073732718895,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2013-03-31,13821900000.0,1823900000.0,1101400000.0,6962900000.0,5704600000.0,3433000000.0,287200000.0,1140500000.0,237900000.0,168300000.0,107000000.0,,-6000000.0,0.66,148081000.0,-25400000.0,230400000.0,140600000.0,-255800000.0,3433000000.0,,0.5212,,0.66,308900000.0,0.01875679276373453,0.007741338021545518,0.09381850065760632,0.2085927224901359,0.14756685664182376,0.012176328869402904,0.01841840308177202,-0.22428759316089433,0.27084612012275316,0.6017950425972023,1.6559832939894679,5748500000.0,-1168200000.0,-371600000.0,1106500000.0,-1347100000.0,177500000.0,,-8.29,-8.29,19.340845070422535,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2013-06-30,13594900000.0,1665900000.0,1154600000.0,6811100000.0,5631200000.0,3323300000.0,263300000.0,2629000000.0,506100000.0,430300000.0,253000000.0,,3300000.0,1.0,169708000.0,388900000.0,501200000.0,284900000.0,-112300000.0,3323300000.0,,0.4403,,1.0,715200000.0,0.04492825685466686,0.01860991989643175,0.09623430962343096,0.19250665652339294,0.16367440091289465,0.03165157522306159,0.04805405103579206,-0.04271586154431343,0.27204260174971473,0.5901584031822702,1.4428373462671056,5486800000.0,-1549000000.0,-537700000.0,859800000.0,-909600000.0,46900000.0,,-11.73,-11.73,70.8592750533049,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2013-09-30,13566700000.0,1669600000.0,1060500000.0,6632100000.0,5779700000.0,3319600000.0,298800000.0,4175600000.0,854800000.0,654300000.0,370200000.0,,69000000.0,2.0,172624000.0,685900000.0,742200000.0,438000000.0,-56300000.0,3319600000.0,,0.5496,,2.0,1092300000.0,0.06405176739277126,0.027287402242254934,0.08865791742504071,0.20471309512405403,0.15669604368234505,0.04822838273124636,0.07190663018034354,-0.013483092250215538,0.26159114857745,0.5743550703323702,1.5743517208863744,5325600000.0,-1897800000.0,-544700000.0,781000000.0,-447800000.0,95600000.0,,-14.77,-14.77,34.72384937238494,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2013-12-31,13121900000.0,1560000000.0,1085500000.0,6237600000.0,6069500000.0,3022600000.0,335500000.0,-2253700000.0,-449500000.0,-581900000.0,-316700000.0,,-11200000.0,-1.29,-316090000.0,96500000.0,-612200000.0,-270200000.0,-515700000.0,3022600000.0,1.4365,1.0315,9.7059,-1.29,-852100000.0,-0.052178927424005275,-0.024135224319648832,0.14052447087012468,0.19944979367262725,0.25819763056307404,-0.04434571213010311,-0.06400061591931457,0.22882371211785066,0.37808936415672006,0.4979981876596095,1.437125748502994,5691400000.0,413500000.0,671000000.0,1149300000.0,-940100000.0,1264300000.0,,2.37,2.37,2.3907300482480425,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2014-03-31,13202800000.0,1672300000.0,1043100000.0,6367200000.0,6019500000.0,3194800000.0,364000000.0,940000000.0,63200000.0,-50700000.0,-70300000.0,,-21800000.0,0.0,153040000.0,-82000000.0,103300000.0,141100000.0,-185300000.0,3194800000.0,,0.9306,13.2607,0.0,90400000.0,-0.011678710856383421,-0.00532462810918896,-0.07478723404255319,0.06723404255319149,-0.053936170212765956,-0.0038400945254037024,-0.005502317050671239,-0.1971276595744681,0.09617021276595744,0.5307417559597973,1.6032019940561788,5490900000.0,236200000.0,452000000.0,974600000.0,-869600000.0,1045800000.0,,1.71,1.71,3.0548862115127173,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2014-06-30,13102400000.0,1663800000.0,1037500000.0,6272800000.0,6027600000.0,3293000000.0,359900000.0,2040800000.0,155200000.0,-62400000.0,-59400000.0,,-90900000.0,0.0,153064000.0,-123900000.0,164300000.0,286400000.0,-288200000.0,3293000000.0,,0.8782,22.803,0.0,224000000.0,-0.009854668524785984,-0.004533520576382953,-0.029106232849862797,0.07604860838886711,-0.03057624460995688,-0.00476248626205886,-0.006694847971160655,-0.14121912975303802,0.1097608780870247,0.5463202601367045,1.6036626506024096,4902700000.0,-76200000.0,-40700000.0,623700000.0,-1045500000.0,554600000.0,,0.7100000000000001,0.7100000000000001,5.937612693833393,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2014-09-30,4811200000.0,1360600000.0,1118300000.0,4988500000.0,30700000.0,3012500000.0,244000000.0,3339000000.0,282700000.0,-7821500000.0,-5939000000.0,,-1012300000.0,-39.0,153085000.0,104000000.0,233200000.0,430400000.0,-129200000.0,3012500000.0,,0.7726,,-39.0,-7391100000.0,-193.4527687296417,-1.2344113734619222,-1.7786762503743636,0.0846660676849356,-2.342467804731956,-1.6256858995676755,-2.5701564143007363,-0.0386942198262953,-2.2135669362084456,98.1270358306189,1.2166681570240543,4066100000.0,-6385400000.0,-8516500000.0,51600000.0,-1118400000.0,-7928800000.0,,-40.29,-40.29,-0.37994400161436787,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2014-12-31,3164000000.0,1448900000.0,958600000.0,4898300000.0,-1431300000.0,2962300000.0,290900000.0,-1696100000.0,-49700000.0,-1510700000.0,-1155500000.0,,-177000000.0,-8.0,-306091000.0,460800000.0,-216700000.0,-353900000.0,244100000.0,2962300000.0,1.4921,0.3243,,-8.0,-1864600000.0,0.8073080416404667,-0.36520227560050567,0.6812687931136135,0.029302517540239374,0.8906904074052238,-0.4774652338811631,-0.986740692357936,-0.14391840103767467,1.0993455574553388,-2.0696569552155384,1.5114750678072189,4623700000.0,-7224200000.0,-9445300000.0,451400000.0,-358600000.0,-8941300000.0,,-47.0,-47.0,-0.3313052911768982,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2015-03-31,2702600000.0,1524400000.0,846500000.0,4484700000.0,-1995700000.0,2880900000.0,355700000.0,446000000.0,80800000.0,71900000.0,-759800000.0,,175100000.0,-4.0,178696000.0,-228200000.0,15900000.0,33000000.0,-244100000.0,2880900000.0,,0.2301,,-4.0,104900000.0,0.38071854487147366,-0.28113668319396135,-1.7035874439461884,0.18116591928251122,0.16121076233183856,0.026604010952416192,0.08122458201536376,-0.5473094170403587,0.23520179372197308,-1.4435536403267024,1.8008269344359127,4129700000.0,-7913700000.0,-9322700000.0,469000000.0,-417400000.0,-8926800000.0,,-51.0,-51.0,-0.32272482860599544,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2015-06-30,2609400000.0,1382200000.0,758400000.0,4349600000.0,-1923800000.0,2887400000.0,276200000.0,944100000.0,138100000.0,97600000.0,-699600000.0,,173300000.0,-3.0,178685000.0,-248200000.0,34400000.0,63500000.0,-282600000.0,2887400000.0,,0.2247,,-3.0,161100000.0,0.36365526562012684,-0.2681076109450448,-0.7410231966952653,0.14627687744942272,0.10337887935600043,0.037403234460029126,0.1012868410128684,-0.29933269780743565,0.17063870352716873,-1.5008836677409294,1.8225210970464134,3033000000.0,-8553900000.0,-9162700000.0,451900000.0,-411800000.0,-8989700000.0,,-54.0,-54.0,-0.32118980611143866,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2015-09-30,2271500000.0,1075900000.0,669900000.0,4031000000.0,-1932000000.0,2721600000.0,270200000.0,1537300000.0,193200000.0,126800000.0,-689000000.0,,169900000.0,-4.0,153213000.0,-59500000.0,57900000.0,99100000.0,-117400000.0,2721600000.0,,0.1458,,-4.0,225900000.0,0.35662525879917184,-0.30332379484921856,-0.4481883822285826,0.12567488453782605,0.0824822741169583,0.05582214395773718,0.16058763931104356,-0.07636765758147401,0.14694594418786183,-1.4086956521739131,1.606060606060606,1231300000.0,-3303900000.0,-1214400000.0,362400000.0,-400000000.0,-1372700000.0,,-19.0,-19.0,-1.9826619071902092,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2015-12-31,2135500000.0,982700000.0,581700000.0,3947100000.0,-1981400000.0,2699400000.0,285200000.0,-914100000.0,-175600000.0,-145000000.0,1399100000.0,,-349000000.0,6.0,-356989000.0,573800000.0,-27400000.0,-61600000.0,546400000.0,2699400000.0,1.689,0.1204,,6.0,-206600000.0,-0.7061168870495609,0.6551627253570592,-1.5305765233563067,0.19210152062137623,0.15862597090033914,-0.06789978927651603,-0.201949860724234,-0.5977464172410021,0.22601465922765562,-1.3623700413848794,1.6893587760013753,2013300000.0,-749300000.0,151300000.0,236500000.0,-97700000.0,285300000.0,,-5.0,-5.0,9.461619348054679,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2016-03-31,1886300000.0,792000000.0,439800000.0,3583000000.0,-1859400000.0,2499100000.0,59900000.0,305500000.0,30900000.0,-300000.0,108000000.0,,7500000.0,0.0,171962000.0,-126500000.0,10400000.0,35200000.0,-136900000.0,2499100000.0,,0.2885,4.5597,0.0,34900000.0,-0.05808325266214908,0.05725494354026401,0.353518821603928,0.1011456628477905,-0.0009819967266775777,-0.00015904150983406669,-0.0004689698296076286,-0.4481178396072013,0.11423895253682488,-1.3440357104442293,1.800818553888131,1872800000.0,118500000.0,79100000.0,186600000.0,9500000.0,215300000.0,,-1.0,-1.0,11.607524384579657,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2016-06-30,1851000000.0,779200000.0,376100000.0,3529900000.0,-1830700000.0,2489700000.0,108200000.0,801700000.0,122400000.0,74400000.0,120800000.0,,5400000.0,0.0,178305000.0,-19300000.0,20200000.0,62100000.0,-39500000.0,2489700000.0,,0.5513,14.5079,0.0,136500000.0,-0.06598568853444038,0.06526202052944355,0.15067980541349632,0.1526755644255956,0.09280279406261693,0.04019448946515397,0.11289833080424887,-0.0492703006112012,0.1702631907197206,-1.3599715955645382,2.0717894177080565,1730400000.0,938900000.0,55900000.0,170900000.0,252600000.0,190700000.0,,2.0,2.0,13.05558468799161,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2016-09-30,1772900000.0,699600000.0,323500000.0,3173400000.0,-1544300000.0,2195900000.0,132200000.0,1355000000.0,207800000.0,109100000.0,95000000.0,,-1700000.0,0.0,188500000.0,72100000.0,45800000.0,88900000.0,26300000.0,2195900000.0,,0.7295,38.4911,0.0,198000000.0,-0.06151654471281487,0.05358452253370184,0.07011070110701106,0.1533579335793358,0.08051660516605166,0.061537593772914435,0.16743400859422958,0.01940959409594096,0.14612546125461254,-1.4219387424723176,2.162596599690881,1548100000.0,1722900000.0,38200000.0,185500000.0,396300000.0,162800000.0,,6.0,6.0,13.488329238329237,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2016-12-31,1923900000.0,824600000.0,391100000.0,3254400000.0,-1464300000.0,2175100000.0,323400000.0,-353200000.0,28200000.0,57600000.0,-149700000.0,,-23400000.0,0.0,-338622000.0,376700000.0,-7300000.0,-70800000.0,369400000.0,2175100000.0,2.11,0.9414,11.4041,0.0,-13200000.0,0.10223314894488834,-0.07781069702167473,0.4238391845979615,-0.079841449603624,-0.16308040770101925,0.029939186028379854,0.08103545301069218,-1.0458663646659117,0.03737259343148358,-1.4854196544423957,2.1084121708003067,2109000000.0,174100000.0,240800000.0,389300000.0,219300000.0,356200000.0,,0.0,0.0,6.106400898371701,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2017-03-31,1925700000.0,813200000.0,309300000.0,2628700000.0,-830100000.0,1642900000.0,295300000.0,461600000.0,95700000.0,81900000.0,-28100000.0,,-1800000.0,0.0,265200000.0,-25100000.0,27900000.0,23200000.0,-53000000.0,1642900000.0,,1.1645,64.0376,0.0,105100000.0,0.03385134321166124,-0.014592096380536948,-0.06087521663778163,0.20732235701906412,0.1774263431542461,0.04252998909487459,0.10076279527559055,-0.11481802426343155,0.22768630849220103,-1.9791591374533188,2.629162625282897,2265100000.0,38000000.0,323000000.0,454100000.0,303200000.0,426400000.0,,0.0,0.0,3.852954971857411,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2017-06-30,2030100000.0,908300000.0,413300000.0,2696800000.0,-789100000.0,1611800000.0,321500000.0,1030900000.0,240800000.0,196500000.0,3700000.0,,800000.0,0.0,285200000.0,67800000.0,49400000.0,44800000.0,18400000.0,1611800000.0,,0.9934,35.9842,0.0,241300000.0,-0.004688886072741098,0.0018225703167331659,0.0035890969056164516,0.2335823067222815,0.1906101464739548,0.0967932614156938,0.23884769660872737,0.017848481909011542,0.23406731981763507,-2.042580154606514,2.1976772320348417,2494300000.0,-79100000.0,445100000.0,572500000.0,361100000.0,531200000.0,,0.0,0.0,3.034262048192771,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2017-09-30,1923300000.0,791100000.0,417500000.0,2756400000.0,-833300000.0,1689400000.0,260800000.0,1729300000.0,401000000.0,326200000.0,57100000.0,,-6800000.0,0.0,290500000.0,206700000.0,78900000.0,66300000.0,127800000.0,1689400000.0,,1.0394,16.088,0.0,392500000.0,-0.06852274090963638,0.02968855612748921,0.03301914069276586,0.23188573411206848,0.1886312380732088,0.1696043258981958,0.3810302534750613,0.07390273521077893,0.22697045047128897,-2.0273610944437777,1.8948502994011975,2868600000.0,-117000000.0,662200000.0,765700000.0,462600000.0,725700000.0,,0.0,0.0,2.3279592117955077,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2017-12-31,2953400000.0,1544600000.0,452200000.0,3397500000.0,-444300000.0,2304200000.0,1007700000.0,-891600000.0,-235800000.0,-181000000.0,334300000.0,,-244600000.0,1.0,-547900000.0,88700000.0,-4500000.0,-46600000.0,84200000.0,2304200000.0,3.4181,1.2553,6.3826,1.0,-227600000.0,-0.7524195363493136,0.11319157581092977,-0.37494392104082547,0.26446837146702556,0.20300583221175414,-0.0612852983002641,-0.09731706005699231,-0.09443696724988784,0.25527142216240467,-5.186135494035562,3.4157452454666077,2330200000.0,367000000.0,423600000.0,501700000.0,177400000.0,511300000.0,,1.0,1.0,4.50655192646196,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2018-03-31,2862900000.0,1412400000.0,424900000.0,3347700000.0,-485000000.0,2308200000.0,786600000.0,239000000.0,-3600000.0,-40000000.0,-84300000.0,,15700000.0,0.0,297266000.0,-142900000.0,59000000.0,23900000.0,-201900000.0,2308200000.0,,1.1576,6.5547,0.0,-16100000.0,0.1738144329896907,-0.02944566698103322,-0.3527196652719665,-0.01506276150627615,-0.16736401673640167,-0.013971846728841384,-0.021939447125932425,-0.8447698744769875,-0.06736401673640167,-4.759175257731958,3.3240762532360555,2107600000.0,310800000.0,301700000.0,402400000.0,28500000.0,390100000.0,,1.0,1.0,5.916944373237631,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2018-06-30,3051500000.0,1546900000.0,474900000.0,3357800000.0,-306300000.0,2297000000.0,802500000.0,894300000.0,346000000.0,284500000.0,80800000.0,,13900000.0,0.0,301143000.0,-49300000.0,72300000.0,49400000.0,-121600000.0,2297000000.0,,1.2636,5.6986,0.0,333900000.0,-0.26379366634018936,0.026478780927412748,0.090349994409035,0.3868947780386895,0.3181259085318126,0.09323283631001147,0.1429145526699151,-0.13597226881359722,0.37336464273733644,-7.499183806725433,3.257317329964203,1971000000.0,387900000.0,389700000.0,507600000.0,-111500000.0,482700000.0,,1.0,1.0,4.7586492645535525,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2018-09-30,3125000000.0,1650600000.0,380700000.0,3211200000.0,-86200000.0,2300000000.0,897100000.0,1636100000.0,607600000.0,510000000.0,518600000.0,,14400000.0,1.0,303518000.0,188700000.0,83300000.0,68600000.0,105400000.0,2300000000.0,,1.7714,4.5925,1.0,578600000.0,-6.016241299303944,0.165952,0.3169732901411894,0.37137094309638774,0.3117168877207995,0.1632,0.2303731141024483,0.06442149012896523,0.35364586516716584,-26.682134570765662,4.335697399527187,1877800000.0,849400000.0,573500000.0,714200000.0,-133900000.0,668800000.0,,2.0,2.0,3.438995215311005,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2018-12-31,3529600000.0,1479600000.0,468200000.0,3105400000.0,424200000.0,2092900000.0,823200000.0,-437000000.0,-140400000.0,-81300000.0,613000000.0,,-519200000.0,2.0,-597827000.0,482000000.0,-127100000.0,-52900000.0,354900000.0,2092900000.0,3.1624,0.9826,2.0315,2.0,-134200000.0,1.445073078736445,0.17367407071622848,-1.402745995423341,0.32128146453089246,0.1860411899313501,-0.02303377153218495,-0.032299074331572045,-0.8121281464530893,0.30709382151029746,4.933757661480434,3.1601879538658695,2332400000.0,1128100000.0,673200000.0,809600000.0,136800000.0,762200000.0,,3.0,3.0,2.7458672264497506,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2019-03-31,3306300000.0,1126000000.0,394000000.0,3044600000.0,261700000.0,2087000000.0,430200000.0,157000000.0,30900000.0,-800000.0,-22100000.0,,-3700000.0,-0.08,289525000.0,-111200000.0,1400000.0,19900000.0,-112600000.0,2087000000.0,,1.306,2.5339,-0.08,19100000.0,-0.08444784103935804,-0.006684208934458458,-0.14076433121019108,0.19681528662420383,-0.005095541401273885,-0.00024196231436953694,-0.000340613956656874,-0.7171974522292993,0.12165605095541401,7.974780282766527,2.8578680203045685,2250400000.0,1190300000.0,712400000.0,844100000.0,226100000.0,797400000.0,,2.92,2.92,2.617256082267369,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2019-06-30,3393200000.0,1119400000.0,437400000.0,3107600000.0,285600000.0,2104500000.0,377200000.0,900200000.0,293900000.0,226000000.0,138700000.0,,18300000.0,0.47,293600000.0,151100000.0,294400000.0,40900000.0,-143300000.0,2104500000.0,,1.31,2.5828,0.47,266900000.0,0.48564425770308123,0.04087586938583049,0.15407687180626528,0.32648300377693845,0.25105532103976896,0.06660379582694802,0.09455671310823816,-0.15918684736725172,0.29648966896245277,7.368697478991597,2.5592135345221765,2256300000.0,1248200000.0,653900000.0,792000000.0,204400000.0,730400000.0,,3.39,3.39,2.8812979189485213,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2019-09-30,3491200000.0,1064600000.0,458500000.0,3131300000.0,359900000.0,2109100000.0,399300000.0,1455800000.0,448800000.0,347600000.0,229600000.0,,23100000.0,0.8,287800000.0,388100000.0,447900000.0,63100000.0,-59800000.0,2109100000.0,,0.906,2.3236,0.8,410700000.0,0.6379549874965268,0.06576535288725939,0.15771397169940926,0.30828410495947245,0.2387690616842973,0.09956461961503207,0.14078574321587686,-0.04107707102623987,0.28211292759994505,5.860238955265351,2.321919302071974,2076000000.0,959200000.0,491500000.0,633200000.0,39200000.0,562500000.0,,3.19,3.19,3.749511111111111,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
