report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2014-09-30,12831600000.0,1028100000.0,1403900000.0,12372700000.0,458900000.0,8568600000.0,103700000.0,4386400000.0,486600000.0,38000000.0,427800000.0,20900000.0,0.06,1112600000.0,552700000.0,1031400000.0,559900000.0,8568600000.0,0.06,1518000000.0,0.08280671170189584,0.002961438947598117,0.008663140616450848,0.11093379536749955,0.03792200505003273,0.05390196621434506,0.12764453766186395,0.34606966988874704,18.67204183918065,0.7323171166037467,14770300000.0,325000000.0,1998400000.0,1727900000.0,5393100000.0,1481800000.0,0.53,0.53,1.5888079212326862,1.3486300445404238
2014-12-31,12713400000.0,1003700000.0,2043000000.0,12488600000.0,224800000.0,7934200000.0,27800000.0,-2952700000.0,-482300000.0,-123500000.0,-282300000.0,-77600000.0,-0.2,-646700000.0,-278000000.0,-666800000.0,-924700000.0,7934200000.0,-0.2,-1149100000.0,-0.5493772241992882,-0.009714159862821904,0.041826125241304565,0.16334202594235783,-0.03793635062217818,-0.059112636352494176,0.31317099603752496,0.3891692349375148,35.294483985765126,0.4912873225648556,5829500000.0,-39500000.0,507100000.0,124800000.0,1893500000.0,571800000.0,-0.07,-0.07,4.190229733298125,0.8868485484435117
2015-03-31,12619100000.0,1065900000.0,1356300000.0,12524100000.0,95000000.0,8728100000.0,74000000.0,1418600000.0,119900000.0,5300000.0,141100000.0,-27700000.0,0.05,243800000.0,189300000.0,340700000.0,54500000.0,8728100000.0,0.05,460600000.0,0.05578947368421053,0.0004199982566110103,0.0037360778232059778,0.08451994924573523,0.00950146999389814,0.013589328013963346,0.03841815874806147,0.3246863104469195,91.87473684210526,0.7858880778588808,5783200000.0,-50200000.0,459200000.0,12500000.0,1847400000.0,571000000.0,-0.04000000000000001,-0.04000000000000001,4.724531774385623,0.8042031523642732
2015-06-30,13204400000.0,1114200000.0,1217100000.0,12769400000.0,435000000.0,5637900000.0,47000000.0,2839700000.0,199200000.0,-105900000.0,358600000.0,-75800000.0,-1.08,380000000.0,444300000.0,682500000.0,-64300000.0,5637900000.0,-1.08,881700000.0,-0.24344827586206896,-0.008020053921420132,-0.03729267176110152,0.07014825509736944,0.015085880464087728,0.032801462233858616,-0.022643236961650878,0.3104905447758566,12.960689655172414,0.9154547695341385,5692000000.0,-186100000.0,323400000.0,-374600000.0,1711200000.0,645200000.0,-1.1700000000000002,-1.1700000000000002,3.2947054698457223,0.5012399256044637
2015-09-30,13004400000.0,1123000000.0,1297700000.0,12830100000.0,174300000.0,5693400000.0,97200000.0,4338300000.0,377700000.0,-113100000.0,588800000.0,-95300000.0,-1.16,756300000.0,744400000.0,1033000000.0,11900000.0,5693400000.0,-1.16,1410700000.0,-0.648881239242685,-0.008697056380917228,-0.02607011963211396,0.08706175229928774,0.029044015871551167,0.06436934403599366,0.0027430099347670748,0.3251734550399926,32.66437177280551,0.8653772058256916,5643900000.0,-337200000.0,214500000.0,-922600000.0,1603900000.0,806200000.0,-2.39,-2.39,3.549722551281252,0.2660630116596378
2015-12-31,12518100000.0,875300000.0,1267100000.0,12211700000.0,306400000.0,5164600000.0,31300000.0,-2831300000.0,-187400000.0,241100000.0,-275300000.0,214800000.0,2.4299999999999997,-353500000.0,-322700000.0,-689700000.0,-676200000.0,5164600000.0,2.4299999999999997,-877100000.0,0.7868798955613577,0.019260111358752528,-0.08515522904672765,0.06618867657966306,-0.014970322972336057,-0.03425333577042588,0.2388302193338749,0.3097870236287218,16.85574412532637,0.6907899928971668,5765300000.0,27400000.0,509400000.0,-674100000.0,1875900000.0,813200000.0,0.23999999999999977,0.23999999999999977,2.753131830054907,0.6264141662567634
2016-03-31,12611200000.0,940000000.0,1149600000.0,12273500000.0,337700000.0,5433100000.0,74600000.0,1373400000.0,157700000.0,-231900000.0,219700000.0,-31000000.0,-2.52,127200000.0,263800000.0,304800000.0,-136600000.0,5433100000.0,-2.52,462500000.0,-0.6867041753035238,-0.01838841664552144,-0.1688510266491918,0.11482452308140381,0.012504757675716823,0.02732723365911139,-0.09946119120431048,0.336755497305956,16.088540124370745,0.8176757132915797,5720100000.0,-209800000.0,547200000.0,-865200000.0,1877800000.0,891800000.0,-2.3300000000000005,-2.3300000000000005,2.8933326232825647,0.6135904911415115
2016-06-30,11821600000.0,871700000.0,1120000000.0,11492400000.0,329200000.0,4731600000.0,41600000.0,2733000000.0,312300000.0,-230400000.0,437100000.0,-42400000.0,-2.48,424500000.0,510300000.0,613000000.0,-85800000.0,4731600000.0,-2.48,925300000.0,-0.6998784933171325,-0.019489747580699737,-0.08430296377607026,0.11427003293084523,0.026417743791026595,0.06170961112867531,-0.031394072447859495,0.33856567874130994,14.373025516403402,0.7783035714285714,5613400000.0,-334300000.0,660300000.0,-886700000.0,1921400000.0,970300000.0,-3.7300000000000004,-3.7300000000000004,2.462579369209951,0.6805111821086262
2016-09-30,11823600000.0,921000000.0,1148400000.0,11573300000.0,250300000.0,4852700000.0,61400000.0,4077900000.0,441700000.0,-296600000.0,653500000.0,-84800000.0,-3.19,622100000.0,753400000.0,934000000.0,-131300000.0,4852700000.0,-3.19,1375700000.0,-1.184978026368358,-0.025085422375587807,-0.07273351479928394,0.10831555457465852,0.0373574884130045,0.08655692729766803,-0.03219794502072145,0.3373550111577037,19.387534958050338,0.8019853709508882,5353000000.0,-517800000.0,724300000.0,-1029900000.0,1886400000.0,1035000000.0,-5.76,-5.76,2.5724660729431723,0.6998067632850241
2016-12-31,11770000000.0,866900000.0,1254600000.0,11600000000.0,170000000.0,4848700000.0,59100000.0,-2797300000.0,-396300000.0,375400000.0,-449700000.0,18200000.0,4.079999999999999,-249400000.0,-537700000.0,-588300000.0,-787100000.0,4848700000.0,4.079999999999999,-984600000.0,2.208235294117647,0.0318946474086661,-0.1342008365209309,0.1416723268866407,-0.03367034834324554,-0.07896467212624783,0.2813784720980946,0.3519822686161656,28.521764705882354,0.690977203889686,5387000000.0,-383500000.0,515400000.0,-1140800000.0,1778900000.0,860600000.0,-4.110000000000001,-4.110000000000001,2.7256731688121874,0.598884499186614
2017-06-30,12706200000.0,926900000.0,1227800000.0,12076000000.0,630200000.0,5559900000.0,24700000.0,2857300000.0,152800000.0,-179400000.0,426200000.0,-96600000.0,-1.15,353700000.0,507800000.0,700900000.0,-154100000.0,5559900000.0,-1.15,853700000.0,-0.2846715328467153,-0.014119091467157766,-0.0627865467399293,0.0534770587617681,0.012025625285293794,0.024684576985832218,-0.053932033738144404,0.2987785671788052,8.822437321485243,0.7549275126242059,6870900000.0,-331000000.0,510500000.0,-1158300000.0,2170100000.0,1067100000.0,-2.740000000000001,-2.740000000000001,2.562047831897148,0.478399400243651
2017-09-30,12928600000.0,1008800000.0,1311300000.0,12407400000.0,521200000.0,5857400000.0,56500000.0,4355000000.0,195800000.0,-280900000.0,642600000.0,-163400000.0,-1.7,625400000.0,724200000.0,1066300000.0,-98800000.0,5857400000.0,-1.7,1262100000.0,-0.5389485801995395,-0.021727023807682194,-0.06450057405281286,0.044959816303099885,0.015144717912225608,0.030696391057598846,-0.022686567164179106,0.289804822043628,11.238296239447429,0.7693128955997864,8492900000.0,-381500000.0,394000000.0,-1171300000.0,2506900000.0,1272600000.0,-1.960000000000001,-1.960000000000001,2.336511229007938,0.3096023888103096
2017-12-31,11084300000.0,932500000.0,1543400000.0,12383200000.0,-1298900000.0,5674600000.0,43400000.0,5852900000.0,-1593500000.0,-2116600000.0,875400000.0,-408100000.0,-12.52,950700000.0,908600000.0,1470000000.0,42100000.0,5674600000.0,-12.52,-123500000.0,1.6295326814997306,-0.19095477386934673,-0.36163269490338124,-0.27225819679133423,-0.14376189745856752,-0.36417030417990265,0.007193015428249244,-0.021100650959353484,-4.368773577642621,0.6041855643384735,10267900000.0,-2201500000.0,-1641200000.0,-997900000.0,1007700000.0,1494500000.0,-11.290000000000001,-11.290000000000001,5.631239456187357,-1.0981599197055871
2018-03-31,10981300000.0,943500000.0,1288000000.0,12318500000.0,-1337200000.0,5929300000.0,60500000.0,1454300000.0,69000000.0,-121400000.0,223100000.0,-35000000.0,-0.65,239300000.0,217600000.0,381800000.0,21700000.0,5929300000.0,-0.65,450800000.0,0.09078671851630273,-0.011055157403950352,-0.08347658667400124,0.04744550642920993,0.006283409068143116,0.01502580518716927,0.01492126796396892,0.3099773086708382,-4.434116063416093,0.7325310559006211,14519500000.0,-2698300000.0,-1175900000.0,-189100000.0,2443100000.0,2167300000.0,-16.02,-16.02,2.4269575539273873,-0.5425644811516633
2018-06-30,10839800000.0,935200000.0,1341500000.0,12246300000.0,-1406500000.0,5867900000.0,45300000.0,2898700000.0,157300000.0,-215100000.0,447500000.0,-65400000.0,-5.51,539700000.0,406300000.0,752500000.0,133400000.0,5867900000.0,-5.51,909800000.0,0.1529328119445432,-0.019843539548700162,-0.07420567840756201,0.054265705316176215,0.014511337847561763,0.035257990765230646,0.04602062993755822,0.313864835960948,-4.171987202275151,0.6971300782705926,14560900000.0,-2734000000.0,-1171400000.0,98400000.0,2499200000.0,2188600000.0,-20.380000000000003,-20.380000000000003,2.34791133162612,-0.5352279996344695
2018-09-30,10710100000.0,957600000.0,1374700000.0,12071000000.0,-1360900000.0,5721300000.0,37300000.0,4319300000.0,232900000.0,-173800000.0,677500000.0,-67600000.0,-4.32,756200000.0,603200000.0,1136300000.0,153000000.0,5721300000.0,-4.32,1369200000.0,0.12770960393857006,-0.016227672944230213,-0.040238001528025376,0.05392077419952307,0.02174582870374693,0.05341253096046234,0.035422406408445815,0.31699580950616996,-4.204056139319568,0.6965883465483378,14525200000.0,-2626900000.0,-1134300000.0,350200000.0,2606300000.0,2223500000.0,-23.0,-23.0,2.19518090780033,-0.5101416685405892
2018-12-31,10257900000.0,1256200000.0,11457700000.0,12177200000.0,-1919300000.0,0.0,,-2959200000.0,-162600000.0,-212700000.0,-446800000.0,617100000.0,-7.239999999999998,-522100000.0,-406900000.0,-743900000.0,-929000000.0,0.0,-7.239999999999998,-906500000.0,0.11082165372792163,-0.020735238206650485,0.07187753446877534,0.05494728304947283,-0.01585119761354663,0.08471838691189496,0.3139361989726953,0.30633279264666124,-0.0,0.1096380599945888,5713100000.0,-723000000.0,296600000.0,-620900000.0,1823300000.0,901300000.0,-17.72,-17.72,0.0,0.3290802174636636
2019-03-31,10857200000.0,1348500000.0,4136800000.0,12050100000.0,-1192900000.0,,432000000.0,1320600000.0,-2381300000.0,-2310300000.0,91900000.0,-268800000.0,-54.26,218200000.0,192800000.0,271500000.0,25400000.0,0.0,-54.26,-2109800000.0,1.9367088607594938,-0.21278966952805511,-1.7494320763289415,-1.8031955171891565,-0.21932910879416423,1.996227680442619,0.019233681659851582,-1.5976071482659397,-0.0,0.32597660027074066,5579400000.0,-2911900000.0,-2153700000.0,-617200000.0,-737300000.0,770100000.0,-71.33,-71.33,-0.0,-2.7966497857421113
2019-09-30,10121400000.0,1216200000.0,1228900000.0,12004700000.0,-1883300000.0,,385100000.0,3877200000.0,-2838700000.0,-2969900000.0,253900000.0,-352200000.0,-69.67,464900000.0,628900000.0,809700000.0,-164000000.0,0.0,-69.67,-2029000000.0,1.5769659639993627,-0.29342778666982827,-0.7659909212834004,-0.7321520685030435,-0.28046515304206926,1.507301014177242,-0.0422985659754462,-0.5233157949035386,-0.0,0.9896655545609895,6557900000.0,-5666700000.0,-5149700000.0,-914600000.0,-3676100000.0,576500000.0,-135.49,-135.49,-0.0,-8.932697311361665
2019-12-31,9888500000.0,1036700000.0,1219200000.0,11962900000.0,-2074400000.0,,191800000.0,5115400000.0,-2877500000.0,-3157800000.0,331900000.0,-320000000.0,-74.06,533799999.99999994,878500000.0,1068200000.0,-344700000.00000006,0.0,-74.06,-1809300000.0,1.5222715001928269,-0.3193406482277393,-0.6173124291355515,-0.5625171052117136,-0.29099458967487485,1.3871480910142693,-0.06738475974508348,-0.3536966806114869,-0.0,0.8503116797900262,7354000000.0,-8650700000.0,-8260100000.0,-1412300000.0,-6854600000.0,230900000.0,-205.23000000000002,-205.23000000000002,-0.0,-35.773495019488955
2020-03-31,10088200000.0,1284700000.0,1606600000.0,12268000000.0,-2179800000.0,,454700000.0,1200900000.0,14100000.0,-101600000.0,73100000.0,7800000.0,-2.38,101700000.0,232400000.0,232600000.0,-130700000.0,0.0,-2.38,246700000.0,0.04660978071382696,-0.01007117226066097,-0.08460321425597468,0.011741194104421683,0.0013976725283003906,-0.006468483347096064,-0.10883504038637688,0.20542926138729287,-0.0,0.7996389891696751,11514100000.0,-8539600000.0,-8083400000.0,-614000000.0,-5701400000.0,750800000.0,-200.37,-200.37,-0.0,-10.76638252530634
2020-06-30,9831700000.0,1052800000.0,1652200000.0,12176900000.0,-2345200000.0,,210000000.0,2386200000.0,38900000.0,-264000000.0,139100000.0,16300000.0,-6.18,121700000.0,480100000.0,452500000.0,-358400000.0,0.0,-6.18,491400000.0,0.1125703564727955,-0.02685191777617299,-0.11063615790797084,0.01630207023719722,0.003956589399595187,-0.016587071465120246,-0.15019696588718465,0.20593412119688206,-0.0,0.6372109914053988,12579700000.0,-6493300000.0,-5663200000.0,-997800000.0,-3100200000.0,798000000.0,-152.29,-152.29,-0.0,-7.0967418546365915
