report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,272315000000.0,22706000000.0,31787000000.0,,92695000000.0,,3486000000.0,4868000000.0,-62641000000.0,-24977000000.0,-14927000000.0,-1839000000.0,-8568000000.0,-1.0,,-15023000000.0,,-9047000000.0,,3486000000.0,0.7143,25.8998,1.4763,-1.0,-34024000000.0,-0.16103349695237068,-0.05481519563740521,0.23829440781596717,0.39873245957120734,-0.0917209848888236,-0.2596874642600929,,0.5431586341214221,0.03760720642968876,0.7143171736873565,127434000000.0,7264000000.0,12997000000.0,31140000000.0,3444000000.0,1.0,1.0,0.11194605009633911,3.7738095238095237,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2013-03-31,270994000000.0,20372000000.0,29786000000.0,,88338000000.0,,3446000000.0,3875000000.0,31356000000.0,5940000000.0,3700000000.0,827000000.0,1557000000.0,0.0,5530000000.0,8199000000.0,,4529000000.0,,3446000000.0,,27.7184,1.6111,0.0,10469000000.0,0.04188457968258281,0.013653438821523724,0.1179997448654165,0.1894374282433984,0.021919304486446193,0.06471716203259828,,0.33387549432325553,0.03900925988815685,0.6839454777412207,126968000000.0,7380000000.0,12836000000.0,30948000000.0,3412000000.0,1.0,1.0,0.11134806772650899,3.762016412661196,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2013-06-30,272093000000.0,21428000000.0,31189000000.0,,86315000000.0,,3256000000.0,4548000000.0,63431000000.0,12053000000.0,7522000000.0,1652000000.0,3471000000.0,1.0,5463000000.0,17711000000.0,,9100000000.0,,3256000000.0,,25.7981,1.4774,1.0,21153000000.0,0.08714591901755199,0.027644959627774326,0.11858554965237818,0.1900174993299806,0.044297354213449075,0.1345636422502819,,0.3334804748466838,0.037722296240514396,0.6870370964121966,127002000000.0,7416000000.0,11971000000.0,30124000000.0,3264000000.0,1.0,1.0,0.108086575487983,3.6675857843137254,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2013-09-30,274599000000.0,18435000000.0,36183000000.0,,86130000000.0,,7873000000.0,1371000000.0,95589000000.0,18241000000.0,11336000000.0,2481000000.0,5066000000.0,2.0,5419000000.0,26879000000.0,,13715000000.0,,7873000000.0,,23.8762,1.3933,2.0,31956000000.0,0.1316150005805178,0.041282014865312695,0.11859105127158982,0.1908273964577514,0.06642777286151806,0.19404699850004786,,0.3343062486269341,0.09140833623592244,0.5094934085067573,127735000000.0,7631000000.0,11257000000.0,29554000000.0,3121000000.0,2.0,2.0,0.266393719970224,3.606856776674143,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2013-12-31,277787000000.0,23196000000.0,34995000000.0,,91482000000.0,,5498000000.0,3339000000.0,-61624000000.0,-5755000000.0,-4309000000.0,-1020000000.0,-870000000.0,0.0,,-17993000000.0,20944000000.0,-8949000000.0,-38937000000.0,5498000000.0,0.6628,10.0688,1.4271,0.0,-14704000000.0,-0.047102162173979584,-0.01551188500541782,0.06992405556276775,0.09338893937426976,-0.02071731218523545,-0.05934213239843267,0.6318479813059846,0.23860833441516294,0.06009925449815264,0.6628375482211745,128752000000.0,18249000000.0,30479000000.0,48874000000.0,3940000000.0,3.0,3.0,0.1124933502475754,7.735786802030457,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2014-06-30,293466000000.0,33112000000.0,43788000000.0,,92625000000.0,,10482000000.0,11305000000.0,65051000000.0,11894000000.0,7199000000.0,1741000000.0,4402000000.0,1.0,5229000000.0,16869000000.0,,9167000000.0,,10482000000.0,,10.176,1.4079,1.0,21061000000.0,0.07772199730094467,0.024530950774536063,0.11066701511122043,0.1828411554011468,0.04052939693184219,0.11535589242243495,,0.32376135647415105,0.11316599190283401,0.7561889102037088,162447000000.0,21748000000.0,36433000000.0,59466000000.0,4854000000.0,4.0,4.0,0.1762687922510342,7.505768438401319,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2014-12-31,292829000000.0,32028000000.0,37282000000.0,,86924000000.0,,6056000000.0,8603000000.0,132447000000.0,11746000000.0,6224000000.0,3613000000.0,3442000000.0,1.0,,31338000000.0,21199000000.0,18273000000.0,10139000000.0,6056000000.0,0.9014,27.0461,1.3155,1.0,30019000000.0,0.07160277943951038,0.021254725454104614,0.04699238185840374,0.08868453041593996,0.04011214736245385,0.12632824263282427,0.07655137526708797,0.2266491502261282,0.06967005660116883,0.8590740840083686,231463000000.0,20450000000.0,36126000000.0,68332000000.0,6815000000.0,4.0,4.0,0.08862611953403969,5.300953778429934,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2015-03-31,308028000000.0,27410000000.0,37651000000.0,,87104000000.0,,8181000000.0,4444000000.0,32576000000.0,5456000000.0,3200000000.0,899000000.0,1351000000.0,0.0,5219000000.0,6738000000.0,,4578000000.0,,8181000000.0,,28.0114,1.2792,0.0,10034000000.0,0.036737692872887584,0.010388665965431714,0.09823182711198428,0.1674852652259332,0.017712675471061073,0.057259799548722255,,0.3080181728880157,0.09392220793534166,0.7280019122998062,168450000000.0,12314000000.0,23341000000.0,46410000000.0,5233000000.0,2.0,2.0,0.17627666451195864,4.460347792853048,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2015-06-30,326489000000.0,43163000000.0,40527000000.0,,87501000000.0,,8603000000.0,20956000000.0,65591000000.0,11168000000.0,6244000000.0,1831000000.0,3066000000.0,1.0,5220000000.0,15898000000.0,,9274000000.0,,8603000000.0,,33.6843,1.387,1.0,20442000000.0,0.07135918446646324,0.019124687202325345,0.09519598725434893,0.17026726227683675,0.0342063591728971,0.11620744193790061,,0.3116586116997759,0.09831887635569879,1.06504305771461,295665000000.0,22867000000.0,40264000000.0,81556000000.0,8084000000.0,3.0,3.0,0.1054858011672961,4.980702622464126,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2015-09-30,399989000000.0,34951000000.0,47938000000.0,,122789000000.0,,7535000000.0,6202000000.0,104682000000.0,17253000000.0,9339000000.0,2977000000.0,4784000000.0,1.0,5463000000.0,26695000000.0,,15539000000.0,,7535000000.0,,37.5281,1.4405,1.0,32792000000.0,0.07605730154981309,0.023348142073907032,0.08921304522267438,0.1648134349744942,0.04313368617636985,0.13238543936650196,,0.31325347242123763,0.06136543175691633,0.7290875714464516,335296000000.0,25007000000.0,45623000000.0,93287000000.0,9320000000.0,3.0,3.0,0.0807722405051079,4.895171673819743,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2015-12-31,402672000000.0,35992000000.0,47816000000.0,,123640000000.0,,7636000000.0,5121000000.0,-56048000000.0,-9092000000.0,-5438000000.0,-1587000000.0,-2196000000.0,0.0,,-13451000000.0,19218000000.0,-7375000000.0,-32669000000.0,7636000000.0,0.7527,15.8629,1.442,0.0,-16467000000.0,-0.04398252992559042,-0.013504788016052767,0.09702397944618898,0.16221809877248072,-0.022579171136806134,-0.06925866114141199,0.5828753925206965,0.2938017413645447,0.06175994823681656,0.7527187552283754,146801000000.0,13345000000.0,24785000000.0,46801000000.0,4120000000.0,2.0,2.0,0.16315890686096451,6.015776699029126,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2016-03-31,403638000000.0,38001000000.0,44528000000.0,,124405000000.0,,8399000000.0,10008000000.0,40535000000.0,7131000000.0,3803000000.0,1207000000.0,2122000000.0,0.0,6190000000.0,7900000000.0,,6563000000.0,,8399000000.0,,17.3528,1.5569,0.0,13694000000.0,0.030569510871749528,0.009421808650325292,0.0938201554212409,0.17592204267916614,0.017666820269647554,0.05369567181711394,,0.33783150363883063,0.06751336361078734,0.8534180740208408,154760000000.0,13948000000.0,26460000000.0,50461000000.0,4428000000.0,2.0,2.0,0.1664453736549018,5.975609756097561,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2016-06-30,401808000000.0,36005000000.0,46465000000.0,,124371000000.0,,9528000000.0,7208000000.0,81055000000.0,13691000000.0,7211000000.0,2465000000.0,4028000000.0,1.0,6193000000.0,18207000000.0,,13139000000.0,,9528000000.0,,18.7194,1.6394,1.0,26830000000.0,0.057979754122745655,0.01794638235177,0.0889642835111961,0.16890999938313492,0.034073487834985865,0.10224870984846787,,0.3310098081549565,0.07660949899896279,0.7748843215323362,170224000000.0,14915000000.0,28983000000.0,56849000000.0,5062000000.0,2.0,2.0,0.1676018927333814,5.725602528644805,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2016-09-30,402975000000.0,37374000000.0,47102000000.0,,124603000000.0,,7982000000.0,5895000000.0,121945000000.0,20099000000.0,10539000000.0,3689000000.0,5803000000.0,1.0,6191000000.0,,,19718000000.0,,7982000000.0,,17.1766,1.5228,1.0,39817000000.0,0.08458062807476545,0.026152987158012283,0.08642420763458937,0.16482020583049736,0.04987654320987654,0.15159331749443752,,0.32651605231866826,0.06405945282216319,0.7934694917413273,187487000000.0,16115000000.0,31829000000.0,63874000000.0,5774000000.0,2.0,2.0,0.12496477439959922,5.512469691721511,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2016-12-31,403821000000.0,38369000000.0,50576000000.0,,124110000000.0,,9832000000.0,5788000000.0,-79749000000.0,-16574000000.0,,-2451000000.0,-5474000000.0,,,13237000000.0,21516000000.0,-13573000000.0,-8279000000.0,9832000000.0,0.7586,20.3596,1.613,,-30147000000.0,,,,0.20782705739256918,-0.04104293734104962,-0.12374012632333398,0.10381321395879572,0.3780235488846255,0.07922004673273708,0.7586404618791521,163786000000.0,,24347000000.0,50194000000.0,4910000000.0,,,0.19587998565565606,4.958655804480652,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2017-03-31,411903000000.0,45727000000.0,50690000000.0,,124981000000.0,,12681000000.0,14884000000.0,39365000000.0,6864000000.0,3469000000.0,1293000000.0,1804000000.0,0.0,6186000000.0,,,6127000000.0,,12681000000.0,,20.2246,1.5723,0.0,12991000000.0,0.027756218945279684,0.00842188573523378,0.08812396799187096,0.17436809348405943,0.01666411752281484,0.04986125437666168,,0.3300139718023625,0.10146342244021091,0.9020911422371276,162616000000.0,,24080000000.0,49491000000.0,4996000000.0,,,0.2562284051645754,4.819855884707766,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2017-06-30,420795000000.0,53547000000.0,48012000000.0,,125858000000.0,,10831000000.0,25617000000.0,79202000000.0,14187000000.0,7384000000.0,2688000000.0,3860000000.0,1.0,6185000000.0,,,12274000000.0,,10831000000.0,,17.6412,1.4325,1.0,26461000000.0,0.058669293966215896,0.017547737021590085,0.09322996894017828,0.17912426453877428,0.03371475421523545,0.10379035621008274,,0.334095098608621,0.08605730267444263,1.1152836790802299,160763000000.0,,24576000000.0,49122000000.0,5219000000.0,,,0.22049183665160213,4.708948074343744,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2017-09-30,443865000000.0,76357000000.0,47693000000.0,,126109000000.0,,8551000000.0,48499000000.0,118870000000.0,20590000000.0,10413000000.0,4374000000.0,5711000000.0,1.0,6184000000.0,,,18316000000.0,,8551000000.0,,18.6875,1.4942,1.0,38906000000.0,0.08257142630581481,0.023459835760873238,0.08759989904938167,0.17321443593842012,0.04638797832674349,0.15290360908955888,,0.32729872970471946,0.06780642142908119,1.6010106304908478,157688000000.0,,25067000000.0,48211000000.0,5904000000.0,,,0.17736616124950738,4.245765582655826,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2017-12-31,444097000000.0,79146000000.0,81389000000.0,,142007000000.0,,38374000000.0,50498000000.0,-76891000000.0,-20692000000.0,8184000000.0,-2055000000.0,-26083000000.0,2.0,,39151000000.0,20647000000.0,-12330000000.0,18504000000.0,38374000000.0,0.9724,8.0339,1.4737,2.0,-33022000000.0,0.057630961853993114,0.018428406406708446,-0.10643638397211637,0.26910821812695895,-0.04659342440953215,-0.11471274690793376,-0.24065235203079685,0.4294650869412545,0.27022611561401905,0.9724409932546167,160546000000.0,29450000000.0,20949000000.0,45336000000.0,6300000000.0,4.0,4.0,0.8464355037938944,3.3252380952380953,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2018-03-31,446343000000.0,78505000000.0,70580000000.0,,147076000000.0,,29322000000.0,48872000000.0,38038000000.0,6201000000.0,4662000000.0,1771000000.0,1382000000.0,0.0,6180000000.0,,,5994000000.0,,29322000000.0,,7.038,1.3545,0.0,12195000000.0,0.03169789768555033,0.010444882074996135,0.12256164887743835,0.16302118933697882,0.013892902991645438,0.035153459789793534,,0.32060045217939953,0.1993663140145231,1.1122839331255314,159219000000.0,30643000000.0,20286000000.0,44540000000.0,6778000000.0,4.0,4.0,0.6583295913785362,2.992918264974919,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2018-06-30,534691000000.0,55286000000.0,68593000000.0,,184130000000.0,,21672000000.0,13523000000.0,77024000000.0,12667000000.0,9794000000.0,3794000000.0,2914000000.0,1.0,6277000000.0,19176000000.0,,12372000000.0,,21672000000.0,,7.4065,1.49,1.0,25039000000.0,0.05319068049747461,0.018317121477638486,0.1271551724137931,0.16445523473203158,0.02369031833339256,0.06154945044265848,,0.32508049439135855,0.11769945147450171,0.8060006123073783,157041000000.0,33053000000.0,18766000000.0,43118000000.0,7884000000.0,4.0,4.0,0.5026207152465327,2.3802638254693047,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2018-09-30,534870000000.0,53107000000.0,65420000000.0,,184971000000.0,,14905000000.0,8657000000.0,122763000000.0,19936000000.0,14512000000.0,5845000000.0,4305000000.0,2.0,6630000000.0,31522000000.0,,20538000000.0,,14905000000.0,,7.2492,1.479,2.0,40474000000.0,0.07845554167950652,0.027131826425112644,0.11821151324096023,0.1623942067235242,0.03727260829734328,0.09974183994076327,,0.32969217109389637,0.08058019905823074,0.8117853867318863,160934000000.0,37152000000.0,18112000000.0,44686000000.0,9355000000.0,5.0,5.0,0.33354965761088484,1.9360769641902726,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2018-12-31,531864000000.0,51427000000.0,64420000000.0,,193884000000.0,,10255000000.0,5204000000.0,-67069000000.0,-12708000000.0,-9598000000.0,-3453000000.0,-3681000000.0,-1.0,,-7096000000.0,,-10474000000.0,,10255000000.0,0.7983,10.7235,1.2164,-1.0,-23182000000.0,-0.04950382703059562,-0.018045966638087933,0.14310635315868733,0.18947650926657622,-0.023893326113442533,-0.062251701046835736,,0.34564403822928624,0.052892451156361535,0.7983079788885439,170756000000.0,19370000000.0,26096000000.0,54526000000.0,7957000000.0,2.0,2.0,0.18807541356417123,3.279628000502702,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2019-03-31,548384000000.0,46472000000.0,64652000000.0,,194951000000.0,,11538000000.0,6516000000.0,44827000000.0,7233000000.0,4096000000.0,2141000000.0,1023000000.0,0.0,7342000000.0,11052000000.0,,7206000000.0,,11538000000.0,,12.3773,1.3109,0.0,14439000000.0,0.02101040774348426,0.007469218649705316,0.09137350257657216,0.1613536484707877,0.01318966271809535,0.035028500307522435,,0.32210498137283333,0.05918410267195347,0.7188022025614057,177545000000.0,18804000000.0,27128000000.0,56770000000.0,8327000000.0,2.0,2.0,0.20324114849392286,3.2578359553260476,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2019-06-30,546914000000.0,47218000000.0,66376000000.0,,194081000000.0,,12772000000.0,8423000000.0,89784000000.0,14733000000.0,7809000000.0,4290000000.0,2122000000.0,1.06,7347000000.0,25336000000.0,,14307000000.0,,12772000000.0,,14.0335,1.3294,1.06,29040000000.0,0.04023577784533262,0.014278296039231031,0.0869754076450147,0.16409382518043303,0.02693842176283657,0.07122449275572508,,0.32344292969794175,0.06580757518767937,0.7113715800891889,190305000000.0,16819000000.0,29194000000.0,60771000000.0,8823000000.0,2.06,2.06,0.21016603314080728,3.3088518644452,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2019-09-30,548796000000.0,50695000000.0,68126000000.0,,194327000000.0,,11608000000.0,6588000000.0,134372000000.0,22634000000.0,11509000000.0,6373000000.0,3059000000.0,1.57,7350000000.0,36725000000.0,,21256000000.0,,11608000000.0,,16.8936,1.5162,1.57,43890000000.0,0.059224914705625055,0.02097136276503473,0.0856502842854166,0.16844283035156132,0.04124301197530594,0.10990846626362687,,0.32663054803083974,0.05973436527090934,0.7441358658955465,201914000000.0,13816000000.0,31892000000.0,64187000000.0,9351000000.0,1.6300000000000001,1.6300000000000001,0.18084658887313632,3.410544326809967,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2019-12-31,551669000000.0,54761000000.0,68911000000.0,,201934000000.0,,11838000000.0,12130000000.0,-87790000000.0,-16645000000.0,-9511000000.0,-4382000000.0,-2711000000.0,-0.74,,-24445000000.0,,-14552000000.0,,11838000000.0,0.7947,20.5336,1.5756,-0.74,-31197000000.0,-0.04709954737686571,-0.0172404104635207,0.10833807950791662,0.189600182253104,-0.03017207782202734,-0.07786333102557866,,0.3553593803394464,0.05862311448294987,0.7946626808492113,181193000000.0,13903000000.0,27955000000.0,56172000000.0,8422000000.0,1.89,1.89,0.21074556718649862,3.3192828306815483,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2020-03-31,545354000000.0,52704000000.0,69704000000.0,,195449000000.0,,17067000000.0,9955000000.0,42779000000.0,7486000000.0,4610000000.0,2018000000.0,1302000000.0,0.63,7214000000.0,8866000000.0,,7222000000.0,,17067000000.0,,14.503,1.1672,0.63,14708000000.0,0.023586715716120317,0.008453224877785805,0.10776315481895322,0.17499240281446504,0.013726863651866494,0.03522558301492593,,0.3438135533789944,0.0873220123919795,0.7561115574429014,179145000000.0,14417000000.0,28208000000.0,56441000000.0,8299000000.0,2.52,2.52,0.3023865629595507,3.3989637305699483,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2020-06-30,547898000000.0,56555000000.0,69469000000.0,,193453000000.0,,15576000000.0,16941000000.0,83729000000.0,11018000000.0,5891000000.0,4059000000.0,2237000000.0,0.81,7192000000.0,20925000000.0,,14507000000.0,,15576000000.0,,17.9715,1.2298,0.81,25525000000.0,0.030451841015647213,0.010752001284910695,0.07035794049851306,0.13159120495885535,0.02010958244052725,0.052710389467490154,,0.3048525600449068,0.08051568081135986,0.8141041327786495,173090000000.0,12499000000.0,24493000000.0,52926000000.0,8068000000.0,2.27,2.27,0.29429769867361977,3.0358205255329698,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2020-09-30,538553000000.0,49971000000.0,59565000000.0,,195056000000.0,,5898000000.0,9758000000.0,126069000000.0,17150000000.0,8707000000.0,6031000000.0,3003000000.0,1.19,7186000000.0,33048000000.0,,21537000000.0,,5898000000.0,,18.2987,1.1749,1.19,38687000000.0,0.04463846280042654,0.016167396709330373,0.06906535310028634,0.1360366148696349,0.03184459096876259,0.08534291429879474,,0.3068716337878463,0.030237470264949554,0.8389322588768572,164787000000.0,9697000000.0,19009000000.0,47723000000.0,7726000000.0,1.89,1.89,0.12358820694424072,2.460393476572612,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
