report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-02-28,84108000000.0,19466000000.0,13990000000.0,,24526000000.0,,,6065000000.0,69118000000.0,4321000000.0,3268000000.0,,944000000.0,12.17,6330000000.0,2952000000.0,0.0,,11.467,0.6424,12.17,7273000000.0,0.13324635081138383,0.03885480572597137,0.047281460690413495,0.06251627651263057,0.05137442336044134,0.17618038000489278,0.10522584565525622,0.0,1.3914224446032881,99958000000.0,4688000000.0,5866000000.0,9942000000.0,17.15,17.15,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2022-05-31,85994000000.0,20365000000.0,14274000000.0,,24939000000.0,,,6897000000.0,-43086000000.0,-2469000000.0,-2710000000.0,689000000.0,-900000000.0,-9.899999999999997,-2664000000.0,-1919000000.0,0.0,1.4267,15.2133,0.6224,-9.899999999999997,-4388000000.0,-0.10866514294879506,-0.0315138265460381,0.06289746089216915,0.0573039966578471,-0.028711305439914413,-0.09900156381571033,0.10184282597595506,0.0,1.4267199103264676,93512000000.0,3826000000.0,6245000000.0,10215000000.0,14.330000000000004,14.330000000000004,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2022-08-31,85826000000.0,19606000000.0,13765000000.0,,25140000000.0,,,6850000000.0,23242000000.0,1191000000.0,875000000.0,,279000000.0,3.33,1607000000.0,1024000000.0,0.0,,15.2664,0.5783,3.33,2215000000.0,0.034805091487669054,0.01019504579031995,0.03764736253334481,0.0512434386025299,0.013876913755738355,0.04737470167064439,0.09530160915583857,0.0,1.4243370868143843,94751000000.0,3589000000.0,6038000000.0,10061000000.0,13.570000000000004,13.570000000000004,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2022-11-30,85591000000.0,18217000000.0,14039000000.0,,24115000000.0,,,4646000000.0,46056000000.0,2367000000.0,1663000000.0,,550000000.0,6.41,3125000000.0,2070000000.0,0.0,,14.2266,0.504,6.41,4437000000.0,0.06896122745179349,0.01942961292659275,0.03610821608476637,0.051393955184992186,0.027654776787279036,0.09815467551316608,0.0963392391870766,0.0,1.2975995441270747,95330000000.0,3096000000.0,5410000000.0,9537000000.0,12.010000000000005,12.010000000000005,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2023-02-28,85775000000.0,17944000000.0,13580000000.0,,24733000000.0,,,5373000000.0,68225000000.0,3409000000.0,2434000000.0,,801000000.0,9.46,5401000000.0,3101000000.0,0.0,,17.1431,0.5538,9.46,6510000000.0,0.09841102979824526,0.028376566598659284,0.03567607182117992,0.04996702088677171,0.03974351501020111,0.13783204625399265,0.09541956760718212,0.0,1.3213549337260677,94437000000.0,2262000000.0,4498000000.0,8774000000.0,9.300000000000006,9.300000000000006,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2023-05-31,87143000000.0,18610000000.0,13586000000.0,,26088000000.0,,,6856000000.0,-47368000000.0,-2055000000.0,-1000000000.0,694000000.0,-239000000.0,-3.7200000000000024,-1285000000.0,-2019000000.0,0.0,1.3698,13.794,0.6077,-3.7200000000000024,-4074000000.0,-0.03833180006133088,-0.011475391023949141,0.02111129876710015,0.04338371896639081,-0.023581928554215485,-0.07877184912603497,0.08600743117716601,0.0,1.3697924333873104,90155000000.0,3972000000.0,4912000000.0,9088000000.0,15.48,15.48,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2023-08-31,87576000000.0,18887000000.0,13811000000.0,,26534000000.0,,,7055000000.0,21681000000.0,1485000000.0,1078000000.0,,345000000.0,4.23,2230000000.0,1071000000.0,0.0,,15.7244,0.741,4.23,2556000000.0,0.04062711992161001,0.01230930848634329,0.04972095383054287,0.0684931506849315,0.016956700465881065,0.05596593050425869,0.1178912411789124,0.0,1.3675331257693144,88594000000.0,4175000000.0,5206000000.0,9429000000.0,16.380000000000003,16.380000000000003,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2023-11-30,88051000000.0,19117000000.0,14248000000.0,,26766000000.0,,,6729000000.0,43846000000.0,2761000000.0,1978000000.0,,647000000.0,7.79,4004000000.0,2111000000.0,0.0,,15.1796,0.74,7.79,4872000000.0,0.0738997235298513,0.022464253671167847,0.045112438991014005,0.06297039638735574,0.031356827293273215,0.10315325412837181,0.11111617935501528,0.0,1.3417321729365526,86384000000.0,4490000000.0,5600000000.0,9864000000.0,17.76,17.76,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2024-05-31,87007000000.0,18207000000.0,13355000000.0,,27582000000.0,,,6501000000.0,87693000000.0,5559000000.0,4331000000.0,745000000.0,1505000000.0,17.21,8312000000.0,4287000000.0,0.0,1.3633,14.4296,0.7127,17.21,9846000000.0,0.15702269596113408,0.049777604100819474,0.04938820658433398,0.06339160480311998,0.06389141103589366,0.20154448553404394,0.1122780609626766,0.0,1.3633096218644702,105852000000.0,6387000000.0,7750000000.0,13200000000.0,25.51,25.51,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2024-08-31,86711000000.0,18094000000.0,14111000000.0,,27176000000.0,,,5943000000.0,21579000000.0,1080000000.0,794000000.0,,262000000.0,3.21,1187000000.0,1078000000.0,0.0,,18.0844,0.8356,3.21,2158000000.0,0.029216956137768618,0.009156854378337236,0.036795032207238516,0.050048658417906296,0.012455167164488934,0.03974094789520165,0.1000046341350387,0.0,1.2822620650556305,174799000000.0,8181000000.0,10885000000.0,19432000000.0,32.440000000000005,32.440000000000005,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2024-11-30,85481000000.0,17721000000.0,14392000000.0,,26460000000.0,,,5029000000.0,43546000000.0,2132000000.0,1535000000.0,,502000000.0,6.24,2505000000.0,2141000000.0,0.0,,19.0199,0.8462,6.24,4273000000.0,0.05801209372637944,0.01795720686468338,0.0352500803747761,0.048959720755063614,0.024941215006843626,0.08057445200302343,0.09812611950580995,0.0,1.2313090605892163,196664000000.0,8638000000.0,11532000000.0,21149000000.0,34.45,34.45,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2025-02-28,85043000000.0,17214000000.0,13896000000.0,,26708000000.0,,,5135000000.0,65706000000.0,3424000000.0,2444000000.0,,774000000.0,9.99,4517000000.0,3207000000.0,0.0,,16.1612,0.7211,9.99,6631000000.0,0.09150816234836004,0.028738402925578825,0.03719599427753934,0.05211091833318114,0.040261985113413216,0.12820128800359443,0.10091924633975588,0.0,1.2387737478411054,218524000000.0,9104000000.0,12195000000.0,22908000000.0,36.650000000000006,36.650000000000006,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2025-05-31,87627000000.0,18386000000.0,15411000000.0,,28074000000.0,,,5502000000.0,-42905000000.0,-1419000000.0,-681000000.0,,-189000000.0,-2.629999999999999,-1173000000.0,-2162000000.0,0.0,1.193,12.7581,0.5938,-2.629999999999999,-3581000000.0,-0.024257319940158152,-0.007771577253586223,0.015872275958512993,0.03307306840694558,-0.01619363894689993,-0.05054498824535157,0.0834634657965272,0.0,1.193043929660632,87926000000.0,4092000000.0,5217000000.0,9481000000.0,16.810000000000006,16.810000000000006,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2025-08-31,88416000000.0,19344000000.0,15524000000.0,,27771000000.0,,,6166000000.0,22244000000.0,1186000000.0,824000000.0,,310000000.0,3.46,1716000000.0,1092000000.0,0.0,,13.224,0.6153,3.46,2278000000.0,0.029671239782506933,0.009319580166485705,0.03704369717676677,0.05331774860636576,0.013413861744480638,0.04270642036656944,0.10240963855421686,0.0,1.2460706003607318,88591000000.0,4122000000.0,5323000000.0,9601000000.0,17.060000000000006,17.060000000000006,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2025-11-30,89181000000.0,20653000000.0,16214000000.0,,28140000000.0,,,6570000000.0,45713000000.0,2564000000.0,1780000000.0,,643000000.0,7.5,3667000000.0,2160000000.0,0.0,,14.8711,0.7159,7.5,4724000000.0,0.06325515280739161,0.019959408394164678,0.03893859514798854,0.056089077505304834,0.028750518608223724,0.09111584932480454,0.10334040644893137,0.0,1.2737757493524116,90758000000.0,4367000000.0,5755000000.0,10052000000.0,18.320000000000007,18.320000000000007,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
