report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-09-30,53646000000.0,11973000000.0,17608000000.0,,10345000000.0,,2369000000.0,31202000000.0,6085000000.0,3546000000.0,,2078000000.0,4.0,6448000000.0,,0.0,,12.452,0.8639,4.0,6085000000.0,0.34277428709521507,0.06609998881556872,0.11364656111787706,0.1950195500288443,0.11342877381351825,0.5882068632189463,0.1950195500288443,0.0,0.6799750113584734,41879000000.0,4584000000.0,7708000000.0,9479000000.0,4.0,4.0,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2015-12-31,53134000000.0,9056000000.0,17526000000.0,,10850000000.0,,1972000000.0,-19981000000.0,-3553000000.0,-1997000000.0,,-1208000000.0,-1.0,-4538000000.0,1835000000.0,0.0,0.5167,8.8083,0.9794,-1.0,-1718000000.0,-0.18405529953917052,-0.03758422102608499,0.0999449477003153,0.1778189279815825,-0.06686867166033049,-0.32746543778801845,0.08598168259846854,0.0,0.5167180189432843,40704000000.0,4526000000.0,7802000000.0,9637000000.0,5.0,5.0,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2016-03-31,53342000000.0,9306000000.0,18108000000.0,,11252000000.0,,1708000000.0,9251000000.0,1540000000.0,946000000.0,,488000000.0,1.0,1011000000.0,,0.0,,7.9477,0.9259,1.0,1540000000.0,0.08407394241023818,0.01773461812455476,0.10225921521997622,0.16646848989298454,0.028870308574856587,0.13686455741201564,0.16646848989298454,0.0,0.5139165009940357,40567000000.0,4726000000.0,7944000000.0,9779000000.0,6.0,6.0,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2016-06-30,51634000000.0,7638000000.0,16250000000.0,,11810000000.0,,1662000000.0,19698000000.0,3963000000.0,2492000000.0,,1292000000.0,3.0,4226000000.0,,0.0,,5.6993,0.6769,3.0,3963000000.0,0.21100762066045725,0.04826277259170314,0.12651030561478321,0.20118793786171185,0.07675175272107526,0.33556308213378494,0.20118793786171185,0.0,0.47003076923076925,40170000000.0,4987000000.0,8035000000.0,9870000000.0,7.0,7.0,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2016-09-30,50948000000.0,7329000000.0,15147000000.0,,12510000000.0,,1638000000.0,30181000000.0,5932000000.0,3751000000.0,,1933000000.0,4.92,6080000000.0,,0.0,,6.2306,0.7428,4.92,5932000000.0,0.29984012789768183,0.07362408730470284,0.12428348961267022,0.19654749676949074,0.11643244092015388,0.4741806554756195,0.19654749676949074,0.0,0.4838581897405427,39149000000.0,5192000000.0,7882000000.0,9717000000.0,7.92,7.92,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2016-12-31,51261000000.0,7451000000.0,15239000000.0,,12287000000.0,,2762000000.0,-19491000000.0,-4483000000.0,-2816000000.0,,-1450000000.0,-3.13,-4112000000.0,1902000000.0,0.0,0.4889,8.8334,0.9393,-3.13,-2581000000.0,-0.22918531781557744,-0.05493455063303486,0.14447693807398287,0.2300035914011595,-0.08745440003121281,-0.3648571661105233,0.1324200913242009,0.0,0.4889428440186364,39639000000.0,4373000000.0,6952000000.0,8854000000.0,5.79,5.79,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2017-03-31,51459000000.0,6880000000.0,15953000000.0,,12945000000.0,,1907000000.0,9148000000.0,1053000000.0,603000000.0,,312000000.0,0.82,-801000000.0,,0.0,,8.8153,0.8546,0.82,1053000000.0,0.046581691772885285,0.011718066810470471,0.06591604722343682,0.11510712724092698,0.02046289278843351,0.0813441483198146,0.11510712724092698,0.0,0.431266846361186,39536000000.0,4030000000.0,6465000000.0,8367000000.0,5.61,5.61,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2017-06-30,51815000000.0,7177000000.0,16631000000.0,,13479000000.0,,2241000000.0,19939000000.0,3081000000.0,1827000000.0,,979000000.0,2.5,1585000000.0,,0.0,,11.4652,0.9989,2.5,3081000000.0,0.13554417983529934,0.03526005982823507,0.09162946988314359,0.15452128993429962,0.05946154588439641,0.22857778766970843,0.15452128993429962,0.0,0.43154350309662676,39777000000.0,3365000000.0,5583000000.0,7485000000.0,5.109999999999999,5.109999999999999,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2017-09-30,51928000000.0,7083000000.0,16496000000.0,,14001000000.0,,1478000000.0,30999000000.0,4920000000.0,3005000000.0,,1606000000.0,4.13,3230000000.0,,0.0,,10.2306,0.853,4.13,4920000000.0,0.21462752660524248,0.05786858727468803,0.096938610922933,0.15871479725152424,0.09474657217686026,0.35140347118063,0.15871479725152424,0.0,0.4293768186226964,40595000000.0,2619000000.0,4571000000.0,6473000000.0,4.32,4.32,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2017-12-31,53292000000.0,7844000000.0,18573000000.0,,13910000000.0,,1814000000.0,-18842000000.0,-2940000000.0,-1858000000.0,,-773000000.0,-2.499999999999999,1134000000.0,2235000000.0,0.0,0.4116,12.6261,0.9834,-2.499999999999999,-705000000.0,-0.1335729690869878,-0.034864520003002324,0.09860948943848848,0.15603439125358243,-0.05516775501013285,-0.2113587347232207,0.037416410147542725,0.0,0.4223334948581274,41244000000.0,3577000000.0,6114000000.0,8349000000.0,4.950000000000001,4.950000000000001,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2018-03-31,54078000000.0,7724000000.0,20012000000.0,,12557000000.0,,1447000000.0,9968000000.0,840000000.0,547000000.0,,171000000.0,0.77,1343000000.0,,0.0,,11.4043,0.8688,0.77,840000000.0,0.043561360197499406,0.010115019046562373,0.054875601926163725,0.08426966292134831,0.015533118828359036,0.06689495898701919,0.08426966292134831,0.0,0.3859684189486308,42064000000.0,3521000000.0,5901000000.0,8136000000.0,4.9,4.9,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2018-06-30,55796000000.0,7641000000.0,19269000000.0,,12856000000.0,,1886000000.0,21743000000.0,2520000000.0,1572000000.0,,518000000.0,2.24,4150000000.0,,0.0,,11.3152,0.802,2.24,2520000000.0,0.1222775357809583,0.028174062656821278,0.07229913075472566,0.11589936991215563,0.045164527923148616,0.19601742377100187,0.11589936991215563,0.0,0.3965436711816908,43868000000.0,3266000000.0,5340000000.0,7575000000.0,4.6400000000000015,4.6400000000000015,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2018-09-30,55003000000.0,6726000000.0,18158000000.0,,13704000000.0,,1380000000.0,33696000000.0,4161000000.0,2884000000.0,,880000000.0,4.14,5650000000.0,,0.0,,12.0778,0.8835,4.14,4161000000.0,0.21044950379451255,0.052433503627074884,0.08558879392212726,0.12348646723646724,0.07565041906805084,0.3036339754816112,0.12348646723646724,0.0,0.3704152439696002,46565000000.0,3145000000.0,4581000000.0,6816000000.0,4.650000000000001,4.650000000000001,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2018-12-31,60266000000.0,6340000000.0,18578000000.0,,13687000000.0,,1565000000.0,-20969000000.0,-2257000000.0,-1068000000.0,,-353000000.0,-1.4800000000000004,-4129000000.0,2329000000.0,0.0,0.3413,8.6966,0.7699,-1.4800000000000004,72000000.0,-0.07803024768028057,-0.01772143497162579,0.05093232867566407,0.10763508035671705,-0.0374506355158796,-0.1649010009498064,-0.0034336401354380275,0.0,0.3412638604801378,44438000000.0,3935000000.0,5264000000.0,7593000000.0,5.67,5.67,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2019-03-31,61841000000.0,7196000000.0,21323000000.0,61841000000.0,12911000000.0,7710000000.0,1910000000.0,10472000000.0,1020000000.0,730000000.0,,216000000.0,1.09,1951000000.0,,7710000000.0,,8.3218,0.7605,1.09,1020000000.0,0.056540934087212454,0.011804466292589058,0.06970970206264324,0.09740259740259741,0.016493911806083342,0.0494641384995878,0.09740259740259741,0.5971652079622027,0.33747596492050835,44942000000.0,4118000000.0,5444000000.0,7773000000.0,5.99,5.99,0.9918950212273253,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2019-06-30,62518000000.0,7134000000.0,21164000000.0,,13958000000.0,,2009000000.0,23008000000.0,3148000000.0,2173000000.0,,680000000.0,3.29,5223000000.0,,0.0,,8.3241,0.8222,3.29,3148000000.0,0.1556813297033959,0.0347579896989667,0.09444541029207232,0.1368219749652295,0.05035349819252055,0.2255337440894111,0.1368219749652295,0.0,0.3370818370818371,46207000000.0,4719000000.0,6072000000.0,8401000000.0,7.039999999999999,7.039999999999999,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2019-09-30,63219000000.0,6944000000.0,20211000000.0,,15068000000.0,,1899000000.0,35568000000.0,5219000000.0,3669000000.0,,1131000000.0,5.59,7468000000.0,,0.0,,7.948,0.8044,5.59,5219000000.0,0.24349615078311654,0.058036349831537985,0.10315452091767881,0.14673301844354475,0.08255429538588083,0.3463631537032121,0.14673301844354475,0.0,0.3435752807876899,48079000000.0,5504000000.0,7130000000.0,9459000000.0,8.489999999999998,8.489999999999998,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2019-12-31,64532000000.0,8249000000.0,20204000000.0,,15358000000.0,,2882000000.0,-22041000000.0,-2769000000.0,-1805000000.0,,-596000000.0,-2.669999999999999,-6217000000.0,2581000000.0,0.0,0.4083,7.9357,0.8046,-2.669999999999999,-188000000.0,-0.1175283240005209,-0.027970619227669993,0.08189283607821787,0.12562950864298353,-0.04290894439967768,-0.18029691366063288,0.008529558549975046,0.0,0.40828548802217385,47007000000.0,4767000000.0,6618000000.0,9199000000.0,7.300000000000001,7.300000000000001,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2020-03-31,68738000000.0,10275000000.0,19392000000.0,,14309000000.0,,6000000000.0,8592000000.0,-410000000.0,-534000000.0,,-73000000.0,-0.84,358000000.0,,0.0,,5.1963,0.4033,-0.84,-410000000.0,-0.037319169753302114,-0.007768628706101429,-0.06215083798882681,-0.04771880819366853,-0.005964677470976752,-0.02865329512893983,-0.04771880819366853,0.0,0.5298576732673267,45127000000.0,3503000000.0,5188000000.0,7769000000.0,5.370000000000001,5.370000000000001,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2020-06-30,72261000000.0,18915000000.0,20150000000.0,,8690000000.0,,11366000000.0,10060000000.0,-5225000000.0,-6251000000.0,,-1370000000.0,-9.83,68000000.0,,0.0,,,0.5253,-9.83,-5225000000.0,-0.7193325661680092,-0.08650586069940909,-0.6213717693836978,-0.5193836978131213,-0.0723073303718465,-0.6012658227848101,-0.5193836978131213,0.0,0.9387096774193548,32179000000.0,-4921000000.0,-3185000000.0,-604000000.0,-7.749999999999999,-7.749999999999999,-0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2020-09-30,79076000000.0,25030000000.0,19725000000.0,,3357000000.0,,16477000000.0,13122000000.0,-11611000000.0,-11630000000.0,,-2849000000.0,-18.3,-2507000000.0,,0.0,,,0.794,-18.3,-11611000000.0,-3.464402740542151,-0.14707370124943092,-0.886297820454199,-0.8848498704465783,-0.14683342607112146,-3.458742925230861,-0.8848498704465783,0.0,1.2689480354879594,9733000000.0,-20220000000.0,-20015000000.0,-17434000000.0,-31.64,-31.64,-0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2020-12-31,71996000000.0,17404000000.0,15927000000.0,,1534000000.0,,8307000000.0,-14679000000.0,4777000000.0,6030000000.0,,1090000000.0,9.48,-1712000000.0,2312000000.0,0.0,1.0927,,1.5,9.48,7089000000.0,3.9308996088657104,0.0837546530362798,-0.410790925812385,-0.32543088766264733,0.0663509083837991,3.1140808344198176,-0.4829348048232168,0.0,1.0927356062033027,17095000000.0,-12385000000.0,-12469000000.0,-10157000000.0,-19.49,-19.49,-0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2021-03-31,73083000000.0,17853000000.0,20688000000.0,,482000000.0,,8460000000.0,4150000000.0,-1398000000.0,-1177000000.0,,-338000000.0,-1.85,691000000.0,,0.0,,,2.4408,-1.85,-1398000000.0,-2.4419087136929463,-0.01610497653353037,-0.28361445783132533,-0.3368674698795181,-0.019128935593776937,-2.900414937759336,-0.3368674698795181,0.0,0.8629640371229699,12653000000.0,-13028000000.0,-13457000000.0,-11145000000.0,-20.5,-20.5,-0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2021-06-30,75309000000.0,19666000000.0,23573000000.0,,1281000000.0,,10357000000.0,11276000000.0,-582000000.0,-525000000.0,,-214000000.0,-0.82,2557000000.0,,0.0,,,1.5118,-0.82,-582000000.0,-0.4098360655737705,-0.00697127833326694,-0.04655906349769422,-0.05161404753458673,-0.007728159980878779,-0.45433255269320844,-0.05161404753458673,0.0,0.8342595342128707,13869000000.0,-7302000000.0,-8814000000.0,-6502000000.0,-11.49,-11.49,-0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2021-09-30,72783000000.0,17471000000.0,20924000000.0,,2606000000.0,,8785000000.0,20429000000.0,1623000000.0,688000000.0,,105000000.0,1.07,2708000000.0,,0.0,,,1.1175,1.07,1623000000.0,0.2640061396776669,0.00945275682508278,0.03367761515492682,0.07944588575064859,0.022299163266147316,0.6227935533384498,0.07944588575064859,0.0,0.8349741923150449,21176000000.0,5016000000.0,4420000000.0,6732000000.0,7.880000000000001,7.880000000000001,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2021-12-31,72459000000.0,15940000000.0,20966000000.0,,3887000000.0,,7933000000.0,-5956000000.0,2243000000.0,1294000000.0,,565000000.0,2.04,-2692000000.0,1998000000.0,0.0,0.7603,89.6477,0.8365,2.04,4241000000.0,0.3329045536403396,0.017858375081080336,-0.21725990597716588,-0.37659503022162527,0.0309554368677459,0.5770517108309751,-0.7120550705171256,0.0,0.7602785462176858,29899000000.0,280000000.0,1886000000.0,3884000000.0,0.43999999999999995,0.43999999999999995,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2022-03-31,73748000000.0,15720000000.0,24060000000.0,,2991000000.0,,7705000000.0,9348000000.0,-783000000.0,-940000000.0,,-260000000.0,-1.48,1771000000.0,,0.0,,49.1616,0.7228,-1.48,-783000000.0,-0.3142761618187897,-0.012746108369040516,-0.10055626872058195,-0.08376123234916559,-0.010617237077615664,-0.26178535606820463,-0.08376123234916559,0.0,0.6533665835411472,35097000000.0,517000000.0,2501000000.0,4499000000.0,0.81,0.81,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2022-06-30,74805000000.0,17313000000.0,26324000000.0,,3811000000.0,,9221000000.0,23173000000.0,735000000.0,-205000000.0,,38000000.0,-0.32,4306000000.0,,0.0,,31.0109,0.4444,-0.32,735000000.0,-0.053791655733403304,-0.0027404585254996324,-0.008846502395028696,0.03171794761144436,0.009825546420693804,0.19286276567829966,0.03171794761144436,0.0,0.6576888010940587,46994000000.0,837000000.0,3818000000.0,5816000000.0,1.3099999999999998,1.3099999999999998,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2022-09-30,72596000000.0,14799000000.0,25870000000.0,,4590000000.0,,7023000000.0,37147000000.0,2191000000.0,489000000.0,,305000000.0,0.76,5175000000.0,,0.0,,219.4115,0.3859,0.76,2191000000.0,0.1065359477124183,0.006735908314507686,0.013163916332409077,0.0589818827899965,0.030180726210810513,0.47734204793028323,0.0589818827899965,0.0,0.5720525705450329,63712000000.0,638000000.0,4386000000.0,6384000000.0,1.0,1.0,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2022-12-31,72288000000.0,13011000000.0,25940000000.0,,6582000000.0,,3266000000.0,-19086000000.0,1518000000.0,1974000000.0,,513000000.0,3.1,-4889000000.0,2107000000.0,0.0,0.5016,15.9738,0.4165,3.1,3625000000.0,0.2999088422971741,0.027307436918990704,-0.10342659541024835,-0.07953473750392959,0.02099933598937583,0.23062898814949864,-0.18992979147018757,0.0,0.5015805705474171,50582000000.0,1318000000.0,3661000000.0,5768000000.0,2.06,2.06,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
