report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2017-09-30,94487000.0,92206000.0,9720000.0,,72288000.0,12479000.0,,29765000.0,,,-35945000.0,-36733000.0,,,,,,1152000.0,552000.0,,12479000.0,,,-35393000.0,-0.5081479637007525,-0.38876247526114704,,,,-0.3804227036523543,-0.424044734389562,,,0.17262892872952634,9.486213991769548,,-40690000.0,-39138000.0,,,-38429000.0,,,,-0.3247287204975409,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2017-12-31,89355000.0,86985000.0,10391000.0,,64245000.0,14719000.0,,21091000.0,,,27129000.0,27474000.0,,,,,,-813000.0,-465000.0,,14719000.0,,,26664000.0,0.42764417464394117,0.30747020312237705,,,,0.3036091992613732,0.3435616230180842,,,0.22910732352712274,8.371186603791744,,-48207000.0,-47145000.0,,,-46432000.0,,,,-0.3170012060647829,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2018-03-31,78470000.0,76006000.0,11022000.0,,54498000.0,12950000.0,,21936000.0,,,-10220000.0,-10667000.0,,,,,,498000.0,184000.0,,12950000.0,,,-10036000.0,-0.19573195346618225,-0.13593730087931694,,,,-0.1302408563782337,-0.15152413711303522,,,0.23762339902381738,6.895844674287788,,-45469000.0,-44154000.0,,,-43483000.0,,,,-0.2978175378883702,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2018-06-30,68308000.0,65997000.0,11084000.0,,45376000.0,11848000.0,,19272000.0,,,-20180000.0,-21079000.0,,,,,-19764000.0,549000.0,376000.0,-20313000.0,11848000.0,,,-19804000.0,-0.4645407263751763,-0.30858757392984715,,,,-0.2954265971774902,-0.35264923808192367,,,0.2611071932299013,5.954258390472754,,-41005000.0,-39216000.0,,,-38569000.0,,,,-0.30718971194482614,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2018-09-30,59774000.0,57645000.0,10723000.0,,38986000.0,10065000.0,,31547000.0,,,-26857000.0,-28193000.0,,,,,-26224000.0,585000.0,567000.0,-26809000.0,10065000.0,,,-26290000.0,-0.7231570307289796,-0.4716599190283401,,,,-0.44930906414160005,-0.5475321604044769,,,0.25816959934335404,5.375827660169729,,-32465000.0,-30128000.0,,,-29466000.0,,,,-0.3415801262472002,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2018-12-31,52746000.0,50803000.0,10833000.0,,33650000.0,8263000.0,,22962000.0,,,24437000.0,25424000.0,,,,,14925000.0,-1038000.0,-381000.0,13887000.0,8263000.0,,,24056000.0,0.7555423476968797,0.4820081143593827,,,,0.4632957949417965,0.5830410612459141,,,0.24555720653789004,4.689651989291979,,-34515000.0,-32820000.0,,,-32074000.0,,,,-0.25762299681985407,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2019-03-31,49915000.0,44744000.0,11175000.0,49915000.0,29485000.0,6440000.0,,12965000.0,,,-5877000.0,-6137000.0,,,-0.18,,-6023000.0,10000.0,167000.0,-6033000.0,6440000.0,,-0.18,-5710000.0,-0.20813973206715278,-0.1229490133226485,,,,-0.1177401582690574,-0.16359081419624216,,,0.2184161438019332,4.003937360178971,,-29985000.0,-28477000.0,,-39268000.0,-27748000.0,,,,-0.23208879919273462,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2019-06-30,48762000.0,43871000.0,11304000.0,,30226000.0,4600000.0,,14507000.0,94000.0,,-11518000.0,-11985000.0,,,,,-10844000.0,10000.0,324000.0,-10854000.0,4600000.0,,,-11194000.0,-0.3965129358830146,-0.24578565276239694,-127.5,,-122.53191489361703,-0.23620852303022846,-0.3307299144317464,-115.46808510638297,-119.08510638297872,0.15218685899556672,3.881015569709837,,-20891000.0,-19815000.0,,-29809000.0,-19138000.0,,,,-0.2403594942000209,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2019-09-30,43745000.0,39144000.0,11828000.0,,26736000.0,2742000.0,,17341000.0,278000.0,,-17016000.0,-17630000.0,,,,,-15097000.0,38000.0,478000.0,-15135000.0,2742000.0,,,-16538000.0,-0.6594105326152004,-0.4030174877128815,-63.41726618705036,,-61.20863309352518,-0.3889815978969025,-0.5772440464074904,-54.44244604316547,-59.489208633093526,0.10255834829443447,3.309435238417315,,-10328000.0,-9974000.0,,-18135000.0,-9386000.0,,,,-0.2921372256552312,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2019-12-31,36188000.0,31925000.0,12923000.0,,21186000.0,,,9210000.0,50000.0,,11433000.0,12149000.0,,,,,11951000.0,21000.0,-334000.0,11930000.0,0.0,,,11099000.0,0.5734447276503352,0.33571902288051286,242.98,,228.66,0.31593345860506244,0.5396488246955536,238.6,221.98,0.0,2.4704016095333903,,-23603000.0,-22978000.0,,-20092000.0,-22343000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2020-03-31,54447000.0,50374000.0,10445000.0,,42128000.0,,,39453000.0,8065000.0,,1859000.0,1753000.0,,,0.0,6884797.0,2058000.0,166000.0,157000.0,1892000.0,0.0,,0.0,2016000.0,0.04161127990884922,0.03219644792183224,0.21735895846249226,,0.23050216986980782,0.03414329531470972,0.04412742119255602,0.23459392436453813,0.2499690018598884,0.0,4.8227860220201055,8487000.0,-15713000.0,-15242000.0,,-12167000.0,-14617000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2020-06-30,47562000.0,43840000.0,9799000.0,,36100000.0,,,21632000.0,8254000.0,,-4459000.0,-4693000.0,,,,,-4345000.0,185000.0,313000.0,-4530000.0,0.0,,,-4146000.0,-0.13,-0.09867120810731256,-0.5685728131814878,,-0.5402229222195299,-0.09375131407426096,-0.1235180055401662,-0.5488248122122608,-0.5023019142234069,0.0,4.473925910807226,16647000.0,-8421000.0,-8183000.0,,-5843000.0,-7569000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2020-09-30,41636000.0,38218000.0,8033000.0,,32161000.0,,,18151000.0,8402000.0,,-10971000.0,-11292000.0,,,,,-9900000.0,197000.0,441000.0,-10097000.0,0.0,,,-10530000.0,-0.3511084854326669,-0.2712076088000769,-1.3439657224470365,,-1.3057605332063795,-0.2634979344797771,-0.3411274525045863,-1.2017376815044036,-1.2532730302308974,0.0,4.757624797709449,24771000.0,-2083000.0,-2138000.0,,-805000.0,-1561000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2020-12-31,38726000.0,35531000.0,5864000.0,,31650000.0,,,16952000.0,-14266000.0,,-2340000.0,-1992000.0,,,,,-3114000.0,-346000.0,-342000.0,-3460000.0,0.0,,,-2682000.0,-0.06293838862559242,-0.05143831017920777,0.13963269311650078,,0.16402635637179308,-0.06042452099364768,-0.07393364928909953,0.24253469788307866,0.18799943922613208,0.0,6.059174624829468,10455000.0,-16224000.0,-15911000.0,,-16195000.0,-15342000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2021-03-31,55128000.0,52134000.0,4451000.0,,49702000.0,,,12587000.0,,,-7202000.0,-7151000.0,,,-0.51,14103783.0,-5827000.0,17000.0,121000.0,-5844000.0,0.0,,-0.51,-7081000.0,-0.14387750995935777,-0.12971629661877812,,,,-0.13064141634015383,-0.1449036256086274,,,0.0,11.712873511570434,,-25128000.0,-24972000.0,,-23931000.0,-24439000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2021-06-30,48995000.0,46407000.0,7284000.0,,40976000.0,,,2192000.0,,,-17647000.0,-17500000.0,,,,,-13519000.0,113000.0,244000.0,-13632000.0,0.0,,,-17403000.0,-0.4270792659117532,-0.3571793040106133,,,,-0.3601796101643025,-0.4306667317454119,,,0.0,6.371087314662273,,-37935000.0,-38160000.0,,-33033000.0,-37696000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2021-09-30,123916000.0,121572000.0,5820000.0,,117612000.0,,,59742000.0,,,-25375000.0,-25200000.0,,,,,-24989000.0,174000.0,367000.0,-25163000.0,0.0,,,-25008000.0,-0.21426385062748698,-0.20336356886923398,,,,-0.20477581587527036,-0.21575179403462233,,,0.0,20.888659793814433,,-51843000.0,-52564000.0,,-48099000.0,-52174000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2021-12-31,115537000.0,113569000.0,6013000.0,,109301000.0,,,2336000.0,,,16209000.0,16083000.0,,,,,11260000.0,-112000.0,-232000.0,11148000.0,0.0,,,15977000.0,0.14714412493938755,0.13920216034690186,,,,0.140292720081013,0.14829690487735703,,,0.0,18.887244304007982,,-33768000.0,-34015000.0,,-33491000.0,-33515000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2022-06-30,96016000.0,93355000.0,9260000.0,,86635000.0,,,8484000.0,,,-24962000.0,-24600000.0,,,-0.88,27941560.0,-19236000.0,96000.0,144000.0,-19332000.0,0.0,,-0.88,-24818000.0,-0.2839499047728978,-0.2562072987835361,,,,-0.2599775037493751,-0.2881283545911006,,,0.0,10.081533477321814,,-51217000.0,-51775000.0,,-46979000.0,-51252000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2022-09-30,96055000.0,84633000.0,11213000.0,,77184000.0,,,18359000.0,,,-38454000.0,-37800000.0,,,-1.0,28184698.0,-31517000.0,522000.0,193000.0,-32039000.0,0.0,,-1.0,-38261000.0,-0.48973880597014924,-0.3935245432304409,,,,-0.40033314247045965,-0.49821206467661694,,,0.0,7.54775706768929,,-71517000.0,-72582000.0,,-65386000.0,-72110000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2022-12-31,95786000.0,80871000.0,13862000.0,,71464000.0,,,9981000.0,10386000.0,,-46404000.0,-45338000.0,,,-1.6,28419569.0,-41886000.0,1641000.0,200000.0,-43527000.0,0.0,,-1.6,-46204000.0,-0.6344173290048136,-0.4733259557764183,-4.3652994415559405,,-4.46793760831889,-0.48445493078320423,-0.6493339303705362,-4.190930098209128,-4.448680916618525,0.0,5.834006636848939,,-91655000.0,-93611000.0,,-83750000.0,-93306000.0,,,,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2023-03-31,136838000.0,119447000.0,13654000.0,,109879000.0,,,20690000.0,,,-12787000.0,-12000000.0,,,0.0,41897706.0,-590000.0,1246000.0,80000.0,-1836000.0,0.0,,0.0,-12707000.0,-0.10921104123626899,-0.08769493854046391,,,,-0.09344626492640933,-0.11637346535734763,,,0.0,8.748132415409405,,-119738000.0,-122607000.0,,-96734000.0,-121990000.0,,-3.48,-3.48,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2023-06-30,132747000.0,114431000.0,12368000.0,,106237000.0,,,12313000.0,,,-26345000.0,-24300000.0,,,0.0,48557347.0,-12600000.0,3641000.0,241000.0,-16241000.0,0.0,,0.0,-26104000.0,-0.22873386861451284,-0.18305498429343037,,,,-0.198460228856396,-0.24798328266046668,,,0.0,9.252183053040104,,-119438000.0,-123990000.0,,-93643000.0,-123276000.0,,-2.6,-2.6,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2023-09-30,125069000.0,107298000.0,12881000.0,,98390000.0,,,9787000.0,353000.0,,-38960000.0,-35600000.0,,,0.0,51700864.0,-22159000.0,4198000.0,417000.0,-26357000.0,0.0,,0.0,-38543000.0,-0.3618253887590202,-0.28464287713182324,-100.84985835694052,,-110.36827195467423,-0.31150804755774814,-0.39597520073178166,-74.6657223796034,-109.18696883852691,0.0,8.329943327381415,,-117238000.0,-124496000.0,,-87961000.0,-123558000.0,,-1.6,-1.6,-0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
2025-12-31,515337000.0,245804000.0,113190000.0,135456000.0,-24116000.0,,,91091000.0,387608000.0,,72922000.0,71151000.0,,4593000.0,1.22,58416000.0,36225000.0,1491000.0,5359000.0,34734000.0,0.0,2.1716,1.22,78281000.0,-2.950364902968983,0.1380669348406965,0.18356432271779735,,0.18813337186022994,0.14150352099693986,-3.023801625476862,0.08961115353656271,0.20195919588862976,-0.0,2.1716052654828166,,-749000.0,-5170000.0,,-9700000.0,927000.0,,1.22,1.22,0.0,,0.4173596,19.18,9.45,0.34312,1172.519,16.5367,0.3373,3.0241
