report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2015-09-27,4580246000.0,2778116000.0,1050496000.0,2996236000.0,1542837000.0,,113970000.0,551292000.0,,433232000.0,276075000.0,-72816000.0,100100000.0,2.0,69558000.0,97873000.0,-28315000.0,113970000.0,,2.1046,20.2001,2.0,433232000.0,0.17893983615897208,0.06027514679342551,,,0.09458705929768838,0.26148609946722823,,,0.07387040886367127,2.644575514804435,,621023000.0,953352000.0,241918000.0,953352000.0,-122841000.0,5.0,5.0,0.11954661027616242,7.760861601582533,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2015-12-27,4720717000.0,2865598000.0,1064647000.0,3016645000.0,1663902000.0,1547115000.0,164563000.0,976750000.0,,691933000.0,451838000.0,-97122000.0,157043000.0,3.0,552445000.0,142022000.0,410423000.0,1711678000.0,2.6911,1.8956,18.6563,3.0,691933000.0,0.27155325253530554,0.09571385024774838,,,0.14657370903614853,0.20498195865599395,,,1.0287132295051031,2.6915944909439466,,826842000.0,1233459000.0,703770000.0,1233459000.0,-150023000.0,7.0,7.0,1.3877056310748879,8.221799324103637,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2016-03-27,4364695000.0,2524083000.0,768373000.0,2718153000.0,1607390000.0,,89000000.0,1095880000.0,831180000.0,85916000.0,48751000.0,24044000.0,12242000.0,0.0,,31218000.0,,89000000.0,,2.1375,20.5876,0.0,85916000.0,0.030329291584494118,0.01116939442504001,0.058652758728554584,0.1033662985153637,0.019684307838233828,0.05064637259120839,,0.1033662985153637,0.0553692632155233,3.284970971129907,,803331000.0,1265286000.0,,1265286000.0,-170479000.0,5.0,5.0,0.07033982830759211,7.421946398090087,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2016-06-26,4344385000.0,2523356000.0,745020000.0,2695387000.0,1612533000.0,,5400000.0,924098000.0,1710125000.0,170790000.0,100857000.0,47958000.0,29843000.0,0.0,,66390000.0,,5400000.0,,2.1634,20.7561,0.0,170790000.0,0.06254569673922952,0.023215483894728484,0.058976390614721146,0.09986989255171405,0.039312814126740606,0.10556061344938264,,0.09986989255171405,0.0033487686763619723,3.386964108346085,,877521000.0,1381871000.0,,1381871000.0,-97936000.0,5.0,5.0,0.003907745368417168,14.109939143930731,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2016-09-25,4955147000.0,3146987000.0,1615719000.0,3178558000.0,1741760000.0,1198461000.0,178666000.0,830372000.0,3389882000.0,532891000.0,358655000.0,72263000.0,120005000.0,2.0,,103639000.0,,1377127000.0,,2.0501,18.6223,2.0,532891000.0,0.2059152810949844,0.07238029467137908,0.1058016178734245,0.15720045712505626,0.1075429245590494,0.17085934822261917,,0.15720045712505626,0.7906525583318024,1.9477316290765907,,960101000.0,1481530000.0,,1481530000.0,47143000.0,5.0,5.0,0.9295302828832356,31.426298708185733,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2016-12-25,5091366000.0,3227607000.0,1617859000.0,3205926000.0,1862736000.0,1198679000.0,172582000.0,1282285000.0,-911365000.0,-1549000.0,43117000.0,-46860000.0,-2752000.0,2.0,774873000.0,-46347000.0,728526000.0,1371261000.0,1.9951,1.944,17.6975,2.0,-1549000.0,0.023147134108107644,0.008468650652889617,-0.047310353151591295,0.0016996483297032473,-0.00030424055155335524,-0.0004789738518619529,-0.7993789535477004,0.0016996483297032473,0.7361542376375396,1.9949865841213603,5019822000.0,551380000.0,788048000.0,,788048000.0,97405000.0,4.0,4.0,1.740072939719408,8.090426569477954,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2017-04-02,4645870000.0,2799733000.0,1201814000.0,2794226000.0,1851644000.0,1198896000.0,65294000.0,1463081000.0,849663000.0,78343000.0,68599000.0,24456000.0,2238000.0,0.0,,30243000.0,,1264190000.0,,2.4708,21.7934,0.0,78343000.0,0.03704761822466954,0.014765587500295961,0.0807367156154852,0.09220479178215363,0.016862934175945518,0.025143508928909562,,0.09220479178215363,0.6827392306512483,2.3295892708855113,5038305000.0,571228000.0,780475000.0,,780475000.0,97817000.0,4.0,4.0,1.6197700118517568,7.97893004283509,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2017-07-02,4912743000.0,3094805000.0,1472247000.0,3080249000.0,1832494000.0,1199114000.0,186863000.0,1433500000.0,1822169000.0,178327000.0,136322000.0,48680000.0,21401000.0,1.0,,66321000.0,,1385977000.0,,2.6974,23.5905,1.0,178327000.0,0.07439151233237326,0.02774865284017503,0.07481303874668047,0.09786523642977134,0.036298866030647234,0.055407365795745865,,0.09786523642977134,0.756333717873019,2.1020963194355295,5150349000.0,606693000.0,788012000.0,,788012000.0,98539000.0,5.0,5.0,1.7588272767419786,7.996955520149382,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2017-10-01,5544648000.0,3762240000.0,1484757000.0,3588396000.0,1956252000.0,1693261000.0,189012000.0,1244778000.0,3613671000.0,539271000.0,401905000.0,73752000.0,105659000.0,3.0,,102512000.0,,1882273000.0,,2.3294,20.5419,3.0,539271000.0,0.20544643532632811,0.07248521457087988,0.1112179276973471,0.14923079605199255,0.09725973587502759,0.1404891201698569,,0.14923079605199255,0.962183297448386,2.533909589245917,5374138000.0,649943000.0,794392000.0,,794392000.0,100028000.0,6.0,6.0,2.3694511022266087,7.941696325028992,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2017-12-31,5289983000.0,3633926000.0,1251697000.0,3460026000.0,1829957000.0,1693609000.0,154957000.0,1581234000.0,-1075721000.0,14418000.0,-210219000.0,-48620000.0,260245000.0,-1.0,724378000.0,-64199000.0,660179000.0,1848566000.0,2.9026,2.2014,28.9186,-1.0,14418000.0,-0.11487646977497286,-0.03973906910475894,0.19542148940106216,-0.0134031035928461,0.0027255286075588523,0.00391950791119153,-0.6137083872119258,-0.0134031035928461,1.01016909140488,2.9031994164721975,5209782000.0,396607000.0,810359000.0,,810359000.0,98268000.0,3.0,3.0,2.281169210189558,8.24641795905076,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2018-04-01,4729072000.0,3021837000.0,852526000.0,3157713000.0,1571359000.0,1693977000.0,21611000.0,1598944000.0,716341000.0,-80419000.0,-112492000.0,22809000.0,24104000.0,0.0,,28235000.0,,1715588000.0,,2.0631,48.5986,0.0,-80419000.0,-0.07158898762154288,-0.0237873307913265,-0.15703694190336726,-0.11226357279563783,-0.017005239082847543,-0.024466168757816903,,-0.11226357279563783,1.0917861545324778,3.544568728695664,5076460000.0,215516000.0,651597000.0,,651597000.0,96621000.0,3.0,3.0,2.6328973276426995,6.743844505852765,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2018-07-01,5113856000.0,2827633000.0,1052444000.0,3347106000.0,1766750000.0,1694350000.0,20121000.0,1159072000.0,1620799000.0,7169000.0,-52193000.0,45612000.0,31929000.0,0.0,,71755000.0,,1714471000.0,,2.3775,57.221,0.0,7169000.0,-0.029541814065374275,-0.010206192743792551,-0.032202018880811256,0.004423127111998465,0.0014018775655786945,0.0020593349287505733,,0.004423127111998465,0.9704095089854252,2.6867301253083298,4875090000.0,27001000.0,480439000.0,,480439000.0,93553000.0,2.0,2.0,3.5685508462052415,5.135474009385055,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2018-09-30,5495329000.0,3192450000.0,1321923000.0,3608048000.0,1887281000.0,1694721000.0,20307000.0,907107000.0,3190485000.0,320505000.0,211668000.0,68391000.0,63862000.0,1.0,,104015000.0,,1715028000.0,,2.8029,65.001,1.0,320505000.0,0.11215499970592614,0.03851780302871766,0.06634351830521065,0.10045651366485032,0.058323168640130554,0.08897210094969643,,0.10045651366485032,0.9087295426595192,2.4150045048009603,4451904000.0,-163236000.0,261673000.0,,261673000.0,88192000.0,0.0,0.0,6.554088499768795,2.967083182148041,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2018-12-30,5262988000.0,3082504000.0,1274324000.0,3508502000.0,1754486000.0,1695092000.0,9740000.0,1182371000.0,-947979000.0,83797000.0,173451000.0,-45986000.0,-69927000.0,0.0,645997000.0,-63579000.0,582418000.0,1704832000.0,2.4199,2.2444,46.6154,0.0,83797000.0,0.09886143292109484,0.032956753844014086,-0.18296924298955988,-0.08839541804196084,0.01592194396035104,0.024223560829042024,-0.6143785885552318,-0.08839541804196084,0.9716988337325005,2.4189327047124594,4579646000.0,220434000.0,331052000.0,,331052000.0,90826000.0,1.0,1.0,5.149740826214613,3.6449034417457558,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2019-03-31,4934773000.0,2631858000.0,948725000.0,3280242000.0,1654531000.0,1695462000.0,13409000.0,1196634000.0,732510000.0,36127000.0,26727000.0,22314000.0,2868000.0,0.21,264494000.0,25201000.0,239293000.0,1708871000.0,,2.3489,30.0122,0.21,36127000.0,0.016153822442734528,0.005416054598661377,0.03648687389933243,0.04931946321551924,0.007320904122641508,0.010741207860374705,0.32667540374875426,0.04931946321551924,1.0328431440692256,2.77409997628396,4595815000.0,359653000.0,447598000.0,,447598000.0,90331000.0,1.21,1.21,3.8178700530386642,4.95508740078157,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2019-06-30,5038610000.0,2830095000.0,1072696000.0,3322741000.0,1715869000.0,1695833000.0,12787000.0,1151042000.0,1717047000.0,164460000.0,40160000.0,44332000.0,-4457000.0,0.32,336276000.0,58195000.0,278081000.0,1708620000.0,,2.8643,42.8178,0.32,164460000.0,0.02340505015243005,0.007970452168355955,0.023388992846439263,0.09578072120332175,0.032639954273103094,0.048024683390719025,0.1619530507901065,0.09578072120332175,0.9957753185120776,2.638301065725984,4692063000.0,452006000.0,604889000.0,,604889000.0,89051000.0,1.53,1.53,2.824683536979512,6.79261322163704,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2019-09-29,5554624000.0,3413130000.0,1466735000.0,3713717000.0,1840907000.0,1696204000.0,7903000.0,1060432000.0,3292220000.0,461670000.0,253109000.0,67096000.0,42340000.0,1.99,389568000.0,90800000.0,298768000.0,1704107000.0,,3.1996,57.2147,1.99,461670000.0,0.1374914648051205,0.04556726071827724,0.07688094963277059,0.14023060427310446,0.08311453664550472,0.13023079739600465,0.09074970688471609,0.14023060427310446,0.9256888044860495,2.3270256726675234,4793798000.0,493447000.0,746054000.0,1398560000.0,746054000.0,87756000.0,2.52,2.52,2.2841603958962757,8.50145858972606,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2019-12-29,8855628000.0,6747521000.0,1257082000.0,5860098000.0,2995530000.0,4046457000.0,503000.0,4580369000.0,-1021550000.0,-10207000.0,,-31864000.0,33005000.0,1.5299999999999998,-337277000.0,-40560000.0,-377837000.0,4046960000.0,5.3683,3.049,27.6612,1.5299999999999998,-10207000.0,,,,0.009991679310851157,-0.0011526003576482662,-0.0014493453309837856,0.3698663795213156,0.009991679310851157,1.3509996561543367,5.36760609093122,4720227000.0,,652050000.0,438305000.0,652050000.0,101878000.0,4.05,4.05,6.20651790506863,6.400302322385598,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2020-03-29,10424359000.0,3318503000.0,1738556000.0,7633811000.0,2764507000.0,5156290000.0,9405000.0,1237884000.0,1105570000.0,-23283000.0,-69637000.0,54725000.0,-4072000.0,-0.51,291627000.0,30833000.0,260794000.0,5165695000.0,,1.9228,23.0973,-0.51,-23283000.0,-0.025189663111722993,-0.006680218898831094,-0.06298741825483688,-0.02105972484781606,-0.0022335186269007044,-0.0029359907856067223,0.23589098835894606,-0.02105972484781606,1.8685772906344604,1.908769691629145,5093287000.0,,592640000.0,459806000.0,592640000.0,134289000.0,3.33,3.33,8.716412999460044,4.413168613959446,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2020-06-28,10222050000.0,3185667000.0,1981565000.0,7555766000.0,2642151000.0,4802509000.0,6419000.0,1038016000.0,1965849000.0,-21108000.0,-103552000.0,104302000.0,-14902000.0,-0.75,258339000.0,64009000.0,194330000.0,4808928000.0,,2.0346,26.8386,-0.75,-21108000.0,-0.039192309599262114,-0.010130257629340495,-0.052675459814054894,-0.010737345543833732,-0.002064947833360236,-0.0028328782985658856,0.09885296378307795,-0.010737345543833732,1.820080684260665,1.607652032610588,5342089000.0,,407072000.0,376055000.0,407072000.0,194259000.0,2.26,2.26,11.813458061473154,2.0955116622653263,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2020-09-27,10703177000.0,3758962000.0,2315549000.0,7871870000.0,2808431000.0,4777807000.0,10032000.0,1132405000.0,3742472000.0,315450000.0,117346000.0,153702000.0,64313000.0,0.85,494310000.0,92059000.0,402251000.0,4787839000.0,,2.0737,27.8711,0.85,315450000.0,0.04178347269347191,0.010963660602828487,0.031355211207993006,0.08428920777496798,0.029472557540625555,0.04152695994218215,0.10748270127338294,0.08428920777496798,1.7048091977335387,1.623356707199891,5792341000.0,,260852000.0,479538000.0,260852000.0,280865000.0,1.1199999999999997,1.1199999999999997,18.354618710993208,0.9287451266622755,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2020-12-27,10818385000.0,3846645000.0,2403341000.0,7857222000.0,2936737000.0,4660015000.0,6642000.0,,-1348448000.0,230755000.0,278362000.0,-111599000.0,51282000.0,2.0300000000000002,-67936000.0,-61147000.0,-129083000.0,4666657000.0,1.6009,2.3402,57.4591,2.0300000000000002,230755000.0,0.0947861521137235,0.02573045791955084,-0.20643139372078123,-0.17112636156529581,0.021329893509983235,0.030348946799284637,0.09572708773345356,-0.17112636156529581,1.589061941876307,1.6005406640172992,5465443000.0,222519000.0,501814000.0,728292000.0,501814000.0,201130000.0,1.62,1.62,9.299575141387049,2.494973400288371,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2021-03-28,10189100000.0,3236000000.0,1753400000.0,7205200000.0,2959900000.0,4674100000.0,8800000.0,1430400000.0,1114800000.0,147300000.0,116200000.0,47900000.0,12000000.0,0.84,377600000.0,23900000.0,353700000.0,4682900000.0,,2.4599,32.975,0.84,147300000.0,0.03925808304334606,0.011404343857651805,0.10423394330821673,0.13213132400430572,0.01445662521714381,0.019273041293766682,0.3172766415500538,0.13213132400430572,1.5821142606169127,1.8455572031481693,5474673000.0,408356000.0,672397000.0,821198000.0,672397000.0,194305000.0,2.9699999999999998,2.9699999999999998,6.964486754105089,3.4605234039268162,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2021-06-27,10102200000.0,3616400000.0,2045600000.0,7187300000.0,2890400000.0,4388700000.0,800000.0,1228200000.0,2437000000.0,223900000.0,93300000.0,94000000.0,75000000.0,0.68,577100000.0,63100000.0,514000000.0,4389500000.0,,2.1692,30.7053,0.68,223900000.0,0.03227926930528646,0.009235612044901111,0.03828477636438244,0.09187525646286418,0.02216348914097919,0.03075591697688155,0.2109150594993845,0.09187525646286418,1.5186479380016606,1.767892061008995,5945824000.0,605208000.0,917405000.0,1140868000.0,917405000.0,184003000.0,4.4,4.4,4.784691602945264,4.985815448661163,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2021-09-26,10230400000.0,3730400000.0,2450400000.0,7150300000.0,3057200000.0,3977400000.0,900000.0,1181200000.0,4407000000.0,591800000.0,346500000.0,137300000.0,143500000.0,2.51,685600000.0,98100000.0,587500000.0,3978300000.0,,2.1169,28.7286,2.51,591800000.0,0.11333900300928955,0.03386964341570222,0.07862491490810075,0.13428636260494667,0.05784720050046919,0.08411626750053301,0.1333106421601997,0.13428636260494667,1.301288760957739,1.5223636957231472,6610352000.0,834362000.0,1193755000.0,1326117000.0,1193755000.0,167601000.0,6.0600000000000005,6.0600000000000005,3.3325933713366647,7.122600700473147,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
