report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-12-31,166344000000.0,81501000000.0,62412000000.0,123170000000.0,42607000000.0,,20021000000.0,-72358000000.0,-3504000000.0,-2724000000.0,589000000.0,-1426000000.0,0.3799999999999999,-3171000000.0,6099000000.0,-3988000000.0,2111000000.0,0.0,1.3059,10.6187,0.3652,0.3799999999999999,-3504000000.0,-0.06393315652357594,-0.016375703361708266,0.037646148318085076,0.04842588241797728,-0.02106478141682297,-0.08224000751050296,-0.02917438292932364,0.04842588241797728,0.0,1.3058546433378198,155427000000.0,5346000000.0,5131000000.0,,5131000000.0,1049000000.0,2.379999999999999,2.379999999999999,0.0,4.891325071496664,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2014-03-31,173606000000.0,86825000000.0,69222000000.0,130766000000.0,42222000000.0,14849000000.0,19426000000.0,37408000000.0,-535000000.0,213000000.0,103000000.0,-224000000.0,0.0,1691000000.0,,1759000000.0,,14849000000.0,,12.4819,0.3509,0.0,-535000000.0,0.005044763393491545,0.001226916120410585,0.005693969204448247,-0.014301753635585971,-0.003081690724974943,-0.009374288167370468,,-0.014301753635585971,0.35168869309838474,1.2542977666059922,155951000000.0,4384000000.0,3637000000.0,,3637000000.0,1061000000.0,2.379999999999999,2.379999999999999,4.0827605169095404,3.4278982092365693,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2014-06-30,179098000000.0,91643000000.0,72347000000.0,136513000000.0,41994000000.0,15803000000.0,19864000000.0,77057000000.0,-1006000000.0,491000000.0,203000000.0,-478000000.0,0.0,1689000000.0,,3425000000.0,,15803000000.0,,17.9233,0.3719,0.0,-1006000000.0,0.011692146497118637,0.002741515818155423,0.006371906510764759,-0.013055270773583191,-0.005617036482819462,-0.017405747703167985,,-0.013055270773583191,0.37631566414249656,1.266714583880465,157049000000.0,2286000000.0,-79000000.0,,-79000000.0,1112000000.0,1.379999999999999,1.379999999999999,-200.0379746835443,-0.0710431654676259,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2014-09-30,176908000000.0,86640000000.0,67329000000.0,133345000000.0,43002000000.0,13386000000.0,18060000000.0,116312000000.0,221000000.0,1962000000.0,299000000.0,-51000000.0,0.0,1690000000.0,,5089000000.0,,13386000000.0,,17.0731,0.3269,0.0,221000000.0,0.04562578484721641,0.011090510321749158,0.0168684228626453,0.0019000619024692206,0.0012492368914916229,0.003919273604312975,,0.0019000619024692206,0.3112878470768801,1.2868154881254734,158419000000.0,-58000000.0,-4824000000.0,,-4824000000.0,1194000000.0,0.379999999999999,0.379999999999999,-2.7748756218905473,-4.040201005025126,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2014-12-31,177677000000.0,83670000000.0,65701000000.0,141653000000.0,35457000000.0,14988000000.0,18954000000.0,-74848000000.0,2850000000.0,1283000000.0,1224000000.0,981000000.0,1.0,-3383000000.0,,-3182000000.0,,14988000000.0,1.2737,14.2035,0.3597,1.0,2850000000.0,0.0361846743943368,0.007220968386454071,-0.01714140658401026,-0.03807716973065413,0.01604034286936407,0.05649717514124294,,-0.03807716973065413,0.42270919705558846,1.2734965982252933,155929000000.0,3949000000.0,1530000000.0,,1530000000.0,1829000000.0,0.9999999999999991,0.9999999999999991,9.79607843137255,0.8365226899945325,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2015-03-31,179918000000.0,83231000000.0,67342000000.0,143095000000.0,36329000000.0,14351000000.0,15776000000.0,35712000000.0,753000000.0,945000000.0,110000000.0,529000000.0,0.0,1686000000.0,,1684000000.0,,14351000000.0,,12.9008,0.3915,0.0,753000000.0,0.026012276693550607,0.005252392756700274,0.026461693548387098,0.02108534946236559,0.004185239942640536,0.014857932123125493,,0.02108534946236559,0.39502876489856587,1.2359448783819904,154233000000.0,4681000000.0,2818000000.0,,2818000000.0,1836000000.0,0.9999999999999991,0.9999999999999991,5.092618878637332,1.5348583877995643,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2015-06-30,185812000000.0,84554000000.0,69528000000.0,150142000000.0,35146000000.0,10740000000.0,17627000000.0,73892000000.0,2041000000.0,2062000000.0,218000000.0,1106000000.0,1.0,1673000000.0,,3489000000.0,,10740000000.0,,9.7044,0.3507,1.0,2041000000.0,0.058669549877653215,0.011097238068585452,0.02790559194500081,0.02762139338494018,0.010984220610079004,0.044479797759665256,,0.02762139338494018,0.3055824275877767,1.2161143711885858,151068000000.0,6252000000.0,5865000000.0,,5865000000.0,1851000000.0,1.9999999999999991,1.9999999999999991,1.8312020460358056,3.168557536466775,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2015-09-30,189000000000.0,82341000000.0,72739000000.0,153865000000.0,34638000000.0,13760000000.0,15433000000.0,112735000000.0,3038000000.0,3421000000.0,330000000.0,1271000000.0,2.0,1655000000.0,,5324000000.0,,13760000000.0,,8.7928,0.3121,2.0,3038000000.0,0.09876436283850107,0.0181005291005291,0.030345500510045684,0.026948152747593913,0.016074074074074074,0.06277118889210298,,0.026948152747593913,0.397251573416479,1.1320062139979927,147491000000.0,7711000000.0,8682000000.0,,8682000000.0,1882000000.0,3.999999999999999,3.999999999999999,1.5848882745911081,4.613177470775771,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2015-12-31,194520000000.0,78007000000.0,71466000000.0,154197000000.0,39871000000.0,14362000000.0,15238000000.0,-69983000000.0,-935000000.0,3259000000.0,1401000000.0,-4803000000.0,2.0,-3374000000.0,,-2623000000.0,,14362000000.0,0.9746,5.4636,0.3899,2.0,-935000000.0,0.08173860700759951,0.016754061279045857,-0.04656845233842505,0.01336038752268408,-0.004806703680855439,-0.01724042557114672,,0.01336038752268408,0.3602116826766321,1.0915260403548541,152356000000.0,9687000000.0,4897000000.0,,4897000000.0,2059000000.0,4.999999999999999,4.999999999999999,2.9328160098019196,2.378338999514327,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2016-03-31,203618000000.0,71034000000.0,74987000000.0,162293000000.0,40932000000.0,15535000000.0,14894000000.0,37265000000.0,1972000000.0,1953000000.0,127000000.0,559000000.0,1.0,1580000000.0,,2285000000.0,,15535000000.0,,4.5389,0.3649,1.0,1972000000.0,0.047713280562884784,0.00959148994686128,0.05240842613712599,0.05291828793774319,0.009684801933031461,0.03492305240228806,,0.05291828793774319,0.37953190657676145,0.9472841959272941,153909000000.0,10695000000.0,6116000000.0,,6116000000.0,2076000000.0,5.999999999999999,5.999999999999999,2.5400588620013083,2.9460500963391136,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2016-06-30,210449000000.0,74630000000.0,76043000000.0,166446000000.0,43630000000.0,16135000000.0,18923000000.0,79637000000.0,5008000000.0,4819000000.0,274000000.0,1430000000.0,3.0,1580000000.0,,4610000000.0,,16135000000.0,,3.5019,0.3296,3.0,5008000000.0,0.11045152418060968,0.02289865953271339,0.06051207353365898,0.06288534224041589,0.023796739352527217,0.08379486321425583,,0.06288534224041589,0.3698143479257392,0.9814184080059966,159654000000.0,13452000000.0,9083000000.0,,9083000000.0,2132000000.0,7.999999999999999,7.999999999999999,1.7763954640537267,4.26031894934334,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2016-09-30,217576000000.0,76496000000.0,82535000000.0,172561000000.0,44720000000.0,17738000000.0,15932000000.0,122462000000.0,8025000000.0,7592000000.0,422000000.0,2206000000.0,4.0,1578000000.0,,6906000000.0,,17738000000.0,,3.5808,0.3751,4.0,8025000000.0,0.1697674418604651,0.034893554436151046,0.06199474122584965,0.06553053192010583,0.03688366363937199,0.12848634282237664,,0.06553053192010583,0.3966457960644007,0.9268310413763857,169381000000.0,17623000000.0,14070000000.0,,14070000000.0,2224000000.0,10.0,10.0,1.2606965174129354,6.326438848920863,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2016-12-31,221690000000.0,76203000000.0,85181000000.0,177615000000.0,43836000000.0,21172000000.0,12960000000.0,-72984000000.0,-5460000000.0,-4937000000.0,1857000000.0,-1779000000.0,-2.0,-3168000000.0,,-4259000000.0,,21172000000.0,0.8946,5.6837,0.3592,-2.0,-5460000000.0,-0.11262432703713843,-0.02226983625783752,0.06764496327962292,0.0748109174613614,-0.024628986422481843,-0.08398966281073099,,0.0748109174613614,0.48298202390729084,0.8946009086533382,166380000000.0,9427000000.0,9545000000.0,,9545000000.0,2680000000.0,5.999999999999999,5.999999999999999,2.2181246726034574,3.5615671641791047,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2017-03-31,230793000000.0,79598000000.0,90904000000.0,184579000000.0,45972000000.0,24923000000.0,12864000000.0,41200000000.0,2745000000.0,2608000000.0,144000000.0,700000000.0,1.0,1532000000.0,,2005000000.0,,24923000000.0,,5.2537,0.3452,1.0,2745000000.0,0.056730183590011314,0.011300169415883497,0.0633009708737864,0.06662621359223302,0.011893774941181058,0.038719232668030186,,0.06662621359223302,0.5421343426433481,0.8756270351139663,170315000000.0,10082000000.0,10318000000.0,,10318000000.0,2697000000.0,5.999999999999999,5.999999999999999,2.41548749757705,3.825732295142751,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2017-06-30,240300000000.0,85081000000.0,94306000000.0,194575000000.0,45521000000.0,22453000000.0,16598000000.0,74250000000.0,5522000000.0,4268000000.0,279000000.0,1321000000.0,2.0,1525000000.0,7559000000.0,4186000000.0,3373000000.0,22453000000.0,,5.9389,0.3445,2.0,5522000000.0,0.09375892445245051,0.01776113191843529,0.05748148148148148,0.07437037037037036,0.02297960882230545,0.08123694353723483,0.04542760942760943,0.07437037037037036,0.49324487599130074,0.9021801370008271,164928000000.0,9531000000.0,10832000000.0,,10832000000.0,2702000000.0,4.999999999999999,4.999999999999999,2.0728397341211227,4.008882309400444,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2017-09-30,229502000000.0,76618000000.0,81849000000.0,186025000000.0,42243000000.0,20334000000.0,12792000000.0,107873000000.0,7438000000.0,1287000000.0,430000000.0,3600000000.0,0.0,1507000000.0,10440000000.0,6353000000.0,4087000000.0,20334000000.0,,19.6737,0.4157,0.0,7438000000.0,0.03046658617995881,0.005607794267588082,0.011930696281738712,0.06895145217060802,0.03240930362262638,0.11886156255493233,0.03788714506873824,0.06895145217060802,0.48135785810666853,0.9360896284621681,150339000000.0,3226000000.0,10245000000.0,,10245000000.0,2710000000.0,0.9999999999999991,0.9999999999999991,1.9847730600292826,3.7804428044280445,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2017-12-31,212482000000.0,68744000000.0,76890000000.0,176282000000.0,35001000000.0,21487000000.0,15512000000.0,-77735000000.0,-5689000000.0,-12027000000.0,,5912000000.0,-5.0,-3072000000.0,-671000000.0,-4091000000.0,-4762000000.0,21487000000.0,0.8941,,0.4078,-5.0,-5689000000.0,-0.34361875374989287,-0.05660244161858416,0.1547179520164662,0.07318453720975107,-0.02677403262393991,-0.10071165557286503,0.06125940695954203,0.07318453720975107,0.6138967458072626,0.8940564442710366,145588000000.0,-3864000000.0,10016000000.0,,10016000000.0,,-2.000000000000001,-2.000000000000001,2.145267571884984,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2018-03-31,218726000000.0,71435000000.0,82716000000.0,183268000000.0,34298000000.0,22015000000.0,14256000000.0,36099000000.0,529000000.0,1046000000.0,150000000.0,466000000.0,0.0,1430000000.0,448000000.0,2272000000.0,-1824000000.0,22015000000.0,,,0.3468,0.0,529000000.0,0.030497405096507085,0.004782238965646517,0.02897587190780908,0.0146541455441979,0.0024185510638881523,0.009393923250403991,-0.050527715449181415,0.0146541455441979,0.6418741617587032,0.8636176797717491,140487000000.0,-5426000000.0,7800000000.0,874000000.0,7800000000.0,,-3.000000000000001,-3.000000000000001,2.8224358974358976,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2018-06-30,218641000000.0,70451000000.0,80292000000.0,180005000000.0,36181000000.0,21417000000.0,15087000000.0,72859000000.0,2006000000.0,3436000000.0,309000000.0,985000000.0,2.0,1430000000.0,5553000000.0,4351000000.0,1202000000.0,21417000000.0,,,0.386,2.0,2006000000.0,0.09496697161493602,0.01571525926061443,0.047159582206728064,0.027532631521157303,0.009174857414666051,0.03482759818049238,0.016497618688151087,0.027532631521157303,0.5919405212680688,0.877434862750959,139096000000.0,-6258000000.0,4284000000.0,-1297000000.0,4284000000.0,,-3.000000000000001,-3.000000000000001,4.999299719887955,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2018-09-30,225711000000.0,74848000000.0,84116000000.0,184803000000.0,38061000000.0,22001000000.0,18435000000.0,108650000000.0,3616000000.0,5970000000.0,470000000.0,1100000000.0,4.0,1431000000.0,9226000000.0,6562000000.0,2664000000.0,22001000000.0,,58.9162,0.3297,4.0,3616000000.0,0.15685347205801214,0.026449752116644736,0.05494707777266452,0.033281178094799815,0.016020486374168738,0.060204455396090706,0.024519098021168893,0.033281178094799815,0.5780457686345604,0.8898188216272767,139873000000.0,-1575000000.0,462000000.0,-2720000000.0,462000000.0,,0.9999999999999991,0.9999999999999991,47.621212121212125,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2018-12-31,227339000000.0,75293000000.0,82237000000.0,184562000000.0,38860000000.0,22022000000.0,20844000000.0,-70559000000.0,-1706000000.0,-2438000000.0,,-2077000000.0,-1.0,-2860000000.0,29000000.0,-4424000000.0,-4395000000.0,22022000000.0,0.9156,5.8911,0.3211,-1.0,-1706000000.0,-0.06273803396809058,-0.010724072860353921,0.0345526438866764,0.024178347198798168,-0.007504211771847329,-0.028021418481653033,0.062288297736645924,0.024178347198798168,0.5667009778692743,0.9155611221226455,147049000000.0,8014000000.0,4445000000.0,-2353000000.0,4445000000.0,,4.999999999999999,4.999999999999999,4.954330708661417,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2019-03-31,233132000000.0,80090000000.0,85303000000.0,188494000000.0,40765000000.0,,17176000000.0,34878000000.0,1244000000.0,2157000000.0,,137000000.0,1.48,1436000000.0,-81000000.0,2014000000.0,-2095000000.0,0.0,,5.8325,0.365,1.48,1244000000.0,0.052913038145467925,0.009252269100766947,0.06184414243936005,0.035667182751304545,0.005336032805449273,0.03051637434073347,-0.06006651757554906,0.035667182751304545,0.0,0.9388884329976671,145828000000.0,9125000000.0,5160000000.0,-2624000000.0,5160000000.0,,6.479999999999999,6.479999999999999,0.0,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2019-06-30,233737000000.0,81306000000.0,84294000000.0,186648000000.0,42816000000.0,33149000000.0,17072000000.0,70938000000.0,3731000000.0,4575000000.0,376000000.0,661000000.0,3.13,1437000000.0,4995000000.0,3476000000.0,1519000000.0,33149000000.0,,6.0049,0.3787,3.13,3731000000.0,0.10685257847533633,0.01957328108087295,0.06449293749471369,0.052595223998421155,0.015962385073822288,0.04911472388600013,0.02141306492993882,0.052595223998421155,0.7742199177877429,0.9645526371983771,143907000000.0,10264000000.0,6885000000.0,-2307000000.0,6885000000.0,,7.609999999999999,7.609999999999999,4.814669571532317,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2019-09-30,231529000000.0,80565000000.0,84252000000.0,182758000000.0,44554000000.0,34774000000.0,20051000000.0,106411000000.0,6035000000.0,6926000000.0,582000000.0,932000000.0,4.74,1439000000.0,11548000000.0,4852000000.0,6696000000.0,34774000000.0,,5.9656,0.3695,4.74,6035000000.0,0.15545181128518204,0.029914179217290275,0.06508725601676518,0.05671406151619664,0.026065849202475715,0.07607654296087132,0.06292582533760607,0.05671406151619664,0.7804910894644701,0.9562384275744196,141668000000.0,11220000000.0,9304000000.0,1725000000.0,9304000000.0,,8.35,8.35,3.7375322441960446,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2019-12-31,228037000000.0,74992000000.0,84905000000.0,182080000000.0,41792000000.0,37400000000.0,19069000000.0,-74990000000.0,-5529000000.0,-6926000000.0,,-961000000.0,-4.779999999999999,-2873000000.0,-1441000000.0,-2750000000.0,-4191000000.0,37400000000.0,0.8832,7.7679,0.381,-4.779999999999999,-5529000000.0,-0.16572549770290965,-0.03037226415011599,0.092358981197493,0.07372983064408588,-0.02424606533150322,-0.06981765834932821,0.05588745166022136,0.07372983064408588,0.8949081163859112,0.883245980802073,137237000000.0,6732000000.0,5481000000.0,1929000000.0,5481000000.0,,4.57,4.57,6.82357234081372,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2020-03-31,246624000000.0,97699000000.0,91292000000.0,202307000000.0,40113000000.0,45061000000.0,38506000000.0,32709000000.0,657000000.0,294000000.0,193000000.0,357000000.0,0.17,1440000000.0,1561000000.0,1224000000.0,337000000.0,45061000000.0,,6.0987,0.2199,0.17,657000000.0,0.007329294742352853,0.0011920980926430518,0.008988351829771623,0.020086214803265157,0.002663974309069677,0.007713621527696246,0.0103029747164389,0.020086214803265157,1.1233515319223195,1.0701813959602156,135068000000.0,4869000000.0,4894000000.0,4361000000.0,4894000000.0,,3.2600000000000002,3.2600000000000002,9.207396812423376,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2020-06-30,237535000000.0,87497000000.0,77904000000.0,194042000000.0,39304000000.0,40023000000.0,28228000000.0,49487000000.0,-557000000.0,-464000000.0,496000000.0,245000000.0,-0.39,1432000000.0,-1254000000.0,2336000000.0,-3590000000.0,40023000000.0,,21.3858,0.3127,-0.39,-557000000.0,-0.011805414207205373,-0.0019533963415917653,-0.009376199810051125,-0.011255481237496716,-0.0023449175910918393,-0.007021568948781625,-0.07254430456483521,-0.011255481237496716,1.0182933034805617,1.1231387348531525,113617000000.0,-170000000.0,606000000.0,-748000000.0,606000000.0,,-0.25999999999999956,-0.25999999999999956,66.04455445544555,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2020-09-30,239671000000.0,89177000000.0,80603000000.0,191663000000.0,43341000000.0,35773000000.0,26939000000.0,84967000000.0,3867000000.0,3581000000.0,823000000.0,1132000000.0,2.4,1439000000.0,9977000000.0,3328000000.0,6649000000.0,35773000000.0,,12.5025,0.3657,2.4,3867000000.0,0.08262384347384694,0.014941315386509006,0.04214577424176445,0.04551178692904304,0.016134617871999532,0.048878833076320245,0.07825391034166206,0.04551178692904304,0.8253847396229897,1.1063732119151892,92173000000.0,-3515000000.0,-1562000000.0,-795000000.0,-1562000000.0,,-2.6,-2.6,-22.902048655569782,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2020-12-31,235194000000.0,80924000000.0,79910000000.0,185517000000.0,45030000000.0,36913000000.0,19992000000.0,-44678000000.0,2667000000.0,3016000000.0,2609000000.0,40000000.0,2.1500000000000004,-2869000000.0,6386000000.0,-1588000000.0,4798000000.0,36913000000.0,1.0127,9.2733,0.4866,2.1500000000000004,2667000000.0,0.06697757050854986,0.012823456380689983,-0.06750525985943864,-0.059693809033528805,0.011339574989157887,0.03254701438805023,-0.10739066207081785,-0.059693809033528805,0.8197423939595825,1.0126892754348642,122485000000.0,6427000000.0,6634000000.0,8194000000.0,6634000000.0,4121000000.0,4.33,4.33,5.564214651793789,1.609803445765591,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2021-03-31,238411000000.0,82091000000.0,76323000000.0,183968000000.0,48343000000.0,35068000000.0,21609000000.0,32474000000.0,3277000000.0,3022000000.0,250000000.0,1177000000.0,2.03,1464000000.0,1266000000.0,878000000.0,388000000.0,35068000000.0,,9.0437,0.6773,2.03,3277000000.0,0.0625116356039137,0.012675589633028677,0.09305906263472316,0.10091149842951284,0.013745171154015544,0.039287384157964775,0.011948019954425078,0.10091149842951284,0.7253997476366796,1.0755735492577598,122250000000.0,9155000000.0,9254000000.0,8245000000.0,9254000000.0,4178000000.0,6.1899999999999995,6.1899999999999995,3.7894964339744974,2.214935375777884,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
