report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-09-30,111168363000.0,107679967000.0,102073099000.0,105542048000.0,5626315000.0,3391237000.0,,5006584000.0,2565100000.0,,-2155336000.0,-2067948000.0,67301000.0,-425756000.0,-9.39,220856000.0,-4817276000.0,3747000.0,113721000.0,-4821023000.0,3391237000.0,,,2.8675,-9.39,-2041615000.0,-0.36754927514723224,-0.018601947030559406,-0.8061861136018089,-0.8402541811235429,-0.01938803398589219,-0.23901564415708387,-1.8794678570036256,-0.7959202370277962,0.6027456692346589,1.054929928207627,2374575000.0,-6329987000.0,-6236478000.0,-17333990000.0,-6029008000.0,,-27.679999999999993,-27.679999999999993,-0.562486730818735,,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2022-12-31,89724873000.0,86448215000.0,80815293000.0,84270316000.0,5454557000.0,3393448000.0,,4425021000.0,-2512089000.0,,1598443000.0,1395971000.0,-46332000.0,492610000.0,6.51,-435276000.0,7925746000.0,-5754000.0,-64839000.0,7919992000.0,3393448000.0,1.0697,,2.5146,6.51,1533604000.0,0.25592747495351137,0.015558350246982239,-0.5557012510305168,-0.63630030623915,0.01781493744772422,0.1806557523419121,-3.152751355545126,-0.6104895168921165,0.6221308164897718,1.069701188857906,3194208000.0,-2624949000.0,-2710208000.0,-1599860000.0,-2556139000.0,88901000.0,-11.829999999999997,-11.829999999999997,-1.3275678670056674,-30.485686325238188,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2023-03-31,139301859000.0,135843945000.0,130202823000.0,133626913000.0,5674946000.0,3395613000.0,,5018409000.0,772529000.0,,-123875000.0,-78896000.0,21536000.0,-86780000.0,-0.34,231489000.0,463078000.0,50000.0,41208000.0,463028000.0,3395613000.0,,,5.6583,-0.34,-82667000.0,-0.013902511142837306,-0.0005663671724581938,-0.10212691044608034,-0.16034996744458785,-0.0008892559000235596,-0.013656820930220508,0.5993664962739262,-0.10700828059529156,0.5983515966495541,1.0433256504737995,2800301000.0,-2274186000.0,-2279620000.0,-305519000.0,-2115923000.0,88299000.0,-10.189999999999998,-10.189999999999998,-1.6047904389715504,-25.817053420763543,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2023-06-30,137650575000.0,134261971000.0,128538752000.0,131895872000.0,5754703000.0,3334257000.0,,5166733000.0,1480440000.0,,-197450000.0,-176301000.0,43208000.0,-68058000.0,-0.76,233087000.0,614202000.0,379000.0,78190000.0,613823000.0,3334257000.0,,,6.2162,-0.76,-119260000.0,-0.03063598590578871,-0.0012807865132419534,-0.11908689308583935,-0.13337251087514523,-0.0014344291696565742,-0.021724157659402176,0.4146220042690011,-0.08055713166355949,0.5793968863380091,1.0445252416952049,2305980000.0,-927174000.0,-878218000.0,4175820000.0,-709938000.0,85713000.0,-3.979999999999999,-3.979999999999999,-4.696546740701301,-10.246030357122024,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2023-09-30,127305595000.0,123919222000.0,118298786000.0,121384470000.0,5921125000.0,3076599000.0,,5100799000.0,2154588000.0,,-277275000.0,-178566000.0,64029000.0,-31132000.0,-0.76,234479000.0,928137000.0,533000.0,110157000.0,927604000.0,3076599000.0,,,6.4166,-0.76,-167118000.0,-0.030157444742342037,-0.0014026563404381403,-0.08287709761680656,-0.12869049674462124,-0.002178026818067187,-0.030816126389295782,0.43052500060336363,-0.0775637848164011,0.5195970360362262,1.0475105129143083,1895468000.0,962208000.0,999843000.0,9924447000.0,1164559000.0,82441000.0,4.650000000000002,4.650000000000002,2.641857561531876,12.127982435923872,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2023-12-31,206982953000.0,203466531000.0,197714131000.0,200701304000.0,6281649000.0,2979957000.0,,5139351000.0,-1299174000.0,,436938000.0,528634000.0,-46007000.0,14254000.0,2.23,-444664000.0,-1082466000.0,,-89913000.0,,2979957000.0,2.0705,438.5907,13.3862,2.23,347025000.0,0.08415529107086371,0.0025539977681157153,-0.4069000765101518,-0.33631984630234285,0.0021109854394627367,0.047177346995758616,,-0.267112026564571,0.47439088048377104,1.0290945314374116,3108383000.0,94871000.0,-161662000.0,,-22020000.0,82766000.0,0.3700000000000019,0.3700000000000019,-135.32956403269756,-1.9532416692844887,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2024-03-31,348036477000.0,343840946000.0,335734599000.0,339965483000.0,8070994000.0,4225014000.0,,6711400000.0,1637570000.0,,760461000.0,1176245000.0,19071000.0,261179000.0,4.4,267945000.0,411485000.0,,29327000.0,,4225014000.0,,45.8222,15.5686,4.4,789788000.0,0.14573731562679887,0.0033796601153390023,0.7182868518597678,0.46438381260037737,0.0021850037287901867,0.061846169911405395,,0.48229266535171017,0.523481246547823,1.0241451045681473,3973424000.0,1350012000.0,722674000.0,,850435000.0,80301000.0,5.110000000000002,5.110000000000002,4.968062226977958,8.999564139923537,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2024-06-30,286959173000.0,282886632000.0,274353719000.0,278588404000.0,8370769000.0,4228019000.0,,7225535000.0,3087198000.0,,1103578000.0,1212395000.0,,164792000.0,4.49,271003000.0,895682000.0,,63828000.0,,4228019000.0,,38.6288,12.1541,4.49,1167406000.0,0.1448367527523457,0.004224973843230305,0.39271695563420295,0.35746913544255987,0.003845766589242296,0.0875939812623246,,0.37814419418514783,0.5050932596515326,1.0311018674399672,5580182000.0,2738708000.0,2023702000.0,,2137101000.0,,10.360000000000003,10.360000000000003,1.9783898842403798,,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2024-09-30,290558608000.0,286425567000.0,277588438000.0,281830486000.0,8728122000.0,4231047000.0,,7723806000.0,4292391000.0,,1273091000.0,1287890000.0,,157878000.0,4.76,272239000.0,1592226000.0,,94523000.0,,4231047000.0,,28.5617,8.5003,4.76,1367614000.0,0.14755637008740255,0.004432462038777388,0.30004023398613966,0.2965925052028112,0.004381529113052469,0.0982386293442118,,0.3186135652600148,0.48476029551374283,1.0318353641227664,7717985000.0,4205164000.0,3574068000.0,,3671833000.0,,15.880000000000003,15.880000000000003,1.1522983207569626,,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2024-12-31,22541951000.0,18112653000.0,7941320000.0,12265109000.0,10276842000.0,4234081000.0,,8543903000.0,-2453131000.0,,-829970000.0,-1097464000.0,,-220271000.0,-4.17,-537810000.0,-342549000.0,,-60160000.0,,4234081000.0,2.2808,24.1025,9.4701,-4.17,-890130000.0,-0.10679000416664963,-0.048685404382256,0.44737276566151585,0.33833089223526996,-0.036818907112343556,-0.05719622383772555,,0.3628546539096363,0.41200215007684265,2.280811376446233,6564028000.0,2579066000.0,2307160000.0,,2434678000.0,,9.48,9.48,1.739072271569382,,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2025-03-31,21731006000.0,17453788000.0,6933369000.0,11262766000.0,10468240000.0,4237090000.0,,8051169000.0,2034295000.0,,705806000.0,65608000.0,,16848000.0,0.24,271251000.0,-182727000.0,,33333000.0,,4237090000.0,,29.8605,6.2993,0.24,739139000.0,0.006267338158085791,0.003019096308748891,0.0322509763824814,0.34695361292241295,0.0324792142618708,0.04799661075269987,,0.3633391420615004,0.4047566735191398,2.517360319348357,6960753000.0,1468429000.0,2252505000.0,,2384029000.0,,5.320000000000002,5.320000000000002,1.7772812327366823,,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2025-06-30,23476038000.0,17490500000.0,8230782000.0,11381149000.0,12094889000.0,2973545000.0,,7539388000.0,3531503000.0,,681156000.0,1494508000.0,,411721000.0,5.39,278700000.0,145747000.0,,67234000.0,,2973545000.0,,31.4126,12.8243,5.39,748390000.0,0.12356525140495295,0.0636609976521592,0.4231931843184049,0.19287991543543925,0.029014947070710995,0.0452041665378101,,0.21191826822743745,0.24585136746604289,2.1250107219459826,7405058000.0,1750542000.0,1830083000.0,,1965013000.0,,6.2200000000000015,6.2200000000000015,1.5132444416398263,,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2025-09-30,31351367000.0,22093189000.0,9189354000.0,15328143000.0,16023224000.0,5933447000.0,,8676275000.0,5400196000.0,,1161688000.0,1927060000.0,,481312000.0,6.85,283165000.0,-638768000.0,,117312000.0,,5933447000.0,,28.1818,11.8219,6.85,1279000000.0,0.12026668290975649,0.061466538285236495,0.3568500106292438,0.2151195993626898,0.03705382288434186,0.05290820270522795,,0.236843255318881,0.3703029427785569,2.4042156826257863,8512863000.0,2389712000.0,1718680000.0,,1876399000.0,,8.310000000000002,8.310000000000002,3.1621456843667044,,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
2025-12-31,29671832000.0,20388445000.0,8701282000.0,14878774000.0,14793058000.0,5937034000.0,452105000.0,11285452000.0,-3784669000.0,,-1113209000.0,-2226849000.0,,-648143000.0,-8.030000000000001,-545907000.0,3102131000.0,,-60812000.0,,6389139000.0,2.3432,48.3845,8.4915,-8.030000000000001,-1174021000.0,-0.1505333785617551,-0.07504925883915763,0.5883867254969986,0.29413642249824223,-0.03751736663917483,-0.052553991448573534,,0.31020440625058626,0.43190116607397877,2.3431541467107952,7181325000.0,1260327000.0,1435441000.0,,1592508000.0,,4.450000000000001,4.450000000000001,4.011998055896736,,3.6080282,444.645,139.36,11.66923,55516.465,44.0493,4.1222,7.7307
