report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-05-31,6483017000.0,2715332000.0,3766482000.0,578855000.0,3149630000.0,369008000.0,289942000.0,,87200000.0,3.38,85141000.0,608730000.0,18324000.0,17760000.0,590406000.0,0.0,,4.5857,0.5037,3.38,386768000.0,0.07697952625288002,0.04472331323518047,0.09205589227941059,0.1171591583773332,0.05691917821594483,0.09797152886964547,0.1874524944199795,0.12279791594568251,0.0,6920080000.0,752924000.0,1143758000.0,1369767000.0,1179388000.0,,8.66,8.66,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2023-08-31,6576986000.0,2745375000.0,3830128000.0,649034000.0,4736641000.0,554012000.0,439875000.0,,131800000.0,5.18,84332000.0,772523000.0,26412000.0,26986000.0,746111000.0,0.0,,6.1397,0.6035,5.18,580998000.0,0.1148460312553523,0.06688093908060622,0.09286644269641714,0.11696305462035227,0.08423493679323629,0.14464581862538275,0.15751900977929295,0.12266034094625285,0.0,6692975000.0,592543000.0,926979000.0,2373643000.0,965734000.0,,7.21,7.21,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2023-11-30,6648362000.0,2836577000.0,3810140000.0,756239000.0,-2859956000.0,-341394000.0,-265140000.0,,-74600000.0,-2.9799999999999995,-172088000.0,-392471000.0,-18106000.0,-17045000.0,-410577000.0,0.0,5.6626,7.0021,0.6446,-2.9799999999999995,-358439000.0,-0.06958799414194754,-0.039880499888543974,0.09270771997890877,0.11937036793573048,-0.05135009194746014,-0.08960143196837911,0.14356060023301057,0.12533024983601146,0.0,6410629000.0,590177000.0,742534000.0,1011019000.0,778947000.0,,7.030000000000002,7.030000000000002,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2024-02-29,6683492000.0,2799963000.0,3882670000.0,694328000.0,1467766000.0,162198000.0,138665000.0,,36000000.0,1.76,78264000.0,28518000.0,9454000.0,9335000.0,19064000.0,0.0,,8.3286,0.7738,1.76,171533000.0,0.03571382579513582,0.020747387742814684,0.09447350599482479,0.11050671564813465,0.024268451282652842,0.041774861113615114,0.012988446387230661,0.11686672126210854,0.0,6494081000.0,603342000.0,743824000.0,945004000.0,780860000.0,,7.340000000000001,7.340000000000001,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2024-05-31,6805680000.0,2812402000.0,3991704000.0,683900000.0,3177579000.0,357209000.0,307084000.0,,88700000.0,3.91,78034000.0,89994000.0,19754000.0,18843000.0,70240000.0,0.0,,8.7423,0.8246,3.91,376052000.0,0.07693055396893156,0.04512172185586157,0.0966408702977959,0.11241545843549444,0.05248689330088985,0.08948784779632958,0.02210487921779443,0.11834544475526808,0.0,6522030000.0,620484000.0,732025000.0,424838000.0,770144000.0,,7.870000000000001,7.870000000000001,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2024-08-31,6839880000.0,2850756000.0,3987094000.0,400428000.0,4930187000.0,551180000.0,464413000.0,,138800000.0,5.94,77565000.0,81000.0,29228000.0,28259000.0,-29147000.0,0.0,,10.241,0.9532,5.94,579439000.0,0.11647906971844657,0.06789782861687632,0.09419784685651883,0.11179697646357024,0.08058328508687287,0.13824103469845456,-0.005911946139162673,0.11752880773082237,0.0,6715576000.0,645022000.0,729193000.0,-350420000.0,768585000.0,,8.630000000000003,8.630000000000003,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2024-11-30,6936169000.0,2872834000.0,4060616000.0,629675000.0,-2645446000.0,-284965000.0,-255144000.0,,-67600000.0,-3.16,-156908000.0,244129000.0,-19125000.0,-19165000.0,225004000.0,0.0,5.7361,9.2634,0.8756,-3.16,-304130000.0,-0.06283381634707641,-0.036784570848836004,0.09644649711239617,0.10771907648086561,-0.04108391822632926,-0.07017777598275729,-0.08505333316196967,0.11496360160063747,0.0,6930086000.0,655018000.0,785622000.0,285161000.0,822894000.0,,8.450000000000003,8.450000000000003,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2025-02-28,6979260000.0,2884296000.0,4092678000.0,292678000.0,1391777000.0,130536000.0,109557000.0,,29800000.0,1.49,73012000.0,-334321000.0,11220000.0,8815000.0,-345541000.0,0.0,,6.991,0.6384,1.49,139351000.0,0.026769025073558193,0.015697509478082204,0.07871735198957878,0.09379088747694495,0.018703415548353263,0.0318950085982821,-0.2482732506716234,0.1001245170742152,0.0,6854097000.0,625910000.0,753960000.0,-79444000.0,790712000.0,,8.180000000000001,8.180000000000001,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2025-05-31,7017596000.0,3024104000.0,3990538000.0,335154000.0,2921362000.0,265298000.0,217440000.0,,64300000.0,3.0,72108000.0,-165883000.0,22731000.0,18034000.0,-188614000.0,0.0,,6.1373,0.5199,3.0,283332000.0,0.054488893477521075,0.03098496978167452,0.07443103593460858,0.09081312072930366,0.03780468411119706,0.06648176260945265,-0.06456372062072417,0.09698626873355647,0.0,6597880000.0,536266000.0,662049000.0,-338298000.0,697992000.0,,7.270000000000001,7.270000000000001,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2025-08-31,6985572000.0,3080226000.0,3902363000.0,354082000.0,4541836000.0,400893000.0,327268000.0,,97700000.0,4.6,70643000.0,31840000.0,34609000.0,27440000.0,-2769000.0,0.0,,8.3507,0.6611,4.6,428333000.0,0.08386405877669505,0.04684913418686401,0.07205632259729325,0.08826672737632975,0.0573887149112485,0.1027308325750321,-0.0006096653423857665,0.09430833698090375,0.0,6209529000.0,399121000.0,511762000.0,-311920000.0,546886000.0,,5.930000000000001,5.930000000000001,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2025-11-30,6680252000.0,2776184000.0,3900858000.0,252007000.0,-2618761000.0,-271475000.0,-225476000.0,,-66400000.0,-2.9399999999999995,-146509000.0,804046000.0,-20160000.0,-16986000.0,783886000.0,0.0,6.0141,9.6878,0.6661,-2.9399999999999995,-288461000.0,-0.057801642612984115,-0.033752618913178725,0.08610025886287447,0.10366543567740623,-0.04063843699309547,-0.0695936637529487,-0.29933468537220465,0.11015170914795203,0.0,6236214000.0,428789000.0,525252000.0,246962000.0,562555000.0,,6.15,6.15,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2026-02-28,6702837000.0,2845901000.0,3855007000.0,224870000.0,1077011000.0,36388000.0,33424000.0,,6900000.0,0.52,63730000.0,-125367000.0,13224000.0,10117000.0,-138591000.0,0.0,,10.8583,0.6467,0.52,46505000.0,0.00867028257017432,0.004986545249421999,0.031034037721063203,0.033786098749223545,0.005428746066777396,0.009439152769372404,-0.12868113696146094,0.043179688972536025,0.0,5921448000.0,352656000.0,431104000.0,453912000.0,469709000.0,,5.1800000000000015,5.1800000000000015,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
