report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,shares_outstanding,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_pe,eps,roe,roa,net_margin,fcf_margin,debt_equity,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-12-31,66298010000.0,59969840000.0,6328170000.0,4335962000.0,2397101000.0,811454676.0,,163614000.0,34373000.0,57151000.0,0.0,-1673906000.0,732822000.0,48249000.0,250817000.0,684573000.0,6733063000.0,13.5007,0.0,0.025854867995012777,0.0024678568783587924,,,1.0639826363703884,632392000.0,,139321000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2015-03-31,68002661000.0,61540707000.0,6461954000.0,5158836000.0,2007236000.0,808528243.0,,165854000.0,34411000.0,54006000.0,0.0,823809000.0,-18257000.0,13094000.0,95664000.0,-31351000.0,7166072000.0,13.764,0.0,0.025666230369327914,0.0024389339705397704,,,1.108963635457634,649103000.0,,138783000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2015-06-30,68845648000.0,62349390000.0,6496258000.0,5854584000.0,1511444000.0,803065757.0,,196206000.0,39109000.0,64057000.0,0.0,820238000.0,,,,,7366028000.0,13.3431,0.0,0.030202926053737398,0.002849940492970594,,,1.1338878474346308,680690000.0,,142618000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2015-09-30,70210178000.0,63627541000.0,6582637000.0,6359445000.0,1453812000.0,796659440.0,,514648000.0,116542000.0,165065000.0,0.0,819458000.0,400826000.0,69021000.0,262788000.0,331805000.0,7813257000.0,12.4496,0.0,0.0781826492938924,0.0073301053303126504,,,1.186949394292895,1040322000.0,,224435000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2015-12-31,71044551000.0,64449945000.0,6594606000.0,7067614000.0,615279000.0,794928886.0,,-183751000.0,-26278000.0,-62480000.0,0.0,-1646376000.0,650793000.0,10982000.0,-17171000.0,639811000.0,7682893000.0,12.7144,0.0,-0.02786383295681349,-0.002586419330034192,,,1.1650268416339051,692957000.0,,163784000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2016-03-31,72644967000.0,65487297000.0,7157670000.0,7935412000.0,471375000.0,796689077.0,,171314000.0,54185000.0,54957000.0,0.0,808349000.0,191790000.0,12157000.0,105103000.0,179633000.0,8406787000.0,10.9112,0.0,0.02393432499682159,0.002358236324892267,,,1.1745144718881984,698417000.0,,183558000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2016-06-30,73954017000.0,66446713000.0,7507304000.0,7929820000.0,1956745000.0,799153996.0,,345854000.0,113962000.0,109240000.0,0.0,809360000.0,286638000.0,19846000.0,208249000.0,266792000.0,9886565000.0,10.5578,0.0,0.046069001601640215,0.0046766087094362975,,,1.3169261561807009,848065000.0,1418041000.0,258411000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2016-09-30,100765412000.0,90378647000.0,10386765000.0,8998571000.0,2148118000.0,1084782727.0,,472858000.0,182918000.0,133989000.0,0.0,856934000.0,685806000.0,63688000.0,299444000.0,622118000.0,11146689000.0,16.4276,0.0,0.04552505038864362,0.004692661803437076,,,1.073162721983216,806275000.0,1708354000.0,324787000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2016-12-31,99714097000.0,89405951000.0,10308146000.0,8309159000.0,3692654000.0,1085688538.0,,-278205000.0,-88270000.0,-90245000.0,0.0,-1555853000.0,51068000.0,24747000.0,-233024000.0,26321000.0,12001813000.0,20.3167,0.0,-0.026988849401240533,-0.0027900267702369104,,,1.1643037457948306,711821000.0,1094864000.0,262795000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2017-03-31,100045506000.0,89608359000.0,10437147000.0,9279140000.0,1263430000.0,1087119978.0,,208094000.0,90385000.0,59284000.0,0.0,1108617000.0,395751000.0,55485000.0,211198000.0,340266000.0,10542570000.0,19.445,0.0,0.01993782400496994,0.002079993478167825,,,1.010100748796582,748601000.0,1255497000.0,298995000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2017-06-30,101406779000.0,90752597000.0,10654182000.0,8536471000.0,4552877000.0,1090016469.0,,479835000.0,192297000.0,137931000.0,0.0,1108572000.0,558744000.0,112566000.0,210825000.0,446178000.0,13089348000.0,17.4237,0.0,0.04503724452989446,0.004731784252806215,,,1.2285643327662321,882582000.0,1434883000.0,377330000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2017-09-30,101988126000.0,91289277000.0,10698849000.0,9200707000.0,1829549000.0,1080946315.0,,754403000.0,306851000.0,227875000.0,0.0,1107878000.0,1106295000.0,144637000.0,307063000.0,961658000.0,11030256000.0,15.2773,0.0,0.07051253831136414,0.007396968937344726,,,1.030975948908149,1164127000.0,1774423000.0,501263000.0,0.0,0.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2017-12-31,104185000000.0,93371000000.0,10814000000.0,9206000000.0,5056000000.0,1072026681.0,,-256332000.0,-158533000.0,-217090000.0,1.0,-2188881000.0,-106790000.0,-118688000.0,-316086000.0,-225478000.0,14262000000.0,13.3067,1.0,-0.023703717403366006,-0.002460354177664731,,,1.3188459404475679,1186000000.0,1522624000.0,431000000.0,1.0,1.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2018-03-31,104246000000.0,92938000000.0,11308000000.0,8618000000.0,2854000000.0,1101795768.0,,326000000.0,144000000.0,59000000.0,0.0,1124778000.0,294000000.0,16000000.0,105000000.0,278000000.0,11472000000.0,12.3961,0.0,0.028829147506190308,0.0031272183105346967,,,1.0145030067209055,1303906000.0,1460358000.0,484615000.0,1.0,1.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2018-06-30,105358000000.0,93886000000.0,11472000000.0,9726000000.0,2442000000.0,1104226603.0,,681000000.0,332000000.0,116000000.0,0.0,1123646000.0,602000000.0,38000000.0,228000000.0,564000000.0,12168000000.0,11.8049,0.0,0.05936192468619247,0.006463676227718825,,,1.0606694560669456,1505071000.0,1578180000.0,624318000.0,1.0,1.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2018-09-30,105652000000.0,94718000000.0,10934000000.0,9385000000.0,1348000000.0,1061529259.0,,1059000000.0,537000000.0,178000000.0,0.0,1117000000.0,1144000000.0,62000000.0,350000000.0,1082000000.0,10733000000.0,10.6324,0.0,0.09685385037497714,0.010023473289667966,,,0.9816169745747211,1809668000.0,1698522000.0,854467000.0,1.0,1.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2018-12-31,108781000000.0,97679000000.0,11102000000.0,8625000000.0,2017000000.0,1046767252.0,,-673000000.0,-253000000.0,-118000000.0,1.0,-2259439000.0,-314000000.0,-6000000.0,-190000000.0,-320000000.0,10642000000.0,8.9573,1.0,-0.06061970816069177,-0.006186742170048078,,,0.9585660241397946,1393000000.0,1604000000.0,760000000.0,1.0,1.0,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2019-03-31,108203000000.0,96771000000.0,11432000000.0,9400000000.0,2862000000.0,1046440116.0,,358000000.0,248000000.0,63000000.0,0.32,1066000000.0,497000000.0,24000000.0,131000000.0,473000000.0,12262000000.0,9.6493,0.32,0.03131560531840448,0.0033085958799663594,,,1.0726032190342898,1425000000.0,1799000000.0,864000000.0,1.32,1.32,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2019-06-30,108247000000.0,96579000000.0,11668000000.0,8973000000.0,4161000000.0,1037841268.0,,722000000.0,504000000.0,126000000.0,0.64,1062959000.0,852000000.0,51000000.0,204000000.0,801000000.0,13134000000.0,10.0021,0.64,0.0618786424408639,0.006669930806396482,,,1.125642783681865,1466000000.0,2036000000.0,1036000000.0,1.96,1.96,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2019-09-30,108735000000.0,96826000000.0,11909000000.0,9874000000.0,2173000000.0,1032755207.0,,1094000000.0,757000000.0,193000000.0,0.98,1059064000.0,898000000.0,82000000.0,308000000.0,816000000.0,12047000000.0,10.3203,0.98,0.09186329666638676,0.010061157860854372,,,1.011587874716601,1501000000.0,1770000000.0,1256000000.0,2.94,2.94,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2019-12-31,109002000000.0,97207000000.0,11795000000.0,9849000000.0,2606000000.0,1020003482.0,,-763000000.0,-521000000.0,-134000000.0,-0.6699999999999999,-2131944000.0,-673000000.0,-50000000.0,-257000000.0,-723000000.0,12455000000.0,10.9013,-0.6699999999999999,-0.06468842729970327,-0.006999871561989689,,,1.055955913522679,1411000000.0,1367000000.0,988000000.0,1.27,1.27,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2020-03-31,113897000000.0,102128000000.0,11769000000.0,9796000000.0,2826000000.0,1014218094.0,,48000000.0,185000000.0,10000000.0,0.03,1034576000.0,498000000.0,11000000.0,119000000.0,487000000.0,12622000000.0,7.5629,0.03,0.004078511343359674,0.0004214334003529505,,,1.0724785453309542,1101000000.0,1381000000.0,925000000.0,0.98,0.98,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2020-06-30,118425000000.0,106111000000.0,12314000000.0,9753000000.0,146000000.0,1017309583.0,,198000000.0,295000000.0,41000000.0,0.16,1031629000.0,710000000.0,49000000.0,178000000.0,661000000.0,9899000000.0,10.3623,0.16,0.016079259379567973,0.0016719442685243825,,,0.8038817605976937,577000000.0,1241000000.0,716000000.0,0.5,0.5,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2020-09-30,120116000000.0,107199000000.0,12917000000.0,9174000000.0,222000000.0,1017310599.0,,501000000.0,370000000.0,96000000.0,0.42,1031573000.0,1259000000.0,82000000.0,258000000.0,1177000000.0,9396000000.0,11.4043,0.42,0.03878609584268793,0.004170968064204602,,,0.7274134861035845,-16000000.0,1602000000.0,329000000.0,-0.05999999999999994,-0.05999999999999994,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2020-12-31,123038000000.0,110045000000.0,12993000000.0,8352000000.0,183000000.0,1017196776.0,,70000000.0,-427000000.0,8000000.0,0.07999999999999996,-2065095000.0,-1144000000.0,-23000000.0,-188000000.0,-1167000000.0,8535000000.0,15.7248,0.07999999999999996,0.005387516354960363,0.000568929924088493,,,0.6568921727083814,817000000.0,1158000000.0,423000000.0,0.69,0.69,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2021-03-31,125768000000.0,112168000000.0,13600000000.0,7210000000.0,219000000.0,1018052923.0,,532000000.0,-103000000.0,102000000.0,0.48,1041003000.0,-111000000.0,22000000.0,71000000.0,-133000000.0,7429000000.0,12.3012,0.48,0.03911764705882353,0.004230010813561478,,,0.54625,1301000000.0,538000000.0,135000000.0,1.14,1.14,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2021-06-30,175172000000.0,154641000000.0,20511000000.0,7342000000.0,391000000.0,1476557426.0,,517000000.0,-6000000.0,116000000.0,0.4,1094474000.0,988000000.0,99000000.0,274000000.0,889000000.0,7733000000.0,18.548,0.4,0.025205987031349034,0.002951384924531318,,,0.37701721027741214,1620000000.0,766000000.0,-166000000.0,1.38,1.38,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2021-09-30,173878000000.0,154379000000.0,19479000000.0,7779000000.0,435000000.0,1446461249.0,,894000000.0,39000000.0,206000000.0,0.63,1225428000.0,1565000000.0,157000000.0,299000000.0,1408000000.0,8214000000.0,18.4812,0.63,0.045895579855228706,0.005141536019507931,,,0.42168489142153087,2013000000.0,997000000.0,-497000000.0,1.5899999999999999,1.5899999999999999,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2021-12-31,174064000000.0,154746000000.0,19297000000.0,7108000000.0,334000000.0,1437742172.0,,-648000000.0,159000000.0,-130000000.0,-0.61,-2074172000.0,-380000000.0,-31000000.0,-253000000.0,-411000000.0,7442000000.0,17.2235,-0.61,-0.0335803492770897,-0.0037227686368232374,,,0.38565580141990985,1295000000.0,1753000000.0,89000000.0,0.8999999999999999,0.8999999999999999,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2022-03-31,176856000000.0,158375000000.0,18452000000.0,6508000000.0,652000000.0,1439174659.0,,460000000.0,49000000.0,105000000.0,0.29,1464327000.0,849000000.0,73000000.0,112000000.0,776000000.0,7160000000.0,17.2042,0.29,0.024929546932581835,0.0026009861129958835,,,0.3880338174723607,1223000000.0,2662000000.0,241000000.0,0.71,0.71,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2022-06-30,178782000000.0,160803000000.0,17950000000.0,7866000000.0,3048000000.0,1442194344.0,,999000000.0,119000000.0,225000000.0,0.64,1463810000.0,1824000000.0,123000000.0,207000000.0,1701000000.0,10914000000.0,9.7634,0.64,0.05565459610027855,0.0055878108534416215,,,0.6080222841225627,1705000000.0,3474000000.0,366000000.0,0.9500000000000001,0.9500000000000001,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2022-09-30,179402000000.0,162231000000.0,17136000000.0,10168000000.0,426000000.0,1442734255.0,,1593000000.0,304000000.0,371000000.0,1.03,1464234000.0,2670000000.0,165000000.0,355000000.0,2505000000.0,10594000000.0,9.5362,1.03,0.09296218487394958,0.008879499671129642,,,0.6182306255835668,2404000000.0,4571000000.0,631000000.0,1.35,1.35,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2022-12-31,182906000000.0,165137000000.0,17731000000.0,9686000000.0,2027000000.0,1443068036.0,,-814000000.0,224000000.0,-186000000.0,-0.51,-2927151000.0,-1316000000.0,-147000000.0,-190000000.0,-1463000000.0,11713000000.0,9.0896,-0.51,-0.04590829620438779,-0.0044503734158529516,,,0.660594439117929,2238000000.0,3519000000.0,696000000.0,1.45,1.45,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2023-06-30,188505000000.0,169667000000.0,18788000000.0,14711000000.0,1680000000.0,1447882434.0,,1161000000.0,1498000000.0,278000000.0,0.74,1467500000.0,760000000.0,57000000.0,344000000.0,703000000.0,16391000000.0,6.5034,0.74,0.06179476261443474,0.006158987825256625,,,0.8724185650415158,2939000000.0,3446000000.0,2145000000.0,1.9000000000000001,1.9000000000000001,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2023-09-30,186650000000.0,168120000000.0,18483000000.0,12822000000.0,681000000.0,1448075093.0,,1708000000.0,2443000000.0,414000000.0,1.09,1467537000.0,1759000000.0,80000000.0,558000000.0,1679000000.0,13503000000.0,6.1726,1.09,0.0924092409240924,0.009150817037235467,,,0.7305632202564519,3648000000.0,3424000000.0,4469000000.0,2.35,2.35,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2023-12-31,189368000000.0,169970000000.0,19353000000.0,12394000000.0,620000000.0,1448319953.0,1400000000.0,1951000000.0,3477000000.0,413000000.0,1.24,1468016000.0,2657000000.0,140000000.0,798000000.0,2517000000.0,13014000000.0,9.4411,1.24,0.10081124373482148,0.010302691056567108,1.3935714285714285,1.7978571428571428,0.6724538831188963,4006000000.0,3436000000.0,7642000000.0,2.56,2.56,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2024-03-31,193519000000.0,174146000000.0,19322000000.0,14894000000.0,182000000.0,1449254147.0,,419000000.0,1093000000.0,86000000.0,0.26,1473335000.0,464000000.0,32000000.0,190000000.0,432000000.0,15076000000.0,11.2547,0.26,0.021685125763378534,0.002165162077108708,,,0.7802504916675292,5239000000.0,5331000000.0,8511000000.0,3.33,3.33,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2024-06-30,196310000000.0,176747000000.0,19515000000.0,16461000000.0,187000000.0,1452432838.0,,893000000.0,,192000000.0,0.56,1473797000.0,769000000.0,74000000.0,360000000.0,695000000.0,16648000000.0,11.3571,0.56,0.04575967204714322,0.0045489277163669704,,,0.8530873686907507,4971000000.0,5323000000.0,,3.1500000000000004,3.1500000000000004,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2024-09-30,200535000000.0,179883000000.0,20606000000.0,15656000000.0,868000000.0,1452811392.0,,1410000000.0,,308000000.0,0.88,1474859000.0,331000000.0,116000000.0,492000000.0,215000000.0,16524000000.0,12.9197,0.88,0.06842667184315249,0.007031191562570125,,,0.8019023585363486,4673000000.0,3859000000.0,,2.9400000000000004,2.9400000000000004,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2024-12-31,204230000000.0,184448000000.0,19740000000.0,16374000000.0,199000000.0,1453635809.0,1468000000.0,-782000000.0,,-143000000.0,-0.4800000000000002,-2945549000.0,251000000.0,-79000000.0,-420000000.0,172000000.0,16573000000.0,12.1841,-0.4800000000000002,-0.03961499493414387,-0.0038290163051461585,-0.5326975476839237,0.11716621253405994,0.839564336372847,1940000000.0,1514000000.0,,1.2199999999999998,1.2199999999999998,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2025-06-30,207742000000.0,186772000000.0,20928000000.0,17467000000.0,576000000.0,1458800042.0,,1063000000.0,,218000000.0,0.68,1481541000.0,1067000000.0,108000000.0,,959000000.0,18043000000.0,11.5874,0.68,0.050793195718654434,0.005116923876731716,,,0.8621464067278287,2584000000.0,2041000000.0,,1.64,1.64,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2025-09-30,210228000000.0,187942000000.0,22248000000.0,17315000000.0,252000000.0,1459390757.0,,1692000000.0,,351000000.0,1.09,1482677000.0,1554000000.0,149000000.0,,1405000000.0,17567000000.0,11.3428,1.09,0.07605177993527508,0.008048404589303042,,,0.789599065084502,3383000000.0,2751000000.0,,2.17,2.17,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
2025-12-31,225106000000.0,200727000000.0,24342000000.0,17221000000.0,1261000000.0,1567732506.0,,2211000000.0,,459000000.0,1.39,1504836000.0,2482000000.0,267000000.0,,2215000000.0,18482000000.0,12.3577,1.39,0.0908306630515159,0.009822039394774017,,,0.7592638238435626,4184000000.0,4751000000.0,,2.6799999999999997,2.6799999999999997,1.0442089,19.455,11.915,32.9261,30670.162,13.8716,1.1225,2.07303
