report_date,total_assets,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-03-31,12156600000.0,2082700000.0,9045400000.0,2094100000.0,1537600000.0,,484200000.0,421500000.0,177900000.0,1.0,511700000.0,60700000.0,,451000000.0,0.0,,17.9568,4.1126,1.0,484200000.0,0.0465982709443474,0.034672523567444845,0.27412851196670135,,0.3149063475546306,0.039830215685306744,0.05352997103500121,0.2933142559833507,0.3149063475546306,0.0,6163000000.0,1411500000.0,1980500000.0,,1289700000.0,2255700000.0,4.59,4.59,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
2023-06-30,12621400000.0,2170300000.0,9263800000.0,2249700000.0,3147800000.0,,1017700000.0,897900000.0,336400000.0,3.0,906500000.0,132400000.0,,774100000.0,0.0,,16.2282,4.0136,3.0,1017700000.0,0.09692566765258318,0.07114107785190232,0.28524683906220216,,0.3233051655124214,0.08063289333988305,0.10985772577128176,0.24591778384903742,0.3233051655124214,0.0,5934800000.0,1401900000.0,1452200000.0,,459600000.0,1618200000.0,3.71,3.71,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
2023-09-30,12556800000.0,2375200000.0,9399900000.0,2578700000.0,4818500000.0,,1599000000.0,1351100000.0,481300000.0,5.0,1376500000.0,226000000.0,,1150500000.0,0.0,,14.4554,3.6855,5.0,1599000000.0,0.1437355716550176,0.10759906982670744,0.2803984642523607,,0.3318460101691398,0.12734136085626913,0.17010819264034724,0.2387672512192591,0.3318460101691398,0.0,5789100000.0,1461100000.0,930600000.0,,-707300000.0,930600000.0,3.71,3.71,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
2023-12-31,12278800000.0,1987600000.0,9505100000.0,2066600000.0,-3043400000.0,,-1114700000.0,-881800000.0,-341000000.0,-2.0,-1575600000.0,-111200000.0,,-1686800000.0,0.0,2.8044,13.4542,3.725,-2.0,-1114700000.0,-0.09277124911889406,-0.07181483532592761,0.28974173621607413,,0.3662679897483078,-0.09078248688796951,-0.11727388454619099,0.554248537819544,0.3662679897483078,0.0,6460500000.0,1788700000.0,1986200000.0,,688800000.0,1986200000.0,7.0,7.0,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
2024-03-31,12854000000.0,2187800000.0,9784100000.0,2416500000.0,1750200000.0,,586600000.0,573800000.0,182100000.0,2.0,637300000.0,102500000.0,,534800000.0,0.0,,13.8522,4.0292,2.0,586600000.0,0.05864617082818042,0.044639800840205385,0.3278482459147526,,0.3351616958061936,0.04563559981328769,0.05995441583794115,0.3055650782767684,0.3351616958061936,0.0,6673100000.0,1941000000.0,2088600000.0,,772600000.0,2088600000.0,7.999999999999999,7.999999999999999,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
2024-06-30,13089800000.0,2266800000.0,9928700000.0,2714900000.0,3483500000.0,,1151300000.0,1057200000.0,341800000.0,4.0,1315000000.0,205800000.0,,1109200000.0,0.0,,13.0098,3.729,4.0,1151300000.0,0.1064791966722733,0.08076517593851701,0.3034878713937132,,0.3305009329697144,0.08795397943436875,0.11595677178281144,0.31841538682359694,0.3305009329697144,0.0,7008800000.0,2100300000.0,2222200000.0,,1107700000.0,2222200000.0,9.0,9.0,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
2024-09-30,13705900000.0,2489800000.0,10249300000.0,3173500000.0,5269100000.0,,1764900000.0,1660200000.0,527500000.0,7.0,1967500000.0,310400000.0,,1657100000.0,0.0,,11.5586,3.5085,7.0,1764900000.0,0.16198179387860634,0.12113031614122385,0.3150822721147824,,0.3349528382456207,0.12876936209953377,0.17219712565736198,0.31449393634586553,0.3349528382456207,0.0,7459400000.0,2409400000.0,2388100000.0,,1614300000.0,2388100000.0,11.0,11.0,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
2024-12-31,13472000000.0,2021900000.0,10345400000.0,2649800000.0,-3409200000.0,,-1169500000.0,-1191100000.0,-367600000.0,-4.0,-2234200000.0,-195300000.0,,-2429500000.0,0.0,3.7559,11.9632,3.5418,-4.0,-1169500000.0,-0.11513329595762367,-0.08841300475059383,0.3493781532324299,,0.343042355977942,-0.08680967933491686,-0.11304541148723105,0.7126305291564003,0.343042355977942,0.0,7093600000.0,2100100000.0,2333300000.0,,871600000.0,2333300000.0,9.0,9.0,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
2025-03-31,13993700000.0,2461400000.0,10394700000.0,2836700000.0,1763900000.0,,596300000.0,490500000.0,161900000.0,2.0,632900000.0,82000000.0,,550900000.0,0.0,,10.1237,2.8727,2.0,596300000.0,0.04718750901901931,0.035051487455069065,0.2780769884914111,,0.33805771302228016,0.04261203255750802,0.057365772941980045,0.31231929247689777,0.33805771302228016,0.0,7107300000.0,2016800000.0,2343000000.0,,887700000.0,2343000000.0,9.0,9.0,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
2025-06-30,14342200000.0,2529300000.0,10560500000.0,3058900000.0,3487200000.0,,1074600000.0,995700000.0,319600000.0,4.0,1162800000.0,144200000.0,,1018600000.0,0.0,,10.4093,2.9899,4.0,1074600000.0,0.09428530846077364,0.06942449554461659,0.28552993805918786,,0.30815554026152786,0.07492574360976698,0.10175654561810521,0.2920968111952283,0.30815554026152786,0.0,7111000000.0,1955300000.0,2266300000.0,,797100000.0,2266300000.0,9.0,9.0,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
2025-09-30,14730400000.0,2761000000.0,10814500000.0,3634800000.0,5380700000.0,,1717800000.0,1641800000.0,514700000.0,7.0,1772100000.0,207500000.0,,1564600000.0,0.0,,10.7832,3.1154,7.0,1717800000.0,0.15181469323593325,0.11145657959050671,0.3051275856301225,,0.31925214191462076,0.11661597784174224,0.15884229506680844,0.29078001003586895,0.31925214191462076,0.0,7222600000.0,1936900000.0,2219200000.0,,704600000.0,2219200000.0,9.0,9.0,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
2025-12-31,14341800000.0,2288600000.0,10860100000.0,3378200000.0,-3317000000.0,,-1199900000.0,-1040900000.0,-329000000.0,-4.0,-1814400000.0,-159500000.0,,-1973900000.0,0.0,3.9518,10.7053,3.0545,-4.0,-1199900000.0,-0.09584626292575575,-0.07257805854216347,0.3138076575218571,,0.3617425384383479,-0.08366453304327211,-0.11048701209012808,0.5950859210129635,0.3617425384383479,0.0,7314800000.0,2087100000.0,2188800000.0,,1160200000.0,2188800000.0,9.0,9.0,0.0,1.5750312,118.22,77.85,2.39598,18991.97,9.0997,2.0574,2.5964
