report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-06-30,23513000000.0,10506000000.0,6950000000.0,,10116000000.0,4059000000.0,1486000000.0,2810000000.0,17857000000.0,,1209000000.0,757000000.0,1.0,,2146000000.0,380000000.0,612000000.0,1766000000.0,5545000000.0,,26.6861,1.6203,1.0,,0.11951364175563464,0.0514183643091056,0.06770454163633309,,,,0.0988967911743294,,0.5481415579280348,1.5116546762589929,25086000000.0,1673000000.0,3022000000.0,1.6600000000000004,1.6600000000000004,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2013-09-30,24711000000.0,10999000000.0,7625000000.0,,10585000000.0,4055000000.0,1587000000.0,3275000000.0,-10254000000.0,,-674000000.0,-294000000.0,-1.0099999999999998,,-202000000.0,-52000000.0,-410000000.0,-254000000.0,5642000000.0,1.4425,23.069,1.874,-1.0099999999999998,,-0.0636750118091639,-0.027275302496863746,0.06573044665496391,,,,0.024770821142968597,,0.5330184222957015,1.4424918032786884,24669000000.0,2004000000.0,2867000000.0,2.0,2.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2013-12-31,24124000000.0,9999000000.0,7108000000.0,24124000000.0,10741000000.0,3834000000.0,1958000000.0,2737000000.0,5606000000.0,643000000.0,462000000.0,166000000.0,0.65,,691000000.0,236000000.0,209000000.0,455000000.0,5792000000.0,,24.5949,2.0017,0.65,852000000.0,0.043012754864537754,0.01915105289338418,0.08241170174812701,0.11469853728148413,0.026653954568065,0.03889191314341015,0.08116303960042812,0.15198002140563682,0.5392421562238153,1.4067248171074844,24722000000.0,2012000000.0,2883000000.0,2.0300000000000002,2.0300000000000002,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2014-03-31,24346000000.0,10203000000.0,7832000000.0,,10477000000.0,3836000000.0,2661000000.0,2724000000.0,11418000000.0,,1009000000.0,429000000.0,1.0,,1266000000.0,397000000.0,419000000.0,869000000.0,6497000000.0,,23.5033,1.9109,1.0,,0.09630619452133245,0.041444179742052084,0.0883692415484323,,,,0.07610789980732177,,0.6201202634341891,1.302732379979571,24627000000.0,2006000000.0,2836000000.0,1.6400000000000001,1.6400000000000001,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2014-06-30,25115000000.0,10813000000.0,8533000000.0,,10820000000.0,3565000000.0,2975000000.0,3049000000.0,17730000000.0,,1737000000.0,763000000.0,2.0,,2284000000.0,573000000.0,623000000.0,1711000000.0,6540000000.0,,18.3917,1.8975,2.0,,0.16053604436229205,0.06916185546486163,0.09796954314720813,,,,0.09650310208685843,,0.6044362292051756,1.2671979374194304,24500000000.0,2534000000.0,2781000000.0,2.64,2.64,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2014-09-30,24177000000.0,10867000000.0,8454000000.0,,10119000000.0,3559000000.0,2465000000.0,3149000000.0,-10217000000.0,,-1061000000.0,-194000000.0,-0.6499999999999999,,-549000000.0,-439000000.0,-420000000.0,-988000000.0,6024000000.0,1.2854,20.3426,1.78,-0.6499999999999999,,-0.10485225812827355,-0.043884683790379284,0.10384653029264951,,,,0.09670157580503083,,0.5953157426623185,1.2854270167967825,24537000000.0,2147000000.0,2047000000.0,3.0,3.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2014-12-31,23724000000.0,10483000000.0,8877000000.0,,9513000000.0,3289000000.0,3484000000.0,3122000000.0,5587000000.0,,525000000.0,236000000.0,0.0,,571000000.0,207000000.0,207000000.0,364000000.0,6773000000.0,,19.3359,1.7429,0.0,,0.05518763796909492,0.02212948912493677,0.09396814032575622,,,,0.06515124395919097,,0.7119730894565331,1.18091697645601,24518000000.0,2210000000.0,1956000000.0,2.35,2.35,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2015-03-31,22968000000.0,10344000000.0,8770000000.0,,8918000000.0,3272000000.0,3358000000.0,3256000000.0,10987000000.0,,1498000000.0,861000000.0,2.0,,929000000.0,359000000.0,412000000.0,570000000.0,6630000000.0,,14.7178,1.6094,2.0,,0.16797488226059654,0.0652211772901428,0.1363429507599891,,,,0.05187949394739237,,0.7434402332361516,1.1794754846066136,24087000000.0,2699000000.0,1657000000.0,3.35,3.35,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2015-06-30,23464000000.0,10644000000.0,8312000000.0,,8749000000.0,4290000000.0,3179000000.0,3393000000.0,16490000000.0,,2062000000.0,1083000000.0,3.0,,1428000000.0,516000000.0,613000000.0,912000000.0,7469000000.0,,14.9855,1.5901,3.0,,0.23568407818036347,0.08787930446641663,0.12504548211036992,,,,0.055306246209824134,,0.8536975654360498,1.28055822906641,22847000000.0,3024000000.0,858000000.0,4.35,4.35,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2015-09-30,22088000000.0,10049000000.0,7800000000.0,,8081000000.0,4289000000.0,2553000000.0,3054000000.0,-10760000000.0,,-1375000000.0,-752000000.0,-2.0,,-399000000.0,-397000000.0,-417000000.0,-796000000.0,6842000000.0,1.2883,10.7107,1.7863,-2.0,,-0.17015220888503899,-0.062250996015936255,0.12778810408921934,,,,0.07397769516728625,,0.846677391411954,1.2883333333333333,22304000000.0,2710000000.0,1050000000.0,3.0000000000000004,3.0000000000000004,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2015-12-31,21552000000.0,9694000000.0,8202000000.0,,7456000000.0,4043000000.0,3409000000.0,3109000000.0,4713000000.0,,349000000.0,151000000.0,0.0,,487000000.0,145000000.0,202000000.0,342000000.0,7452000000.0,,12.2947,2.2255,0.0,,0.04680793991416309,0.016193392724573125,0.07405049862083599,,,,0.07256524506683641,,0.9994635193133047,1.1819068519873202,21430000000.0,2534000000.0,1028000000.0,3.0,3.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2016-03-31,21764000000.0,9913000000.0,8182000000.0,,7692000000.0,4062000000.0,3232000000.0,3322000000.0,9641000000.0,,718000000.0,382000000.0,1.0,,1206000000.0,247000000.0,397000000.0,959000000.0,7294000000.0,,18.1205,2.8718,1.0,,0.09334373374934997,0.03299025914353979,0.07447360232341044,,,,0.09947100923140753,,0.9482579303172127,1.2115619652896603,20084000000.0,1754000000.0,1417000000.0,2.0,2.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2016-06-30,22082000000.0,10220000000.0,8326000000.0,,7901000000.0,4062000000.0,3220000000.0,3516000000.0,14767000000.0,,1197000000.0,636000000.0,1.0,,1924000000.0,354000000.0,589000000.0,1570000000.0,7282000000.0,,18.1882,3.2426,1.0,,0.15149981015061384,0.05420704646318268,0.08105911830432722,,,,0.10631814180266812,,0.9216554866472598,1.2274801825606534,18361000000.0,889000000.0,2075000000.0,0.0,0.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2016-09-30,21743000000.0,9960000000.0,8008000000.0,,7568000000.0,4062000000.0,2584000000.0,3182000000.0,-14599000000.0,,-629000000.0,-472000000.0,0.0,,-736000000.0,-299000000.0,-620000000.0,-1035000000.0,6646000000.0,1.2438,21.4552,2.4156,0.0,,-0.08311310782241015,-0.028928850664581705,0.043085142818001236,,,,0.07089526679909583,,0.8781712473572939,1.2437562437562437,14522000000.0,1635000000.0,1836000000.0,2.0,2.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2016-12-31,17471000000.0,8877000000.0,4146000000.0,,7713000000.0,3815000000.0,254000000.0,4151000000.0,3216000000.0,,309000000.0,94000000.0,0.0,,238000000.0,100000000.0,143000000.0,138000000.0,4069000000.0,,23.0103,2.5485,0.0,,0.040062232594321276,0.01768645183446855,0.0960820895522388,,,,0.04291044776119403,,0.5275508881109815,2.1410998552822,13025000000.0,1595000000.0,1632000000.0,2.0,2.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2017-03-31,17277000000.0,9446000000.0,3771000000.0,,8006000000.0,3816000000.0,252000000.0,5039000000.0,6790000000.0,,601000000.0,275000000.0,0.0,,410000000.0,194000000.0,283000000.0,216000000.0,4068000000.0,,25.4372,2.6822,0.0,,0.07506869847614289,0.034786131851594605,0.08851251840942563,,,,0.03181148748159057,,0.5081189108168873,2.5049058605144525,10174000000.0,1478000000.0,889000000.0,1.0,1.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2017-06-30,19402000000.0,8554000000.0,5370000000.0,,7966000000.0,3797000000.0,1363000000.0,3140000000.0,10829000000.0,,1014000000.0,477000000.0,1.0,,1058000000.0,300000000.0,454000000.0,758000000.0,5160000000.0,,26.4627,2.6031,1.0,,0.12729098669344716,0.05226265333470776,0.0936374549819928,,,,0.0699972296610952,,0.6477529500376601,1.5929236499068902,6236000000.0,1295000000.0,77000000.0,1.0,1.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2017-09-30,19589000000.0,8252000000.0,5045000000.0,,8718000000.0,3794000000.0,862000000.0,3062000000.0,-5571000000.0,,-406000000.0,-186000000.0,1.0,,206000000.0,-118000000.0,-244000000.0,88000000.0,4656000000.0,1.6357,26.6464,2.65,1.0,,-0.04657031429226887,-0.020725917606820153,0.07287740082570454,,,,-0.015796086878477833,,0.5340674466620785,1.6356788899900891,15264000000.0,1518000000.0,1200000000.0,2.0,2.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2017-12-31,19858000000.0,8152000000.0,6192000000.0,,8349000000.0,3375000000.0,2093000000.0,3096000000.0,3816000000.0,,392000000.0,109000000.0,0.0,,447000000.0,96000000.0,187000000.0,351000000.0,5468000000.0,,28.3587,2.862,0.0,,0.04695173074619715,0.019740155101218654,0.10272536687631027,,,,0.09198113207547169,,0.6549287339801174,1.3165374677002584,15864000000.0,1601000000.0,1413000000.0,2.0,2.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2018-03-31,19785000000.0,7725000000.0,5945000000.0,,8492000000.0,3357000000.0,1833000000.0,2444000000.0,8064000000.0,,874000000.0,278000000.0,1.0,,944000000.0,194000000.0,378000000.0,750000000.0,5190000000.0,,23.4936,2.5443,1.0,,0.10292039566650965,0.04417487995956533,0.10838293650793651,,,,0.09300595238095238,,0.6111634479510127,1.2994112699747686,17138000000.0,1874000000.0,1947000000.0,3.0,3.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2018-06-30,20487000000.0,8576000000.0,6954000000.0,,8413000000.0,3126000000.0,2862000000.0,3411000000.0,12520000000.0,,1586000000.0,327000000.0,2.0,,1868000000.0,314000000.0,557000000.0,1554000000.0,5988000000.0,,20.9347,2.5806,2.0,,0.18851777011767504,0.07741494606335725,0.12667731629392973,,,,0.12412140575079872,,0.7117556163080946,1.2332470520563705,18829000000.0,2446000000.0,2743000000.0,4.0,4.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2018-09-30,20390000000.0,6619000000.0,6164000000.0,,8947000000.0,3137000000.0,1623000000.0,1093000000.0,-6992000000.0,,-649000000.0,-271000000.0,0.0,,-367000000.0,13000000.0,-364000000.0,-380000000.0,4760000000.0,1.0738,22.1489,2.803,0.0,,-0.07253828098804069,-0.03182932810201079,0.09282036613272311,,,,0.05434782608695652,,0.532021906784397,1.0738157040882543,17408000000.0,2203000000.0,2275000000.0,3.0,3.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2018-12-31,20429000000.0,6658000000.0,7540000000.0,,8236000000.0,2641000000.0,3320000000.0,1248000000.0,4147000000.0,,465000000.0,124000000.0,0.0,,323000000.0,155000000.0,202000000.0,168000000.0,5961000000.0,,16.438,2.1091,0.0,,0.056459446333171445,0.02276176024279211,0.11212925006028454,,,,0.04051121292500603,,0.7237736765420106,0.8830238726790451,17739000000.0,2276000000.0,2092000000.0,3.0,3.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2019-03-31,21071000000.0,7152000000.0,6714000000.0,21071000000.0,8526000000.0,3786000000.0,2551000000.0,1384000000.0,8717000000.0,1266000000.0,985000000.0,274000000.0,1.58,,856000000.0,274000000.0,406000000.0,582000000.0,6337000000.0,,18.6272,2.3865,1.58,1672000000.0,0.11552897020877316,0.04674671349247781,0.11299759091430538,0.1452334518756453,0.06008257795073798,0.08517795868936284,0.06676608925088907,0.19180910863829298,0.7432559230588788,1.065236818588025,18392000000.0,2387000000.0,1924000000.0,3.58,3.58,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2019-06-30,21317000000.0,7350000000.0,6218000000.0,,8755000000.0,4336000000.0,1877000000.0,1603000000.0,13401000000.0,,1589000000.0,429000000.0,2.0,,1802000000.0,395000000.0,609000000.0,1407000000.0,6213000000.0,,18.5985,2.2433,2.0,,0.18149628783552255,0.07454144579443636,0.11857324080292515,,,,0.1049921647638236,,0.7096516276413478,1.1820521067867482,19273000000.0,2390000000.0,1777000000.0,3.58,3.58,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2019-09-30,20497000000.0,7139000000.0,5976000000.0,,8233000000.0,4277000000.0,1444000000.0,1494000000.0,-7893000000.0,,-733000000.0,-296000000.0,0.1299999999999999,,25000000.0,-230000000.0,-395000000.0,-205000000.0,5721000000.0,1.1946,17.8342,2.2385,0.1299999999999999,,-0.08903194461314223,-0.03576133092647705,0.09286709742810084,,,,0.025972380590396554,,0.6948864326490951,1.194611780455154,18372000000.0,2306000000.0,1952000000.0,3.71,3.71,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2019-12-31,21101000000.0,7196000000.0,6340000000.0,,8421000000.0,4018000000.0,1984000000.0,1635000000.0,4151000000.0,,326000000.0,94000000.0,0.0,,424000000.0,114000000.0,211000000.0,310000000.0,6002000000.0,,21.4371,2.5277,0.0,,0.03871274195463722,0.01544950476280745,0.07853529270055408,,,,0.07468079980727535,,0.7127419546372165,1.1350157728706625,18376000000.0,2167000000.0,2094000000.0,3.71,3.71,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2020-03-31,21711000000.0,8032000000.0,7940000000.0,,7517000000.0,3960000000.0,3741000000.0,2583000000.0,8313000000.0,,843000000.0,259000000.0,1.0,,1012000000.0,225000000.0,422000000.0,787000000.0,7701000000.0,,13.1561,1.5842,1.0,,0.1121458028468804,0.03882824374740915,0.1014074341392999,,,,0.09467099723324912,,1.0244778502061993,1.0115869017632242,17972000000.0,2025000000.0,2299000000.0,3.13,3.13,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2020-06-30,21730000000.0,7879000000.0,5985000000.0,,7831000000.0,5500000000.0,1725000000.0,2450000000.0,12227000000.0,,1242000000.0,310000000.0,2.0,,1854000000.0,329000000.0,631000000.0,1525000000.0,7225000000.0,,18.9185,2.1546,2.0,,0.158600434171881,0.05715600552231937,0.10157847386930563,,,,0.12472397153839862,,0.9226152470948793,1.3164578111946532,16798000000.0,1678000000.0,2417000000.0,3.13,3.13,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2020-09-30,22882000000.0,8806000000.0,5785000000.0,,8405000000.0,6326000000.0,1160000000.0,3315000000.0,-7906000000.0,,-446000000.0,-318000000.0,0.2400000000000002,,-207000000.0,-130000000.0,-410000000.0,-337000000.0,7486000000.0,1.5222,19.941,2.3341,0.2400000000000002,,-0.05306365258774539,-0.01949130320776156,0.05641285099924108,,,,0.04262585378193777,,0.8906603212373587,1.5222126188418323,16785000000.0,1965000000.0,2285000000.0,3.24,3.24,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2020-12-31,23678000000.0,7681000000.0,6376000000.0,,8895000000.0,5892000000.0,1717000000.0,2197000000.0,4161000000.0,,445000000.0,111000000.0,0.74,,808000000.0,122000000.0,244000000.0,686000000.0,7609000000.0,,23.0635,2.8617,0.74,,0.05002810567734682,0.01879381704535856,0.10694544580629656,,,,0.16486421533285267,,0.855424395727937,1.2046737766624842,16795000000.0,2084000000.0,2661000000.0,3.9800000000000004,3.9800000000000004,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2021-03-31,23800000000.0,7961000000.0,6294000000.0,23800000000.0,9130000000.0,5823000000.0,1456000000.0,2342000000.0,8592000000.0,1300000000.0,1006000000.0,280000000.0,1.67,,1615000000.0,222000000.0,483000000.0,1393000000.0,7279000000.0,,25.4252,3.1707,1.67,1783000000.0,0.11018619934282585,0.04226890756302521,0.11708566108007448,0.15130353817504655,0.0546218487394958,0.0792248156499482,0.16212756052141528,0.20751862197392923,0.7972617743702081,1.2648554178582778,17074000000.0,2247000000.0,3267000000.0,4.65,4.65,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2021-06-30,24484000000.0,8766000000.0,6670000000.0,,9291000000.0,5835000000.0,1478000000.0,2860000000.0,13289000000.0,,1633000000.0,431000000.0,2.71,,2720000000.0,350000000.0,720000000.0,2370000000.0,7313000000.0,,24.4195,3.2236,2.71,,0.17576148961360458,0.06669661819964058,0.12288358792986681,,,,0.17834299044322371,,0.7871058013130987,1.3142428785607196,18136000000.0,2638000000.0,4112000000.0,5.36,5.36,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2021-09-30,24715000000.0,8432000000.0,6246000000.0,,9883000000.0,5793000000.0,872000000.0,2354000000.0,-7806000000.0,,-781000000.0,-237000000.0,-1.3000000000000003,601800000.0,-1568000000.0,-113000000.0,-478000000.0,-1681000000.0,6665000000.0,1.35,24.4519,3.088,-1.3000000000000003,,-0.07902458767580695,-0.03160024276755007,0.10005124263387138,,,,0.2153471688444786,,0.6743903672973793,1.3499839897534422,18236000000.0,2303000000.0,2768000000.0,3.82,3.82,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2021-12-31,26959000000.0,10860000000.0,5331000000.0,,10249000000.0,8722000000.0,37000000.0,4726000000.0,4473000000.0,,896000000.0,280000000.0,1.5,598100000.0,523000000.0,116000000.0,231000000.0,407000000.0,8759000000.0,,20.0524,3.2049,1.5,,0.0874231632354376,0.03323565414147409,0.20031298904538342,,,,0.09099038676503465,,0.8546199629232121,2.037141249296567,18548000000.0,2754000000.0,2489000000.0,4.58,4.58,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2022-03-31,29497000000.0,13539000000.0,8072000000.0,,10575000000.0,8203000000.0,2762000000.0,,9264000000.0,,1570000000.0,416000000.0,2.63,597300000.0,965000000.0,225000000.0,452000000.0,740000000.0,10965000000.0,,20.3145,3.3109,2.63,,0.14846335697399526,0.053225751771366576,0.16947322970639034,,,,0.07987910189982729,,1.0368794326241135,1.6772794846382557,19220000000.0,3318000000.0,1836000000.0,5.54,5.54,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2022-06-30,37042000000.0,9375000000.0,8812000000.0,,10315000000.0,8367000000.0,3227000000.0,,14269000000.0,,2491000000.0,659000000.0,4.17,596900000.0,1705000000.0,335000000.0,722000000.0,1370000000.0,11594000000.0,,14.9468,2.6396,4.17,,0.2414929714008725,0.06724798876950489,0.1745742518746934,,,,0.0960123344312846,,1.1239941832283082,1.0638901497957332,20200000000.0,4176000000.0,836000000.0,7.0,7.0,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
