report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-04-30,1784432000.0,1040509000.0,944007000.0,,454278000.0,454123000.0,,644173000.0,466992000.0,-99003000.0,-119011000.0,16659000.0,3979000.0,,,238979000.0,20273000.0,0.0,,,14.7778,,-78730000.0,-0.2619783480599985,-0.06669405166461934,-0.1847500593784589,0.7249481117650072,-0.15369008014927668,-0.05548152017000368,-0.21793483285565227,-0.12221872074737687,0.0,1.1022259368839427,1027323000.0,-198545000.0,-159315000.0,740406000.0,-122457000.0,35059000.0,,,-0.0,-4.544196925183263,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2015-07-31,1965178000.0,1074030000.0,1032227000.0,,487899000.0,375814000.0,,-318468000.0,-226539000.0,51509000.0,57173000.0,-10851000.0,3815000.0,,,-115357000.0,-10424000.0,0.0,1.0405,,16.7509,,41085000.0,0.11718203972543498,0.029093038900293,-0.1795251014230629,0.7113399148423075,-0.16173995503472877,0.02621085723532423,0.10557307967427684,-0.12900825200648103,0.0,1.0404978749829252,928052000.0,-164982000.0,-133536000.0,676553000.0,-104655000.0,22325000.0,,,-0.0,-5.981455767077268,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2015-10-31,2094400000.0,1039900000.0,1078200000.0,,543800000.0,275800000.0,,297200000.0,218000000.0,-30800000.0,-38700000.0,5800000.0,4300000.0,,,146700000.0,9200000.0,0.0,,,13.6221,,-21600000.0,-0.0711658698050754,-0.018477845683728036,-0.13021534320323014,0.7335127860026918,-0.10363391655450875,-0.014705882352941176,-0.05663847002574476,-0.07267833109017496,0.0,0.9644778334260805,1032906000.0,-173614000.0,-140573000.0,755668000.0,-108607000.0,22636000.0,,,-0.0,-6.2101519703127765,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2016-01-31,2316600000.0,1307100000.0,1186400000.0,,592800000.0,413200000.0,,631900000.0,458500000.0,-86100000.0,-101200000.0,11600000.0,8200000.0,,,300500000.0,19500000.0,0.0,,,11.2466,,-66600000.0,-0.17071524966261808,-0.04368471035137702,-0.1601519227725906,0.7255894920082292,-0.13625573666719418,-0.037166537166537165,-0.14524291497975708,-0.1053964234847286,0.0,1.1017363452461226,1254805000.0,-201738000.0,-164394000.0,916953000.0,-125845000.0,23208000.0,,,-0.0,-7.083505687693899,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2016-04-30,2507000000.0,1446200000.0,1239000000.0,,659000000.0,550000000.0,,977700000.0,709400000.0,-144700000.0,-171400000.0,17400000.0,15000000.0,,,470600000.0,30700000.0,0.0,,,10.6384,,-114000000.0,-0.2600910470409712,-0.0683685680095732,-0.1753093996113327,0.7255804438989465,-0.148000409123453,-0.05771838851216594,-0.2195751138088012,-0.11660018410555385,0.0,1.1672316384180792,1588332000.0,-254127000.0,-210091000.0,1159361000.0,-161115000.0,23949000.0,,,-0.0,-8.772433086976491,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2016-07-31,2761200000.0,1719100000.0,846800000.0,,789900000.0,734400000.0,,-528300000.0,-377400000.0,71500000.0,85400000.0,-11400000.0,-6700000.0,,,-259700000.0,-16600000.0,0.0,2.0949,,8.3512,,54900000.0,0.10811495125965312,0.030928581776039403,-0.16165057732349045,0.7143668370244179,-0.13533976907060383,0.025894538606403013,0.09051778706165338,-0.10391822827938671,0.0,2.0301133679735477,1378500000.0,-225900000.0,-190100000.0,1008500000.0,-147300000.0,23400000.0,,,-0.0,-8.123931623931623,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2016-10-31,3006500000.0,1865900000.0,1400900000.0,,856900000.0,839400000.0,,398100000.0,296800000.0,-49900000.0,-61800000.0,6000000.0,8400000.0,,,203300000.0,13600000.0,0.0,,,9.4841,,-36300000.0,-0.07212043412300152,-0.020555463163146517,-0.15523737754333083,0.7455413212760613,-0.12534539060537553,-0.01659737235988691,-0.058233166063718055,-0.09118311981914091,0.0,1.3319294739096295,1479400000.0,-249000000.0,-209200000.0,1087300000.0,-162000000.0,23600000.0,,,-0.0,-8.864406779661017,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2017-01-31,3174600000.0,1880400000.0,993600000.0,,870600000.0,761400000.0,,820700000.0,606300000.0,-103400000.0,-117500000.0,12100000.0,7200000.0,,,417800000.0,28000000.0,0.0,,,8.6322,,-75400000.0,-0.13496439237307603,-0.03701253701253701,-0.14317046423784574,0.738759595467284,-0.12599000852930425,-0.03257103257103257,-0.11876866528830692,-0.09187279151943463,0.0,1.892512077294686,1668200000.0,-265300000.0,-226500000.0,1235100000.0,-170800000.0,24100000.0,,,-0.0,-9.398340248962656,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2017-04-30,3250100000.0,1895200000.0,1054700000.0,,813100000.0,692000000.0,,1252500000.0,914400000.0,-152500000.0,-178400000.0,18300000.0,14900000.0,,,629000000.0,43100000.0,0.0,,,6.0355,,-109400000.0,-0.21940720698561061,-0.0548906187501923,-0.14243512974051897,0.730059880239521,-0.1217564870259481,-0.04692163318051752,-0.18755380641987454,-0.08734530938123752,0.0,1.796909073670238,1943000000.0,-272300000.0,-234300000.0,1440100000.0,-166200000.0,25000000.0,,,-0.0,-9.372,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2017-07-31,3438300000.0,1976300000.0,1201300000.0,,759600000.0,744300000.0,,-709700000.0,-532500000.0,126000000.0,141100000.0,-11900000.0,-8000000.0,,,-381600000.0,-24900000.0,0.0,1.6451,,6.8945,,101100000.0,0.18575566087414427,0.041037722130122446,-0.1988164012963224,0.7503170353670565,-0.17753980555164153,0.03664601692696973,0.16587677725118483,-0.14245455826405523,0.0,1.6451344376925,1761600000.0,-216600000.0,-179800000.0,1285000000.0,-120000000.0,24500000.0,,,-0.0,-7.338775510204082,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2017-10-31,3486500000.0,2039500000.0,1743000000.0,,665500000.0,842600000.0,,505500000.0,364100000.0,-54300000.0,-64000000.0,6300000.0,8200000.0,,,274100000.0,21300000.0,0.0,,,7.2838,,-33000000.0,-0.09616829451540196,-0.018356517997992258,-0.12660731948565776,0.7202769535113749,-0.10741839762611276,-0.015574358238921554,-0.08159278737791134,-0.06528189910979229,0.0,1.170109007458405,1869000000.0,-218800000.0,-184200000.0,1352300000.0,-116700000.0,24800000.0,,,-0.0,-7.42741935483871,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2018-01-31,3627500000.0,2210200000.0,1856400000.0,,633100000.0,915000000.0,,1047900000.0,747200000.0,-86100000.0,-98900000.0,12700000.0,9800000.0,,,517800000.0,43400000.0,0.0,,,7.3199,,-42700000.0,-0.15621544779655663,-0.02726395589248794,-0.09437923465979578,0.7130451378948373,-0.08216432865731463,-0.023735354927636114,-0.13599747275311957,-0.04074816299265197,0.0,1.1905839258780435,2096200000.0,-200200000.0,-166900000.0,1493200000.0,-84000000.0,25400000.0,,,-0.0,-6.570866141732283,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2018-04-30,3908300000.0,2205500000.0,1943100000.0,,722100000.0,949000000.0,,1615000000.0,1154400000.0,-137700000.0,-145600000.0,19200000.0,7000000.0,,,759100000.0,68000000.0,0.0,,,8.3495,,-69700000.0,-0.2016341226976873,-0.03725404907504542,-0.09015479876160991,0.7147987616099071,-0.08526315789473685,-0.0352327098738582,-0.1906938097216452,-0.0431578947368421,0.0,1.1350419432865009,2458700000.0,-167400000.0,-152100000.0,1733200000.0,-44300000.0,26300000.0,,,-0.0,-5.783269961977187,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2018-07-31,5823000000.0,4132000000.0,2139400000.0,,966400000.0,2506900000.0,,-895300000.0,-637900000.0,149000000.0,160600000.0,-8600000.0,-7300000.0,,,-514000000.0,-36300000.0,0.0,1.9691,,8.0992,,112700000.0,0.16618377483443708,0.027580285076421088,-0.17938121300122864,0.7124986038199487,-0.16642466212442755,0.025588184784475356,0.15418046357615894,-0.12587959343236904,0.0,1.9313826306441058,2273100000.0,-147900000.0,-129100000.0,1627800000.0,-32700000.0,29600000.0,,,-0.0,-4.361486486486487,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2018-10-31,5801500000.0,3815200000.0,1815700000.0,,1253000000.0,1784400000.0,,656000000.0,472500000.0,-32100000.0,-38300000.0,22700000.0,-3500000.0,,,252300000.0,32500000.0,0.0,,,7.1107,,400000.0,-0.030566640063846767,-0.006601740929070068,-0.05838414634146342,0.7202743902439024,-0.048932926829268295,-0.005533051796949065,-0.02561851556264964,0.0006097560975609756,0.0,2.101228176460869,2423600000.0,-122200000.0,-106900000.0,1736200000.0,700000.0,46000000.0,,,0.0,-2.3239130434782607,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2019-01-31,5707500000.0,3487500000.0,1868200000.0,,1071800000.0,1127800000.0,,1367200000.0,981100000.0,-25500000.0,-40900000.0,43300000.0,1100000.0,,,527700000.0,71300000.0,0.0,,,7.8593,,45800000.0,-0.03816010449710767,-0.007166009636443277,-0.02991515506143944,0.7175980105324752,-0.018651258045640724,-0.004467805519053876,-0.02379175219257324,0.033499122293739025,0.0,1.8667701530885343,2742900000.0,-64200000.0,-46300000.0,1970100000.0,89200000.0,76600000.0,,,0.0,-0.6044386422976501,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2019-04-30,6261800000.0,3717500000.0,1998800000.0,6261800000.0,1453500000.0,1314900000.0,,2093800000.0,1502800000.0,-44200000.0,-61100000.0,63900000.0,200000.0,-0.65,,824100000.0,111600000.0,0.0,,,8.4742,-0.65,67400000.0,-0.04203646370829033,-0.009757577693315022,-0.029181392683159803,0.7177380838666539,-0.02110994364313688,-0.007058673224951292,-0.0304093567251462,0.03219027605310918,0.0,1.859865919551731,3221700000.0,20300000.0,47200000.0,2318500000.0,226300000.0,121300000.0,,,0.0,0.3891178895300907,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2019-07-31,6592200000.0,3664800000.0,2053300000.0,,1586300000.0,961400000.0,,-1217400000.0,-865200000.0,47700000.0,58400000.0,-46000000.0,9500000.0,,,-548500000.0,-61600000.0,0.0,1.7848,,7.4983,,-13900000.0,0.036815230410388956,0.008858954522010862,-0.04797108592081485,0.7106949236076885,-0.039181862986692954,0.007235824155820515,0.03006997415369098,0.011417775587317233,0.0,1.7848341693858667,2899600000.0,-81900000.0,-54100000.0,2091200000.0,99700000.0,83900000.0,,,0.0,-0.6448152562574494,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2019-10-31,6824800000.0,3649800000.0,2051600000.0,,1516400000.0,1263700000.0,,771900000.0,554200000.0,-51800000.0,-59600000.0,18900000.0,5100000.0,,,225200000.0,44000000.0,0.0,,,7.3136,,-7800000.0,-0.039303613822210495,-0.008732856640487634,-0.07721207410286307,0.7179686487887031,-0.06710713823034072,-0.007589966006329856,-0.03415985228171986,-0.010104935872522347,0.0,1.7790017547280172,3015500000.0,-103200000.0,-73800000.0,2172900000.0,91500000.0,80100000.0,,,0.0,-0.9213483146067416,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2020-01-31,7184100000.0,3978200000.0,2239500000.0,,1608500000.0,2000000000.0,,1588600000.0,1137800000.0,-104700000.0,-133300000.0,37900000.0,17700000.0,,,532100000.0,92400000.0,0.0,,,7.3689,,-12300000.0,-0.08287224121852657,-0.018554864214028202,-0.0839103613244366,0.7162281253934282,-0.06590708800201435,-0.014573850586712324,-0.06509170034193348,-0.007742666498803979,0.0,1.7763786559499888,3236900000.0,-195600000.0,-153000000.0,2329600000.0,33400000.0,74700000.0,,,0.0,-2.0481927710843375,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2020-04-30,6501800000.0,3014000000.0,2335700000.0,,744700000.0,1484700000.0,96500000.0,2458000000.0,1748900000.0,-161200000.0,-208100000.0,57300000.0,24700000.0,,,702000000.0,145600000.0,0.0,,,6.0031,,-15600000.0,-0.27944138579293676,-0.03200652127103264,-0.08466232709519934,0.711513425549227,-0.06558177379983726,-0.02479313420898828,-0.2164630052370082,-0.0063466232709519935,0.0,1.290405445904868,3601100000.0,-342600000.0,-270000000.0,2575700000.0,-49600000.0,68100000.0,,,-0.0,-3.9647577092511015,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2020-07-31,9065400000.0,5129200000.0,2691700000.0,,1101800000.0,2958000000.0,,-1410100000.0,-1032000000.0,138700000.0,134000000.0,-25400000.0,-12300000.0,,,-423600000.0,-75900000.0,0.0,1.9056,,7.2432,,62800000.0,0.12161916863314576,0.014781476823968053,-0.09502872136727891,0.7318629884405361,-0.0983618183107581,0.015299931608092307,0.12588491559266654,-0.04453584852138146,0.0,1.9055615410335476,3408400000.0,-267000000.0,-179000000.0,2408900000.0,27100000.0,88700000.0,,,0.0,-2.0180383314543406,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2020-10-31,8726500000.0,4300900000.0,2635100000.0,,747000000.0,2142000000.0,,946000000.0,668200000.0,-44500000.0,-92200000.0,40200000.0,9900000.0,,,534900000.0,58000000.0,0.0,,,5.8808,,13500000.0,-0.12342704149933066,-0.01056551882197903,-0.0974630021141649,0.7063424947145878,-0.04704016913319239,-0.0050994098435799004,-0.059571619812583666,0.01427061310782241,0.0,1.632158172365375,3582500000.0,-299600000.0,-171700000.0,2522900000.0,48400000.0,110000000.0,,,0.0,-1.5609090909090908,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2021-01-31,9488400000.0,4275800000.0,4376300000.0,,1037300000.0,2113200000.0,,1962900000.0,1377500000.0,-133300000.0,-234500000.0,80900000.0,22200000.0,,,899400000.0,122900000.0,0.0,,,9.0955,,-10400000.0,-0.2260676756965198,-0.024714388094936975,-0.11946609608232717,0.7017677925518365,-0.06790972540628662,-0.014048733190000422,-0.1285067000867637,-0.005298283152478476,0.0,0.9770353951968558,3956800000.0,-400800000.0,-200300000.0,2762600000.0,50300000.0,153000000.0,,,0.0,-1.3091503267973856,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2021-04-30,9562100000.0,4140900000.0,3007300000.0,,997200000.0,1886100000.0,,3036800000.0,2120800000.0,-243700000.0,-379600000.0,121900000.0,16900000.0,,,1177200000.0,191600000.0,0.0,,,8.6187,,-52100000.0,-0.38066586442037703,-0.03969839261250144,-0.125,0.6983667017913593,-0.08024894625922023,-0.025486033402704427,-0.24438427597272364,-0.01715621707060063,0.0,1.3769494230705284,4535600000.0,-572300000.0,-282800000.0,3134500000.0,13800000.0,217600000.0,,,0.0,-1.2996323529411764,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2021-07-31,10241600000.0,4647300000.0,5116700000.0,,634500000.0,1874200000.0,,-1689600000.0,-1185300000.0,117400000.0,207400000.0,-79700000.0,-15100000.0,-5.18,96400000.0,-1108500000.0,-112100000.0,0.0,0.9083,,9.1604,-5.18,5300000.0,0.3268715524034673,0.02025074207155132,-0.12275094696969698,0.7015269886363636,-0.06948390151515152,0.011463052648023747,0.1850275807722616,-0.003136837121212121,0.0,0.9082611839662282,4256100000.0,-498900000.0,-304100000.0,2981200000.0,-43700000.0,163300000.0,,,-0.0,-1.8622167789344763,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2021-10-31,10426400000.0,4839100000.0,7144400000.0,,518900000.0,2272900000.0,,1247400000.0,866800000.0,-82700000.0,-103600000.0,6900000.0,12400000.0,,,588900000.0,69000000.0,0.0,,,10.9324,,-13700000.0,-0.19965311235305455,-0.009936315506790454,-0.08305274971941638,0.6948853615520282,-0.06629789963123296,-0.007931788536791223,-0.15937560223549818,-0.01098284431617765,0.0,0.677327697217401,4557500000.0,-510300000.0,-342300000.0,3179800000.0,-70900000.0,130000000.0,,,-0.0,-2.633076923076923,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2022-01-31,10400500000.0,4868600000.0,7406400000.0,,117800000.0,1922700000.0,,2564300000.0,1778400000.0,-156600000.0,-197100000.0,13700000.0,25100000.0,,,1071500000.0,138700000.0,0.0,,,10.5095,,-17900000.0,-1.6731748726655349,-0.018951011970578337,-0.07686308154272121,0.6935225987598955,-0.06106929766407987,-0.015056968414980049,-1.3293718166383701,-0.006980462504387162,0.0,0.657350399654353,5158900000.0,-472900000.0,-365600000.0,3580700000.0,-78400000.0,62800000.0,,,-0.0,-5.821656050955414,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2022-04-30,11100000000.0,5697600000.0,7677200000.0,,337600000.0,2419900000.0,,3951000000.0,2724600000.0,-204200000.0,-270300000.0,20500000.0,45800000.0,-2.75,98200000.0,1461000000.0,210100000.0,0.0,,,10.8946,-2.75,5900000.0,-0.8006516587677726,-0.02435135135135135,-0.06841305998481396,0.6895975702353835,-0.05168311819792457,-0.018396396396396397,-0.6048578199052133,0.0014932928372563908,0.0,0.7421455739071536,6073100000.0,-363600000.0,-326100000.0,4184500000.0,-20400000.0,-38600000.0,,,-0.0,-8.44818652849741,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2022-07-31,12253600000.0,6414900000.0,8306300000.0,12043600000.0,210000000.0,2118500000.0,,-2261200000.0,-1587000000.0,254700000.0,304000000.0,-13700000.0,-23500000.0,0.040000000000000036,300000.0,-1136700000.0,-135200000.0,0.0,0.7723,,9.194,0.040000000000000036,119500000.0,1.4476190476190476,0.024809035711954038,-0.13444188926233858,0.7018397311162214,-0.11263930656288697,0.02078572827577202,1.2128571428571429,-0.05284804528568902,0.0,0.7722933195285506,5501500000.0,-267000000.0,-188800000.0,3782800000.0,93800000.0,27400000.0,,,0.0,-6.890510948905109,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2023-01-31,13163400000.0,5405800000.0,8475100000.0,12434400000.0,729000000.0,1346300000.0,,3218500000.0,2290400000.0,55100000.0,104200000.0,13700000.0,14600000.0,0.31,335000000.0,1931300000.0,140600000.0,0.0,,1398.4228,7.7921,0.31,195700000.0,0.1429355281207133,0.007915887992463953,0.03237533012272798,0.7116358552120553,0.017119776293304335,0.0041858486409286355,0.07558299039780521,0.060804722696908495,0.0,0.6378449811801631,7472600000.0,-59200000.0,-51000000.0,5206400000.0,303200000.0,34200000.0,,,0.0,-1.4912280701754386,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2023-04-30,14170500000.0,6413600000.0,8641200000.0,12938100000.0,1232400000.0,1992900000.0,,4939400000.0,3536500000.0,133800000.0,212000000.0,21500000.0,37800000.0,0.63,338100000.0,2363400000.0,212900000.0,0.0,,257.6314,8.5468,0.63,346700000.0,0.17202207075624798,0.014960657704385871,0.04292019273595983,0.715977649107179,0.02708831032109163,0.009442150947390706,0.1085686465433301,0.07019071142243997,0.0,0.7422117298523353,9847700000.0,349900000.0,239400000.0,6964500000.0,667800000.0,42000000.0,-1.77,-1.77,0.0,5.7,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2023-07-31,14501100000.0,6048000000.0,7737500000.0,12752700000.0,1748400000.0,1135300000.0,,6892700000.0,4983000000.0,387300000.0,439700000.0,27200000.0,126600000.0,1.28,342300000.0,2777500000.0,282200000.0,0.0,0.7816,173.8719,11.0917,1.28,669500000.0,0.2514870738961336,0.030321837653695238,0.06379212790343407,0.722938761298185,0.05618988204912444,0.02670831867927261,0.2215168153740563,0.09713174808130341,0.0,0.7816478190630048,12789400000.0,1059900000.0,830900000.0,9222900000.0,1331400000.0,48700000.0,2.26,2.26,0.0,17.06160164271047,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
2023-10-31,14808500000.0,6477600000.0,7513400000.0,12638000000.0,2170500000.0,2491400000.0,,1878100000.0,1405300000.0,215200000.0,194200000.0,2900000.0,88400000.0,0.56,349800000.0,1526000000.0,64300000.0,0.0,,123.0404,10.4801,0.56,279500000.0,0.08947247178069569,0.013114089880811697,0.10340237474042915,0.7482562163889037,0.11458388797188648,0.014532194347840767,0.09914766182907164,0.14882061658058676,0.0,0.8621396438363458,16928700000.0,950100000.0,791400000.0,12215200000.0,1491400000.0,65300000.0,2.7800000000000002,2.7800000000000002,0.0,12.119448698315468,0.76158255,223.61,139.5706,8.66284,133179.36,103.8922,14.8195,13.4616
