report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-06-30,12597896000.0,1680623000.0,1272917000.0,8727584000.0,3869991000.0,3122234000.0,200207000.0,,2881257000.0,,249935000.0,114713000.0,80326000.0,1.09,229122594.0,367949000.0,714399000.0,309171000.0,-346450000.0,3122234000.0,,11.303,1.7965,1.09,,0.06458283753114671,0.01983942398000428,0.0867451254782201,,,,-0.1202426579787919,,0.8067806876036663,1.3202926820837493,5906587000.0,517946000.0,-1579305000.0,223616000.0,2.25,2.25,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2012-09-30,12556594000.0,1710524000.0,1333702000.0,8759650000.0,3796728000.0,3127262000.0,230958000.0,,4041346000.0,,238567000.0,168788000.0,60428000.0,1.04,229191870.0,530163000.0,1152021000.0,463048000.0,-621858000.0,3127262000.0,,15.9671,1.3312,1.04,,0.06283489362419431,0.018999340107675695,0.05903157017488728,,,,-0.15387398158930218,,0.823672909937188,1.2825383781384447,5372899000.0,319651000.0,-2456104000.0,202441000.0,1.3800000000000001,1.3800000000000001,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2012-12-31,12670909000.0,1539094000.0,1387099000.0,8717164000.0,3953792000.0,3124473000.0,21878000.0,,-2919066000.0,,-197228000.0,-121561000.0,-52934000.0,-0.8499999999999999,-459296708.0,-399469000.0,-597636000.0,-304786000.0,-997105000.0,3124473000.0,1.1096,18.8253,2.2276,-0.8499999999999999,,-0.04988325131923986,-0.015565418392634657,0.06756544730403492,,,,0.34158357502022907,,0.7902471854867429,1.1095776148638272,5430307000.0,388470000.0,-2042373000.0,220060000.0,1.7,1.7,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2013-03-31,12593194000.0,1439172000.0,1346652000.0,8620960000.0,3972538000.0,3124240000.0,25058000.0,,1289640000.0,,-1564000.0,53378000.0,522000.0,0.0,228318123.0,268280000.0,405972000.0,161315000.0,-137692000.0,3124240000.0,,25.6739,2.7327,0.0,,-0.0003937029677249154,-0.00012419406863739256,-0.0012127415402748054,,,,-0.10676778015570236,,0.7864594372665535,1.0687037185553505,5293177000.0,289710000.0,-2103105000.0,215318000.0,1.2800000000000002,1.2800000000000002,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2013-06-30,12752928000.0,1472841000.0,1487201000.0,8727868000.0,4025651000.0,3124000000.0,71938000.0,,2506320000.0,,-14634000.0,107896000.0,15144000.0,0.0,228520886.0,393394000.0,758000000.0,320622000.0,-364606000.0,3124000000.0,,50.5972,2.8081,0.0,,-0.003635188445297419,-0.0011475011856100811,-0.005838839413961505,,,,-0.14547464010980243,,0.7760235549480071,0.9903442776060533,4918240000.0,25141000.0,-2121261000.0,208501000.0,0.19000000000000017,0.19000000000000017,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2013-09-30,12737072000.0,1183436000.0,1573597000.0,8779896000.0,3958165000.0,3123755000.0,21086000.0,,3737738000.0,,-78683000.0,164197000.0,89767000.0,0.0,228640671.0,589005000.0,1195909000.0,489774000.0,-606904000.0,3123755000.0,,106.8474,4.1003,0.0,,-0.019878655892313735,-0.0061774794081402695,-0.021050967189246546,,,,-0.16237200146184672,,0.7891927193535389,0.7520578648790002,4614632000.0,-292109000.0,-2106307000.0,203910000.0,-0.8499999999999999,-0.8499999999999999,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2013-12-31,11393667000.0,1445592000.0,1119971000.0,6387378000.0,5006289000.0,3115963000.0,327420000.0,,-4234013000.0,,755323000.0,-106273000.0,-138622000.0,2.0,-455401738.0,-591903000.0,-863825000.0,-510589000.0,-1455728000.0,3115963000.0,1.2911,13.1991,2.7931,2.0,,0.1508748296392797,0.06629323114323071,-0.17839411451972395,,,,0.34381755559087795,,0.6224097330377851,1.2907405638181704,3299685000.0,660442000.0,-2564930000.0,219198000.0,2.0,2.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2014-03-31,11584475000.0,1458836000.0,1170347000.0,6492188000.0,5092287000.0,3115175000.0,314087000.0,,969153000.0,,116003000.0,50931000.0,8489000.0,0.0,,336102000.0,451009000.0,129116000.0,-114907000.0,3115175000.0,,11.7987,2.8517,0.0,,0.02278013788303762,0.010013660524106616,0.11969523903862445,,,,-0.11856435464782135,,0.6117437999861359,1.2464986879959534,2979198000.0,778009000.0,-2542145000.0,216751000.0,2.0,2.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2014-06-30,11566647000.0,1225855000.0,1083666000.0,6506989000.0,5059658000.0,3214913000.0,147393000.0,,1906523000.0,,91069000.0,115142000.0,9703000.0,0.0,,557147000.0,819295000.0,267015000.0,-262148000.0,3214913000.0,,13.8502,3.1984,0.0,,0.01799904262303895,0.007873413963441609,0.047767060769788774,,,,-0.13750057041011307,,0.6354012464874108,1.1312110927167596,2379401000.0,883712000.0,-2439687000.0,223997000.0,2.0,2.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2014-09-30,11718935000.0,1325095000.0,1246646000.0,6464336000.0,5254599000.0,3236172000.0,225563000.0,,2791139000.0,,89424000.0,170539000.0,8315000.0,0.0,,850171000.0,1174607000.0,415680000.0,-324436000.0,3236172000.0,,10.5286,2.5715,0.0,,0.01701823488338501,0.007630727536247961,0.03203853337293485,,,,-0.11623785128580125,,0.6158742084790866,1.062928048539842,1432802000.0,1051819000.0,-2157219000.0,230339000.0,2.0,2.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2014-12-31,11759530000.0,1166350000.0,1147961000.0,6430072000.0,5329458000.0,3236422000.0,176989000.0,,-1940011000.0,,-133406000.0,-113048000.0,-12160000.0,0.0,,-806640000.0,-951486000.0,-240620000.0,-1758126000.0,3236422000.0,0.958,47.7039,2.6569,0.0,,-0.025031813741660035,-0.011344501013220766,0.06876558947346174,,,,0.9062453769592028,,0.6072703828419325,1.0160188368768626,3726804000.0,163090000.0,-2459617000.0,223564000.0,0.0,0.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2015-03-31,11781396000.0,932714000.0,1907984000.0,6483669000.0,5297727000.0,2561681000.0,5318000.0,,889592000.0,,79030000.0,55122000.0,-25603000.0,0.0,,228370000.0,294019000.0,150594000.0,-65649000.0,2561681000.0,,50.5318,2.4046,0.0,,0.014917718485682633,0.006708033581079865,0.08883847876329823,,,,-0.07379675176935044,,0.48354341399622897,0.48884791486721063,3647243000.0,126117000.0,-2410359000.0,227755000.0,0.0,0.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2015-06-30,11002101000.0,821502000.0,2096029000.0,6320206000.0,4681895000.0,2558678000.0,10031000.0,,1538531000.0,,-524271000.0,101629000.0,-317532000.0,-2.0,,294215000.0,635785000.0,305091000.0,-341570000.0,2558678000.0,,,2.1879,-2.0,,-0.1119783762771271,-0.04765189848738891,-0.340760764651476,,,,-0.22201047622699835,,0.5465047806497155,0.391932554368284,3279251000.0,-489223000.0,-2489781000.0,214242000.0,-2.0,-2.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2015-09-30,11185366000.0,970461000.0,1867703000.0,6297516000.0,4732993000.0,2739291000.0,83019000.0,,2352469000.0,,-405291000.0,150187000.0,-259389000.0,-1.0,,404283000.0,895156000.0,458080000.0,-490873000.0,2739291000.0,,,1.1642,-1.0,,-0.08563101614559751,-0.036234040084159966,-0.1722832479407805,,,,-0.20866289842714186,,0.5787650647275413,0.5196013498934252,2840581000.0,-983938000.0,-2656218000.0,193890000.0,-3.0,-3.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2015-12-31,10929902000.0,804763000.0,1680937000.0,6074126000.0,4702027000.0,2712911000.0,72578000.0,,-1666191000.0,,475647000.0,-107669000.0,468099000.0,2.0,,-421019000.0,-802393000.0,-264164000.0,-1223412000.0,2712911000.0,0.4777,,0.8692,2.0,,0.10115786234319794,0.043517956519646746,-0.28546967304468696,,,,0.7342567568784131,,0.5769662743323252,0.47875857334331984,3114401000.0,-374885000.0,-2121504000.0,199269000.0,-1.0,-1.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2016-03-31,10715870000.0,1146443000.0,1584931000.0,5976782000.0,4589330000.0,2725471000.0,426650000.0,,558514000.0,,-97572000.0,49866000.0,-26847000.0,0.0,,128442000.0,78968000.0,160067000.0,49474000.0,2725471000.0,,,1.3707,0.0,,-0.021260619741879535,-0.00910537361875424,-0.1746992913337893,,,,0.08858148587143742,,0.5938712186746213,0.723339375657363,2783323000.0,-551487000.0,-2006381000.0,194013000.0,-1.0,-1.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2016-06-30,9784757000.0,526240000.0,1151379000.0,5513327000.0,4125598000.0,2723004000.0,97626000.0,,818571000.0,,-567405000.0,97292000.0,-123571000.0,-2.0,,223741000.0,115257000.0,290209000.0,108484000.0,2723004000.0,,,2.0003,-2.0,,-0.1375327891859556,-0.05798866543134387,-0.69316528437973,,,,0.13252851615803637,,0.6600264979767781,0.4570519351143281,2063363000.0,-594621000.0,-1556327000.0,189676000.0,-1.0,-1.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2016-09-30,9565494000.0,514915000.0,1070242000.0,5275327000.0,4147215000.0,2734004000.0,80247000.0,,1564353000.0,,-542058000.0,144609000.0,-71798000.0,-2.0,,386638000.0,179389000.0,441919000.0,207249000.0,2734004000.0,,,2.376,-2.0,,-0.13070409901584557,-0.056668061262701123,-0.3465061913775216,,,,0.13248224665404804,,0.6592385492432874,0.4811201578708367,1275247000.0,-731388000.0,-858205000.0,184098000.0,-2.0,-2.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2016-12-31,9183981000.0,626139000.0,940014000.0,5243093000.0,3798395000.0,2722995000.0,60475000.0,,-915063000.0,,358933000.0,-100291000.0,232226000.0,1.0,,-269536000.0,-146794000.0,-293692000.0,-416330000.0,2722995000.0,0.666,,2.0169,1.0,,0.0944959647430033,0.03908250681267742,-0.3922494953899349,,,,0.4549741383926571,,0.7168804192297009,0.6660953985791701,2026375000.0,-848102000.0,-51123000.0,191476000.0,-3.0,-3.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2017-03-31,9063769000.0,616215000.0,992849000.0,5157430000.0,3763803000.0,2620698000.0,61266000.0,,698709000.0,,-38966000.0,44433000.0,-53789000.0,0.0,,205119000.0,112978000.0,148753000.0,92141000.0,2620698000.0,,,2.0636,0.0,,-0.010352826649003681,-0.004299094559890041,-0.055768567457983226,,,,0.13187321188076867,,0.6962898961502502,0.6206532916888671,2166570000.0,-789496000.0,-8456000.0,186043000.0,-3.0,-3.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2017-06-30,9025192000.0,847094000.0,825713000.0,4937645000.0,3945337000.0,2596055000.0,299135000.0,,1564660000.0,,130544000.0,87865000.0,13204000.0,0.0,,293896000.0,273326000.0,265839000.0,20570000.0,2596055000.0,,,2.0278,0.0,,0.03308817472373082,0.01446440142215257,0.08343282246622269,,,,0.013146626104073729,,0.6580058940465668,1.025893984956032,2912659000.0,-91547000.0,-96370000.0,176616000.0,-1.0,-1.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2017-09-30,8979568000.0,805283000.0,860192000.0,4908333000.0,3931831000.0,2500782000.0,285708000.0,,2235942000.0,,104104000.0,129367000.0,39962000.0,0.0,,472224000.0,450620000.0,414608000.0,21604000.0,2500782000.0,,,2.6963,0.0,,0.026477231600239175,0.011593430775288967,0.04655934724603769,,,,0.009662146871430475,,0.6360349669149056,0.9361665767642573,3584248000.0,554615000.0,-282015000.0,161374000.0,1.0,1.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2017-12-31,6931913000.0,852504000.0,441679000.0,3032014000.0,3899899000.0,2187026000.0,509167000.0,,-3044180000.0,,,-100222000.0,-175835000.0,1.0,,-322552000.0,-204078000.0,-417164000.0,-526630000.0,2187026000.0,1.9299,9.1087,2.9414,1.0,,,,,,,,0.17299568356667477,,0.5607904204698635,1.93014383749284,1455131000.0,,-392315000.0,161443000.0,1.0,1.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2018-03-31,8122229000.0,406944000.0,437671000.0,3054323000.0,4344241000.0,2211165000.0,82490000.0,,495729000.0,,527563000.0,38551000.0,213694000.0,2.0,,259340000.0,232485000.0,124667000.0,26855000.0,2211165000.0,,3.5208,2.5615,2.0,,0.12143962547197543,0.06495298273417309,1.0642165376647321,,,,0.05417274357562297,,0.5089876459432154,0.9297942975431317,1252151000.0,,-457601000.0,155561000.0,3.0,3.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2018-06-30,8207758000.0,319146000.0,474991000.0,3168835000.0,4308801000.0,2330780000.0,54846000.0,,897853000.0,,569577000.0,76989000.0,182592000.0,2.0,,450930000.0,496659000.0,243754000.0,-45729000.0,2330780000.0,,4.7314,2.7718,2.0,,0.13218920994494757,0.06939495535808926,0.6343766741326253,,,,-0.05093149992259312,,0.5409347055016,0.6718990465082496,585344000.0,,-523900000.0,144685000.0,5.0,5.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2018-09-30,8209036000.0,315335000.0,533746000.0,3160217000.0,4310564000.0,2184481000.0,42672000.0,,1294979000.0,,694606000.0,112712000.0,239269000.0,3.0,,690219000.0,794124000.0,363338000.0,-103905000.0,2184481000.0,,3.0735,1.955,3.0,,0.16114039833302557,0.08461480739029528,0.536383987694009,,,,-0.08023682237318135,,0.5067738235646194,0.5907959965976326,-355619000.0,,-649409000.0,128030000.0,8.0,8.0,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2018-12-31,8592170000.0,501686000.0,522975000.0,3510427000.0,4329958000.0,2378205000.0,17198000.0,,-958127000.0,,-995213000.0,-82318000.0,-419998000.0,-3.29,,-514666000.0,-406871000.0,-238336000.0,-921537000.0,2378205000.0,0.9598,2.9192,1.3412,-3.29,,-0.22984356892145374,-0.11582789912210768,1.038706768518161,,,,0.9618109081572693,,0.5492443575665168,0.9592925092021607,1730434000.0,796533000.0,-1044316000.0,145934000.0,3.71,3.71,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2019-03-31,8777361000.0,364966000.0,588495000.0,3802552000.0,4215513000.0,2430494000.0,23972000.0,,278431000.0,,-87337000.0,35771000.0,-11559000.0,-0.44,,308652000.0,299138000.0,125161000.0,9514000.0,2430494000.0,,11.7516,1.2165,-0.44,,-0.02071800039520694,-0.009950257258417422,-0.3136755605518064,,,,0.03417004572048371,,0.5765594839821393,0.620168395653319,1513136000.0,181633000.0,-1061657000.0,143154000.0,1.27,1.27,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2019-06-30,9146697000.0,460094000.0,623245000.0,4046702000.0,4325656000.0,2618375000.0,32611000.0,,883463000.0,,75140000.0,75923000.0,29231000.0,0.38,,560673000.0,628365000.0,254159000.0,-67692000.0,2618375000.0,,4.678,0.7998,0.38,,0.017370775669632535,0.008214987333679032,0.08505166600072668,,,,-0.07662120541550693,,0.6053128126693385,0.7382233311137675,1498746000.0,-312804000.0,-1083620000.0,142088000.0,-0.35000000000000003,-0.35000000000000003,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2019-09-30,9286258000.0,345726000.0,621624000.0,4064440000.0,4434979000.0,2640234000.0,5484000.0,,1413460000.0,,190679000.0,114328000.0,78133000.0,1.01,,866092000.0,964502000.0,374619000.0,-98410000.0,2640234000.0,,4.6538,0.7989,1.01,,0.0429943411231485,0.020533459225449045,0.13490229649229551,,,,-0.06962347714119961,,0.5953205189923109,0.5561657851048222,1617227000.0,-816731000.0,-1078125000.0,143704000.0,-2.34,-2.34,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2019-12-31,9060806000.0,498101000.0,528939000.0,4098497000.0,4160546000.0,2754443000.0,16283000.0,,-652905000.0,,-259212000.0,-74643000.0,-68069000.0,-1.3699999999999999,,-754857000.0,-699406000.0,-245476000.0,-1454263000.0,2754443000.0,0.9414,,1.0774,-1.3699999999999999,,-0.062302399733111954,-0.028608050983543847,0.3970133480368507,,,,2.227373048146361,,0.662038828557598,0.9416983810987657,1922449000.0,-80730000.0,-1610851000.0,151379000.0,-0.41999999999999993,-0.41999999999999993,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2020-03-31,8528950000.0,586053000.0,500351000.0,3884240000.0,3836331000.0,2640148000.0,31833000.0,,416359000.0,,-329086000.0,48995000.0,-152582000.0,-1.76,,267387000.0,152049000.0,129164000.0,115338000.0,2640148000.0,,,0.7325,-1.76,,-0.08578144065254015,-0.03858458544134975,-0.7903900239937169,,,,0.2770157484286397,,0.6881960915259919,1.1712837588013214,2060377000.0,-322479000.0,-1505027000.0,164603000.0,-1.74,-1.74,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2020-06-30,8319684000.0,430722000.0,476524000.0,3752730000.0,3746422000.0,2540768000.0,19607000.0,,565200000.0,,-474835000.0,95252000.0,-181228000.0,-2.54,,411185000.0,286901000.0,242709000.0,124284000.0,2540768000.0,,,1.4001,-2.54,,-0.1267435969573102,-0.05707368212542688,-0.840118542108988,,,,0.21989384288747346,,0.6781852124507063,0.9038831202625681,1742114000.0,-872454000.0,-1313051000.0,183932000.0,-4.66,-4.66,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2020-09-30,8129174000.0,332239000.0,507961000.0,3858998000.0,4270176000.0,2577974000.0,150132000.0,,631275000.0,,-679533000.0,133173000.0,-242507000.0,-3.56,,634347000.0,395236000.0,357174000.0,239111000.0,2577974000.0,,,2.006,-3.56,,-0.15913465861828646,-0.08359188768748214,-1.0764452892954735,,,,0.3787747019920003,,0.603716099757949,0.6540639931018326,959929000.0,-1742666000.0,-975530000.0,202777000.0,-9.23,-9.23,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2020-12-31,8041764000.0,273332000.0,441312000.0,3619327000.0,4422437000.0,2401427000.0,15617000.0,,-354856000.0,,999679000.0,-106614000.0,402230000.0,5.43,,-517848000.0,-346895000.0,-227226000.0,-864743000.0,2401427000.0,0.619,,2.4186,5.43,,0.22604708670807522,0.12431090989489371,-2.817139910273463,,,,2.436884257276191,,0.5430098834647051,0.6193622652454499,1257978000.0,-483775000.0,-386010000.0,170806000.0,-2.4300000000000006,-2.4300000000000006,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2021-03-31,8069237000.0,277446000.0,457907000.0,3558827000.0,4510410000.0,2346205000.0,29610000.0,,473073000.0,,98025000.0,36372000.0,37379000.0,0.43,,219648000.0,123429000.0,128944000.0,96219000.0,2346205000.0,,,2.8837,0.43,,0.021733057526921055,0.012147988713183167,0.2072090353920008,,,,0.2033914427583058,,0.5201755494511585,0.6059003247384295,1314692000.0,-56664000.0,-405129000.0,158183000.0,-0.24000000000000082,-0.24000000000000082,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2021-06-30,8072110000.0,333976000.0,809195000.0,3935179000.0,4136931000.0,2265970000.0,39365000.0,,345864000.0,,-256034000.0,75948000.0,-54737000.0,-1.16,,458875000.0,252387000.0,251551000.0,206488000.0,2265970000.0,,,2.2634,-1.16,,-0.0618898405605508,-0.031718348734098026,-0.7402736335669512,,,,0.5970207943006499,,0.547741792164288,0.412726227917869,1095356000.0,162137000.0,-322925000.0,138879000.0,1.1399999999999995,1.1399999999999995,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2021-09-30,8228153000.0,583824000.0,1767346000.0,5041637000.0,3186516000.0,2203731000.0,365000.0,,-534399000.0,,-1128956000.0,113892000.0,-414264000.0,-5.17,,673285000.0,349150000.0,381284000.0,324135000.0,2203731000.0,,,1.601,-5.17,,-0.35429164642512384,-0.13720649093423518,2.1125713184343535,,,,-0.6065411799049025,,0.6915800830750575,0.33033939024956066,-70318000.0,-287286000.0,-237901000.0,119598000.0,-0.47000000000000064,-0.47000000000000064,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
