report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-12-31,10913800000.0,4335800000.0,4191700000.0,7225600000.0,3638300000.0,2075000000.0,245000000.0,480400000.0,-2499100000.0,,-120800000.0,-51400000.0,-17700000.0,1.0,,,,2320000000.0,1.0064,20.2744,1.3415,1.0,,-0.033202319764725284,-0.011068555406916014,0.04833740146452723,,,,,,0.6376604458126048,1.0343774602190041,5392400000.0,356800000.0,,103000000.0,2.0,2.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2016-03-31,10712600000.0,3939500000.0,4022400000.0,7060300000.0,3597100000.0,2071800000.0,355000000.0,425400000.0,1300400000.0,,46500000.0,25800000.0,-2200000.0,0.0,,,,2426800000.0,,20.6573,1.4426,0.0,,0.012927080147896917,0.004340682934114967,0.0357582282374654,,,,,,0.6746545828584137,0.9793904136833731,5461500000.0,381400000.0,,103200000.0,2.0,2.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2016-06-30,11384300000.0,4485600000.0,4383700000.0,7728500000.0,3599900000.0,2344400000.0,285000000.0,411100000.0,2727500000.0,,196500000.0,53000000.0,-20400000.0,1.0,,,,2629400000.0,,21.4912,1.5273,1.0,,0.05458484957915498,0.017260613300773872,0.07204399633363887,,,,,,0.7304091780327231,1.0232452038232542,5586300000.0,416700000.0,,104600000.0,3.0,3.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2016-09-30,11200300000.0,4213700000.0,4398900000.0,7459100000.0,3686500000.0,2044600000.0,608000000.0,531800000.0,4209800000.0,,319300000.0,81500000.0,-55900000.0,1.0,,,,2652600000.0,,23.7208,1.6325,1.0,,0.08661331886613319,0.028508164959867147,0.07584683357879234,,,,,,0.7195442831954428,0.9578985655504785,5738600000.0,441500000.0,,108900000.0,3.0,3.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2016-12-31,11489600000.0,4416100000.0,4611700000.0,7833800000.0,3596600000.0,2144600000.0,578000000.0,545500000.0,-2642900000.0,,-147900000.0,-50500000.0,-9600000.0,0.0,,,,2722600000.0,0.9575,23.4491,1.638,0.0,,-0.041122170939220375,-0.01287251079236875,0.0559612546823565,,,,,,0.7569927153422678,0.9575861396014484,5594800000.0,414400000.0,,109800000.0,2.0,2.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2017-03-31,11780600000.0,4483200000.0,4784700000.0,8053300000.0,3662500000.0,2144700000.0,695000000.0,564000000.0,1412700000.0,,55700000.0,29900000.0,-15500000.0,0.0,,,,2839700000.0,,17.5267,1.6842,0.0,,0.015208191126279863,0.004728112320255335,0.039428045586465635,,,,,,0.775344709897611,0.9369866449307167,5707100000.0,423600000.0,,113900000.0,2.0,2.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2017-06-30,12569600000.0,5107200000.0,4858000000.0,8659600000.0,3844700000.0,2644800000.0,368000000.0,587800000.0,2976100000.0,,227600000.0,61500000.0,-48900000.0,1.0,,,,3012800000.0,,20.666,1.694,1.0,,0.0591983769865009,0.018107179226069248,0.076475924868116,,,,,,0.7836242099513616,1.0512968299711816,5955700000.0,454700000.0,,122400000.0,2.0,2.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2017-09-30,12810400000.0,5087400000.0,4705200000.0,8638200000.0,4110000000.0,2741700000.0,125000000.0,564900000.0,4560600000.0,,358000000.0,92900000.0,-90000000.0,1.0,,,,2866700000.0,,22.8884,1.7989,1.0,,0.08710462287104623,0.027946043839380503,0.07849844318729991,,,,,,0.6974939172749391,1.0812292782453456,6306500000.0,493400000.0,,133800000.0,2.0,2.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2017-12-31,12897400000.0,5170600000.0,4912300000.0,8732500000.0,4105200000.0,2691900000.0,290000000.0,681200000.0,-2789800000.0,,-178200000.0,-60200000.0,33300000.0,0.0,,,,2981900000.0,1.0801,23.354,1.7987,0.0,,-0.04340836012861737,-0.013816738257323182,0.06387554663416732,,,,,,0.7263714313553542,1.0525822934267044,6159600000.0,463100000.0,,124100000.0,2.0,2.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2018-03-31,16127500000.0,8533300000.0,7742400000.0,11543000000.0,4514600000.0,2792100000.0,360000000.0,697900000.0,1837700000.0,,273700000.0,31300000.0,-43700000.0,1.0,,,,3152100000.0,,23.2142,1.8967,1.0,,0.06062552607096974,0.016971012246163385,0.14893617021276595,,,,,,0.6982013910423958,1.1021517875594131,6584600000.0,681100000.0,,125500000.0,3.0,3.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2018-06-30,16230500000.0,8365000000.0,7568600000.0,11717400000.0,4443600000.0,3141000000.0,235000000.0,652200000.0,3498100000.0,,388600000.0,65200000.0,-63800000.0,2.0,,,,3376000000.0,,20.8673,1.8026,2.0,,0.08745161580700334,0.023942577246542005,0.11108887681884451,,,,,,0.7597443514267711,1.1052242158391248,7106600000.0,842100000.0,,129200000.0,4.0,4.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2018-09-30,16114700000.0,8084000000.0,7422600000.0,11502000000.0,4544500000.0,3141200000.0,230000000.0,605000000.0,5276600000.0,,516200000.0,101900000.0,-111900000.0,2.0,,,,3371200000.0,,23.49,2.0314,2.0,,0.11358785344922434,0.03203286440330878,0.09782814691278474,,,,,,0.7418197821542524,1.0891062430954113,7822600000.0,1000300000.0,,138200000.0,5.0,5.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2018-12-31,16334000000.0,8118700000.0,7693600000.0,11764300000.0,4498900000.0,3091400000.0,365000000.0,607200000.0,-3678400000.0,,-545000000.0,-60000000.0,22900000.0,-2.0,,,,3456400000.0,1.0552,21.3657,1.952,-2.0,,-0.12114072328791482,-0.03336598506183421,0.14816224445411047,,,,,,0.7682766898575207,1.055253717375481,6934000000.0,633500000.0,,138400000.0,3.0,3.0,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2019-03-31,18631400000.0,9669500000.0,8637900000.0,13673200000.0,4880300000.0,3690300000.0,360000000.0,871500000.0,1990600000.0,321800000.0,334100000.0,40200000.0,-29900000.0,1.77,-96200000.0,,,4050300000.0,,21.0989,2.0659,1.77,321800000.0,0.06845890621478187,0.01793209313309789,0.16783884256003215,0.16165980106500552,0.01727191730090063,0.03603341320851902,,0.16165980106500552,0.8299284880027867,1.1194271755866587,7086900000.0,693900000.0,,147300000.0,3.77,3.77,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2019-06-30,19200300000.0,9547400000.0,8932500000.0,14252500000.0,4879400000.0,3815600000.0,425000000.0,512300000.0,3648400000.0,,444200000.0,85100000.0,-45800000.0,2.35,419600000.0,,,4240600000.0,,24.1505,2.3492,2.35,,0.0910357830880846,0.023135055181429456,0.12175200087709681,,,,,,0.8690822642128131,1.0688385110551357,7237200000.0,749500000.0,,167200000.0,4.12,4.12,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2019-09-30,19173800000.0,9328600000.0,8910900000.0,14261800000.0,4843300000.0,3815800000.0,490000000.0,578900000.0,5473600000.0,,570300000.0,131700000.0,-68100000.0,3.01,769100000.0,,,4305800000.0,,24.2974,2.3429,3.01,,0.11775029422088246,0.029743712774723843,0.10419102601578485,,,,,,0.8890219478454773,1.0468751753470469,7434200000.0,803600000.0,,197000000.0,5.13,5.13,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2019-12-31,19634800000.0,9117500000.0,8921000000.0,14419300000.0,5155500000.0,3816100000.0,620000000.0,604800000.0,-3917600000.0,,-679800000.0,-77200000.0,54100000.0,-3.61,26700000.0,,,4436100000.0,1.0221,26.5589,2.4687,-3.61,,-0.13185917951702067,-0.03462220139751869,0.17352460690218502,,,,,,0.8604597032295607,1.0220266786234726,7195000000.0,668800000.0,,179800000.0,3.52,3.52,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2020-03-31,20836500000.0,10527200000.0,9837800000.0,15766400000.0,5029500000.0,4315100000.0,455000000.0,352800000.0,1866900000.0,,346300000.0,50500000.0,600000.0,1.79,108600000.0,,,4770100000.0,,22.696,2.1857,1.79,,0.06885376279948305,0.016619873779185564,0.18549467030906852,,,,,,0.9484242966497664,1.0700766431519242,7071300000.0,681000000.0,,190100000.0,3.54,3.54,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2020-06-30,21306200000.0,10760400000.0,9864000000.0,15771700000.0,5488600000.0,4315400000.0,225000000.0,349700000.0,3450900000.0,,500000000.0,100500000.0,10500000.0,2.58,802200000.0,,,4540400000.0,,25.7608,2.6676,2.58,,0.09109791203585614,0.023467347532643082,0.14488973890869047,,,,,,0.8272419196152024,1.090875912408759,6873800000.0,736800000.0,,205500000.0,3.77,3.77,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2020-09-30,21814900000.0,11200300000.0,10117200000.0,15996700000.0,5771700000.0,4265700000.0,125000000.0,629900000.0,5300000000.0,,676600000.0,148600000.0,32200000.0,3.48,1387600000.0,,,4390700000.0,,26.1971,2.8919,3.48,,0.11722716010880677,0.03101549858124493,0.12766037735849056,,,,,,0.7607290746227281,1.1070553117463329,6700200000.0,843100000.0,,222400000.0,4.24,4.24,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2020-12-31,22331400000.0,11124200000.0,10135000000.0,16098700000.0,6186200000.0,4266000000.0,75000000.0,664600000.0,-3614200000.0,,-704100000.0,-103200000.0,-30500000.0,-3.6499999999999995,-545900000.0,,,4341000000.0,1.0976,29.0574,3.3971,-3.6499999999999995,,-0.11381785263974653,-0.031529595099277254,0.19481489679597144,,,,,,0.7017231903268566,1.0976023680315738,7003600000.0,818800000.0,,196400000.0,4.2,4.2,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2021-03-31,24414500000.0,12667500000.0,11516000000.0,17635000000.0,6731100000.0,4366300000.0,,526299999.99999994,2165000000.0,408400000.0,382100000.0,48100000.0,14700000.0,1.92,286300000.0,,,4366300000.0,,28.5991,3.3473,1.92,408400000.0,0.05676635319635721,0.01565053554240308,0.17648960739030023,0.18863741339491916,0.016727764238464848,0.03680141294357237,,0.18863741339491916,0.6486755508015035,1.0999913164293158,7301700000.0,854600000.0,,194000000.0,4.33,4.33,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2021-06-30,27817200000.0,15939300000.0,12021300000.0,19463200000.0,8312700000.0,5712200000.0,200000000.0,3204100000.0,4098500000.0,,572300000.0,104300000.0,35200000.0,2.83,688300000.0,,,5912200000.0,,32.5008,3.7852,2.83,,0.06884646384447893,0.020573601944120903,0.13963645236061975,,,,,,0.7112249930828732,1.3259214893563924,7949300000.0,926900000.0,,197800000.0,4.58,4.58,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2021-09-30,26915800000.0,15138300000.0,11659800000.0,18445700000.0,8420200000.0,5072400000.0,200000000.0,2735100000.0,6236700000.0,,797400000.0,164600000.0,28000000.0,3.88,1141200000.0,,,5272400000.0,,32.7926,3.8804,3.88,,0.09470083845989406,0.029625721695063865,0.1278560777334167,,,,,,0.6261608987910026,1.2983327329799825,8886000000.0,1047700000.0,,213800000.0,4.98,4.98,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2021-12-31,33345000000.0,17670400000.0,16735000000.0,24784900000.0,8508400000.0,5810200000.0,245000000.0,402600000.0,-4290800000.0,,-845000000.0,-90900000.0,-57800000.0,-4.259999999999999,-411700000.0,,,6055200000.0,1.0559,38.7835,4.284,-4.259999999999999,,-0.09931361948192374,-0.025341130604288498,0.19693297287219166,,,,,,0.7116731700437215,1.0558948311921124,8209400000.0,906800000.0,,226100000.0,4.37,4.37,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2022-03-31,43161500000.0,27519300000.0,26144800000.0,34118400000.0,8989400000.0,5760900000.0,250000000.0,528600000.0,2435300000.0,,438700000.0,63900000.0,98600000.0,2.05,434600000.0,,,6010900000.0,,38.0713,4.3254,2.05,,0.04880192226399982,0.010164150921538872,0.18014207695150494,,,,,,0.6686653169288272,1.052572595697806,8479700000.0,963400000.0,,241900000.0,4.500000000000001,4.500000000000001,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2022-06-30,39990400000.0,24744400000.0,23504700000.0,31128600000.0,8808700000.0,5561500000.0,710000000.0,523600000.0,4478300000.0,,722900000.0,128500000.0,165800000.0,3.38,768300000.0,,,6271500000.0,,32.4316,3.9926,3.38,,0.08206659325439622,0.018076838441225894,0.16142286135363865,,,,,,0.7119665784962593,1.0527426429607696,8859500000.0,1114000000.0,,266100000.0,5.050000000000001,5.050000000000001,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2022-09-30,38667800000.0,23796600000.0,22456600000.0,30038700000.0,8573800000.0,5562200000.0,440000000.0,553700000.0,6522300000.0,,978700000.0,192900000.0,224500000.0,4.57,1925000000.0,,,6002200000.0,,33.1771,4.2496,4.57,,0.11415008514311041,0.02531046503809371,0.1500544286524692,,,,,,0.7000629825748209,1.0596706536163087,9145100000.0,1295300000.0,,294400000.0,5.740000000000001,5.740000000000001,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2022-12-31,38907800000.0,22834600000.0,21888000000.0,29717600000.0,9143600000.0,5562800000.0,310000000.0,342300000.0,-4885300000.0,,-1026100000.0,-128400000.0,-277900000.0,-4.81,-1002500000.0,,,5872800000.0,1.0443,35.6774,4.649,-4.81,,-0.11222056957872173,-0.026372603950878745,0.21003827809960493,,,,,,0.6422853143182117,1.0432474415204678,8550600000.0,1114200000.0,,256900000.0,5.19,5.19,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2023-03-31,45094400000.0,28778000000.0,27095700000.0,35236100000.0,9817800000.0,6022100000.0,675000000.0,,2706100000.0,,486500000.0,67900000.0,119200000.0,2.24,428500000.0,,,6697100000.0,,35.2656,4.6454,2.24,,0.049552852981319645,0.01078847927902356,0.17977901777465727,,,,,,0.6821385646478845,1.062087342272021,8821400000.0,1162000000.0,,260900000.0,5.380000000000001,5.380000000000001,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2023-06-30,54365200000.0,36845700000.0,35588800000.0,43925200000.0,10395700000.0,6022900000.0,920000000.0,,5148000000.0,,721000000.0,145700000.0,180800000.0,3.31,440900000.0,,,6942900000.0,,42.5413,5.132,3.31,,0.06935559894956568,0.013262160352578488,0.14005439005439005,,,,,,0.6678626739902075,1.035317290833071,9491100000.0,1160100000.0,,278100000.0,5.3100000000000005,5.3100000000000005,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2023-09-30,53203900000.0,35937700000.0,34473900000.0,42693900000.0,10463500000.0,6023600000.0,425000000.0,,7640000000.0,,1001700000.0,218500000.0,261700000.0,4.58,1338100000.0,,,6448600000.0,,42.6997,5.0224,4.58,,0.09573278539685574,0.018827567152032088,0.13111256544502617,,,,,,0.6162947388541119,1.0424611082587116,10608800000.0,1183100000.0,,303700000.0,5.32,5.32,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2024-06-30,63007700000.0,43313500000.0,41609600000.0,51408400000.0,11572500000.0,7790900000.0,280000000.0,,6032100000.0,,891800000.0,186500000.0,240200000.0,4.01,908800000.0,,,8070900000.0,,49.8072,5.1839,4.01,,0.07706200043205876,0.014153825643532457,0.14784237661842475,,,,,,0.6974206092028515,1.040949684688149,21526200000.0,3101000000.0,,618600000.0,14.139999999999999,14.139999999999999,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
2024-09-30,57242700000.0,37282700000.0,35199500000.0,45033100000.0,12184000000.0,7791900000.0,200000000.0,,8838900000.0,,1204400000.0,279400000.0,329400000.0,5.4,1843600000.0,,,7991900000.0,,52.6639,5.4772,5.4,,0.09885095206828627,0.021040237445124007,0.13626129948296734,,,,,,0.6559340118187788,1.0591826588445858,27659000000.0,3818900000.0,,830100000.0,17.299999999999997,17.299999999999997,0.66081065,351.225,195.0,2.16167,53857.31,36.0491,2.8497,3.863
