report_date,total_assets,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-06-30,9716600000.0,4746700000.0,4966200000.0,575000000.0,,1116200000.0,,,0.0,196100000.0,1.0,,-575100000.0,49900000.0,26600000.0,-625000000.0,0.0,,15.7789,1.0786,1.0,,,,,,,,,,0.0,,,,429600000.0,-11300000.0,1.6400000000000001,1.6400000000000001,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2014-09-30,10202500000.0,5082800000.0,5115800000.0,661800000.0,,-265100000.0,,,0.0,-119400000.0,-0.3599999999999999,,188100000.0,-800000.0,-12700000.0,187300000.0,0.0,4.9341,14.0213,0.932,-0.3599999999999999,,,,,,,,,,0.0,,,,-763200000.0,0.0,1.0000000000000002,1.0000000000000002,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2014-12-31,10338700000.0,5074900000.0,5260900000.0,541000000.0,,438600000.0,,,,78200000.0,0.0,,-129000000.0,11300000.0,12300000.0,-140300000.0,0.0,,16.7139,1.0673,0.0,,,,,,,,,,0.0,,,2028500000.0,-877700000.0,,0.6400000000000002,0.6400000000000002,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2015-03-31,10713100000.0,5292100000.0,5418100000.0,697700000.0,,885000000.0,,,,160400000.0,0.0,,-168800000.0,24000000.0,25400000.0,-192800000.0,0.0,,18.3239,1.1201,0.0,,,,,,,,,,0.0,,,2174700000.0,-770800000.0,,0.6400000000000002,0.6400000000000002,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2015-06-30,10863500000.0,5232500000.0,5629600000.0,805600000.0,,1441100000.0,,,,272800000.0,1.0,,188600000.0,43300000.0,39700000.0,145300000.0,0.0,,14.7948,0.9908,1.0,,,,,,,,,,0.0,,,2499600000.0,-500000.0,,0.6400000000000002,0.6400000000000002,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2015-09-30,11151000000.0,5255600000.0,5894300000.0,1383800000.0,,-741400000.0,,,0.0,-138700000.0,1.0,,809600000.0,-22500000.0,-23300000.0,787100000.0,0.0,4.921,14.3447,0.9949,1.0,,,,,,,,,,0.0,,,2023300000.0,599300000.0,,2.0,2.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2015-12-31,11179500000.0,5119000000.0,6059400000.0,1268700000.0,,468900000.0,,,,83600000.0,0.0,,-1500000.0,20100000.0,13600000.0,-21600000.0,0.0,,15.4555,1.0823,0.0,,,,,,,,,,0.0,,,2053600000.0,718000000.0,,2.0,2.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2016-03-31,11300200000.0,5051200000.0,6248400000.0,1224100000.0,,1000700000.0,,,,189000000.0,0.0,,26900000.0,40400000.0,27600000.0,-13500000.0,0.0,,13.7833,0.9911,0.0,,,,,,,,,,0.0,,,2169300000.0,897300000.0,,2.0,2.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2016-06-30,11333200000.0,4820400000.0,6512200000.0,906800000.0,,1626500000.0,,,,317800000.0,1.0,,88600000.0,65200000.0,41400000.0,23400000.0,0.0,,13.9228,1.011,1.0,,,,,,,,,,0.0,,,2354700000.0,775400000.0,,2.0,2.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2016-09-30,11558900000.0,4765900000.0,6792500000.0,1303200000.0,,-736900000.0,,,,-123200000.0,1.0,,504000000.0,-39600000.0,-21600000.0,464400000.0,0.0,5.0337,12.7071,0.9264,1.0,,,,,,,,,,0.0,,,2359200000.0,452700000.0,,2.0,2.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2016-12-31,11712100000.0,4730300000.0,6981300000.0,1150300000.0,,558200000.0,,,,111200000.0,0.0,,-33300000.0,22200000.0,14400000.0,-55500000.0,0.0,,10.9953,0.8134,0.0,,,,,,,,,,0.0,,,2448500000.0,418800000.0,,2.0,2.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2017-03-31,11921100000.0,4701000000.0,7219600000.0,993200000.0,,1172700000.0,,,,236000000.0,1.0,,-140800000.0,57500000.0,27300000.0,-198300000.0,0.0,,13.0589,0.9645,1.0,,,,,,,,,,0.0,,,2620500000.0,234000000.0,,3.0,3.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2017-06-30,11977100000.0,4540400000.0,7436200000.0,512400000.0,,1896100000.0,,,,391400000.0,1.0,,-190800000.0,103500000.0,40400000.0,-294300000.0,0.0,,12.824,0.9462,1.0,,,,,,,,,,0.0,,,2890100000.0,-83700000.0,,3.0,3.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2017-09-30,12184600000.0,4437000000.0,7747100000.0,1007800000.0,,-928300000.0,,,,-174900000.0,0.0,,800000000.0,-25900000.0,-27400000.0,774100000.0,0.0,5.4847,14.4104,1.0619,0.0,,,,,,,,,,0.0,,,2698700000.0,226000000.0,,2.0,2.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2017-12-31,12957300000.0,4901900000.0,7882000000.0,920300000.0,3332700000.0,,,189300000.0,,202400000.0,0.0,,-75000000.0,44400000.0,16200000.0,-119400000.0,0.0,,18.8075,1.3223,0.0,,0.02401674701852322,0.014609525132550764,0.056800792150508594,,,,-0.035826807093347735,,0.0,,,,162100000.0,,2.0,2.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2018-03-31,13218100000.0,4846200000.0,8198900000.0,1010800000.0,7127600000.0,,,540300000.0,,296400000.0,1.0,383800000.0,-98800000.0,79000000.0,33100000.0,-177800000.0,0.0,,13.9753,1.0601,1.0,,0.06589908402346656,0.0408757688321317,0.07580391716706886,,,,-0.024945283124754476,,0.0,,,,182600000.0,,2.0,2.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2018-06-30,13593400000.0,4823500000.0,8597300000.0,1178200000.0,11562900000.0,,,994100000.0,,458900000.0,2.0,383600000.0,306500000.0,110100000.0,46600000.0,196400000.0,0.0,,11.8427,0.9848,2.0,,0.11562932548590836,0.07313107831741875,0.08597324200676301,,,,0.01698535834435998,,0.0,,,,673300000.0,,3.0,3.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2018-09-30,14114600000.0,4955700000.0,8984400000.0,1473100000.0,-5955200000.0,,,-263400000.0,,-360000000.0,0.0,-384000000.0,412500000.0,-165400000.0,-33500000.0,247100000.0,0.0,4.2668,10.8784,0.9887,0.0,,-0.0293174836383064,-0.018661527779745796,0.044230252552391186,,,,-0.041493148844707145,,0.0,16068000000.0,1460300000.0,,146300000.0,,3.0,3.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2018-12-31,14535800000.0,5237600000.0,9124700000.0,737000000.0,3519000000.0,,,287200000.0,,89000000.0,0.0,380100000.0,-373100000.0,20200000.0,16900000.0,-393300000.0,0.0,,8.3023,0.7959,0.0,,0.03147500739750348,0.019758114448465168,0.08161409491332765,,,,-0.11176470588235295,,0.0,16254300000.0,1558200000.0,,-127600000.0,,3.0,3.0,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2019-03-31,15007000000.0,5473000000.0,9360300000.0,698800000.0,7647700000.0,,838500000.0,638400000.0,,197400000.0,1.68,378900000.0,-461700000.0,69800000.0,34100000.0,-531500000.0,0.0,,10.4667,0.9834,1.68,872600000.0,0.0682029422133906,0.04254014793096555,0.08347607777501732,0.1096408070400251,0.055873925501432664,0.0895804621646742,-0.06949801901225205,0.11409966395125332,0.0,16774400000.0,1656300000.0,,-481300000.0,,3.6799999999999997,3.6799999999999997,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2019-06-30,15224000000.0,5409300000.0,9642400000.0,864200000.0,12554000000.0,,,1113200000.0,,350500000.0,2.94,378200000.0,80700000.0,105300000.0,52400000.0,-24600000.0,0.0,,10.2111,0.9454,2.94,,0.11544843607400647,0.073121387283237,0.08867293292974351,,,,-0.001959534809622431,,0.0,17765500000.0,1775400000.0,,-702300000.0,,4.62,4.62,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2019-09-30,15606600000.0,5311500000.0,10020900000.0,1494300000.0,-6127800000.0,,,-420300000.0,,-130200000.0,-0.33000000000000007,-759800000.0,1646200000.0,-68100000.0,-31400000.0,1578100000.0,0.0,3.8004,11.998,1.1039,-0.33000000000000007,,-0.041942340508337575,-0.026930913844142864,0.06858905316753158,,,,-0.2575312510199419,,0.0,17592900000.0,1618500000.0,,628700000.0,,4.29,4.29,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2019-12-31,16322900000.0,5820000000.0,10227400000.0,1583300000.0,4020700000.0,,,431300000.0,,90800000.0,1.16,373400000.0,-113800000.0,21600000.0,19000000.0,-135400000.0,0.0,,10.961,1.0678,1.16,,0.042171030760506094,0.026423000814806193,0.10726987837938667,,,,-0.033675728107046034,,0.0,18094600000.0,1762600000.0,,886600000.0,,5.45,5.45,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2020-03-31,17130000000.0,6395200000.0,10458000000.0,1522800000.0,8520700000.000001,,1144500000.0,914000000.0,,228100000.0,2.46,371800000.0,-395100000.0,47600000.0,38800000.0,-442700000.0,0.0,,6.5257,0.6694,2.46,1183300000.0,0.08739720787913559,0.053356684179801515,0.10726818219160396,0.13431995023883012,0.06681260945709282,0.10943775100401607,-0.05195582522562699,0.13887356672573847,0.0,18967600000.0,2038200000.0,,975400000.0,,6.23,6.23,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2020-06-30,17973900000.0,6646800000.0,11048000000.0,2353500000.0,13910800000.0,,,1544700000.0,,377600000.0,4.17,370400000.0,588900000.0,66800000.0,57400000.0,522100000.0,0.0,,9.8359,1.0641,4.17,,0.13981716147719045,0.08594128152487773,0.1110432182189378,,,,0.03753198953331224,,0.0,20324400000.0,2469700000.0,,1522100000.0,,7.46,7.46,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2020-09-30,18912300000.0,6790800000.0,11840000000.0,3018500000.0,-6141100000.0,,,-516300000.0,,-94000000.0,-1.38,-745400000.0,1341600000.0,-39500000.0,-34800000.0,1302100000.0,0.0,3.9079,11.5976,1.3554,-1.38,,-0.04360641891891892,-0.027299693850034105,0.08407288596505512,,,,-0.2120304180032893,,0.0,20311100000.0,2373700000.0,,1246100000.0,,6.41,6.41,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2020-12-31,19780400000.0,7010100000.0,12485200000.0,2454900000.0,5933400000.0,,,791800000.0,,239100000.0,2.14,370000000.0,-252100000.0,16300000.0,20400000.0,-268400000.0,0.0,,9.1663,1.1277,2.14,,0.06341908820042931,0.040029524175446404,0.13344793878720465,,,,-0.04523544679273266,,0.0,22223800000.0,2734200000.0,,1113100000.0,,7.390000000000001,7.390000000000001,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2021-03-31,21083800000.0,7807800000.0,12963100000.0,2205200000.0,12380300000.0,,2214200000.0,1721300000.0,,485100000.0,4.67,368600000.0,-154900000.0,30500000.0,39300000.0,-185400000.0,0.0,,10.1896,1.341,4.67,2253500000.0,0.13278459627712508,0.08164088067615895,0.13903540301931294,0.1788486547175755,0.10501901934186438,0.17080790860210907,-0.014975404473235705,0.1820230527531643,0.0,26083400000.0,3541500000.0,,1370400000.0,,9.600000000000001,9.600000000000001,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2021-06-30,21793500000.0,7668500000.0,13802900000.0,1942700000.0,19664900000.0,,,2836800000.0,,784100000.0,7.73,367100000.0,-34500000.0,46000000.0,56700000.0,-80500000.0,0.0,,8.8867,1.2498,7.73,,0.20552202797962746,0.13016725170348958,0.14425702647864977,,,,-0.004093588068080692,,0.0,31837500000.0,4833600000.0,,767800000.0,,13.16,13.16,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2021-09-30,24015900000.0,8799700000.0,14886500000.0,3210400000.0,-10204400000.0,,,-1174100000.0,,-343200000.0,-3.130000000000001,-739900000.0,975900000.0,700000.0,-42500000.0,975200000.0,0.0,3.8401,7.2028,1.0829,-3.130000000000001,,-0.07887011722030027,-0.04888844473869395,0.11505821018384227,,,,-0.09556661832150837,,0.0,27774200000.0,4175800000.0,,440900000.0,,11.41,11.41,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2021-12-31,24999400000.0,8986000000.0,15677700000.0,2442100000.0,7053400000.0,,,1141600000.0,,351500000.0,3.17,360100000.0,-174100000.0,30900000.0,19400000.0,-205000000.0,0.0,,8.5438,1.3382,3.17,,0.0728168034852051,0.045665095962303094,0.16185102220205858,,,,-0.029063997504749483,,0.0,28894200000.0,4525600000.0,,504300000.0,,12.440000000000001,12.440000000000001,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2022-03-31,26685300000.0,9567500000.0,16774900000.0,1663900000.0,15052400000.0,,,2577900000.0,,792500000.0,7.2,358200000.0,-834600000.0,72500000.0,39300000.0,-907100000.0,0.0,,5.2466,0.8672,7.2,,0.1536760278749799,0.09660374813099347,0.17126172570487097,,,,-0.06026281523212245,,0.0,31566300000.0,5382200000.0,,-217400000.0,,14.97,14.97,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2022-06-30,28869900000.0,10434400000.0,18062500000.0,1655700000.0,23840600000.0,,,4225700000.0,,1300000000.0,11.85,356500000.0,-562800000.0,108000000.0,60200000.0,-670800000.0,0.0,,4.1319,0.7197,11.85,,0.23394878892733564,0.1463704411861489,0.17724805583752087,,,,-0.0281368757497714,,0.0,35742000000.0,6771100000.0,,-807700000.0,,19.09,19.09,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2022-09-30,30351100000.0,10565500000.0,19396300000.0,2540500000.0,-12466400000.0,,,-2087700000.0,,-709900000.0,-5.709999999999997,-720000000.0,2133300000.0,-63200000.0,-37500000.0,2070100000.0,0.0,3.7276,3.9548,0.6919,-5.709999999999997,,-0.1076339301825606,-0.06878498637611158,0.16746614900853493,,,,-0.1660543541038311,,0.0,33480000000.0,5857500000.0,,287200000.0,,16.51,16.51,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2022-12-31,30264500000.0,9712100000.0,20153300000.0,2591100000.0,7257800000.0,,,958700000.0,,298900000.0,2.76,346900000.0,829100000.0,47500000.0,19800000.0,781600000.0,0.0,,5.4124,0.9118,2.76,,0.047570373090263136,0.031677377785854714,0.13209236958858056,,,,0.10769103585108435,,0.0,33684400000.0,5674600000.0,,1273800000.0,,16.1,16.1,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2023-06-30,32323100000.0,10240800000.0,21656400000.0,3379100000.0,24956400000.0,,,3236000000.0,,1000000000.0,9.39,344700000.0,2261100000.0,108300000.0,70200000.0,2152800000.0,0.0,,8.4552,1.1897,9.39,,0.14942465044975156,0.10011415984234186,0.12966613774422592,,,,0.08626244169832187,,0.0,43588400000.0,6332700000.0,,4333700000.0,,18.290000000000006,18.290000000000006,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2023-09-30,32582400000.0,9444500000.0,22696200000.0,3873600000.0,35460400000.0,,,4745700000.0,,1519500000.0,13.82,343300000.0,4304100000.0,148600000.0,91600000.0,4155500000.0,0.0,4.4999,7.4919,1.0026,13.82,,0.20909667697676262,0.14565225397760753,0.1338309776539464,,,,0.11718705936763263,,0.0,55208200000.0,6852700000.0,,9160000000.0,,20.260000000000005,20.260000000000005,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2023-12-31,33381600000.0,9778100000.0,23153400000.0,3323400000.0,7726000000.0,,,947400000.0,,291800000.0,2.82,335700000.0,-153400000.0,47600000.0,20000000.0,-201000000.0,0.0,,10.6956,1.4094,2.82,,0.040918396434217005,0.028380904450355883,0.12262490292518768,,,,-0.02601604970230391,,0.0,75400600000.0,9887800000.0,,6888900000.0,,28.79,28.79,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2024-03-31,34398200000.0,10101800000.0,23815500000.0,3063100000.0,16833100000.0,,,2119500000.0,,636600000.0,6.34,334500000.0,-470100000.0,71300000.0,41100000.0,-541400000.0,0.0,,10.7673,1.4422,6.34,,0.08899666183787869,0.06161659621724393,0.12591263641278197,,,,-0.03216282205891963,,0.0,84975900000.0,11048600000.0,,5565900000.0,,32.370000000000005,32.370000000000005,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2024-06-30,35151400000.0,10000700000.0,24656500000.0,2992300000.0,26798800000.0,,,3473000000.0,,1100000000.0,10.43,333000000.0,228200000.0,133300000.0,63500000.0,94900000.0,0.0,,9.0023,1.2025,10.43,,0.14085535254395393,0.09880118572802221,0.12959535501589622,,,,0.0035412033374628716,,0.0,86818300000.0,11285600000.0,,3508000000.0,,33.410000000000004,33.410000000000004,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2024-09-30,36104300000.0,10279900000.0,25312800000.0,4516400000.0,-14556500000.0,,,-1783500000.0,,-549700000.0,-5.25,-671600000.0,2585100000.0,-86900000.0,-37500000.0,2498200000.0,0.0,4.7043,12.9958,1.6797,-5.25,,-0.07045842419645397,-0.04939854809537922,0.12252258441246179,,,,-0.1716209253598049,,0.0,36801400000.0,4756400000.0,,1850700000.0,,14.340000000000002,14.340000000000002,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2024-12-31,35029700000.0,9566800000.0,24943900000.0,3050100000.0,7613000000.0,,,844900000.0,,258000000.0,2.61,323300000.0,646700000.0,13300000.0,24100000.0,633400000.0,0.0,,9.6387,1.2227,2.61,,0.03387200878771964,0.024119532853549987,0.11098121634047024,,,,0.08319978983318009,,0.0,36688400000.0,4653900000.0,,2685100000.0,,14.129999999999999,14.129999999999999,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2025-03-31,35690000000.0,10831300000.0,24327100000.0,2471400000.0,15347000000.0,,,1655300000.0,,506000000.0,5.19,318700000.0,210500000.0,47600000.0,48700000.0,162900000.0,0.0,,9.141,1.111,5.19,,0.06804345770765936,0.046379938358083496,0.10785821333159575,,,,0.010614452335961425,,0.0,35202300000.0,4189700000.0,,3389400000.0,,12.98,12.98,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2025-06-30,36395900000.0,11802900000.0,24052900000.0,2614000000.0,24572600000.0,,,2679900000.0,,831000000.0,8.53,314100000.0,949100000.0,93600000.0,73900000.0,855500000.0,0.0,,9.7242,1.1147,8.53,,0.11141691854204691,0.07363192007891,0.10906049827857044,,,,0.0348152006706657,,0.0,32976100000.0,3396600000.0,,4150000000.0,,11.08,11.08,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2025-09-30,35471200000.0,10729000000.0,24190400000.0,2985400000.0,-13282200000.0,,,-1594900000.0,,-476000000.0,-4.759999999999998,-646200000.0,1614600000.0,-17100000.0,-45400000.0,1597500000.0,0.0,4.6615,13.9196,1.4571,-4.759999999999998,,-0.06593111316886037,-0.04496323778163693,0.12007799912665071,,,,-0.12027374983060035,,0.0,34250400000.0,3585200000.0,,3249300000.0,,11.57,11.57,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
2025-12-31,34639600000.0,10084200000.0,23995500000.0,2506300000.0,6886900000.0,,,594800000.0,,196700000.0,2.03,293300000.0,854000000.0,27400000.0,27700000.0,826600000.0,0.0,,12.613,1.2548,2.03,,0.024787981079785793,0.017171098973429253,0.08636687043517402,,,,0.12002497495244595,,0.0,33524300000.0,3335100000.0,,3442500000.0,,10.990000000000002,10.990000000000002,1.4465966,184.545,110.44,3.08006,40468.613,12.1342,2.063,1.2071
