report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,20155896000.0,15820430000.0,4306217000.0,905670000.0,-2564556000.0,,-213985000.0,-57507000.0,-76683000.0,-1.4899999999999998,-164064000.0,-17194000.0,-31029000.0,-181258000.0,0.0,12.6659,10.0537,0.8815,-1.4899999999999998,,-0.04969210794532649,-0.010616496532825929,0.08343939457746292,,,,0.07067812128103267,,0.0,5823554000.0,510592000.0,600514000.0,126302000.0,3.56,3.56,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2013-03-31,20120634000.0,15710004000.0,4378541000.0,945492000.0,1506769000.0,,116615000.0,31111000.0,43625000.0,0.0,115112000.0,13042000.0,20910000.0,102070000.0,0.0,,12.2094,1.0091,0.0,,0.026633300910052,0.005795791524263102,0.07739407964989989,,,,0.06774097423029012,,0.0,5951618000.0,491889000.0,643877000.0,128592000.0,2.62,2.62,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2013-06-30,20211542000.0,15945887000.0,4238604000.0,658839000.0,3077731000.0,,232572000.0,62318000.0,87204000.0,1.0,313932000.0,43446000.0,50617000.0,270486000.0,0.0,,11.299,0.9233,1.0,,0.05486995246548156,0.011506890468822221,0.07556605824225704,,,,0.08788487362930679,,0.0,6234897000.0,480305000.0,622328000.0,129672000.0,1.9200000000000002,1.9200000000000002,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2013-09-30,20523719000.0,16128421000.0,4367074000.0,966326000.0,4711855000.0,,369546000.0,92667000.0,147249000.0,2.0,626695000.0,49425000.0,80049000.0,577270000.0,0.0,,10.8255,0.9164,2.0,,0.0846209613118532,0.01800580099542388,0.07842898391397868,,,,0.12251438127871082,,0.0,6731799000.0,504748000.0,768568000.0,128589000.0,1.51,1.51,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2013-12-31,20551796000.0,16182402000.0,4336035000.0,839738000.0,-2887821000.0,,-218808000.0,-62919000.0,-84491000.0,0.0,-235941000.0,-42763000.0,-48486000.0,-278704000.0,0.0,,11.4769,0.8945,0.0,,-0.05046269229837859,-0.010646660758991575,0.07576923915990638,,,,0.09651013688175271,,0.0,6408534000.0,499925000.0,671122000.0,123177000.0,3.0,3.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2014-03-31,20704267000.0,16293409000.0,4375944000.0,643575000.0,1706906000.0,,169673000.0,30330000.0,77901000.0,1.0,143164000.0,9862000.0,25236000.0,133302000.0,0.0,,9.6022,0.8027,1.0,,0.038774033671363256,0.008195073991269529,0.09940383360302207,,,,0.07809568892487342,,0.0,6608671000.0,552983000.0,702354000.0,122396000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2014-06-30,21167194000.0,16512636000.0,4619713000.0,842671000.0,3503895000.0,,349634000.0,60641000.0,161178000.0,2.0,254623000.0,22555000.0,50832000.0,232068000.0,0.0,,9.5784,0.8639,2.0,,0.07568305650156189,0.01651773021969752,0.09978438280827479,,,,0.06623143672969653,,0.0,7034835000.0,670045000.0,663936000.0,120719000.0,5.0,5.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2014-09-30,22097597000.0,17354123000.0,4708903000.0,1342285000.0,5344500000.0,,538173000.0,93570000.0,250840000.0,4.0,574786000.0,30797000.0,63415000.0,543989000.0,0.0,,9.0736,0.8608,4.0,,0.11428840220323078,0.02435436758123519,0.10069660398540556,,,,0.10178482552156423,,0.0,7667480000.0,838672000.0,630655000.0,121622000.0,7.0,7.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2014-12-31,21716691000.0,17092557000.0,4589945000.0,674441000.0,-3426373000.0,,-408596000.0,-56367000.0,-187326000.0,-3.0,-237726000.0,-21256000.0,-50647000.0,-258982000.0,0.0,,10.0128,0.9114,-3.0,,-0.08901980306953569,-0.018814836938095218,0.11925029761791842,,,,0.07558488232308624,,0.0,7128928000.0,648884000.0,650377000.0,128174000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2015-03-31,21847052000.0,17234015000.0,4578622000.0,614695000.0,1744679000.0,,118307000.0,34538000.0,50273000.0,0.0,61012000.0,7680000.0,19203000.0,53332000.0,0.0,,10.6351,0.8867,0.0,,0.025838996973325163,0.0054152386326539615,0.06781018170104644,,,,0.030568373895713766,,0.0,7166701000.0,597518000.0,570407000.0,132382000.0,3.0,3.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2015-06-30,21689809000.0,17153477000.0,4502187000.0,756368000.0,3534444000.0,,241342000.0,67569000.0,105411000.0,1.0,332883000.0,23504000.0,42267000.0,309379000.0,0.0,,11.9923,0.9055,1.0,,0.05360550328096101,0.011126976729025137,0.06828287560928961,,,,0.08753257938165097,,0.0,7197250000.0,489226000.0,647718000.0,139310000.0,2.0,2.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2015-09-30,21738566000.0,17121929000.0,4583266000.0,879934000.0,5395401000.0,,393949000.0,99210000.0,181595000.0,3.0,620335000.0,40262000.0,65384000.0,580073000.0,0.0,,13.2804,0.9318,3.0,,0.08595377182995706,0.01812212452284111,0.07301570355938326,,,,0.10751249073053143,,0.0,7248151000.0,345002000.0,683802000.0,144950000.0,1.0,1.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2015-12-31,21730967000.0,17097759000.0,4600246000.0,763631000.0,-3468067000.0,,-249904000.0,-70371000.0,-109356000.0,-1.0,-132926000.0,-7884000.0,-41715000.0,-140810000.0,0.0,,13.4008,0.9323,-1.0,,-0.05432405136594869,-0.011499902420357087,0.0720585847966605,,,,0.040601868418343706,,0.0,7206457000.0,503694000.0,801974000.0,130946000.0,3.0,3.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2016-03-31,22230934000.0,17442878000.0,4751213000.0,837515000.0,1807211000.0,,119511000.0,32224000.0,54428000.0,0.0,140768000.0,12461000.0,30245000.0,128307000.0,0.0,,13.6465,0.9412,0.0,,0.025153787043435013,0.005375887490826971,0.06613007556948249,,,,0.07099724381934373,,0.0,7268989000.0,504898000.0,876949000.0,128632000.0,3.0,3.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2016-06-30,23025863000.0,18086810000.0,4902501000.0,948710000.0,3663125000.0,,228477000.0,66976000.0,103837000.0,1.0,332318000.0,21224000.0,46873000.0,311094000.0,0.0,,14.9672,0.9946,1.0,,0.046604172033825185,0.009922624832780426,0.062372154922368195,,,,0.08492584883125746,,0.0,7397670000.0,492033000.0,878664000.0,128039000.0,3.0,3.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2016-09-30,23345656000.0,18383832000.0,4925765000.0,873064000.0,5682540000.0,,449127000.0,104019000.0,214789000.0,3.0,726510000.0,37895000.0,69153000.0,688615000.0,0.0,,12.6869,0.9413,3.0,,0.09117913664171962,0.019238140063401944,0.07903631122702172,,,,0.12118084518542764,,0.0,7684809000.0,547211000.0,987206000.0,132848000.0,3.0,3.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2016-12-31,23364844000.0,18283710000.0,5047208000.0,795285000.0,-3498692000.0,,-195199000.0,-62323000.0,-80101000.0,0.0,-351220000.0,-20751000.0,-60220000.0,-371971000.0,0.0,,13.4475,1.055,0.0,,-0.038674649429942254,-0.008354389184023656,0.055791993122001025,,,,0.10631716081324107,,0.0,7654184000.0,601916000.0,756045000.0,140896000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2017-03-31,23547414000.0,18328873000.0,5179606000.0,608393000.0,1870418000.0,,123447000.0,36799000.0,59623000.0,0.0,75472000.0,12457000.0,18133000.0,63015000.0,0.0,,14.6081,1.1468,0.0,,0.02383327998307207,0.005242486499791442,0.06599968563176788,,,,0.033690330182878904,,0.0,7717391000.0,605852000.0,690753000.0,145471000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2017-06-30,23993491000.0,18667542000.0,5286518000.0,788354000.0,3718467000.0,,232451000.0,73597000.0,111011000.0,1.0,224858000.0,89715000.0,44679000.0,135143000.0,0.0,,13.8397,1.0876,1.0,,0.04397053031882233,0.009688085822942564,0.06251258919334231,,,,0.036343740579115,,0.0,7772733000.0,609826000.0,514802000.0,152092000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2017-09-30,24336076000.0,18865427000.0,5430536000.0,773997000.0,5749808000.0,,394505000.0,110419000.0,174305000.0,3.0,521858000.0,74268000.0,78137000.0,447590000.0,0.0,,14.9244,1.0578,3.0,,0.07264568359366368,0.016210707100027137,0.06861185625676544,,,,0.07784433845443187,,0.0,7840001000.0,555204000.0,273777000.0,158492000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2017-12-31,24299917000.0,18848754000.0,5411344000.0,950471000.0,-3653929000.0,,-201309000.0,-73518000.0,-125506000.0,0.0,-111305000.0,-60721000.0,-27993000.0,-172026000.0,0.0,16.7105,15.5356,1.1101,0.0,,-0.03720129417017288,-0.008284349283991382,0.055093845556386016,,,,0.047079732529011924,,0.0,7684764000.0,549094000.0,473722000.0,147297000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2018-03-31,24587832000.0,19095652000.0,5451776000.0,956603000.0,1891247000.0,,166396000.0,37056000.0,43417000.0,1.0,-20035000.0,14102000.0,29027000.0,-34137000.0,0.0,,14.6846,1.1283,1.0,,0.03052143008076634,0.0067674124339226005,0.0879821620338327,,,,-0.0180499955849236,,0.0,7705593000.0,592043000.0,376570000.0,147554000.0,5.0,5.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2018-06-30,24621144000.0,19155516000.0,5426118000.0,911202000.0,3802163000.0,,346472000.0,76760000.0,91881000.0,2.0,119362000.0,29704000.0,56372000.0,89658000.0,0.0,,13.1905,1.1259,2.0,,0.06385264750969294,0.014072132472804675,0.09112497281152859,,,,0.02358078809351414,,0.0,7789289000.0,706064000.0,331085000.0,150717000.0,6.0,6.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2018-09-30,24855649000.0,19376616000.0,5437848000.0,819366000.0,5740066000.0,,508392000.0,116608000.0,136661000.0,3.0,342524000.0,35582000.0,76541000.0,306942000.0,0.0,,14.4191,1.2455,3.0,,0.09349139586100973,0.020453780949352802,0.08856901645381778,,,,0.05347360117462064,,0.0,7779547000.0,819951000.0,190437000.0,156906000.0,6.0,6.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2018-12-31,24895977000.0,19416179000.0,5437851000.0,817602000.0,-3741825000.0,,-380511000.0,-73239000.0,-108931000.0,-1.0,178348000.0,-29528000.0,-30832000.0,148820000.0,0.0,,14.087,1.1726,-1.0,,-0.06997451750700782,-0.015284035649615196,0.10169128700567237,,,,-0.039772036372625656,,0.0,7691651000.0,640749000.0,511283000.0,157185000.0,5.0,5.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2019-03-31,25585260000.0,19782464000.0,5759952000.0,937428000.0,1937022000.0,229439000.0,180722000.0,40721000.0,47825000.0,0.94,78330000.0,3299000.0,27424000.0,75031000.0,0.0,,15.7985,1.3366,0.94,256863000.0,0.031375608685627936,0.007063520167471427,0.09329888870647829,0.11844935163359012,0.008967624327444787,0.03983349166798612,0.038735233776384576,0.1326071670843181,0.0,7737426000.0,655075000.0,620451000.0,160850000.0,4.9399999999999995,4.9399999999999995,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2019-06-30,26487903000.0,20467825000.0,5976760000.0,1258174000.0,3960406000.0,,397431000.0,81439000.0,104134000.0,2.0,402646000.0,10804000.0,51289000.0,391842000.0,0.0,,17.5836,1.5483,2.0,,0.06649606141119938,0.015004245522946833,0.10035107511704608,,,,0.09893985616626175,,0.0,7895669000.0,706034000.0,922635000.0,165529000.0,4.9399999999999995,4.9399999999999995,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2019-09-30,26218511000.0,20119068000.0,6056296000.0,812550000.0,5926122000.0,,562638000.0,119913000.0,141965000.0,2.0,795044000.0,1802000.0,42007000.0,793242000.0,0.0,,19.0372,1.6783,2.0,,0.09290133771532963,0.02145957106412336,0.09494202110587666,,,,0.1338551585674409,,0.0,8081725000.0,760280000.0,1408935000.0,168834000.0,3.94,3.94,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2019-12-31,26643428000.0,20525086000.0,6074939000.0,1023710000.0,-3921354000.0,,-458847000.0,-88664000.0,-124989000.0,-1.9399999999999995,-132227000.0,44552000.0,-7333000.0,-176779000.0,0.0,,18.6113,1.6061,-1.9399999999999995,,-0.07553112878993518,-0.017221770411825384,0.1170123890880548,,,,0.04508111228927559,,0.0,7902196000.0,681944000.0,1083336000.0,153409000.0,3.0,3.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2020-03-31,26089929000.0,20552385000.0,5493475000.0,965012000.0,1810610000.0,,-4418000.0,36734000.0,-2942000.0,0.0,152570000.0,,25063000.0,,0.0,,18.8848,1.2066,0.0,,-0.0008042268327424809,-0.00016933737151986883,-0.0024400616366859786,,,,,,0.0,7775784000.0,496804000.0,,149422000.0,2.0600000000000005,2.0600000000000005,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2020-06-30,27323292000.0,21477901000.0,5801116000.0,2430826000.0,3746635000.0,,66842000.0,75105000.0,30852000.0,0.0,579851000.0,,64065000.0,,0.0,,29.1417,1.3318,0.0,,0.011522265715769173,0.0024463377253370494,0.017840542246575927,,,,,,0.0,7562013000.0,166215000.0,,143088000.0,0.0600000000000005,0.0600000000000005,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2020-09-30,28212370000.0,22172698000.0,5995112000.0,2571447000.0,5786454000.0,,218520000.0,114874000.0,84900000.0,1.0,1136945000.0,,96195000.0,,0.0,,32.2204,1.4022,1.0,,0.036449694350997944,0.007745538570492305,0.03776406068379702,,,,,,0.0,7422345000.0,-177903000.0,,138049000.0,-0.9399999999999995,-0.9399999999999995,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2020-12-31,28606913000.0,22281116000.0,6310802000.0,2372366000.0,-3244774000.0,,249726000.0,-76176000.0,59007000.0,1.81,-252680000.0,,-50258000.0,,0.0,,22.3065,1.4616,1.81,,0.03957119871610613,0.008729568269040424,-0.07696252497092247,,,,,,0.0,8098925000.0,530670000.0,,150537000.0,2.81,2.81,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2021-03-31,29791274000.0,23360990000.0,6414600000.0,2014911000.0,2156869000.0,,229525000.0,36651000.0,64352000.0,1.23,310990000.0,,33543000.0,,0.0,,17.4784,1.5825,1.23,,0.03578165435101176,0.00770443721205075,0.10641582775773586,,,,,,0.0,8445184000.0,764613000.0,,150454000.0,4.04,4.04,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2021-06-30,30297917000.0,23709963000.0,6578276000.0,1790199000.0,4452955000.0,,466763000.0,74747000.0,126614000.0,2.5,695809000.0,,70597000.0,,0.0,,14.1871,1.4994,2.5,,0.07095521683796788,0.015405778555667705,0.10482095597193325,,,,,,0.0,9151504000.0,1164534000.0,,150096000.0,6.54,6.54,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2021-09-30,31544288000.0,24880577000.0,6648441000.0,2069029000.0,6877238000.0,,728060000.0,109846000.0,191577000.0,3.89,1524394000.0,,101330000.0,,0.0,,12.4894,1.4137,3.89,,0.10950837948325029,0.02308056533087702,0.10586517436214946,,,,,,0.0,10242288000.0,1674074000.0,,145068000.0,9.43,9.43,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2021-12-31,32086414000.0,25418684000.0,6653011000.0,1568843000.0,-4031596000.0,,-401858000.0,-74064000.0,-130653000.0,-2.1399999999999997,-347206000.0,,-75788000.0,,0.0,,14.2333,1.5392,-2.1399999999999997,,-0.06040242530787939,-0.012524241568409608,0.0996771501906441,,,,,,0.0,9455466000.0,1022490000.0,,147180000.0,5.48,5.48,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2022-03-31,32250954000.0,25363155000.0,6864503000.0,2114841000.0,2915409000.0,,590638000.0,34970000.0,139403000.0,2.12,477682000.0,,24631000.0,,0.0,,12.7629,1.7289,2.12,,0.08604235441371356,0.01831381484095013,0.20259181473337018,,,,,,0.0,10214006000.0,1383603000.0,,145499000.0,6.370000000000001,6.370000000000001,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2022-06-30,32692447000.0,26155574000.0,6514485000.0,1316603000.0,5428297000.0,,769960000.0,66693000.0,182499000.0,2.76,1005653000.0,,37238000.0,,0.0,,13.659,1.736,2.76,,0.11819199829303467,0.023551617289461386,0.14184190732378865,,,,,,0.0,11189348000.0,1686800000.0,,137445000.0,6.630000000000001,6.630000000000001,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2022-09-30,33076819000.0,26706843000.0,6346066000.0,1130750000.0,8152697000.0,,998839000.0,98473000.0,238290000.0,3.0,1773303000.0,,46037000.0,,0.0,,13.2729,1.5996,3.0,,0.15739499084944908,0.030197553156487023,0.12251638936170448,,,,,,0.0,12464807000.0,1957579000.0,,126072000.0,5.74,5.74,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2022-12-31,33861099000.0,27092938000.0,6748332000.0,1449346000.0,-5329904000.0,,-978375000.0,-69762000.0,-225465000.0,-3.88,-688034000.0,,-52034000.0,,0.0,,13.9498,1.7253,-3.88,,-0.14498027068022143,-0.028893775715903375,0.1835633437300184,,,,,,0.0,11166499000.0,1381062000.0,,130374000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2023-03-31,34296064000.0,27330441000.0,6944015000.0,1242357000.0,2895004000.0,,294126000.0,31836000.0,80342000.0,1.0,445323000.0,,9737000.0,,0.0,,15.0713,1.4722,1.0,,0.042356763342245085,0.008576086165456187,0.101597787084232,,,,,,0.0,11146094000.0,1084550000.0,,127240000.0,2.88,2.88,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2023-06-30,35308694000.0,28400342000.0,6887185000.0,1823558000.0,5890918000.0,,650434000.0,63692000.0,181803000.0,2.0,1154069000.0,,6900000.0,,0.0,,12.158,1.3263,2.0,,0.0944411976736504,0.01842135537496799,0.11041301202970404,,,,,,0.0,11608715000.0,965024000.0,,124239000.0,2.12,2.12,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2023-09-30,36111348000.0,29181439000.0,6915579000.0,1646074000.0,8921556000.0,,984020000.0,95580000.0,268322000.0,3.0,2231162000.0,,3294000.0,,0.0,,11.8838,1.3704,3.0,,0.14229032738979627,0.027249605857970188,0.1102969033652874,,,,,,0.0,12377574000.0,950205000.0,,121346000.0,2.12,2.12,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2023-12-31,37202015000.0,29732778000.0,7455431000.0,1363195000.0,-5564540000.0,,-547221000.0,-63649000.0,-159910000.0,-1.0,-901316000.0,,,,0.0,,13.202,1.5159,-1.0,,-0.07339897586068465,-0.014709445173870286,0.09834074334985461,,,,,,0.0,12142938000.0,1381359000.0,,127459000.0,5.0,5.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2024-03-31,37851072000.0,30052560000.0,7784832000.0,1169053000.0,3256773000.0,,442471000.0,31728000.0,132036000.0,1.0,746235000.0,,,,0.0,,14.6731,1.8088,1.0,,0.05683757851164932,0.011689787808387567,0.13586178711258046,,,,,,0.0,12504707000.0,1529704000.0,,127351000.0,5.0,5.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2024-06-30,38909919000.0,31122868000.0,7773782000.0,1580270000.0,6570805000.0,,814380000.0,63436000.0,247824000.0,2.0,1627565000.0,,,,0.0,,13.0734,1.5765,2.0,,0.10475981960903971,0.020929881658196203,0.12393915205214581,,,,,,0.0,13184594000.0,1693650000.0,,127095000.0,5.0,5.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2024-09-30,40359298000.0,31919896000.0,8426264000.0,1573238000.0,9971184000.0,,1180014000.0,95156000.0,356958000.0,2.0,2868335000.0,,,,0.0,,13.7096,1.6372,2.0,,0.14003999874677556,0.02923772360956328,0.11834241550451782,,,,,,0.0,14234222000.0,1889644000.0,,126671000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2024-12-31,40567268000.0,32159829000.0,8395111000.0,1974747000.0,-6160010000.0,,-680750000.0,-63413000.0,-226902000.0,-1.0,-1563767000.0,,,,0.0,,12.6986,1.6303,-1.0,,-0.08108886231522132,-0.016780770151936287,0.11051118423509053,,,,,,0.0,13638752000.0,1756115000.0,,126907000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2025-03-31,41345792000.0,32419420000.0,8914039000.0,1720209000.0,3547399000.0,,417571000.0,31727000.0,121257000.0,1.0,743817000.0,,,,0.0,,15.5913,1.9314,1.0,,0.04684419711423744,0.01009948001479812,0.1177118784777241,,,,,,0.0,13929378000.0,1731215000.0,,126906000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
2025-06-30,42658057000.0,33353249000.0,9294537000.0,1984529000.0,7218207000.0,,818860000.0,63504000.0,242411000.0,2.0,1447624000.0,,,,0.0,,15.8318,1.9626,2.0,,0.08810121472430525,0.01919590477362811,0.11344368483752267,,,,,,0.0,14576780000.0,1735695000.0,,126974000.0,4.0,4.0,0.36740494,78.96,62.63,1.70778,25280.836,14.2075,2.7469,1.7287
