report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-07-28,8636641000.0,5340790000.0,3225489000.0,8636641000.0,3390017000.0,774514000.0,1620402000.0,11743645000.0,,,523903000.0,1.11,753721000.0,1307740000.0,438913000.0,246461000.0,868827000.0,774514000.0,,19.1923,1.3631,1.11,,,,,,,,0.07398273704629185,,0.22846906077462148,1.6558078480503267,24824322000.0,,1581565000.0,1.3499999999999996,1.3499999999999996,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2012-10-27,9172089000.0,5694665000.0,3598991000.0,9172089000.0,3466392000.0,774533000.0,1641915000.0,18154558000.0,,,810821000.0,1.73,751034000.0,2079963000.0,775597000.0,372367000.0,1304366000.0,774533000.0,,17.0828,1.221,1.73,,,,,,,,0.0718478522032869,,0.22344068414651314,1.582294870979116,26497183000.0,,2716520000.0,0.44999999999999973,0.44999999999999973,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2013-02-02,9511855000.0,5711543000.0,3760596000.0,,3665937000.0,774552000.0,1811957000.0,-9817917000.0,,,-426265000.0,-1.3900000000000001,-1513216000.0,-1046647000.0,-490543000.0,-230537000.0,-1537190000.0,774552000.0,1.5188,17.176,1.2655,-1.3900000000000001,,,,,,,,0.15656987118550708,,0.21128349996194698,1.518786649775727,25878372000.0,,1086300000.0,2.0,2.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2013-05-04,9840364000.0,5976143000.0,3498617000.0,,3762665000.0,1274126000.0,1989835000.0,6189609000.0,,,278995000.0,0.0,732555000.0,280749000.0,238515000.0,130543000.0,42234000.0,1274126000.0,,18.2839,1.3505,0.0,,,,,,,,0.006823371233950319,,0.33862328960989085,1.7081443896259578,26269895000.0,,678237000.0,1.45,1.45,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2013-08-03,9926043000.0,5950244000.0,3442881000.0,,3850139000.0,1274156000.0,1858798000.0,12632033000.0,,,571882000.0,1.0,730750000.0,811279000.0,497014000.0,265970000.0,314265000.0,1274156000.0,,19.412,1.4496,1.0,,,,,,,,0.024878418224524905,,0.33093766225063564,1.7282746629929993,27158283000.0,,123675000.0,1.3399999999999999,1.3399999999999999,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2013-11-02,10669239000.0,6623575000.0,4043741000.0,,4123771000.0,1274186000.0,2010752000.0,19613909000.0,,,828599000.0,2.0,728283000.0,1633372000.0,759283000.0,407282000.0,874089000.0,1274186000.0,,20.0293,1.5825,2.0,,,,,,,,0.0445647524927336,,0.30898563475032925,1.637982007255163,28617634000.0,,-306602000.0,1.6099999999999999,1.6099999999999999,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2014-02-01,10201022000.0,6067998000.0,3517843000.0,,4229893000.0,1274216000.0,2149746000.0,-11012855000.0,,,-497383000.0,-1.0,-1465212000.0,-135071000.0,-548134000.0,-254972000.0,-683205000.0,1274216000.0,1.7249,18.7133,1.4586,-1.0,,,,,,,,0.062037046705872366,,0.3012407169637624,1.7249200717598825,27422696000.0,,547383000.0,2.0,2.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2014-05-03,10429938000.0,6235550000.0,3705260000.0,,4283494000.0,1274245000.0,2059296000.0,6491176000.0,,454317000.0,276214000.0,0.0,712902000.0,,193361000.0,144155000.0,,1274245000.0,,19.0236,1.4676,0.0,,0.10606224731492563,0.04355893582493012,0.06998993710846849,,,,,,0.2974779467416086,1.682891349055127,27724263000.0,,,2.0,2.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2014-08-02,10921997000.0,6593763000.0,3824929000.0,,4274652000.0,1623769000.0,2183330000.0,13408388000.0,,971941000.0,589208000.0,1.0,709220000.0,,425115000.0,291651000.0,,1623769000.0,,17.0968,1.3198,1.0,,0.22737312885353006,0.08898931211938622,0.07248753541439881,,,,,,0.37985992777891625,1.723891606876886,28500618000.0,,,2.0,2.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2014-11-01,11592048000.0,7154622000.0,4389582000.0,,4373808000.0,1623817000.0,2153625000.0,20774454000.0,,1566898000.0,953351000.0,2.0,706122000.0,,705899000.0,438162000.0,,1623817000.0,,20.4825,1.5401,2.0,,0.3582457208912691,0.13517007521017857,0.07542426867151358,,,,,,0.3712593236831612,1.629909636042794,29661163000.0,,,2.0,2.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2015-01-31,11128381000.0,6715061000.0,3929634000.0,,4264230000.0,1623864000.0,2493775000.0,-11595611000.0,,-778028000.0,-484017000.0,0.0,-1424699000.0,,-412853000.0,-284993000.0,,1623864000.0,1.6738,20.4855,1.5605,0.0,,-0.1824545111309662,-0.0699138535964935,0.0670967661816182,,,,,,0.38081060355562435,1.708826063699571,29078407000.0,2215128000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2015-05-02,11365946000.0,6872089000.0,4136536000.0,,4290290000.0,1623912000.0,2259965000.0,6865637000.0,,474601000.0,290514000.0,0.0,691206000.0,,201234000.0,148540000.0,,1623912000.0,,19.9482,1.514,0.0,,0.11062212577704537,0.04175640109499024,0.06912701618218382,,,,,,0.3785086789004939,1.6613149263054885,29452868000.0,2235412000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2015-08-01,11341042000.0,6796837000.0,4160861000.0,,4276067000.0,1623959000.0,1910770000.0,14229368000.0,,1023936000.0,627373000.0,1.0,688579000.0,,404875000.0,298458000.0,,1623959000.0,,20.6316,1.5644,1.0,,0.2394574266493018,0.09028588378387101,0.07195934492663343,,,,,,0.37977866109207364,1.6335169571874668,30273848000.0,2287407000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2015-10-31,11992433000.0,7348157000.0,4730078000.0,,4350461000.0,1624007000.0,1723336000.0,21982863000.0,,1611192000.0,981307000.0,2.0,686072000.0,,650667000.0,453706000.0,,1624007000.0,,21.6971,1.6186,2.0,,0.3703497169610301,0.13435071932442733,0.07329309198715381,,,,,,0.3732953817997679,1.5534959465784708,31482257000.0,2331701000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2016-01-30,11499482000.0,6772560000.0,4402230000.0,,4307075000.0,1624054000.0,2095473000.0,-12132930000.0,,-832071000.0,-518552000.0,0.0,-1382606000.0,,-367396000.0,-284008000.0,,1624054000.0,1.5384,21.2265,1.5623,0.0,,-0.19318702367616072,-0.07235725922263281,0.06857955992493157,,,,,,0.3770665707005334,1.5384384732283412,30944938000.0,2277658000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2016-04-30,11704722000.0,6877701000.0,4296735000.0,,4534969000.0,1615477000.0,1944155000.0,7542356000.0,,508346000.0,316623000.0,0.0,670388000.0,,266236000.0,157014000.0,,1615477000.0,,22.2516,1.6265,0.0,,0.11209470230116236,0.04343084782363904,0.06739883399828912,,,,,,0.35622669085499814,1.6006807494527822,31621657000.0,2311403000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2016-07-30,11670653000.0,6810674000.0,4314205000.0,,4451356000.0,1615952000.0,1803648000.0,15424409000.0,,1070520000.0,669031000.0,1.0,668754000.0,,508435000.0,324767000.0,,1615952000.0,,23.1271,1.6725,1.0,,0.2404930093212046,0.09172751516131959,0.06940427993059572,,,,,,0.36302466035068864,1.5786625809390142,32816698000.0,2357987000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2016-10-29,12866836000.0,7942334000.0,4894514000.0,,4329811000.0,2226913000.0,2375532000.0,23716097000.0,,1620306000.0,1009078000.0,2.0,666632000.0,,767197000.0,492395000.0,,2226913000.0,,21.0243,1.4712,2.0,,0.3742209532933424,0.12592886083260874,0.06832093830616395,,,,,,0.5143210638986321,1.6227012528720932,34549932000.0,2367101000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2017-01-28,12883808000.0,7750774000.0,4757656000.0,,4510599000.0,2227599000.0,2929849000.0,-13499118000.0,,-900938000.0,-569923000.0,0.0,-1341342000.0,,-517121000.0,-315380000.0,,2227599000.0,1.6291,21.0016,1.4545,0.0,,-0.19973799488715357,-0.06992792814050007,0.06674050852803864,,,,,,0.49385879791131954,1.6291161025513403,33183744000.0,2298234000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2017-04-29,12763481000.0,7548500000.0,4605392000.0,,4553523000.0,2228351000.0,2669495000.0,7784024000.0,,536279000.0,296229000.0,0.0,654799000.0,,258515000.0,172485000.0,,2228351000.0,,21.4733,1.4944,0.0,,0.11777232705314106,0.04201667241091987,0.06889482869014793,,,,,,0.48936856144132795,1.6390570010109888,33425412000.0,2326167000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2017-07-29,12935615000.0,7567781000.0,4656533000.0,,4540804000.0,2229103000.0,2449305000.0,16141724000.0,,1089236000.0,634972000.0,1.0,651892000.0,,506862000.0,348130000.0,,2229103000.0,,19.3083,1.3196,1.0,,0.23987734330748475,0.0842044232145128,0.06747953316510677,,,,,,0.4909049146362627,1.6251964712802422,34142727000.0,2344883000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2017-10-28,13877695000.0,8390034000.0,5467981000.0,,4645608000.0,2229855000.0,2364244000.0,24903944000.0,,1730672000.0,1013536000.0,2.0,648672000.0,,827529000.0,532424000.0,,2229855000.0,,18.2057,1.2758,2.0,,0.3725393963502732,0.12470889438051493,0.06949389221241423,,,,,,0.4799920699292751,1.5343934077312997,35330574000.0,2455249000.0,,3.0,3.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2018-02-03,14058015000.0,8485727000.0,5125537000.0,,5148309000.0,2230607000.0,2758477000.0,-12965028000.0,,-748239000.0,-696097000.0,1.0,-1309258000.0,,-535289000.0,-327082000.0,,2230607000.0,1.6556,18.4409,1.341,1.0,,-0.14533684749691597,-0.05322508191946018,0.057712100583199664,,,,,,0.4332698367561077,1.6555781374712542,35864664000.0,2607948000.0,,4.0,4.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2018-05-05,14007124000.0,8422275000.0,4976864000.0,,5262408000.0,2231360000.0,2681105000.0,8688720000.0,,716381000.0,239177000.0,1.0,634436000.0,,264943000.0,192295000.0,,2231360000.0,,18.3633,1.3924,1.0,,0.1361317860568774,0.05114404641523842,0.08244954377629847,,,,,,0.4240188142006473,1.692285543667659,36769360000.0,2788050000.0,,5.0,5.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2018-08-04,14111428000.0,8439972000.0,5137817000.0,,5227073000.0,2200000000.0,2872717000.0,,,1456007000.0,492108000.0,2.0,633684000.0,1560665000.0,573900000.0,396315000.0,986765000.0,2200000000.0,,20.505,1.6161,2.0,,0.27855111263990384,0.10317928135976033,,,,,,,0.4208856467089708,1.6427155735597434,,3154821000.0,,6.0,6.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2018-11-03,15025242000.0,9317013000.0,6013825000.0,,5256873000.0,2232864000.0,2711767000.0,,,2218260000.0,776373000.0,1.0,1264100000.0,2477757000.0,872963000.0,601227000.0,1604794000.0,2232864000.0,,22.0438,1.7584,1.0,,0.42197329096594116,0.1476355588815142,,,,,,,0.4247513683514896,1.5492657335389706,,3642409000.0,,5.0,5.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2019-02-02,14326029000.0,8469222000.0,5531374000.0,14326029000.0,5048606000.0,2233616000.0,3030229000.0,30284214000.0,4173211000.0,-1330850000.0,-394245000.0,-1.5699999999999998,-1272968000.0,50037000.0,-586667000.0,-370182000.0,-536630000.0,2233616000.0,1.5311,19.7437,1.5501,-1.5699999999999998,3803029000.0,-0.26360741955304096,-0.09289734091701196,-0.04394533732987094,0.13780152920594207,0.29130270502733174,0.5730683574326627,-0.017719792892759243,0.12557793311062984,0.4424223241029306,1.5311244547918836,,3059798000.0,,2.43,2.43,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2019-05-04,22489064000.0,8067212000.0,6581019000.0,22489064000.0,5131895000.0,2234368000.0,2235056000.0,9277585000.0,936482000.0,700178000.0,236304000.0,0.57,1233407000.0,149239000.0,316909000.0,212201000.0,-167670000.0,2234368000.0,,21.5911,1.6611,0.57,1148683000.0,0.13643654049819803,0.031134154805197763,0.0754698555712505,0.10094027702252256,0.041641661920656194,0.12713121972430255,-0.01807259108916814,0.12381271634805825,0.4353884870988202,1.225830224772182,,3043595000.0,1887259000.0,2.0,2.0,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2019-08-03,22854979000.0,8268604000.0,6600741000.0,,5302612000.0,2235121000.0,2186382000.0,,,1459140000.0,498649000.0,1.19,1231211000.0,899244000.0,578018000.0,427834000.0,321226000.0,2235121000.0,,20.0112,1.5319,1.19,,0.2751738199966356,0.06384341897667024,,,,,,,0.4215132089619229,1.2526781462869092,,3046728000.0,1221720000.0,1.19,1.19,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2019-11-02,24288704000.0,9374615000.0,7687144000.0,,5542532000.0,2235873000.0,2060176000.0,,,2287403000.0,792505000.0,1.86,1228903000.0,1873528000.0,992712000.0,647389000.0,880816000.0,2235873000.0,,22.5529,1.7365,1.86,,0.41270000786644084,0.09417558878398781,,,,,,,0.40340281301037145,1.2195185884380466,,3115871000.0,497742000.0,2.05,2.05,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2020-02-01,24145003000.0,8890622000.0,7150247000.0,,5948212000.0,2236625000.0,3216752000.0,,,-1174528000.0,-393468000.0,-0.9500000000000002,-2467002000.0,1144529000.0,-664523000.0,-420121000.0,480006000.0,2236625000.0,1.2434,22.1502,1.7374,-0.9500000000000002,,-0.19745900112504397,-0.04864476513007681,,,,,,,0.3760163558393682,1.2434006825218764,,3272193000.0,1514378000.0,2.67,2.67,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2020-05-02,25415240000.0,10296248000.0,4669547000.0,,4739218000.0,7192413000.0,4287835000.0,,,-887489000.0,-455359000.0,-0.74,1197809000.0,-3160483000.0,210525000.0,219460000.0,-3371008000.0,7192413000.0,,33.9197,1.5506,-0.74,,-0.18726486099605463,-0.03491956007497864,,,,,,,1.5176370869624483,2.204977913275099,,1684526000.0,-1688960000.0,1.3599999999999999,1.3599999999999999,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2020-08-01,26568402000.0,11517947000.0,7647251000.0,,4660569000.0,5445325000.0,6600000000.0,,,-1101709000.0,-333158000.0,-0.92,1198222000.0,196775000.0,309910000.0,439525000.0,-113135000.0,5445325000.0,,87.4672,1.8444,-0.92,,-0.2363893764902955,-0.04146688987918807,,,,,,,1.1683820151573767,1.50615521839155,,-876323000.0,-2123321000.0,-0.7500000000000001,-0.7500000000000001,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2020-10-31,31565500000.0,16653906000.0,11817194000.0,,5566756000.0,5447208000.0,10600000000.0,,,-235053000.0,-183822000.0,-0.2,1198798000.0,4276760000.0,433604000.0,658497000.0,3843156000.0,5447208000.0,,82.8567,1.8599,-0.2,,-0.04222441220703763,-0.007446515974719235,,,,,,,0.9785246560115083,1.409294456873603,,-3398779000.0,839019000.0,-2.8100000000000005,-2.8100000000000005,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2021-01-30,30813555000.0,15739337000.0,10803668000.0,30813555000.0,5832684000.0,5332921000.0,10469570000.0,32136962000.0,89263000.0,2314721000.0,971132000.0,1.9300000000000002,-2380126000.0,3248837000.0,-386018000.0,-446724000.0,2862819000.0,5332921000.0,1.4569,850.2752,2.3936,1.9300000000000002,-357461000.0,0.39685348974845885,0.07512021900751147,0.07202675224870353,0.002777580531725432,0.002896874443731014,0.007994461562987406,0.08908181800134064,-0.01112304890549393,0.9143168050935041,1.4568512286752981,,90470000.0,3221832000.0,0.07000000000000028,0.07000000000000028,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2021-05-01,30301434000.0,15016049000.0,9906961000.0,,6139214000.0,5334864000.0,8775485000.0,,,533930000.0,187416000.0,0.44,1221517000.0,-432727000.0,225293000.0,215379000.0,-658020000.0,5334864000.0,,57.4964,2.2988,0.44,,0.08697041673412916,0.017620618218926538,,,,,,,0.8689815992731317,1.5157068852900502,,1511889000.0,5934820000.0,1.2500000000000002,1.2500000000000002,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2021-07-31,28783446000.0,13389030000.0,10042058000.0,,6406384000.0,3352892000.0,7106016000.0,,,1319611000.0,456067000.0,1.08,1221012000.0,946879000.0,444944000.0,430561000.0,501935000.0,3352892000.0,,32.6384,1.8966,1.08,,0.20598374995941549,0.04584617839017607,,,,,,,0.5233673161021881,1.3332954260969216,,3933209000.0,6549890000.0,3.2500000000000004,3.2500000000000004,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2021-10-30,30070986000.0,14576110000.0,11328733000.0,,6444774000.0,3353866000.0,6791596000.0,,,2342611000.0,812102000.0,1.92,1219238000.0,1946933000.0,715542000.0,647610000.0,1231391000.0,3353866000.0,,30.0394,1.7562,1.92,,0.36349001532094066,0.07790269996467691,,,,,,,0.520400870534793,1.2866496191586474,,6510873000.0,3938125000.0,5.37,5.37,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2022-01-29,28461458000.0,13258597000.0,10468140000.0,,6002992000.0,3354841000.0,6226765000.0,,,-913337000.0,-340792000.0,-0.7399999999999998,-2446176000.0,596400000.0,-340985000.0,-425548000.0,255415000.0,3354841000.0,1.2666,26.1518,1.7683,-0.7399999999999998,,-0.152146962714593,-0.032090309639091576,,,,,,,0.5588614810747707,1.2665666488984673,,3282815000.0,1330721000.0,2.7000000000000006,2.7000000000000006,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2022-04-30,27709904000.0,12480222000.0,10018519000.0,27709904000.0,5595440000.0,3355815000.0,4295068000.0,11406474000.0,852275000.0,587473000.0,264802000.0,0.49,1189263000.0,-634476000.0,314351000.0,219605000.0,-948827000.0,3355815000.0,,21.9303,1.4672,0.49,1071880000.0,0.10499138584275768,0.021200831298441164,0.05150347074827857,0.07471853265084372,0.030757053506933838,0.09521290589978723,-0.08318319929541768,0.09397119565608092,0.5997410391318645,1.2457152599101724,,3336358000.0,1039914000.0,2.75,2.75,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2022-07-30,27090606000.0,11834765000.0,10147119000.0,,5396649000.0,2857143000.0,3531212000.0,,,1396813000.0,541052000.0,1.18,1183704000.0,6237000.0,693495000.0,437733000.0,-687258000.0,2857143000.0,,21.846,1.4788,1.18,,0.25882969227755964,0.05156078826734256,,,,,,,0.5294290957221787,1.166317749895315,,3413560000.0,-149279000.0,2.8500000000000005,2.8500000000000005,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2022-10-29,28428450000.0,12988793000.0,11233629000.0,,5664683000.0,2857999000.0,3364678000.0,,,2459619000.0,837457000.0,2.08,1179892000.0,1059252000.0,1099748000.0,656081000.0,-40496000.0,2857999000.0,,24.6224,1.699,2.08,,0.4342024081488761,0.08651963086274489,,,,,,,0.5045293796669645,1.1562419410503944,,3530568000.0,-1421166000.0,3.0100000000000007,3.0100000000000007,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2023-01-28,28349000000.0,12456000000.0,10305000000.0,,6364000000.0,2859000000.0,5477000000.0,,,-945905000.0,-505311000.0,-0.7799999999999998,-2374859000.0,3652987000.0,-650594000.0,-426419000.0,3002393000.0,2859000000.0,1.2087,26.9254,1.8861,-0.7799999999999998,,-0.14863372093023255,-0.03336643267840136,,,,,,,0.44924575738529227,1.2087336244541484,,3498000000.0,1325812000.0,2.9700000000000006,2.9700000000000006,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2023-04-29,28681000000.0,12595000000.0,10534000000.0,,6422000000.0,2860000000.0,5025000000.0,,,891000000.0,317000000.0,0.76,1165000000.0,745000000.0,361000000.0,232000000.0,384000000.0,2860000000.0,,23.7233,1.7925,0.76,,0.13874182497664278,0.031065862417628397,,,,,,,0.44534412955465585,1.1956521739130435,,3801527000.0,2658639000.0,3.24,3.24,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2023-07-29,28922000000.0,12338000000.0,10317000000.0,,6608000000.0,2861000000.0,4550000000.0,,,1880000000.0,655000000.0,1.62,1163000000.0,2086000000.0,820000000.0,467000000.0,1266000000.0,2861000000.0,,25.0708,1.9484,1.62,,0.2845036319612591,0.06500242030288361,,,,,,,0.4329600484261501,1.1958902781816418,,4284714000.0,4611897000.0,3.6800000000000006,3.6800000000000006,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
2023-10-28,30351000000.0,13806000000.0,11640000000.0,,6833000000.0,2861000000.0,4290000000.0,,,3071000000.0,1053000000.0,2.65,1161000000.0,3257000000.0,1280000000.0,712000000.0,1977000000.0,2861000000.0,,24.575,1.93,2.65,,0.4494365578808722,0.10118282758393463,,,,,,,0.4187033513829943,1.1860824742268041,,4896095000.0,6629393000.0,4.250000000000001,4.250000000000001,0.7216374,162.6799,116.37,4.42906,179107.7,32.6006,16.3649,2.9667
