report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-06-30,9601000000.0,4605000000.0,2726000000.0,3194000000.0,6396000000.0,1904000000.0,4168000000.0,-382000000.0,-331000000.0,,8000000.0,0.0,389563000.0,790000000.0,66000000.0,251000000.0,724000000.0,0.0,,,3.8629,0.0,-131000000.0,-0.05175109443402126,-0.03447557546088949,-0.07941458733205374,-0.0916506717850288,-0.03978752213311113,-0.059724828017510945,0.17370441458733205,-0.0314299424184261,0.0,1.6892883345561263,8266000000.0,-1260000000.0,-1058000000.0,1129000000.0,-514000000.0,,-1.31,-1.31,-0.0,,1.8917685,285.5,155.4,3.56969,71676.01,76.6588,9.7291,5.2253
2023-09-30,10013000000.0,5142000000.0,2986000000.0,3445000000.0,6559000000.0,2344000000.0,6332000000.0,-490000000.0,-404000000.0,,14000000.0,-1.0,390794000.0,1188000000.0,94000000.0,379000000.0,1094000000.0,0.0,,,3.8336,-1.0,-111000000.0,-0.06159475529806373,-0.04034754818735644,-0.06380290587492103,-0.07738471257106759,-0.04893638270248677,-0.07470651013874066,0.17277321541377133,-0.017530006317119394,0.0,1.7220361687876757,9833000000.0,-939000000.0,-794000000.0,2010000000.0,-129000000.0,,-1.31,-1.31,-0.0,,1.8917685,285.5,155.4,3.56969,71676.01,76.6588,9.7291,5.2253
2023-12-31,10839000000.0,5597000000.0,3410000000.0,4026000000.0,6806000000.0,2656000000.0,-3900000000.0,464000000.0,338000000.0,,-8000000.0,0.0,-777806000.0,-702000000.0,-76000000.0,-244000000.0,-778000000.0,0.0,1.6413,,4.5604,0.0,220000000.0,0.0496620628856891,0.031183688532152413,-0.08666666666666667,-0.11897435897435897,0.042808377156564256,0.06817513958272113,0.19948717948717948,-0.05641025641025641,0.0,1.6413489736070381,8635000000.0,-558000000.0,-579000000.0,1398000000.0,-70000000.0,,-1.0,-1.0,-0.0,,1.8917685,285.5,155.4,3.56969,71676.01,76.6588,9.7291,5.2253
2024-03-31,11450000000.0,6130000000.0,3743000000.0,4440000000.0,6999000000.0,3124000000.0,2513000000.0,-61000000.0,-23000000.0,,7000000.0,0.0,405482000.0,553000000.0,17000000.0,142000000.0,536000000.0,0.0,,,6.1964,0.0,81000000.0,-0.003286183740534362,-0.0020087336244541485,-0.00915240748109829,-0.024273776362912853,-0.0053275109170305675,-0.008715530790112874,0.2132908873855949,0.03223239156386789,0.0,1.63772375100187,9113000000.0,-420000000.0,-469000000.0,1576000000.0,59000000.0,,-1.0,-1.0,0.0,,1.8917685,285.5,155.4,3.56969,71676.01,76.6588,9.7291,5.2253
2024-06-30,11837000000.0,6617000000.0,4028000000.0,4665000000.0,7162000000.0,3430000000.0,5143000000.0,-262000000.0,-180000000.0,,8000000.0,0.0,407982000.0,1083000000.0,40000000.0,282000000.0,1043000000.0,0.0,,,4.6172,0.0,20000000.0,-0.02513264451270595,-0.015206555715130523,-0.0349990278047832,-0.050943029360295544,-0.022133986652023315,-0.036581960346271994,0.20279992222438264,0.0038887808671981333,0.0,1.6427507447864946,10088000000.0,-269000000.0,-349000000.0,1895000000.0,210000000.0,,-1.0,-1.0,0.0,,1.8917685,285.5,155.4,3.56969,71676.01,76.6588,9.7291,5.2253
2024-09-30,12277000000.0,6760000000.0,4094000000.0,4699000000.0,7569000000.0,3664000000.0,7849000000.0,-155000000.0,-18000000.0,,2000000.0,0.0,409703000.0,1614000000.0,72000000.0,420000000.0,1542000000.0,0.0,,,5.786,0.0,265000000.0,-0.0023781212841854932,-0.001466156227091309,-0.0022932857688877564,-0.019747738565422345,-0.012625234177730716,-0.02047826661381953,0.1964581475347178,0.033762262708625305,0.0,1.6511968734733757,11605000000.0,117000000.0,-14000000.0,2343000000.0,586000000.0,,0.0,0.0,0.0,,1.8917685,285.5,155.4,3.56969,71676.01,76.6588,9.7291,5.2253
2024-12-31,12845000000.0,7386000000.0,4438000000.0,5035000000.0,7803000000.0,4019000000.0,-4783000000.0,440000000.0,344000000.0,,22000000.0,0.0,-792925000.0,-1118000000.0,-25000000.0,-283000000.0,-1143000000.0,0.0,1.6643,566.5262,6.499,0.0,157000000.0,0.04408560809944893,0.0267808485792137,-0.07192138825005227,-0.09199247334309012,0.03425457376411055,0.05638856849929514,0.2389713568889818,-0.03282458707923897,0.0,1.6642631816133393,10722000000.0,123000000.0,-38000000.0,1978000000.0,523000000.0,,0.0,0.0,0.0,,1.8917685,285.5,155.4,3.56969,71676.01,76.6588,9.7291,5.2253
2025-03-31,13572000000.0,7853000000.0,4577000000.0,5177000000.0,8389000000.0,4500000000.0,3032000000.0,155000000.0,193000000.0,,6000000.0,0.0,435563000.0,635000000.0,74000000.0,152000000.0,561000000.0,0.0,,228.3263,6.8857,0.0,307000000.0,0.02300631779711527,0.01422045387562629,0.06365435356200527,0.05112137203166227,0.011420571765399352,0.018476576469185838,0.18502638522427442,0.1012532981530343,0.0,1.7157526764256064,11241000000.0,339000000.0,178000000.0,2003000000.0,749000000.0,,0.0,0.0,0.0,,1.8917685,285.5,155.4,3.56969,71676.01,76.6588,9.7291,5.2253
2025-06-30,16950000000.0,9735000000.0,4696000000.0,8022000000.0,8923000000.0,3911000000.0,6316000000.0,318000000.0,478000000.0,,-7000000.0,1.0,436980000.0,1139000000.0,140000000.0,311000000.0,999000000.0,0.0,,133.748,8.7816,1.0,629000000.0,0.053569427322649334,0.028200589970501476,0.07568081063964535,0.050348321722609245,0.018761061946902656,0.03563823826067466,0.15816972767574414,0.09958834705509817,0.0,2.0730408858603067,12414000000.0,997000000.0,758000000.0,1959000000.0,1358000000.0,,1.0,1.0,0.0,,1.8917685,285.5,155.4,3.56969,71676.01,76.6588,9.7291,5.2253
2025-09-30,17971000000.0,10493000000.0,5132000000.0,8463000000.0,9495000000.0,3279000000.0,9762000000.0,576000000.0,722000000.0,,-2000000.0,1.0,438611000.0,2010000000.0,203000000.0,480000000.0,1807000000.0,0.0,,134.6381,9.1961,1.0,1056000000.0,0.07604002106371775,0.040175838851482945,0.073960254046302,0.05900430239704978,0.032051638751321575,0.06066350710900474,0.18510551116574472,0.10817455439459127,0.0,2.044621979734996,14327000000.0,1737000000.0,1489000000.0,2224000000.0,2149000000.0,,2.0,2.0,0.0,,1.8917685,285.5,155.4,3.56969,71676.01,76.6588,9.7291,5.2253
2025-12-31,19659000000.0,8643000000.0,6147000000.0,9613000000.0,10033000000.0,4378000000.0,-5393000000.0,-326000000.0,-458000000.0,,10000000.0,0.0,-871468000.0,-1353000000.0,-160000000.0,-196000000.0,-1513000000.0,0.0,1.4061,104.3984,7.1162,0.0,-522000000.0,-0.045649357121499055,-0.02329721755938756,0.0849249026515854,0.06044872983497126,-0.016582735642708176,-0.03249277384630719,0.2805488596328574,0.09679213795661042,0.0,1.4060517325524646,13717000000.0,935000000.0,723000000.0,1854000000.0,1470000000.0,,2.0,2.0,0.0,,1.8917685,285.5,155.4,3.56969,71676.01,76.6588,9.7291,5.2253
