report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,1712514000.0,275028000.0,225139000.0,686545000.0,1025969000.0,201429000.0,12857000.0,,-123508000.0,-70541000.0,-6368000.0,-47035000.0,-1.45,-114886664.0,-117431000.0,-47664000.0,201429000.0,1.2216,17.4311,1.3838,-1.45,-171172000.0,-0.06875548871359662,-0.041191488069586585,,-0.07212087025273954,-0.10062587685494029,,0.19633049341646774,1.2215919942790898,169452000.0,285254000.0,395997000.0,11541000.0,1.9700000000000002,1.9700000000000002,0.5086629444162456,24.716575686682262,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2013-03-31,1761192000.0,324964000.0,254130000.0,694670000.0,1066522000.0,180714000.0,29183000.0,,65944000.0,40553000.0,2400000.0,22931000.0,0.47,86164917.0,63534000.0,29834000.0,180714000.0,,18.0459,1.4877,0.47,95778000.0,0.03802359444999728,0.02302588247050861,,0.03744282281545681,0.052872110811426225,,0.1694423556194809,1.2787313579663953,178910000.0,296980000.0,412013000.0,10722000.0,1.9000000000000001,1.9000000000000001,0.43861237388140667,27.69819063607536,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2013-06-30,1854730000.0,324082000.0,273128000.0,729953000.0,1124777000.0,,7370000.0,,163517000.0,98808000.0,4803000.0,59554000.0,1.0,86164917.0,153864000.0,60351000.0,0.0,,19.4691,1.6657,1.0,223868000.0,0.08784674651064167,0.05327352229165431,,0.08816215837345598,0.1453772614482693,,0.0,1.18655721859348,198791000.0,323691000.0,447007000.0,9621000.0,1.53,1.53,0.0,33.64421577798566,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2013-09-30,1904679000.0,333276000.0,248811000.0,719753000.0,1184926000.0,,12104000.0,,261593000.0,158957000.0,7282000.0,94658000.0,1.0,86164917.0,253386000.0,93265000.0,0.0,,19.9696,1.7388,1.0,354858000.0,0.13414930552625226,0.08345605742489942,,0.13734230282373042,0.22076737281484243,,0.0,1.3394745409165993,227777000.0,367546000.0,503332000.0,8117000.0,1.02,1.02,0.0,45.281015153381794,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2013-12-31,1932089000.0,332979000.0,232122000.0,700007000.0,1232082000.0,155714000.0,30174000.0,,-152616000.0,-92205000.0,-4865000.0,-54570000.0,-0.07999999999999963,-172329834.0,-120118000.0,-56378000.0,155714000.0,1.4345,22.1648,1.9543,-0.07999999999999963,-208994000.0,-0.07483673976245088,-0.04772295686171807,,-0.07899015003967208,-0.10997005323548995,,0.12638282192256683,1.4344999612272857,206113000.0,338438000.0,465510000.0,9620000.0,2.39,2.39,0.3345019441043157,35.18066528066528,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2014-03-31,2031768000.0,388974000.0,293505000.0,753799000.0,1277969000.0,,41244000.0,,80052000.0,45887000.0,2076000.0,31347000.0,0.0,86164917.0,99568000.0,34092000.0,0.0,,23.1216,2.0207,0.0,114144000.0,0.035906191777734825,0.022584763614743417,,0.03940016773568636,0.06264001708961642,,0.0,1.3252721418715183,211447000.0,352546000.0,483876000.0,9296000.0,1.9200000000000004,1.9200000000000004,0.0,37.92448364888124,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2014-06-30,2124063000.0,382373000.0,297563000.0,772245000.0,1351818000.0,,19789000.0,,202747000.0,119736000.0,3698000.0,78562000.0,1.0,86164917.0,181673000.0,69213000.0,0.0,,24.1674,2.1669,1.0,271960000.0,0.08857405360780815,0.05637120932853686,,0.0954524418531842,0.14998098856502873,,0.0,1.285015274076414,232375000.0,391776000.0,531968000.0,8191000.0,1.9200000000000004,1.9200000000000004,0.0,47.83005738005127,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2014-09-30,2188539000.0,394601000.0,286601000.0,758812000.0,1429727000.0,,8169000.0,,329009000.0,197645000.0,5161000.0,124520000.0,2.0,86164917.0,278015000.0,106920000.0,0.0,,24.8638,2.2888,2.0,435929000.0,0.13823967792452685,0.09030910575502653,,0.15033271054342645,0.23012015580596856,,0.0,1.3768305065230058,271063000.0,459192000.0,613039000.0,6070000.0,2.9200000000000004,2.9200000000000004,0.0,75.64942339373971,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2014-12-31,2236237000.0,433143000.0,255638000.0,742173000.0,1494064000.0,,34787000.0,,-170501000.0,-95754000.0,-4325000.0,-69429000.0,0.0,-172332614.0,-167582000.0,-63759000.0,0.0,1.6944,25.0074,2.3996,0.0,-234260000.0,-0.06408962400539736,-0.04281925395206322,,-0.07624460198091705,-0.11411894001863374,,0.0,1.6943607757845078,267514000.0,441307000.0,587773000.0,6610000.0,3.0,3.0,0.0,66.76354009077156,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2015-03-31,2340384000.0,499893000.0,321682000.0,797123000.0,1543261000.0,,113038000.0,,103565000.0,62524000.0,1569000.0,39306000.0,0.0,85970829.0,172594000.0,38788000.0,0.0,,23.3751,2.3193,0.0,142353000.0,0.04051420984525625,0.02671527407468176,,0.044251285259171144,0.06710789684959316,,0.0,1.5539974260294327,284151000.0,464820000.0,615982000.0,6103000.0,3.0,3.0,0.0,76.16254301163362,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2015-06-30,2378067000.0,421665000.0,298862000.0,778304000.0,1599763000.0,,12789000.0,,244464000.0,148098000.0,2738000.0,93104000.0,1.0,85848208.0,254225000.0,78559000.0,0.0,,19.8864,2.0129,1.0,323023000.0,0.09257496266634495,0.06227663055750742,,0.10279945855184064,0.1528126353716144,,0.0,1.410902021668864,312513000.0,506537000.0,667045000.0,5143000.0,3.0,3.0,0.0,98.49056970639704,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2015-09-30,2474485000.0,436206000.0,364172000.0,827072000.0,1647413000.0,,11412000.0,,384318000.0,232466000.0,3901000.0,145594000.0,2.0,85645760.0,372274000.0,121120000.0,0.0,,17.2104,1.7585,2.0,505438000.0,0.14110972779746184,0.0939452047597783,,0.1553123175125329,0.23328576380057703,,0.0,1.197802137451534,347334000.0,561846000.0,736554000.0,3883000.0,3.0,3.0,0.0,144.693793458666,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2015-12-31,2466504000.0,381730000.0,285402000.0,781867000.0,1684637000.0,,11472000.0,,-234107000.0,-138398000.0,-2998000.0,-92677000.0,0.0,-172086317.0,-245213000.0,-73124000.0,0.0,1.3375,16.3983,1.6809,0.0,-307231000.0,-0.08215300981754527,-0.056110997590111344,,-0.09491450246989261,-0.1389658424930712,,0.0,1.3375169059782341,304690000.0,498240000.0,663583000.0,5210000.0,3.0,3.0,0.0,95.63147792706334,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2016-03-31,2515440000.0,355624000.0,323223000.0,815164000.0,1700276000.0,,7133000.0,,99548000.0,60285000.0,1183000.0,37580000.0,0.0,83983028.0,168393000.0,44772000.0,0.0,,19.2804,1.9543,0.0,144320000.0,0.035456008318649444,0.023965986070031486,,0.039574786120917214,0.05854814159583503,,0.0,1.1002434851480247,302451000.0,494223000.0,665550000.0,4824000.0,3.0,3.0,0.0,102.45087064676616,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2016-06-30,2659802000.0,371859000.0,291351000.0,918033000.0,1741769000.0,,10673000.0,,232984000.0,141673000.0,2247000.0,88316000.0,1.0,83682228.0,292231000.0,91252000.0,0.0,,16.8719,1.6903,1.0,324236000.0,0.08133857015482535,0.05326449111625602,,0.08759449011618158,0.133762858335405,,0.0,1.2763264927870506,296026000.0,482743000.0,666763000.0,4333000.0,3.0,3.0,0.0,111.41080083083314,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2016-09-30,2684348000.0,389155000.0,268974000.0,890873000.0,1793475000.0,,15014000.0,,370388000.0,227254000.0,3378000.0,139012000.0,2.0,83389824.0,410128000.0,140293000.0,0.0,,18.9813,1.9073,2.0,510681000.0,0.12671155159676048,0.08465891903732303,,0.1379806195023894,0.2065197451874155,,0.0,1.4468127030865436,290814000.0,468813000.0,672006000.0,3810000.0,3.0,3.0,0.0,123.04803149606299,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2016-12-31,2696247000.0,382622000.0,288636000.0,845089000.0,1851158000.0,,10171000.0,,-219085000.0,-133447000.0,-2476000.0,-83086000.0,0.0,-167901421.0,-305169000.0,-86450000.0,0.0,1.3256,24.1885,2.3915,0.0,-305535000.0,-0.07208839007799442,-0.049493610934013096,,-0.08125553779012086,-0.11835024346922304,,0.0,1.3256211976330048,295765000.0,483835000.0,673702000.0,4332000.0,3.0,3.0,0.0,111.68859649122807,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2017-03-31,2745010000.0,425074000.0,334785000.0,835647000.0,1909363000.0,,47551000.0,,108122000.0,65792000.0,595000.0,41361000.0,0.0,82444458.0,110809000.0,50287000.0,0.0,,23.4228,2.3229,0.0,158409000.0,0.03445756516702167,0.023967854397616038,,0.03938856324749272,0.056627262600144654,,0.0,1.2696924892094927,301272000.0,492409000.0,687791000.0,3744000.0,3.0,3.0,0.0,131.51949786324786,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2017-06-30,2840198000.0,444612000.0,344410000.0,847207000.0,1992991000.0,,33833000.0,,268554000.0,164210000.0,1237000.0,103233000.0,1.0,82436170.0,238514000.0,100736000.0,0.0,,24.6676,2.5147,1.0,369290000.0,0.0823937488929955,0.057816391674101596,,0.09455467541347469,0.1347492286718806,,0.0,1.2909381260706716,323809000.0,527979000.0,732845000.0,2734000.0,3.0,3.0,0.0,193.11594732991952,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2017-09-30,2956170000.0,513095000.0,355649000.0,869154000.0,2087016000.0,,78091000.0,,432429000.0,266524000.0,1792000.0,165444000.0,3.0,82417557.0,388013000.0,152670000.0,0.0,,26.9682,2.8123,3.0,585099000.0,0.12770577705202069,0.09015854974510938,,0.14628015303585382,0.20719965730976667,,0.0,1.442700527767546,363079000.0,590020000.0,807263000.0,1148000.0,4.0,4.0,0.0,513.9547038327526,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2017-12-31,3068424000.0,584653000.0,351049000.0,791570000.0,2276854000.0,,127462000.0,,-233219000.0,-32752000.0,-1470000.0,-197980000.0,1.0,-164891117.0,-201042000.0,-97930000.0,0.0,1.6654,23.8793,3.2979,1.0,-331149000.0,-0.014384760726862593,-0.010673883400729495,,-0.07600611910218405,-0.10243037102949948,,0.0,1.6654455645793038,463774000.0,575886000.0,781649000.0,2154000.0,5.0,5.0,0.0,267.3565459610028,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2018-03-31,3144004000.0,615450000.0,345285000.0,785253000.0,2358751000.0,,159937000.0,,149340000.0,109333000.0,11000.0,38153000.0,1.0,82356048.0,211247000.0,53481000.0,0.0,,22.9767,3.303,1.0,202821000.0,0.04635207361862274,0.03477508298335498,,0.047499939567506914,0.06331316870665873,,0.0,1.7824405925539772,507315000.0,617104000.0,826061000.0,1570000.0,6.0,6.0,0.0,393.059872611465,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2018-06-30,3321082000.0,647585000.0,366362000.0,839031000.0,2482051000.0,,140571000.0,,369821000.0,,22000.0,96191000.0,3.0,82262285.0,424691000.0,109716000.0,0.0,,21.417,3.2927,3.0,479537000.0,,,,0.11135557628507818,0.14899814709689688,,0.0,1.7676096320033192,,718371000.0,936308000.0,355000.0,8.0,8.0,0.0,2023.5802816901407,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2018-09-30,3489312000.0,696315000.0,362457000.0,872380000.0,2616932000.0,,177468000.0,,598206000.0,,51000.0,151953000.0,5.0,82165731.0,675418000.0,167802000.0,0.0,,20.5915,3.3905,5.0,766008000.0,,,,0.1714395273337552,0.22859057858591664,,0.0,1.9210968473501684,,884148000.0,1117217000.0,-1386000.0,10.0,10.0,0.0,637.91341991342,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2018-12-31,3545283000.0,706229000.0,356732000.0,864800000.0,2680483000.0,,190282000.0,,-300316000.0,,105000.0,-76452000.0,-2.0,-164764283.0,-411240000.0,-100642000.0,0.0,1.9797,16.668,2.4966,-2.0,-400958000.0,,,,-0.08470861141409586,-0.11203801702902051,,0.0,1.9797186683560768,,817051000.0,1047408000.0,189000.0,7.0,7.0,0.0,4323.021164021164,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2019-03-31,3704042000.0,783878000.0,358155000.0,933671000.0,2770371000.0,45000000.0,280627000.0,990782000.0,178426000.0,,122000.0,47064000.0,1.64,81143554.0,206175000.0,63073000.0,45000000.0,,19.2323,2.9468,1.64,241499000.0,,,0.1800860330526796,0.048170620095560474,0.0633756616801125,0.24374584923827844,0.016243311816359615,2.188655749605618,,846137000.0,1086086000.0,300000.0,7.64,7.64,0.041433183007607136,2820.4566666666665,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2019-06-30,3758703000.0,741420000.0,386105000.0,960218000.0,2798485000.0,,228960000.0,,412915000.0,,282000.0,108566000.0,3.0,80893083.0,461883000.0,125644000.0,0.0,,18.9594,2.9347,3.0,538559000.0,,,,0.10985571352671387,0.14754947766380738,,0.0,1.9202548529545072,,889231000.0,1145108000.0,560000.0,7.64,7.64,0.0,1587.9125,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2019-09-30,3892418000.0,806978000.0,396862000.0,982890000.0,2909528000.0,,322286000.0,,630442000.0,,285000.0,162861000.0,5.0,80588557.0,747515000.0,189137000.0,0.0,,21.5526,3.2952,5.0,819579000.0,,,,0.1619666746993771,0.21668188104737263,,0.0,2.03339699946077,,921467000.0,1198679000.0,794000.0,7.64,7.64,0.0,1160.5377833753148,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2019-12-31,3995568000.0,866834000.0,366085000.0,914851000.0,3080717000.0,,403571000.0,,-403077000.0,,-312000.0,-110060000.0,-1.9800000000000004,-162218795.0,-431685000.0,-124173000.0,0.0,2.3678,24.6116,3.6867,-1.9800000000000004,-527250000.0,,,,-0.10088102617700412,-0.13083869761487343,,0.0,2.367848996817679,,818706000.0,1072387000.0,377000.0,7.66,7.66,0.0,2171.633952254642,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2020-03-31,3934986000.0,831006000.0,428295000.0,918937000.0,3016049000.0,,356972000.0,987364000.0,183170000.0,,100000.0,47524000.0,1.11,119805572.0,204018000.0,65435000.0,0.0,,25.4994,3.8219,1.11,248605000.0,,,0.18551415688641676,0.046549085562184976,0.06073177193076107,0.2517865751637694,0.0,1.9402654712289427,,823450000.0,1079493000.0,355000.0,7.13,7.13,0.0,2319.5774647887324,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2020-06-30,4080028000.0,968570000.0,494174000.0,1097560000.0,2982468000.0,,518624000.0,,382336000.0,,865000.0,98724000.0,2.0,119082728.0,516216000.0,131170000.0,0.0,,33.9546,5.0753,2.0,513506000.0,,,,0.09370916081948458,0.12819450200303908,,0.0,1.9599776596907161,,792871000.0,1054440000.0,938000.0,6.13,6.13,0.0,845.2782515991471,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2020-09-30,4273688000.0,1138496000.0,449288000.0,1102855000.0,3170833000.0,,420396000.0,,652580000.0,,1936000.0,165191000.0,4.0,118696836.0,686458000.0,,0.0,,33.8626,5.3728,4.0,652580000.0,,,,0.15269715524390176,0.20580711756185205,,0.0,2.5340004629547193,,815009000.0,887441000.0,2589000.0,5.13,5.13,0.0,314.79683275395905,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2020-12-31,4369410000.0,1243339000.0,373130000.0,1043122000.0,3326288000.0,99931000.0,401430000.0,3027765000.0,-311204000.0,,-119000.0,-82757000.0,-1.4300000000000006,-239091933.0,-473668000.0,,99931000.0,3.3322,34.044,5.7036,-1.4300000000000006,-311204000.0,,,-0.1027834062418979,-0.07122334594373153,-0.09083015417286519,-0.1027834062418979,0.030042798458822566,3.332187173371211,,906882000.0,1103487000.0,2782000.0,5.68,5.68,0.09055929068489253,325.9820273184759,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2021-03-31,4351863000.0,1223261000.0,513862000.0,1159946000.0,3191917000.0,99935000.0,351900000.0,1126515000.0,269657000.0,,507000.0,69949000.0,1.7,117255740.0,310308000.0,,99935000.0,,37.7324,6.7109,1.7,269657000.0,,,0.23937275579996717,0.061963577437984606,0.08191650171392882,0.23937275579996717,0.03130877150001081,2.3805243431115746,,993369000.0,1124539000.0,3189000.0,6.27,6.27,0.0888675270488618,311.4985888993415,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2021-06-30,4534446000.0,1311115000.0,482018000.0,1132068000.0,3402378000.0,,484204000.0,,635701000.0,,972000.0,164761000.0,4.01,116906572.0,508291000.0,,0.0,,34.1978,6.4297,4.01,635701000.0,,,,0.1401937524451719,0.18684020411606236,,0.0,2.7200540228788137,,1246734000.0,1246734000.0,3296000.0,8.28,8.28,0.0,378.25667475728153,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2021-09-30,4613120000.0,1278852000.0,534291000.0,1193222000.0,3419898000.0,,339761000.0,,1019111000.0,,1343000.0,261078000.0,6.48,116655504.0,872615000.0,,0.0,,35.0321,6.7325,6.48,1019111000.0,,,,0.22091577934239734,0.29799456007167463,,0.0,2.393549582530868,,1613265000.0,1613265000.0,2703000.0,10.76,10.76,0.0,596.8423973362931,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2021-12-31,4821544000.0,1383787000.0,464234000.0,1141737000.0,3679807000.0,,462564000.0,,-532867000.0,,-1095000.0,-141740000.0,-3.3000000000000007,-234407827.0,-478608000.0,,0.0,2.9808,39.8479,7.8415,-3.3000000000000007,-532867000.0,,,,-0.1105179170821629,-0.14480840978888296,,0.0,2.980796322544234,,1391602000.0,1391602000.0,1727000.0,8.89,8.89,0.0,805.7915460335843,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2022-03-31,4722650000.0,1280957000.0,578596000.0,1219343000.0,3503307000.0,99951000.0,262122000.0,1497280000.0,405618000.0,,73000.0,105318000.0,2.6,115172776.0,388725000.0,,99951000.0,,29.9429,6.0383,2.6,405618000.0,,,0.27090323787134,0.08588779604671107,0.11256979100580641,0.27090323787134,0.028530471351782757,2.2139057304233005,,1527563000.0,1527563000.0,1293000.0,9.79,9.79,0.065431671230581,1181.4098994586234,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2022-06-30,4793867000.0,1209090000.0,628178000.0,1238038000.0,3555829000.0,,196134000.0,,914323000.0,,286000.0,237453000.0,5.9,114484894.0,816053000.0,,0.0,,23.4037,4.8619,5.9,914323000.0,,,,0.19072765264451433,0.25713356857149205,,0.0,1.9247569956286275,,1806185000.0,1806185000.0,607000.0,11.68,11.68,0.0,2975.5930807248765,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2022-09-30,4811393000.0,1111197000.0,639327000.0,1253223000.0,3558170000.0,,216727000.0,,1410403000.0,,1283000.0,356117000.0,9.0,113746887.0,1330234000.0,,0.0,,20.8748,4.5002,9.0,1410403000.0,,,,0.29313818264273983,0.39638437736252063,,0.0,1.738073004894209,,2197477000.0,2197477000.0,547000.0,14.2,14.2,0.0,4017.325411334552,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2022-12-31,4838610000.0,933740000.0,529793000.0,1185693000.0,3652917000.0,,186312000.0,,-889712000.0,,-79000.0,-234698000.0,-5.5,-230326737.0,-843430000.0,,0.0,1.7625,22.7661,5.0083,-5.5,-889712000.0,,,,-0.1838776012119183,-0.24356206286647084,,0.0,1.7624619426832744,,1840632000.0,1840632000.0,1563000.0,12.0,12.0,0.0,1177.6276391554702,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2023-03-31,4957088000.0,896950000.0,569520000.0,1210589000.0,3746499000.0,,207624000.0,,383049000.0,,200000.0,99111000.0,2.0,110679000.0,415367000.0,,0.0,,27.506,6.0396,2.0,383049000.0,,,,0.07727298768954677,0.10224185299395516,,0.0,1.5749227419581402,,1818063000.0,1818063000.0,1690000.0,11.4,11.4,0.0,1075.7769230769231,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
2023-06-30,4978932000.0,730609000.0,503018000.0,1146897000.0,3832035000.0,,55141000.0,,774643000.0,,289000.0,198675000.0,5.0,110438000.0,703207000.0,,0.0,,31.7062,6.8133,5.0,774643000.0,,,,0.1555841694564216,0.2021492496806527,,0.0,1.4524510057294173,,1678383000.0,1678383000.0,1693000.0,10.5,10.5,0.0,991.3662138216184,1.2130715,221.625,126.01,2.38402,41268.348,40.3128,7.6052,7.5083
