report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-09-30,4033736000.0,2520179000.0,1523975000.0,4213662000.0,-95461000.0,,1081804000.0,,4215889000.0,-83323000.0,282635000.0,9233000.0,107980000.0,2.0,126443000.0,,3617000.0,0.0,,23.004,1.5171,2.0,-79706000.0,-2.9607378929615233,0.07006779819006499,0.06704042729777752,-0.01976404027715151,-0.020656532802345022,0.8728485978567163,-0.018906095487808146,-0.0,1.6536878885808495,4463854000.0,363322000.0,-431451000.0,-480178000.0,-220876000.0,2.0,2.0,-0.0,-1.9533629728897661,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2015-12-31,4935000.0,4935000.0,7000.0,569152000.0,-564217000.0,,4791000.0,,-1271869000.0,166036000.0,-153177000.0,73322000.0,-176215000.0,0.0,-255262000.0,,-2526000.0,0.0,1.5132,21.8218,1.473,0.0,163510000.0,0.2714859708232825,-31.03890577507599,0.12043457305744538,-0.13054489102258174,33.64457953394123,-0.29427684738318766,-0.12855883742743945,-0.0,705.0,5737619000.0,387205000.0,-715000.0,4153000.0,101792000.0,3.0,3.0,0.0,-0.007024127632819868,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2016-03-31,3982939000.0,2437156000.0,1578138000.0,4188880000.0,-105758000.0,,1053212000.0,,1490085000.0,-25272000.0,106668000.0,25959000.0,42577000.0,0.0,121438000.0,,1237000.0,0.0,,19.0862,1.323,0.0,-24035000.0,-1.008604550010401,0.0267812286354373,0.07158517802675686,-0.016960106302660587,-0.0063450632811599674,0.23896064600313924,-0.016129952318156348,-0.0,1.5443237536894745,7225225000.0,407475000.0,589000.0,5449000.0,102411000.0,3.0,3.0,0.0,0.0057513353057777,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2016-06-30,3962798000.0,2436598000.0,1600288000.0,4191499000.0,-139094000.0,,955684000.0,,3042758000.0,-62188000.0,193427000.0,48442000.0,79387000.0,1.0,121479000.0,,2254000.0,0.0,,19.0931,1.3051,1.0,-59934000.0,-1.3906207313040102,0.04881071404598468,0.06356962992127536,-0.020438036807396448,-0.015692952302893057,0.44709333256646583,-0.019697261497628137,-0.0,1.5225996820572296,7476863000.0,429553000.0,-4747000.0,-165000.0,156956000.0,3.0,3.0,-0.0,-0.030244144855883177,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2016-09-30,4128802000.0,2643132000.0,1619948000.0,4210729000.0,-313432000.0,,1209677000.0,,4539931000.0,497309000.0,292594000.0,72947000.0,117912000.0,2.0,121371000.0,,98368000.0,0.0,,24.2877,1.5919,2.0,595677000.0,-0.9335166798540034,0.07086656129308211,0.06444899713233528,0.10954109214435197,0.12044874033678535,-1.5866567548942034,0.13120838180139743,-0.0,1.6316153358009022,7800905000.0,439512000.0,575885000.0,675218000.0,220670000.0,3.0,3.0,0.0,2.6097113336656546,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2016-12-31,21208000000.0,3337000000.0,2705000000.0,12348000000.0,8633000000.0,,1198000000.0,,-2194774000.0,232151000.0,-477689000.0,-3348000.0,105124000.0,-3.0,-212288000.0,,187141000.0,0.0,1.2336,164.5413,2.7535,-3.0,419292000.0,-0.055332908606509905,-0.022524000377216146,0.21764837746392113,-0.10577444420245546,0.010946388155413052,0.026891115487084442,-0.19104108213419696,0.0,1.233641404805915,6878000000.0,115000000.0,642000000.0,931000000.0,144000000.0,0.0,0.0,0.0,4.458333333333333,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2017-03-31,21183000000.0,3117000000.0,2596000000.0,13383000000.0,7571000000.0,,862000000.0,,2322000000.0,168000000.0,74000000.0,75000000.0,12000000.0,0.0,234900000.0,,232000000.0,0.0,,175.2675,2.4521,0.0,400000000.0,0.009774138158763703,0.0034933673228532314,0.03186907838070629,0.07235142118863049,0.007930887976207337,0.022189935279355436,0.17226528854435832,0.0,1.200693374422188,7709915000.0,82332000.0,835272000.0,1355035000.0,193041000.0,0.0,0.0,0.0,4.326915007692667,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2017-06-30,21782000000.0,3259000000.0,2660000000.0,14008000000.0,7539000000.0,8858000000.0,902000000.0,,4697000000.0,319000000.0,149000000.0,156000000.0,5000000.0,0.0,228600000.0,,477000000.0,8858000000.0,,231.0526,2.2591,0.0,796000000.0,0.019763894415705002,0.0068405105132678355,0.031722375984671064,0.06791569086651054,0.014645119823707649,0.019454778313106057,0.16946987438790717,1.1749568908343282,1.225187969924812,9364157000.0,37905000.0,1216460000.0,2210969000.0,300599000.0,-1.0,-1.0,4.0063881492684885,4.0467865827896965,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2017-09-30,22445000000.0,3492000000.0,2853000000.0,14938000000.0,7264000000.0,9651000000.0,1103000000.0,,7162000000.0,516000000.0,233000000.0,249000000.0,5000000.0,1.0,225400000.0,,733000000.0,9651000000.0,,282.2514,2.1467,1.0,1249000000.0,0.03207599118942731,0.010380931165070172,0.03253281206366936,0.07204691426975705,0.022989529962129652,0.030505468519065916,0.1743926277576096,1.3286068281938326,1.22397476340694,11986226000.0,-21689000.0,1235151000.0,2864292000.0,476652000.0,-2.0,-2.0,3.3694190396789154,2.5913056066060776,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2017-12-31,22742000000.0,3450000000.0,2904000000.0,14384000000.0,8109000000.0,10122000000.0,959000000.0,,-4442000000.0,-284000000.0,853000000.0,-134000000.0,-1009000000.0,4.0,-466300000.0,,-431000000.0,10122000000.0,1.1261,16.2482,2.1386,4.0,-715000000.0,0.105191762239487,0.037507695013631166,-0.1920306168392616,0.06393516434038721,-0.012487907835722453,-0.01557786188360485,0.16096352994146781,1.2482426933037365,1.18801652892562,9739000000.0,1309000000.0,719000000.0,1730000000.0,346000000.0,5.0,5.0,5.850867052023121,2.078034682080925,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2018-03-31,23235000000.0,3724000000.0,3199000000.0,14782000000.0,8196000000.0,10342000000.0,960000000.0,,,183000000.0,69000000.0,96000000.0,19000000.0,0.0,212000000.0,,282000000.0,10342000000.0,,15.9963,2.0123,0.0,465000000.0,0.00841874084919473,0.0029696578437701745,,,0.007876049063912201,0.009871615060955874,,1.2618350414836506,1.1641137855579868,,1304000000.0,734000000.0,1795000000.0,367000000.0,5.0,5.0,5.761559888579387,2.0,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2018-06-30,22626000000.0,3587000000.0,3166000000.0,15012000000.0,7364000000.0,10627000000.0,879000000.0,,5130000000.0,353000000.0,130000000.0,203000000.0,43000000.0,0.0,210900000.0,493000000.0,564000000.0,10627000000.0,,16.4554,2.025,0.0,917000000.0,0.017653449212384573,0.0057456024043136215,0.025341130604288498,0.06881091617933723,0.015601520374790064,0.01962092157189706,0.1787524366471735,1.4431015752308527,1.132975363234365,,1285000000.0,768000000.0,1916000000.0,414000000.0,5.0,5.0,5.546450939457203,1.855072463768116,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2018-09-30,22498000000.0,3696000000.0,3380000000.0,15038000000.0,7215000000.0,10518000000.0,827000000.0,,7724000000.0,534000000.0,190000000.0,308000000.0,29000000.0,0.0,209600000.0,837000000.0,847000000.0,10518000000.0,,21.652,2.572,0.0,1381000000.0,0.026334026334026334,0.008445195128455863,0.024598653547384774,0.069135163127913,0.023735443150502265,0.03011334799526307,0.17879337131020198,1.4577962577962578,1.093491124260355,,1242000000.0,786000000.0,2048000000.0,473000000.0,4.0,4.0,5.1357421875,1.6617336152219873,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2018-12-31,22549000000.0,3874000000.0,3534000000.0,15595000000.0,6714000000.0,10907000000.0,891000000.0,,-2442000000.0,-329000000.0,-130000000.0,-193000000.0,-32000000.0,1.0,-424300000.0,-76000000.0,-552000000.0,10907000000.0,1.0962,89.7274,2.232,1.0,-881000000.0,-0.019362526064938934,-0.005765222404541221,0.05323505323505324,0.13472563472563473,-0.014590447469954321,-0.01867090403495829,0.3607698607698608,1.6245159368483766,1.0962082625919638,,259000000.0,741000000.0,1882000000.0,414000000.0,1.0,1.0,5.795430393198725,1.789855072463768,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2019-03-31,23109000000.0,3999000000.0,3502000000.0,16244000000.0,6615000000.0,11187000000.0,936000000.0,,2684000000.0,210000000.0,58000000.0,110000000.0,41000000.0,0.29,201700000.0,113000000.0,295000000.0,11187000000.0,,114.9907,2.7075,0.29,505000000.0,0.008767951625094483,0.002509844649270847,0.021609538002980627,0.07824143070044709,0.00908736855770479,0.011796427367711493,0.18815201192250372,1.691156462585034,1.1419189034837236,13096000000.0,248000000.0,768000000.0,1922000000.0,428000000.0,1.29,1.29,5.820499479708637,1.794392523364486,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2019-06-30,23068000000.0,3978000000.0,3495000000.0,16287000000.0,6523000000.0,11299000000.0,938000000.0,,5424000000.0,407000000.0,118000000.0,224000000.0,49000000.0,0.0,201200000.0,504000000.0,589000000.0,11299000000.0,,128.3263,2.9606,0.0,996000000.0,0.018089835965046756,0.005115311253684758,0.021755162241887907,0.07503687315634218,0.017643488815675394,0.02283694310402873,0.1836283185840708,1.7321784455005365,1.1381974248927038,13390000000.0,236000000.0,822000000.0,2001000000.0,449000000.0,1.29,1.29,5.646676661669165,1.8307349665924275,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2019-09-30,22892000000.0,3995000000.0,3576000000.0,16498000000.0,6131000000.0,11444000000.0,863000000.0,,8193000000.0,611000000.0,175000000.0,338000000.0,48000000.0,0.0,200500000.0,834000000.0,888000000.0,11444000000.0,,119.9291,2.6893,0.0,1499000000.0,0.02854346762355244,0.007644591997204264,0.021359697302575368,0.07457585743927743,0.02669054691595317,0.03476529160739687,0.18296106432320272,1.866579677051052,1.1171700223713648,13859000000.0,221000000.0,899000000.0,2119000000.0,479000000.0,1.29,1.29,5.400660689004248,1.8768267223382047,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2019-12-31,23251000000.0,4126000000.0,3945000000.0,16988000000.0,6003000000.0,11545000000.0,837000000.0,,-5213000000.0,-451000000.0,-160000000.0,-225000000.0,-22000000.0,-0.29,-403800000.0,-34000000.0,-570000000.0,11545000000.0,1.0459,156.967,2.7039,-0.29,-1021000000.0,-0.026653339996668333,-0.006881424454862156,0.030692499520429694,0.0865144830232112,-0.019397015182142704,-0.02570093457943925,0.19585651256474199,1.9232050641345995,1.0458808618504436,11088000000.0,191000000.0,777000000.0,1979000000.0,447000000.0,0.0,0.0,5.833754421424962,1.738255033557047,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2020-03-31,23078000000.0,4277000000.0,3907000000.0,17276000000.0,5542000000.0,11894000000.0,927000000.0,191000000.0,2754000000.0,193000000.0,82000000.0,106000000.0,17000000.0,0.0,195700000.0,163000000.0,316000000.0,11894000000.0,,96.7312,1.8639,0.0,509000000.0,0.014796102490075786,0.0035531675188491202,0.029774872912127815,0.070079883805374,0.008362943062657077,0.011069052534985089,0.18482207697893974,2.1461566221580655,1.0947018172510878,11158000000.0,215000000.0,760000000.0,1983000000.0,443000000.0,-0.29,-0.29,5.99798285426122,1.7155756207674944,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2020-06-30,23183000000.0,4208000000.0,3843000000.0,17331000000.0,5591000000.0,11965000000.0,1109000000.0,,5275000000.0,255000000.0,59000000.0,214000000.0,12000000.0,0.0,195000000.0,635000000.0,624000000.0,11965000000.0,,205.2568,2.4768,0.0,879000000.0,0.010552673940261133,0.002544968295733943,0.011184834123222749,0.04834123222748815,0.010999439244273821,0.014524948735475052,0.16663507109004738,2.140046503308889,1.0949778818631277,11009000000.0,156000000.0,608000000.0,1866000000.0,433000000.0,-0.29,-0.29,6.412111468381565,1.4041570438799076,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2020-09-30,23837000000.0,4645000000.0,4139000000.0,17730000000.0,5846000000.0,12195000000.0,1464000000.0,,8061000000.0,442000000.0,160000000.0,314000000.0,9000000.0,0.0,194900000.0,1209000000.0,943000000.0,12195000000.0,,171.3068,2.7519,0.0,1385000000.0,0.027369141293191925,0.006712254058816126,0.01984865401314973,0.05483190671132614,0.01854260183747955,0.024499750568150323,0.17181491130132737,2.086041737940472,1.1222517516308288,10877000000.0,141000000.0,439000000.0,1752000000.0,409000000.0,-0.29,-0.29,6.960616438356165,1.0733496332518337,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2020-12-31,24564000000.0,5090000000.0,4558000000.0,18284000000.0,6001000000.0,12384000000.0,1814000000.0,,-4731000000.0,-159000000.0,-22000000.0,-218000000.0,34000000.0,1.43,-390600000.0,-48000000.0,-596000000.0,12384000000.0,1.1167,123.1237,3.0242,1.43,-755000000.0,-0.0036660556573904347,-0.0008956196059273734,0.004650179666032551,0.033608116677235254,-0.006472887151929653,-0.008648354636932282,0.1595857112661171,2.0636560573237794,1.1167178587099604,11359000000.0,279000000.0,731000000.0,2018000000.0,416000000.0,1.43,1.43,6.136769078295342,1.7572115384615385,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2021-03-31,24467000000.0,5579000000.0,4868000000.0,18230000000.0,5953000000.0,12092000000.0,2305000000.0,,3409000000.0,342000000.0,212000000.0,99000000.0,44000000.0,1.09,194900000.0,867000000.0,323000000.0,12092000000.0,,90.5572,3.0829,1.09,665000000.0,0.035612296321182596,0.00866473208811869,0.062188325022000585,0.10032267527134058,0.01397801119875751,0.018952618453865335,0.19507186858316222,2.0312447505459432,1.1460558751027117,12014000000.0,409000000.0,880000000.0,2174000000.0,409000000.0,2.52,2.52,5.562097516099356,2.15158924205379,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2021-06-30,23937000000.0,5068000000.0,4819000000.0,18177000000.0,5760000000.0,12140000000.0,1807000000.0,,6847000000.0,628000000.0,387000000.0,193000000.0,92000000.0,1.99,194900000.0,1406000000.0,666000000.0,12140000000.0,,76.5129,3.5916,1.99,1294000000.0,0.0671875,0.016167439528763004,0.05652110413319702,0.09171900102234555,0.02623553494589965,0.035083798882681566,0.1889878779027311,2.107638888888889,1.0516704710520854,13586000000.0,737000000.0,1253000000.0,2589000000.0,388000000.0,4.51,4.51,4.6890691386635766,3.229381443298969,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2021-09-30,24033000000.0,4534000000.0,4847000000.0,18204000000.0,5829000000.0,12081000000.0,1470000000.0,,10238000000.0,930000000.0,648000000.0,285000000.0,104000000.0,3.32,195000000.0,2250000000.0,1002000000.0,12081000000.0,,59.842,3.3909,3.32,1932000000.0,0.11116829644879053,0.026962925976781925,0.06329361203360032,0.09083805430748193,0.03869679191112221,0.051926298157453935,0.1887087321742528,2.0725681935151825,0.9354239735919125,15763000000.0,1225000000.0,1741000000.0,3136000000.0,359000000.0,7.83,7.83,3.852359693877551,4.8495821727019495,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2021-12-31,24689000000.0,4763000000.0,5241000000.0,18647000000.0,6042000000.0,12034000000.0,1366000000.0,,-6620000000.0,-507000000.0,-281000000.0,-202000000.0,-77000000.0,-1.4500000000000002,-389800000.0,-1581000000.0,-727000000.0,12034000000.0,0.9088,55.6686,3.876,-1.4500000000000002,-1234000000.0,-0.046507778881165175,-0.011381586941552918,0.04244712990936556,0.07658610271903324,-0.02053546113653854,-0.028048240761230362,0.18640483383685802,1.9917245945051307,0.9087960312917382,13874000000.0,966000000.0,1393000000.0,2657000000.0,375000000.0,4.95,4.95,4.529168234851336,3.7146666666666666,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2022-03-31,24969000000.0,4772000000.0,5157000000.0,19050000000.0,5919000000.0,12547000000.0,1387000000.0,,3568000000.0,495000000.0,325000000.0,86000000.0,71000000.0,1.68,193400000.0,508000000.0,255000000.0,12547000000.0,,40.8175,3.1385,1.68,750000000.0,0.054907923635749284,0.013016140013616884,0.09108744394618834,0.13873318385650224,0.019824582482278023,0.02680602187804614,0.2102017937219731,2.119783747254604,0.9253441923598992,14033000000.0,1079000000.0,1546000000.0,2742000000.0,362000000.0,5.54,5.54,4.575857038657914,4.2707182320441985,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2022-06-30,24413000000.0,4911000000.0,5104000000.0,19061000000.0,5352000000.0,12615000000.0,1428000000.0,,7109000000.0,948000000.0,581000000.0,180000000.0,142000000.0,3.02,192200000.0,837000000.0,525000000.0,12615000000.0,,34.9055,2.8643,3.02,1473000000.0,0.1085575485799701,0.02379879572358989,0.08172738781825854,0.1333520889013926,0.0388317699586286,0.05276339956587076,0.20720213813475877,2.3570627802690582,0.9621865203761756,14295000000.0,1273000000.0,1866000000.0,2921000000.0,349000000.0,6.569999999999999,6.569999999999999,4.318726463539884,5.346704871060172,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2022-09-30,24223000000.0,4752000000.0,5253000000.0,18876000000.0,5347000000.0,12243000000.0,1274000000.0,,10671000000.0,1420000000.0,864000000.0,288000000.0,212000000.0,4.52,191300000.0,1700000000.0,773000000.0,12243000000.0,,28.4736,2.3524,4.52,2193000000.0,0.1615859360389003,0.03566857944928374,0.08096710711273546,0.13307093993065316,0.05862197085414689,0.08072768618533258,0.20551026145628337,2.289695156162334,0.9046259280411194,14728000000.0,1489000000.0,2356000000.0,3182000000.0,352000000.0,7.77,7.77,3.8475801382778125,6.693181818181818,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2022-12-31,25337000000.0,4981000000.0,5578000000.0,19572000000.0,5765000000.0,12595000000.0,1216000000.0,,-6938000000.0,-1064000000.0,-679000000.0,-138000000.0,-165000000.0,-3.499999999999999,-386300000.0,-785000000.0,-423000000.0,12595000000.0,0.893,34.882,2.641,-3.499999999999999,-1487000000.0,-0.11777970511708587,-0.026798752812092985,0.09786682040933986,0.15335831651772847,-0.041993921932351894,-0.0579520697167756,0.21432689535889304,2.1847354726799653,0.8929723915381858,14410000000.0,1091000000.0,1799000000.0,2929000000.0,416000000.0,5.72,5.72,4.300102424035507,4.324519230769231,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2023-03-31,25739000000.0,5328000000.0,6657000000.0,19807000000.0,5932000000.0,11833000000.0,1494000000.0,,3652000000.0,471000000.0,289000000.0,141000000.0,71000000.0,1.53,188600000.0,417000000.0,253000000.0,11833000000.0,,34.9707,2.5455,1.53,724000000.0,0.04871881321645313,0.011228097439682972,0.07913472070098576,0.12897042716319826,0.01829907921830685,0.026512806079369546,0.1982475355969332,1.9947741065407958,0.8003605227579991,14494000000.0,1055000000.0,1775000000.0,2903000000.0,471000000.0,5.570000000000001,5.570000000000001,4.076128143300035,3.768577494692144,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2023-06-30,26036000000.0,5329000000.0,6543000000.0,20288000000.0,5748000000.0,12433000000.0,1382000000.0,,7380000000.0,995000000.0,586000000.0,310000000.0,152000000.0,3.12,187600000.0,819000000.0,512000000.0,12433000000.0,,37.5505,2.8033,3.12,1507000000.0,0.10194850382741823,0.02250729758795514,0.07940379403794037,0.1348238482384824,0.03821631587033338,0.054727462735823115,0.20420054200542007,2.1630132219902576,0.8144581996026288,14765000000.0,1060000000.0,1822000000.0,2937000000.0,601000000.0,5.670000000000001,5.670000000000001,4.233231188287368,3.031613976705491,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
2023-09-30,25977000000.0,5208000000.0,6589000000.0,20172000000.0,5805000000.0,12322000000.0,1224000000.0,,11116000000.0,1476000000.0,889000000.0,491000000.0,203000000.0,4.76,186900000.0,1402000000.0,809000000.0,12322000000.0,,31.8134,2.39,4.76,2285000000.0,0.15314384151593455,0.0342225815144166,0.07997481108312343,0.13278157610651314,0.056819494167917775,0.08142549787609643,0.20555955379632962,2.1226528854435833,0.79040825618455,15210000000.0,1085000000.0,1878000000.0,3029000000.0,804000000.0,5.910000000000001,5.910000000000001,4.06800924397491,2.3358208955223883,1.3609295,247.045,134.645,1.51375,28249.959,20.772,5.903,1.7321
