report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,2265200000.0,1107200000.0,499000000.0,1071100000.0,1194100000.0,225100000.0,,266900000.0,,-273100000.0,,158700000.0,-6100000.0,-42300000.0,-1.9499999999999993,70000000.0,-25700000.0,225100000.0,2.2015,18.3481,1.5015,-1.9499999999999993,,0.13290344192278702,0.07006003884866678,,,,,,,0.18851017502721715,2.2188376753507013,,,652000000.0,9200000.0,3.4100000000000006,3.4100000000000006,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2013-03-31,2267100000.0,1105800000.0,477100000.0,1031400000.0,1235700000.0,210500000.0,,306900000.0,,179300000.0,,,1500000.0,18100000.0,0.42,35800000.0,14100000.0,210500000.0,,22.6481,1.7178,0.42,,,,,,,,,,0.1703487901594238,2.3177530915950535,,,682200000.0,7700000.0,2.8100000000000005,2.8100000000000005,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2013-06-30,2295200000.0,1125600000.0,490100000.0,1038700000.0,1256500000.0,200700000.0,,366100000.0,,377300000.0,,,3100000.0,37300000.0,0.0,105000000.0,28000000.0,200700000.0,,22.0282,1.6942,0.0,,,,,,,,,,0.15972940708316752,2.296674148133034,,,749900000.0,5600000.0,1.0400000000000005,1.0400000000000005,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2013-09-30,2348900000.0,1165000000.0,535200000.0,1096300000.0,1252600000.0,213400000.0,,374100000.0,,573900000.0,,,4500000.0,52400000.0,1.0,188000000.0,42200000.0,213400000.0,,25.1151,1.9732,1.0,,,,,,,,,,0.1703656394699026,2.1767563527653215,,,857400000.0,3000000.0,-0.5299999999999994,-0.5299999999999994,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2013-12-31,2391500000.0,1205600000.0,590900000.0,1062800000.0,1328700000.0,177700000.0,,380700000.0,,,,,,,,-49200000.0,-24600000.0,177700000.0,2.0403,28.9961,2.2846,,,,,,,,,,,0.13373974561601565,2.0402775427314266,,,,,,,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2014-03-31,2381200000.0,1198200000.0,536500000.0,1037800000.0,1343400000.0,213000000.0,,369800000.0,,195900000.0,,,1400000.0,18200000.0,0.0,11800000.0,14800000.0,213000000.0,,23.7084,1.9149,0.0,,,,,,,,,,0.15855292541313087,2.23336439888164,,,,,,,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2014-06-30,2430700000.0,1233900000.0,550000000.0,1074000000.0,1356700000.0,236200000.0,,393700000.0,,412100000.0,,,2800000.0,39500000.0,1.0,89800000.0,29600000.0,236200000.0,,23.3245,2.0031,1.0,,,,,,,,,,0.17409891648853837,2.2434545454545454,,,,,,,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2014-09-30,2486800000.0,1294800000.0,587300000.0,1111600000.0,1375200000.0,240700000.0,,400500000.0,,627400000.0,,154600000.0,4300000.0,58200000.0,1.0,163800000.0,44400000.0,240700000.0,,21.6078,1.8604,1.0,,0.11242001163467132,0.062168248351294836,,,,,,,0.17502908667830133,2.204665418014643,,,,,,,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2014-12-31,2515300000.0,1319000000.0,605200000.0,1134000000.0,1381300000.0,210100000.0,,319400000.0,,-376100000.0,,53200000.0,-2800000.0,-37000000.0,0.0,-1500000.0,-29000000.0,210100000.0,2.1794,24.3084,2.144,0.0,,0.03851444291609354,0.021150558581481335,,,,,,,0.152103091290813,2.1794448116325182,,,859300000.0,5700000.0,2.0,2.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2015-03-31,2565300000.0,1376300000.0,595800000.0,1160200000.0,1405100000.0,255300000.0,,284100000.0,,229200000.0,,58400000.0,1900000.0,24400000.0,0.0,-3400000.0,15600000.0,255300000.0,,26.7323,2.4224,0.0,,0.0415628780869689,0.022765368572876466,,,,,,,0.18169525300690342,2.3100033568311513,,,892600000.0,6200000.0,2.0,2.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2015-06-30,2589800000.0,1400000000.0,579100000.0,1153300000.0,1436500000.0,266200000.0,,248100000.0,,492500000.0,,129500000.0,4400000.0,56500000.0,1.0,58200000.0,31600000.0,266200000.0,,27.521,2.5886,1.0,,0.0901496693351897,0.05000386130203104,,,,,,,0.1853115210581274,2.4175444655499914,,395700000.0,973000000.0,7800000.0,2.0,2.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2015-09-30,2600200000.0,1413800000.0,624100000.0,1177800000.0,1422400000.0,247700000.0,,282900000.0,,749200000.0,,203100000.0,6000000.0,90100000.0,2.0,231300000.0,47300000.0,247700000.0,,22.6062,2.2956,2.0,,0.14278683914510687,0.07810937620183063,,,,,,,0.17414229471316087,2.265342092613363,,444200000.0,1094800000.0,9500000.0,3.0,3.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2015-12-31,2646500000.0,1455300000.0,653200000.0,1204200000.0,1442300000.0,236100000.0,,323600000.0,,-461100000.0,,-108100000.0,-4900000.0,-51400000.0,0.0,58300000.0,-31500000.0,236100000.0,2.1483,23.8361,2.6585,0.0,,-0.07494973306524301,-0.040846400906858114,,,,,,,0.1636968730499896,2.227954684629516,,282900000.0,1009800000.0,7400000.0,3.0,3.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2016-03-31,2650600000.0,1425900000.0,602000000.0,1172100000.0,1478500000.0,274100000.0,,305500000.0,,262700000.0,,73500000.0,1700000.0,30100000.0,0.0,26500000.0,16200000.0,274100000.0,,22.5036,2.6248,0.0,,0.04971254649983091,0.027729570663246057,,,,,,,0.18539059857964152,2.3686046511627907,,298000000.0,1043300000.0,7200000.0,3.0,3.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2016-06-30,2672200000.0,1449000000.0,615600000.0,1191500000.0,1480700000.0,274600000.0,,287400000.0,,546400000.0,,160600000.0,3600000.0,67100000.0,1.0,155100000.0,32100000.0,274600000.0,,24.5654,3.0032,1.0,,0.10846221381778888,0.060100291894319285,,,,,,,0.185452826365908,2.353801169590643,,329100000.0,1097200000.0,6400000.0,3.0,3.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2016-09-30,2824400000.0,1507600000.0,682100000.0,1298800000.0,1525600000.0,328900000.0,,269300000.0,,829700000.0,,243800000.0,5700000.0,102300000.0,1.0,263600000.0,48700000.0,328900000.0,,26.6349,3.2807,1.0,,0.15980597797587834,0.08631921824104234,,,,,,,0.21558730991085476,2.210233103650491,,369800000.0,1177700000.0,6100000.0,2.0,2.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2016-12-31,2891000000.0,1562000000.0,765600000.0,1375700000.0,1515300000.0,316400000.0,,330400000.0,,-519500000.0,,-151400000.0,-3700000.0,-63500000.0,-1.0,1400000.0,-31900000.0,316400000.0,2.0402,25.3013,3.0756,-1.0,,-0.09991420840757606,-0.05236942234520927,,,,,,,0.20880353725334916,2.0402298850574714,,326500000.0,1119300000.0,7300000.0,1.0,1.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2017-03-31,2940200000.0,1605500000.0,720500000.0,1373800000.0,1566400000.0,362200000.0,,293400000.0,,302300000.0,,87700000.0,2200000.0,32700000.0,0.0,,16900000.0,362200000.0,,26.0462,3.1818,0.0,,0.05598825331971399,0.029827902863750765,,,,,,,0.2312308478038815,2.2283136710617626,,340700000.0,1158900000.0,7800000.0,1.0,1.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2017-06-30,2984000000.0,1640300000.0,705800000.0,1370300000.0,1613700000.0,367700000.0,,306600000.0,,608200000.0,,180100000.0,4700000.0,68300000.0,1.0,,34300000.0,367700000.0,,28.1707,3.4078,1.0,,0.11160686620809321,0.06035522788203753,,,,,,,0.2278614364503935,2.3240294701048456,,360200000.0,1220700000.0,8900000.0,1.0,1.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2017-09-30,3104600000.0,1698100000.0,731700000.0,1438700000.0,1665900000.0,442200000.0,,321900000.0,,914900000.0,,273800000.0,7200000.0,106200000.0,1.0,,51900000.0,442200000.0,,29.0339,3.5372,1.0,,0.16435560357764573,0.08819171551890742,,,,,,,0.2654421033675491,2.320759874265409,,390200000.0,1305900000.0,10400000.0,1.0,1.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2017-12-31,3197300000.0,1766800000.0,788500000.0,1548500000.0,1648800000.0,402900000.0,,346600000.0,,-586700000.0,,-245100000.0,-4000000.0,17100000.0,-1.0,,-33000000.0,402900000.0,2.2259,35.6789,3.5301,-1.0,,-0.14865356622998543,-0.07665843055077722,,,,,,,0.2443595342066958,2.240710209258085,,296500000.0,1238700000.0,10100000.0,1.0,1.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2018-03-31,3106900000.0,1669100000.0,766900000.0,1398500000.0,1708400000.0,285800000.0,,241900000.0,,321500000.0,,98800000.0,2300000.0,26600000.0,0.0,,17900000.0,285800000.0,,34.357,3.471,0.0,,0.057831889487239524,0.03180018668125784,,,,,,,0.1672910325450714,2.1764245664363018,,307600000.0,1257900000.0,10200000.0,1.0,1.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2018-06-30,3085300000.0,1653300000.0,768700000.0,1355000000.0,1730300000.0,245400000.0,,260000000.0,,662500000.0,,213300000.0,4600000.0,58200000.0,1.0,173200000.0,35400000.0,245400000.0,,30.043,3.1547,1.0,,0.12327342079408195,0.06913428191747967,,,,,,,0.1418251170317286,2.1507740340835175,,340800000.0,1312200000.0,10100000.0,1.0,1.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2018-09-30,3025200000.0,1598700000.0,738900000.0,1269000000.0,1756200000.0,193300000.0,,233000000.0,2375400000.0,968500000.0,,317900000.0,6600000.0,85100000.0,1.0,289200000.0,53200000.0,193300000.0,,26.9785,2.9227,1.0,,0.18101582963216034,0.10508396139098242,0.133830091774017,0.4077208049170666,,,,,0.11006719052499715,2.163621599675193,,384900000.0,1365800000.0,9500000.0,1.0,1.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2018-12-31,3071500000.0,1638500000.0,785300000.0,1354500000.0,1717000000.0,221400000.0,,259700000.0,812500000.0,-647000000.0,,-185800000.0,-5100000.0,-56300000.0,0.0,-13500000.0,-34600000.0,221400000.0,2.0865,16.337,2.2764,0.0,,-0.10821199767035528,-0.06049161647403549,-0.22867692307692308,-0.7963076923076923,,,,,0.1289458357600466,2.0864637718069527,,444200000.0,1305500000.0,8400000.0,2.0,2.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2019-03-31,3143500000.0,1658100000.0,737200000.0,1394300000.0,1749200000.0,277600000.0,,337800000.0,748200000.0,292800000.0,111600000.0,89300000.0,2000000.0,22300000.0,0.53,21600000.0,20200000.0,277600000.0,,20.8487,2.8789,0.53,131800000.0,0.0510519094443174,0.02840782567202163,0.11935311414060412,0.3913392141138733,0.1491579791499599,0.03550182917130587,0.055062166962699825,0.17615610799251538,0.15870112051223417,2.2491861096039067,,434700000.0,1276800000.0,8100000.0,2.5300000000000002,2.5300000000000002,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2019-06-30,3175600000.0,1596600000.0,730600000.0,1450500000.0,1725100000.0,351800000.0,,281600000.0,1513600000.0,601500000.0,,191400000.0,5400000.0,52400000.0,1.0,143700000.0,38400000.0,351800000.0,,18.5805,2.5474,1.0,,0.11095008984986378,0.060272074568585465,0.12645348837209303,0.397396934460888,,,,,0.20393020694452496,2.1853271283876268,5449700000.0,412800000.0,1215800000.0,8900000.0,2.5300000000000002,2.5300000000000002,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2019-09-30,3067900000.0,1504400000.0,730400000.0,1411700000.0,1656200000.0,312400000.0,,219400000.0,2241800000.0,885700000.0,,278700000.0,8500000.0,77900000.0,1.0,280000000.0,58100000.0,312400000.0,,19.3671,2.5681,1.0,,0.16827677816688805,0.09084389973597574,0.1243197430636096,0.3950843072531002,,,,,0.18862456225093588,2.0596933187294635,5316100000.0,373600000.0,1133000000.0,10800000.0,2.5300000000000002,2.5300000000000002,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2019-12-31,3058000000.0,1500400000.0,766500000.0,1391200000.0,1666800000.0,277200000.0,,374000000.0,-1510900000.0,-599300000.0,,-189400000.0,-4900000.0,-50500000.0,-0.5300000000000002,10900000.0,-38400000.0,277200000.0,1.9575,21.0018,2.5965,-0.5300000000000002,,-0.11363090952723783,-0.06193590582079791,0.12535574822953208,0.3966510027136144,,,,,0.16630669546436286,1.9574690150032616,2992700000.0,370000000.0,1180700000.0,11000000.0,1.9999999999999998,1.9999999999999998,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2020-03-31,2983000000.0,1442500000.0,699100000.0,1366700000.0,1616300000.0,335600000.0,,416100000.0,636900000.0,239500000.0,67700000.0,51700000.0,2200000.0,16000000.0,0.32,54100000.0,20100000.0,335600000.0,,18.4278,2.1258,0.32,87800000.0,0.03198663614428015,0.017331545424069728,0.08117443868739206,0.37604019469304445,0.1062961218401633,0.022695273214884345,0.03468415390132691,0.13785523630083216,0.20763472127699065,2.0633671863824916,2881400000.0,332400000.0,1127400000.0,11200000.0,1.7899999999999998,1.7899999999999998,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2020-06-30,2984200000.0,1444400000.0,735400000.0,1326100000.0,1658100000.0,274300000.0,,442700000.0,1300800000.0,487000000.0,,119500000.0,4700000.0,35200000.0,0.0,179300000.0,40000000.0,274300000.0,,25.4711,2.7314,0.0,,0.07207044207225137,0.04004423296025736,0.09186654366543666,0.3743849938499385,,,,,0.1654303118026657,1.964101169431602,2668600000.0,260500000.0,1012900000.0,10500000.0,0.7899999999999998,0.7899999999999998,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2020-09-30,2971100000.0,1430300000.0,805900000.0,1224000000.0,1747100000.0,107100000.0,,377900000.0,2060800000.0,784100000.0,,224900000.0,6300000.0,67100000.0,1.0,330400000.0,60700000.0,107100000.0,,26.9533,3.0311,1.0,,0.1287276057466659,0.07569587021641816,0.10913237577639752,0.38048330745341613,,,,,0.0613015854845172,1.774785953592257,2487600000.0,206700000.0,911300000.0,8300000.0,0.7899999999999998,0.7899999999999998,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2020-12-31,3160700000.0,1618000000.0,886300000.0,1312400000.0,1848300000.0,106400000.0,,573100000.0,-1103200000.0,-402400000.0,,-51200000.0,-5900000.0,-19300000.0,0.8,-1700000.0,-40800000.0,106400000.0,1.8256,25.6644,3.0573,0.8,,-0.027701130768814586,-0.016198943272059986,0.046410442349528645,0.36475707034082666,,,,,0.05756641237894281,1.825566963782015,2895300000.0,344900000.0,1108200000.0,7300000.0,2.12,2.12,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2021-03-31,3106800000.0,1558200000.0,836100000.0,1257800000.0,1849000000.0,99600000.0,,578500000.0,769000000.0,288600000.0,126100000.0,97700000.0,1000000.0,28400000.0,0.6,104400000.0,19500000.0,99600000.0,,27.9455,3.6083,0.6,145600000.0,0.05283937263385614,0.03144714819106476,0.1270481144343303,0.3752925877763329,0.16397919375812745,0.040588386764516544,0.06471312737349892,0.18933680104031209,0.053866955110870744,1.8636526731252243,3027400000.0,390900000.0,1157300000.0,6100000.0,2.4,2.4,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2021-06-30,3140200000.0,1585700000.0,907000000.0,1323900000.0,1816300000.0,99600000.0,,444800000.0,1628800000.0,610000000.0,,215900000.0,1900000.0,61500000.0,1.33,196000000.0,39000000.0,99600000.0,,26.201,3.5872,1.33,,0.11886802840940373,0.06875358257435832,0.1325515717092338,0.3745088408644401,,,,,0.054836756042503994,1.7482910694597575,3355400000.0,487300000.0,1280300000.0,3300000.0,3.73,3.73,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2021-09-30,3300000000.0,1738100000.0,982600000.0,1403500000.0,1896500000.0,99600000.0,,486100000.0,2543400000.0,950300000.0,,347500000.0,2900000.0,96300000.0,2.15,376800000.0,58000000.0,99600000.0,,20.7936,2.8778,2.15,,0.1832322699709992,0.1053030303030303,0.13662813556656445,0.37363371864433437,,,,,0.05251779593988927,1.7688784856503155,3838000000.0,609900000.0,1446500000.0,-100000.0,4.88,4.88,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2021-12-31,3474400000.0,1752600000.0,1118800000.0,1642200000.0,1832200000.0,189900000.0,,443300000.0,-1402300000.0,-538000000.0,,-174000000.0,-1500000.0,-47700000.0,-1.06,-36100000.0,-38600000.0,189900000.0,1.5665,28.0519,3.8611,-1.06,,-0.09496779827529746,-0.050080589454294264,0.12408186550666762,0.38365542323325963,,,,,0.10364589018666084,1.5664998212370398,3538900000.0,487100000.0,1310900000.0,4300000.0,3.02,3.02,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2022-03-31,3434900000.0,1721400000.0,1002100000.0,1626000000.0,1808900000.0,288600000.0,,405800000.0,977700000.0,341600000.0,,119800000.0,1500000.0,36800000.0,0.76,16500000.0,20300000.0,288600000.0,,19.7019,2.677,0.76,,0.06622809442202443,0.0348772890040467,0.12253247417408203,0.3493914288636596,,,,,0.15954447454253967,1.7177926354655224,3747600000.0,509200000.0,1363900000.0,4800000.0,3.1799999999999997,3.1799999999999997,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2022-06-30,3321400000.0,1631200000.0,928300000.0,1528900000.0,1792500000.0,291600000.0,,359400000.0,1943600000.0,676000000.0,,246000000.0,3600000.0,75900000.0,1.56,54400000.0,38300000.0,291600000.0,,16.4935,2.2136,1.56,,0.13723849372384936,0.0740651532486301,0.12656925293270221,0.34780819098579957,,,,,0.16267782426778243,1.757190563395454,4062400000.0,539300000.0,1429900000.0,6500000.0,3.41,3.41,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2022-09-30,3231900000.0,1569600000.0,900900000.0,1484100000.0,1747800000.0,281000000.0,,358800000.0,2817800000.0,981000000.0,,355800000.0,6000000.0,110800000.0,2.0,214700000.0,56500000.0,281000000.0,,15.1455,1.9676,2.0,,0.20357020254033642,0.11009003991460131,0.12626872027823124,0.3481439420824757,,,,,0.16077354388373954,1.7422577422577423,4336800000.0,547600000.0,1460600000.0,9600000.0,3.26,3.26,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2022-12-31,3332300000.0,1633700000.0,934200000.0,1584600000.0,1747700000.0,334500000.0,,391200000.0,-1985200000.0,-669000000.0,,-485900000.0,-1700000.0,-235500000.0,-3.3200000000000003,105800000.0,-38200000.0,334500000.0,1.7488,37.1017,2.3295,-3.3200000000000003,,-0.27802254391485953,-0.14581520271284099,0.24476123312512593,0.3369937537779569,,,,,0.19139440407392574,1.748769000214087,3753900000.0,235700000.0,1329600000.0,9400000.0,1.0,1.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2023-03-31,3336300000.0,1643800000.0,895700000.0,1546100000.0,1790200000.0,330800000.0,,406200000.0,966400000.0,374100000.0,,126900000.0,4000000.0,44400000.0,0.0,119900000.0,19200000.0,330800000.0,,42.9811,2.7884,0.0,,0.07088593453245448,0.0380361478284327,0.13131208609271522,0.3871067880794702,,,,,0.18478382303653224,1.8352126828179078,3742600000.0,242800000.0,1362100000.0,11900000.0,0.23999999999999955,0.23999999999999955,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2023-06-30,3248800000.0,1561300000.0,860700000.0,1360400000.0,1888400000.0,196000000.0,,378900000.0,1927200000.0,758800000.0,,283900000.0,8500000.0,96300000.0,1.0,260200000.0,38100000.0,196000000.0,,40.0188,2.9295,1.0,,0.15033891124761703,0.08738611179512436,0.14731216272312161,0.3937318389373184,,,,,0.10379156958271553,1.8139886139189032,3726200000.0,280700000.0,1444900000.0,16800000.0,-0.3200000000000005,-0.3200000000000005,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2023-09-30,3200100000.0,1504500000.0,895600000.0,1317700000.0,1882400000.0,119600000.0,,281000000.0,2864700000.0,1115000000.0,,419300000.0,10900000.0,137300000.0,2.0,439000000.0,57500000.0,119600000.0,,33.2216,2.6152,2.0,,0.22274755631109222,0.1310271554013937,0.1463678570181869,0.3892205117464307,,,,,0.06353591160220995,1.6798794104510943,3773100000.0,344200000.0,1578900000.0,21700000.0,-0.3200000000000003,-0.3200000000000003,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2023-12-31,3213900000.0,1500300000.0,945300000.0,1369500000.0,1844400000.0,117300000.0,,339900000.0,-1905500000.0,-763100000.0,,-273500000.0,-11400000.0,-101100000.0,0.0,-148800000.0,-36500000.0,117300000.0,1.5871,22.0275,3.1822,0.0,,-0.1482867057037519,-0.08509910078098261,0.14353188139595907,0.40047231697717134,,,,,0.06359791802212102,1.5871152015233259,3852800000.0,556600000.0,1484800000.0,12000000.0,3.0,3.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2024-03-31,3182200000.0,1461500000.0,883400000.0,1300400000.0,1881800000.0,109700000.0,,251600000.0,978800000.0,384700000.0,,147600000.0,1000000.0,45100000.0,1.0,106600000.0,19600000.0,109700000.0,,22.7126,3.3923,1.0,,0.07843554044000425,0.04638300546791528,0.15079689415610953,0.39303228442991417,,,,,0.05829524922946115,1.654403441249717,3865200000.0,577300000.0,1495400000.0,9000000.0,4.0,4.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
2024-09-30,3154200000.0,1412500000.0,844200000.0,1237500000.0,1916700000.0,109700000.0,,219300000.0,2905700000.0,1118000000.0,,423900000.0,4300000.0,132000000.0,2.0,359900000.0,59500000.0,109700000.0,,19.2016,2.7675,2.0,,0.22116137110658945,0.13439223891953586,0.14588567298757615,0.3847609870255016,,,,,0.05723378723848281,1.6731817104951434,4843700000.0,717300000.0,1854600000.0,4800000.0,5.0,5.0,1.3792742,81.865,58.83,1.44893,8925.23,16.3406,5.012,2.3302
