report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2013-02-02,3367000000.0,2363000000.0,636000000.0,990000000.0,2377000000.0,133000000.0,880000000.0,-2810000000.0,,,-211000000.0,-1000000.0,-126000000.0,-1.3599999999999999,-308400000.0,-137000000.0,-57000000.0,133000000.0,3.7154,12.8705,0.8265,-1.3599999999999999,,-0.08876735380732015,-0.06266706266706266,0.07508896797153025,,,,,,0.055952881783761045,3.7154088050314464,6182000000.0,397000000.0,,,5000000.0,2.58,2.58,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2013-05-04,3465000000.0,2448000000.0,642000000.0,990000000.0,2475000000.0,132000000.0,1057000000.0,1638000000.0,,,138000000.0,1000000.0,78000000.0,0.9,152700000.0,251000000.0,31000000.0,132000000.0,,12.9325,0.8432,0.9,,0.055757575757575756,0.03982683982683983,0.08424908424908426,,,,,,0.05333333333333334,3.8130841121495327,6242000000.0,407000000.0,,,5000000.0,2.6500000000000004,2.6500000000000004,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2013-08-03,3511000000.0,2385000000.0,730000000.0,1085000000.0,2426000000.0,,789000000.0,3092000000.0,,,204000000.0,2000000.0,118000000.0,1.0,152100000.0,240000000.0,62000000.0,0.0,,13.6962,0.8959,1.0,,0.08408903544929926,0.05810310452862432,0.06597671410090557,,,,,,0.0,3.267123287671233,6389000000.0,424000000.0,,,5000000.0,2.4400000000000004,2.4400000000000004,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2013-11-02,3477000000.0,2320000000.0,643000000.0,1011000000.0,2466000000.0,,764000000.0,,,,,,,,,,,0.0,,12.4888,0.8006,,,,,,,,,,,0.0,3.6080870917573873,,,,,,,,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2014-02-01,3487000000.0,2350000000.0,626000000.0,991000000.0,2496000000.0,136000000.0,858000000.0,1775000000.0,,,87000000.0,2000000.0,38000000.0,0.9500000000000002,-154300000.0,39000000.0,40000000.0,136000000.0,3.754,12.5635,0.8286,0.9500000000000002,,0.03485576923076923,0.024949813593346717,0.049014084507042255,,,,,,0.05448717948717949,3.753993610223642,,,,,,,,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2014-05-03,3669000000.0,2518000000.0,712000000.0,1076000000.0,2593000000.0,,1005000000.0,1868000000.0,,,162000000.0,1000000.0,92000000.0,1.0,147600000.0,,36000000.0,0.0,,15.2417,1.0252,1.0,,0.062475896644812956,0.044153720359771054,0.0867237687366167,,,,,,0.0,3.5365168539325844,,,,,,,,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2014-08-02,3698000000.0,2552000000.0,751000000.0,1116000000.0,2582000000.0,,957000000.0,3509000000.0,,,254000000.0,2000000.0,144000000.0,1.0,147000000.0,,72000000.0,0.0,,14.7204,1.0186,1.0,,0.0983733539891557,0.06868577609518658,0.07238529495582788,,,,,,0.0,3.3981358189081226,,,,,,,,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2014-11-01,3618000000.0,2484000000.0,648000000.0,1016000000.0,2602000000.0,,916000000.0,5240000000.0,,,374000000.0,3000000.0,211000000.0,2.0,146600000.0,,106000000.0,0.0,,16.3079,1.1481,2.0,,0.14373558800922367,0.10337202874516307,0.07137404580152672,,,,,,0.0,3.8333333333333335,12392000000.0,877000000.0,,,8000000.0,4.950000000000001,4.950000000000001,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2015-01-31,3577000000.0,2456000000.0,696000000.0,1081000000.0,2496000000.0,,967000000.0,-3466000000.0,,,-270000000.0,-1000000.0,-158000000.0,-1.0,-295200000.0,712000000.0,-75000000.0,0.0,3.5287,14.5748,1.0598,-1.0,,-0.10817307692307693,-0.07548224769359799,0.07789959607616849,,,,,,0.0,3.528735632183908,7151000000.0,520000000.0,,,5000000.0,3.0000000000000004,3.0000000000000004,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2015-05-02,3631000000.0,2479000000.0,692000000.0,1076000000.0,2555000000.0,,986000000.0,1916000000.0,,,184000000.0,1000000.0,106000000.0,1.0,142100000.0,,35000000.0,0.0,,15.6314,1.1769,1.0,,0.07201565557729941,0.050674745249242634,0.09603340292275574,,,,,,0.0,3.582369942196532,7199000000.0,542000000.0,,,5000000.0,3.0000000000000004,3.0000000000000004,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2015-08-01,3704000000.0,2555000000.0,741000000.0,1125000000.0,2579000000.0,,970000000.0,3611000000.0,,,303000000.0,2000000.0,172000000.0,2.0,141700000.0,,71000000.0,0.0,,17.1815,1.3479,2.0,,0.11748739821636293,0.08180345572354211,0.08391027416228192,,,,,,0.0,3.44804318488529,7301000000.0,591000000.0,,,5000000.0,4.0,4.0,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2015-10-31,3695000000.0,2491000000.0,660000000.0,1148000000.0,2547000000.0,,878000000.0,5405000000.0,,,383000000.0,3000000.0,209000000.0,2.0,141400000.0,,109000000.0,0.0,,17.9799,1.3001,2.0,,0.15037298782881822,0.10365358592692828,0.07086031452358926,,,,,,0.0,3.7742424242424244,7466000000.0,600000000.0,,,5000000.0,4.0,4.0,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2016-01-30,3775000000.0,2606000000.0,700000000.0,1222000000.0,2553000000.0,,1021000000.0,-3520000000.0,,,-329000000.0,-2000000.0,-191000000.0,-2.0,-284400000.0,745000000.0,-67000000.0,0.0,3.7229,17.532,1.2797,-2.0,,-0.12886799843321584,-0.08715231788079471,0.09346590909090909,,,,,,0.0,3.722857142857143,7412000000.0,541000000.0,,,4000000.0,3.0000000000000004,3.0000000000000004,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2016-04-30,3758000000.0,2592000000.0,578000000.0,1083000000.0,2675000000.0,,1062000000.0,1987000000.0,,,191000000.0,,107000000.0,1.0,137800000.0,,39000000.0,0.0,,15.4075,1.1283,1.0,,0.0714018691588785,0.05082490686535391,0.0961248112732763,,,,,,0.0,4.484429065743945,7483000000.0,548000000.0,,,,3.0000000000000004,3.0000000000000004,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2016-07-30,3762000000.0,2585000000.0,675000000.0,1184000000.0,2578000000.0,,945000000.0,3767000000.0,,,318000000.0,1000000.0,178000000.0,2.0,136600000.0,,78000000.0,0.0,,14.5579,1.0695,2.0,,0.12335143522110163,0.08452950558213716,0.08441730820281391,,,,,,0.0,3.8296296296296295,7639000000.0,563000000.0,,,,3.0000000000000004,3.0000000000000004,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2016-10-29,3694000000.0,2517000000.0,543000000.0,1061000000.0,2633000000.0,,865000000.0,5653000000.0,,,475000000.0,2000000.0,248000000.0,3.0,135700000.0,,118000000.0,0.0,,14.0554,1.1615,3.0,,0.18040258260539307,0.12858689767190037,0.08402618078896161,,,,,,0.0,4.6353591160221,7887000000.0,655000000.0,,,,4.0,4.0,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2017-01-28,3840000000.0,2633000000.0,612000000.0,1130000000.0,2710000000.0,,1046000000.0,-3641000000.0,,,-320000000.0,-1000000.0,-193000000.0,-2.0,-275000000.0,,-77000000.0,0.0,4.3023,13.5395,1.1576,-2.0,,-0.11808118081180811,-0.08333333333333333,0.08788794287283713,,,,,,0.0,4.302287581699346,7766000000.0,664000000.0,,,,4.0,4.0,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2017-04-29,3877000000.0,2622000000.0,535000000.0,1055000000.0,2822000000.0,,1049000000.0,2001000000.0,680000000.0,268000000.0,180000000.0,,89000000.0,1.0,132600000.0,,41000000.0,0.0,,15.3662,1.2897,1.0,309000000.0,0.06378454996456413,0.04642765024503482,0.08995502248875563,0.33983008495752126,0.13393303348325838,0.06912561258705184,0.09496810772501772,0.15442278860569716,0.0,4.9009345794392525,7780000000.0,653000000.0,,,,4.0,4.0,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2017-07-29,3946000000.0,2644000000.0,470000000.0,1052000000.0,2894000000.0,,1043000000.0,3702000000.0,,390000000.0,231000000.0,,111000000.0,1.0,132300000.0,251000000.0,83000000.0,0.0,,10.7386,0.8046,1.0,473000000.0,0.07982031789910159,0.058540293968575775,0.06239870340356564,,0.1053484602917342,0.09883426254434871,0.13476157567380787,0.1277687736358725,0.0,5.625531914893617,7715000000.0,566000000.0,,,,3.0000000000000004,3.0000000000000004,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2017-10-28,3813000000.0,2498000000.0,567000000.0,1156000000.0,2657000000.0,,890000000.0,5572000000.0,,495000000.0,333000000.0,,165000000.0,2.0,130300000.0,496000000.0,127000000.0,0.0,,7.2641,0.4934,2.0,622000000.0,0.1253293187805796,0.08733280881195908,0.05976310122038765,,0.08883704235463029,0.12981904012588513,0.1863003387278886,0.11162957645369706,0.0,4.405643738977072,7634000000.0,424000000.0,,,,2.0000000000000004,2.0000000000000004,,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2018-02-03,3961000000.0,2551000000.0,616000000.0,1442000000.0,2519000000.0,125000000.0,849000000.0,-3493000000.0,,-582000000.0,-460000000.0,,-71000000.0,-2.0,-267300000.0,66000000.0,-78000000.0,125000000.0,4.1412,19.474,0.7107,-2.0,-660000000.0,-0.18261214767764986,-0.11613228982580157,0.13169195533924993,,0.16661895219009448,-0.1469325927796011,-0.2201210287443268,0.18894932722588034,0.04962286621675268,4.141233766233766,7782000000.0,284000000.0,571000000.0,744000000.0,,2.0,2.0,0.16801075268817203,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2018-05-05,3963000000.0,2540000000.0,653000000.0,1420000000.0,2543000000.0,125000000.0,1029000000.0,2025000000.0,,224000000.0,165000000.0,,64000000.0,1.0,119100000.0,415000000.0,45000000.0,125000000.0,,17.792,0.6131,1.0,269000000.0,0.06488399528116398,0.041635124905374715,0.08148148148148149,,0.11061728395061729,0.05652283623517537,0.08395802098950525,0.13283950617283952,0.04915454187966968,3.889739663093415,7806000000.0,269000000.0,527000000.0,704000000.0,,2.0000000000000004,2.0000000000000004,0.17755681818181818,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2018-08-04,3832000000.0,2524000000.0,721000000.0,1350000000.0,2482000000.0,124000000.0,950000000.0,3807000000.0,,336000000.0,253000000.0,,91000000.0,2.0,118100000.0,427000000.0,89000000.0,124000000.0,,17.9528,0.6965,2.0,425000000.0,0.10193392425463337,0.06602296450939457,0.06645652744943525,,0.08825847123719464,0.08768267223382047,0.1289332310053722,0.11163645915418965,0.0499597099113618,3.5006934812760058,7911000000.0,291000000.0,473000000.0,656000000.0,,3.0000000000000004,3.0000000000000004,0.18902439024390244,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2018-11-03,3680000000.0,2378000000.0,695000000.0,1229000000.0,2451000000.0,124000000.0,748000000.0,5667000000.0,,480000000.0,383000000.0,,107000000.0,3.0,117100000.0,422000000.0,133000000.0,124000000.0,,17.2688,0.7322,3.0,613000000.0,0.15626274989800082,0.10407608695652174,0.0675842597494265,,0.08470089994706194,0.13043478260869565,0.18640776699029127,0.10817010764072701,0.05059159526723786,3.42158273381295,8006000000.0,341000000.0,458000000.0,647000000.0,,4.0,4.0,0.19165378670788252,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2019-02-02,3820000000.0,2518000000.0,764000000.0,1314000000.0,2506000000.0,124000000.0,891000000.0,-3560000000.0,,-341000000.0,-260000000.0,,-90000000.0,-1.3399999999999999,-238200000.0,-483000000.0,-89000000.0,124000000.0,3.2958,11.6542,0.7942,-1.3399999999999999,-430000000.0,-0.10375099760574621,-0.06806282722513089,0.07303370786516854,,0.09578651685393258,-0.08926701570680629,-0.12965779467680608,0.12078651685393259,0.04948124501197127,3.2958115183246073,7939000000.0,541000000.0,699000000.0,877000000.0,,4.66,4.66,0.14139110604332952,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2019-05-04,6928000000.0,2592000000.0,1290000000.0,4326000000.0,2602000000.0,123000000.0,1126000000.0,2078000000.0,,228000000.0,172000000.0,,62000000.0,1.52,113100000.0,318000000.0,44000000.0,123000000.0,,11.1409,0.7639,1.52,272000000.0,0.06610299769408147,0.024826789838337183,0.08277189605389798,,0.109720885466795,0.032909930715935336,0.0836697247706422,0.13089509143407121,0.04727132974634896,2.0093023255813955,7992000000.0,548000000.0,703000000.0,880000000.0,,5.180000000000001,5.180000000000001,0.13977272727272727,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2019-08-03,6720000000.0,2446000000.0,1229000000.0,4208000000.0,2512000000.0,123000000.0,939000000.0,3852000000.0,,309000000.0,232000000.0,,87000000.0,2.08,112100000.0,328000000.0,90000000.0,123000000.0,,8.1348,0.5298,2.08,399000000.0,0.09235668789808917,0.034523809523809526,0.060228452751817235,,0.08021806853582554,0.04598214285714286,0.11726755218216318,0.10358255451713395,0.048964968152866245,1.9902359641985354,8037000000.0,527000000.0,676000000.0,854000000.0,,5.260000000000001,5.260000000000001,0.14402810304449648,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2019-11-02,6621000000.0,2347000000.0,1237000000.0,4194000000.0,2427000000.0,122000000.0,744000000.0,5784000000.0,,473000000.0,357000000.0,,133000000.0,3.23,110500000.0,397000000.0,134000000.0,122000000.0,,9.2552,0.5917,3.23,607000000.0,0.14709517923362175,0.053919347530584506,0.061721991701244816,,0.08177731673582296,0.07143935961335146,0.18556296586896823,0.10494467496542186,0.05026782035434693,1.8973322554567502,8154000000.0,501000000.0,669000000.0,848000000.0,,5.49,5.49,0.14386792452830188,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2020-02-01,6589000000.0,2386000000.0,1194000000.0,4116000000.0,2473000000.0,122000000.0,907000000.0,-3709000000.0,,-361000000.0,-270000000.0,,-101000000.0,-2.33,-226600000.0,-347000000.0,-89000000.0,122000000.0,1.9983,8.4227,0.5166,-2.33,-450000000.0,-0.10917913465426607,-0.040977386553346484,0.07279590186033971,,0.09733081693178755,-0.05478828350280771,-0.13911368015414258,0.1213265031005662,0.04933279417711282,1.998324958123953,8005000000.0,491000000.0,649000000.0,828000000.0,,4.5,4.5,0.1473429951690821,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2020-05-02,6796000000.0,2738000000.0,1643000000.0,4482000000.0,2314000000.0,121000000.0,1012000000.0,1176000000.0,,-105000000.0,-110000000.0,,5000000.0,-1.06,104300000.0,-116000000.0,44000000.0,121000000.0,,11.6405,0.3425,-1.06,-61000000.0,-0.04753673292999136,-0.016185991759858742,-0.0935374149659864,,-0.08928571428571429,-0.015450264861683343,-0.043121149897330596,-0.05187074829931973,0.05229040622299049,1.6664637857577602,7103000000.0,209000000.0,316000000.0,495000000.0,,1.9200000000000004,1.9200000000000004,0.24444444444444444,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2020-08-01,6912000000.0,2833000000.0,1672000000.0,4509000000.0,2403000000.0,,1373000000.0,3253000000.0,,-36000000.0,-65000000.0,,30000000.0,-0.62,104400000.0,606000000.0,88000000.0,0.0,,14.6357,0.3834,-0.62,52000000.0,-0.027049521431543905,-0.009403935185185185,-0.019981555487242546,,-0.011066707654472794,-0.005208333333333333,-0.0149812734082397,0.015985244389794036,0.0,1.694377990430622,6504000000.0,-88000000.0,-29000000.0,148000000.0,,-0.7799999999999997,-0.7799999999999997,0.0,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2020-10-31,7018000000.0,2823000000.0,1542000000.0,4366000000.0,2652000000.0,,1393000000.0,5359000000.0,,142000000.0,200000000.0,,134000000.0,1.91,105100000.0,672000000.0,132000000.0,0.0,,11.6706,0.5142,1.91,274000000.0,0.07541478129713423,0.028498147620404674,0.037320395596193316,,0.026497480873297258,0.020233684810487318,0.053544494720965306,0.05112894196678485,0.0,1.8307392996108949,6079000000.0,-245000000.0,-360000000.0,-185000000.0,,-2.0999999999999996,-2.0999999999999996,-0.0,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2021-01-30,7043000000.0,2835000000.0,1644000000.0,4267000000.0,2776000000.0,,1680000000.0,-2240000000.0,,302000000.0,298000000.0,,2000000.0,2.8500000000000005,-208700000.0,-100000000.0,-88000000.0,0.0,1.7245,14.4154,0.6169,2.8500000000000005,214000000.0,0.10734870317002881,0.042311514979412185,-0.13303571428571428,,-0.13482142857142856,0.042879454777793556,0.10878962536023054,-0.09553571428571428,0.0,1.7244525547445255,7548000000.0,323000000.0,303000000.0,479000000.0,,3.080000000000001,3.080000000000001,0.0,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2021-05-01,7442000000.0,3267000000.0,1913000000.0,4512000000.0,2930000000.0,8000000.0,1963000000.0,2153000000.0,,282000000.0,202000000.0,,82000000.0,1.93,105000000.0,398000000.0,45000000.0,8000000.0,,9.9879,0.744,1.93,327000000.0,0.0689419795221843,0.027143241064230047,0.09382257315373897,,0.13098002786809104,0.03789303950550927,0.09598366235534377,0.15188109614491407,0.0027303754266211604,1.7077888133821224,8525000000.0,635000000.0,690000000.0,867000000.0,,6.07,6.07,0.00922722029988466,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2021-07-31,7585000000.0,3178000000.0,1681000000.0,4244000000.0,3341000000.0,,1845000000.0,4428000000.0,,546000000.0,632000000.0,,239000000.0,6.02,105100000.0,402000000.0,93000000.0,0.0,,5.6706,0.6631,6.02,639000000.0,0.1891649206824304,0.08332234673698088,0.14272809394760613,,0.12330623306233063,0.07198417930125248,0.16342412451361868,0.1443089430894309,0.0,1.8905413444378347,9700000000.0,1332000000.0,1272000000.0,1454000000.0,,12.71,12.71,0.0,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2021-10-30,8211000000.0,2893000000.0,1757000000.0,4869000000.0,3342000000.0,,1339000000.0,6617000000.0,,742000000.0,790000000.0,,303000000.0,7.54,104900000.0,498000000.0,142000000.0,0.0,,5.5178,0.5721,7.54,884000000.0,0.23638539796529023,0.09621239800267933,0.11938945141302705,,0.11213540879552668,0.09036658141517477,0.2220227408737283,0.13359528487229863,0.0,1.6465566306203756,10958000000.0,1922000000.0,1872000000.0,2064000000.0,,18.34,18.34,0.0,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2022-01-29,8135000000.0,2363000000.0,1735000000.0,4892000000.0,3243000000.0,,804000000.0,-4240000000.0,,-710000000.0,-731000000.0,,-276000000.0,-6.879999999999999,-211200000.0,-632000000.0,-83000000.0,0.0,1.362,5.0218,0.5006,-6.879999999999999,-793000000.0,-0.22540857230958988,-0.08985863552550707,0.1724056603773585,,0.16745283018867924,-0.08727719729563614,-0.21893308664816527,0.18702830188679245,0.0,1.3619596541786743,8958000000.0,893000000.0,860000000.0,1057000000.0,,8.610000000000001,8.610000000000001,0.0,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2022-04-30,7878000000.0,2233000000.0,1556000000.0,4663000000.0,3215000000.0,,551000000.0,2175000000.0,,217000000.0,133000000.0,,58000000.0,1.37,97200000.0,-21000000.0,54000000.0,0.0,,3.4716,0.3186,1.37,271000000.0,0.04136858475894246,0.01688245747651688,0.06114942528735632,,0.09977011494252873,0.027545062198527544,0.06749611197511664,0.12459770114942528,0.0,1.4350899742930592,8980000000.0,824000000.0,795000000.0,1001000000.0,,8.05,8.05,0.0,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2022-07-30,7868000000.0,2315000000.0,1585000000.0,4651000000.0,3217000000.0,,386000000.0,4240000000.0,,356000000.0,227000000.0,,107000000.0,2.36,96100000.0,-102000000.0,105000000.0,0.0,,5.5486,0.3087,2.36,461000000.0,0.07056263599626982,0.028851042196237926,0.053537735849056606,,0.08396226415094339,0.045246568378240974,0.11066210755362138,0.10872641509433963,0.0,1.4605678233438486,8792000000.0,419000000.0,605000000.0,823000000.0,,4.390000000000001,4.390000000000001,0.0,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2022-10-29,7762000000.0,2338000000.0,1522000000.0,4503000000.0,3259000000.0,,351000000.0,6413000000.0,,513000000.0,323000000.0,,154000000.0,3.38,95700000.0,-32000000.0,157000000.0,0.0,,6.9429,0.3379,3.38,670000000.0,0.09911015648972077,0.041612986343725844,0.050366443162326524,,0.07999376266957742,0.06609121360474104,0.1574102485424977,0.10447528457820053,0.0,1.5361366622864652,8588000000.0,-48000000.0,376000000.0,609000000.0,,0.23000000000000087,0.23000000000000087,0.0,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
2023-01-28,7907000000.0,2521000000.0,1610000000.0,4614000000.0,3293000000.0,,536000000.0,-4069000000.0,,-505000000.0,-341000000.0,,-139000000.0,-3.5299999999999994,-193500000.0,328000000.0,-108000000.0,0.0,1.5658,11.5805,0.4522,-3.5299999999999994,-613000000.0,-0.10355299119344064,-0.043126343746047804,0.08380437453919883,,0.12410911771934136,-0.06386745921335525,-0.15335560279380503,0.1506512656672401,0.0,1.5658385093167702,8759000000.0,342000000.0,581000000.0,789000000.0,,3.58,3.58,0.0,0.065429375,26.99,11.0,7.65103,2294.7825,0.6158,0.292
