report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,1068064000.0,691586000.0,267017000.0,1068064000.0,738801000.0,33000000.0,110247000.0,,-14161000.0,148956000.0,102422000.0,43046000.0,2.7600000000000002,-77998000.0,289653000.0,-17566000.0,272087000.0,33000000.0,2.59,11.019,1.0039,2.7600000000000002,148956000.0,0.13863273059998565,0.09589500254666387,,,,0.13946355274590286,0.19299793599645504,,,0.04466696715353661,2.5900448286064184,,128866000.0,186948000.0,632154000.0,67199000.0,186948000.0,3.45,3.45,0.17651967392002055,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2013-03-31,917443000.0,537212000.0,127152000.0,917443000.0,744875000.0,10000000.0,64591000.0,,123559000.0,2652000.0,1007000.0,1503000.0,0.03,34788000.0,15767000.0,12104000.0,3663000.0,10000000.0,,15.2262,1.2972,0.03,2652000.0,0.0013519046819936232,0.0010976158736837056,,,,0.0028906427974271973,0.003513164431197218,,,0.01342507132069139,4.2249591040644265,,121986000.0,177667000.0,642425000.0,54980000.0,177667000.0,3.28,3.28,0.05628507263588624,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2013-06-30,1022115000.0,629081000.0,257956000.0,,718232000.0,26000000.0,49126000.0,,193391000.0,-40099000.0,-28268000.0,-12274000.0,0.0,34428000.0,,28818000.0,,26000000.0,,15.8199,1.2506,0.0,-40099000.0,-0.03935775626816962,-0.027656379174554723,,,,-0.03923139764116562,-0.05387970417826699,,,0.03620000222769244,2.4387143543860192,,105970000.0,154343000.0,648949000.0,,154343000.0,3.6,3.6,0.16845597144023378,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2013-09-30,1275938000.0,859646000.0,472190000.0,,755829000.0,245458000.0,84107000.0,,360283000.0,6398000.0,4792000.0,368000.0,0.0,34792000.0,,55760000.0,,245458000.0,,22.1078,1.5814,0.0,6398000.0,0.006340058399452786,0.0037556683788710736,,,,0.00501435022704865,0.006389776357827476,,,0.3247533502948418,1.8205510493657213,,79953000.0,117907000.0,663072000.0,,117907000.0,2.79,2.79,2.081793277752805,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2013-12-31,1259729000.0,829304000.0,320518000.0,1259729000.0,888119000.0,9728000.0,237125000.0,,59250000.0,238946000.0,168158000.0,70271000.0,4.1499999999999995,-69179000.0,246358000.0,-16853000.0,229505000.0,9728000.0,,20.0219,1.8739,4.1499999999999995,238946000.0,0.18934174361769088,0.1334874405526903,,,,0.18968047889665157,0.26613220292544276,,,0.010953487089004964,2.587386667831448,,145689000.0,207897000.0,736483000.0,,207897000.0,4.18,4.18,0.04679240200676296,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2014-06-30,1168613000.0,725578000.0,259592000.0,,855082000.0,3248000.0,158226000.0,,86772000.0,-50482000.0,,-13708000.0,-1.0,34626000.0,,18734000.0,,3248000.0,,22.272,1.835,-1.0,-50482000.0,,,,,,-0.04319821874307406,-0.05881420898721937,,,0.003798466112022005,2.7950707263706125,,,154763000.0,699696000.0,,154763000.0,3.1499999999999986,3.1499999999999986,0.020986928400199015,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2014-09-30,1402003000.0,938382000.0,421034000.0,,896007000.0,154606000.0,114651000.0,,310645000.0,9101000.0,,3204000.0,0.0,34941000.0,,38490000.0,,154606000.0,,23.7187,1.9537,0.0,9101000.0,,,,,,0.006491426908501623,0.008662561761562059,,,0.17254999123890774,2.2287558724473557,,,203963000.0,816950000.0,,203963000.0,3.149999999999999,3.149999999999999,0.7580100312311546,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2014-12-31,1416841000.0,943162000.0,295231000.0,,1033228000.0,5367000.0,369442000.0,,725784000.0,223682000.0,,59814000.0,4.0,34912000.0,192727000.0,66663000.0,126064000.0,5367000.0,,19.9966,1.7804,4.0,223682000.0,,,,,,0.15787374871280546,0.21536980247353396,,,0.005194400461466395,3.194657742581233,,,421247000.0,1182451000.0,,421247000.0,7.149999999999999,7.149999999999999,0.012740743554256766,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2015-03-31,1169933000.0,686593000.0,167542000.0,,937012000.0,5383000.0,225143000.0,,-245093000.0,42118000.0,161780000.0,10049000.0,1.0,-69746000.0,,-32740000.0,,5383000.0,4.098,15.5705,1.3863,1.0,42118000.0,0.17265520612329405,0.13828142295328022,,,,0.03600035215691839,0.04469251216315876,,,0.005744857056259685,4.0980351195521125,,,224419000.0,878108000.0,,224419000.0,3.9999999999999996,3.9999999999999996,0.023986382614662752,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2015-06-30,1253498000.0,760915000.0,338238000.0,,847928000.0,,168744000.0,,86596000.0,-63708000.0,,-17355000.0,-1.0,33117000.0,-27020000.0,18755000.0,-45775000.0,0.0,,15.8161,1.3171,-1.0,-63708000.0,,,,,,-0.05082417363250679,-0.07513373777018803,,,0.0,2.249643741980499,,,211193000.0,877932000.0,,211193000.0,4.0,4.0,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2015-09-30,1572666000.0,1075182000.0,639174000.0,,864490000.0,,99775000.0,,300709000.0,-12495000.0,,-3890000.0,0.0,32812000.0,-328387000.0,36484000.0,-364871000.0,0.0,,12.8934,1.0391,0.0,-12495000.0,,,,,,-0.007945107225564742,-0.014453608485928119,,,0.0,1.6821428906682687,,,189597000.0,867996000.0,,189597000.0,3.9999999999999996,3.9999999999999996,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2015-12-31,1408151000.0,911375000.0,319909000.0,,1018508000.0,,263009000.0,,691726000.0,190005000.0,,39847000.0,4.0,33157000.0,145631000.0,50535000.0,95096000.0,0.0,,10.3549,0.8307,4.0,190005000.0,,,,,,0.1349322622360812,0.18655229021274256,,,0.0,2.848857018714697,,,155920000.0,833938000.0,,155920000.0,3.9999999999999996,3.9999999999999996,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2016-03-31,1278068000.0,785765000.0,238498000.0,,967471000.0,67475000.0,245956000.0,,-232363000.0,48325000.0,,16018000.0,0.0,-66047000.0,,-40418000.0,,67475000.0,3.2946,15.8904,1.0361,0.0,48325000.0,,,,,,0.037810977193701745,0.04669325742599131,,,0.06974369257579814,3.294639787335743,,,162127000.0,846668000.0,,162127000.0,2.9999999999999996,2.9999999999999996,0.41618607634755467,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2016-06-30,1357745000.0,858963000.0,372031000.0,,917244000.0,,202309000.0,,76252000.0,-78319000.0,,-19963000.0,-1.0,32024000.0,-43393000.0,20114000.0,-63507000.0,0.0,,16.6433,1.0034,-1.0,-78319000.0,,,,,,-0.057683143742013415,-0.08538513198232968,,,0.0,2.3088479185874293,,,147516000.0,836324000.0,,147516000.0,2.9999999999999996,2.9999999999999996,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2016-09-30,1572601000.0,1075029000.0,545861000.0,,957274000.0,,110047000.0,,292677000.0,-24296000.0,,-6796000.0,0.0,32041000.0,-289616000.0,31626000.0,-321242000.0,0.0,,16.7954,1.0398,0.0,-24296000.0,,,,,,-0.01544956412974429,-0.02538040310297783,,,0.0,1.969418954642299,,,135715000.0,828292000.0,,135715000.0,2.9999999999999996,2.9999999999999996,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2016-12-31,1369305000.0,968698000.0,326978000.0,,970498000.0,,296428000.0,,676311000.0,28954000.0,21414000.0,3064000.0,0.0,32377000.0,166730000.0,36710000.0,130020000.0,0.0,,,1.0255,0.0,28954000.0,0.02206496046359704,0.015638590379791206,,,,0.021145033429367452,0.029834167612916254,,,0.0,2.9625785221024046,,,-25336000.0,812877000.0,,-25336000.0,-1.0000000000000004,-1.0000000000000004,-0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2017-03-31,1191780000.0,820821000.0,159051000.0,,954255000.0,549000.0,291764000.0,,-210005000.0,71742000.0,,10999000.0,1.0,-64087000.0,,-43951000.0,,549000.0,5.1607,334.0841,1.0656,1.0,71742000.0,,,,,,0.060197351860242665,0.07513793406814383,,,0.0005753179181665278,5.160740894430089,,,-1919000.0,835235000.0,,-1919000.0,-4.440892098500626e-16,-4.440892098500626e-16,-0.28608650338718083,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2017-06-30,1272858000.0,903380000.0,285875000.0,,913674000.0,557000.0,279940000.0,,90625000.0,-56256000.0,,-14466000.0,-1.0,31991000.0,-7348000.0,3835000.0,-11183000.0,557000.0,,97.0205,1.1962,-1.0,-56256000.0,,,,,,-0.04419660323461062,-0.0615336824063065,,,0.0006096266283160077,3.160052470485352,,,20144000.0,849608000.0,,20144000.0,-4.440892098500626e-16,-4.440892098500626e-16,0.027650913423351867,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2017-09-30,1520288000.0,1152911000.0,474047000.0,,968826000.0,133474000.0,230586000.0,,315742000.0,11099000.0,,2296000.0,0.0,32256000.0,-182790000.0,10151000.0,-192941000.0,133474000.0,,67.3942,1.2118,0.0,11099000.0,,,,,,0.007300590414447789,0.010068946747709334,,,0.1377688047182879,2.432060534082064,,,55539000.0,872673000.0,,55539000.0,-4.440892098500626e-16,-4.440892098500626e-16,2.4032481679540503,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2017-12-31,1530963000.0,1184899000.0,364809000.0,,1032869000.0,571000.0,493002000.0,,739213000.0,204290000.0,,109008000.0,2.0,32186000.0,253096000.0,21402000.0,231694000.0,571000.0,,32.8517,1.3701,2.0,204290000.0,,,,,,0.13343888781113586,0.1976795943644527,,,0.0005528290615750885,3.2479982675866,,,230875000.0,935575000.0,,230875000.0,1.9999999999999996,1.9999999999999996,0.0024731997834325932,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2018-03-31,1264379000.0,910690000.0,189166000.0,,940779000.0,578000.0,429970000.0,,-213938000.0,63451000.0,114394000.0,9464000.0,2.0,-64437000.0,264393000.0,-575000.0,263818000.0,578000.0,4.8142,24.04,1.4448,2.0,63451000.0,0.12159497607833508,0.09047445425778189,,,,0.05018352883114952,0.06740375861655036,,,0.000614384462238209,4.814237230792003,,,222584000.0,931642000.0,291388000.0,222584000.0,2.9999999999999996,2.9999999999999996,0.002596772454444165,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2018-06-30,1386720000.0,1039960000.0,354591000.0,,902151000.0,585000.0,417851000.0,250594000.0,114965000.0,-39414000.0,-30407000.0,-8644000.0,-1.0,30423000.0,8073000.0,7286000.0,787000.0,585000.0,,27.6524,1.7936,-1.0,-39414000.0,-0.03370500060411173,-0.02192728164301373,-0.12133969688021261,0.4587699625689362,-0.1572822972617062,-0.028422464520595363,-0.04366060509384804,0.0031405380815183125,-0.1572822972617062,0.0006484502040124103,2.9328437551996527,,,239426000.0,955982000.0,303358000.0,239426000.0,2.9999999999999996,2.9999999999999996,0.0024433436635954322,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2018-09-30,1423968000.0,1078465000.0,448217000.0,,846787000.0,71473000.0,182192000.0,752507000.0,366852000.0,50998000.0,43965000.0,6759000.0,1.0,30327000.0,-160737000.0,14091000.0,-174828000.0,71473000.0,,23.203,1.7833,1.0,50998000.0,0.05191978620361437,0.030874991572844332,0.05842470568380095,0.48750642851162845,0.06777079814539931,0.035814007056338346,0.05553764728943872,-0.23232740692113163,0.06777079814539931,0.08440493299967997,2.406122480851909,,,279325000.0,1007092000.0,321471000.0,279325000.0,3.9999999999999996,3.9999999999999996,0.2558775619797727,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2018-12-31,1542451000.0,1206640000.0,394387000.0,,1017881000.0,600000.0,515938000.0,1626307000.0,836945000.0,295716000.0,240339000.0,55052000.0,7.0,30063000.0,279740000.0,21832000.0,257908000.0,600000.0,,14.2791,1.8383,7.0,295716000.0,0.23611699206488773,0.15581629497468638,0.14778206082861353,0.5146291567336302,0.18183282738130008,0.1917182458308238,0.29035004089423366,0.15858506419759616,0.18183282738130008,0.0005894598680985302,3.0595328953540557,,368291000.0,370751000.0,1104824000.0,347685000.0,370751000.0,9.0,9.0,0.0016183368352344295,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2019-03-31,1427206000.0,1095405000.0,250524000.0,1427206000.0,1045130000.0,603000.0,,-608971000.0,-278512000.0,20020000.0,10411000.0,11459000.0,1.8399999999999999,-60910000.0,232429000.0,-14123000.0,218306000.0,603000.0,4.3725,16.1841,2.1172,1.8399999999999999,20020000.0,0.009961440203611035,0.0072946722477343845,-0.01709605219296157,0.45734854369091466,-0.03287512870070989,0.014027407395989086,0.019144466130455864,-0.35848340889796065,-0.03287512870070989,0.000576961717681054,4.372455333620731,2020437000.0,264308000.0,327320000.0,1040250000.0,302173000.0,327320000.0,8.84,8.84,0.001842233899547843,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2019-06-30,1751056000.0,1188493000.0,441745000.0,,995279000.0,611000.0,502626000.0,276839000.0,130019000.0,-31417000.0,-19351000.0,-10254000.0,0.0,29089000.0,-46629000.0,7393000.0,-54022000.0,611000.0,,18.604,2.503,0.0,-31417000.0,-0.01944278940879894,-0.011051045768953134,-0.0698998334772196,0.4696556482287539,-0.11348473300365916,-0.01794174486709734,-0.031546656759280645,-0.19513869071915446,-0.11348473300365916,0.000613898213465772,2.6904503729527214,2046682000.0,275364000.0,335317000.0,1055304000.0,247364000.0,335317000.0,9.84,9.84,0.0018221563475755778,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2019-09-30,1691659000.0,1135031000.0,465847000.0,,916304000.0,13599000.0,177673000.0,819044000.0,403043000.0,65714000.0,58459000.0,9159000.0,2.0,29039000.0,-216156000.0,14944000.0,-231100000.0,13599000.0,,15.2651,2.0393,2.0,65714000.0,0.0637986956293981,0.034557200948891,0.07137467584159093,0.4920895580701403,0.08023256381830525,0.03884589033605473,0.07066758575894475,-0.2821582234898247,0.08023256381830525,0.014841144423684716,2.436488804264061,2113219000.0,289858000.0,350033000.0,1091495000.0,191092000.0,350033000.0,10.84,10.84,0.03885062265557819,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2019-12-31,1888351000.0,1339850000.0,463158000.0,,1123747000.0,6645000.0,616864000.0,1757779000.0,910675000.0,321480000.0,260052000.0,64169000.0,9.0,28832000.0,238725000.0,23664000.0,215061000.0,6645000.0,,16.6327,2.1953,9.0,321480000.0,0.23141507830499214,0.13771380426626195,0.1479435128079241,0.5180827623950451,0.18288988547479518,0.17024377353574627,0.28439691717563464,0.1223481450170926,0.18288988547479518,0.005913252716136283,2.892857297077887,2244691000.0,309571000.0,375797000.0,1165225000.0,148245000.0,375797000.0,12.84,12.84,0.017682418965558534,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2020-03-31,1765118000.0,1194111000.0,300946000.0,1765118000.0,1140120000.0,638000.0,,-720973000.0,-340064000.0,-17642000.0,-23018000.0,1650000.0,-1.3800000000000008,-58266000.0,310394000.0,-13546000.0,296848000.0,638000.0,3.9679,13.5812,1.7585,-1.3800000000000008,-17642000.0,-0.02018910290144897,-0.013040487944715311,0.0319262995979045,0.4716736965184549,0.024469709683996487,-0.00999479921455676,-0.015465155624593472,-0.4117324781926646,0.024469709683996487,0.0005595902185734835,3.9678580210403194,2132689000.0,276142000.0,338135000.0,1103673000.0,226787000.0,338135000.0,9.62,9.62,0.0018868203528176616,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2020-06-30,1848566000.0,1289810000.0,394998000.0,,1136928000.0,646000.0,661941000.0,283169000.0,142566000.0,-7699000.0,-7973000.0,-99000.0,0.0,28001000.0,21169000.0,9253000.0,11916000.0,646000.0,,19.125,2.5707,0.0,-7699000.0,-0.007012757184272004,-0.00431307294410911,-0.028156330671789638,0.5034661280012995,-0.027188710628635197,-0.004164849943145119,-0.00676791136224984,0.04208087749718366,-0.027188710628635197,0.0005681978102395226,3.265358305611674,2139019000.0,287520000.0,361853000.0,1116220000.0,292725000.0,361853000.0,9.62,9.62,0.0017852553384938082,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2020-09-30,2050348000.0,1499736000.0,503842000.0,,1242964000.0,9965000.0,626414000.0,906694000.0,461543000.0,120905000.0,93581000.0,26311000.0,3.0,28314000.0,-15961000.0,13333000.0,-29294000.0,9965000.0,,19.8063,2.7766,3.0,120905000.0,0.07528858438377942,0.045641520366298795,0.10321122672037093,0.5090394333700234,0.13334708291882377,0.05896803859637486,0.0964978861531659,-0.0323085848147225,0.13334708291882377,0.0080171268033507,2.976599807082379,2226669000.0,322642000.0,417044000.0,1174720000.0,494531000.0,417044000.0,10.62,10.62,0.023894361266437115,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2020-12-31,2387850000.0,1857439000.0,571850000.0,,1520121000.0,663000.0,1156556000.0,1984453000.0,1075440000.0,449560000.0,349117000.0,99331000.0,12.3,28375000.0,522262000.0,21300000.0,500962000.0,663000.0,,22.0531,3.4136,12.3,449560000.0,0.22966395438257875,0.14620558242770693,0.17592606123702603,0.5419327139519051,0.22654101659248166,0.18826978244027054,0.29561068501509746,0.25244336852523086,0.22654101659248166,0.00043614949073132996,3.2481227594648945,2453343000.0,411707000.0,545124000.0,1339485000.0,780432000.0,545124000.0,13.92,13.92,0.0012162370396460254,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2021-03-31,2167705000.0,1650799000.0,468368000.0,2167705000.0,1444225000.0,,1089361000.0,-628675000.0,-305459000.0,-58561000.0,-52150000.0,-6604000.0,-1.83,-56284000.0,68747000.0,-11668000.0,57079000.0,0.0,3.5246,24.3296,3.6564,-1.83,-58561000.0,-0.03610933199466842,-0.024057701578397428,0.08295224082395515,0.48587744064898397,0.09314987871316659,-0.02701520732756533,-0.040548391005556614,-0.09079253986559033,0.09314987871316659,0.0,3.524576828476753,2545641000.0,382575000.0,504205000.0,1374090000.0,540663000.0,504205000.0,13.47,13.47,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2021-06-30,2291255000.0,1726198000.0,600533000.0,,1418987000.0,,956712000.0,504678000.0,260503000.0,61832000.0,48124000.0,13527000.0,1.71,28062000.0,-36332000.0,15515000.0,-51847000.0,0.0,,24.351,3.8603,1.71,61832000.0,0.033914334662685425,0.02100333659937458,0.09535585066121369,0.5161766512508966,0.12251772417264077,0.026986084045643108,0.04357474733736109,-0.10273283162729503,0.12251772417264077,0.0,2.8744432029547085,2767150000.0,438672000.0,573736000.0,1492027000.0,476900000.0,573736000.0,15.18,15.18,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2021-09-30,2410432000.0,1843550000.0,682963000.0,,1463746000.0,,746211000.0,1226580000.0,627591000.0,190013000.0,150187000.0,39144000.0,5.37,27978000.0,-172674000.0,26719000.0,-199393000.0,0.0,,22.5119,3.4503,5.37,190013000.0,0.10260455024300665,0.06230708852189151,0.1224437052617848,0.5116592476642371,0.15491284710332795,0.07882943804264132,0.12981282271650957,-0.1625601265306788,0.15491284710332795,0.0,2.6993409599055878,3087036000.0,495278000.0,642844000.0,1658075000.0,306801000.0,642844000.0,17.55,17.55,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2021-12-31,2547568000.0,1994607000.0,727930000.0,,1564742000.0,,998261000.0,2414332000.0,1248812000.0,483409000.0,383130000.0,99158000.0,13.73,27904000.0,227370000.0,41315000.0,186055000.0,0.0,,24.1354,3.3791,13.73,483409000.0,0.24485186695314626,0.15039049006738975,0.1586898570701958,0.5172494917848912,0.2002247412534813,0.18975312925896384,0.3089384703676389,0.07706272376789935,0.2002247412534813,0.0,2.740108252167104,3516915000.0,529291000.0,676693000.0,1831447000.0,-8106000.0,676693000.0,18.98,18.98,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2022-03-31,2332250000.0,1752128000.0,541684000.0,,1538825000.0,,843527000.0,-995251000.0,-529355000.0,-170547000.0,-129492000.0,-39140000.0,-4.550000000000001,-56155000.0,153989000.0,-32532000.0,121457000.0,0.0,3.2346,16.5015,2.3673,-4.550000000000001,-170547000.0,-0.08414991958149887,-0.05552234966234323,0.1301098918765216,0.5318809024055239,0.17136079240312244,-0.0731255225640476,-0.11082936656214969,-0.1220365515834699,0.17136079240312244,0.0,3.234594339134994,3150339000.0,451949000.0,564707000.0,1607551000.0,56272000.0,564707000.0,16.26,16.26,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
