report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-06-30,89605000000.0,13501000000.0,9548000000.0,42074000000.0,47531000000.0,,879000000.0,5735000000.0,27162000000.0,,5152000000.0,367000000.0,2772000000.0,4.22,1217000000.0,9257000000.0,3952000000.0,879000000.0,,9.5972,1.8592,4.22,,0.10839241758010562,0.057496791473690086,0.18967675428908035,,,,,0.018493193915549853,1.4140134059488898,63782000000.0,10089000000.0,715000000.0,8.42,8.42,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2023-09-30,93651000000.0,17181000000.0,10338000000.0,45906000000.0,47745000000.0,,881000000.0,8830000000.0,41412000000.0,,7950000000.0,561000000.0,4074000000.0,6.54,1211000000.0,14702000000.0,6047000000.0,881000000.0,,12.4159,2.3186,6.54,,0.1665095821551995,0.08488964346349745,0.19197334106056216,,,,,0.018452193947010156,1.6619268717353453,45258000000.0,2608000000.0,649000000.0,3.96,3.96,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2023-12-31,95924000000.0,14330000000.0,10005000000.0,46645000000.0,49279000000.0,,1074000000.0,5635000000.0,-27244000000.0,,-5065000000.0,-336000000.0,-3157000000.0,-4.08,-2445000000.0,-9397000000.0,-3671000000.0,1074000000.0,1.4323,12.5785,2.4549,-4.08,,-0.10278211814363117,-0.05280221842291814,0.18591249449420055,,,,,0.021794273422756142,1.4322838580709645,56141000000.0,10957000000.0,780000000.0,9.06,9.06,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2024-03-31,95348000000.0,13721000000.0,10163000000.0,46023000000.0,49325000000.0,,1113000000.0,5574000000.0,13848000000.0,,2551000000.0,205000000.0,1257000000.0,2.15,1180000000.0,4985000000.0,2211000000.0,1113000000.0,,14.2328,2.7311,2.15,,0.0517181956411556,0.0267546251625624,0.18421432697862508,,,,,0.022564622402432843,1.3500934763357277,55178000000.0,10588000000.0,797000000.0,8.83,8.83,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2024-06-30,95994000000.0,13734000000.0,10324000000.0,46249000000.0,49745000000.0,,1312000000.0,4294000000.0,27468000000.0,,4880000000.0,403000000.0,2587000000.0,4.14,1176000000.0,9904000000.0,4545000000.0,1312000000.0,,12.4287,2.3527,4.14,,0.09810031158910443,0.050836510615246785,0.17766127857870978,,,,,0.026374510001005127,1.330298333979078,55484000000.0,10316000000.0,833000000.0,8.75,8.75,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2024-09-30,96699000000.0,13984000000.0,10765000000.0,46818000000.0,49881000000.0,,1314000000.0,5221000000.0,40509000000.0,,6939000000.0,592000000.0,3763000000.0,5.91,1171000000.0,15667000000.0,6935000000.0,1314000000.0,,12.1826,2.1936,5.91,,0.13911108438082637,0.07175875655384234,0.17129526771828482,,,,,0.026342695615565046,1.2990246168137483,54581000000.0,9305000000.0,864000000.0,8.120000000000001,8.120000000000001,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2024-12-31,122780000000.0,15647000000.0,12124000000.0,57984000000.0,64796000000.0,,1035000000.0,5607000000.0,-27080000000.0,,-5125000000.0,-417000000.0,-3180000000.0,-4.39,-2346000000.0,-10432000000.0,-4092000000.0,1035000000.0,1.2906,13.8759,2.3433,-4.39,,-0.07909438854250263,-0.041741325948851604,0.18925406203840472,,,,,0.0159732082227298,1.2905806664467172,54745000000.0,9245000000.0,783000000.0,7.810000000000001,7.810000000000001,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2025-03-31,124254000000.0,16906000000.0,13329000000.0,59016000000.0,65238000000.0,,608000000.0,6309000000.0,16517000000.0,,2849000000.0,205000000.0,1617000000.0,2.23,1275000000.0,6115000000.0,2746000000.0,608000000.0,,13.8927,2.3092,2.23,,0.04367086667279806,0.022928839313020102,0.17248895077798632,,,,,0.009319721634630124,1.2683622177207592,57414000000.0,9543000000.0,783000000.0,7.890000000000002,7.890000000000002,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2025-06-30,122599000000.0,13939000000.0,10986000000.0,57027000000.0,65572000000.0,,414000000.0,4901000000.0,30521000000.0,,4820000000.0,437000000.0,2663000000.0,3.79,1267000000.0,9600000000.0,5584000000.0,414000000.0,,12.2025,1.9392,3.79,,0.07350698468858659,0.03931516570281976,0.15792405229186463,,,,,0.006313670469102666,1.2687966502821773,60467000000.0,9483000000.0,817000000.0,7.540000000000001,7.540000000000001,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2025-09-30,122472000000.0,15884000000.0,12009000000.0,57549000000.0,64923000000.0,,1016000000.0,5260000000.0,45552000000.0,,6546000000.0,660000000.0,3865000000.0,5.18,1260000000.0,15478000000.0,8501000000.0,1016000000.0,,13.2045,1.955,5.18,,0.10082713368143802,0.053448951597099746,0.14370389884088514,,,,,0.015649307641359765,1.3226746606711632,65510000000.0,9090000000.0,885000000.0,6.8100000000000005,6.8100000000000005,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2025-12-31,121939000000.0,15532000000.0,11972000000.0,57452000000.0,64487000000.0,,1020000000.0,6497000000.0,-33646000000.0,,-6227000000.0,-447000000.0,-3477000000.0,-4.85,-2549000000.0,-11397000000.0,-5331000000.0,1020000000.0,1.2974,14.4812,1.9625,-4.85,,-0.0965620977871509,-0.05106651686498987,0.18507400582535813,,,,,0.01581714143935987,1.297360507851654,58944000000.0,7988000000.0,855000000.0,6.35,6.35,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
