report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2016-06-30,7100200000.0,1938400000.0,1855200000.0,6659800000.0,360200000.0,4001000000.0,161800000.0,372400000.0,,-1470000000.0,254200000.0,-371400000.0,123300000.0,0.0,-734600000.0,-577700000.0,-109400000.0,4162800000.0,,0.0,144800000.0,-1.031093836757357,-0.05230838567927664,,,,0.035801808399763387,0.0562016360822463,,11.556912826207663,1.0448469167744718,,156900000.0,,2603100000.0,,0.0,0.0,,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2016-09-30,7193400000.0,2107700000.0,1882900000.0,6857000000.0,251000000.0,4210400000.0,156600000.0,378000000.0,,635400000.0,,0.0,-5100000.0,0.0,336300000.0,-15000000.0,59900000.0,4367000000.0,,0.0,,0.0,0.0,,,,,,,17.39840637450199,1.119390302193425,,31200000.0,,2569900000.0,,0.0,0.0,,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2016-12-31,21891000000.0,3909300000.0,3137800000.0,12009900000.0,9793100000.0,6308400000.0,186700000.0,939200000.0,,2039800000.0,33700000.0,46800000.0,-127200000.0,0.0,545800000.0,663400000.0,230300000.0,6495100000.0,,0.0,264000000.0,0.004778874922139057,0.0021378648759764287,,,,0.0015394454341967018,0.0020689824535553344,,0.6632322757860126,1.2458729045828287,,-136700000.0,,3198300000.0,,0.0,0.0,,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2017-03-31,22773300000.0,3746200000.0,3257700000.0,12636300000.0,9609700000.0,6909300000.0,193000000.0,767000000.0,,3255800000.0,-158800000.0,-117400000.0,-220600000.0,0.0,607900000.0,706700000.0,414900000.0,7102300000.0,,0.0,256100000.0,-0.012216822585512556,-0.005155159770432919,,,,-0.006973078122186947,-0.009502154140737195,,0.739076141815041,1.1499524204193143,,-442000000.0,,4461000000.0,,0.0,0.0,,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2017-06-30,22548200000.0,3581500000.0,3803600000.0,12679400000.0,9314700000.0,6928300000.0,209100000.0,535400000.0,,-1309200000.0,-312700000.0,-351600000.0,93400000.0,0.0,-847200000.0,-597600000.0,-150000000.0,7137400000.0,,0.0,-462700000.0,-0.037746787336146094,-0.015593262433364969,,,,-0.013868069291562075,-0.019006692154800907,,0.7662511943487176,0.9416079503628142,,-422200000.0,,4621800000.0,,0.0,0.0,,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2017-09-30,23573100000.0,4249500000.0,3948500000.0,13556900000.0,9452300000.0,7541900000.0,223300000.0,919200000.0,,1364000000.0,28700000.0,-19700000.0,-25300000.0,0.0,748600000.0,-8900000.0,168700000.0,7765200000.0,,0.0,197400000.0,-0.0020841488315013275,-0.0008356983171496325,,,,0.0012174894265073325,0.0016669086685058806,,0.8215143404250818,1.076231480308978,,-441900000.0,-409100000.0,5350400000.0,254800000.0,0.0,0.0,30.475667189952905,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2017-12-31,23445600000.0,3879200000.0,4155800000.0,13378800000.0,9429100000.0,7145800000.0,295900000.0,400100000.0,,2976600000.0,203100000.0,89500000.0,-33200000.0,0.0,752500000.0,307800000.0,350500000.0,7441700000.0,,0.0,553600000.0,0.009491892121199266,0.003817347391408196,,,,0.00866260620329614,0.012038551817341205,,0.7892269675790903,0.9334424178256894,,-399200000.0,-239700000.0,6287200000.0,544400000.0,0.0,0.0,13.669544452608376,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2018-03-31,23765000000.0,3910600000.0,3941800000.0,13600000000.0,9499300000.0,7628600000.0,231600000.0,460800000.0,,4386900000.0,223000000.0,12500000.0,-28800000.0,0.0,753100000.0,188900000.0,543500000.0,7860200000.0,,0.0,766500000.0,0.0013158864337372228,0.0005259835893120135,,,,0.00938354723332632,0.012845992108067628,,0.8274504437169055,0.9920848343396418,,-269300000.0,142100000.0,7418300000.0,1054800000.0,0.0,0.0,7.451839211224876,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2018-06-30,22630200000.0,3651000000.0,4044000000.0,13113700000.0,8849700000.0,7305400000.0,218900000.0,331600000.0,,-2937900000.0,-293600000.0,-251100000.0,62600000.0,0.0,-1504500000.0,-74100000.0,-325700000.0,7524300000.0,,0.0,-619300000.0,-0.028373843181124785,-0.011095792348277966,,,,-0.012973813753303108,-0.017930866007084403,,0.8502322112613987,0.9028189910979229,,-168800000.0,161200000.0,5789600000.0,898200000.0,0.0,0.0,8.377087508350034,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2018-09-30,22592700000.0,3740000000.0,3791100000.0,13357400000.0,8607500000.0,7789700000.0,200700000.0,423300000.0,2031300000.0,1222200000.0,-20700000.0,-12100000.0,-77400000.0,0.0,750800000.0,-81900000.0,185600000.0,7990400000.0,,0.0,164900000.0,-0.0014057507987220448,-0.0005355712243335236,-0.005956776448579728,0.6016836508639787,-0.0101905183872397,-0.0009162251523722264,-0.0012471457232541465,0.08117954019593364,0.9283067092651757,0.9865210624884598,,-161200000.0,111800000.0,5647800000.0,865700000.0,0.0,0.0,9.229987293519695,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2018-12-31,21270700000.0,3714400000.0,3865000000.0,13171800000.0,7605100000.0,7560900000.0,255700000.0,417500000.0,4542500000.0,2776700000.0,-825300000.0,-972700000.0,900000.0,-1.0,751000000.0,237700000.0,367700000.0,7816600000.0,,-1.0,-457600000.0,-0.12790101379337548,-0.04572957166430818,-0.21413318657127134,0.6112713263621354,-0.18168409466153,-0.0387998514388337,-0.053515500885116425,-0.10073747936158503,1.0278102852033504,0.9610349288486416,,-1223400000.0,-916600000.0,5447900000.0,-145500000.0,-1.0,-1.0,-53.72233676975945,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2019-03-31,20756600000.0,3402500000.0,3578800000.0,12801900000.0,7497700000.0,7490900000.0,196700000.0,384100000.0,6533100000.0,4026100000.0,-739800000.0,-984800000.0,900000.0,-1.0,751100000.0,451400000.0,550300000.0,7687600000.0,,-1.0,-189500000.0,-0.13134694639689504,-0.04744514997639305,-0.15074007745174572,0.6162618052685556,-0.1132387381181981,-0.0356416754189029,-0.04871816822848413,-0.02900613797431541,1.0253277671819359,0.9507376774337767,,-2220700000.0,-1879400000.0,5087100000.0,-1101500000.0,-2.0,-2.0,-6.979210167952791,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2019-06-30,17665400000.0,3272700000.0,3477100000.0,12620200000.0,4586900000.0,7469900000.0,193800000.0,340400000.0,-4458400000.0,-2683000000.0,-1885700000.0,-1814600000.0,67100000.0,-3.04,-1501700000.0,32400000.0,-367600000.0,7663700000.0,,-3.04,-2253300000.0,-0.39560487475201117,-0.10272057241839981,0.4070069980261977,0.6017853938632693,0.4229544231114301,-0.10674538929206245,-0.1539271545883467,0.5054055266463305,1.670779829514487,0.9412153806332864,8648500000.0,-3784200000.0,-3471500000.0,5342000000.0,-2735500000.0,-5.04,-5.04,-2.80157192469384,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2019-09-30,17283500000.0,3132700000.0,3237400000.0,12724600000.0,4455000000.0,7453500000.0,185400000.0,350400000.0,1942800000.0,1204400000.0,126000000.0,52300000.0,-9900000.0,0.07,758900000.0,39900000.0,179200000.0,7638900000.0,,0.07,305200000.0,0.011739618406285074,0.0030260074637660198,0.026919909409100266,0.6199299979411159,0.06485484867201977,0.007290190065669569,0.010418475429762111,0.15709285567222567,1.7146801346801346,0.9676592327176129,8560000000.0,-3719800000.0,-3324800000.0,5324200000.0,-2595200000.0,-4.97,-4.97,-2.943472564734895,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2019-12-31,17360900000.0,3023300000.0,3513600000.0,12780700000.0,4471700000.0,7233800000.0,,288800000.0,4287800000.0,2690100000.0,161400000.0,31200000.0,-30500000.0,0.04,761200000.0,462000000.0,357300000.0,7233800000.0,,0.04,518700000.0,0.006977212245902006,0.0017971418532449354,0.007276458790055507,0.6273846727925743,0.03764168104855637,0.00929675304851707,0.013788390073042587,0.12097112738467279,1.6176845495001901,0.8604565118397086,8305300000.0,-2715900000.0,-2338100000.0,5237600000.0,-1618900000.0,-3.93,-3.93,-4.468342701834579,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2020-03-31,18310000000.0,3673100000.0,3085800000.0,14250200000.0,3732200000.0,9172000000.0,,1278500000.0,5815800000.0,3601000000.0,-97400000.0,-240400000.0,-99000000.0,-0.32,757700000.0,204500000.0,547700000.0,9172000000.0,,-0.32,450300000.0,-0.06441241091045496,-0.013129437465865647,-0.041335671790639295,0.6191753499088689,-0.01674748100003439,-0.005319497542326597,-0.0075479301312750885,0.07742700918188383,2.457531750710037,1.190323416942122,7588000000.0,-1971500000.0,-1695700000.0,4812500000.0,-979100000.0,-3.25,-3.25,-9.367786742927178,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2020-06-30,16728800000.0,6495000000.0,3585700000.0,12705100000.0,3004600000.0,7892100000.0,188300000.0,308300000.0,-7328600000.0,-4768900000.0,-1426500000.0,-849800000.0,-238300000.0,-1.12,-1518700000.0,-757300000.0,-367700000.0,8080400000.0,,-1.12,-1794200000.0,-0.2828329894162285,-0.050798622734445985,0.1159566629369866,0.650724558578719,0.19464836394400023,-0.08527210559035914,-0.1286874154262517,0.24482165761536992,2.6893430073886706,1.8113617982541763,4717800000.0,-1006700000.0,-1236500000.0,2726600000.0,-520000000.0,-1.33,-1.33,-15.53923076923077,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2020-09-30,17780100000.0,6976200000.0,3678000000.0,13292400000.0,3201100000.0,8134800000.0,,535700000.0,1124100000.0,659200000.0,-66000000.0,221400000.0,-244900000.0,0.24,916700000.0,42600000.0,146200000.0,8134800000.0,,0.24,80200000.0,0.06916372496954172,0.01245212344137547,0.1969575660528423,0.586424695311805,-0.058713637576728046,-0.003712015118025208,-0.005822210852248167,0.07134596566141803,2.5412514448158445,1.8967373572593802,3899100000.0,-837600000.0,-1428500000.0,2181400000.0,-745000000.0,-1.1600000000000001,-1.1600000000000001,-10.919194630872484,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2020-12-31,14159800000.0,2217500000.0,2983100000.0,9782800000.0,3077400000.0,5139900000.0,,549100000.0,2539700000.0,1490800000.0,-49000000.0,-30900000.0,-285700000.0,-0.1,926600000.0,472700000.0,289700000.0,5139900000.0,,-0.1,240700000.0,-0.010040943653733671,-0.002182234212347632,-0.012166791353309446,0.5869984643855574,-0.019293617356380674,-0.0034605008545318438,-0.005963029218843173,0.09477497342205772,1.670208617664262,0.743354228822366,2151000000.0,-899700000.0,-1638900000.0,982100000.0,-1023000000.0,-1.3000000000000003,-1.3000000000000003,-5.024340175953079,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2021-03-31,13622300000.0,1818200000.0,2565900000.0,9328100000.0,2962200000.0,5182400000.0,,315300000.0,3567500000.0,2126900000.0,-50400000.0,-15300000.0,-304900000.0,-0.12,932100000.0,286400000.0,436100000.0,5182400000.0,,-0.12,385700000.0,-0.0051650800081020866,-0.0011231583506456325,-0.004288717589348283,0.596187806587246,-0.014127540294323756,-0.00369981574330326,-0.00618814920315301,0.10811492641906097,1.7495104989534804,0.7086012705093729,-97300000.0,-674600000.0,-1591900000.0,-492000000.0,-1087600000.0,-1.1,-1.1,-4.764987127620449,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2021-06-30,13691400000.0,1783100000.0,2415400000.0,9508800000.0,2860700000.0,5401000000.0,24200000.0,253500000.0,-2601400000.0,-1508700000.0,116800000.0,-376500000.0,663500000.0,-0.42000000000000004,-2010600000.0,-483000000.0,-286700000.0,5425200000.0,,-0.42000000000000004,-169900000.0,-0.13161114412556368,-0.02749901397957842,0.144729760897978,0.5799569462597063,-0.04489890059198893,0.008530902610397769,0.014096235774025755,0.0653109863919428,1.8964589086587198,0.7382214126024675,4629900000.0,-201300000.0,-48600000.0,2768200000.0,536700000.0,-0.4,-0.4,10.108440469536054,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2021-09-30,14038400000.0,2060200000.0,3071800000.0,10057100000.0,3243400000.0,5250000000.0,,376900000.0,1371700000.0,866900000.0,17200000.0,226000000.0,114600000.0,0.13,787700000.0,285700000.0,137800000.0,5250000000.0,,0.13,155000000.0,0.0696799654683357,0.016098700706633235,0.16475905810308378,0.6319895020777138,0.012539184952978056,0.0012252108502393436,0.0020251018437845857,0.11299846905299993,1.6186717641980637,0.6706816850055343,4877500000.0,-196700000.0,34600000.0,2975900000.0,611500000.0,-0.51,-0.51,8.585445625511039,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2021-12-31,13434000000.0,2178400000.0,2902100000.0,9539300000.0,3471500000.0,4878500000.0,,523400000.0,2949900000.0,1884000000.0,261200000.0,487400000.0,164000000.0,0.36,815100000.0,734700000.0,267600000.0,4878500000.0,,0.36,528800000.0,0.14040040328388304,0.03628107786214084,0.16522593986236822,0.6386657174819486,0.08854537441947184,0.01944320381122525,0.031281437125748504,0.17926031390894606,1.4053003024629123,0.7506288549670928,5287700000.0,321600000.0,344800000.0,3369100000.0,899600000.0,-0.050000000000000044,-0.050000000000000044,5.422965762561138,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2022-03-31,13269100000.0,2204200000.0,3196200000.0,9261900000.0,3598700000.0,4316900000.0,,668600000.0,4136100000.0,2647100000.0,318300000.0,541000000.0,164500000.0,0.42,827500000.0,759500000.0,389500000.0,4316900000.0,,0.42,707800000.0,0.1503320643565732,0.04077141629801569,0.13079954546553516,0.639999032905394,0.0769565532748241,0.023988062491050635,0.04021173379150033,0.17112739053697928,1.1995720676911106,0.6896314373318315,5856300000.0,877900000.0,713500000.0,3889300000.0,1221700000.0,0.49,0.49,3.5335188671523285,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2022-06-30,12116100000.0,1681900000.0,2565600000.0,8558100000.0,3154500000.0,4409100000.0,,233300000.0,-3153300000.0,-2028800000.0,-355800000.0,-994900000.0,-278300000.0,-0.83,-1596200000.0,-1053300000.0,-278500000.0,4409100000.0,,-0.83,-634300000.0,-0.3153907116817245,-0.08211388152953508,0.31551073478577996,0.6433894650049155,0.11283417372276662,-0.029365885062024907,-0.04704109154370934,0.2011543462404465,1.3977175463623395,0.6555581540380417,5304400000.0,259500000.0,240900000.0,3369200000.0,757300000.0,0.07999999999999996,0.07999999999999996,5.822131255777103,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2022-09-30,11947900000.0,1830000000.0,2610600000.0,8493100000.0,3051800000.0,4312800000.0,,215700000.0,1390000000.0,888700000.0,171900000.0,128600000.0,69700000.0,0.15,882200000.0,163200000.0,106600000.0,4312800000.0,,0.15,278500000.0,0.04213906546955895,0.010763397751906193,0.0925179856115108,0.6393525179856115,0.12366906474820144,0.014387465579725308,0.02334138989218695,0.20035971223021581,1.413198767940232,0.7009882785566537,5322700000.0,162100000.0,395600000.0,3391000000.0,880800000.0,0.09999999999999995,0.09999999999999995,4.8964577656675745,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2022-12-31,12454600000.0,1906300000.0,2915600000.0,8520900000.0,3531400000.0,4014000000.0,,280800000.0,2913600000.0,1887000000.0,371200000.0,366900000.0,108500000.0,0.42,884500000.0,645400000.0,210400000.0,4014000000.0,,0.42,581600000.0,0.10389647165430141,0.029458995070094585,0.12592668863261944,0.6476523887973641,0.12740252608456892,0.029804249032485988,0.049195536353274845,0.19961559582646898,1.1366596817126353,0.6538276855535738,5286400000.0,41600000.0,505600000.0,3394000000.0,933600000.0,0.15999999999999998,0.15999999999999998,4.299485861182519,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2023-03-31,12705500000.0,1914500000.0,2757300000.0,8569000000.0,3737600000.0,4225000000.0,,245000000.0,4202500000.0,2697800000.0,414700000.0,475300000.0,138300000.0,0.54,885800000.0,520800000.0,317800000.0,4225000000.0,,0.54,732500000.0,0.1271671660958904,0.03740899610404943,0.11309934562760261,0.6419512195121951,0.09867935752528258,0.03263940813033726,0.052080978574837365,0.17430101130279596,1.1304045376712328,0.6943386646356944,5352800000.0,-24100000.0,602000000.0,3444700000.0,958300000.0,0.28,0.28,4.408849003443598,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2023-06-30,12661600000.0,2051700000.0,2736800000.0,8428300000.0,3811100000.0,4178200000.0,,246900000.0,-2952000000.0,-1926200000.0,-414100000.0,-462600000.0,-134900000.0,-0.5399999999999999,-1766000000.0,-703700000.0,-208100000.0,4178200000.0,0.7497,-0.5399999999999999,-622200000.0,-0.1213822780824434,-0.03653566689833828,0.15670731707317073,0.6525067750677507,0.14027777777777778,-0.032705187338093133,-0.05183182506602581,0.21077235772357725,1.096323895988035,0.7496711487869044,5554100000.0,508200000.0,543700000.0,3547300000.0,970400000.0,0.57,0.57,4.305647155812037,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2023-09-30,12616900000.0,2243500000.0,2828100000.0,8467200000.0,3721300000.0,4095400000.0,,280000000.0,1641400000.0,1041900000.0,197500000.0,1600000.0,40900000.0,0.0,854300000.0,186200000.0,106800000.0,4095400000.0,0.7497,0.0,304300000.0,0.000429957272995996,0.0001268140351433395,0.0009747776288534178,0.634763007188985,0.12032411356159377,0.015653607463005967,0.025266416774342115,0.1853905202875594,1.1005293848923763,0.7932887804533079,5805500000.0,381200000.0,569300000.0,3700500000.0,996200000.0,0.42000000000000004,0.42000000000000004,4.111021883155993,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2023-12-31,13015700000.0,2421600000.0,2851000000.0,8158400000.0,4424800000.0,3682900000.0,,450000000.0,3369000000.0,2166000000.0,434200000.0,182500000.0,112300000.0,0.2,883300000.0,608100000.0,212200000.0,3682900000.0,,0.2,646400000.0,0.04124480202495028,0.014021527847138456,0.05417037696645889,0.6429207479964381,0.12888097358266548,0.03335971173275352,0.053554028886120604,0.1918670228554467,0.8323314048092569,0.8493861802876184,6260900000.0,196800000.0,632300000.0,3979500000.0,1061000000.0,0.20000000000000012,0.20000000000000012,3.471159283694628,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2024-03-31,12322200000.0,1985600000.0,2476200000.0,7903800000.0,3992600000.0,3902300000.0,,260200000.0,4754600000.0,3063800000.0,512000000.0,186300000.0,106900000.0,0.2,886100000.0,438100000.0,316600000.0,3902300000.0,,0.2,828600000.0,0.046661323448379505,0.015119053415786142,0.03918310688596307,0.6443864888739326,0.1076851890800488,0.04155102173313207,0.06485199305881012,0.1742733352963446,0.9773831588438612,0.8018738389467733,6813000000.0,-92200000.0,729600000.0,4345500000.0,1157100000.0,-0.1399999999999999,-0.1399999999999999,3.3724829314665974,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2024-06-30,12082500000.0,1963500000.0,2601800000.0,7834800000.0,3827100000.0,3841800000.0,,300800000.0,-3647000000.0,-2332500000.0,-597000000.0,-281000000.0,-165000000.0,-0.31000000000000005,-1740300000.0,-617800000.0,-214500000.0,3841800000.0,0.7547,-0.31000000000000005,-811500000.0,-0.07342374121397403,-0.023256776329402026,0.07704962983273923,0.6395667672059226,0.163696188648204,-0.049410304158907514,-0.07784688808042875,0.22251165341376475,1.003841028454966,0.7546698439541856,6118000000.0,89400000.0,546700000.0,3939200000.0,967800000.0,0.08999999999999997,0.08999999999999997,3.9696218226906383,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2024-09-30,12516000000.0,2233700000.0,2637600000.0,8042900000.0,4045200000.0,3934400000.0,,283600000.0,1671500000.0,1094600000.0,237800000.0,82900000.0,42000000.0,0.09,875300000.0,67400000.0,104600000.0,3934400000.0,0.7547,0.09,342400000.0,0.02049342430534955,0.0066235218919782676,0.049596171103798985,0.6548609033801974,0.14226742446903978,0.018999680409076382,0.029800992530953932,0.2048459467544122,0.9726095125086522,0.846868365180467,6148100000.0,170700000.0,587000000.0,3991900000.0,1005900000.0,0.17999999999999997,0.17999999999999997,3.911323193160354,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2024-12-31,11724300000.0,1952500000.0,2746200000.0,7509900000.0,3784700000.0,3387000000.0,,249600000.0,3341400000.0,2208800000.0,506000000.0,106600000.0,68000000.0,0.11,875200000.0,531900000.0,210200000.0,3387000000.0,,0.11,716200000.0,0.028166036938198535,0.0090922272545056,0.03190279523553002,0.6610402825163105,0.1514335308553301,0.04315822693039243,0.0705550985122077,0.2143412940683546,0.8949190160382593,0.7109824484742553,6120500000.0,94800000.0,658800000.0,4034700000.0,1075700000.0,0.08999999999999996,0.08999999999999996,3.1486473923956493,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
2025-03-31,11470500000.0,1930100000.0,2359600000.0,7551000000.0,3495000000.0,3796100000.0,,243500000.0,4640500000.0,3041200000.0,225600000.0,-299100000.0,9600000.0,-0.36,870400000.0,409400000.0,315300000.0,3796100000.0,,-0.36,540900000.0,-0.0855793991416309,-0.026075585196809206,-0.06445426139424631,0.6553604137485185,0.04861545092123694,0.019667843598796912,0.030941833193893927,0.11656071544014654,1.0861516452074391,0.8179776233259874,6006400000.0,-390600000.0,372400000.0,4012100000.0,788000000.0,-0.47000000000000003,-0.47000000000000003,4.8173857868020304,0.9316018,5.65,1.954,8.68805,1804.0123,1.1449,1.74479
