report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-12-31,6701300000.0,4122600000.0,3863900000.0,4603100000.0,2098200000.0,,188200000.0,-415200000.0,-194100000.0,-78500000.0,-40000000.0,-14700000.0,-18300000.0,-0.27,-307830839.0,-102800000.0,-20800000.0,0.0,1.067,18.6942,,-0.27,-99300000.0,-0.019063959584405682,-0.005968991091280796,0.09633911368015415,0.467485549132948,0.1890655105973025,-0.011714145016638563,-0.03741302068439615,0.23916184971098267,0.0,1.0669530784958203,842500000.0,-4000000.0,7800000.0,341300000.0,59600000.0,25100000.0,-0.030000000000000027,-0.030000000000000027,0.0,0.3107569721115538,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
2021-03-31,7798800000.0,4832200000.0,4420500000.0,5639500000.0,2159300000.0,,339600000.0,234500000.0,93200000.0,-2400000.0,-19200000.0,5600000.0,6600000.0,-0.13,148716050.0,-4500000.0,15000000.0,0.0,,14.4783,,-0.13,12600000.0,-0.008891770481174455,-0.0024619172180335436,-0.08187633262260129,0.3974413646055437,-0.01023454157782516,-0.00030773965225419295,-0.0011114713101468068,0.05373134328358209,0.0,1.0931342608302228,854300000.0,-31800000.0,-20900000.0,334000000.0,34100000.0,23800000.0,-0.22000000000000003,-0.22000000000000003,0.0,-0.8781512605042017,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
2021-06-30,6807000000.0,3755700000.0,3374000000.0,4607200000.0,2199800000.0,,335200000.0,484900000.0,185300000.0,-22100000.0,-45000000.0,15500000.0,-5400000.0,-0.3,149006538.0,23100000.0,38300000.0,0.0,,15.6944,,-0.3,16200000.0,-0.020456405127738886,-0.006610841780520053,-0.0928026397195298,0.38214064755619714,-0.045576407506702415,-0.0032466578522109594,-0.010046367851622875,0.03340895029903073,0.0,1.1131298162418495,923900000.0,-90900000.0,-73300000.0,340200000.0,-3900000.0,25800000.0,-0.6100000000000001,-0.6100000000000001,-0.0,-2.8410852713178296,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
2021-09-30,9001500000.0,5963600000.0,5554800000.0,6779700000.0,2221800000.0,,378800000.0,742100000.0,278400000.0,-38100000.0,-65900000.0,25500000.0,-13900000.0,-0.44,149083666.0,48900000.0,59300000.0,0.0,,17.6435,,-0.44,21200000.0,-0.02966063552074894,-0.00732100205521302,-0.08880204824147689,0.3751515968198356,-0.05134078965099043,-0.0042326278953507745,-0.01714825816905212,0.02856757849346449,0.0,1.0735940087851947,1046300000.0,-170100000.0,-141100000.0,362800000.0,-49300000.0,31900000.0,-1.1400000000000001,-1.1400000000000001,-0.0,-4.423197492163009,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
2021-12-31,7166200000.0,4144100000.0,3741900000.0,4938700000.0,2227500000.0,,367500000.0,-437300000.0,-174600000.0,27100000.0,54700000.0,-10700000.0,-2200000.0,0.37,-296403933.0,-18700000.0,-35100000.0,0.0,1.1075,15.4346,,0.37,-8000000.0,0.024556677890011223,0.007633055175685859,-0.1250857534873085,0.39926823690830093,-0.06197118682826435,0.0037816415952666685,0.012166105499438832,0.01829407729247656,0.0,1.1074855020176915,1024200000.0,-75400000.0,-35500000.0,382300000.0,42000000.0,35900000.0,-0.5,-0.5,0.0,-0.9888579387186629,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
2022-03-31,11059500000.0,7978000000.0,7628900000.0,8918700000.0,2140800000.0,,354800000.0,293300000.0,103100000.0,-18900000.0,-27400000.0,5800000.0,3000000.0,-0.18,152124151.0,5500000.0,20900000.0,0.0,,9.5986,,-0.18,2000000.0,-0.012798953662182361,-0.0024775080247750802,-0.09341970678486192,0.35151721786566653,-0.06443914081145585,-0.0017089380170893802,-0.00882847533632287,0.006818956699624957,0.0,1.0457602013396428,1083000000.0,-83600000.0,-52000000.0,392200000.0,31400000.0,36100000.0,-0.55,-0.55,0.0,-1.440443213296399,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
2022-06-30,9082300000.0,6037500000.0,5699200000.0,6988000000.0,2094300000.0,,371200000.0,594500000.0,219100000.0,-25400000.0,-47200000.0,12500000.0,3800000.0,-0.31,152439996.0,38700000.0,42500000.0,0.0,,6.3546,,-0.31,17100000.0,-0.022537363319486223,-0.00519692148464596,-0.07939444911690496,0.36854499579478556,-0.04272497897392767,-0.002796648426059478,-0.012128157379554028,0.028763666947014297,0.0,1.0593592083099381,1192600000.0,-85800000.0,-55300000.0,426000000.0,32300000.0,33100000.0,-0.56,-0.56,0.0,-1.6706948640483383,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
2022-09-30,8006400000.0,5007200000.0,4675700000.0,5955200000.0,2051200000.0,,408400000.0,910100000.0,338100000.0,-29100000.0,-68200000.0,19900000.0,7800000.0,-0.45,152691008.0,90800000.0,64400000.0,0.0,,7.1729,,-0.45,35300000.0,-0.033248829953198125,-0.00851818545163869,-0.07493682012965608,0.3714976376222393,-0.031974508295791675,-0.0036345923261390887,-0.014186817472698909,0.03878694648939677,0.0,1.0708984750946382,1360600000.0,-88100000.0,-46300000.0,485700000.0,46400000.0,27500000.0,-0.5700000000000001,-0.5700000000000001,0.0,-1.6836363636363636,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
2022-12-31,7917200000.0,4894000000.0,4533500000.0,5807800000.0,2109400000.0,,431900000.0,-551700000.0,-187100000.0,47600000.0,69400000.0,-9600000.0,-4100000.0,0.45999999999999996,-304314856.0,-2400000.0,-38800000.0,0.0,1.071,7.9065,,0.45999999999999996,8800000.0,0.03290035081065706,0.008765725256403779,-0.12579300344390068,0.33913358709443536,-0.08627877469639297,0.006012226544738038,0.022565658481084667,-0.01595069784303063,0.0,1.079519135325907,1246200000.0,-73400000.0,-25800000.0,473200000.0,63200000.0,28600000.0,-0.48000000000000004,-0.48000000000000004,0.0,-0.9020979020979021,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
2023-03-31,10061500000.0,7041700000.0,6591400000.0,7867300000.0,2194200000.0,,428600000.0,370600000.0,160300000.0,38400000.0,9900000.0,9200000.0,18500000.0,0.06,157700701.0,11300000.0,22100000.0,0.0,,8.5754,,0.06,60500000.0,0.004511894995898278,0.0009839487154002882,0.02671343766864544,0.43254182406907715,0.10361575822989746,0.003816528350643542,0.017500683620453924,0.16324878575283325,0.0,1.068316290924538,1323500000.0,-36100000.0,31500000.0,530400000.0,121700000.0,32000000.0,-0.24000000000000005,-0.24000000000000005,0.0,0.984375,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
2023-06-30,8118800000.0,5067200000.0,4604200000.0,5878600000.0,2240200000.0,,486600000.0,736500000.0,316200000.0,67800000.0,13000000.0,18300000.0,35000000.0,0.08,157790796.0,93000000.0,45400000.0,0.0,,7.5031,,0.08,113200000.0,0.005803053298812606,0.0016012218554466177,0.017651052274270197,0.42932790224032585,0.09205702647657842,0.0083509878307139,0.030265154896884208,0.1536999321113374,0.0,1.1005603579340602,1465500000.0,24100000.0,124700000.0,627500000.0,217800000.0,37800000.0,0.14999999999999997,0.14999999999999997,0.0,3.298941798941799,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
2023-09-30,8943200000.0,5914600000.0,5411500000.0,6676300000.0,2266900000.0,,510300000.0,1114000000.0,476700000.0,94300000.0,9200000.0,27200000.0,51300000.0,0.06,158184807.0,129600000.0,84100000.0,0.0,,7.3068,2648.913,0.06,178400000.0,0.004058405752349023,0.0010287145540746041,0.008258527827648115,0.4279174147217235,0.08464991023339317,0.010544324179264692,0.04159865896157749,0.16014362657091563,0.0,1.0929686778157628,1669400000.0,101500000.0,248100000.0,766100000.0,360900000.0,45100000.0,0.6599999999999999,0.6599999999999999,0.0,5.501108647450111,1.7072616,79.62,55.63,1.16741,10853.949,2713.4872,4.671,7.485
