report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2014-12-31,4650265000.0,1206970000.0,653592000.0,2328067000.0,2321279000.0,1152882000.0,112831000.0,151639000.0,-1506412000.0,-819828000.0,-234903000.0,-151039000.0,-22216000.0,-59711000.0,0.0,-288811000.0,-92189000.0,,,1265713000.0,1.8484,2.5797,23.3415,0.0,-234903000.0,-0.0650671461724334,-0.03247965438528772,0.10026407118371336,0.5442256168963072,0.1559354280236748,-0.05051389544466821,-0.06548746136038218,,0.1559354280236748,0.5452653472503736,1.8466719298889827,2922620000.0,322854000.0,445600000.0,1599789000.0,445600000.0,46910000.0,2.0,2.0,2.840469030520646,9.499040716265188,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2015-03-31,4384830000.0,1200082000.0,661833000.0,2210578000.0,2172793000.0,1078823000.0,247631000.0,100619000.0,656320000.0,373368000.0,97709000.0,63961000.0,10668000.0,18853000.0,0.0,142804000.0,65631000.0,,,1326454000.0,,2.4984,22.6589,0.0,97709000.0,0.02943722664791354,0.014586882501716143,0.09745398586055583,0.5688810336421258,0.14887402486591905,0.022283418057256494,0.027922864547715552,,0.14887402486591905,0.6104833732435625,1.8132701149685797,2848826000.0,313937000.0,437739000.0,1578952000.0,437739000.0,46623000.0,2.0,2.0,3.030239480603739,9.38890676275658,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2015-06-30,4496756000.0,1270330000.0,612973000.0,2180467000.0,2314870000.0,1077779000.0,119704000.0,96472000.0,1354326000.0,773029000.0,183510000.0,108061000.0,20492000.0,43628000.0,0.0,142521000.0,211245000.0,,,1197483000.0,,2.5912,26.8735,0.0,183510000.0,0.04668123911925939,0.024030879149324537,0.07978950415188071,0.5707850251711921,0.13549913388652363,0.04080941905676003,0.052247026423596944,,0.13549913388652363,0.5173003235602863,2.0724077569485115,2707813000.0,259127000.0,388573000.0,1533307000.0,388573000.0,44362000.0,1.0,1.0,3.0817452576478552,8.759140706009648,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2015-09-30,4402200000.0,1208100000.0,933400000.0,2120700000.0,2280100000.0,701900000.0,453200000.0,236400000.0,2003200000.0,1142500000.0,282100000.0,192600000.0,30100000.0,63200000.0,1.0,142500000.0,371000000.0,,,1155100000.0,,2.5972,25.487,1.0,282100000.0,0.084469979386869,0.04375085184680387,0.0961461661341853,0.5703374600638977,0.1408246805111821,0.06408159556585344,0.08212040055891942,,0.1408246805111821,0.5066005876935222,1.2943004071137776,2507434000.0,213583000.0,328416000.0,1469069000.0,328416000.0,39044000.0,1.0,1.0,3.517185520802884,8.411433254789468,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2015-12-31,4402900000.0,1196700000.0,476000000.0,2063500000.0,2338000000.0,1141000000.0,12100000.0,284600000.0,-1339546000.0,-771697000.0,-188119000.0,-113422000.0,-5360000.0,-48681000.0,0.0,-285325000.0,-150476000.0,,,1153100000.0,2.5147,3.1863,33.9218,0.0,-188119000.0,-0.04851240376390077,-0.025760748597515273,0.08467197095135218,0.5760884657936346,0.14043489361320924,-0.042726157759658406,-0.05388530835553264,,0.14043489361320924,0.4931993156544055,2.514075630252101,2674300000.0,251200000.0,375200000.0,1517200000.0,375200000.0,55900000.0,1.0,1.0,3.0732942430703623,6.711985688729874,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2016-03-31,11682400000.0,1805500000.0,854200000.0,3297000000.0,8381800000.0,1169100000.0,10900000.0,323100000.0,772600000.0,418900000.0,72700000.0,125000000.0,9200000.0,-57900000.0,0.0,178400000.0,700000.0,,,1180000000.0,,5.1971,46.4542,0.0,72700000.0,0.014913264453935909,0.010699856193932754,0.1617913538700492,0.5421951850893089,0.09409785141082061,0.006223036362391289,0.007603170951076157,,0.09409785141082061,0.14078121644515498,2.113673612737064,2790580000.0,312239000.0,350191000.0,1562732000.0,350191000.0,54432000.0,1.0,1.0,3.369589738171455,6.433550117577895,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2016-06-30,11451400000.0,1738400000.0,722500000.0,3135800000.0,8311500000.0,1171800000.0,9800000.0,311600000.0,1794600000.0,945800000.0,193900000.0,230400000.0,18500000.0,-40000000.0,1.0,207900000.0,188100000.0,,,1181600000.0,,4.6657,38.9068,1.0,193900000.0,0.027720628045479156,0.020119810678170355,0.1283851554663992,0.5270255210074668,0.10804636130614065,0.01693242747611646,0.02042536157840958,,0.10804636130614065,0.14216447091379414,2.406089965397924,3230854000.0,434578000.0,360581000.0,1735503000.0,360581000.0,52440000.0,2.0,2.0,3.276933615470588,6.876067887109077,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2016-09-30,11952400000.0,1841600000.0,770200000.0,3595300000.0,8344100000.0,1569800000.0,16400000.0,330700000.0,2748800000.0,1459400000.0,320500000.0,322900000.0,26900000.0,-15200000.0,1.0,217400000.0,341000000.0,,,1586200000.0,,4.0492,36.2986,1.0,320500000.0,0.03869800218118191,0.02701549479602423,0.11746944121071012,0.5309225844004657,0.11659633294528522,0.026814698303269636,0.03227495644643163,,0.11659633294528522,0.19009839287640368,2.3910672552583745,3976454000.0,564878000.0,398981000.0,2052403000.0,398981000.0,49240000.0,2.0,2.0,3.9756279121060905,8.102782290820471,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2016-12-31,11656100000.0,1882600000.0,771000000.0,3530200000.0,8114300000.0,1511100000.0,21100000.0,383900000.0,-1570700000.0,-823200000.0,-132400000.0,-248400000.0,-18700000.0,122600000.0,-1.0,-382100000.0,33600000.0,,,1532200000.0,2.2708,3.6136,31.4822,-1.0,-132400000.0,-0.030612622160876478,-0.021310730004032222,0.15814604953205577,0.5240975361303877,0.08429362704526644,-0.011358859309717658,-0.013725185300368009,,0.08429362704526644,0.18882713234659798,2.4417639429312583,3745300000.0,429900000.0,454700000.0,2000900000.0,454700000.0,35900000.0,1.0,1.0,3.3696943039366616,12.665738161559888,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2017-03-31,11594000000.0,1720600000.0,747500000.0,3430400000.0,8152200000.0,1528100000.0,22700000.0,363300000.0,900500000.0,492000000.0,84200000.0,59800000.0,9300000.0,16900000.0,0.0,234000000.0,82500000.0,,,1550800000.0,,3.7109,39.411,0.0,84200000.0,0.007335443193248448,0.005157840262204588,0.06640755136035535,0.5463631315935591,0.0935036091060522,0.007262377091599103,0.008677728537565701,,0.0935036091060522,0.1902308579279213,2.3018060200668895,3873200000.0,364700000.0,466200000.0,2074000000.0,466200000.0,36000000.0,1.0,1.0,3.3264693264693266,12.95,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2017-06-30,10850000000.0,1765700000.0,753700000.0,3575800000.0,7262500000.0,1587300000.0,21600000.0,268400000.0,1893200000.0,1036200000.0,-963800000.0,-990200000.0,18900000.0,2400000.0,-4.0,229700000.0,208700000.0,,,1608900000.0,,3.8667,,-4.0,-963800000.0,-0.13634423407917384,-0.0912626728110599,-0.5230297908303402,0.5473272765687724,-0.5090851468413269,-0.08882949308755761,-0.10864125166264625,,-0.5090851468413269,0.2215352839931153,2.342709300782805,3971800000.0,-855900000.0,-691500000.0,2164400000.0,-691500000.0,36400000.0,-4.0,-4.0,-2.3266811279826465,-18.997252747252748,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2017-09-30,11199000000.0,1972400000.0,848400000.0,3709200000.0,7477800000.0,1600700000.0,21400000.0,370000000.0,2902400000.0,1595200000.0,-855900000.0,-899600000.0,28700000.0,9500000.0,-3.0,229600000.0,373000000.0,,,1622100000.0,,3.3158,,-3.0,-855900000.0,-0.12030276284468694,-0.08032860076792571,-0.30995038588754137,0.5496141124586549,-0.2948938809261301,-0.07642646664880792,-0.09405597863712788,,-0.2948938809261301,0.21692208938457835,2.324846770391325,4125400000.0,-2078400000.0,-1867900000.0,2300200000.0,-1867900000.0,38200000.0,-8.0,-8.0,-0.8684083730392419,-48.897905759162306,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2017-12-31,10374500000.0,2002500000.0,954500000.0,3746600000.0,6616300000.0,1611600000.0,30100000.0,320600000.0,-1702700000.0,-934900000.0,173200000.0,280000000.0,-18600000.0,-82000000.0,1.0,-463900000.0,-62300000.0,,,1641700000.0,2.0974,3.8616,,1.0,173200000.0,0.04231972552635158,0.026989252494096103,-0.16444470546778645,0.5490691255065484,-0.10172079638221648,0.016694780471348016,0.020973601356260595,,-0.10172079638221648,0.24812961927361213,2.0979570455735987,3993400000.0,-1550000000.0,-1562300000.0,2188500000.0,-1562300000.0,38300000.0,-6.0,-6.0,-1.050822505280676,-40.7911227154047,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2018-03-31,10372800000.0,2000500000.0,895400000.0,3667600000.0,6693100000.0,1645500000.0,22600000.0,317100000.0,956100000.0,514100000.0,68700000.0,81200000.0,8600000.0,13700000.0,0.0,229900000.0,55100000.0,,,1668100000.0,,2.7532,,0.0,68700000.0,0.012131897028282858,0.007828165972543575,0.08492835477460517,0.5377052609559669,0.0718544085346721,0.0066230911614993055,0.008216523943931494,,0.0718544085346721,0.2492268156758453,2.23419700692428,4049000000.0,-1528600000.0,-1577800000.0,2210600000.0,-1577800000.0,37600000.0,-6.0,-6.0,-1.057231588287489,-41.962765957446805,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2018-06-30,8822000000.0,1892400000.0,1117700000.0,3681900000.0,5127200000.0,1586600000.0,218100000.0,239300000.0,,1066900000.0,-1085400000.0,-1040800000.0,18200000.0,-27600000.0,-4.0,226200000.0,172000000.0,,,1804700000.0,,2.4406,,-4.0,-1085400000.0,-0.20299578717428615,-0.11797778281568805,,,,-0.12303332577646792,-0.15658044691931505,,,0.3519854891558746,1.6931197995884406,,-1579200000.0,-1699400000.0,2241300000.0,-1699400000.0,36900000.0,-6.0,-6.0,-1.0619630457808638,-46.05420054200542,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2018-09-30,8769200000.0,1902800000.0,1080100000.0,3614900000.0,5142000000.0,1574800000.0,154800000.0,233100000.0,,1543000000.0,-1039900000.0,-1012800000.0,27900000.0,-23400000.0,-4.5,224900000.0,297600000.0,,,1729600000.0,,2.0853,,-4.5,-1039900000.0,-0.1969661610268378,-0.11549514208821786,,,,-0.1185855038087853,-0.15133302287676814,,,0.33636717230649554,1.7616887325247663,,-1692400000.0,-1883400000.0,2189100000.0,-1883400000.0,36100000.0,-7.5,-7.5,-0.9183391738345545,-52.17174515235457,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2018-12-31,8687000000.0,1888000000.0,1013300000.0,3554000000.0,5121100000.0,1564900000.0,92400000.0,309600000.0,,-1056200000.0,1098500000.0,961400000.0,-17400000.0,89800000.0,3.99,-456700000.0,-24900000.0,,,1657300000.0,1.8638,2.0774,,3.99,1098500000.0,0.18773310421589112,0.11067111776217337,,,,0.12645332105444917,0.16205889295408946,,,0.32362187811212434,1.8632191848416066,,-1011000000.0,-958100000.0,2067800000.0,-958100000.0,37300000.0,-4.51,-4.51,-1.7297776850015656,-25.68632707774799,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2019-03-31,8604500000.0,1795600000.0,870600000.0,3495000000.0,5107700000.0,1545100000.0,20700000.0,225400000.0,946200000.0,499700000.0,47300000.0,39200000.0,8400000.0,14600000.0,0.17,225000000.0,29300000.0,,,1565800000.0,,2.8045,,0.17,47300000.0,0.007674687236916812,0.004555755709221919,0.04142887338829,0.5281124497991968,0.049989431409849926,0.0054971235981172645,0.00708773507155166,,0.049989431409849926,0.3065567672337843,2.062485642085918,,-1053000000.0,-979500000.0,2053400000.0,-979500000.0,37100000.0,-4.34,-4.34,-1.5985706993363962,-26.401617250673855,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2019-06-30,8575300000.0,1828300000.0,880800000.0,3392400000.0,5181100000.0,1441300000.0,56300000.0,250100000.0,,1040500000.0,114800000.0,75600000.0,16400000.0,25800000.0,0.34,225300000.0,174400000.0,,,1497600000.0,,3.4601,129.4649,0.34,114800000.0,0.014591496014359885,0.008816018098492182,,,,0.013387286742154794,0.017188973902106698,,,0.28905058771303394,2.075726612170754,,63400000.0,220700000.0,2027000000.0,220700000.0,35300000.0,2.220446049250313e-16,2.220446049250313e-16,6.785681921159946,6.252124645892351,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2019-09-30,8366800000.0,1811300000.0,868900000.0,3307700000.0,5057300000.0,1403900000.0,11700000.0,226100000.0,,1554500000.0,224300000.0,160600000.0,23000000.0,47300000.0,0.71,225200000.0,333500000.0,,,1415600000.0,,3.0048,73.5911,0.71,224300000.0,0.03175607537618887,0.019194913228474445,,,,0.026808337715733613,0.034652165180985336,,,0.279912206117889,2.0845897111290137,,1236800000.0,1484900000.0,2038500000.0,1484900000.0,30400000.0,5.21,5.21,0.9533301905852246,48.8453947368421,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2019-12-31,8602900000.0,1999900000.0,995500000.0,3508000000.0,5092500000.0,1433100000.0,2300000.0,404900000.0,3083000000.0,-929600000.0,-25500000.0,-12500000.0,-18400000.0,-5400000.0,-0.050000000000000044,-451100000.0,95600000.0,122900000.0,-27300000.0,1435400000.0,2.008,3.1294,49.1656,-0.050000000000000044,-25500000.0,-0.002454590083456063,-0.0014529984075137455,-0.0040544923775543305,-0.3015244891339604,-0.008271164450210833,-0.0029641167513280407,-0.003906309839305137,-0.008855011352578657,-0.008271164450210833,0.28186548846342663,2.0089402310396784,,262900000.0,360900000.0,2165100000.0,360900000.0,29400000.0,1.1699999999999997,1.1699999999999997,3.9772790246605707,12.275510204081632,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
