report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2022-12-31,11017300000.0,2719900000.0,1113600000.0,6175200000.0,4842100000.0,4070400000.0,,600700000.0,,4451600000.0,1455400000.0,78900000.0,-140600000.0,-8200000.0,-1.0,134500000.0,307300000.0,96400000.0,338600000.0,210900000.0,4070400000.0,2.4417,1.031,,-1.0,417500000.0,-0.0290369880836827,-0.01276174743358173,-0.03158414951927397,0.32693862880761976,0.017723964417288168,0.007161464242600274,0.00885273492286115,0.04737622427891095,0.09378650372899631,0.8406270006815225,2.4424389367816093,8047900000.0,-334000000.0,211500000.0,2514700000.0,180200000.0,762300000.0,-1.56,-1.56,5.339630066902794,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2023-04-01,10954900000.0,2740700000.0,1086800000.0,6121000000.0,4833900000.0,4062800000.0,,553000000.0,,1181700000.0,413800000.0,48500000.0,-3000000.0,5400000.0,0.0,134900000.0,19400000.0,23200000.0,88700000.0,-3800000.0,4062800000.0,,1.0637,,0.0,137200000.0,-0.0006206168931918327,-0.00027385005796492893,-0.002538715410002539,0.3501734788863502,0.04104256579504104,0.004427242603766351,0.005451459529938067,-0.003215706186003216,0.1161039180841161,0.8404807712199259,2.521807140228193,11125800000.0,-328100000.0,190100000.0,3651900000.0,272000000.0,1011900000.0,-1.5,-1.5,4.01502124715881,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2023-07-01,10964700000.0,2773000000.0,1056900000.0,6116100000.0,4848600000.0,4055900000.0,,555200000.0,,2374800000.0,841900000.0,105400000.0,5400000.0,19000000.0,0.0,136500000.0,72300000.0,43200000.0,182600000.0,29100000.0,4055900000.0,,0.9822,,0.0,288000000.0,0.0011137235490657096,0.0004924895345973898,0.0022738756947953513,0.3545140643422604,0.044382684857672224,0.009612666101215719,0.011836711774945252,0.01225366346639717,0.1212733703890854,0.8365095078991874,2.6237108524931405,11304400000.0,-255100000.0,280700000.0,3783900000.0,287600000.0,1132100000.0,-1.0,-1.0,3.5826340429290697,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2023-09-30,10758300000.0,2765300000.0,1008400000.0,6020200000.0,4738100000.0,4048500000.0,,598300000.0,,3498700000.0,1253100000.0,167500000.0,19600000.0,22700000.0,0.0,136600000.0,196800000.0,75000000.0,273600000.0,121800000.0,4048500000.0,,0.9124,,0.0,441100000.0,0.004136679259618835,0.0018218491769145682,0.0056020807728584905,0.35816160288107013,0.047874924972132506,0.015569374343530111,0.019063118840051897,0.03481293051704919,0.1260753994340755,0.8544564276819823,2.7422649742165808,11506800000.0,-118600000.0,400300000.0,3964200000.0,358000000.0,1283800000.0,-1.0,-1.0,3.153528587007322,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2023-12-31,10809100000.0,2832900000.0,1586300000.0,6041200000.0,4767900000.0,3632800000.0,,,135500000.0,-2399600000.0,-828400000.0,-169500000.0,-34700000.0,-51000000.0,0.0,-272700000.0,117000000.0,-39700000.0,-185400000.0,77300000.0,3632800000.0,1.7859,0.9367,,0.0,-354900000.0,-0.007277837202961471,-0.003210258023332192,0.014460743457242874,0.34522420403400567,0.07063677279546592,-0.015681231554893562,-0.020176890021069673,-0.03221370228371395,0.14789964994165694,0.761928731726756,1.7858538737943643,4655600000.0,-12700000.0,151900000.0,1680400000.0,224400000.0,511400000.0,0.0,0.0,7.103637074696911,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2024-03-30,10640300000.0,2806400000.0,1554500000.0,5953300000.0,4687000000.0,3624900000.0,,658500000.0,136300000.0,1082100000.0,357700000.0,-55200000.0,2000000.0,-102700000.0,0.0,137600000.0,-1400000.0,25100000.0,81400000.0,-26500000.0,3624900000.0,,0.9575,,0.0,26200000.0,0.0004267121826328142,0.00018796462505756416,0.001848258016819148,0.3305609463081046,-0.05101192126420848,-0.005187823651588771,-0.006641080859971848,-0.02448941872285371,0.024212180020330838,0.773394495412844,1.8053393374075266,4556000000.0,-7700000.0,48200000.0,1624300000.0,201700000.0,400400000.0,0.0,0.0,9.053196803196803,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2024-06-29,10397300000.0,2959100000.0,1488100000.0,5852000000.0,4545300000.0,3616800000.0,,542800000.0,136400000.0,2147500000.0,752400000.0,-81700000.0,-106400000.0,-71000000.0,0.0,136900000.0,8100000.0,53500000.0,163300000.0,-45400000.0,3616800000.0,,0.8085,,0.0,81600000.0,-0.02340879589906057,-0.010233425985592414,-0.049545983701979046,0.35036088474970895,-0.0380442374854482,-0.007857809238937032,-0.010009678881660357,-0.021140861466821887,0.0379976717112922,0.7957230545838558,1.9885088367717223,4328700000.0,-119500000.0,-138900000.0,1534800000.0,127200000.0,194000000.0,0.0,0.0,18.643298969072166,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2024-09-28,11203200000.0,3707800000.0,1450500000.0,6637200000.0,4566000000.0,4312600000.0,,1463500000.0,136500000.0,3235100000.0,1156800000.0,-1300000.0,-127300000.0,-31500000.0,0.0,137300000.0,50300000.0,80600000.0,245600000.0,-30300000.0,4312600000.0,,0.8147,,0.0,244300000.0,-0.027879982479194043,-0.01136282490716938,-0.039349633705295047,0.357577818305462,-0.00040184229235572315,-0.00011603827477863468,-0.00014641948054873517,-0.009366016506444932,0.07551544001731013,0.944502847130968,2.556221992416408,4065100000.0,-266400000.0,-307700000.0,1438500000.0,-24900000.0,-2800000.0,0.0,0.0,-1540.2142857142858,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2024-12-31,9647700000.0,2481900000.0,1044200000.0,5328300000.0,4319400000.0,3581700000.0,,,136500000.0,-2091300000.0,-724200000.0,251100000.0,59900000.0,285200000.0,-1.0,-274400000.0,305900000.0,-40900000.0,-164400000.0,265000000.0,3581700000.0,2.3768,0.802,,-1.0,86700000.0,0.013867666805574849,0.006208733687821968,-0.028642471190168793,0.3462917802323913,-0.12006885669200976,0.026026928698031655,0.031780385009682194,-0.12671544015684025,-0.041457466647539805,0.8292123906098069,2.3768435165677073,4373400000.0,-171800000.0,112900000.0,1542700000.0,162800000.0,438800000.0,-1.0,-1.0,8.162488605287146,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2025-03-29,9759800000.0,2533000000.0,1073800000.0,5395800000.0,4364000000.0,3591300000.0,,409900000.0,137200000.0,1043900000.0,392300000.0,46900000.0,-6400000.0,8200000.0,0.0,137700000.0,-64500000.0,25500000.0,79900000.0,-90000000.0,3591300000.0,,0.8826,,0.0,126800000.0,-0.001466544454628781,-0.0006557511424414435,-0.006130855445923939,0.37580227991186893,0.04492767506466137,0.004805426340703703,0.005895440775332168,-0.08621515470830539,0.12146757352236805,0.8229376718606782,2.3589122741665114,4335200000.0,-180200000.0,215000000.0,1577300000.0,99300000.0,539400000.0,-1.0,-1.0,6.657953281423804,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2025-06-28,10094100000.0,2615000000.0,1126100000.0,5621800000.0,4472300000.0,3615500000.0,,454200000.0,137600000.0,2100200000.0,755200000.0,92300000.0,-14800000.0,11900000.0,0.0,138000000.0,11400000.0,44700000.0,166200000.0,-33300000.0,3615500000.0,,0.8491,,0.0,258500000.0,-0.003309259217852112,-0.0014662030294924759,-0.007046947909722883,0.3595848014474812,0.043948195409960956,0.009143955379875373,0.011412250550211429,-0.015855632796876486,0.12308351585563279,0.8084207231178588,2.322173874433887,4287900000.0,-88600000.0,389000000.0,1580100000.0,111400000.0,716300000.0,-1.0,-1.0,5.047466145469775,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2025-09-27,10084000000.0,2879200000.0,1145300000.0,5637500000.0,4446500000.0,3608100000.0,,432100000.0,137600000.0,3143500000.0,1132300000.0,164900000.0,-7300000.0,21500000.0,0.0,138800000.0,63100000.0,66600000.0,251600000.0,-3500000.0,3608100000.0,,0.6983,,0.0,416500000.0,-0.0016417406949285956,-0.0007239190797302657,-0.0023222522665818355,0.36020359471926194,0.05245745188484174,0.01635263784212614,0.020472773322076827,-0.0011134086209638938,0.13249562589470334,0.8114472056673788,2.5139264821444165,4196300000.0,31400000.0,555200000.0,1555600000.0,138200000.0,888500000.0,-1.0,-1.0,4.060889138998312,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2025-12-31,8535200000.0,2797400000.0,1012900000.0,5599700000.0,2935500000.0,3603600000.0,,,137600000.0,-2034500000.0,-785300000.0,-1426300000.0,-1396900000.0,62800000.0,-10.0,-276000000.0,228500000.0,-43400000.0,-160200000.0,185100000.0,3603600000.0,2.7618,0.4504,,-10.0,-1586500000.0,-0.4758644183273718,-0.1636634173774487,0.686606045711477,0.385991644138609,0.701056770705333,-0.16710797638016683,-0.21811870135033873,-0.09098058491029737,0.7797984762840993,1.2275932549821156,2.7617731266660086,4253100000.0,-1425400000.0,-1122200000.0,1494500000.0,58300000.0,-784700000.0,-10.0,-10.0,-4.592328278322926,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
