report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-06-30,12540898000.0,5531186000.0,3520203000.0,6799417000.0,5738426000.0,1495960000.0,1781412000.0,-6067132000.0,-1308333000.0,,-389280000.0,-50457000.0,-171102000.0,-2.8000000000000007,131769000.0,-165071000.0,-33302000.0,1495960000.0,1.5713,15.2603,1.1121,-2.8000000000000007,,-0.06783741743816162,-0.03104083934021312,0.06416211152155582,0.21564274520481835,,,,0.005488919641108847,,0.2606916949003089,1.5712690432909693,13015704000.0,948427000.0,2929029000.0,594897000.0,91552000.0,6.0,6.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2013-09-30,12788364000.0,5679179000.0,3455009000.0,6698593000.0,6086861000.0,1506744000.0,1945623000.0,3226144000.0,749735000.0,,244316000.0,20958000.0,79770000.0,1.0,282691000.0,56651000.0,226040000.0,1506744000.0,,17.0233,1.2455,1.0,,0.040138258455384476,0.01910455473428814,0.07573003560907386,0.23239353234077587,,,,0.07006506839124355,,0.24754039890183133,1.6437523028159984,13026913000.0,953002000.0,2941276000.0,904593000.0,89001000.0,5.429999999999999,5.429999999999999,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2013-12-31,12863936000.0,5744873000.0,3303103000.0,6565650000.0,6295226000.0,1507019000.0,2139522000.0,6332150000.0,1435770000.0,,497604000.0,41809000.0,321682000.0,3.28,540109000.0,111847000.0,428262000.0,1507019000.0,,18.7087,1.4681,3.28,,0.07904466019170718,0.038682095433310616,0.07858373538213718,0.22674289143497864,,,,0.06763295247269885,,0.2393907700851407,1.7392351979335794,13078633000.0,1029903000.0,2996035000.0,1125738000.0,83085000.0,5.9399999999999995,5.9399999999999995,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2014-03-31,13102358000.0,5949000000.0,3367181000.0,6648125000.0,6450996000.0,1508611000.0,2095989000.0,9690556000.0,2188283000.0,,740010000.0,62403000.0,408654000.0,4.0,817471000.0,167371000.0,650100000.0,1508611000.0,,17.6317,1.3591,4.0,,0.11471251881104871,0.05647914673068771,0.07636403938019655,0.22581604192783158,,,,0.06708593397530545,,0.23385706641269038,1.7667597910537034,13181718000.0,1092650000.0,3065455000.0,1271100000.0,74713000.0,5.479999999999999,5.479999999999999,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2014-06-30,13274362000.0,6071580000.0,3252796000.0,6611554000.0,6659428000.0,1508142000.0,1613555000.0,-6032879000.0,-1346044000.0,,-440882000.0,-42604000.0,-294804000.0,-2.2799999999999994,-252378000.0,-119529000.0,-371907000.0,1508142000.0,1.8666,17.9883,1.4169,-2.2799999999999994,,-0.06620418450353394,-0.03321304632192493,0.07307986783756147,0.2231180171191897,,,,0.06164668643279601,,0.22646719808367927,1.8665726347425415,13215971000.0,1041048000.0,3027744000.0,932495000.0,82566000.0,6.0,6.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2014-09-30,12744625000.0,5876262000.0,2888199000.0,6162261000.0,6579003000.0,1482492000.0,1092137000.0,3269932000.0,810067000.0,,280089000.0,20961000.0,116464000.0,1.0,260874000.0,54709000.0,206165000.0,1482492000.0,,15.7576,1.2797,1.0,,0.04257316800129138,0.021977029532057633,0.08565590966417651,0.247732062929749,,,,0.06304871171632927,,0.22533687855135498,2.0345765648419656,13259759000.0,1076821000.0,3088076000.0,912620000.0,82569000.0,6.0,6.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2014-12-31,12568399000.0,5727772000.0,2339151000.0,6808258000.0,5756749000.0,2725510000.0,1075307000.0,6404925000.0,1543476000.0,,547341000.0,48606000.0,192395000.0,3.0,538497000.0,109781000.0,428716000.0,2725510000.0,,16.8405,1.3823,3.0,,0.09507814219449207,0.043548983446499434,0.08545626997974215,0.24098268129603392,,,,0.06693536614402198,,0.47344603699066956,2.4486542339506943,13332534000.0,1126558000.0,3195782000.0,913074000.0,89366000.0,5.720000000000001,5.720000000000001,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2015-03-31,12337215000.0,5784997000.0,2767324000.0,7182276000.0,5151715000.0,2724943000.0,1017013000.0,9567236000.0,2332771000.0,,832686000.0,83609000.0,295299000.0,5.0,791050000.0,157418000.0,633632000.0,2724943000.0,,14.5294,1.2581,5.0,,0.16163277665787024,0.06749383876344864,0.08703516877810895,0.24382914772876932,,,,0.06622936864941975,,0.5289390038074699,2.0904660964888824,13209214000.0,1219234000.0,3340270000.0,896606000.0,110572000.0,6.720000000000001,6.720000000000001,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2015-06-30,12295037000.0,5583092000.0,2350130000.0,7187468000.0,5104287000.0,2723960000.0,1180584000.0,-6530349000.0,-1629815000.0,,-647976000.0,-34770000.0,-184471000.0,-3.0,-288480000.0,-106381000.0,-394861000.0,2723960000.0,2.3163,15.9379,1.2691,-3.0,,-0.12694740715010736,-0.05270224074966184,0.09922532471082326,0.24957548210669905,,,,0.06046552795264082,,0.5336612145829575,2.375652410717705,12711744000.0,1012140000.0,3056499000.0,873652000.0,118406000.0,6.0,6.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2015-09-30,12001554000.0,5327902000.0,2550041000.0,7146803000.0,4851518000.0,2725409000.0,974268000.0,2869348000.0,668444000.0,,194978000.0,35760000.0,80623000.0,1.0,4968000.0,38681000.0,-33713000.0,2725409000.0,,14.2713,1.0747,1.0,,0.04018907071972112,0.01624606280153387,0.06795202255007061,0.23296024044486763,,,,-0.011749359087848528,,0.5617641736050448,2.089339740027709,12311160000.0,927029000.0,2914876000.0,633774000.0,133205000.0,6.0,6.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2015-12-31,11754091000.0,5151011000.0,2368099000.0,6951370000.0,4799406000.0,2724860000.0,1047494000.0,5574938000.0,1233410000.0,,377960000.0,70057000.0,127366000.0,2.0,346628000.0,75419000.0,271209000.0,2724860000.0,,15.546,1.1027,2.0,,0.07875141215392072,0.03215561288405883,0.0677962696625505,0.2212419223316923,,,,0.04864789527704164,,0.5677494256580918,2.1751670854976926,11481173000.0,757648000.0,2604810000.0,476267000.0,154656000.0,5.0,5.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2016-03-31,12069401000.0,5456839000.0,2500619000.0,7042418000.0,5023612000.0,2675000000.0,1034971000.0,8403603000.0,1852674000.0,,565044000.0,103802000.0,213217000.0,4.0,681499000.0,110804000.0,570695000.0,2675000000.0,,20.0919,1.2955,4.0,,0.11247763561357843,0.04681624216479343,0.06723830242813707,0.2204618661781143,,,,0.06791075209050214,,0.5324853909895908,2.1821952884465805,10317540000.0,490006000.0,2124713000.0,413330000.0,174849000.0,4.0,4.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2016-06-30,12056738000.0,5207787000.0,2365941000.0,7478060000.0,4575255000.0,2675000000.0,1221653000.0,-5487136000.0,-1217159000.0,,-331142000.0,-73102000.0,-113694000.0,-2.0,136748000.0,-75497000.0,61251000.0,2675000000.0,2.2012,18.0348,1.2809,-2.0,,-0.07237673091445176,-0.02746530612177191,0.06034878668944965,0.2218204542406093,,,,-0.011162653887200901,,0.5846668655626844,2.201148295752092,11360753000.0,806840000.0,2537369000.0,869442000.0,136517000.0,5.0,5.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2016-09-30,11970914000.0,5281878000.0,2494238000.0,7320325000.0,4647281000.0,2653008000.0,1393850000.0,2743131000.0,637125000.0,,210129000.0,34148000.0,82007000.0,1.0,113932000.0,32526000.0,81406000.0,2653008000.0,,20.3717,1.4905,1.0,,0.045215471153993055,0.017553296264596004,0.07660188303074116,0.2322619663442978,,,,0.029676307839472487,,0.5708731621780564,2.1176319180447094,11234536000.0,821991000.0,2506050000.0,984561000.0,134905000.0,5.0,5.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2016-12-31,11731613000.0,5247839000.0,2425474000.0,7200635000.0,4527709000.0,2653560000.0,1520736000.0,5413935000.0,1263445000.0,,451434000.0,67592000.0,161329000.0,3.0,404176000.0,71356000.0,332820000.0,2653560000.0,,21.5847,1.6965,3.0,,0.09970472925711436,0.0384801305668709,0.08338371258613189,0.2333690744347688,,,,0.06147469446899529,,0.5860712338182511,2.1636344071303175,11073533000.0,895465000.0,2536085000.0,1046172000.0,132440000.0,6.0,6.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2017-03-31,15325333000.0,4619154000.0,3048441000.0,10577607000.0,4742139000.0,5255156000.0,819563000.0,8533074000.0,1998794000.0,,690107000.0,109649000.0,237545000.0,5.0,789293000.0,145236000.0,644057000.0,5255156000.0,,22.9123,1.8583,5.0,,0.14552652294671245,0.045030473399827596,0.08087437188520807,0.2342407905990268,,,,0.07547772350269083,,1.1081826154821695,1.5152512382558823,11203004000.0,1020528000.0,2682205000.0,1119534000.0,138287000.0,7.0,7.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2017-06-30,15489904000.0,4779718000.0,3395860000.0,10222558000.0,5261649000.0,4861895000.0,884886000.0,-4660828000.0,-1059014000.0,,-368258000.0,-48953000.0,-136084000.0,-2.0,-4930000.0,-45370000.0,-50300000.0,4861895000.0,1.4075,21.6447,1.7695,-2.0,,-0.06998908517082762,-0.023774065998084945,0.07901128297375488,0.22721585091747645,,,,0.01079207385468848,,0.9240249587154141,1.4075132661534928,12029312000.0,983412000.0,2840350000.0,1007983000.0,162436000.0,7.0,7.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2017-09-30,15731279000.0,5004618000.0,3467124000.0,10200620000.0,5524940000.0,4788147000.0,874766000.0,3364651000.0,,,285397000.0,53555000.0,88767000.0,2.0,238964000.0,79336000.0,159628000.0,4788147000.0,,22.1678,1.8551,2.0,,0.05165612658237013,0.01814200866947945,0.08482217026372126,,,,,0.047442661958105016,,0.8666423526771332,1.4434493834082658,12650832000.0,1058680000.0,,1086205000.0,181843000.0,8.0,8.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2017-12-31,15965181000.0,5286359000.0,3537703000.0,10445971000.0,5513401000.0,4798371000.0,1024770000.0,6735324000.0,,,341556000.0,106688000.0,392666000.0,2.0,460337000.0,144781000.0,315556000.0,4798371000.0,,30.4415,1.9919,2.0,,0.06195014656107909,0.02139380693522986,0.05071114618984922,,,,,0.04685090130779158,,0.8703105397194943,1.4942913523266368,13972221000.0,948802000.0,,1068941000.0,220939000.0,7.0,7.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2018-03-31,16237484000.0,5563096000.0,3508517000.0,10361201000.0,5870353000.0,4818570000.0,1089529000.0,10484915000.0,,,707545000.0,160833000.0,496363000.0,5.0,904825000.0,194307000.0,710518000.0,4818570000.0,,22.1285,1.5842,5.0,,0.12052852698977387,0.04357479274498438,0.06748218750461973,,,,,0.06776573772891817,,0.8208313878228447,1.5855975615908373,15924062000.0,966240000.0,,1135402000.0,272123000.0,7.0,7.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2018-06-30,15320087000.0,5085238000.0,3197483000.0,9454594000.0,5859866000.0,4318559000.0,822137000.0,-6282498000.0,,,-273697000.0,-107203000.0,-336834000.0,-2.0,-3839000.0,-170757000.0,-174596000.0,4318559000.0,1.5906,19.5623,1.451,-2.0,,-0.046707040741204665,-0.01786523797155982,0.04356499596179736,,,,,0.027790856439588202,,0.7369723130187619,1.590387814415276,14302392000.0,1060801000.0,,1011106000.0,213873000.0,7.0,7.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2018-09-30,15425042000.0,5298082000.0,3308521000.0,9317936000.0,6101380000.0,4313221000.0,952122000.0,3479294000.0,,,375711000.0,44339000.0,83824000.0,2.0,159388000.0,42106000.0,117282000.0,4313221000.0,,21.2537,1.6971,2.0,,0.06157803644421426,0.024357210826395158,0.10798483830340293,,,,,0.033708562714159826,,0.7069254824318433,1.6013445282650465,14417035000.0,1151115000.0,,968760000.0,204657000.0,7.0,7.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2018-12-31,15307687000.0,5334736000.0,3508934000.0,9486521000.0,5815209000.0,4303331000.0,1047385000.0,6951339000.0,,,687448000.0,91857000.0,203065000.0,5.0,541040000.0,94426000.0,446614000.0,4303331000.0,,13.7154,1.3289,5.0,,0.1182155275932473,0.04490867888793389,0.09889432812872455,,,,,0.06424862893321703,,0.7400131276451113,1.5203295359787332,14633050000.0,1497007000.0,,1099818000.0,189826000.0,10.0,10.0,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2019-03-31,15477935000.0,5537791000.0,3548950000.0,9461887000.0,6009978000.0,4284235000.0,1098729000.0,10638857000.0,,1420077000.0,1098696000.0,140066000.0,320884000.0,8.29,1092597000.0,145071000.0,947526000.0,4284235000.0,,15.716,1.5784,8.29,1420077000.0,0.18281198367115487,0.07098466300575626,0.10327199623042212,,0.1334802225464634,0.09174847936756421,0.13794905934042748,0.08906276303930018,0.1334802225464634,0.7128536909785693,1.5604026543062033,14786992000.0,1888158000.0,,1336826000.0,169059000.0,13.29,13.29,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2019-06-30,17576690000.0,7673086000.0,3151773000.0,11608538000.0,5961969000.0,6520831000.0,3219767000.0,-6749166000.0,,,-649491000.0,-86124000.0,-187279000.0,-3.8099999999999987,-62885000.0,-86514000.0,-149399000.0,6520831000.0,2.4343,14.4191,1.5227,-3.8099999999999987,,-0.10893900991434206,-0.036951837917150496,0.09623277898335883,,,,,0.022135920201103367,,1.0937378238632236,2.4345300248463326,14320324000.0,1512364000.0,,1362023000.0,190138000.0,11.48,11.48,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2019-09-30,19568589000.0,8138079000.0,4157328000.0,13465797000.0,6096616000.0,7366912000.0,3627393000.0,3334511000.0,,,338898000.0,69956000.0,94115000.0,2.6,449131000.0,50345000.0,398786000.0,7366912000.0,,15.7248,1.6368,2.6,,0.05558788678834291,0.017318468899316142,0.10163349288696304,,,,,0.11959354759963305,,1.208360834928754,1.9575263246008012,14175541000.0,1475551000.0,,1643527000.0,215755000.0,12.08,12.08,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2019-12-31,21043989000.0,5661151000.0,4091122000.0,14701488000.0,6330175000.0,8141220000.0,948355000.0,6832485000.0,,,543372000.0,152847000.0,144263000.0,4.17,825968000.0,118593000.0,707375000.0,8141220000.0,,19.3084,1.8603,4.17,,0.0858383851947221,0.02582077000705522,0.07952772673485561,,,,,0.10353114569589249,,1.2860971458135044,1.3837648938359697,14056687000.0,1331475000.0,,1904288000.0,276745000.0,11.25,11.25,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2020-03-31,20365280000.0,5481426000.0,3673609000.0,14057853000.0,6295990000.0,8097922000.0,697617000.0,10534917000.0,,,910625000.0,233612000.0,231051000.0,7.01,1290859000.0,182502000.0,1108357000.0,8097922000.0,,12.5593,1.17,7.01,,0.14463571257260574,0.04471458285866926,0.08643874460520191,,,,,0.1052079480075638,,1.2862031229401572,1.4921092582253581,13952747000.0,1143404000.0,,2065119000.0,370291000.0,9.97,9.97,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2020-06-30,19738189000.0,4885204000.0,3148373000.0,13609660000.0,6113983000.0,7652256000.0,685514000.0,-7006393000.0,,,-586554000.0,-148254000.0,-163505000.0,-4.49,-495009000.0,-118849000.0,-613858000.0,7652256000.0,1.5518,19.4781,1.7158,-4.49,,-0.09593647872426207,-0.029716708052597934,0.08371697105771829,,,,,0.08761398340058858,,1.2515991621173954,1.5516598573294842,13695520000.0,1206341000.0,,1600660000.0,308161000.0,9.29,9.29,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2020-09-30,19785917000.0,4869484000.0,3328223000.0,13241668000.0,6528964000.0,7057723000.0,742394000.0,3230540000.0,,,321409000.0,65958000.0,93578000.0,2.47,737374000.0,42117000.0,695257000.0,7057723000.0,,21.9206,1.9175,2.47,,0.04922817770169969,0.016244331763850015,0.09949079720418258,,,,,0.21521386517424332,,1.0809866618961292,1.4630882606123448,13591549000.0,1188852000.0,,1897131000.0,304163000.0,9.16,9.16,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2020-12-31,19827429000.0,4799679000.0,3207083000.0,12705125000.0,7105982000.0,6602309000.0,564734000.0,6642445000.0,,,768715000.0,128948000.0,222593000.0,5.89,1353988000.0,92907000.0,1261081000.0,6602309000.0,,24.5603,2.6036,5.89,,0.10817857405211553,0.038770281310804344,0.11572771773044413,,,,,0.18985192952293922,,0.9291198598589189,1.496587085522888,13401509000.0,1414195000.0,,2450837000.0,280264000.0,10.879999999999999,10.879999999999999,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2021-03-31,19841546000.0,5049053000.0,3036647000.0,12433617000.0,7392202000.0,6571908000.0,489600000.0,10388771000.0,,1589159000.0,1240362000.0,189778000.0,348212000.0,9.5,1881405000.0,136064000.0,1745341000.0,6571908000.0,,26.5027,3.0044,9.5,1589159000.0,0.16779330434963763,0.06251337471384538,0.11939448852997145,,0.15296891229963583,0.08009249884056414,0.11380309951726247,0.16800264439364387,0.15296891229963583,0.8890325237324413,1.6627065971118804,13255363000.0,1743932000.0,,3087821000.0,236430000.0,13.37,13.37,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2021-06-30,20341200000.0,5616750000.0,3096503000.0,11927530000.0,8398307000.0,6582053000.0,733117000.0,-5914116000.0,,,-584386000.0,-134648000.0,-164287000.0,-4.51,-1397766000.0,-61131000.0,-1458897000.0,6582053000.0,1.8139,22.6996,2.7624,-4.51,,-0.06958378635122531,-0.02872918018602639,0.09881206252971704,,,,,0.24668048445448146,,0.7837356981591647,1.8139010361042764,14347640000.0,1746100000.0,,2242782000.0,250036000.0,13.35,13.35,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2021-09-30,20236871000.0,5631274000.0,3283243000.0,11731026000.0,8490781000.0,,478582000.0,3762809000.0,,,451157000.0,59350000.0,120282000.0,3.45,424359000.0,48203000.0,376156000.0,0.0,,19.1574,2.415,3.45,,0.053134923630700166,0.022293812121449014,0.11989899035534357,,,,,0.09996680671275103,,0.0,1.7151560210438277,14879909000.0,1875848000.0,,1923681000.0,243428000.0,14.329999999999998,14.329999999999998,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
