report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-03-31,30587000000.0,13825000000.0,5018000000.0,14964000000.0,15591000000.0,7841000000.0,,2294000000.0,7050000000.0,-548000000.0,-643000000.0,,-241000000.0,0.0,850000000.0,812000000.0,560000000.0,7841000000.0,,16.6825,1.1447,0.0,12000000.0,-0.041241742030658717,-0.021022002811652007,-0.09120567375886525,-0.0777304964539007,-0.017916108150521463,-0.023386821440764767,0.001702127659574468,0.5029183503303187,2.755081705858908,32572000000.0,2235000000.0,3579000000.0,5755000000.0,4.0,4.0,1.3624674196350999,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2015-06-30,30606000000.0,15224000000.0,5005000000.0,14891000000.0,15685000000.0,7838000000.0,,2760000000.0,12969000000.0,-294000000.0,-589000000.0,,-170000000.0,0.0,851000000.0,1995000000.0,1016000000.0,7838000000.0,,24.1896,1.2039,0.0,722000000.0,-0.037551801083838064,-0.019244592563549632,-0.04541599198087748,-0.02266944251677076,-0.009605959615761616,-0.012498405815584746,0.05567121597655949,0.4997131016895123,3.0417582417582416,30142000000.0,250000000.0,1121000000.0,3279000000.0,3.0,3.0,2.3903629155230255,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2015-09-30,30248000000.0,14919000000.0,5703000000.0,14768000000.0,15448000000.0,7243000000.0,,2249000000.0,18551000000.0,-251000000.0,-643000000.0,,-207000000.0,0.0,852000000.0,2021000000.0,1433000000.0,7243000000.0,,117.114,1.1059,0.0,1182000000.0,-0.04162351113412739,-0.021257603808516264,-0.03466120424774945,-0.01353026791008571,-0.008298069293837609,-0.011061654400423076,0.06371624171203709,0.4688632832729156,2.61599158337717,24593000000.0,-2992000000.0,-2928000000.0,-906000000.0,0.0,0.0,-7.99448123620309,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2015-12-31,36942000000.0,21609000000.0,5359000000.0,21447000000.0,15462000000.0,14687000000.0,,10077000000.0,-14937000000.0,928000000.0,1204000000.0,,344000000.0,0.0,-1700000000.0,-1922000000.0,-1174000000.0,14687000000.0,3.7605,,1.2327,0.0,-246000000.0,0.07786832233863666,0.03259163012289535,-0.08060520854254535,-0.062127602597576485,0.025120459098045583,0.03078045706325251,0.016469170516167905,0.9498771180959772,4.032282142190708,23633000000.0,-671000000.0,-165000000.0,1670000000.0,0.0,0.0,8.794610778443113,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2016-03-31,33932000000.0,19105000000.0,7412000000.0,20872000000.0,13015000000.0,12207000000.0,,9593000000.0,4198000000.0,-3079000000.0,-2412000000.0,,-875000000.0,-2.0,858000000.0,-171000000.0,346000000.0,12207000000.0,,,1.4757,-2.0,-2733000000.0,-0.18532462543219363,-0.07108334315690204,-0.5745593139590282,-0.7334444973797046,-0.09074030413768713,-0.12207596542700817,-0.6510242972844211,0.9379177871686516,2.5775769023205615,20781000000.0,-2440000000.0,-2696000000.0,-1075000000.0,-2.0,-2.0,-11.355348837209302,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2016-06-30,27737000000.0,12580000000.0,4478000000.0,17960000000.0,9734000000.0,12158000000.0,,3108000000.0,8033000000.0,-6959000000.0,-5620000000.0,,-1777000000.0,-6.0,859000000.0,-3803000000.0,742000000.0,12158000000.0,,,2.0814,-6.0,-6217000000.0,-0.5773577152249846,-0.2026174424054512,-0.699614091871032,-0.8663015062865679,-0.2508923099109493,-0.3178786771423351,-0.7739325283206772,1.2490240394493528,2.8092898615453326,15845000000.0,-7471000000.0,-9361000000.0,-8014000000.0,-8.0,-8.0,-1.5170950836036936,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2016-09-30,26755000000.0,11760000000.0,3631000000.0,17029000000.0,9682000000.0,12163000000.0,,3289000000.0,11866000000.0,-6831000000.0,-5614000000.0,,-1836000000.0,-6.0,860000000.0,-2762000000.0,1117000000.0,12163000000.0,,,2.2803,-6.0,-5714000000.0,-0.5798388762652344,-0.20982993832928423,-0.4731164672172594,-0.5756784088993764,-0.25531676322182767,-0.31270313572899977,-0.48154390696106525,1.256248708944433,3.2387771963646377,9160000000.0,-12442000000.0,-15941000000.0,-14910000000.0,-14.0,-14.0,-0.8157612340710932,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2016-12-31,27000000000.0,11677000000.0,4023000000.0,17552000000.0,9409000000.0,12214000000.0,,4009000000.0,-8210000000.0,10091000000.0,7883000000.0,,2630000000.0,8.0,-1716000000.0,5033000000.0,-702000000.0,12214000000.0,2.9026,,3.0297,8.0,9389000000.0,0.8378148581145711,0.291962962962963,-0.9601705237515226,-1.2291108404384896,0.37374074074074076,0.4666789992138001,-1.143605359317905,1.2981188224040812,2.9025602783992044,15887000000.0,-5763000000.0,-6778000000.0,-5275000000.0,-6.0,-6.0,-2.3154502369668246,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2017-03-31,24885000000.0,9828000000.0,3842000000.0,15896000000.0,8951000000.0,10812000000.0,,2107000000.0,4279000000.0,203000000.0,-32000000.0,,-25000000.0,,,5000000.0,383000000.0,10812000000.0,,,2.6727,,586000000.0,-0.003575019550888169,-0.0012859152099658428,-0.007478382799719561,0.047440990885720964,0.008157524613220815,0.010271719880584932,0.13694788501986446,1.20790973075634,2.5580426861009893,15968000000.0,-3383000000.0,-3496000000.0,-1956000000.0,,,-5.52760736196319,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2017-06-30,25325000000.0,10260000000.0,4068000000.0,16372000000.0,8917000000.0,10816000000.0,,2139000000.0,9236000000.0,349000000.0,-4000000.0,,-54000000.0,,868000000.0,351000000.0,769000000.0,10816000000.0,,,2.1689,,1118000000.0,-0.000448581361444432,-0.0001579466929911155,-0.00043308791684711995,0.03778692074491122,0.013780848963474828,0.01768610956266153,0.12104807275877003,1.2129640013457441,2.52212389380531,17171000000.0,2233000000.0,3812000000.0,5379000000.0,,,2.0107826733593606,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2017-09-30,25790000000.0,10144000000.0,4601000000.0,16544000000.0,9217000000.0,10423000000.0,,1898000000.0,14680000000.0,983000000.0,361000000.0,,81000000.0,0.0,872000000.0,1457000000.0,1163000000.0,10423000000.0,,187.1873,2.122,0.0,2146000000.0,0.03916675707930997,0.013997673516867003,0.024591280653950953,0.06696185286103543,0.0381155486622722,0.05005091649694501,0.14618528610354223,1.1308451773896062,2.204738100412954,19985000000.0,8208000000.0,11626000000.0,13239000000.0,,,0.7872951129239368,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2017-12-31,25085000000.0,10777000000.0,4862000000.0,16736000000.0,8322000000.0,10430000000.0,512000000.0,2337000000.0,-7575000000.0,-173000000.0,-788000000.0,,1129000000.0,0.0,,655000000.0,-759000000.0,10942000000.0,2.2166,,2.0993,0.0,-932000000.0,-0.09468877673636145,-0.03141319513653578,0.10402640264026403,0.02283828382838284,-0.006896551724137931,-0.00898048172757475,0.12303630363036304,1.3148281663061765,2.216577540106952,20620000000.0,-463000000.0,1362000000.0,2918000000.0,,,3.7498286497601097,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2018-03-31,25191000000.0,11035000000.0,4969000000.0,16800000000.0,8365000000.0,10428000000.0,,,5740000000.0,354000000.0,46000000.0,,142000000.0,,878000000.0,572000000.0,394000000.0,10428000000.0,,,1.8267,,748000000.0,0.0054991034070531975,0.0018260489857488786,0.008013937282229966,0.06167247386759582,0.014052637846850066,0.018836800936518915,0.13031358885017422,1.246622833233712,2.2207687663513784,22081000000.0,-385000000.0,1513000000.0,3080000000.0,,,3.3857142857142857,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2018-06-30,25765000000.0,11436000000.0,5107000000.0,16922000000.0,8823000000.0,10427000000.0,,,11887000000.0,1143000000.0,557000000.0,,267000000.0,0.0,879000000.0,1528000000.0,784000000.0,10427000000.0,,397.4969,1.674,0.0,1927000000.0,0.0631304544939363,0.021618474674946632,0.04685791200471103,0.0961554639522167,0.04436250727731419,0.059376623376623375,0.16210986792294102,1.181797574521138,2.239279420403368,24732000000.0,176000000.0,2307000000.0,3889000000.0,,,2.6811519670866546,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2018-09-30,25751000000.0,11436000000.0,4953000000.0,16734000000.0,8998000000.0,,35000000.0,,,1859000000.0,992000000.0,,367000000.0,1.0,879000000.0,2305000000.0,1184000000.0,35000000.0,,214.9982,1.5051,1.0,3043000000.0,0.11024672149366525,0.03852277581453147,,,0.0721913712088851,0.20580095206465182,,0.003889753278506335,2.3089036947304664,,807000000.0,3183000000.0,4786000000.0,,,0.007312996239030506,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2018-12-31,25982000000.0,11151000000.0,4802000000.0,16438000000.0,9522000000.0,,36000000.0,2008000000.0,,-889000000.0,61000000.0,,-619000000.0,0.0,-1759000000.0,-1248000000.0,-756000000.0,36000000.0,2.3222,14.0612,0.9704,0.0,-1645000000.0,0.006406217181264441,0.002347779231775845,,,-0.034215995689323375,-0.09301109018623142,,0.003780718336483932,2.3221574344023326,,1656000000.0,2467000000.0,4073000000.0,,,0.00883869383746624,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2019-03-31,26989000000.0,11188000000.0,5047000000.0,17364000000.0,9605000000.0,10307000000.0,,,5737000000.0,365000000.0,152000000.0,,40000000.0,0.17,873000000.0,-44000000.0,416000000.0,10307000000.0,,14.9291,1.0964,0.17,781000000.0,0.015825091098386257,0.005631924117232946,0.02649468363256057,0.06362210214397769,0.013524028307829115,0.018330654881478507,0.1361338678751961,1.0730869338885998,2.2167624331285913,,1762000000.0,2478000000.0,4106000000.0,1.17,1.17,2.5102289332683876,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2019-06-30,26880000000.0,11220000000.0,4955000000.0,17356000000.0,9508000000.0,,,,,668000000.0,227000000.0,,114000000.0,0.0,874000000.0,407000000.0,836000000.0,0.0,,15.1265,0.8437,0.0,1504000000.0,0.023874631888935634,0.008444940476190476,,,0.024851190476190475,0.0702566259991586,,0.0,2.2643794147325935,,1432000000.0,2003000000.0,3683000000.0,1.17,1.17,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2019-09-30,26789000000.0,11220000000.0,4692000000.0,17027000000.0,9745000000.0,,,,,1204000000.0,522000000.0,,190000000.0,,875000000.0,1278000000.0,1253000000.0,0.0,,13.9218,0.7131,,2457000000.0,0.05356593124679323,0.019485609765202135,,,0.0449438202247191,0.12355053873781427,,0.0,2.391304347826087,,962000000.0,1348000000.0,3097000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2019-12-31,25377000000.0,11212000000.0,4878000000.0,17352000000.0,8012000000.0,,,2268000000.0,,-2685000000.0,-2032000000.0,,-337000000.0,-1.17,-1747000000.0,804000000.0,-880000000.0,0.0,2.2985,,0.9586,-1.17,-3565000000.0,-0.25361957064403395,-0.08007250660046498,,,-0.10580446861331126,-0.3351223165252122,,0.0,2.2984829848298483,,-1131000000.0,-448000000.0,1177000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2020-03-31,23622000000.0,10655000000.0,5053000000.0,16779000000.0,6830000000.0,,,,,-571000000.0,-1017000000.0,,119000000.0,,,225000000.0,348000000.0,0.0,,,0.2756,,-223000000.0,-0.14890190336749634,-0.043053086106172214,,,-0.02417238167809669,-0.083601756954612,,0.0,2.1086483277261032,,-2300000000.0,-1384000000.0,173000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2020-06-30,21104000000.0,9099000000.0,4094000000.0,15908000000.0,5189000000.0,,,,,-2482000000.0,-2693000000.0,,-283000000.0,,877000000.0,823000000.0,599000000.0,0.0,,,0.6001,,-1883000000.0,-0.5189824629022933,-0.12760614101592116,,,-0.11760803639120546,-0.47831952206590866,,0.0,2.2225207620908645,,-5220000000.0,-4534000000.0,-3214000000.0,,,-0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2020-09-30,20874000000.0,9023000000.0,3923000000.0,15671000000.0,5200000000.0,,,,,-2340000000.0,-2710000000.0,,-265000000.0,,879000000.0,1243000000.0,829000000.0,0.0,,,0.6455,,-1511000000.0,-0.5211538461538462,-0.12982657851873144,,,-0.11210117849956884,-0.45,,0.0,2.300025490695896,,-8452000000.0,-8078000000.0,-7182000000.0,,,-0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2020-12-31,20680000000.0,9475000000.0,4421000000.0,15697000000.0,4974000000.0,9132000000.0,,2563000000.0,14445000000.0,2957000000.0,3475000000.0,,151000000.0,-3.34,-875000000.0,-410000000.0,-718000000.0,9132000000.0,2.1432,,1.1566,-3.34,2239000000.0,0.6986328910333736,0.16803675048355898,0.24056767047421254,0.20470751124956732,0.14298839458413926,0.20962710903161774,0.1550017307026653,1.8359469240048252,2.143180275955666,,-2945000000.0,-2436000000.0,-1378000000.0,,,-6.626995645863571,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2021-03-31,20575000000.0,9520000000.0,4225000000.0,15396000000.0,5170000000.0,9127000000.0,,,3451000000.0,370000000.0,170000000.0,,52000000.0,0.19,889000000.0,203000000.0,226000000.0,9127000000.0,,,1.483,0.19,596000000.0,0.03288201160541586,0.008262454434993925,0.04926108374384237,0.10721529991306868,0.017982989064398543,0.02587955515143037,0.17270356418429442,1.765377176015474,2.2532544378698223,,-1758000000.0,-1495000000.0,-559000000.0,,,-16.32737030411449,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2021-06-30,20917000000.0,9927000000.0,4334000000.0,15488000000.0,5420000000.0,,,,,804000000.0,397000000.0,,117000000.0,,889000000.0,612000000.0,449000000.0,0.0,,141.8641,1.5385,,1253000000.0,0.07324723247232472,0.018979777214705743,,,0.038437634460008606,0.14833948339483394,,0.0,2.290493770189202,,1332000000.0,1791000000.0,2577000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
