report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,gross_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-02-28,26182736000.0,5041367000.0,1938311000.0,20569659000.0,5613077000.0,,314758000.0,-21045552000.0,-1876948000.0,-561423000.0,-61567000.0,-196722000.0,-3.48,-323237000.0,-1389286000.0,-196047000.0,-145807000.0,-1585333000.0,0.0,2.6009,22.5137,0.3677,-3.48,-0.1000205413180685,-0.02144248790500733,0.026676563294704744,0.0891850211389086,0.0753286490180918,0.0,2.6009071815616793,29684873000.0,484762000.0,2800203000.0,468528000.0,120398000.0,3.03,3.03,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2023-08-31,27300161000.0,5386371000.0,2320388000.0,21294502000.0,6005659000.0,,521098000.0,14760899000.0,1514155000.0,346933000.0,62051000.0,118593000.0,2.18,158900000.0,-61120000.0,210167000.0,126971000.0,-271287000.0,0.0,,28.5739,0.4802,2.18,0.057767682114485686,0.012708093553001391,0.02350351425072416,0.10257877924644021,-0.01837875863793933,0.0,2.321323416601017,35134151000.0,579430000.0,3438967000.0,-238903000.0,153674000.0,3.650000000000001,3.650000000000001,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2023-11-30,27173250000.0,5109950000.0,2083238000.0,21128885000.0,6044365000.0,,605375000.0,20909437000.0,2127018000.0,428936000.0,93316000.0,147148000.0,2.7,158866000.0,148979000.0,355442000.0,193528000.0,-206463000.0,0.0,,20.3741,0.3809,2.7,0.07096460918558029,0.015785229959611013,0.020513990883637853,0.10172526405182503,-0.00987415395259088,0.0,2.452888244166053,38587164000.0,630196000.0,3953449000.0,-720492000.0,185470000.0,4.000000000000001,4.000000000000001,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2024-02-29,27196797000.0,5226594000.0,2312289000.0,21123057000.0,6073740000.0,,574142000.0,26536040000.0,2713209000.0,479204000.0,124750000.0,162391000.0,3.02,158707000.0,458617000.0,465307000.0,260414000.0,-6690000.0,0.0,2.2604,26.0344,0.4701,3.02,0.0788976808358606,0.01761986898677811,0.018058610101582603,0.10224619046398785,-0.00025210996064220585,0.0,2.2603549988777356,41160824000.0,693650000.0,4477434000.0,-2069773000.0,218550000.0,4.420000000000001,4.420000000000001,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2024-05-31,27242094000.0,4970307000.0,1985895000.0,21075224000.0,6166870000.0,,218931000.0,7113397000.0,791895000.0,152440000.0,31362000.0,54200000.0,0.97,157706000.0,-117689000.0,103914000.0,69244000.0,-221603000.0,0.0,,27.2356,0.4231,0.97,0.024719184934983224,0.005595751927146276,0.021429986263946748,0.11132444878304978,-0.03115290767547488,0.0,2.5028045289403518,69319773000.0,1407513000.0,7146277000.0,-706043000.0,311479000.0,8.870000000000001,8.870000000000001,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2024-08-31,27295818000.0,4859056000.0,2155804000.0,21116209000.0,6179609000.0,,524667000.0,14126926000.0,1552362000.0,285249000.0,58383000.0,99235000.0,1.82,157116000.0,501414000.0,213123000.0,141964000.0,288291000.0,0.0,,31.6068,0.5095,1.82,0.046159716577537514,0.010450282164102941,0.02019186622765632,0.10988675101717103,0.02040719969793853,0.0,2.253941452933569,68685800000.0,1345829000.0,7184484000.0,-146465000.0,307811000.0,8.510000000000002,8.510000000000002,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2024-11-30,27297126000.0,4818636000.0,2097292000.0,21085916000.0,6211210000.0,,271910000.0,20350297000.0,2230008000.0,410690000.0,83801000.0,140266000.0,2.62,156504000.0,478062000.0,340322000.0,217332000.0,137740000.0,0.0,,28.2217,0.5008,2.62,0.06612077195908687,0.015045173620109311,0.02018103224734263,0.1095811034109232,0.006768451585743442,0.0,2.297551318557454,68126660000.0,1327583000.0,7287474000.0,197738000.0,298296000.0,8.43,8.43,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2025-02-28,27404206000.0,5077636000.0,2197971000.0,21161218000.0,6242988000.0,,246960000.0,-15237200000.0,-1676364000.0,-347823000.0,-65605000.0,-124897000.0,-2.2,-315265000.0,-237348000.0,-189420000.0,-133739000.0,-426768000.0,0.0,2.3101,25.4136,0.4827,-2.2,-0.055714186860522555,-0.012692321755280922,0.022827225474496626,0.11001785104874912,0.028008295487359884,0.0,2.3101469491635696,26353420000.0,500556000.0,2897901000.0,-222340000.0,107941000.0,3.210000000000001,3.210000000000001,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2025-05-31,27386405000.0,5452591000.0,2277352000.0,21099496000.0,6286909000.0,,262819000.0,7546541000.0,893623000.0,210381000.0,27070000.0,72749000.0,1.38,152607000.0,299543000.0,136736000.0,79784000.0,162807000.0,0.0,,17.3096,0.3609,1.38,0.033463344228459486,0.007681950223112526,0.027877805209035503,0.11841491353455842,0.02157372496883009,0.0,2.394267991948544,26786564000.0,558497000.0,2999629000.0,162070000.0,103649000.0,3.62,3.62,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2025-08-31,27079644000.0,5542018000.0,2252036000.0,20879122000.0,6200522000.0,,540374000.0,14141225000.0,1611289000.0,305759000.0,55523000.0,104468000.0,2.02,151122000.0,1085037000.0,268204000.0,163715000.0,816833000.0,0.0,,17.6694,0.3492,2.02,0.049311816005168596,0.011291101168095119,0.02162181847753642,0.1139426746975598,0.05776253471675898,0.0,2.4608922770328716,26800863000.0,579007000.0,3058556000.0,690612000.0,100789000.0,3.8200000000000003,3.8200000000000003,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2025-11-30,25562355000.0,4198205000.0,2106241000.0,19497821000.0,6064534000.0,,204938000.0,19935171000.0,2201337000.0,367974000.0,81643000.0,126140000.0,2.46,149382000.0,2338114000.0,407962000.0,252198000.0,1930152000.0,0.0,,12.0489,0.2127,2.46,0.06067638502809944,0.014395152559300581,0.018458532409880005,0.11042478642395392,0.09682144186272593,0.0,1.9932215734096905,26385737000.0,536291000.0,3029885000.0,2483024000.0,98631000.0,3.66,3.66,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
