report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-09-30,184680000000.0,,,165474000000.0,18841000000.0,,,13539000000.0,97828000000.0,5879000000.0,4067000000.0,2959000000.0,1810000000.0,1.02,,9406000000.0,,0.0,,0.2875,2.1419,1.02,5879000000.0,0.21585903083700442,0.022021875676846436,0.04157296479535511,0.06009526924806804,0.03183344162876327,0.31203227004936046,0.06009526924806804,0.0,,128750000000.0,14014000000.0,6887000000.0,6887000000.0,3526000000.0,3.49,3.49,0.0,1.9532047646057855,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2012-12-31,190554000000.0,,,174243000000.0,15947000000.0,,,15659000000.0,-61677000000.0,-3830000000.0,-2234000000.0,-2139000000.0,-1591000000.0,-0.56,,-8415000000.0,,0.0,1.673,0.3697,8.7964,-0.56,-3830000000.0,-0.14008904496143476,-0.01172371086411201,0.036220957569272176,0.06209770254714075,-0.02009928944026365,-0.24017056499655107,0.06209770254714075,0.0,,134252000000.0,5665000000.0,7720000000.0,7720000000.0,3828000000.0,1.42,1.42,0.0,2.0167189132706373,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2013-03-31,193010000000.0,,,175048000000.0,17595000000.0,,,13820000000.0,35810000000.0,2123000000.0,1611000000.0,,511000000.0,0.4,,211000000.0,,0.0,,0.3706,8.6972,0.4,2123000000.0,0.09156010230179028,0.00834671778664318,0.044987433677743646,0.059285115889416366,0.010999430081342935,0.12065927820403524,0.059285115889416366,0.0,,137617000000.0,5880000000.0,7805000000.0,7805000000.0,,1.4699999999999998,1.4699999999999998,0.0,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2013-06-30,196210000000.0,46356000000.0,37000000000.0,176661000000.0,19179000000.0,,1175000000.0,13362000000.0,73905000000.0,,2844000000.0,1824000000.0,1096000000.0,0.0,,,,1175000000.0,,0.4374,10.2769,0.0,,0.14828718911309244,0.01449467407369655,0.03848183478790339,,,,,0.06126492517858074,1.2528648648648648,145866000000.0,6288000000.0,,,,0.86,0.86,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2013-09-30,201071000000.0,46962000000.0,38107000000.0,180232000000.0,20467000000.0,,1313000000.0,14752000000.0,109881000000.0,,4116000000.0,2790000000.0,1914000000.0,1.0,,,,1313000000.0,,0.4581,11.7383,1.0,,0.2011042165437045,0.020470381109160447,0.03745870532667158,,,,,0.06415204964088533,1.232372005143412,157919000000.0,6337000000.0,,,,0.84,0.84,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2013-12-31,202026000000.0,,,175279000000.0,26383000000.0,,,14468000000.0,-72679000000.0,4878000000.0,-1416000000.0,-925000000.0,-3668000000.0,0.3600000000000001,,10233000000.0,,0.0,1.7589,0.4143,5.0918,0.3600000000000001,4878000000.0,-0.05367092445893189,-0.007008998841733242,0.019482931795979583,-0.06711704894123474,0.02414540702681833,0.18489178637759163,-0.06711704894123474,0.0,,146917000000.0,7155000000.0,,,,1.76,1.76,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2014-03-31,207082000000.0,43900000000.0,39779000000.0,179944000000.0,26773000000.0,,2086000000.0,12983000000.0,35876000000.0,,989000000.0,886000000.0,270000000.0,0.0,,,,2086000000.0,,0.419,5.4416,0.0,,0.03694020094871699,0.00477588588095537,0.027567175827851488,,,,,0.07791431666230904,1.1035973754996355,146983000000.0,6533000000.0,,,4575000000.0,1.36,1.36,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2014-06-30,210945000000.0,45997000000.0,42724000000.0,183801000000.0,26776000000.0,,2161000000.0,11573000000.0,73287000000.0,,2300000000.0,1776000000.0,1073000000.0,0.0,,,,2161000000.0,,0.4649,5.9752,0.0,,0.08589781894233642,0.01090331603024485,0.031383465007436516,,,,,0.08070660292799522,1.0766079955060388,146365000000.0,5989000000.0,,,4527000000.0,1.36,1.36,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2014-09-30,208835000000.0,42679000000.0,41639000000.0,182331000000.0,26136000000.0,,2727000000.0,13320000000.0,108207000000.0,,3135000000.0,2653000000.0,1261000000.0,0.0,,,,2727000000.0,,0.3935,5.2281,0.0,,0.11994949494949494,0.015011851461680274,0.028972247636474536,,,,,0.10433884297520661,1.0249765844520762,144691000000.0,5008000000.0,,,4390000000.0,0.3600000000000001,0.3600000000000001,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2014-12-31,208527000000.0,40442000000.0,40108000000.0,183353000000.0,24805000000.0,,2501000000.0,10757000000.0,-73293000000.0,,-3237000000.0,-1819000000.0,-1448000000.0,0.0,,,7385000000.0,2501000000.0,1.6804,0.414,48.4604,0.0,,-0.13049788349123162,-0.015523169661482686,0.04416519995088208,,,,,0.10082644628099173,1.0083275157075895,144077000000.0,3187000000.0,,,3496000000.0,0.0,0.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2015-03-31,212374000000.0,40732000000.0,40506000000.0,187311000000.0,24947000000.0,,1986000000.0,12368000000.0,33900000000.0,,924000000.0,812000000.0,480000000.0,0.0,,,,1986000000.0,,0.4515,45.9887,0.0,,0.03703852166593177,0.004350815071524763,0.027256637168141595,,,,,0.07960877059365856,1.0055794203327901,142101000000.0,3122000000.0,,,3422000000.0,0.0,0.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2015-06-30,216045000000.0,42876000000.0,41785000000.0,189597000000.0,26334000000.0,,2188000000.0,12897000000.0,71163000000.0,,2809000000.0,1609000000.0,1462000000.0,0.0,,,,2188000000.0,,0.4204,26.591,0.0,,0.10666818561555404,0.013001920896109607,0.03947275972064134,,,,,0.08308650413913572,1.0261098480315902,139977000000.0,3631000000.0,,,3255000000.0,0.0,0.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2015-09-30,219431000000.0,44370000000.0,41012000000.0,191853000000.0,27465000000.0,,1590000000.0,14686000000.0,109307000000.0,,4718000000.0,2407000000.0,2412000000.0,1.0,,,,1590000000.0,,0.3709,14.9524,1.0,,0.17178226834152557,0.02150106411582684,0.04316283495110103,,,,,0.05789186237028946,1.081878474592802,141077000000.0,5214000000.0,,,3009000000.0,1.0,1.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2015-12-31,224925000000.0,42574000000.0,39646000000.0,196174000000.0,28642000000.0,,1779000000.0,14272000000.0,-64812000000.0,,-1078000000.0,-1601000000.0,-1473000000.0,0.0,,,7993000000.0,1779000000.0,1.7679,0.3739,6.8527,0.0,,-0.0376370365197961,-0.004792708680671335,0.016632722335369995,,,,,0.06211158438656519,1.0738536043989306,149558000000.0,7373000000.0,,,3227000000.0,1.0,1.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2016-03-31,237288000000.0,43678000000.0,43139000000.0,207572000000.0,29605000000.0,,1941000000.0,15917000000.0,37718000000.0,,2452000000.0,858000000.0,1196000000.0,0.0,,,,1941000000.0,,0.3505,5.6833,0.0,,0.08282384732308731,0.010333434476248272,0.06500874913834244,,,,,0.06556324945110623,1.0124944945409027,153376000000.0,8901000000.0,,,3273000000.0,1.0,1.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2016-06-30,239678000000.0,110767000000.0,89408000000.0,208429000000.0,31141000000.0,,42444000000.0,17063000000.0,77203000000.0,,4422000000.0,412000000.0,2099000000.0,1.0,,,,42444000000.0,,0.3209,5.3877,1.0,,0.14199929353585306,0.01844975341917072,0.05727756693392744,,,,,1.3629620114960983,1.2388936113099498,159416000000.0,10514000000.0,,,2076000000.0,2.0,2.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2016-09-30,234963000000.0,103515000000.0,89188000000.0,203368000000.0,31484000000.0,,44801000000.0,13340000000.0,113146000000.0,,5379000000.0,650000000.0,2525000000.0,1.0,,,,44801000000.0,,0.3126,5.9693,1.0,,0.17084868504637277,0.02289296612658163,0.04754034610149718,,,,,1.4229767500952866,1.1606382024487598,163255000000.0,11175000000.0,,,319000000.0,2.0,2.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2016-12-31,237951000000.0,108461000000.0,90281000000.0,208668000000.0,29170000000.0,,46984000000.0,15905000000.0,-76267000000.0,,-7657000000.0,-1026000000.0,-3631000000.0,-1.0,,,,46984000000.0,1.2014,0.3296,10.902,-1.0,,-0.26249571477545425,-0.03217889397396943,0.10039728847338954,,,,,1.6106959204662323,1.2013712741329847,151800000000.0,4596000000.0,,,894000000.0,1.0,1.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2017-03-31,244094000000.0,113228000000.0,91304000000.0,213356000000.0,30619000000.0,,46157000000.0,17823000000.0,39146000000.0,,1587000000.0,279000000.0,649000000.0,0.0,,,,46157000000.0,,0.3025,12.4294,0.0,,0.05183056272249257,0.0065015936483485874,0.04054054054054054,,,,,1.507462686567164,1.240120914746342,153228000000.0,3731000000.0,,,315000000.0,1.0,1.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2017-06-30,247469000000.0,113539000000.0,94299000000.0,215110000000.0,32244000000.0,,47862000000.0,16223000000.0,78999000000.0,,3629000000.0,556000000.0,858000000.0,0.0,,,,47862000000.0,,0.2901,11.7074,0.0,,0.1125480709589381,0.014664463023651448,0.04593729034544741,,,,,1.4843691849646445,1.204031856117244,155024000000.0,2938000000.0,,,459000000.0,0.0,0.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2017-09-30,251273000000.0,112732000000.0,94352000000.0,217913000000.0,33238000000.0,,47623000000.0,17589000000.0,115450000000.0,,5193000000.0,840000000.0,1044000000.0,1.0,,,,47623000000.0,,0.3116,10.8615,1.0,,0.15623683735483482,0.02066676483346798,0.04498051104374188,,,,,1.4327877730308682,1.1948024419196202,157328000000.0,2752000000.0,,,649000000.0,0.0,0.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2017-12-31,257808000000.0,115902000000.0,94600000000.0,222792000000.0,34890000000.0,,48265000000.0,18492000000.0,-76819000000.0,,-2807000000.0,-542000000.0,-2031000000.0,0.0,,,,48265000000.0,1.2347,0.3208,6.5049,0.0,,-0.08045285182000574,-0.010887947619934215,0.03654043921425689,,,,,1.383347664087131,1.2251797040169132,156776000000.0,7602000000.0,,,1133000000.0,1.0,1.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2018-03-31,267230000000.0,123264000000.0,99878000000.0,230696000000.0,36400000000.0,,49232000000.0,17940000000.0,41959000000.0,,1736000000.0,275000000.0,174000000.0,0.0,,,,49232000000.0,,0.2717,5.5068,0.0,,0.047692307692307694,0.006496276615649441,0.04137372196668176,,,,,1.3525274725274725,1.2341456577023968,159589000000.0,7751000000.0,,,1129000000.0,1.0,1.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2018-06-30,258079000000.0,115025000000.0,94861000000.0,221511000000.0,36441000000.0,,46916000000.0,16828000000.0,80879000000.0,,2802000000.0,28000000.0,454000000.0,0.0,,8486000000.0,,46916000000.0,,0.2788,6.4171,0.0,,0.07689141351774101,0.010857140642981412,0.03464434525649427,,,,,1.2874509481079004,1.2125636457553683,161469000000.0,6924000000.0,,,601000000.0,1.0,1.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2018-09-30,258966000000.0,114843000000.0,94750000000.0,222248000000.0,36590000000.0,,47547000000.0,18562000000.0,118545000000.0,,3793000000.0,43000000.0,555000000.0,0.0,,13665000000.0,,47547000000.0,,0.2324,5.8842,0.0,,0.1036622027876469,0.014646710378968667,0.03199628832932642,,,,,1.2994534025690079,1.2120633245382586,164564000000.0,5524000000.0,,,-196000000.0,0.0,0.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2018-12-31,256540000000.0,114649000000.0,95569000000.0,220474000000.0,35932000000.0,,51179000000.0,16718000000.0,-81045000000.0,,-4654000000.0,-289000000.0,-533000000.0,0.0,,,,51179000000.0,1.1996,0.1898,8.276,0.0,,-0.12952243125904486,-0.018141420441256724,0.05742488740822999,,,,,1.4243292886563508,1.1996463288304784,160338000000.0,3677000000.0,,,57000000.0,0.0,0.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2019-03-31,263281000000.0,121195000000.0,99237000000.0,226712000000.0,36398000000.0,,,20848000000.0,40342000000.0,1610000000.0,1146000000.0,,427000000.0,0.29,,3544000000.0,,0.0,,0.2257,11.6054,0.29,1610000000.0,0.0314852464421122,0.00435276377710507,0.028407119131426305,0.039908779931584946,0.006115139337817769,0.044233199626353095,0.039908779931584946,0.0,1.2212682769531527,158721000000.0,3087000000.0,,,,0.29,0.29,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2019-06-30,262184000000.0,118351000000.0,98334000000.0,226048000000.0,36097000000.0,,130000000.0,22117000000.0,79195000000.0,,1294000000.0,28000000.0,482000000.0,0.0,4005000000.0,10007000000.0,,130000000.0,,0.2552,18.6694,0.0,,0.03584785439233177,0.004935465169499283,0.016339415367131762,,,,,0.0036014073191677977,1.203561331787581,157037000000.0,1579000000.0,,,,0.29,0.29,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2019-09-30,258157000000.0,115754000000.0,99087000000.0,222770000000.0,35349000000.0,,130000000.0,20523000000.0,116185000000.0,1031000000.0,1719000000.0,42000000.0,40000000.0,0.0,4006000000.0,14739000000.0,,130000000.0,,0.2313,22.7991,0.0,1031000000.0,0.048629381312059745,0.006658738674527516,0.014795369453888195,0.00887377888711968,0.0039936937599987605,0.02905944361453254,0.00887377888711968,0.003677614642564146,1.168205718207232,154677000000.0,-495000000.0,,,,0.29,0.29,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2019-12-31,258537000000.0,114047000000.0,98132000000.0,225307000000.0,33185000000.0,470000000.0,52371000000.0,17504000000.0,-79822000000.0,-2067000000.0,-4112000000.0,5339000000.0,-1673000000.0,-0.29,-4007000000.0,-10651000000.0,,52841000000.0,1.1622,0.2365,784.5426,-0.29,-2067000000.0,-0.12391140575561248,-0.015904880152550697,0.051514620029565784,0.02589511663451179,-0.007994987177850752,-0.024027619556878155,0.02589511663451179,1.5923158053337352,1.1621795133086048,155900000000.0,47000000.0,,,,0.0,0.0,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2020-03-31,264150000000.0,124276000000.0,94494000000.0,234452000000.0,29650000000.0,,51303000000.0,25971000000.0,34320000000.0,-1558000000.0,-1993000000.0,13000000.0,847000000.0,0.0,3963000000.0,-473000000.0,,51303000000.0,,0.1282,,0.0,-1558000000.0,-0.06721753794266441,-0.007544955517698277,-0.05807109557109557,-0.045396270396270394,-0.005898163922014007,-0.019245735179672156,-0.045396270396270394,1.7302866779089376,1.315173450166148,149878000000.0,-3092000000.0,,,5422000000.0,-0.29,-0.29,,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2020-06-30,269366000000.0,124111000000.0,92780000000.0,238511000000.0,30824000000.0,,0.0,30989000000.0,53691000000.0,-4317000000.0,-876000000.0,24000000.0,813000000.0,0.0,3969000000.0,8642000000.0,,0.0,,0.1854,,0.0,-4317000000.0,-0.028419413444069556,-0.003252080811980725,-0.01631558361736604,-0.0804045370732525,-0.016026521535754328,-0.14005320529457566,-0.0804045370732525,0.0,1.3376913127829273,124374000000.0,-5262000000.0,-6911000000.0,-6911000000.0,5418000000.0,-0.29,-0.29,-0.0,-1.275562938353636,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2020-09-30,259943000000.0,111765000000.0,93159000000.0,226782000000.0,33125000000.0,,180000000.0,24263000000.0,91192000000.0,-1966000000.0,1509000000.0,35000000.0,1179000000.0,0.0,3997000000.0,19730000000.0,,180000000.0,,0.1988,,0.0,-1966000000.0,0.04555471698113207,0.005805118814509335,0.016547504167032195,-0.021558908676199667,-0.00756319654693529,-0.05903017564930191,-0.021558908676199667,0.005433962264150944,1.199723054133256,99381000000.0,-5472000000.0,-9908000000.0,-9908000000.0,5411000000.0,-0.29,-0.29,-0.018167137666532097,-1.831084827203844,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2020-12-31,267261000000.0,116744000000.0,97192000000.0,236450000000.0,30690000000.0,291000000.0,49969000000.0,25243000000.0,-52059000000.0,3433000000.0,81000000.0,,-2679000000.0,-0.32,-7956000000.0,-3630000000.0,,50260000000.0,1.2012,0.2701,,-0.32,3433000000.0,0.0026392961876832845,0.00030307452265762683,-0.0015559269290612574,-0.06594440922799132,0.012845121435600406,0.04240889437924645,-0.06594440922799132,1.6376669925057021,1.2011688204790518,127144000000.0,-1279000000.0,-4408000000.0,-4408000000.0,,-0.32,-0.32,-11.401996370235935,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2021-03-31,260819000000.0,113932000000.0,94249000000.0,226845000000.0,33828000000.0,,,21826000000.0,36228000000.0,2464000000.0,3262000000.0,,680000000.0,0.81,4016000000.0,4492000000.0,,0.0,,0.3721,12.0785,0.81,2464000000.0,0.09642899373300225,0.01250675755984035,0.09004085237937506,0.06801369106768246,0.009447164508720607,0.07283906822750384,0.06801369106768246,0.0,1.208840412099863,129052000000.0,3976000000.0,-386000000.0,-386000000.0,,0.49000000000000005,0.49000000000000005,-0.0,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2021-06-30,248532000000.0,101275000000.0,83474000000.0,213748000000.0,34664000000.0,,43876000000.0,22955000000.0,62980000000.0,2442000000.0,3823000000.0,926000000.0,862000000.0,0.95,4022000000.0,5248000000.0,,43876000000.0,,0.427,17.036,0.95,2442000000.0,0.11028732979459958,0.015382325012473243,0.06070181009844395,0.038774214036201966,0.009825696489788035,0.031092436974789917,0.038774214036201966,1.265751211631664,1.2132520305723937,138341000000.0,8675000000.0,6373000000.0,6373000000.0,,1.44,1.44,6.884669700298133,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2021-09-30,252677000000.0,106968000000.0,89033000000.0,215973000000.0,36593000000.0,,45474000000.0,27429000000.0,98663000000.0,3784000000.0,5655000000.0,,925000000.0,1.4,4027000000.0,12256000000.0,,45474000000.0,,0.4128,19.38,1.4,3784000000.0,0.15453775312218185,0.022380351199357284,0.05731631918753737,0.038352776623455605,0.014975640837907684,0.046108667308418734,0.038352776623455605,1.2426966906238899,1.2014421618950277,145812000000.0,12821000000.0,12123000000.0,12123000000.0,,2.84,2.84,3.751051719871319,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2021-12-31,257035000000.0,108996000000.0,90727000000.0,208413000000.0,48519000000.0,,46517000000.0,20540000000.0,-61530000000.0,-4167000000.0,5197000000.0,,-2597000000.0,1.29,-8031000000.0,-6209000000.0,,46517000000.0,1.2014,0.6088,4.6274,1.29,-4167000000.0,0.10711267750778046,0.020219036318011165,-0.08446286364375101,0.06772306192101414,-0.01621179994942323,-0.043846542362894064,0.06772306192101414,0.9587378140522269,1.2013623287444752,136341000000.0,17937000000.0,4523000000.0,4523000000.0,,4.449999999999999,4.449999999999999,10.28454565553836,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2022-03-31,252986000000.0,106142000000.0,90352000000.0,207902000000.0,44985000000.0,,45359000000.0,21013000000.0,34476000000.0,1343000000.0,-3110000000.0,,-729000000.0,-0.78,4008000000.0,-1084000000.0,,45359000000.0,,0.5049,5.8762,-0.78,1343000000.0,-0.06913415582972102,-0.012293170373064122,-0.09020768070541826,0.03895463510848126,0.005308594151455021,0.014865403347206234,0.03895463510848126,1.0083138824052462,1.1747609350097397,134589000000.0,11565000000.0,3402000000.0,3402000000.0,,2.8600000000000003,2.8600000000000003,13.333039388594944,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2022-06-30,245755000000.0,100469000000.0,86452000000.0,201518000000.0,44169000000.0,,42286000000.0,19516000000.0,74666000000.0,4211000000.0,-2443000000.0,,-576000000.0,-0.61,4014000000.0,1863000000.0,,42286000000.0,,0.3022,3.8334,-0.61,4211000000.0,-0.05531028549435124,-0.009940794693902464,-0.03271904213430477,0.056397824980580186,0.01713495147606356,0.048707420045110174,0.056397824980580186,0.9573682899771333,1.1621362143154583,146275000000.0,5299000000.0,5171000000.0,5171000000.0,,1.2999999999999998,1.2999999999999998,8.177528524463353,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
