report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-02-28,52032900000.0,,,42219712000.0,9755244000.0,8630000000.0,,7508508000.0,1780564000.0,,,497072000.0,28700000.0,0.54,,-1818848000.0,25152000.0,,-1844000000.0,8630000000.0,,14.5393,1.227,0.54,,,,,,,,-1.0356269137194731,,0.8846523982383219,,6987027000.0,,,1658409000.0,2.37,2.37,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2023-05-31,53740000000.0,,,43974354000.0,9695655000.0,8790000000.0,,8004880000.0,3431746000.0,,,1110644000.0,37900000.0,0.6,,-1401670000.0,50214000.0,,-1451884000.0,8790000000.0,,14.2651,0.9871,0.6,,,,,,,,-0.42307443499606323,,0.9065916639979454,,6857826000.0,,,2750654000.0,1.27,1.27,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2023-08-31,56044600000.0,,,46279021000.0,9698848000.0,9460000000.0,,8817357000.0,5472661000.0,,,1969450000.0,75100000.0,0.82,,-1889975000.0,80210000.0,,-1970185000.0,9460000000.0,,21.5781,1.0313,0.82,,,,,,,,-0.3600049409236202,,0.975373570139464,,6932613000.0,,-3926803000.0,4691485000.0,0.09000000000000008,0.09000000000000008,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2023-11-30,57905200000.0,,,48102620000.0,9709827000.0,9700000000.0,,8526363000.0,-3243572000.0,,,-836184000.0,-49819000.0,-0.8599999999999999,,3176867000.0,-154421000.0,,3022446000.0,9700000000.0,0.5971,26.8861,0.9955,-0.8599999999999999,,,,,,,,-0.9318263938645419,,0.9989879325347403,,7441399000.0,,-2243623000.0,2740982000.0,1.0999999999999999,1.0999999999999999,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2024-02-29,60933000000.0,,,51065125000.0,9780097000.0,9920000000.0,,7615691000.0,2551942000.0,,,813739000.0,56000000.0,0.66,,,96241000.0,,,9920000000.0,,28.9817,1.0748,0.66,,,,,,,,,,1.0143048683463978,,8212777000.0,,,3057649000.0,1.2199999999999998,1.2199999999999998,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2024-05-31,63000500000.0,,,53047938000.0,9875056000.0,12670000000.0,,10841622000.0,5068238000.0,,,1673590000.0,129100000.0,1.31,225587000.0,,144857000.0,,,12670000000.0,,15.9975,1.0836,1.31,,,,,,,,,,1.2830306987626197,,9849269000.0,,,3620595000.0,1.9299999999999997,1.9299999999999997,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2024-08-31,63275100000.0,,,53159331000.0,10045946000.0,12920000000.0,,10573471000.0,7663827000.0,,,,207100000.0,2.06,224180000.0,,180654000.0,,,12920000000.0,,16.4918,1.2789,2.06,,,,,,,,,,1.2860909266285125,,12040435000.0,,,,3.17,3.17,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2024-11-30,64360300000.0,,,54134916000.0,10156772000.0,13530000000.0,,12153414000.0,-4768938000.0,,,,-99006000.0,-1.04,-226117000.0,,-171168000.0,,,13530000000.0,0.6972,17.9265,1.5467,-1.04,,,,,,,,,,1.3321161487133903,,10515069000.0,,,,2.9899999999999993,2.9899999999999993,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2025-02-28,70218900000.0,,,59950046000.0,10204228000.0,14790000000.0,,11176343000.0,2472864000.0,,,,14200000.0,0.57,222448000.0,,49578000.0,,,14790000000.0,,15.3894,1.3083,0.57,,,,,,,,,,1.4493992098177344,,10435991000.0,,,,2.8999999999999995,2.8999999999999995,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2025-05-31,67285300000.0,,,56902764000.0,10305025000.0,15350000000.0,,11260403000.0,4967179000.0,,,,57700000.0,0.97,222383000.0,,93247000.0,,,15350000000.0,,15.0433,0.9577,0.97,,,,,,,,,,1.4895645570971443,,10334932000.0,,,,2.5599999999999996,2.5599999999999996,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2025-08-31,69319700000.0,,,58818393000.0,10438724000.0,16010000000.0,,11458472000.0,7874853000.0,,,,147000000.0,1.98,222539000.0,,151425000.0,,,16010000000.0,,18.3854,1.2472,1.98,,,,,,,,,,1.5337123579471974,,10545958000.0,,,,2.4799999999999995,2.4799999999999995,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2025-11-30,76012300000.0,,,65369738000.0,10574696000.0,15900000000.0,,14043889000.0,-4491219000.0,,,,-34330000.0,-0.69,-444624000.0,,-86783000.0,,,15900000000.0,0.707,16.5275,1.0849,-0.69,,,,,,,,,,1.5035893230405868,,10823677000.0,,,,2.8299999999999996,2.8299999999999996,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
