report_date,total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_pe,eps,ebitda,roe,roa,net_margin,roi,roic,fcf_margin,debt_equity,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-12-31,308854000000.0,263801000000.0,45053000000.0,,,-2503000000.0,-814000000.0,-1289000000.0,-3.0,-6476000000.0,-282000000.0,-1061000000.0,-6758000000.0,0.0,10.3169,-3.0,,-0.05555678867112068,-0.008104152771212288,,,,,0.0,4428000000.0,8238000000.0,1579000000.0,7.0,7.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2015-03-31,306224000000.0,260494000000.0,45730000000.0,,,1153000000.0,398000000.0,529000000.0,2.0,1993000000.0,153000000.0,483000000.0,1840000000.0,0.0,9.7828,2.0,,0.025213207959763832,0.0037652176184753646,,,,,0.0,4427000000.0,7048000000.0,1574000000.0,8.0,8.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2015-06-30,310510000000.0,263851000000.0,46659000000.0,,,2016000000.0,798000000.0,913000000.0,3.0,4348000000.0,229000000.0,1012000000.0,4119000000.0,0.0,11.7356,3.0,,0.04320709830900791,0.006492544523525812,,,,,0.0,4095000000.0,6497000000.0,1572000000.0,7.0,7.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2015-09-30,313700000000.0,266015000000.0,47685000000.0,,,3130000000.0,1202000000.0,1443000000.0,5.0,9005000000.0,411000000.0,1558000000.0,8594000000.0,0.0,9.527,5.0,,0.06563908986054315,0.009977685686962065,,,,,0.0,3796000000.0,7795000000.0,1584000000.0,7.0,7.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2015-12-31,334048000000.0,286764000000.0,47284000000.0,,,-2249000000.0,-773000000.0,-1016000000.0,-3.0,-5219000000.0,-261000000.0,-953000000.0,-5480000000.0,0.0,9.4822,-3.0,,-0.047563657896963034,-0.006732565379825654,,,,,0.0,4050000000.0,9073000000.0,1625000000.0,7.0,7.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2016-03-31,330346000000.0,282639000000.0,47707000000.0,,,1013000000.0,461000000.0,452000000.0,1.0,4102000000.0,134000000.0,591000000.0,3968000000.0,0.0,9.2012,1.0,,0.02123378120611231,0.0030664818099810504,,,,,0.0,3910000000.0,11201000000.0,1688000000.0,6.0,6.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2016-06-30,339117000000.0,291009000000.0,48108000000.0,,,1955000000.0,939000000.0,876000000.0,3.0,6568000000.0,324000000.0,1207000000.0,6244000000.0,0.0,8.1533,3.0,,0.04063773177018375,0.005764971971325531,,,,,0.0,3849000000.0,13326000000.0,1829000000.0,6.0,6.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2016-09-30,345061000000.0,296848000000.0,48213000000.0,,,2960000000.0,1456000000.0,1372000000.0,5.0,9861000000.0,508000000.0,1819000000.0,9353000000.0,0.0,9.4804,5.0,,0.06139422977205318,0.00857819342087341,,,,,0.0,3679000000.0,14085000000.0,2083000000.0,6.0,6.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2016-12-31,357033000000.0,309519000000.0,47514000000.0,,,-2177000000.0,-838000000.0,-986000000.0,-3.0,-8675000000.0,-187000000.0,-1189000000.0,-8862000000.0,0.0,11.4268,-3.0,,-0.04581807467272804,-0.006097475583489481,,,,,0.0,3751000000.0,10703000000.0,2018000000.0,6.0,6.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2017-03-31,348549000000.0,300509000000.0,48040000000.0,,,810000000.0,596000000.0,314000000.0,1.0,3163000000.0,222000000.0,566000000.0,2941000000.0,0.0,11.7901,1.0,,0.016860949208992507,0.0023239200227227735,,,,,0.0,3548000000.0,9676000000.0,2153000000.0,6.0,6.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2017-06-30,350593000000.0,301456000000.0,49137000000.0,,,1846000000.0,1251000000.0,757000000.0,3.0,7023000000.0,483000000.0,1131000000.0,6540000000.0,0.0,10.9727,3.0,,0.03756843112115107,0.0052653646821242866,,,,,0.0,3439000000.0,9972000000.0,2465000000.0,6.0,6.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2017-09-30,361402000000.0,311248000000.0,50154000000.0,,,2953000000.0,1971000000.0,1205000000.0,5.0,10091000000.0,776000000.0,1719000000.0,9315000000.0,0.0,11.1001,5.0,,0.0588786537464609,0.00817095644185699,,,,,0.0,3432000000.0,9934000000.0,2980000000.0,6.0,6.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2017-12-31,365693000000.0,316963000000.0,48730000000.0,,,-3627000000.0,-1056000000.0,1099000000.0,-6.0,-6095000000.0,-463000000.0,-976000000.0,-6558000000.0,0.0,24.362,-6.0,,-0.0744305356043505,-0.009918155392638087,,,,,0.0,1982000000.0,12238000000.0,2762000000.0,3.0,3.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2018-03-31,362857000000.0,313654000000.0,49203000000.0,,,1346000000.0,919000000.0,319000000.0,2.0,1607000000.0,205000000.0,550000000.0,1402000000.0,0.0,18.1091,2.0,,0.02735605552506961,0.0037094502793111337,,,,,0.0,2518000000.0,10699000000.0,3085000000.0,4.0,4.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2018-06-30,363989000000.0,314063000000.0,49926000000.0,1686000000.0,,3252000000.0,1964000000.0,894000000.0,6.0,5687000000.0,429000000.0,1132000000.0,5258000000.0,0.0,13.2428,6.0,,0.06513640187477467,0.00893433592773408,1.9288256227758007,,,3.118623962040332,0.0,3924000000.0,9417000000.0,3798000000.0,7.0,7.0,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2018-09-30,362909000000.0,312271000000.0,50638000000.0,,,4754000000.0,3073000000.0,1314000000.0,9.32,9038000000.0,669000000.0,1721000000.0,8369000000.0,0.0,11.8884,9.32,,0.09388206485248232,0.013099702680286242,,,,,0.0,5725000000.0,8471000000.0,4900000000.0,11.32,11.32,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2018-12-31,372538000000.0,320870000000.0,51668000000.0,,,-3337000000.0,-1655000000.0,-1234000000.0,-5.5,-3354000000.0,-429000000.0,-1007000000.0,-3783000000.0,0.0,5.9524,-5.5,,-0.06458543005341798,-0.008957475479011536,,,,,0.0,6015000000.0,11246000000.0,4301000000.0,11.82,11.82,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2019-03-31,373191000000.0,319710000000.0,53481000000.0,,1719000000.0,1412000000.0,1301000000.0,309000000.0,2.86,4881000000.0,183000000.0,704000000.0,4698000000.0,0.0,6.5238,2.86,2423000000.0,0.026401899740094614,0.0037835853490571854,,0.004606220407244547,0.03214225612834465,,0.0,6081000000.0,14542000000.0,4683000000.0,12.68,12.68,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2019-06-30,373619000000.0,317852000000.0,55767000000.0,,,3037000000.0,2631000000.0,696000000.0,6.1,9107000000.0,396000000.0,1585000000.0,8711000000.0,0.0,7.4637,6.1,,0.054458730073340865,0.008128601596813867,,,,,0.0,5866000000.0,17995000000.0,5350000000.0,12.78,12.78,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2019-09-30,378810000000.0,320575000000.0,58235000000.0,,,4370000000.0,3969000000.0,1071000000.0,8.79,12519000000.0,631000000.0,2434000000.0,11888000000.0,0.0,7.5246,8.79,,0.07504078303425775,0.01153612629022465,,,,,0.0,5482000000.0,21514000000.0,6246000000.0,12.249999999999998,12.249999999999998,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2019-12-31,390365000000.0,332354000000.0,58011000000.0,,,-3273000000.0,-2728000000.0,-735000000.0,-6.699999999999999,-9868000000.0,-323000000.0,-1384000000.0,-10191000000.0,0.0,8.4725,-6.699999999999999,,-0.056420334074572066,-0.00838446069703995,,,,,0.0,5546000000.0,15106000000.0,5173000000.0,11.05,11.05,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2020-03-31,396878000000.0,340048000000.0,56830000000.0,,-1903000000.0,-1340000000.0,1084000000.0,-563000000.0,-3.1,5409000000.0,154000000.0,893000000.0,5255000000.0,0.0,8.2164,-3.1,-1010000000.0,-0.02357909554812599,-0.0033763524307217833,,-0.004794924384823548,-0.033485834946331165,,0.0,2794000000.0,15663000000.0,4956000000.0,5.09,5.09,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2020-06-30,421296000000.0,365251000000.0,56045000000.0,,,-2258000000.0,1942000000.0,-1106000000.0,-5.31,9215000000.0,342000000.0,1804000000.0,8873000000.0,0.0,113.5375,-5.31,,-0.04028905343920064,-0.005359652121074019,,,,,0.0,-2501000000.0,15825000000.0,4267000000.0,-6.32,-6.32,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2020-09-30,421883000000.0,363459000000.0,58424000000.0,,,148000000.0,2602000000.0,-10000000.0,-0.2,12072000000.0,543000000.0,2701000000.0,11529000000.0,0.0,24.8252,-0.2,,0.002533205531973162,0.0003508081624526231,,,,,0.0,-6723000000.0,15466000000.0,2900000000.0,-15.309999999999999,-15.309999999999999,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2020-12-31,421602000000.0,361398000000.0,60204000000.0,,,6164000000.0,-2508000000.0,2165000000.0,13.79,-9997000000.0,-329000000.0,-1897000000.0,-10326000000.0,0.0,16.7168,13.79,,0.10238522357318451,0.014620424001783672,,,,,0.0,2714000000.0,15331000000.0,3120000000.0,5.18,5.18,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2021-03-31,425175000000.0,363987000000.0,61188000000.0,,4196000000.0,3325000000.0,439000000.0,869000000.0,7.03,1636000000.0,178000000.0,855000000.0,1458000000.0,0.0,7.9106,7.03,5051000000.0,0.05434072040269334,0.0078203092844123,,0.009868877521020756,0.0685755376871282,,0.0,7379000000.0,11534000000.0,2475000000.0,15.309999999999999,15.309999999999999,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2021-06-30,423420000000.0,358796000000.0,64624000000.0,,,6861000000.0,835000000.0,1900000000.0,14.65,5694000000.0,341000000.0,1714000000.0,5353000000.0,0.0,5.8319,14.65,,0.10616798712552612,0.016203769307070993,,,,,0.0,16498000000.0,8014000000.0,1368000000.0,35.269999999999996,35.269999999999996,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2021-09-30,425377000000.0,361833000000.0,63544000000.0,,,9965000000.0,1217000000.0,2782000000.0,21.44,7648000000.0,504000000.0,2628000000.0,7144000000.0,0.0,5.7663,21.44,,0.15682047085484074,0.02342627833662845,,,,,0.0,26315000000.0,3629000000.0,-17000000.0,56.910000000000004,56.910000000000004,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2021-12-31,432381000000.0,371352000000.0,61029000000.0,,,-7761000000.0,-893000000.0,-2136000000.0,-16.180000000000003,-2668000000.0,-325000000.0,-1716000000.0,-2993000000.0,0.0,4.9841,-16.180000000000003,,-0.1271690507791378,-0.017949447362395666,,,,,0.0,12390000000.0,10962000000.0,1598000000.0,26.94,26.94,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2022-03-31,434195000000.0,377850000000.0,56345000000.0,,,2403000000.0,387000000.0,542000000.0,5.62,-79000000.0,230000000.0,839000000.0,-309000000.0,0.0,4.6443,5.62,,0.042647972313426215,0.005534379714183719,,,,,0.0,11468000000.0,9195000000.0,1546000000.0,25.53,25.53,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2022-06-30,440288000000.0,386878000000.0,53410000000.0,,,4434000000.0,965000000.0,1075000000.0,10.61,2875000000.0,423000000.0,1623000000.0,2452000000.0,0.0,4.0137,10.61,,0.08301816139299757,0.010070681008794245,,,,,0.0,9041000000.0,6294000000.0,1676000000.0,21.49,21.49,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2022-09-30,444232000000.0,393371000000.0,50861000000.0,,,6128000000.0,2162000000.0,1568000000.0,14.84,5652000000.0,644000000.0,2367000000.0,5008000000.0,0.0,4.1166,14.84,,0.12048524409665559,0.013794593815843973,,,,,0.0,5204000000.0,4158000000.0,2621000000.0,14.889999999999997,14.889999999999997,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2022-12-31,455249000000.0,402667000000.0,52582000000.0,,,-5605000000.0,609000000.0,-1305000000.0,-13.16,5361000000.0,-363000000.0,-1619000000.0,4998000000.0,0.0,4.821,-13.16,,-0.10659541287893196,-0.012311943573736571,,,,,0.0,7360000000.0,12149000000.0,4123000000.0,17.91,17.91,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2023-03-31,471660000000.0,417007000000.0,54653000000.0,,,960000000.0,2568000000.0,203000000.0,2.31,2992000000.0,235000000.0,1251000000.0,2757000000.0,0.0,6.2153,2.31,,0.01756536695149397,0.002035364457448162,,,,,0.0,5917000000.0,15215000000.0,6304000000.0,14.6,14.6,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2023-06-30,467800000000.0,413241000000.0,54559000000.0,,,2391000000.0,5621000000.0,500000000.0,5.83,6346000000.0,441000000.0,1576000000.0,5905000000.0,0.0,7.8462,5.83,,0.043824117010942285,0.005111158614792647,,,,,0.0,3874000000.0,18668000000.0,10960000000.0,9.82,9.82,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2023-09-30,471435000000.0,417767000000.0,53668000000.0,,,4181000000.0,9071000000.0,932000000.0,10.28,13475000000.0,700000000.0,2428000000.0,12775000000.0,0.0,6.6951,10.28,,0.07790489677275099,0.008868666942420483,,,,,0.0,1927000000.0,26435000000.0,17869000000.0,5.26,5.26,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2023-12-31,478464000000.0,420375000000.0,58089000000.0,,,-2645000000.0,-4563000000.0,-477000000.0,-6.470000000000002,-2238000000.0,-415000000.0,-2029000000.0,-2653000000.0,0.0,10.2183,-6.470000000000002,,-0.04553357778581143,-0.005528106607811664,,,,,0.0,4887000000.0,18784000000.0,12697000000.0,11.95,11.95,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2024-03-31,481720000000.0,423919000000.0,57801000000.0,,,1280000000.0,3689000000.0,302000000.0,3.13,3010000000.0,247000000.0,806000000.0,2763000000.0,0.0,10.6625,3.13,,0.022144945589176658,0.002657145229593955,,,,,0.0,5207000000.0,18790000000.0,13818000000.0,12.769999999999996,12.769999999999996,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2024-06-30,480018000000.0,422037000000.0,57981000000.0,,,1877000000.0,,356000000.0,4.51,9253000000.0,536000000.0,1617000000.0,8717000000.0,0.0,12.2002,4.51,,0.03237267380693676,0.003910270031540484,,,,,0.0,4693000000.0,21602000000.0,,11.449999999999996,11.449999999999996,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2024-09-30,486433000000.0,423508000000.0,62925000000.0,,,3654000000.0,,797000000.0,8.92,15711000000.0,848000000.0,2423000000.0,14863000000.0,0.0,13.1014,8.92,,0.05806912991656734,0.0075118258835235275,,,,,0.0,4166000000.0,23690000000.0,,10.089999999999998,10.089999999999998,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2024-12-31,490144000000.0,429360000000.0,60784000000.0,,,-2061000000.0,,-292000000.0,-4.969999999999999,-9815000000.0,-427000000.0,-1609000000.0,-10242000000.0,0.0,14.3219,-4.969999999999999,,-0.033906949197157144,-0.004204886727165894,,,,,0.0,4750000000.0,16101000000.0,,11.590000000000003,11.590000000000003,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2025-03-31,493604000000.0,430062000000.0,63542000000.0,,,1404000000.0,,325000000.0,3.45,4667000000.0,348000000.0,812000000.0,4319000000.0,0.0,14.0879,3.45,,0.022095621793459443,0.0028443853777522063,,,,,0.0,4874000000.0,17657000000.0,,11.91,11.91,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2025-06-30,658968000000.0,548012000000.0,110956000000.0,,,-2873000000.0,,-1341000000.0,-6.74,10733000000.0,747000000.0,1823000000.0,9986000000.0,0.0,14.0879,-6.74,,-0.025893146832978838,-0.004359847519151158,,,,,0.0,124000000.0,18926000000.0,,0.6600000000000019,0.6600000000000019,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2025-09-30,661877000000.0,548064000000.0,113813000000.0,,,319000000.0,,-152000000.0,0.23,19887000000.0,1134000000.0,3655000000.0,18753000000.0,0.0,95.5083,0.23,,0.0028028432604359785,0.0004819626607360582,,,,,0.0,-3211000000.0,22816000000.0,,-8.029999999999998,-8.029999999999998,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
2025-12-31,669009000000.0,555393000000.0,113616000000.0,,,3603000000.0,,1361000000.0,7.09,-7569000000.0,-651000000.0,-1030000000.0,-8220000000.0,0.0,62.8114,7.09,,0.0317120828052387,0.005385577772496334,,,,,0.0,2453000000.0,24838000000.0,,4.030000000000001,4.030000000000001,1.1203048,259.635,143.22,4.9288,113141.87,46.1239,1.3561,1.11745
