report_date,total_assets,total_liabilities,total_equity,long_term_debt,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,300803000000.0,259001000000.0,38683000000.0,,11443000000.0,3021000000.0,,847000000.0,739000000.0,4.06,529000000.0,5626000000.0,861000000.0,0.0,11.9812,4.06,3882000000.0,,,,0.26400419470418596,0.010043117921031373,0.07809632138148541,0.3392467010399371,0.0,15215000000.0,,,853000000.0,3.959999999999998,3.959999999999998,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2012-12-31,305107000000.0,263342000000.0,39003000000.0,,-7018000000.0,-1981000000.0,,-635000000.0,-532000000.0,-2.62,-1058000000.0,-5377000000.0,-525000000.0,0.0,10.2183,-2.62,-2506000000.0,,,,0.2822741521801083,-0.006492804163785164,-0.05079096479757967,0.35708178968367055,0.0,15512000000.0,3943000000.0,5102000000.0,1094000000.0,5.3,5.3,0.0,3.604204753199269,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2013-03-31,300812000000.0,258734000000.0,39663000000.0,,3955000000.0,1324000000.0,,222000000.0,320000000.0,1.76,528000000.0,1016000000.0,283000000.0,0.0,10.8386,1.76,1607000000.0,,,,0.3347661188369153,0.004401420156110793,0.03338123692105993,0.4063211125158028,0.0,15735000000.0,4175000000.0,5348000000.0,1010000000.0,5.62,5.62,0.0,4.133663366336633,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2013-06-30,304415000000.0,262474000000.0,40286000000.0,,8019000000.0,,,433000000.0,669000000.0,3.0,530000000.0,1796000000.0,583000000.0,0.0,10.3482,3.0,,,,,,,,,0.0,16399000000.0,,,867000000.0,6.2,6.2,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2013-09-30,308597000000.0,265777000000.0,41130000000.0,,11939000000.0,,,647000000.0,989000000.0,5.0,531000000.0,,883000000.0,0.0,9.9905,5.0,,,,,,,,,0.0,16895000000.0,,,667000000.0,7.140000000000001,7.140000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2013-12-31,320296000000.0,276199000000.0,42408000000.0,,-7901000000.0,4244000000.0,,-442000000.0,-637000000.0,-2.37,-1057000000.0,2743000000.0,-603000000.0,0.0,9.8429,-2.37,3641000000.0,,,,-0.5371471965573978,0.013250243524739616,0.10007545746085644,-0.4608277433236299,0.0,16012000000.0,,,860000000.0,7.3900000000000015,7.3900000000000015,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2014-03-31,323423000000.0,278505000000.0,43321000000.0,,3777000000.0,,992000000.0,215000000.0,359000000.0,1.0,539000000.0,,236000000.0,0.0,10.9069,1.0,,0.022898825050206597,0.0030671906450685325,0.2626423087106169,,,,,0.0,15834000000.0,,,853000000.0,6.630000000000001,6.630000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2014-06-30,327064000000.0,281271000000.0,44205000000.0,,7587000000.0,,,442000000.0,717000000.0,3.0,539000000.0,,476000000.0,0.0,11.285,3.0,,,,,,,,,0.0,15402000000.0,,,862000000.0,6.630000000000001,6.630000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2014-09-30,334424000000.0,288429000000.0,44481000000.0,,11428000000.0,,,666000000.0,1108000000.0,5.0,539000000.0,,724000000.0,0.0,10.7356,5.0,,,,,,,,,0.0,14891000000.0,,,881000000.0,6.630000000000001,6.630000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2014-12-31,345072000000.0,298998000000.0,44551000000.0,,-7417000000.0,,,-417000000.0,-777000000.0,-2.0,-1080000000.0,,-448000000.0,0.0,11.4038,-2.0,,,,,,,,,0.0,15375000000.0,,,906000000.0,7.0,7.0,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2015-03-31,350960000000.0,304522000000.0,45025000000.0,,3731000000.0,,,247000000.0,324000000.0,1.0,529000000.0,,252000000.0,0.0,11.7695,1.0,,,,,,,,,0.0,15329000000.0,,,938000000.0,7.000000000000001,7.000000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2015-06-30,353945000000.0,308033000000.0,44515000000.0,,7597000000.0,,,500000000.0,734000000.0,3.0,527000000.0,,530000000.0,0.0,12.0357,3.0,,,,,,,,,0.0,15339000000.0,,,996000000.0,7.000000000000001,7.000000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2015-09-30,362125000000.0,315847000000.0,44948000000.0,,11372000000.0,,,779000000.0,1003000000.0,5.0,525000000.0,,802000000.0,0.0,11.082,5.0,,,,,,,,,0.0,15283000000.0,,,1109000000.0,7.000000000000001,7.000000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2015-12-31,358493000000.0,312513000000.0,44710000000.0,,-7475000000.0,,,-481000000.0,-697000000.0,-2.0,-1060000000.0,,-496000000.0,0.0,11.7874,-2.0,,,,,,,,,0.0,15225000000.0,,,1045000000.0,7.0,7.0,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2016-03-31,360985000000.0,314657000000.0,45130000000.0,,3665000000.0,,,309000000.0,289000000.0,1.0,507000000.0,,270000000.0,0.0,10.5236,1.0,,,,,,,,,0.0,15159000000.0,,,1107000000.0,7.000000000000001,7.000000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2016-06-30,361335000000.0,314636000000.0,45558000000.0,,7459000000.0,,,625000000.0,607000000.0,3.0,505000000.0,,561000000.0,0.0,10.2808,3.0,,,,,,,,,0.0,15021000000.0,,,1232000000.0,7.000000000000001,7.000000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2016-09-30,369348000000.0,322503000000.0,45707000000.0,,11288000000.0,,,938000000.0,949000000.0,5.0,502000000.0,,917000000.0,0.0,11.3925,5.0,,,,,,,,,0.0,14937000000.0,,,1391000000.0,7.000000000000001,7.000000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2016-12-31,366380000000.0,319526000000.0,45699000000.0,,-7250000000.0,,,-611000000.0,-577000000.0,-2.0,-1014000000.0,,-555000000.0,0.0,14.7047,-2.0,,,,,,,,,0.0,15162000000.0,,,1261000000.0,7.0,7.0,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2017-03-31,370944000000.0,325041000000.0,45754000000.0,,3884000000.0,,,360000000.0,320000000.0,1.0,492000000.0,,279000000.0,0.0,14.4835,1.0,,,,,,,,,0.0,15381000000.0,,,1312000000.0,7.000000000000001,7.000000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2017-06-30,372190000000.0,326005000000.0,46084000000.0,,7944000000.0,,,776000000.0,706000000.0,4.0,491000000.0,,568000000.0,0.0,14.5357,4.0,,,,,,,,,0.0,15866000000.0,,,1463000000.0,8.0,8.0,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2017-09-30,375191000000.0,328739000000.0,46388000000.0,,12069000000.0,,,1226000000.0,1119000000.0,6.0,488000000.0,4826000000.0,859000000.0,0.0,15.118,6.0,,,,,,,,,0.0,16647000000.0,,,1751000000.0,9.0,9.0,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2017-12-31,380768000000.0,333183000000.0,47513000000.0,,-7568000000.0,,,-656000000.0,-2043000000.0,-1.0,-985000000.0,,-589000000.0,0.0,12.8907,-1.0,,,,,,,,,0.0,16329000000.0,,,1706000000.0,10.0,10.0,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2018-03-31,379161000000.0,332126000000.0,46969000000.0,,4111000000.0,,,557000000.0,253000000.0,2.0,476000000.0,2922000000.0,280000000.0,0.0,12.6944,2.0,,,,,,,,,0.0,16556000000.0,,,1903000000.0,11.0,11.0,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2018-06-30,380711000000.0,333736000000.0,46904000000.0,,8435000000.0,,,1226000000.0,557000000.0,5.0,474000000.0,4539000000.0,567000000.0,0.0,11.0616,5.0,,,,,,,,,0.0,17047000000.0,,,2353000000.0,12.0,12.0,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2018-09-30,380080000000.0,332978000000.0,47058000000.0,,12792000000.0,,,1983000000.0,818000000.0,7.0,472000000.0,5703000000.0,839000000.0,0.0,10.4468,7.0,,,,,,,,,0.0,17770000000.0,,,3110000000.0,13.0,13.0,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2018-12-31,382315000000.0,334545000000.0,47728000000.0,,-8206000000.0,,,-905000000.0,-546000000.0,-4.0,-952000000.0,-5324000000.0,-557000000.0,0.0,10.1764,-4.0,,,,,,,,,0.0,17132000000.0,,,2861000000.0,10.0,10.0,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2019-03-31,392837000000.0,344262000000.0,48536000000.0,,4286000000.0,1519000000.0,,953000000.0,248000000.0,2.61,456000000.0,1401000000.0,272000000.0,0.0,10.7947,2.61,1791000000.0,,,,0.3544097060195987,0.0038667437130412868,0.03129635734300313,0.4178721418572095,0.0,17307000000.0,,,3257000000.0,10.610000000000001,10.610000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2019-06-30,405761000000.0,356380000000.0,49340000000.0,,8725000000.0,,,1952000000.0,522000000.0,5.49,454000000.0,3644000000.0,579000000.0,0.0,11.7987,5.49,,,,,,,,,0.0,17597000000.0,,,3983000000.0,11.100000000000001,11.100000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2019-09-30,408916000000.0,359461000000.0,49420000000.0,,13218000000.0,,,2951000000.0,817000000.0,8.42,451000000.0,4248000000.0,904000000.0,0.0,11.6889,8.42,,,,,,,,,0.0,18023000000.0,,,4951000000.0,12.520000000000001,12.520000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2019-12-31,410295000000.0,360952000000.0,49314000000.0,,-8402000000.0,,,-2059000000.0,-525000000.0,-5.129999999999999,-913000000.0,-1930000000.0,-440000000.0,0.0,13.0276,-5.129999999999999,,,,,,,,,0.0,17827000000.0,,,3797000000.0,11.390000000000004,11.390000000000004,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2020-03-31,445493000000.0,396203000000.0,49263000000.0,,4517000000.0,,,689000000.0,145000000.0,1.95,430000000.0,-696000000.0,328000000.0,0.0,8.1814,1.95,,,,,,,,,0.0,18058000000.0,,,3533000000.0,10.730000000000002,10.730000000000002,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2020-06-30,458978000000.0,406030000000.0,52923000000.0,,8412000000.0,,,1017000000.0,-38000000.0,10.32,428000000.0,2331000000.0,712000000.0,0.0,6.1129,10.32,,,,,,,,,0.0,17745000000.0,,,2598000000.0,15.560000000000002,15.560000000000002,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2020-09-30,461817000000.0,408507000000.0,53276000000.0,,12693000000.0,,,1209000000.0,128000000.0,13.7,428000000.0,2724000000.0,944000000.0,0.0,6.2694,13.7,,,,,,,,,0.0,17220000000.0,,,856000000.0,20.840000000000003,20.840000000000003,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2020-12-31,466679000000.0,412638000000.0,54010000000.0,,-8721000000.0,,,-1554000000.0,191000000.0,-9.009999999999998,-859000000.0,300000000.0,-487000000.0,0.0,8.3985,-9.009999999999998,,,,,,,,,0.0,16901000000.0,,,1361000000.0,16.96,16.96,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2021-03-31,474414000000.0,420535000000.0,53849000000.0,,4220000000.0,2197000000.0,,135000000.0,371000000.0,4.1,426000000.0,780000000.0,375000000.0,0.0,8.8282,4.1,2572000000.0,,,,0.5206161137440758,0.0046309763202603636,0.04079927203847797,0.609478672985782,0.0,16604000000.0,,,807000000.0,19.110000000000003,19.110000000000003,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2021-06-30,554212000000.0,499527000000.0,54627000000.0,,8887000000.0,,,255000000.0,583000000.0,6.53,427000000.0,2195000000.0,794000000.0,0.0,13.8115,6.53,,,,,,,,,0.0,17079000000.0,,,45000000.0,15.320000000000004,15.320000000000004,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2021-09-30,553515000000.0,497218000000.0,56259000000.0,,14084000000.0,,,374000000.0,906000000.0,9.83,427000000.0,3720000000.0,1215000000.0,0.0,14.2788,9.83,,,,,,,,,0.0,18470000000.0,,,-790000000.0,11.450000000000003,11.450000000000003,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2021-12-31,557191000000.0,501465000000.0,55695000000.0,,-7980000000.0,,,-277000000.0,-597000000.0,-7.760000000000002,-854000000.0,519000000.0,-611000000.0,0.0,14.9362,-7.760000000000002,,,,,,,,,0.0,19211000000.0,,,487000000.0,12.7,12.7,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2022-03-31,541246000000.0,492030000000.0,49181000000.0,,4692000000.0,,,110000000.0,299000000.0,3.23,420000000.0,-989000000.0,385000000.0,0.0,14.6607,3.23,,,,,,,,,0.0,19683000000.0,,,462000000.0,11.83,11.83,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2022-06-30,540786000000.0,493098000000.0,47652000000.0,,9808000000.0,,,340000000.0,639000000.0,6.61,417000000.0,1643000000.0,529000000.0,0.0,11.4645,6.61,,,,,,,,,0.0,20604000000.0,,,547000000.0,11.91,11.91,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2022-09-30,559477000000.0,512754000000.0,46688000000.0,,15357000000.0,,,997000000.0,1027000000.0,10.39,415000000.0,5037000000.0,587000000.0,0.0,10.3971,10.39,,,,,,,,,0.0,21877000000.0,,,1170000000.0,12.47,12.47,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2022-12-31,557263000000.0,511451000000.0,45774000000.0,,-8737000000.0,,,975000000.0,-605000000.0,-6.380000000000001,-840000000.0,3392000000.0,-850000000.0,0.0,10.5446,-6.380000000000001,,,,,,,,,0.0,21120000000.0,,,2422000000.0,13.850000000000003,13.850000000000003,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2023-03-31,561777000000.0,512703000000.0,49044000000.0,,5603000000.0,,,2074000000.0,353000000.0,3.98,402000000.0,1876000000.0,65000000.0,0.0,8.0369,3.98,,,,,,,,,0.0,22031000000.0,,,4386000000.0,14.600000000000001,14.600000000000001,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2023-06-30,558207000000.0,508861000000.0,49320000000.0,,10896000000.0,,,4508000000.0,628000000.0,7.34,401000000.0,5132000000.0,125000000.0,0.0,7.9417,7.34,,,,,,,,,0.0,23119000000.0,,,8554000000.0,15.330000000000002,15.330000000000002,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2023-09-30,557334000000.0,507853000000.0,49454000000.0,,16129000000.0,,,7293000000.0,917000000.0,10.94,401000000.0,5247000000.0,174000000.0,0.0,7.6592,10.94,,,,,,,,,0.0,23891000000.0,,,14850000000.0,15.88,15.88,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2023-12-31,561580000000.0,510439000000.0,51105000000.0,,-11138000000.0,,,-3483000000.0,-809000000.0,-9.469999999999999,-803000000.0,-2144000000.0,-147000000.0,0.0,11.0583,-9.469999999999999,,,,,,,,,0.0,21490000000.0,,,10392000000.0,12.790000000000003,12.790000000000003,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2024-03-31,566162000000.0,514788000000.0,51340000000.0,,5145000000.0,,,3236000000.0,312000000.0,3.1,400000000.0,1758000000.0,37000000.0,0.0,12.1705,3.1,,,,,,,,,0.0,21032000000.0,,,11554000000.0,11.910000000000002,11.910000000000002,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2024-06-30,556519000000.0,503838000000.0,52642000000.0,71391000000.0,10556000000.0,,,,654000000.0,6.48,400000000.0,2793000000.0,74000000.0,71391000000.0,11.9214,6.48,,,,,,,,,1.3561604802249154,20692000000.0,,,,11.050000000000002,11.050000000000002,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2024-09-30,564881000000.0,509152000000.0,55689000000.0,68069000000.0,15988000000.0,,,,1011000000.0,9.98,400000000.0,6080000000.0,95000000.0,68069000000.0,14.2868,9.98,,,,,,,,,1.2223060209377077,20551000000.0,,,,10.090000000000003,10.090000000000003,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2024-12-31,560038000000.0,505569000000.0,54425000000.0,61673000000.0,-10134000000.0,,,,-688000000.0,-5.820000000000002,-800000000.0,-2751000000.0,53000000.0,61673000000.0,12.9937,-5.820000000000002,,,,,,,,,1.1331740927882408,21555000000.0,,,,13.74,13.74,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2025-03-31,554722000000.0,498271000000.0,56405000000.0,60722000000.0,5452000000.0,,,,347000000.0,3.51,398000000.0,-509000000.0,90000000.0,60722000000.0,11.5179,3.51,,,,,,,,,1.0765357681056644,21862000000.0,,,,14.15,14.15,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2025-06-30,559107000000.0,501452000000.0,57607000000.0,60424000000.0,11113000000.0,,,,728000000.0,7.37,398000000.0,971000000.0,172000000.0,60424000000.0,11.831,7.37,,,,,,,,,1.0489003072543268,22419000000.0,,,,15.04,15.04,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2025-09-30,568767000000.0,509729000000.0,58990000000.0,62344000000.0,17028000000.0,,,,1193000000.0,11.72,397000000.0,3627000000.0,273000000.0,62344000000.0,12.0693,11.72,,,,,,,,,1.0568570944227835,23459000000.0,,,,16.78,16.78,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
2025-12-31,573572000000.0,512936000000.0,60585000000.0,57101000000.0,-10494000000.0,,,,-779000000.0,-6.010000000000002,-797000000.0,295000000.0,-154000000.0,57101000000.0,11.8015,-6.010000000000002,,,,,,,,,0.9424940166707931,23099000000.0,,,,16.59,16.59,,,0.9600798,243.94,145.12,2.54061,85393.64,12.3117,1.3511,2.34179
