report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2017-12-31,118341900000.0,11376700000.0,9848100000.0,44504800000.0,73821100000.0,25843500000.0,,1817200000.0,-6827100000.0,2623900000.0,8977600000.0,-593500000.0,-2272900000.0,27.180000000000007,-671100000.0,-1027500000.0,-54500000.0,,-1082000000.0,25843500000.0,27.180000000000007,2623900000.0,0.12161292638554559,0.07586155030466808,-1.3149946536596797,-0.38433595523721636,0.02217219767470355,0.02632730177013704,0.15848603360138272,-0.38433595523721636,0.3500828353953003,1.1552177577400717,15940700000.0,-4125500000.0,-5921200000.0,5414500000.0,-5921200000.0,1095600000.0,-13.189999999999994,-13.189999999999994,-4.3645713706681075,-5.404527199707923
2018-03-31,112021300000.0,6393300000.0,5816000000.0,39675300000.0,72327900000.0,25936400000.0,,994800000.0,3672100000.0,-654000000.0,-286100000.0,250600000.0,-682200000.0,-0.99,334600000.0,1458300000.0,46400000.0,,1411900000.0,25936400000.0,-0.99,-654000000.0,-0.003955596664634256,-0.002553978573717677,-0.07791182157348656,-0.17809972495302415,-0.005838175418424889,-0.006655519858178403,0.38449388633207154,-0.17809972495302415,0.35859467784907345,1.099260660247593,16039900000.0,-1846400000.0,-5669200000.0,6136300000.0,-5669200000.0,1056500000.0,-6.319999999999994,-6.319999999999994,-4.5749664855711565,-5.3660198769522
2018-06-30,108858800000.0,6103700000.0,6125300000.0,37594800000.0,71243500000.0,24002000000.0,,1674700000.0,7796300000.0,-1121000000.0,-758600000.0,480600000.0,-687400000.0,-2.39,336900000.0,2698500000.0,106500000.0,,2592000000.0,24002000000.0,-2.39,-1121000000.0,-0.010647988939341834,-0.006968660319606683,-0.09730256660210612,-0.14378615497094777,-0.010297743498917863,-0.011769584914772877,0.33246540025396665,-0.14378615497094777,0.33690091025847974,0.9964736421073254,16255900000.0,686100000.0,-4981800000.0,6512900000.0,-4981800000.0,970000000.0,1.5200000000000067,1.5200000000000067,-4.8179372917419405,-5.1358762886597935
2018-09-30,106542500000.0,5740200000.0,6231900000.0,36021600000.0,70507800000.0,22231800000.0,,1187900000.0,11707700000.0,-863500000.0,-796500000.0,701000000.0,-474000000.0,-2.5,337600000.0,4141500000.0,165100000.0,,3976400000.0,22231800000.0,-2.5,-863500000.0,-0.011296622501340278,-0.007475889903090316,-0.06803214978176755,-0.07375487926749062,-0.008104746931975503,-0.009311017084395447,0.33963972428401823,-0.07375487926749062,0.3153097955119859,0.9210995041640592,16349000000.0,7136400000.0,-14600000.0,6898300000.0,-14600000.0,838700000.0,21.300000000000008,21.300000000000008,-1522.7260273972602,-0.017407893167998092
2018-12-31,101787600000.0,6475400000.0,5727900000.0,36656600000.0,65114100000.0,22929400000.0,,880400000.0,-7388700000.0,-3609100000.0,-3255200000.0,-521000000.0,72900000.0,-9.379999999999999,-672100000.0,-2658200000.0,-64500000.0,,-2722700000.0,22929400000.0,-9.379999999999999,-3609100000.0,-0.04999224438332097,-0.03198031980319803,0.4405646460135071,0.4884621110614858,-0.03545716767071824,-0.040992236792040296,0.368495134462084,0.4884621110614858,0.35214185560423933,1.1305015799856841,15787400000.0,-5096400000.0,-6247600000.0,5257600000.0,-6247600000.0,911200000.0,-15.259999999999998,-15.259999999999998,-3.6701133235162304,-6.856453028972783
2019-03-31,98036300000.0,6289300000.0,8849200000.0,36476700000.0,61542000000.0,19554100000.0,,788500000.0,3597100000.0,-2309200000.0,-2408000000.0,201800000.0,-68600000.0,-7.25,332000000.0,1234000000.0,64800000.0,,1169200000.0,19554100000.0,-7.25,-2309200000.0,-0.03912775015436613,-0.024562330483708584,-0.6694281504545329,-0.641961580161797,-0.023554540512034827,-0.028474858840314147,0.32503961524561453,-0.641961580161797,0.31773585518832664,0.7107196130723681,15712400000.0,-7218300000.0,-7902800000.0,5014900000.0,-7902800000.0,862400000.0,-21.519999999999996,-21.519999999999996,-2.4743255554993167,-9.163729128014843
2019-06-30,95480700000.0,8572799999.999999,8303700000.000001,35784600000.0,59674700000.0,19609300000.0,,1651400000.0,7687200000.0,-3572100000.0,-4167000000.0,397200000.0,233000000.0,-12.63,329900000.0,2644300000.0,152300000.0,,2492000000.0,19609300000.0,-12.63,-3572100000.0,-0.06982858732427645,-0.043642327716491396,-0.5420699344364658,-0.464681548548236,-0.03741174918072448,-0.04505448766459815,0.32417525236757205,-0.464681548548236,0.32860324392079054,1.0324072401459587,15603300000.0,-10626700000.0,-10353900000.0,4914900000.0,-10353900000.0,779000000.0,-31.759999999999998,-31.759999999999998,-1.8939047122340373,-13.291270860077022
2019-09-30,94408900000.0,9593600000.0,9638700000.0,35910700000.0,58475200000.0,18786000000.0,,1237500000.0,11737900000.0,-4168700000.0,-4953800000.0,591100000.0,251100000.0,-15.04,329300000.0,5568400000.0,253300000.0,,5315100000.0,18786000000.0,-15.04,-4168700000.0,-0.0847162557802282,-0.05247174789664957,-0.4220346058494279,-0.3551487063273669,-0.04415579463376864,-0.05395593130834105,0.45281523952325375,-0.3551487063273669,0.3212643992666977,0.9953209457706952,15633500000.0,-14784000000.0,-13659100000.0,6253600000.0,-13659100000.0,669100000.0,-44.3,-44.3,-1.3753468383714886,-20.414138394858764
2019-12-31,94699100000.0,11126700000.0,11070700000.0,36502700000.0,58173600000.0,18116500000.0,,2503300000.0,-6933300000.0,5604700000.0,6257800000.0,-407100000.0,-269100000.0,18.900000000000002,-662200000.0,-2208000000.0,-95200000.0,,-2303200000.0,18116500000.0,18.900000000000002,5604700000.0,0.10757113192238403,0.06608088144449102,-0.902571646979072,-0.8083740787215323,0.059184300589973926,0.07346562660161672,0.33219390477838834,-0.8083740787215323,0.31142133201314687,1.0050583973913123,16088900000.0,-5271000000.0,-4445300000.0,6673100000.0,-4445300000.0,783000000.0,-16.02,-16.02,-4.075427980113828,-5.677266922094509
2020-03-31,88426200000.0,7474100000.0,7433400000.0,30404700000.0,57997700000.0,17599000000.0,,999500000.0,3604400000.0,-1299600000.0,378000000.0,184500000.0,-1866800000.0,1.14,331900000.0,116500000.0,60400000.0,,56100000.0,17599000000.0,1.14,-1299600000.0,0.0065174998318898855,0.004274751148415289,0.10487182332704473,-0.3605593163910776,-0.014697001567408755,-0.017191226601161163,0.015564310287426478,-0.3605593163910776,0.3034430675699209,1.005475287217155,16096200000.0,-2485000000.0,-3435700000.0,5560000000.0,-3435700000.0,765700000.0,-7.629999999999996,-7.629999999999996,-5.122391361294642,-4.48700535457751
