report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,3546738000.0,441286000.0,331060000.0,3546738000.0,1541793000.0,1268303000.0,31324000.0,-885466000.0,,-229951000.0,-127238000.0,-25238000.0,-75643000.0,-1.4800000000000004,-173195107.0,-178058000.0,-37290000.0,-215348000.0,1268303000.0,1.3328,4.1876,29.8835,-1.4800000000000004,-229951000.0,-0.08252599408610624,-0.035874654400747955,0.14369608770974832,,0.2596948951173732,-0.06483450426842918,-0.08183030045948608,0.24320301400618433,0.2596948951173732,0.822615617012141,1.3329487102035884,1913149000.0,267996000.0,468836000.0,,247632000.0,468836000.0,51674000.0,3.0799999999999996,3.0799999999999996,2.705216749567013,9.072957386693501,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2013-03-31,3542211000.0,437955000.0,320298000.0,3542211000.0,1609204000.0,1193111000.0,12722000.0,513804000.0,,131597000.0,74617000.0,13546000.0,41983000.0,0.85,87459497.0,98170000.0,16480000.0,81690000.0,1193111000.0,,4.5912,32.5071,0.85,131597000.0,0.04636888797194141,0.021065091831062577,0.14522463818888137,,0.256122957392313,0.03715109009598807,0.04696010262943316,0.1589905878506201,0.256122957392313,0.7414293029348672,1.367336043309668,1966876000.0,277756000.0,484171000.0,,246810000.0,484171000.0,52454000.0,3.1799999999999993,3.1799999999999993,2.464234743510041,9.230392343767873,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2013-06-30,3618425000.0,467765000.0,313960000.0,,1632025000.0,,18001000.0,1040329000.0,,265117000.0,152661000.0,26561000.0,83602000.0,1.0,87545641.0,176483000.0,37441000.0,139042000.0,0.0,,4.7501,33.3659,1.0,265117000.0,0.09354084649438581,0.042189903065560294,0.14674300149279698,,0.2548395747883602,0.07326861825241646,0.1624466536970941,0.13365195048873962,0.2548395747883602,0.0,1.4898872467830298,2078178000.0,297967000.0,515299000.0,,230873000.0,515299000.0,53466000.0,2.649999999999999,2.649999999999999,0.0,9.637882018479033,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2013-09-30,3845129000.0,527972000.0,411604000.0,,1705529000.0,,63580000.0,1574908000.0,,400512000.0,233208000.0,40028000.0,123508000.0,2.0,87497276.0,335283000.0,54329000.0,280954000.0,0.0,,4.7687,32.6907,2.0,400512000.0,0.13673646123871244,0.0606502408631804,0.14807722101862458,,0.2543081881608322,0.10416087470667434,0.23483153907086893,0.17839391253330353,0.2543081881608322,0.0,1.2827183409296314,2243575000.0,333248000.0,567275000.0,,286338000.0,567275000.0,54897000.0,2.369999999999999,2.369999999999999,0.0,10.333442628923256,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2013-12-31,3882797000.0,535089000.0,411008000.0,3882797000.0,1750461000.0,1280663000.0,61991000.0,-986234000.0,,-261607000.0,-149114000.0,-24892000.0,-84431000.0,-0.29000000000000004,-175110426.0,-206469000.0,-35141000.0,-241610000.0,1280663000.0,1.2982,4.6467,31.9852,-0.29000000000000004,-261607000.0,-0.08518555968970459,-0.038403758939754,0.15119535526051628,,0.2652585491881237,-0.06737591483664997,-0.08630692772714016,0.24498242810529752,0.2652585491881237,0.7316147003560777,1.3018943670196201,2142807000.0,311372000.0,535619000.0,,260076000.0,535619000.0,55243000.0,3.5599999999999996,3.5599999999999996,2.3909962118595494,9.695689951668085,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2014-03-31,3865579000.0,502886000.0,403181000.0,,1768349000.0,,43058000.0,569955000.0,,132659000.0,79149000.0,14918000.0,37291000.0,0.0,86613843.0,144475000.0,16420000.0,128055000.0,0.0,,4.3966,30.6144,0.0,132659000.0,0.044758698650549184,0.020475328534224756,0.13886885806774218,,0.2327534629926924,0.0343180154900469,0.07501856251226427,0.2246756322867595,0.2327534629926924,0.0,1.2472958795181321,2198958000.0,315904000.0,536681000.0,,306441000.0,536681000.0,56615000.0,2.7099999999999995,2.7099999999999995,0.0,9.4794842356266,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2014-06-30,4437281000.0,566875000.0,488839000.0,,1827222000.0,,25326000.0,1210777000.0,,278037000.0,161085000.0,31336000.0,83232000.0,1.0,86300292.0,238348000.0,43668000.0,194680000.0,0.0,,4.3354,31.3703,1.0,278037000.0,0.08815841753218821,0.036302636682238515,0.13304266599051684,,0.22963518467892932,0.0626593177218211,0.15216377648692933,0.16078931132652835,0.22963518467892932,0.0,1.159635380974104,2369406000.0,324328000.0,549601000.0,,362079000.0,549601000.0,61390000.0,2.7099999999999995,2.7099999999999995,0.0,8.952614432317967,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2014-09-30,4445634000.0,592677000.0,515305000.0,,1856687000.0,,41985000.0,1878654000.0,,417573000.0,243930000.0,47980000.0,122633000.0,2.0,86237202.0,344972000.0,66262000.0,278710000.0,0.0,,4.0405,30.7003,2.0,417573000.0,0.13137917161050838,0.05486956416115227,0.12984296203558504,,0.22227243547774098,0.09392878496070527,0.2249022048412037,0.14835621673815402,0.22227243547774098,0.0,1.150147970619342,2673152000.0,335050000.0,566662000.0,,359835000.0,566662000.0,69342000.0,2.7099999999999995,2.7099999999999995,0.0,8.171988116870006,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2014-12-31,4401722000.0,580216000.0,461531000.0,,1895012000.0,,22236000.0,-1103785000.0,,-271933000.0,-157708000.0,-28092000.0,-83734000.0,0.0,-172917725.0,-279295000.0,-39854000.0,-319149000.0,0.0,1.1974,4.3559,34.1155,0.0,-271933000.0,-0.08322269199350717,-0.035828705220366026,0.14287927449639196,,0.24636410170458922,-0.06177877657880257,-0.14349935514920223,0.28914054820458696,0.24636410170458922,0.0,1.2571549906723491,2555601000.0,326456000.0,556336000.0,,282296000.0,556336000.0,66142000.0,2.9999999999999996,2.9999999999999996,0.0,8.411236430709685,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2015-03-31,4383514000.0,596063000.0,482400000.0,,1930905000.0,,38283000.0,663319000.0,,127053000.0,75458000.0,18633000.0,32047000.0,0.0,86357006.0,132554000.0,21356000.0,111198000.0,0.0,,4.5176,43.3423,0.0,127053000.0,0.039079084677910096,0.017214043345133608,0.11375823698703037,,0.19154132476229385,0.028984280647900294,0.06579971567736373,0.1676387982252883,0.19154132476229385,0.0,1.2356198175787727,2648965000.0,322765000.0,550730000.0,,265439000.0,550730000.0,69857000.0,2.9999999999999996,2.9999999999999996,0.0,7.883676653735488,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2015-06-30,4526944000.0,660193000.0,509735000.0,,1962703000.0,,32956000.0,1379008000.0,,236817000.0,135907000.0,35062000.0,62921000.0,1.0,86292816.0,178660000.0,46794000.0,131866000.0,0.0,,4.1811,40.3851,1.0,236817000.0,0.0692448118742367,0.030021798369937864,0.09855417807583422,,0.17172996820903141,0.0523127743572706,0.12065860193824537,0.09562381073931406,0.17172996820903141,0.0,1.2951690584323228,2817196000.0,297587000.0,509510000.0,,202625000.0,509510000.0,73583000.0,2.9999999999999996,2.9999999999999996,0.0,6.924289577755732,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2015-09-30,5176457000.0,1319465000.0,533934000.0,,2716113000.0,,32883000.0,2097604000.0,,337073000.0,188170000.0,52448000.0,91325000.0,2.0,86234859.0,293291000.0,72566000.0,220725000.0,0.0,,4.266,44.0652,2.0,337073000.0,0.0692791500206361,0.03635111814895787,0.0897071134494404,,0.1606942969216306,0.06511654593093306,0.12410124321042608,0.10522720208390145,0.1606942969216306,0.0,2.4712136706034826,3036146000.0,241827000.0,429010000.0,,144640000.0,429010000.0,78051000.0,2.9999999999999996,2.9999999999999996,0.0,5.496534317305351,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2015-12-31,7077450000.0,761828000.0,587349000.0,,2729891000.0,,55634000.0,-1154023000.0,,-213331000.0,-132489000.0,-28645000.0,-43399000.0,-1.0,-172722072.0,-214177000.0,-25955000.0,-240132000.0,0.0,1.2971,3.4325,38.4009,-1.0,-213331000.0,-0.048532706983538905,-0.01871987792213297,0.11480620403579478,,0.18485853401535324,-0.030142353531285984,-0.07814634357195947,0.20808250788762442,0.18485853401535324,0.0,1.2970618831393261,2985908000.0,267046000.0,487612000.0,,223657000.0,487612000.0,77498000.0,1.9999999999999996,1.9999999999999996,0.0,6.291930114325531,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2016-03-31,7112544000.0,757358000.0,552513000.0,,2806436000.0,,45655000.0,224513000.0,,140923000.0,7287000.0,24062000.0,-778000.0,0.0,85845501.0,,34185000.0,,0.0,,3.348,33.9987,0.0,140923000.0,0.002596531686452141,0.0010245279326215767,0.032456917862217334,,0.6276830294904973,0.01981330449414443,0.05021422188141828,,0.6276830294904973,0.0,1.3707514574317707,2547102000.0,198875000.0,501482000.0,,,501482000.0,82927000.0,1.9999999999999996,1.9999999999999996,0.0,6.047270490913696,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2016-06-30,7146368000.0,770362000.0,517104000.0,,2818247000.0,,44320000.0,198920000.0,,240631000.0,122820000.0,48429000.0,65038000.0,1.0,85798892.0,,67133000.0,,0.0,,2.6214,32.385,1.0,240631000.0,0.04358028235282429,0.017186352563987747,0.6174341443796502,,1.2096873114820028,0.033671789641955184,0.08538321871716709,,1.2096873114820028,0.0,1.489762214177419,1367014000.0,185788000.0,505296000.0,,,505296000.0,96294000.0,1.9999999999999996,1.9999999999999996,0.0,5.247429746401645,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2016-09-30,7057264000.0,773938000.0,537727000.0,,2847457000.0,,40291000.0,2655946000.0,,365148000.0,187615000.0,73140000.0,102624000.0,1.0,85689525.0,,100981000.0,,0.0,,1.9229,25.3922,1.0,365148000.0,0.06588861570165941,0.026584665105343942,0.07063961390781288,,0.13748321690275328,0.051740731252224656,0.12823652824256873,,0.13748321690275328,0.0,1.4392768077481697,1925356000.0,185233000.0,533371000.0,,,533371000.0,116986000.0,0.9999999999999996,0.9999999999999996,0.0,4.5592720496469665,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2016-12-31,6980061000.0,773618000.0,542853000.0,,2805737000.0,,44189000.0,482963000.0,,-312927000.0,-111363000.0,-47844000.0,-46638000.0,0.0,-171723699.0,,-66139000.0,,0.0,1.4249,1.8114,31.2784,0.0,-312927000.0,-0.039691175616246285,-0.015954445097256312,-0.23058288109026986,,-0.6479316220911333,-0.04483155662966269,-0.11153112355149467,,-0.6479316220911333,0.0,1.4250966652113923,3562342000.0,206359000.0,433775000.0,,,433775000.0,97787000.0,1.9999999999999996,1.9999999999999996,0.0,4.435916839661714,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2017-03-31,6996856000.0,759924000.0,579561000.0,,2881176000.0,,47023000.0,892399000.0,,114549000.0,58189000.0,23374000.0,31148000.0,0.0,85572409.0,,33136000.0,,0.0,,1.9735,37.6459,0.0,114549000.0,0.02019626707983129,0.008316449559630783,0.06520513806044158,,0.1283607444652,0.016371495997630936,0.0397577239293955,,0.1283607444652,0.0,1.3112062405855467,4230228000.0,257261000.0,407401000.0,,,407401000.0,97099000.0,1.9999999999999996,1.9999999999999996,0.0,4.195728071349859,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2017-06-30,7037497000.0,796114000.0,915233000.0,,2749938000.0,,44191000.0,1810132000.0,,-77805000.0,-85853000.0,47146000.0,-42365000.0,-1.0,85246105.0,,63092000.0,,0.0,,1.8044,,-1.0,-77805000.0,-0.031219976595835978,-0.012199365768823774,-0.04742913776453872,,-0.0429830531696031,-0.011055777359478804,-0.028293365159505413,,-0.0429830531696031,0.0,0.8698484429647969,5841440000.0,48588000.0,88965000.0,,,88965000.0,95816000.0,-4.440892098500626e-16,-4.440892098500626e-16,0.0,0.9284983718794356,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2017-09-30,7016362000.0,794706000.0,972667000.0,,2807383000.0,,52171000.0,2692906000.0,,15798000.0,-46815000.0,71777000.0,-14585000.0,0.0,85278783.0,,91730000.0,,0.0,,1.7228,,0.0,15798000.0,-0.016675672681639806,-0.006672261208871492,-0.01738456522433386,,0.005866524861989241,0.00225159420223757,0.005627304860077873,,0.005866524861989241,0.0,0.8170381024543857,5878400000.0,-185842000.0,-260385000.0,,,-260385000.0,94453000.0,-1.0000000000000004,-1.0000000000000004,-0.0,-2.756767916318169,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2017-12-31,6988300000.0,813400000.0,969400000.0,4079700000.0,2896600000.0,,42200000.0,-1814737000.0,1462500000.0,-60142000.0,116879000.0,-48297000.0,-125098000.0,1.0,-170497297.0,,-44958000.0,,0.0,0.8391,1.6346,138.0462,1.0,-60142000.0,0.04035041082648622,0.016724954566918995,-0.06440547583479038,-0.8059019020386976,0.033140890387973576,-0.008606098765078774,-0.020762963474418285,,0.033140890387973576,0.0,0.8390757169383124,3580700000.0,42400000.0,-7600000.0,,,-7600000.0,94000000.0,-4.440892098500626e-16,-4.440892098500626e-16,-0.0,-0.08085106382978724,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2018-03-31,7015700000.0,810600000.0,999900000.0,4063600000.0,2940000000.0,,49400000.0,895000000.0,358500000.0,54100000.0,22500000.0,,6600000.0,0.0,85800000.0,,28500000.0,,0.0,,1.3837,740.0209,0.0,54100000.0,0.007653061224489796,0.00320709266359736,0.025139664804469275,0.4005586592178771,0.06044692737430168,0.007711276137805209,0.018401360544217687,,0.06044692737430168,0.0,0.8106810681068107,3583301000.0,6711000.0,-68049000.0,,,-68049000.0,,-4.440892098500626e-16,-4.440892098500626e-16,-0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2018-06-30,6914600000.0,813300000.0,1001400000.0,4013000000.0,2890300000.0,,45000000.0,1778300000.0,711800000.0,116500000.0,50200000.0,,16200000.0,0.0,85800000.0,231000000.0,64000000.0,167000000.0,0.0,,1.5696,31.223,0.0,116500000.0,0.01736843926236031,0.007260000578486102,0.028229207670246864,0.4002699207107912,0.06551200584828207,0.016848407717004597,0.04030723454312701,0.09390991396277344,0.06551200584828207,0.0,0.8121629718394248,3551469000.0,142764000.0,126256000.0,,,126256000.0,,0.9999999999999996,0.9999999999999996,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2018-09-30,6902900000.0,803100000.0,749300000.0,3970300000.0,2921500000.0,,52000000.0,2633200000.0,1047300000.0,184800000.0,73700000.0,,27100000.0,0.0,86100000.0,89900000.0,96900000.0,-7000000.0,0.0,,1.3999,30.2584,0.0,184800000.0,0.02522676707170974,0.010676672123310492,0.027988758924502505,0.39772899893665503,0.07018076864651375,0.026771356965912877,0.06325517713503337,-0.0026583624487315815,0.07018076864651375,0.0,1.0718003469905244,3491763000.0,263279000.0,295258000.0,3580100000.0,,295258000.0,,0.9999999999999996,0.9999999999999996,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2018-12-31,6455500000.0,747300000.0,733200000.0,3858400000.0,2587400000.0,,34300000.0,-1820600000.0,-741600000.0,-516500000.0,-391100000.0,106600000.0,-79700000.0,-2.0,-170600000.0,-155200000.0,-58600000.0,-213800000.0,0.0,1.0192,0.9535,,-2.0,-516500000.0,-0.15115560021643348,-0.06058399814111998,0.2148192903438427,0.407338240140613,0.28369768208282986,-0.08000929440012393,-0.19962124140063384,0.11743381302867187,0.28369768208282986,0.0,1.0192307692307692,3485900000.0,-244700000.0,-161100000.0,1376000000.0,,-161100000.0,,-2.0000000000000004,-2.0000000000000004,-0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2019-03-31,6850700000.0,801600000.0,786000000.0,4280200000.0,2566600000.0,2702400000.0,48200000.0,830100000.0,297100000.0,-4200000.0,-37800000.0,,3600000.0,-0.42,90700000.0,36200000.0,66099999.99999999,-29899999.999999993,2702400000.0,,1.4631,,-0.42,-4200000.0,-0.014727655263773084,-0.005517684324229641,-0.04553668232743043,0.35790868570051804,-0.005059631369714492,-0.0006130760360255156,-0.0007971152021256405,-0.03601975665582459,-0.005059631369714492,1.0529104652068886,1.0198473282442748,3421000000.0,-305000000.0,-219400000.0,1314600000.0,-83700000.0,-219400000.0,,-2.4200000000000004,-2.4200000000000004,-12.317228805834093,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2019-06-30,6869700000.0,819100000.0,784200000.0,4307500000.0,2558000000.0,,34500000.0,1675900000.0,599700000.0,21100000.0,-68300000.0,,600000.0,-0.75,90900000.0,71000000.0,108200000.0,-37200000.0,0.0,,1.2636,,-0.75,21100000.0,-0.02670054730258014,-0.00994220999461403,-0.040754221612268035,0.35783757980786446,0.012590250014917358,0.003071458724544012,0.008248631743549648,-0.022197028462318753,0.012590250014917358,0.0,1.0445039530731957,3318600000.0,-423500000.0,-314800000.0,1202500000.0,-287900000.0,-314800000.0,,-3.1700000000000004,-3.1700000000000004,-0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2019-09-30,6676300000.0,750500000.0,795700000.0,4199000000.0,2473700000.0,,30800000.0,2509000000.0,895000000.0,-13400000.0,-127500000.0,,-8000000.0,-1.4,91000000.0,201200000.0,161200000.0,40000000.0,0.0,,1.3805,,-1.4,-13400000.0,-0.051542224198568944,-0.01909740425085751,-0.05081705858907931,0.35671582303706656,-0.005340773216420885,-0.0020070997408744365,-0.005416986700084893,0.015942606616181746,-0.005340773216420885,0.0,0.9431946713585522,3194400000.0,-624700000.0,-513000000.0,1050200000.0,-240900000.0,-513000000.0,,-4.57,-4.57,-0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2019-12-31,6437000000.0,706600000.0,756900000.0,4102300000.0,2330900000.0,,34700000.0,-1706100000.0,-617300000.0,-215400000.0,-113200000.0,,-13000000.0,-1.2400000000000002,-181600000.0,-60400000.0,-141300000.0,-201700000.0,0.0,0.9335,1.7573,,-1.2400000000000002,-215400000.0,-0.04856493200051482,-0.017585831909274506,0.06635015532501026,0.36181935408241017,0.12625285739405662,-0.033462793226658384,-0.09241065682783474,0.11822284742981068,0.12625285739405662,0.0,0.9335447218919276,3308900000.0,-346800000.0,-211900000.0,1174500000.0,-228800000.0,-211900000.0,,-3.8100000000000005,-3.8100000000000005,-0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2020-03-31,6353200000.0,1203200000.0,818500000.0,4073000000.0,2276200000.0,2518800000.0,36000000.0,785000000.0,286600000.0,-30400000.0,-20100000.0,,-38400000.0,-0.22,91300000.0,82100000.0,39600000.0,42500000.0,2518800000.0,,1.3606,,-0.22,-30400000.0,-0.008830506985326421,-0.003163759994963168,-0.025605095541401272,0.36509554140127387,-0.03872611464968153,-0.004784990241138324,-0.006339937434827946,0.054140127388535034,-0.03872611464968153,1.1065811440119497,1.4700061087354916,3263800000.0,-329100000.0,-238100000.0,1164000000.0,-156400000.0,-238100000.0,,-3.6100000000000008,-3.6100000000000008,-10.578748425031499,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2020-06-30,5685300000.0,592600000.0,660300000.0,3389200000.0,2291600000.0,,42000000.0,1383200000.0,516300000.0,-5500000.0,-24600000.0,,-29700000.0,-0.27,91400000.0,207300000.0,74600000.0,132700000.0,0.0,,1.6967,,-0.27,-5500000.0,-0.010734857741316111,-0.004326948445992296,-0.017784846732215153,0.3732648930017351,-0.003976286871023713,-0.0009674071728844564,-0.0024000698202129517,0.09593695777906304,-0.003976286871023713,0.0,0.8974708465848856,2971100000.0,-285400000.0,-264700000.0,1080600000.0,13500000.0,-264700000.0,,-3.130000000000001,-3.130000000000001,-0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
