report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,55448000000.0,32605000000.0,8367000000.0,55448000000.0,19902000000.0,,,5823000000.0,,12844000000.0,4489000000.0,3557000000.0,529000000.0,4.51,789000000.0,5070000000.0,489000000.0,815000000.0,4581000000.0,0.0,,14.5494,3.8854,4.51,5304000000.0,0.17872575620540648,0.06415019477708844,0.2769386483961383,0.34950171286203674,0.08095873611311499,0.22555522058084615,0.3566645904702585,0.41295546558704455,0.0,3.8968566989362974,18019000000.0,4705000000.0,6276000000.0,6329000000.0,7332000000.0,6.509999999999999,6.509999999999999,0.0,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2012-12-31,54298000000.0,31209000000.0,8191000000.0,54298000000.0,19060000000.0,,,3257000000.0,,-8152000000.0,-3455000000.0,-2846000000.0,-420000000.0,-3.5600000000000005,-1594000000.0,-3507000000.0,-260000000.0,-514000000.0,-3767000000.0,0.0,3.8102,15.2235,3.8312,-3.5600000000000005,-3969000000.0,-0.14931794333683107,-0.05241445357103392,0.34911678115799805,0.4238223748773307,-0.0636303362923128,-0.18126967471143757,0.46209519136408245,0.48687438665358196,0.0,3.8101574899279695,17265000000.0,4345000000.0,5577000000.0,4673000000.0,6665000000.0,5.519999999999998,5.519999999999998,0.0,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2013-03-31,51640000000.0,28695000000.0,5142000000.0,51640000000.0,19491000000.0,,,2530000000.0,,4238000000.0,1442000000.0,1434000000.0,-91000000.0,1.88,764000000.0,1049000000.0,158000000.0,277000000.0,891000000.0,0.0,,16.6991,4.396,1.88,1719000000.0,0.07357241803909496,0.027769171185127808,0.33836715431807457,0.3402548371873525,0.027924089852827266,0.07398286388589606,0.21024067956583295,0.40561585653610194,0.0,5.58051341890315,17455000000.0,4595000000.0,5542000000.0,4736000000.0,6648000000.0,5.919999999999999,5.919999999999999,0.0,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2013-06-30,52610000000.0,29673000000.0,4784000000.0,,20594000000.0,,,5806000000.0,,8917000000.0,2992000000.0,2692000000.0,56000000.0,3.0,764000000.0,2649000000.0,317000000.0,554000000.0,2332000000.0,0.0,,16.0039,4.1576,3.0,3546000000.0,0.1307176847625522,0.05116897928150542,0.30189525625210273,0.3355388583604351,0.05687131724006843,0.14528503447606098,0.26152293372210383,0.397667376920489,0.0,6.20255016722408,17847000000.0,4837000000.0,5468000000.0,4037000000.0,6600000000.0,5.829999999999998,5.829999999999998,0.0,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2013-09-30,57073000000.0,30675000000.0,4843000000.0,,21728000000.0,,,8281000000.0,,13665000000.0,4680000000.0,4060000000.0,191000000.0,5.0,764000000.0,4456000000.0,492000000.0,842000000.0,3964000000.0,0.0,,17.4075,4.6661,5.0,5522000000.0,0.18685567010309279,0.07113696493963871,0.2971094035858031,0.3424807903402854,0.08200024529987911,0.21539027982326953,0.29008415660446396,0.40409806073911453,0.0,6.33388395622548,18668000000.0,5340000000.0,5659000000.0,3420000000.0,6818000000.0,6.3199999999999985,6.3199999999999985,0.0,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2013-12-31,66125000000.0,27367000000.0,7947000000.0,66125000000.0,22096000000.0,,,3805000000.0,,-8144000000.0,-3247000000.0,-3105000000.0,28000000.0,-3.2399999999999993,-1527000000.0,-1863000000.0,-274000000.0,-387000000.0,-2137000000.0,0.0,3.4437,16.9515,4.6118,-3.2399999999999993,-3634000000.0,-0.1405231716147719,-0.04695652173913043,0.381262278978389,0.3986984282907662,-0.04910396975425331,-0.14694967414916726,0.262401768172888,0.4462180746561886,0.0,3.4436894425569395,18676000000.0,5081000000.0,5867000000.0,5050000000.0,7153000000.0,6.64,6.64,0.0,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2014-03-31,67004000000.0,28302000000.0,8203000000.0,,22741000000.0,,,3687000000.0,,4521000000.0,1364000000.0,1073000000.0,131000000.0,1.0,768000000.0,1142000000.0,172000000.0,518000000.0,970000000.0,0.0,,19.7814,4.9248,1.0,1882000000.0,0.04718350116529616,0.01601396931526476,0.23733687237336873,0.30170316301703165,0.020356993612321652,0.05997977221758058,0.21455430214554302,0.41627958416279587,0.0,3.4502011459222235,18959000000.0,4720000000.0,5789000000.0,5129000000.0,7316000000.0,5.76,5.76,0.0,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2014-06-30,69534000000.0,34328000000.0,7866000000.0,,24382000000.0,30828000000.0,,4352000000.0,,9701000000.0,3266000000.0,2620000000.0,342000000.0,3.0,768000000.0,3369000000.0,345000000.0,1024000000.0,3024000000.0,30828000000.0,,17.9363,4.6168,3.0,4290000000.0,0.10745632023623986,0.03767940863462479,0.27007524997422944,0.3366663230594784,0.046969827710184944,0.05915595000905633,0.3117204411916297,0.44222245129368104,1.2643753588712985,4.364098652428172,19743000000.0,4648000000.0,6063000000.0,5821000000.0,8060000000.0,5.76,5.76,3.8248138957816376,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2014-09-30,70775000000.0,36048000000.0,8551000000.0,,25325000000.0,30480000000.0,,3677000000.0,,14732000000.0,4732000000.0,3864000000.0,435000000.0,5.0,769000000.0,6110000000.0,515000000.0,1567000000.0,5595000000.0,30480000000.0,,21.8813,5.4141,5.0,6299000000.0,0.15257650542941756,0.05459554927587425,0.2622861797447733,0.3212055389628021,0.06685976686683151,0.08479526924110743,0.37978550095031227,0.427572631007331,1.2035538005923,4.215647292714302,20810000000.0,4452000000.0,6115000000.0,7452000000.0,8837000000.0,5.76,5.76,3.4491343216023536,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2014-12-31,69009000000.0,34713000000.0,7008000000.0,,25778000000.0,30215000000.0,,3731000000.0,,-8891000000.0,-3171000000.0,-2399000000.0,-481000000.0,-3.0,-1535000000.0,-2066000000.0,-314000000.0,-1017000000.0,-2380000000.0,30215000000.0,4.9533,23.4703,6.034,-3.0,-4188000000.0,-0.09306385289781985,-0.03476358156182527,0.2698234169384771,0.35665279496119673,-0.04595052819197496,-0.056632079009876234,0.2676864244741874,0.47103812844449444,1.1721235161765846,4.953339041095891,20063000000.0,5158000000.0,6191000000.0,7209000000.0,8283000000.0,6.0,6.0,3.647832910781118,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2015-03-31,68952000000.0,35064000000.0,6336000000.0,,26506000000.0,29841000000.0,,2864000000.0,,5033000000.0,2022000000.0,1623000000.0,253000000.0,2.0,770000000.0,1329000000.0,118000000.0,524000000.0,1211000000.0,29841000000.0,,21.2249,5.8883,2.0,2546000000.0,0.06123141930129027,0.023538113470240166,0.32247168686667993,0.4017484601629247,0.029324747650539506,0.035884785347933344,0.24061196105702365,0.5058613153188953,1.12582056892779,5.534090909090909,20575000000.0,5708000000.0,6849000000.0,7450000000.0,8947000000.0,6.999999999999999,6.999999999999999,3.335307924443948,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2015-06-30,71209000000.0,37736000000.0,6891000000.0,,27484000000.0,30702000000.0,,3795000000.0,,10403000000.0,4098000000.0,3276000000.0,597000000.0,4.0,769000000.0,4143000000.0,251000000.0,1043000000.0,3892000000.0,30702000000.0,,20.0765,5.6212,4.0,5141000000.0,0.11919662349003056,0.046005420663118426,0.3149091608189945,0.3939248293761415,0.05754890533499979,0.07042931289313581,0.3741228491781217,0.4941843698933,1.1170863047591326,5.4761282832680305,21277000000.0,6364000000.0,7681000000.0,8318000000.0,9798000000.0,7.999999999999999,7.999999999999999,3.1334966319657074,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2015-09-30,71869000000.0,38844000000.0,7165000000.0,,27967000000.0,30511000000.0,,3226000000.0,,16126000000.0,6437000000.0,5139000000.0,926000000.0,6.0,767000000.0,7017000000.0,389000000.0,1566000000.0,6628000000.0,30511000000.0,,16.3036,4.888,6.0,8003000000.0,0.18375227947223513,0.07150509955613686,0.3186779114473521,0.39916904378023066,0.0895657376615787,0.11007558398030029,0.41101327049485303,0.4962793005084956,1.090964350842064,5.421353803210049,22671000000.0,7639000000.0,9386000000.0,9351000000.0,11502000000.0,9.0,9.0,2.6526691010259085,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2015-12-31,71576000000.0,38518000000.0,8667000000.0,,28083000000.0,29306000000.0,,4144000000.0,,-9900000000.0,-4087000000.0,-3099000000.0,-737000000.0,-3.0,-1540000000.0,-3412000000.0,-164000000.0,-1025000000.0,-3576000000.0,29306000000.0,4.4454,17.6466,5.6528,-3.0,-5112000000.0,-0.11035145817754513,-0.043296635743824745,0.31303030303030305,0.4128282828282828,-0.057100145300100595,-0.07121573820767046,0.3612121212121212,0.5163636363636364,1.043549478332087,4.444213684089074,21662000000.0,6939000000.0,8470000000.0,8155000000.0,10578000000.0,9.0,9.0,2.770467006995651,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2016-03-31,75116000000.0,42206000000.0,8523000000.0,,28682000000.0,32060000000.0,,2896000000.0,,5527000000.0,2402000000.0,1900000000.0,358000000.0,2.0,760000000.0,1915000000.0,156000000.0,521000000.0,1759000000.0,32060000000.0,,15.5837,5.0755,2.0,2923000000.0,0.06624363712432885,0.02529421161936205,0.3437669621856342,0.4345938121946807,0.03197720858405666,0.03954430213032169,0.31825583499185817,0.5288583318255835,1.1177742137926225,4.952012202276194,22156000000.0,7216000000.0,8850000000.0,8703000000.0,10955000000.0,9.0,9.0,2.926517571884984,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2016-06-30,75471000000.0,42947000000.0,10830000000.0,,30133000000.0,27928000000.0,,2630000000.0,,11215000000.0,4782000000.0,3770000000.0,692000000.0,4.0,759000000.0,4592000000.0,344000000.0,1043000000.0,4248000000.0,27928000000.0,,15.3771,5.0858,4.0,5825000000.0,0.1251120034513656,0.049952962064899104,0.3361569326794472,0.4263932233615693,0.06336208609929642,0.08236165412238852,0.378778421756576,0.5193936691930451,0.9268244117744665,3.9655586334256694,22968000000.0,7710000000.0,9534000000.0,9059000000.0,11639000000.0,9.0,9.0,2.3995188590085057,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2016-09-30,78150000000.0,45844000000.0,10542000000.0,,30773000000.0,30526000000.0,,3485000000.0,,17026000000.0,7309000000.0,5787000000.0,1093000000.0,7.0,758000000.0,7254000000.0,511000000.0,1546000000.0,6743000000.0,30526000000.0,,16.4537,5.5329,7.0,8855000000.0,0.1880544633282423,0.07404990403071017,0.3398919299894279,0.42928462351697405,0.09352527191298785,0.11923522406564545,0.3960413485257841,0.5200869258780688,0.991973483248302,4.348700436349839,23868000000.0,8358000000.0,10406000000.0,9174000000.0,12491000000.0,10.0,10.0,2.44383956448643,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2016-12-31,77626000000.0,46010000000.0,11204000000.0,,29875000000.0,30193000000.0,,3241000000.0,,-10777000000.0,-4699000000.0,-3735000000.0,-702000000.0,-3.0,-1523000000.0,-3407000000.0,-273000000.0,-1005000000.0,-3680000000.0,30193000000.0,4.1066,14.521,4.8772,-3.0,-5704000000.0,-0.12502092050209204,-0.04811532218586556,0.34657140205994247,0.43602115616590886,-0.06053384175405148,-0.07822800825730838,0.34146794098543193,0.5292753085274196,1.0106443514644352,4.106569082470546,22991000000.0,7722000000.0,9794000000.0,9070000000.0,11899000000.0,10.0,10.0,2.537440121018573,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2017-03-31,77862000000.0,46456000000.0,10523000000.0,,30637000000.0,30293000000.0,,3358000000.0,,5464000000.0,2591000000.0,2071000000.0,389000000.0,2.0,741000000.0,2385000000.0,168000000.0,524000000.0,2217000000.0,30293000000.0,,15.2968,5.266,2.0,3115000000.0,0.0675980024153801,0.02659834065397755,0.3790263543191801,0.474194729136164,0.033276823097274665,0.04252420810766453,0.40574670571010246,0.570095168374817,0.9887717465809316,4.414710633849663,22928000000.0,7893000000.0,9983000000.0,9528000000.0,12091000000.0,10.0,10.0,2.5054172525018608,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2017-06-30,79587000000.0,48442000000.0,7815000000.0,,31722000000.0,33603000000.0,1459000000.0,2629000000.0,,11274000000.0,5289000000.0,4222000000.0,780000000.0,5.0,740000000.0,4711000000.0,353000000.0,1042000000.0,4358000000.0,35062000000.0,,15.4952,5.4949,5.0,6331000000.0,0.13309375197024148,0.053048864764345935,0.3744899769380876,0.4691325172964343,0.06645557691582796,0.07919561571633925,0.38655313109810185,0.5615575660812488,1.1052897043061598,6.198592450415867,22987000000.0,8345000000.0,10490000000.0,9638000000.0,12597000000.0,11.0,11.0,2.783361117726443,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2017-09-30,80331000000.0,49752000000.0,8193000000.0,,32229000000.0,33777000000.0,1999000000.0,3000000000.0,,17047000000.0,7728000000.0,6243000000.0,1140000000.0,8.0,738000000.0,8165000000.0,511000000.0,1506000000.0,7654000000.0,35776000000.0,,16.7,5.9349,8.0,9234000000.0,0.19370753048496694,0.07771595025581655,0.36622279579984746,0.4533348976359477,0.09620196437240916,0.11363870303654143,0.4489939578811521,0.5416788877808412,1.1100561606007013,6.072500915415599,23008000000.0,8801000000.0,10909000000.0,10549000000.0,12976000000.0,12.0,12.0,2.757090012330456,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2017-12-31,79954000000.0,49476000000.0,9020000000.0,,25241000000.0,34190000000.0,,3800000000.0,,-10936000000.0,-5635000000.0,-10557000000.0,5309000000.0,-13.0,-1484000000.0,-4084000000.0,-368000000.0,-1117000000.0,-4452000000.0,34190000000.0,5.4851,64.9247,5.6233,-13.0,-6752000000.0,-0.41824808842755834,-0.1320384220927033,0.965343818580834,0.5152706656912948,-0.07047802486429697,-0.09481583685282091,0.4070958302852963,0.6174103877103145,1.3545422130660434,5.485144124168515,22849000000.0,1979000000.0,9973000000.0,9777000000.0,11928000000.0,2.0,2.0,2.8663648558014754,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2018-03-31,71164000000.0,40689000000.0,10479000000.0,,15620000000.0,33358000000.0,,9741000000.0,,5554000000.0,2726000000.0,2311000000.0,308000000.0,3.0,711000000.0,2727000000.0,155000000.0,471000000.0,2572000000.0,33358000000.0,,50.0072,4.8374,3.0,3197000000.0,0.14795134443021768,0.032474284750716655,0.41609650702196616,0.49081742888008645,0.03830588499803271,0.05565764220670505,0.46308966510622973,0.5756211739287,2.135595390524968,3.8829086744918406,22939000000.0,2219000000.0,10108000000.0,10132000000.0,12010000000.0,3.0,3.0,2.77751873438801,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2018-06-30,67684000000.0,37970000000.0,11205000000.0,,14909000000.0,30209000000.0,,10131000000.0,,11613000000.0,5558000000.0,4607000000.0,659000000.0,6.0,685000000.0,4829000000.0,342000000.0,955000000.0,4487000000.0,30209000000.0,,51.8646,5.2876,6.0,6513000000.0,0.3090079817559863,0.06806630813781692,0.39671058296736417,0.47860156720916214,0.08211689616452929,0.12318808457821712,0.38637733574442434,0.5608369930250581,2.026225769669327,3.3886657742079427,23278000000.0,2604000000.0,10377000000.0,10261000000.0,12192000000.0,4.0,4.0,2.4777723097112863,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2018-09-30,67333000000.0,38320000000.0,12432000000.0,,14349000000.0,29350000000.0,,11956000000.0,,17517000000.0,7881000000.0,6466000000.0,894000000.0,9.0,673000000.0,8102000000.0,513000000.0,1456000000.0,7589000000.0,29350000000.0,,60.8206,5.7433,9.0,9337000000.0,0.4506237368457732,0.09603017836721964,0.3691271336416053,0.44990580578866246,0.11704513388680142,0.18034737637016865,0.43323628475195525,0.5330250613689559,2.0454387065300716,3.0823680823680824,23748000000.0,2827000000.0,10530000000.0,10196000000.0,12295000000.0,5.0,5.0,2.387149247661651,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2018-12-31,66416000000.0,37618000000.0,13488000000.0,,12500000000.0,29510000000.0,,6945000000.0,,-10937000000.0,-5902000000.0,-4990000000.0,-710000000.0,-6.0,-1404000000.0,-4362000000.0,-272000000.0,-936000000.0,-4634000000.0,29510000000.0,2.789,14.7781,5.2237,-6.0,-6838000000.0,-0.3992,-0.07513249819320646,0.4562494285453049,0.5396360976501783,-0.08886412912551192,-0.140490359438229,0.4236993691140166,0.6252171527841273,2.3608,2.788997627520759,23747000000.0,8394000000.0,10263000000.0,10014000000.0,12209000000.0,12.0,12.0,2.4170693750511916,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2019-03-31,63997000000.0,35151000000.0,12706000000.0,63997000000.0,10832000000.0,29319000000.0,,7358000000.0,,5557000000.0,2472000000.0,1992000000.0,322000000.0,3.18,626000000.0,1845000000.0,116000000.0,495000000.0,1729000000.0,29319000000.0,,14.628,4.9735,3.18,2967000000.0,0.18389955686853768,0.031126459052768098,0.3584667986323556,0.4448443404714774,0.038626810631748366,0.0615675823765286,0.3111391038330034,0.5339211804930718,2.706702363367799,2.766488273256729,23750000000.0,8075000000.0,10009000000.0,9171000000.0,11979000000.0,12.18,12.18,2.447533183070373,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2019-06-30,59373000000.0,30746000000.0,10622000000.0,,10794000000.0,27798000000.0,,5525000000.0,,11428000000.0,5150000000.0,4171000000.0,707000000.0,6.75,618000000.0,3259000000.0,260000000.0,996000000.0,2999000000.0,27798000000.0,,14.2827,4.824,6.75,6146000000.0,0.3864183805818047,0.07025078739494384,0.36498074903745187,0.4506475323766188,0.08673976386573021,0.13344734660033167,0.26242562128106406,0.5378018900945047,2.575319622012229,2.894558463566183,23565000000.0,7639000000.0,9601000000.0,7683000000.0,11612000000.0,12.93,12.93,2.393902859111264,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2019-09-30,59535000000.0,31051000000.0,10737000000.0,,10927000000.0,27742000000.0,,11415000000.0,,17165000000.0,7626000000.0,6139000000.0,1016000000.0,10.01,613000000.0,6636000000.0,430000000.0,1504000000.0,6206000000.0,27742000000.0,,14.3855,4.9604,10.01,9130000000.0,0.5618193465727098,0.10311581422692534,0.357646373434314,0.44427614331488496,0.12809271856890905,0.1972122371925832,0.361549665016021,0.5318963006117099,2.5388487233458408,2.8919623731023565,23213000000.0,7312000000.0,9346000000.0,6300000000.0,11405000000.0,13.94,13.94,2.43244191144235,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2019-12-31,59707000000.0,18440000000.0,12835000000.0,,9673000000.0,26950000000.0,,6037000000.0,,-10788000000.0,-5574000000.0,-4460000000.0,-749000000.0,-7.059999999999997,-1248000000.0,-2590000000.0,-188000000.0,-789000000.0,-2778000000.0,26950000000.0,1.4367,18.2657,6.1313,-7.059999999999997,-6363000000.0,-0.4610772252662049,-0.07469810909943558,0.41342232109751575,0.5166852057842046,-0.09335588791933944,-0.15219943751194603,0.2575083426028921,0.5898220244716351,2.786105654915745,1.436696532917803,23362000000.0,7842000000.0,9674000000.0,8156000000.0,11880000000.0,12.88,12.88,2.2685185185185186,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2020-03-31,61669000000.0,18813000000.0,11827000000.0,,9485000000.0,30008000000.0,,7687000000.0,,6161000000.0,2355000000.0,1825000000.0,195000000.0,3.07,594000000.0,2134000000.0,142000000.0,897000000.0,1992000000.0,30008000000.0,,15.5253,4.9719,3.07,3252000000.0,0.19240906694781235,0.029593474841492485,0.2962181464048044,0.3822431423470216,0.038187744247514956,0.05963082065176107,0.32332413569225776,0.5278363901963967,3.163732208750659,1.5906823370254501,23966000000.0,7675000000.0,9557000000.0,8419000000.0,12165000000.0,12.770000000000003,12.770000000000003,2.466748869708179,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2020-06-30,65011000000.0,22895000000.0,10523000000.0,,10659000000.0,34133000000.0,,9145000000.0,,12367000000.0,4678000000.0,3628000000.0,422000000.0,6.12,593000000.0,4976000000.0,300000000.0,1827000000.0,4676000000.0,34133000000.0,,19.0086,5.7094,6.12,6505000000.0,0.3403696406792382,0.055805940533140544,0.29336136492277837,0.3782647367995472,0.07195705342172863,0.10443829255224148,0.3781030160912105,0.5259966038651249,3.202270381836945,2.1757103487598592,24905000000.0,7132000000.0,9085000000.0,10096000000.0,12524000000.0,12.140000000000002,12.140000000000002,2.725407218141169,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2020-09-30,64637000000.0,22661000000.0,9953000000.0,,10959000000.0,34196000000.0,,9087000000.0,,18790000000.0,7131000000.0,5649000000.0,607000000.0,9.54,592000000.0,8344000000.0,435000000.0,2728000000.0,7909000000.0,34196000000.0,,20.2476,5.9575,9.54,9859000000.0,0.515466739666028,0.0873957640360784,0.3006386375731772,0.37951037786056413,0.11032380834506551,0.15792271066327096,0.42091538052155403,0.5246939861628526,3.1203576968701525,2.2768009645333067,26530000000.0,6642000000.0,8590000000.0,11799000000.0,13253000000.0,11.670000000000002,11.670000000000002,2.5802459820418018,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
