report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-03-31,145964000000.0,136519000000.0,8344000000.0,397000000.0,50000000.0,2403000000.0,3003000000.0,,400000000.0,,134000000.0,2.0,,434000000.0,447000000.0,,14.9955,1.8189,2.0,,0.04793863854266539,0.0027404017428955085,0.13320013320013321,,,,,0.05357142857142857,11534000000.0,1399000000.0,6.86,6.86,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2014-06-30,149160000000.0,139483000000.0,8428000000.0,710000000.0,50000000.0,2141000000.0,6082000000.0,,774000000.0,,286000000.0,3.0,,364000000.0,760000000.0,,15.6925,1.9219,3.0,,0.09183673469387756,0.005189058728881738,0.12726076948372245,,,,,0.09017560512577123,12160000000.0,1517000000.0,6.86,6.86,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2014-09-30,147193000000.0,137853000000.0,8260000000.0,541000000.0,50000000.0,2876000000.0,9200000000.0,,1194000000.0,,441000000.0,6.0,,1981000000.0,591000000.0,,15.3521,1.8822,6.0,,0.14455205811138014,0.008111798794779643,0.12978260869565217,,,,,0.07154963680387409,13083000000.0,1673000000.0,8.86,8.86,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2014-12-31,148810000000.0,139505000000.0,8124000000.0,7161000000.0,50000000.0,2638000000.0,-5989000000.0,,-749000000.0,,-316000000.0,-3.0,,-380000000.0,7211000000.0,0.8587,14.9568,1.9693,-3.0,,-0.09219596258000985,-0.005033263893555541,0.1250626147937886,,,,,0.887616937469227,12296000000.0,1619000000.0,8.0,8.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2015-03-31,151448000000.0,142189000000.0,8195000000.0,7073000000.0,50000000.0,2809000000.0,3060000000.0,,393000000.0,,139000000.0,2.0,,913000000.0,7123000000.0,,14.7975,1.931,2.0,,0.04795607077486272,0.0025949500818762874,0.1284313725490196,,,,,0.8691885295912142,12353000000.0,1612000000.0,8.0,8.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2015-06-30,148806000000.0,139810000000.0,7875000000.0,7647000000.0,50000000.0,2570000000.0,6195000000.0,,808000000.0,,278000000.0,4.0,,1532000000.0,7697000000.0,,13.7083,1.8261,4.0,,0.1026031746031746,0.0054298885797615685,0.13042776432606942,,,,,0.9773968253968254,12466000000.0,1646000000.0,9.0,9.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2015-09-30,145320000000.0,136499000000.0,7629000000.0,8179000000.0,50000000.0,2780000000.0,9088000000.0,,1205000000.0,,389000000.0,6.0,,1903000000.0,8229000000.0,,11.9321,1.5963,6.0,,0.15794992790667192,0.008292045141756124,0.13259242957746478,,,,,1.0786472670074716,12354000000.0,1657000000.0,9.0,9.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2015-12-31,145342000000.0,136937000000.0,7217000000.0,7784000000.0,50000000.0,2357000000.0,-6143000000.0,,-844000000.0,,-351000000.0,-4.0,,-1776000000.0,7834000000.0,0.779,11.8624,1.5188,-4.0,,-0.1169460994873216,-0.005806993160958292,0.13739215367084487,,,,,1.0854925869474852,12200000000.0,1562000000.0,8.0,8.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2016-03-31,140250000000.0,133157000000.0,7093000000.0,2902000000.0,50000000.0,2649000000.0,2774000000.0,,364000000.0,,111000000.0,2.0,,621000000.0,2952000000.0,,10.3216,1.3281,2.0,,0.05131820104328211,0.002595365418894831,0.13121845710165825,,,,,0.4161849710982659,11914000000.0,1533000000.0,8.0,8.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2016-06-30,142684000000.0,135595000000.0,7089000000.0,2749000000.0,50000000.0,2819000000.0,5653000000.0,,699000000.0,,186000000.0,4.0,,1345000000.0,2799000000.0,,10.2535,1.2779,4.0,,0.09860347016504444,0.004898937512264865,0.12365115867680877,,,,,0.3948370715192552,11372000000.0,1424000000.0,8.0,8.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2016-09-30,143623000000.0,136827000000.0,6796000000.0,2710000000.0,50000000.0,3329000000.0,8663000000.0,,914000000.0,,209000000.0,5.0,,1705000000.0,2760000000.0,,12.6711,1.3677,5.0,,0.13449087698646262,0.006363883222046608,0.10550617568971488,,,,,0.40612124779281933,10947000000.0,1133000000.0,7.0,7.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2016-12-31,139821000000.0,133529000000.0,6292000000.0,2819000000.0,50000000.0,2318000000.0,-5355000000.0,,-663000000.0,,-228000000.0,-4.0,,-1700000000.0,2869000000.0,0.6517,13.4635,1.4932,-4.0,,-0.10537190082644628,-0.004741776986289613,0.12380952380952381,,,,,0.4559758423394787,11735000000.0,1314000000.0,7.0,7.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2017-03-31,140857000000.0,134630000000.0,6227000000.0,2841000000.0,50000000.0,2177000000.0,2911000000.0,,403000000.0,,72000000.0,2.0,,6000000.0,2891000000.0,,14.7581,1.6626,2.0,,0.06471816283924843,0.002861057668415485,0.13844039848849193,,,,,0.4642685081098442,11872000000.0,1353000000.0,7.0,7.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2017-06-30,143144000000.0,136894000000.0,6250000000.0,2808000000.0,50000000.0,2563000000.0,5908000000.0,,796000000.0,,190000000.0,5.0,,736000000.0,2858000000.0,,13.763,1.5977,5.0,,0.12736,0.005560833845637959,0.13473256601218686,,,,,0.45728,12127000000.0,1450000000.0,8.0,8.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2017-09-30,145486000000.0,139181000000.0,6305000000.0,2767000000.0,50000000.0,2504000000.0,8901000000.0,,1299000000.0,,315000000.0,8.0,,1179000000.0,2817000000.0,,13.0976,1.8329,8.0,,0.20602696272799365,0.008928694169885763,0.1459386585776879,,,,,0.44678826328310867,12365000000.0,1835000000.0,11.0,11.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2017-12-31,147470000000.0,141472000000.0,5998000000.0,2708000000.0,50000000.0,2620000000.0,-5645000000.0,,-1018000000.0,,157000000.0,-6.0,,-220000000.0,2758000000.0,0.6737,16.983,2.0636,-6.0,,-0.16972324108036013,-0.006903098935376687,0.18033658104517272,,,,,0.4598199399799933,12075000000.0,1480000000.0,9.0,9.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2018-03-31,144762000000.0,138922000000.0,5840000000.0,2674000000.0,50000000.0,2201000000.0,3184000000.0,,594000000.0,,102000000.0,3.0,,-208000000.0,2724000000.0,,12.4938,1.6799,3.0,,0.10171232876712329,0.004103286774153438,0.1865577889447236,,,,,0.46643835616438356,12348000000.0,1671000000.0,10.0,10.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2018-06-30,143268000000.0,137636000000.0,5632000000.0,1916000000.0,51000000.0,2582000000.0,6400000000.0,,1056000000.0,,188000000.0,7.0,,561000000.0,1967000000.0,,11.7078,1.6142,7.0,,0.1875,0.007370801574671245,0.165,,,,,0.34925426136363635,12840000000.0,1931000000.0,12.0,12.0,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2018-09-30,145191000000.0,139573000000.0,5618000000.0,1870000000.0,201000000.0,2478000000.0,9716000000.0,,1559000000.0,,273000000.0,10.45,,1109000000.0,2071000000.0,,12.1622,1.6354,10.45,,0.27750088999644,0.01073758015303979,0.16045697818032112,,,,,0.3686365254538982,13655000000.0,2191000000.0,14.45,14.45,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2018-12-31,137216000000.0,131628000000.0,5588000000.0,2243000000.0,201000000.0,3097000000.0,-6376000000.0,,-1111000000.0,,-177000000.0,-6.25,,1135000000.0,2444000000.0,0.6821,6.9326,1.1254,-6.25,,-0.19881889763779528,-0.008096723414179104,0.17424717691342534,,,,,0.43736578382247676,12924000000.0,2098000000.0,14.2,14.2,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2019-03-31,144403000000.0,138560000000.0,5843000000.0,,,,3153000000.0,470000000.0,395000000.0,,75000000.0,2.82,,172000000.0,0.0,,9.4603,1.3934,2.82,470000000.0,0.06760225911346911,0.002735400234067159,0.12527751347922614,0.14906438312718046,0.003254780025345734,0.08043813109703919,0.14906438312718046,0.0,12893000000.0,1899000000.0,14.02,14.02,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2019-06-30,148678000000.0,142648000000.0,6030000000.0,2207000000.0,201000000.0,4361000000.0,6435000000.0,,887000000.0,,170000000.0,6.38,,1152000000.0,2408000000.0,,10.1175,1.506,6.38,,0.1470978441127695,0.005965912912468556,0.13783993783993784,,,,,0.39933665008291874,12928000000.0,1730000000.0,13.399999999999999,13.399999999999999,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2019-09-30,149513000000.0,143516000000.0,5997000000.0,2170000000.0,201000000.0,5392000000.0,9786000000.0,,1430000000.0,,268000000.0,10.4,,2574000000.0,2371000000.0,,9.777,1.4815,10.4,,0.2384525596131399,0.009564385705590818,0.14612712037604741,,,,,0.39536434884108723,12998000000.0,1601000000.0,13.35,13.35,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2019-12-31,151828000000.0,146099000000.0,5729000000.0,2128000000.0,201000000.0,3827000000.0,-6271000000.0,,-819000000.0,,-174000000.0,-5.6800000000000015,,-1557000000.0,2329000000.0,0.6586,11.149,1.6373,-5.6800000000000015,,-0.14295688601850234,-0.005394261927971125,0.13060118003508212,,,,,0.4065281899109792,13103000000.0,1893000000.0,13.92,13.92,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2020-03-31,145682000000.0,138989000000.0,6693000000.0,,,,3026000000.0,2351000000.0,2036000000.0,,315000000.0,15.88,,4893000000.0,0.0,,3.5659,0.9874,15.88,2351000000.0,0.30419841625578964,0.01397564558421768,0.6728354263053536,0.7769332452081956,0.01613788937548908,0.3512625130733602,0.7769332452081956,0.0,12976000000.0,3534000000.0,26.979999999999997,26.979999999999997,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2020-06-30,154902000000.0,148402000000.0,6500000000.0,1989000000.0,200000000.0,7703000000.0,5756000000.0,,1497000000.0,,328000000.0,11.77,,4703000000.0,2189000000.0,,7.3334,1.5032,11.77,,0.2303076923076923,0.00966417476856335,0.26007644197359275,,,,,0.33676923076923077,12297000000.0,4144000000.0,32.37,32.37,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2020-09-30,158687000000.0,152620000000.0,6067000000.0,4734000000.0,200000000.0,7668000000.0,8769000000.0,,1357000000.0,,284000000.0,10.73,,5639000000.0,4934000000.0,,10.1838,1.5611,10.73,,0.22366902917422118,0.008551425132493524,0.15474968639525602,,,,,0.8132520191198286,11280000000.0,4071000000.0,32.7,32.7,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2021-03-31,,,,500000000.0,200000000.0,2285000000.0,1048000000.0,,18000000.0,21000000.0,2000000.0,,,-876000000.0,700000000.0,,,2.2059,,,,,0.01717557251908397,,,,,,18599000000.0,4908000000.0,,,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2021-06-30,171703000000.0,166017000000.0,5686000000.0,5391000000.0,200000000.0,7216000000.0,6775000000.0,,1028000000.0,,186000000.0,8.45,,931000000.0,5591000000.0,,27.0858,2.2229,8.45,,0.18079493492789306,0.005987082345678294,0.15173431734317344,,,,,0.983292296869504,22348000000.0,3900000000.0,,,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2021-09-30,170726000000.0,165019000000.0,5707000000.0,2831000000.0,,7804000000.0,9681000000.0,,2059000000.0,,425000000.0,17.03,,1774000000.0,2831000000.0,,13.4359,2.3343,17.03,,0.36078500087611703,0.012060260300130033,0.2126846400165272,,,,,0.49605747327843,26273000000.0,4462000000.0,,,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2021-12-31,175979000000.0,170294000000.0,5685000000.0,4996000000.0,,7248000000.0,-4061000000.0,,-345000000.0,,-23000000.0,-2.4800000000000004,,1496000000.0,4996000000.0,1.0075,9.8779,2.5209,-2.4800000000000004,,-0.06068601583113457,-0.001960461191392155,0.08495444471804973,,,,,0.8788038698328936,13443000000.0,2760000000.0,,,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2022-03-31,167525000000.0,162515000000.0,5010000000.0,4486000000.0,,6742000000.0,3657000000.0,,761000000.0,,162000000.0,6.55,,409000000.0,4486000000.0,,8.6911,2.4207,6.55,,0.15189620758483033,0.004542605581256529,0.20809406617445994,,,,,0.8954091816367266,16052000000.0,3503000000.0,29.549999999999997,29.549999999999997,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2022-06-30,158497000000.0,154193000000.0,4304000000.0,4902000000.0,,7561000000.0,7168000000.0,,1517000000.0,,361000000.0,13.16,,1818000000.0,4902000000.0,,6.7305,1.8765,13.16,,0.3524628252788104,0.0095711590755661,0.21163504464285715,,,,,1.1389405204460967,16445000000.0,3992000000.0,34.260000000000005,34.260000000000005,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2022-09-30,153354000000.0,150097000000.0,3257000000.0,5223000000.0,,7993000000.0,10674000000.0,,2065000000.0,,498000000.0,18.05,,3190000000.0,5223000000.0,,7.0638,1.9027,18.05,,0.6340190359226282,0.013465576378835897,0.1934607457373056,,,,,1.6036229659195578,17438000000.0,3998000000.0,35.28,35.28,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2022-12-31,158468000000.0,154855000000.0,3613000000.0,5184000000.0,,7097000000.0,-7152000000.0,,-1784000000.0,,-398000000.0,-15.250000000000004,,-1010000000.0,5184000000.0,0.6837,10.5224,2.3116,-15.250000000000004,,-0.4937724882369222,-0.011257793371532423,0.2494407158836689,,,,,1.4348187102131194,14347000000.0,2559000000.0,22.51,22.51,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2023-03-31,166640000000.0,162496000000.0,4144000000.0,5927000000.0,,8548000000.0,3845000000.0,,417000000.0,,79000000.0,3.79,,1056000000.0,5927000000.0,,11.6741,2.1989,3.79,,0.10062741312741312,0.00250240038406145,0.10845253576072822,,,,,1.4302606177606179,14535000000.0,2215000000.0,19.749999999999996,19.749999999999996,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2023-06-30,169781000000.0,165701000000.0,4080000000.0,5821000000.0,,7478000000.0,7852000000.0,,1307000000.0,,316000000.0,11.97,,1617000000.0,5821000000.0,,11.3179,2.2658,11.97,,0.320343137254902,0.007698152325643034,0.16645440652063168,,,,,1.4267156862745098,15219000000.0,2005000000.0,18.56,18.56,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2023-09-30,165136000000.0,161311000000.0,3825000000.0,5779000000.0,,7101000000.0,11928000000.0,,2179000000.0,,561000000.0,20.08,,2542000000.0,5779000000.0,,11.6839,2.1117,20.08,,0.569673202614379,0.013195184575138068,0.18267940979208586,,,,,1.5108496732026144,16473000000.0,2119000000.0,20.589999999999996,20.589999999999996,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2023-12-31,175191000000.0,170462000000.0,4729000000.0,5554000000.0,,7564000000.0,-7529000000.0,,-1347000000.0,,-278000000.0,-12.130000000000003,,-530000000.0,5554000000.0,0.5603,15.0381,2.388,-12.130000000000003,,-0.2848382321843942,-0.007688751134476086,0.17890822154336566,,,,,1.1744554874180588,16096000000.0,2556000000.0,23.71,23.71,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2024-03-31,179831000000.0,174952000000.0,4879000000.0,5517000000.0,,7206000000.0,4325000000.0,,990000000.0,,229000000.0,9.46,,1444000000.0,5517000000.0,,13.8412,2.6128,9.46,,0.2029104324656692,0.0055051687417631,0.22890173410404624,,,,,1.1307645009223202,16576000000.0,3129000000.0,29.38,29.38,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2024-06-30,179700000000.0,174707000000.0,4993000000.0,5782000000.0,,7868000000.0,8717000000.0,,1819000000.0,,451000000.0,17.49,,3164000000.0,5782000000.0,,13.7944,2.4952,17.49,,0.3643100340476667,0.010122426265998886,0.20867270850063094,,,,,1.1580212297216101,17441000000.0,3641000000.0,34.89999999999999,34.89999999999999,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2024-09-30,185969000000.0,180254000000.0,5715000000.0,5665000000.0,,10699000000.0,13277000000.0,,2330000000.0,,585000000.0,22.53,,6212000000.0,5665000000.0,,17.041,2.6443,22.53,,0.40769903762029747,0.01252896988207712,0.17549145138208933,,,,,0.9912510936132983,18790000000.0,3792000000.0,37.349999999999994,37.349999999999994,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2024-12-31,181403000000.0,176175000000.0,5228000000.0,5271000000.0,,8522000000.0,-8393000000.0,,-1738000000.0,,-399000000.0,-16.430000000000007,,-4225000000.0,5271000000.0,0.5896,15.1877,2.8815,-16.430000000000007,,-0.3324407039020658,-0.009580877934764033,0.20707732634338138,,,,,1.0082249426166794,17926000000.0,3401000000.0,33.05,33.05,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2025-03-31,179059000000.0,173633000000.0,5426000000.0,5976000000.0,,7974000000.0,4481000000.0,,583000000.0,,104000000.0,5.83,,1686000000.0,5976000000.0,,15.4925,2.5652,5.83,,0.10744563214154074,0.003255910063163538,0.13010488730194153,,,,,1.1013638039071139,18082000000.0,2994000000.0,29.419999999999995,29.419999999999995,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2025-06-30,184903000000.0,178821000000.0,6082000000.0,5805000000.0,,8381000000.0,8971000000.0,,1643000000.0,,395000000.0,16.53,,3450000000.0,5805000000.0,,15.7591,2.7956,16.53,,0.2701414008549819,0.008885740090750285,0.1831456916731691,,,,,0.9544557711279185,18336000000.0,2818000000.0,28.459999999999997,28.459999999999997,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2025-09-30,190086000000.0,183631000000.0,6455000000.0,5684000000.0,,9762000000.0,13864000000.0,,2555000000.0,,657000000.0,25.83,,5654000000.0,5684000000.0,,12.7719,2.5015,25.83,,0.3958171959721146,0.013441284471239334,0.18429024812463934,,,,,0.8805577072037181,18923000000.0,3043000000.0,31.759999999999994,31.759999999999994,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
2025-12-31,190904000000.0,184355000000.0,6549000000.0,5662000000.0,,10103000000.0,-8405000000.0,,-1218000000.0,,-215000000.0,-11.909999999999997,,-2467000000.0,5662000000.0,0.6733,12.7857,2.4089,-11.909999999999997,,-0.1859825927622538,-0.006380170137870343,0.14491374182034503,,,,,0.8645594747289662,18911000000.0,3563000000.0,36.28,36.28,1.2857363,550.18,396.14,0.64925,39438.562,11.0689,6.9561,2.0855
