report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,shares_outstanding,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,126947000000.0,106367000000.0,20580000000.0,6057000000.0,,,-16455000000.0,-1561000000.0,-191000000.0,-721000000.0,-3.0999999999999996,-1001100000.0,-2145000000.0,-58000000.0,-2203000000.0,6057000000.0,8.3441,0.5734,-3.0999999999999996,-0.07585034013605442,-0.012296470180469015,0.09486478274080827,0.13388027955028867,0.29431486880466473,33315000000.0,2306000000.0,2653000000.0,373000000.0,4.680000000000001,4.680000000000001,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2013-03-31,126612000000.0,105993000000.0,20619000000.0,6556000000.0,,,8463000000.0,709000000.0,98000000.0,321000000.0,1.47,480800000.0,740000000.0,60000000.0,680000000.0,6556000000.0,10.2551,0.6865,1.47,0.03438576070614482,0.00559978517044198,0.08377643861514829,0.08034975776911261,0.3179591638779766,33416000000.0,2249000000.0,2577000000.0,376000000.0,4.62,4.62,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2013-06-30,121480000000.0,101611000000.0,19869000000.0,5475000000.0,500000000.0,,17250000000.0,1143000000.0,197000000.0,501000000.0,2.0,477300000.0,1553000000.0,43000000.0,1510000000.0,5975000000.0,10.0966,0.6694,2.0,0.05752680054356032,0.009408956206783009,0.06626086956521739,0.08753623188405797,0.30071971412753534,34026000000.0,2203000000.0,2429000000.0,385000000.0,4.2299999999999995,4.2299999999999995,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2013-09-30,122285000000.0,101505000000.0,20780000000.0,6217000000.0,,,25715000000.0,1459000000.0,280000000.0,694000000.0,3.0,473800000.0,3071000000.0,116000000.0,2955000000.0,6217000000.0,12.6429,0.6794,3.0,0.07021174205967276,0.011931144457619496,0.056737312852420764,0.11491347462570484,0.29918190567853703,34973000000.0,1750000000.0,2942000000.0,384000000.0,3.3699999999999997,3.3699999999999997,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2013-12-31,123520000000.0,102040000000.0,21480000000.0,6201000000.0,,,-16921000000.0,-1031000000.0,-208000000.0,-400000000.0,-1.6600000000000001,-961600000.0,-1122000000.0,-12000000.0,-1134000000.0,6201000000.0,10.7406,0.7054,-1.6600000000000001,-0.047998137802607074,-0.008346826424870467,0.0609302050706223,0.06701731576147982,0.28868715083798885,34507000000.0,2280000000.0,4011000000.0,367000000.0,4.809999999999999,4.809999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2014-03-31,124291000000.0,102186000000.0,22105000000.0,6200000000.0,,,8684000000.0,600000000.0,87000000.0,249000000.0,1.0,452800000.0,474000000.0,55000000.0,419000000.0,6200000000.0,11.629,0.7216,1.0,0.027143180275955667,0.004827380904490269,0.06909258406264394,0.04824965453707969,0.28047952951820854,34728000000.0,2171000000.0,3750000000.0,356000000.0,4.339999999999999,4.339999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2014-06-30,110233000000.0,87361000000.0,22872000000.0,5846000000.0,,,17544000000.0,1245000000.0,171000000.0,559000000.0,2.0,446800000.0,1201000000.0,124000000.0,1077000000.0,5846000000.0,10.6986,0.7271,2.0,0.05443336831059811,0.011294258525124055,0.07096443228454172,0.061388508891928865,0.2555963623644631,35022000000.0,2273000000.0,3317000000.0,330000000.0,4.339999999999999,4.339999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2014-09-30,108310000000.0,85981000000.0,22329000000.0,5195000000.0,,,26480000000.0,2026000000.0,249000000.0,968000000.0,4.0,441600000.0,2565000000.0,207000000.0,2358000000.0,5195000000.0,9.3424,0.7497,4.0,0.09073402301939182,0.01870556735296833,0.07651057401812689,0.08904833836858006,0.2326570827175422,35787000000.0,2840000000.0,2720000000.0,299000000.0,5.339999999999999,5.339999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2014-12-31,108533000000.0,86229000000.0,22304000000.0,5194000000.0,,,-17469000000.0,-1021000000.0,-185000000.0,-390000000.0,-1.0,-903000000.0,-1004000000.0,-98000000.0,-1102000000.0,5194000000.0,10.3033,0.8276,-1.0,-0.04577654232424677,-0.009407277049376687,0.05844639074932738,0.06308317591161486,0.23287302725968437,35239000000.0,2850000000.0,2752000000.0,322000000.0,5.999999999999999,5.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2015-03-31,108064000000.0,85885000000.0,22179000000.0,5194000000.0,,,8952000000.0,677000000.0,73000000.0,404000000.0,1.0,422600000.0,566000000.0,59000000.0,507000000.0,5194000000.0,9.9419,0.8146,1.0,0.03052436989945444,0.006264806040864673,0.07562555853440572,0.056635388739946384,0.23418549077956627,35507000000.0,2927000000.0,2840000000.0,308000000.0,5.999999999999999,5.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2015-06-30,107117000000.0,85819000000.0,21298000000.0,5186000000.0,,,17934000000.0,1032000000.0,146000000.0,575000000.0,2.0,417600000.0,1303000000.0,133000000.0,1170000000.0,5186000000.0,10.0617,0.7402,2.0,0.04845525401446145,0.009634325083786888,0.057544329207092675,0.06523921043827367,0.24349704197577238,35897000000.0,2714000000.0,2933000000.0,283000000.0,5.999999999999999,5.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2015-09-30,105849000000.0,85345000000.0,20504000000.0,5175000000.0,,,26962000000.0,1682000000.0,219000000.0,880000000.0,3.0,412400000.0,2686000000.0,219000000.0,2467000000.0,5175000000.0,9.3051,0.6464,3.0,0.08203277409285993,0.01589056108229648,0.062384096135301534,0.09149914694755582,0.25238977760436987,36379000000.0,2370000000.0,3042000000.0,253000000.0,4.999999999999999,4.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2015-12-31,104656000000.0,84631000000.0,20025000000.0,5124000000.0,,,-18195000000.0,-1220000000.0,-146000000.0,-748000000.0,-1.0,-845800000.0,-939000000.0,-108000000.0,-1047000000.0,5124000000.0,11.0768,0.6661,-1.0,-0.06092384519350812,-0.011657238954288334,0.06705138774388568,0.05754328112118714,0.2558801498127341,35653000000.0,2171000000.0,3097000000.0,292000000.0,4.999999999999999,4.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2016-03-31,105947000000.0,85607000000.0,20340000000.0,5108000000.0,,,8871000000.0,246000000.0,73000000.0,109000000.0,0.0,382900000.0,714000000.0,52000000.0,662000000.0,5108000000.0,14.5384,0.7015,0.0,0.012094395280235988,0.0023219156748185412,0.027730808251606356,0.07462518318115206,0.2511307767944936,35572000000.0,1740000000.0,3252000000.0,292000000.0,3.999999999999999,3.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2016-06-30,107284000000.0,86731000000.0,20553000000.0,5109000000.0,,,18035000000.0,517000000.0,145000000.0,214000000.0,1.0,380500000.0,1358000000.0,120000000.0,1238000000.0,5109000000.0,15.8134,0.7219,1.0,0.025154478664915096,0.0048189851235971816,0.028666481840864986,0.06864430274466315,0.24857685009487665,35673000000.0,1225000000.0,3320000000.0,291000000.0,2.999999999999999,2.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2016-09-30,108537000000.0,87603000000.0,20934000000.0,5110000000.0,,,27256000000.0,1037000000.0,218000000.0,459000000.0,2.0,378900000.0,2742000000.0,190000000.0,2552000000.0,5110000000.0,16.8399,0.7069,2.0,0.04953663896054266,0.00955434552272497,0.03804666862342237,0.09363076019958907,0.24410050635330086,35967000000.0,580000000.0,3405000000.0,290000000.0,1.9999999999999991,1.9999999999999991,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2016-12-31,108610000000.0,88037000000.0,20573000000.0,6347000000.0,,,-17628000000.0,77000000.0,-141000000.0,95000000.0,1.0,-765000000.0,-821000000.0,-49000000.0,-870000000.0,6347000000.0,14.5514,0.7413,1.0,0.00374276964954066,0.0007089586594236258,-0.00436805082822782,0.04935330156569095,0.30851115539785157,36534000000.0,1877000000.0,3582000000.0,295000000.0,3.999999999999999,3.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2017-03-31,110243000000.0,89085000000.0,21158000000.0,6346000000.0,,,9434000000.0,695000000.0,85000000.0,317000000.0,1.0,371300000.0,857000000.0,74000000.0,783000000.0,6346000000.0,12.7947,0.7961,1.0,0.032848095283108045,0.006304255145451412,0.07366970532117871,0.08299766800932797,0.2999338311749693,37097000000.0,2326000000.0,3703000000.0,307000000.0,4.999999999999999,4.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2017-06-30,110865000000.0,89364000000.0,21501000000.0,6348000000.0,,,19021000000.0,1274000000.0,168000000.0,589000000.0,3.0,370100000.0,1348000000.0,146000000.0,1202000000.0,6348000000.0,12.2392,0.8534,3.0,0.059253057997302454,0.01149145356965679,0.06697860259712948,0.06319331265443458,0.2952420817636389,38083000000.0,3083000000.0,3667000000.0,330000000.0,6.999999999999999,6.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2017-09-30,113632000000.0,91513000000.0,22119000000.0,6349000000.0,,,28681000000.0,1940000000.0,251000000.0,894000000.0,5.0,369100000.0,3214000000.0,216000000.0,2998000000.0,6349000000.0,12.0081,0.8747,5.0,0.08770740087707402,0.017072655589974655,0.06764059830549841,0.10452913078344549,0.2870382928703829,39508000000.0,3986000000.0,4113000000.0,363000000.0,10.0,10.0,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2017-12-31,112422000000.0,89871000000.0,22551000000.0,6350000000.0,,,-18612000000.0,-720000000.0,-169000000.0,-998000000.0,-1.0,-742700000.0,-1105000000.0,-137000000.0,-1242000000.0,6350000000.0,10.2902,0.9246,-1.0,-0.03192763070373819,-0.006404440412019,0.03868471953578337,0.06673114119922631,0.2815839652343577,38524000000.0,3189000000.0,3741000000.0,335000000.0,7.999999999999999,7.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2018-03-31,113289000000.0,90012000000.0,23277000000.0,6847000000.0,,,9770000000.0,975000000.0,83000000.0,249000000.0,2.0,359900000.0,626000000.0,62000000.0,564000000.0,6847000000.0,8.5612,0.8308,2.0,0.04188684108776904,0.008606307761565554,0.09979529170931423,0.05772773797338792,0.294153026592774,38860000000.0,3469000000.0,3522000000.0,333000000.0,9.0,9.0,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2018-06-30,113369000000.0,90247000000.0,23122000000.0,6448000000.0,,,19869000000.0,1651000000.0,169000000.0,418000000.0,4.0,357200000.0,2090000000.0,128000000.0,1962000000.0,6448000000.0,8.0492,0.7996,4.0,0.07140385779776835,0.014563063976924908,0.08309426745180935,0.09874679148422165,0.2788686099818355,39708000000.0,3846000000.0,4282000000.0,334000000.0,10.0,10.0,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2018-09-30,114490000000.0,90857000000.0,23633000000.0,6450000000.0,,,30334000000.0,2521000000.0,251000000.0,587000000.0,6.0,355400000.0,3818000000.0,195000000.0,3623000000.0,6450000000.0,7.9041,0.8305,6.0,0.10667287267803495,0.022019390339767665,0.08310806355904266,0.11943693545196808,0.2729234544916007,41361000000.0,4427000000.0,4907000000.0,334000000.0,11.0,11.0,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2018-12-31,112249000000.0,90937000000.0,21312000000.0,6451000000.0,,,-20158000000.0,-2895000000.0,-171000000.0,-762000000.0,-7.0,-719300000.0,-1359000000.0,-108000000.0,-1467000000.0,6451000000.0,13.1765,0.7146,-7.0,-0.13583896396396397,-0.0257908756425447,0.14361543803948804,0.07277507689254886,0.3026933183183183,39815000000.0,2252000000.0,4682000000.0,332000000.0,4.999999999999999,4.999999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2019-03-31,40869000000.0,33670000000.0,7199000000.0,,,,816000000.0,164000000.0,1000000.0,40000000.0,,,99000000.0,,,0.0,12.9448,0.7711,,0.022780941797471872,0.004012821453913724,0.20098039215686275,,0.0,30861000000.0,1441000000.0,,250000000.0,,,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2019-06-30,118374000000.0,93898000000.0,24476000000.0,6628000000.0,,,22134000000.0,2143000000.0,165000000.0,555000000.0,6.17,337200000.0,2062000000.0,173000000.0,1889000000.0,6628000000.0,13.3178,0.8158,6.17,0.08755515607125347,0.018103637623126702,0.0968193729104545,0.08534381494533297,0.27079588168001306,33126000000.0,1933000000.0,,246000000.0,,,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2019-09-30,121073000000.0,94933000000.0,26140000000.0,6630000000.0,,,33203000000.0,3074000000.0,245000000.0,784000000.0,8.85,335700000.0,3895000000.0,293000000.0,3602000000.0,6630000000.0,14.1298,0.8372,8.85,0.11759755164498853,0.025389640960412314,0.09258199560280697,0.10848417311688703,0.25363427697016067,35995000000.0,2486000000.0,,240000000.0,,,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2019-12-31,119950000000.0,93952000000.0,25998000000.0,6631000000.0,,,-11478000000.0,-534000000.0,-84000000.0,-137000000.0,-0.9900000000000002,-339400000.0,-927000000.0,-33000000.0,-960000000.0,6631000000.0,7.5158,0.8769,-0.9900000000000002,-0.02054004154165705,-0.004451854939558149,0.0465237846314689,0.0836382645060115,0.2550580813908762,44675000000.0,4847000000.0,,327000000.0,,,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2020-03-31,116107000000.0,91934000000.0,24173000000.0,6633000000.0,,,10076000000.0,549000000.0,81000000.0,112000000.0,1.59,322400000.0,1027000000.0,65000000.0,962000000.0,6633000000.0,7.0721,0.7184,1.59,0.022711289455177263,0.0047283970820019465,0.05448590710599444,0.09547439460103216,0.27439705456501057,53935000000.0,5232000000.0,5493000000.0,407000000.0,15.619999999999997,15.619999999999997,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2020-06-30,121266000000.0,94280000000.0,26986000000.0,6634000000.0,,,21273000000.0,1799000000.0,160000000.0,408000000.0,5.43,319800000.0,2876000000.0,166000000.0,2710000000.0,6634000000.0,6.7657,0.7684,5.43,0.06666419624990735,0.014835155773258786,0.08456729187232642,0.12739152916842947,0.24583117171866894,53074000000.0,4888000000.0,6314000000.0,402000000.0,14.879999999999997,14.879999999999997,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2020-09-30,122750000000.0,95487000000.0,27263000000.0,6635000000.0,,,32773000000.0,2952000000.0,238000000.0,697000000.0,9.01,317900000.0,4172000000.0,235000000.0,3937000000.0,6635000000.0,6.2225,0.7493,9.01,0.10827861937424348,0.02404887983706721,0.09007414640100082,0.12012937479022366,0.24337013534827423,52644000000.0,4766000000.0,6649000000.0,395000000.0,15.039999999999997,15.039999999999997,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2020-12-31,125987000000.0,95770000000.0,30217000000.0,7825000000.0,,,-19331000000.0,276000000.0,-161000000.0,166000000.0,1.2799999999999976,-644600000.0,-2584000000.0,-158000000.0,-2742000000.0,7825000000.0,5.9947,0.7976,1.2799999999999976,0.00913393123076414,0.0021907022153079287,-0.014277585225803115,0.14184470539547878,0.2589601879736572,44791000000.0,5576000000.0,4867000000.0,318000000.0,17.309999999999995,17.309999999999995,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2021-03-31,129811000000.0,103019000000.0,26819000000.0,7996000000.0,,,12451000000.0,-1381000000.0,86000000.0,626000000.0,-4.6,306400000.0,1388000000.0,61000000.0,1327000000.0,7996000000.0,9.465,0.7756,-4.6,-0.05149334427085275,-0.010638543728959796,-0.11091478596096699,0.10657778491687414,0.2981468361982177,47166000000.0,3646000000.0,5232000000.0,323000000.0,11.119999999999996,11.119999999999996,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2021-06-30,132643000000.0,104451000000.0,28207000000.0,7996000000.0,,,25097000000.0,244000000.0,177000000.0,988000000.0,0.61,304900000.0,2916000000.0,197000000.0,2719000000.0,7996000000.0,9.7104,0.8354,0.61,0.008650335023221186,0.0018395241362152545,0.009722277563055345,0.10833964218830935,0.28347573297408446,50990000000.0,2091000000.0,5241000000.0,340000000.0,6.299999999999996,6.299999999999996,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2021-09-30,133440000000.0,106733000000.0,26729000000.0,7980000000.0,,,37577000000.0,782000000.0,246000000.0,1008000000.0,2.3,302600000.0,4245000000.0,286000000.0,3959000000.0,7980000000.0,11.052,0.7755,2.3,0.02925661266788881,0.00586031175059952,0.020810602230087554,0.10535700029273226,0.298552134385873,55794000000.0,-79000000.0,5263000000.0,348000000.0,-0.41000000000000414,-0.41000000000000414,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2021-12-31,99440000000.0,74313000000.0,25179000000.0,7976000000.0,,,-24537000000.0,1954000000.0,-179000000.0,-1333000000.0,6.65,-614800000.0,-3433000000.0,-199000000.0,-3632000000.0,7976000000.0,21.0928,0.6667,6.65,0.07760435283371063,0.019650040225261463,-0.0796348371846599,0.14802135550393283,0.31677191310218833,50588000000.0,1599000000.0,4373000000.0,330000000.0,4.959999999999999,4.959999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2022-03-31,97150000000.0,74012000000.0,23212000000.0,7973000000.0,,,12337000000.0,656000000.0,83000000.0,151000000.0,2.24,281800000.0,432000000.0,130000000.0,302000000.0,7973000000.0,10.5024,0.7574,2.24,0.028261244184042737,0.006752444673185795,0.0531733808867634,0.024479208883845343,0.34348612786489746,50474000000.0,3636000000.0,3348000000.0,327000000.0,11.799999999999999,11.799999999999999,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2022-06-30,96350000000.0,76326000000.0,20115000000.0,7970000000.0,,,24557000000.0,-359000000.0,166000000.0,-140000000.0,-1.49,275900000.0,2105000000.0,228000000.0,1877000000.0,7970000000.0,34.3006,0.6868,-1.49,-0.017847377578921204,-0.0037259989621172807,-0.014619049558170786,0.0764344178849208,0.39622172508078546,49934000000.0,3033000000.0,2506000000.0,316000000.0,9.7,9.7,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2022-09-30,97676000000.0,80115000000.0,17673000000.0,7967000000.0,,,37765000000.0,-1027000000.0,251000000.0,-377000000.0,-4.04,273500000.0,4151000000.0,352000000.0,3799000000.0,7967000000.0,,0.6522,-4.04,-0.058111243139251964,-0.010514353577132561,-0.027194492254733218,0.10059578975241626,0.45080065636847166,50122000000.0,1224000000.0,2346000000.0,321000000.0,3.3599999999999985,3.3599999999999985,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2022-12-31,97957000000.0,80607000000.0,17475000000.0,7964000000.0,,,-23247000000.0,-581000000.0,-165000000.0,-128000000.0,-1.9299999999999997,-560000000.0,-1567000000.0,-290000000.0,-1857000000.0,7964000000.0,,0.6995,-1.9299999999999997,-0.033247496423462086,-0.005931173882417796,0.02499247214694369,0.07988127500322623,0.4557367668097282,51412000000.0,-1311000000.0,4121000000.0,335000000.0,-5.2200000000000015,-5.2200000000000015,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2023-03-31,99631000000.0,82258000000.0,17494000000.0,8452000000.0,,,13786000000.0,-320000000.0,86000000.0,-85000000.0,-1.31,263500000.0,601000000.0,79000000.0,522000000.0,8452000000.0,,0.5517,-1.31,-0.018291985823710985,-0.00321185173289438,-0.023211954156390543,0.03786450021761207,0.48313707556876645,52861000000.0,-2287000000.0,4341000000.0,338000000.0,-8.770000000000001,-8.770000000000001,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2023-06-30,100514000000.0,85142000000.0,15517000000.0,7949000000.0,,,27765000000.0,-1672000000.0,184000000.0,-458000000.0,-6.59,263100000.0,1770000000.0,141000000.0,1629000000.0,7949000000.0,,0.5226,-6.59,-0.10775278726557969,-0.01663449867680124,-0.060219701062488744,0.0586709886547812,0.5122768576400077,56069000000.0,-3600000000.0,4093000000.0,356000000.0,-13.870000000000001,-13.870000000000001,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2023-09-30,101176000000.0,86729000000.0,14593000000.0,7946000000.0,,,42262000000.0,-1677000000.0,272000000.0,-475000000.0,-6.76,262600000.0,3003000000.0,196000000.0,2807000000.0,7946000000.0,,0.5197,-6.76,-0.11491811142328513,-0.01657507709338183,-0.039681037338507405,0.0664190052529459,0.5445076406496265,60566000000.0,-4250000000.0,3101000000.0,377000000.0,-16.590000000000003,-16.590000000000003,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2023-12-31,103362000000.0,85732000000.0,17770000000.0,7942000000.0,,,-26719000000.0,3481000000.0,-163000000.0,883000000.0,13.46,-526700000.0,-1146000000.0,-149000000.0,-1295000000.0,7942000000.0,,0.6416,13.46,0.19589195272931909,0.03367775391343047,-0.1302818219244732,0.04846738276133089,0.4469330332020259,57094000000.0,-188000000.0,3663000000.0,379000000.0,-1.200000000000001,-1.200000000000001,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2024-03-31,105241000000.0,86761000000.0,18639000000.0,7938000000.0,,,15259000000.0,1218000000.0,97000000.0,266000000.0,4.46,266500000.0,1666000000.0,41000000.0,1625000000.0,7938000000.0,33.7163,0.7772,4.46,0.06534685337196201,0.011573436208321852,0.07982174454420342,0.10649452781964742,0.42588121680347657,58567000000.0,1350000000.0,4766000000.0,390000000.0,4.57,4.57,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
2024-06-30,108368000000.0,89795000000.0,18593000000.0,8082000000.0,,,30973000000.0,1549000000.0,,349000000.0,5.58,266800000.0,4025000000.0,97000000.0,3928000000.0,8082000000.0,13.9738,0.7028,5.58,0.08331092346582047,0.01429388749446331,0.050011300164659545,0.12682013366480482,0.43467971817350615,61775000000.0,4571000000.0,7065000000.0,,16.74,16.74,0.2023158,216.75,176.0001,1.5412,53731.74,5.2258,1.7795,0.7939
