report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,interest_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2023-06-30,139887000.0,43450000.0,55441000.0,4204128000.0,2213721000.0,1725996000.0,,-15736000.0,,,-12575000.0,-42295000.0,44734000.0,44656000.0,1082000.0,178567000.0,1990407000.0,1725996000.0,,1082000.0,0.019627586312819006,0.010335080187853462,0.3106078477628372,,0.7796809082987423,0.006059350271886743,0.006059350271886743,0.013187276885955898,0.014072330576028684,0.9712970000447088,13146000.0,,131.29438612505706
2023-09-30,146530000.0,48896000.0,59871000.0,4354854000.0,2379265000.0,1674371000.0,,7001000.0,,,-11288000.0,-42521000.0,45788000.0,45658000.0,374000.0,218119000.0,1975589000.0,1674371000.0,,374000.0,0.02055088441178263,0.011227930947857264,0.33369275916194635,,0.7037345566803194,0.0017146603459579405,0.0017146603459579405,0.013748107284423312,0.0147697030517787,1.0678780466497773,17350000.0,,96.50553314121038
2023-12-31,149149000.0,63455000.0,60793000.0,4519213000.0,2608634000.0,1674827000.0,,313287000.0,,,-11108000.0,-45248000.0,46979000.0,46831000.0,679910000.0,146337000.0,1910579000.0,1674827000.0,,40263000.0,0.024324991547300234,0.014041161591631109,0.4254470361852912,,0.6420321900274243,4.646193375564621,4.646193375564621,0.013452120977701206,0.014192495274265367,1.3507098916537177,15545000.0,,107.7405596654873
2024-03-31,154224000.0,58644000.0,59371000.0,4577005000.0,2659359000.0,1675292000.0,,45630000.0,,,-10061000.0,-45169000.0,47961000.0,47860000.0,685875000.0,155255000.0,1917646000.0,1675292000.0,,15625000.0,0.022051930559206186,0.01281274545253938,0.3802521008403361,,0.6299608289065147,4.4177321181282405,4.4177321181282405,0.012971582945616183,0.013696835108524309,1.22274347907675,14202000.0,,117.96169553584002
2024-06-30,159090000.0,55287000.0,64835000.0,4714693000.0,2766947000.0,1672699000.0,,45511000.0,,,-9832000.0,-45663000.0,48345000.0,48248000.0,732472000.0,188837000.0,1947746000.0,1672699000.0,,39400000.0,0.019981228408061304,0.01172653235322003,0.34752027154440884,,0.6045287459427304,3.878858486419505,3.878858486419505,0.013751690725143716,0.014603641821893007,1.1435929258454856,19172000.0,,87.24697475485083
2024-09-30,162876000.0,55180000.0,64642000.0,4754065000.0,2832691000.0,1623170000.0,,52501000.0,,,-9871000.0,-48917000.0,48999000.0,48864000.0,671049000.0,205320000.0,1921374000.0,1623170000.0,,16957000.0,0.019479710282554644,0.01160690903468926,0.33878533362803603,,0.5730134349281302,3.2683080070134425,3.2683080070134425,0.013597205759702486,0.014507185031130907,1.1261454315394193,15725000.0,,103.22225755166932
2024-12-31,164044000.0,58640000.0,66915000.0,5077476000.0,3292544000.0,1503562000.0,53894000.0,53894000.0,43195000.0,120849000.0,-9192000.0,49662000.0,50339000.0,50241000.0,124952000.0,168560000.0,1784932000.0,1507157000.0,-3595000.0,17529000.0,0.017809936632585625,0.011549045234285696,0.35746507034698005,0.7366864987442393,0.456656615674688,0.7412909349786426,0.7412909349786426,0.013178791982473181,0.013951943514175875,1.1649019646794732,116577000.0,0.32853380800273096,12.897587002581984
2025-03-31,174449000.0,59423000.0,66952000.0,5107978000.0,3345157000.0,1453938000.0,133708000.0,133708000.0,46760000.0,127689000.0,,52520000.0,52028000.0,51965000.0,125762000.0,197593000.0,1762821000.0,1457283000.0,-3345000.0,20515000.0,0.017763889706820937,0.011633370386481696,0.3406325057753269,0.7319560444599854,0.43463968955717175,0.6364699154322269,0.6364699154322269,0.013107339146723029,0.013950963671275522,1.1421350042284923,119472000.0,0.7664589650843513,12.169696665327441
2025-06-30,177286000.0,63299000.0,70450000.0,5189608000.0,3407111000.0,1454379000.0,143373000.0,143373000.0,48363000.0,128923000.0,,53012000.0,52579000.0,52508000.0,139178000.0,218120000.0,1782497000.0,1457471000.0,-3092000.0,32921000.0,0.018578496562043325,0.012197260371110881,0.3570445494850129,0.7272035016865404,0.42686575224581763,0.6380799559875298,0.6380799559875298,0.013575206451046014,0.014491441924183737,1.2038836797961163,123462000.0,0.8087102196450933,11.779972785148466
2025-09-30,182136000.0,66943000.0,74195000.0,5354755000.0,3509034000.0,1479819000.0,138905000.0,138905000.0,48004000.0,134132000.0,,54131000.0,53264000.0,53159000.0,122034000.0,293527000.0,1845721000.0,1437660000.0,42159000.0,2981000.0,0.01907733011421377,0.012501599046081474,0.3675440330302631,0.7364387051434094,0.421716916963472,0.4157505101745325,0.4157505101745325,0.013855909374004972,0.01487215598455196,1.2568151096425353,128326000.0,0.7626443975930074,11.531716098062747
2025-12-31,187465000.0,67737000.0,75965000.0,5431807000.0,3496588000.0,1636327000.0,64748000.0,64748000.0,49116000.0,138349000.0,,57069000.0,53383000.0,53259000.0,126859000.0,211088000.0,1935219000.0,1611026000.0,25301000.0,1007000.0,0.01937231380991984,0.012470435713198204,0.36133144853706023,0.7379990931640573,0.4679782119025747,0.6009768437807929,0.6009768437807929,0.013985217074170714,0.014799582693264939,1.2688870988891594,133034000.0,0.34538713893260076,12.30006614850339
