report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2022-09-30,1140434000.0,210848000,239373000.0,7627606000,5878189000.0,0.0,154118000.0,670499000.0,10472000.0,-9419000.0,193042000.0,192544000.0,3968123000.0,1442923000.0,1749417000.0,1461043000.0,0.03586955097905154,0.027642749245307113,0.18488400030163954,0.5879331903468329,0.0,2.75005873494289,2.75005873494289,0.031382454730881484,0.04072223604923217,1.0922389946229318
2022-12-31,1306355000.0,293272000,267174000.0,7731170000,6204340000.0,0.0,368665000.0,744970000.0,14306000.0,-36604000.0,193042000.0,192544000.0,3955151000.0,1211635000.0,1526830000.0,1452482000.0,0.047268847290767434,0.03793371507805416,0.22449640411679828,0.570266122149033,0.0,3.2643089709359665,3.2643089709359665,0.03455802937977046,0.043062436939303776,1.5192134354181992
2023-03-31,1147424000.0,202327000,196982000.0,7726031000,6405004000.0,0.0,279210000.0,652794000.0,15899000.0,-19445000.0,191886000.0,191498000.0,3963998000.0,1008200000.0,1321027000.0,1550471000.0,0.031588895182579124,0.02618770232736576,0.1763315043087821,0.568921340324065,0.0,3.9317575877802025,3.9317575877802025,0.025495885274081868,0.030754391410216138,1.0544125157645685
2023-06-30,1320795000.0,287939000,284355000.0,7871800000,6123822000.0,0.0,273702000.0,759442000.0,18760000.0,-28037000.0,191597000.0,191293000.0,4111001000.0,1449653000.0,1747978000.0,1679215000.0,0.04701949207537384,0.0365785462029015,0.21800430801146278,0.5749885485635545,0.0,2.835851752108953,2.835851752108953,0.036123250082573236,0.04643423665808706,1.5028366832466062
2023-09-30,1277531000.0,257243000,270369000.0,7965022000,6349280000.0,0.0,357412000.0,728569000.0,19803000.0,-22328000.0,191868000.0,191435000.0,4156914000.0,1327798000.0,1615742000.0,1695905000.0,0.04051530252249074,0.03229658373824956,0.2013594973429216,0.57029457602203,0.0,3.1306825285171387,3.1306825285171387,0.03394453901068949,0.042582623541566916,1.3407290428836491
2023-12-31,1482501000.0,542127000,340454000.0,8603569000,7012060000.0,0.0,465941000.0,864149000.0,22841000.0,159090000.0,192881000.0,191362000.0,4464140000.0,1310687000.0,1591509000.0,1968070000.0,0.0773135141456291,0.06301187332838268,0.36568407036487666,0.582899438179131,0.0,3.4059542819910473,3.4059542819910473,0.039571252348879864,0.048552636457759916,2.810681197214863
2024-03-31,1381649000.0,275961000,298410000.0,8633880000,7246097000.0,0.0,435305000.0,802139000.0,25027000.0,-51079000.0,192698000.0,191890000.0,4517284000.0,1117386000.0,1387783000.0,2196361000.0,0.03808408857899639,0.03196257070980834,0.1997330725821102,0.5805664101374517,0.0,4.042724716436397,4.042724716436397,0.03456267634018541,0.04118217020832043,1.4320906288596664
2024-06-30,1506671000.0,300630000,342027000.0,8883322000,7004982000.0,0.0,255321000.0,862891000.0,29286000.0,-65342000.0,192899000.0,192074000.0,4697218000.0,1624323000.0,1878340000.0,2226142000.0,0.042916598500895506,0.03384206944203982,0.19953261196372665,0.5727136183015403,0.0,2.8918004608689283,2.8918004608689283,0.03850215043426322,0.0488262496605987,1.5584839734783489
2024-09-30,1586022000.0,399111000,437475000.0,9347732000,7506547000.0,0.0,257955000.0,951599000.0,28830000.0,-87139000.0,193171000.0,192201000.0,5209505000.0,1578664000.0,1841185000.0,2424062000.0,0.053168387542234796,0.04269602508929439,0.25164278931818096,0.5999910467824532,0.0,3.2999453968672245,3.2999453968672245,0.04680012221146263,0.058279126208095416,2.066102054656237
2024-12-31,1822561000.0,435733000,516081000.0,9630527000,7848398000.0,0.0,483890000.0,1079925000.0,30377000.0,-80405000.0,194356000.0,192075000.0,5336153000.0,1507858000.0,1782129000.0,2500738000.0,0.05551871859709459,0.045244979843782174,0.23907732032014292,0.5925316079955623,0.0,3.5388962355871705,3.5388962355871705,0.05358803313671204,0.06575622184297993,2.241932330362839
