report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2022-09-30,6846000000.0,1330000000,1541000000.0,76435000000,20264000000.0,10241000000.0,1755000000.0,3858000000.0,-248000000.0,1158000000.0,1154000000.0,55105000000.0,43228000000.0,56171000000.0,10241000000.0,10849000000.0,0.06563363600473747,0.01740040557336299,0.19427402862985685,0.5635407537248028,0.5053789972364785,1.2747524752475248,1.2747524752475248,0.020160921044024335,0.05051630880183577,1.14853195164076
2022-12-31,7383000000.0,921000000,1657000000.0,78624000000,20274000000.0,10417000000.0,1591000000.0,4059000000.0,-189000000.0,1158000000.0,1154000000.0,57424000000.0,45008000000.0,58350000000.0,10417000000.0,10868000000.0,0.04542764131399822,0.011713980463980464,0.12474603819585535,0.5497765136123527,0.5138107921475782,1.2758620689655173,1.2758620689655173,0.021074989824989825,0.0539897689876511,0.7953367875647669
2023-03-31,7040000000.0,795000000,1605000000.0,77186000000,19858000000.0,10481000000.0,1170000000.0,3757000000.0,-279000000.0,1134000000.0,1129000000.0,56560000000.0,43909000000.0,57328000000.0,10481000000.0,10660000000.0,0.04003424312619599,0.010299795299665742,0.11292613636363637,0.5336647727272728,0.5277973612649813,1.2881186089412193,1.2881186089412193,0.020793926359702536,0.052902205082566996,0.701058201058201
2023-06-30,7287000000.0,1029000000,1555000000.0,74579000000,19661000000.0,10549000000.0,-200000000.0,3746000000.0,-274000000.0,1114000000.0,1111000000.0,54125000000.0,41754000000.0,54918000000.0,10549000000.0,9902000000.0,0.052337114083719036,0.013797449684227463,0.14121037463976946,0.5140661451900645,0.5365444280555415,1.296282990851176,1.296282990851176,0.020850373429517694,0.051473022178086726,0.9236983842010772
2023-09-30,7418000000.0,1020000000,1653000000.0,76440000000,19740000000.0,10640000000.0,1259000000.0,3815000000.0,-221000000.0,1098000000.0,1094000000.0,56635000000.0,43442000000.0,56700000000.0,10640000000.0,11547000000.0,0.05167173252279635,0.013343799058084773,0.13750337018064168,0.5142895659207334,0.5390070921985816,1.303692279360987,1.303692279360987,0.021624803767660912,0.054410796576695196,0.9289617486338798
2023-12-31,8026000000.0,1402000000,1813000000.0,82166000000,21051000000.0,9676000000.0,2614000000.0,4068000000.0,-391000000.0,1082000000.0,1078000000.0,62569000000.0,48466000000.0,61115000000.0,9676000000.0,14060000000.0,0.06660016151251721,0.017063018766886547,0.17468228258160975,0.5068527286319462,0.45964562253574653,1.2909874963892214,1.2909874963892214,0.02206508774919066,0.05900348227942852,1.2957486136783734
2024-03-31,7699000000.0,888000000,1701000000.0,83347000000,20702000000.0,9683000000.0,1917000000.0,3782000000.0,-321000000.0,1072000000.0,1064000000.0,63706000000.0,49846000000.0,62645000000.0,9683000000.0,14318000000.0,0.04289440633755193,0.010654252702556781,0.11533965450058449,0.49123262761397585,0.4677325862235533,1.2780564137543635,1.2780564137543635,0.02040865298091113,0.05598156985354616,0.8283582089552238
2024-06-30,7885000000.0,1128000000,1773000000.0,84016000000,20622000000.0,9727000000.0,1525000000.0,3943000000.0,-271000000.0,1047000000.0,1042000000.0,62972000000.0,50713000000.0,63394000000.0,9727000000.0,13616000000.0,0.054698865289496655,0.0134260140925538,0.14305643627140138,0.5000634115409004,0.4716807293182039,1.2417328890028199,1.2417328890028199,0.021103123214625784,0.05842037628916933,1.0773638968481376
2024-09-30,7847000000.0,1010000000,1806000000.0,83511000000,20174000000.0,9976000000.0,1614000000.0,4006000000.0,-301000000.0,1024000000.0,1015000000.0,62673000000.0,50268000000.0,63337000000.0,9976000000.0,11919000000.0,0.050064439377416475,0.012094215133335728,0.12871160953230534,0.5105135720657576,0.49449786854367006,1.2467772738123657,1.2467772738123657,0.02162589359485577,0.05990049751243781,0.986328125
2024-12-31,8366000000.0,1121000000,1925000000.0,78725000000,20417000000.0,9879000000.0,2394000000.0,4369000000.0,-289000000.0,1013000000.0,995000000.0,58206000000.0,45490000000.0,58308000000.0,9879000000.0,10924000000.0,0.05490522603712592,0.01423944109241029,0.1339947406167822,0.5222328472388238,0.4838614879757065,1.2795339635084635,1.2795339635084635,0.024452207049857098,0.06353974121996303,1.106614017769003
