report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2022-09-30,1750892000.0,1015464000.0,839273000.0,60945529000.0,39606321000.0,18139299000.0,,433525000.0,,1335630000.0,-63884000.0,-38669000.0,-401450000.0,766372000.0,740719000.0,1250638000.0,3199909000.0,21339208000.0,18139299000.0,,636282000.0,0.025638937784703608,0.01666182928693588,0.5799695241054275,0.7628283183657244,0.45799000114148447,0.39083548938422935,0.39083548938422935,0.013770870706528776,0.014533968117408732,1.3250275323211183,437823000.0,,41.43066718742506
2022-12-31,1751592000.0,679145000.0,602853000.0,87897448000.0,57863093000.0,23875961000.0,,391059000.0,,1312762000.0,-120796000.0,-17687000.0,-612367000.0,949041000.0,921905000.0,809740000.0,6158394000.0,30034355000.0,23875961000.0,,278483000.0,0.01173710157526491,0.007726561071488674,0.387730133501409,0.7494679126189204,0.41262849533466867,0.13148557887007553,0.13148557887007553,0.006858595029971746,0.007375336152043061,0.7156118650300672,-9514000.0,,-2509.5607525751525
2023-03-31,1768587000.0,464623000.0,574996000.0,88520884000.0,57465229000.0,25153342000.0,,177376000.0,,1284324000.0,-136011000.0,-32071000.0,-602367000.0,951624000.0,923888000.0,1256607000.0,5902313000.0,31055655000.0,25153342000.0,,522501000.0,0.008085289279887843,0.005248738817384607,0.26270859166102656,0.7261864980348719,0.4377141175231373,0.2129007729681567,0.2129007729681567,0.006495597129373448,0.006959645913023598,0.4882422049044581,-27371000.0,,-918.977823243579
2023-06-30,2450971000.0,1216028000.0,1202152000.0,92392041000.0,58077824000.0,28129473000.0,,440427000.0,,1912127000.0,-149818000.0,-79227000.0,-602168000.0,951706000.0,924191000.0,1147681000.0,6184744000.0,34314217000.0,28129473000.0,,531110000.0,0.0209379056625813,0.013161609883691172,0.4961413252135582,0.7801508055378868,0.4843410283415577,0.18556645190164703,0.18556645190164703,0.013011423787033778,0.013944898423157845,1.2777349307454193,599984000.0,,46.883705232139526
2023-09-30,1914664000.0,747627000.0,663494000.0,91949409000.0,58260862000.0,27578197000.0,,1173169000.0,,1414519000.0,-181053000.0,-41243000.0,-642010000.0,951908000.0,924395000.0,1538599000.0,6110350000.0,33688547000.0,27578197000.0,,740841000.0,0.012832405397640701,0.00813085160775748,0.39047425553517484,0.7387818437073033,0.47335717415234946,0.2518021062623254,0.2518021062623254,0.007215859321075136,0.007729511573513405,0.7853983788349295,21484000.0,,1283.662120647924
2023-12-31,1889247000.0,708210000.0,643841000.0,93020840000.0,57823720000.0,29000501000.0,,182972000.0,,1402164000.0,-174450000.0,-58497000.0,-638346000.0,951926000.0,924930000.0,992045000.0,6196619000.0,35197120000.0,29000501000.0,,530388000.0,0.012247741930128328,0.007613455221432101,0.3748636361470999,0.7421814087834995,0.5015329522209917,0.16009456124380086,0.16009456124380086,0.0069214705005889,0.007415453805223314,0.7439758972861336,5495000.0,,5277.616196542312
2024-03-31,1956621000.0,585715000.0,662513000.0,93310310000.0,57797118000.0,29557667000.0,,1055460000.0,,1423553000.0,-193320000.0,-32800000.0,-637505000.0,953912000.0,925322000.0,883382000.0,5955525000.0,35513192000.0,29557667000.0,,500589000.0,0.0101339828051634,0.0062770662748843084,0.29935025740805193,0.7275568441716612,0.5114038212078326,0.14832982818475282,0.14832982818475282,0.007100105015190711,0.007584163821134698,0.6140136616375514,25008000.0,,1181.9284628918747
2024-06-30,2007954000.0,861348000.0,736838000.0,93537418000.0,57923321000.0,29904620000.0,,1086453000.0,,1492183000.0,-208267000.0,-43059000.0,-637305000.0,953200000.0,926276000.0,1114242000.0,5709477000.0,35614097000.0,29904620000.0,,598347000.0,0.014870487139368269,0.009208592864943096,0.4289679942867217,0.7431360479373531,0.5162794446817025,0.19515657914026102,0.19515657914026102,0.007877467817210862,0.008389562496973486,0.9036382710868653,99533000.0,,300.4492982227
2024-09-30,2036389000.0,1005719000.0,784520000.0,95905196000.0,57664092000.0,32289832000.0,,1434845000.0,,1547622000.0,-230113000.0,-4214000.0,-649265000.0,953813000.0,926427000.0,1106858000.0,5951272000.0,38241104000.0,32289832000.0,,780871000.0,0.017440992567783777,0.01048659553336401,0.4938737146979285,0.7599834805628983,0.5599642841857286,0.18598679408368496,0.18598679408368496,0.00818016158373734,0.008721353834436394,1.0544194721606857,135255000.0,,238.73300062844257
2024-12-31,2200646000.0,1278853000.0,914170000.0,95328909000.0,58616770000.0,30879263000.0,1335451000.0,1335451000.0,519635000.0,1681011000.0,-232232000.0,86870000.0,656444000.0,953435000.0,926663000.0,2422879000.0,2642298000.0,36712139000.0,30654297000.0,224966000.0,1318591000.0,0.02181718644681377,0.013415164543632825,0.5811261784039777,0.7638716086094719,0.5267991225036794,0.9169590258176784,0.9169590258176784,0.00958964085070983,0.010214642698185292,1.3413111538804428,1570614000.0,0.6068449900620091,19.66063144731933
2025-03-31,2139665000.0,592953000.0,814163000.0,95993391000.0,58075438000.0,32262055000.0,1160753000.0,1160753000.0,549094000.0,1590571000.0,,43383000.0,652058000.0,956080000.0,927338000.0,1216659000.0,2152498000.0,37917953000.0,31729923000.0,532132000.0,671117000.0,0.010210047834680127,0.0061770189991517226,0.27712422271710757,0.7433738459057844,0.5555197879006957,0.565231187206678,0.565231187206678,0.008481448478051995,0.00901245953327485,0.6201918249518868,1466221000.0,0.54249286687402,22.003541758029655
2025-06-30,2183869000.0,571229000.0,855191000.0,97717050000.0,57306814000.0,34666551000.0,1241717000.0,1241717000.0,552880000.0,1630989000.0,,23405000.0,657221000.0,955882000.0,928476000.0,1319412000.0,2148193000.0,40410236000.0,34146357000.0,520194000.0,1066081000.0,0.009967907132300183,0.005845745445651501,0.2615674291818786,0.7468346315644391,0.6049289531258883,0.6141962104894672,0.6141962104894672,0.008751707097174957,0.009298246291195283,0.5975936360345733,1512412000.0,0.5685858446637596,22.921367325834495
2025-09-30,2213881000.0,764266000.0,892591000.0,98341141000.0,57212109000.0,35302901000.0,1447728000.0,1447728000.0,553905000.0,1659976000.0,,54535000.0,647999000.0,956603000.0,928851000.0,1544873000.0,2072291000.0,41129032000.0,35077979000.0,224922000.0,1186022000.0,0.013358465775138616,0.007771579546753479,0.34521548357838566,0.7498036253981131,0.6170529563942486,0.7454903775579781,0.7454903775579781,0.009076475937980015,0.009648066838019042,0.7989374902650316,1540590000.0,0.6539321670857647,22.915182495018144
2025-12-31,2252712000.0,1399783000.0,852357000.0,98724256000.0,57754008000.0,35037073000.0,1158236000.0,1158236000.0,578775000.0,1673937000.0,,82694000.0,668750000.0,,,2435901000.0,2681055000.0,40970248000.0,34992394000.0,44679000.0,1145647000.0,0.024236984556985204,0.014178714094335642,0.6213768115942029,0.7430763453117842,0.6066604589589696,0.9085606225907339,0.9085606225907339,0.008633714089473615,0.009185764308533058,,1521107000.0,0.5141518312149977,23.033930551894112
