report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,cash,capex,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2022-09-30,1557400000.0,324000000.0,398900000.0,13260800000.0,11574000000.0,0.0,,383200000.0,,1052100000.0,-78100000.0,,360500000.0,355300000.0,6293100000.0,1233400000.0,1686800000.0,4313900000.0,,0.027993779160186624,0.024432915057915058,0.20803903942468216,0.6755489919095929,0.0,5.102237716880168,5.102237716880168,0.030081141409266408,0.034465180577155696,0.8987517337031901,,,
2022-12-31,1655000000.0,324900000.0,372500000.0,12974000000.0,11112600000.0,0.0,,437900000.0,,1110900000.0,-58000000.0,,375400000.0,356299996.0,6253000000.0,1422100000.0,1861400000.0,4117900000.0,,0.029237082230981048,0.025042392477262216,0.19631419939577038,0.6712386706948641,0.0,4.397018493776809,4.397018493776809,0.02871126869122861,0.033520508251894246,0.8654768247202983,,,
2023-03-31,1696200000.0,355300000.0,387600000.0,13053200000.0,11294200000.0,0.0,,371400000.0,,1113000000.0,-61000000.0,,356000000.0,350200000.0,6877000000.0,1307400000.0,1759000000.0,4692200000.0,,0.03145862478086097,0.02721937915606901,0.20946822308690013,0.6561726211531659,0.0,5.260058130640966,5.260058130640966,0.029693868170257102,0.034318499760939244,0.9980337078651685,,,
2023-06-30,1755900000.0,420800000.0,463200000.0,13903300000.0,11959700000.0,0.0,,665700000.0,,1171900000.0,-73200000.0,,357300000.0,350900000.0,8031800000.0,1538400000.0,1943600000.0,5799200000.0,,0.03518482905089593,0.030266195795242857,0.2396491827552822,0.6674070277350647,0.0,5.220878835153406,5.220878835153406,0.03331583149324261,0.0387300684799786,1.177721802406941,,,
2023-09-30,1743700000.0,415700000.0,465800000.0,14712700000.0,12623500000.0,0.0,,548400000.0,,1167200000.0,-102200000.0,,358200000.0,351700000.0,8902900000.0,1676400000.0,2089200000.0,6475700000.0,,0.03293064522517527,0.028254501213237544,0.23840110110684176,0.6693812008946494,0.0,5.31072536387497,5.31072536387497,0.0316597225526246,0.03689943359607082,1.1605248464544946,,,
2023-12-31,1928300000.0,606200000.0,450200000.0,15441500000.0,13397300000.0,0.0,,228300000.0,,1277400000.0,94800000.0,,358100000.0,352000000.0,7888000000.0,1658700000.0,2044200000.0,5223200000.0,,0.04524792308898062,0.03925784412136127,0.3143701706166053,0.6624487890888348,0.0,4.75553144028456,4.75553144028456,0.029155198652980604,0.03360378583744486,1.692823233733594,,,
2024-03-31,1890600000.0,544900000.0,469400000.0,15828000000.0,14046400000.0,0.0,,265400000.0,,1245400000.0,8900000.0,,360500000.0,353500000.0,7632700000.0,1375100000.0,1781600000.0,4800100000.0,,0.03879285795648707,0.03442633308061663,0.2882153813604147,0.658732677456892,0.0,5.550650861755509,5.550650861755509,0.029656305281779125,0.03341781524091582,1.511511789181692,,,
2024-06-30,2009900000.0,526900000.0,567300000.0,16649900000.0,14796500000.0,0.0,,620500000.0,,1372700000.0,-123000000.0,,361000000.0,355000000.0,7654300000.0,1487500000.0,1853400000.0,4757200000.0,,0.0356097725813537,0.03164583571072499,0.26215234588785513,0.6829693019553211,0.0,5.145747899159664,5.145747899159664,0.034072276710370636,0.03834014800797486,1.459556786703601,,,
2024-09-30,2038100000.0,565100000.0,577300000.0,17743400000.0,15677500000.0,0.0,,706500000.0,,1373900000.0,-100400000.0,,362700000.0,355800000.0,7215600000.0,1676800000.0,2065900000.0,4231700000.0,,0.036045287832881516,0.03184846196332157,0.27726804376625286,0.6741082380648643,0.0,4.303196564885496,4.303196564885496,0.03253604157038673,0.03682347313028225,1.5580369451337193,,,
2024-12-31,2413500000.0,685700000.0,734900000.0,18743200000.0,16529600000.0,0.0,510600000.0,822600000.0,771300000.0,1642200000.0,121800000.0,124700000.0,363900000.0,356400000.0,7111000000.0,1745300000.0,2213600000.0,4013300000.0,-312000000.0,0.04148315748717452,0.036583934440223655,0.28411021338305364,0.6804226227470479,0.0,4.074371168280525,4.074371168280525,0.03920888642280934,0.044459636046849285,1.884308876064853,859600000.0,0.2115599751398384,0.0
2025-03-31,2253400000.0,698400000.0,578100000.0,19220400000.0,17207700000.0,0.0,465000000.0,581600000.0,795700000.0,1457700000.0,-35200000.0,140900000.0,364600000.0,357500000.0,7657800000.0,1538100000.0,2012700000.0,4511300000.0,-116600000.0,0.040586481633222336,0.03633639258288069,0.30993165882666196,0.6468891452915594,0.0,4.978740003900917,4.978740003900917,0.030077417743647375,0.03359542530378842,1.9155238617663193,719000000.0,0.20635484157273454,0.0
2025-06-30,2440000000.0,658400000.0,743400000.0,20163200000.0,17953100000.0,0.0,560100000.0,715400000.0,822100000.0,1617900000.0,167900000.0,155300000.0,364100000.0,358500000.0,8745900000.0,1692600000.0,2210100000.0,5326500000.0,-155300000.0,0.036673332182185804,0.03265354705602285,0.2698360655737705,0.6630737704918033,0.0,5.167139312300603,5.167139312300603,0.03686914775432471,0.041407890559290596,1.808294424608624,898700000.0,0.22954918032786886,0.0
2025-09-30,2505100000.0,704400000.0,759700000.0,19351800000.0,17042100000.0,0.0,735600000.0,841000000.0,842700000.0,1662400000.0,146000000.0,160000000.0,361800000.0,356600000.0,8525300000.0,1803200000.0,2309700000.0,4908800000.0,-105400000.0,0.04133293432147447,0.03639971475521657,0.28118637978523814,0.663606243263742,0.0,4.727872670807454,4.727872670807454,0.03925733006748726,0.04457783958549709,1.9469320066334992,919700000.0,0.2936409724162708,0.0
2025-12-31,2866200000.0,794800000.0,864300000.0,20458700000.0,17941700000.0,0.0,730000000.0,892500000.0,961900000.0,1904300000.0,156100000.0,220900000.0,360400000.0,354900000.0,9779500000.0,2006200000.0,2517000000.0,5934900000.0,-162500000.0,0.0442990352084808,0.038848998225693716,0.27730095596957643,0.6643988556276603,0.0,4.874638620277141,4.874638620277141,0.042246086017195615,0.04817269266568943,2.205327413984462,1085200000.0,0.25469262438071316,0.0
