report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,tax_expense,depreciation,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2022-09-30,32716000000.0,9737000000.0,12001000000.0,3773884000000.0,288018000000.0,765156000000.0,,-18204000000.0,-2264000000.0,,2965400000.0,2961200000.0,3485866000000.0,287473000000.0,477683000000.0,24654000000.0,0.03380691484559993,0.002580100501234272,0.29762195867465463,2.656625627564944,0.0031800129521734107,0.011395078116246697,3.283536790989411,,,
2022-12-31,34547000000.0,11008000000.0,13237000000.0,3665743000000.0,292332000000.0,542505000000.0,,101222000000.0,-2229000000.0,,2967300000.0,2962800000.0,3373411000000.0,295865000000.0,246640000000.0,27697000000.0,0.03765581599003872,0.0030029382856354087,0.3186383767042001,1.8557838348179467,0.0036110005529574767,0.015855789812861672,3.709769824419506,,,
2023-03-31,38349000000.0,12622000000.0,15967000000.0,3744305000000.0,303082000000.0,773990000000.0,,-111241000000.0,-3345000000.0,,2972700000.0,2968500000.0,3441223000000.0,295489000000.0,478501000000.0,25098000000.0,0.04164549527850549,0.0033709860708462584,0.3291350491538241,2.553731333434516,0.004264342781904786,0.014824449990344192,4.245971675581122,,,
2023-06-30,41307000000.0,14472000000.0,17586000000.0,3868240000000.0,312516000000.0,671372000000.0,,18865000000.0,-3114000000.0,,2948300000.0,2943800000.0,3555724000000.0,364078000000.0,307294000000.0,26064000000.0,0.04630802902891372,0.003741236324530019,0.35035224054034425,2.1482804080431084,0.004546253593365458,0.017873985656904037,4.908591391649425,,,
2023-09-30,39874000000.0,13151000000.0,16733000000.0,3898333000000.0,317371000000.0,677013000000.0,,45119000000.0,-3582000000.0,,2932100000.0,2927500000.0,3580962000000.0,362793000000.0,314220000000.0,24921000000.0,0.041437308386714604,0.003373493234159319,0.32981391382855996,2.133191123322547,0.004292347523928818,0.016827503258298605,4.48518126939736,,,
2023-12-31,38574000000.0,9307000000.0,11326000000.0,3875393000000.0,327878000000.0,653072000000.0,,60231000000.0,-2019000000.0,,2919300000.0,2914600000.0,3547515000000.0,391825000000.0,261247000000.0,29066000000.0,0.028385558042930602,0.002401562886654334,0.24127650749209312,1.9918140283886079,0.002922542307322122,0.011545950354248432,3.1880930360017814,,,
2024-03-31,41934000000.0,13419000000.0,17293000000.0,4090727000000.0,336637000000.0,767810000000.0,,-154158000000.0,-3874000000.0,,2912800000.0,2908300000.0,3754090000000.0,395872000000.0,371938000000.0,22750000000.0,0.03986192842735647,0.003280346011845816,0.3200028616397196,2.2808247459429594,0.004227365942532953,0.015657609645370035,4.606907443010162,,,
2024-06-30,50200000000.0,18149000000.0,23435000000.0,4143003000000.0,340552000000.0,842168000000.0,,38469000000.0,-5286000000.0,,2894900000.0,2889800000.0,3802451000000.0,394028000000.0,448140000000.0,27265000000.0,0.0532928891916653,0.004380638874748582,0.3615338645418327,2.472949799149616,0.005656524989240896,0.0198144954004329,6.269301184842309,,,
2024-09-30,42654000000.0,12898000000.0,16978000000.0,4210048000000.0,345836000000.0,850132000000.0,,-74081000000.0,-4080000000.0,,2865900000.0,2860600000.0,3864212000000.0,410157000000.0,439975000000.0,22896000000.0,0.03729513410980927,0.0030636230275759326,0.30238664603554183,2.4581940572988352,0.00403273311848226,0.01419603200085621,4.500505949265501,,,
2024-12-31,42791000000.0,14005000000.0,17375000000.0,4002814000000.0,344758000000.0,454311000000.0,147758000000.0,147758000000.0,3370000000.0,1965000000.0,2842400000.0,2836900000.0,3658056000000.0,401418000000.0,52893000000.0,469317000000.0,0.04062269766038787,0.0034987886022183395,0.32728844850552685,1.3177678255471954,0.0043406963201387825,0.02174405464359148,4.927174218969885,19340000000.0,3.4530158210838726,23.49074457083764
2025-03-31,45327000000.0,14643000000.0,,4357856000000.0,351420000000.0,472204000000.0,-251839000000.0,-251839000000.0,3765000000.0,2030000000.0,2824300000.0,2819400000.0,4006436000000.0,407224000000.0,64980000000.0,425903000000.0,0.04166808946559672,0.0033601385635505165,0.3230524852736779,1.3437026919355757,,,5.184647523280105,,-5.556048271449688,
2025-06-30,44882000000.0,14987000000.0,,4552482000000.0,356924000000.0,485095000000.0,29547000000.0,29547000000.0,3297000000.0,2210000000.0,2793700000.0,2788700000.0,4195558000000.0,419802000000.0,65293000000.0,420327000000.0,0.041989331062074836,0.0032920503584638007,0.3339200570384564,1.3590988557788213,,,5.364570283137058,,0.6583262777951072,
2025-09-30,46430000000.0,14393000000.0,,4560205000000.0,360212000000.0,496558000000.0,-45214000000.0,-45214000000.0,4350000000.0,2269000000.0,2767600000.0,2762400000.0,4199993000000.0,427203000000.0,69355000000.0,303436000000.0,0.039957025307319025,0.0031562177577543113,0.3099935386603489,1.3785159850310373,,,5.2005347593582885,,-0.973810036614258,
2025-12-31,45796000000.0,13025000000.0,,4424900000000.0,362438000000.0,499982000000.0,119724000000.0,119724000000.0,4135000000.0,2312000000.0,2740500000.0,2735300000.0,4062462000000.0,433970000000.0,66012000000.0,343338000000.0,0.035937180979919325,0.0029435693461999143,0.28441348589396453,1.379496631147948,,,4.752782338989236,,2.6142894575945497,
