report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2022-09-30,1189000000.0,114000000,138000000.0,12167000000,6982000000.0,4214000000.0,733000000.0,421000000.0,-30000000.0,-6000000.0,-164000000.0,717000000.0,714800000.0,1559000000.0,971000000.0,5185000000.0,4214000000.0,883000000.0,0.01632769979948439,0.009369606312155832,0.095878889823381,0.3540790580319596,0.603551990833572,1.6055612770339855,1.6055612770339855,0.011342155009451797,0.01232583065380493,0.1589958158995816,-26000000.0,-162.07692307692307
2022-12-31,1263000000.0,147000000,178000000.0,12269000000,6879000000.0,4215000000.0,-25000000.0,447000000.0,-30000000.0,3000000.0,-166000000.0,692000000.0,698100000.0,1317000000.0,1175000000.0,5390000000.0,4215000000.0,667000000.0,0.02136938508504143,0.011981416578368246,0.1163895486935867,0.35391923990498814,0.6127344090710859,1.1208510638297873,1.1208510638297873,0.014508109870405086,0.016044708851631513,0.21242774566473988,12000000.0,351.25
2023-03-31,1381000000.0,291000000,248000000.0,12225000000,7030000000.0,4208000000.0,328000000.0,539000000.0,-35000000.0,-2000000.0,-169000000.0,714900000.0,713400000.0,1264000000.0,987000000.0,5195000000.0,4208000000.0,563000000.0,0.04139402560455192,0.02380368098159509,0.2107168718320058,0.390296886314265,0.5985775248933144,1.2806484295846,1.2806484295846,0.020286298568507156,0.02206798362697989,0.40704993705413345,79000000.0,53.265822784810126
2023-06-30,1393000000.0,210000000,246000000.0,12365000000,7145000000.0,4210000000.0,377000000.0,537000000.0,-25000000.0,-14000000.0,-168000000.0,713200000.0,711300000.0,1444000000.0,1010000000.0,5220000000.0,4210000000.0,802000000.0,0.02939118264520644,0.016983420946219168,0.1507537688442211,0.3854989231873654,0.5892232330300909,1.4297029702970296,1.4297029702970296,0.019894864536999596,0.02166446499339498,0.2944475602916433,78000000.0,53.97435897435897
2023-09-30,1214000000.0,111000000,103000000.0,12292000000,7031000000.0,4212000000.0,466000000.0,412000000.0,-26000000.0,-15000000.0,-174000000.0,711900000.0,709700000.0,1547000000.0,1049000000.0,5261000000.0,4212000000.0,916000000.0,0.015787227990328546,0.009030263586072241,0.0914332784184514,0.3393739703459638,0.5990612999573318,1.4747378455672069,1.4747378455672069,0.008379433778067035,0.009161255892555368,0.15592077538980195,-71000000.0,-59.32394366197183
2023-12-31,1323000000.0,132000000,144000000.0,12243000000,6826000000.0,4209000000.0,270000000.0,465000000.0,-30000000.0,-9000000.0,-186000000.0,711200000.0,704400000.0,1822000000.0,1208000000.0,5417000000.0,4209000000.0,1144000000.0,0.019337825959566363,0.01078167115902965,0.09977324263038549,0.35147392290249435,0.6166129504834457,1.5082781456953642,1.5082781456953642,0.0117618230825778,0.013049388309922973,0.1856017997750281,-42000000.0,-100.21428571428571
2024-03-31,1471000000.0,272000000,260000000.0,12464000000,6940000000.0,4510000000.0,365000000.0,571000000.0,-29000000.0,-2000000.0,-180000000.0,705500000.0,704000000.0,2058000000.0,1014000000.0,5524000000.0,4510000000.0,1349000000.0,0.03919308357348703,0.021822849807445442,0.1849082256968049,0.3881713120326309,0.6498559077809798,2.029585798816568,2.029585798816568,0.02086007702182285,0.022707423580786028,0.3855421686746988,80000000.0,56.375
2024-06-30,1466000000.0,239000000,236000000.0,12407000000,6989000000.0,4396000000.0,443000000.0,554000000.0,-36000000.0,-16000000.0,-188000000.0,705900000.0,704300000.0,1507000000.0,1022000000.0,5418000000.0,4396000000.0,805000000.0,0.03419659464873372,0.019263319094059806,0.16302864938608458,0.37789904502046384,0.6289884103591358,1.474559686888454,1.474559686888454,0.01902152010961554,0.0207290294246816,0.33857486896160927,48000000.0,91.58333333333333
2024-09-30,1319000000.0,82000000,106000000.0,13080000000,6882000000.0,5081000000.0,345000000.0,436000000.0,-48000000.0,-6000000.0,-197000000.0,702400000.0,700900000.0,1190000000.0,1117000000.0,6198000000.0,5081000000.0,564000000.0,0.011915140947399011,0.006269113149847095,0.0621683093252464,0.3305534495830174,0.7383028189479802,1.0653536257833482,1.0653536257833482,0.008103975535168196,0.008860653682186742,0.11674259681093394,-91000000.0,-55.83516483516483
2024-12-31,1428000000.0,108000000,163000000.0,13048000000,6777000000.0,5083000000.0,345000000.0,500000000.0,-48000000.0,6000000.0,-197000000.0,702200000.0,699200000.0,1149000000.0,1188000000.0,6271000000.0,5083000000.0,554000000.0,0.01593625498007968,0.00827713059472716,0.07563025210084033,0.35014005602240894,0.7500368894791205,0.9671717171717171,0.9671717171717171,0.012492335990190067,0.013743676222596965,0.15380233551694675,-34000000.0,-149.5
